Id	CharacterId	VitalityRecoveryType	VitalityRecovery	MoodRecoveryType	MoodRecovery	Pre	CompareType	AttrTotal	AttrCondition	Description
209	1531003		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
210	1531003		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
211	1121003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
212	1121003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
213	1121003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
214	1121003		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
215	1121003		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
216	1221002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
217	1221002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
218	1221002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
219	1221002		500		200	4	1	5500	{0: 2000, 1: 0, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
220	1221002		600		500	5	1	10000	{0: 3500, 1: 0, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
221	1131003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
222	1131003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
223	1131003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
224	1131003		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
225	1131003		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
226	1541003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
227	1541003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
228	1541003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
229	1541003		500		200	4	1	5500	{0: 3500, 1: 0, 2: 2000}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
230	1541003		600		500	5	1	10000	{0: 6500, 1: 0, 2: 3500}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
231	1031004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
232	1031004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
233	1031004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
234	1031004		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
235	1031004		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
236	1531004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
237	1531004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
238	1531004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
239	1531004		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
240	1531004		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
241	1551003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
242	1551003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
243	1551003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
244	1551003		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
245	1551003		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
246	1051004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
247	1051004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
248	1051004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
249	1051004		500		200	4	1	5500	{0: 2000, 1: 3500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
250	1051004		600		500	5	1	10000	{0: 3500, 1: 6500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
251	1561003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
252	1561003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
253	1561003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
254	1561003		500		200	4	1	5500	{0: 2000, 1: 0, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
255	1561003		600		500	5	1	10000	{0: 3500, 1: 0, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
256	1071004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
257	1071004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
258	1071004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
259	1071004		500		200	4	1	5500	{0: 3500, 1: 0, 2: 2000}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
260	1071004		600		500	5	1	10000	{0: 6500, 1: 0, 2: 3500}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
261	1571003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
262	1571003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
263	1571003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
264	1571003		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
265	1571003		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
266	1041004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
267	1041004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
268	1041004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
269	1041004		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
270	1041004		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
271	1231002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
272	1231002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
273	1231002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
274	1231002		500		200	4	1	5500	{0: 2000, 1: 3500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
275	1231002		600		500	5	1	10000	{0: 3500, 1: 6500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
276	1011004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
277	1011004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
278	1011004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
279	1011004		500		200	4	1	5500	{0: 2000, 1: 0, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
280	1011004		600		500	5	1	10000	{0: 3500, 1: 0, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
281	1091003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
282	1091003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
283	1091003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
284	1091003		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
285	1091003		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
286	1021005	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
287	1021005		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
288	1021005		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
289	1021005		500		200	4	1	5500	{0: 3500, 1: 0, 2: 2000}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
290	1021005		600		500	5	1	10000	{0: 6500, 1: 0, 2: 3500}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
291	1241002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
292	1241002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
293	1241002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
294	1241002		500		200	4	1	5500	{0: 3500, 1: 0, 2: 2000}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
295	1241002		600		500	5	1	10000	{0: 6500, 1: 0, 2: 3500}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
296	1221003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
297	1221003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
298	1221003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
299	1221003		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
300	1221003		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
301	1251002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
302	1251002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
303	1251002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
304	1251002		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
305	1251002		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
306	1261003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
307	1261003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
308	1261003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
309	1261003		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
310	1261003		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
311	1271003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
312	1271003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
