Id	Name	Desc	Title	EventType	ActiveConditionId	Mutex	EffectId	SubEventId	SubConditionId	AutoPopup	ForceFinish
20333	今日雷雨	暴雨铺天盖地而来，狂风夹杂着雨水狠狠往窗户上砸，窗外是不停歇的暴雨与昏暗，只有藤条般粗大的闪电划破昏暗的天幕，随着带来的是轰鸣的雷声。\n闪电不可控制地击中了一个大型医疗站的电线，<color=#0F70BC>那个大型医疗站今天暂时无法继续工作了</color>。幸好，居民们及时发现，没有带来更严重的破坏。	天气报告	1	[20314]	True		[20334]	[0]	True	True
20334	记录完毕	1个大型医疗站停止工作1天		2			[20334]				
20335	今日雷雨	乌云遍布了整个天空，黑暗笼罩了整个小镇。雨滴连成了线，一瞬间，夹杂着轰隆隆的声响从天空倾斜下来。\n突然来临的雷雨，我们需要临时把所有粮食回收。但是最后我们还是没有赶上，<color=#0F70BC>有个大型补给站的食物已经被暴雨冲刷而无法回收</color>，如果还有剩余的存粮的话，优先分配给镇上的老人和小孩吧。	天气报告	1	[20313]	True		[20336]	[0]	True	True
20336	记录完毕	1个大型补给站停止工作1天		2			[20336]				
20337	今日彩虹	雨过天晴后，小镇的东边出现了一道美丽的彩虹，这道五彩斑斓的微光，让一切事物都恢复了生气。\n<color=#145ABE>小镇的入口突然聚集了一群流浪的难民</color>，他们让我不禁想起了前段时间小镇灰暗的日子。原来是镇上的炊烟指引了他们，总算找到了可以落脚的地方。但是小镇在经历了那场灾厄之后，现在的物资不知能否足以承担整个小镇。\n对于是否收留他们，不同的居民纷纷向我表达了不同的建议。	天气报告	1		True		[20338]	[0]	True	True
20338	接纳这群难民	（增加 10 幸存者）		2			[20338]				
20350	突发事件	小镇门口出现了5名年轻人和2个小孩子，那几名年轻人在来小镇路上，撞见了一群饿狼要袭击这两小孩，在正义的驱使下，他们赶走了狼群，询问后才知道可怜的小孩，双亲都在灾难中丧生了，本来以为要被狼给吃了，结果碰上了好心人得救了，既然上天让他们活下来了，就让他们一起留下来吧。可能因为走了很远的路才找到这里，他们的<color=#145ABE>精神好有点失常</color>了，期望过几天，能收到好消息吧。	突发事件	1		True		[20351]	[0]		True
20351	收留这群可怜的难民	增加 7 幸存者		2			[20351]				
204010	燃烧的废墟	废墟充斥着火焰和难闻的气味，那些火焰永不停歇地燃烧着，宣泄着那些死去人类的愤怒与不甘。\n我叫齐娜分析这里的战场情况，想查出是谁发起这场战争，我们在这里没有发现任何关于敌人的信息，抬眼望去，远方隐约有灰黑色城市的轮廓，看样子离那座城市还很遥远。	探索事件	1		True		[204011]	[0]		True
204011	记录完毕	队长，我感觉这件事情并不是一场普通的战争。		2							
204020	68号公路	68号公路，进入城市的必经之路，我们离城市更近了，在附近我们找到了一些弹壳与一些炸弹碎片。\n“GJD-76？”我看着炸弹碎片上的印记，这不是护卫队的军用武器吗？\n只有我方军队的武器弹壳出现在这里，敌方的武器弹壳呢？	探索事件	1		True		[204021]	[0]		True
204021	记录完毕	队长，有没有可能是组织内斗？。		2							
204030	城市周边	我们已经到达这个城市的边缘了，我们找到了<color=#145ABE>“许多残存的物资</color>，发现了人们生活痕迹，这些痕迹无一不在昭示着昔日的繁华与热闹。\n“我记得这里举办过城市马拉松，你还获得了那次马拉松的冠军。”	探索事件	1		True		[204031]	[0]		True
204031	记录完毕	冠军奖品是一块价值不菲的怀表，队长，你现在还带着它吗？（获得50食物、50药物）		2			[204031]				
204040	市镇入口	我们被一群守卫军拦住了去路，他们认出了我们也是军人。\n“你们也是来加入衔尾蛇集团的吗？我们现在急需要军人武装力量。”\n“衔尾蛇集团？这是什么？”里奇问道。\n“我们掌握了城里的重要AI技术，可以借助AI技术控制组织武器系统，假以时日，我们就可以获得这个区域的武装力量，建立自己的组织。”\nAI技术！莫非是齐娜的源数据库。\n我们朝彼特使了一个眼色，他们立刻懂了我的意思。	探索事件	1		True		[204041, 204042]	[0, 0]		True
204041	暗度陈仓	（沉默）……		2							
204042	正面迎敌	这群丑陋的“蛆虫”，姑且给他们一点惩罚。		2							
204050	城市中心-A1	彼特他们帮我拖住了那群守卫军，我成功进入了城市中心，我的最终目的地是我创造出，不，应该是我复活齐娜的地方。\n城市中心的地下室——齐娜的源数据库。\n此时，一群人似乎早有准备，在暗处慢慢接近我。\n“齐娜，一起战斗吧。”\n我回头，拔枪，干脆利落上膛。\n是时候结束这场闹剧了。	探索事件	1	[20402]	True		[204051]	[0]		True
204051	记录完毕	队长，这让我想起我们并肩作战的日子。		2				[204054]	[0]		
204052	城市中心-B1	我们收拾完那群守卫军后，径直来到了城市中心，虽然前面也有一大波敌人在等待着我们，但我们小队在一起就无所畏惧。\n我们摆出了最常用的防御阵型，准备一举攻破城市中心。	探索事件	1	[20403]	True		[204053]	[0]		True
204053	记录完毕	队长，我们需要赶紧赶到地下室。		2				[204056]	[0]		
204054	城市中心-A2	我一人杀到地下室，见到这场闹剧的幕后使者，原来就是我的上级长官罗得，他已经意识到自己输定了。\n罗得突然发出大笑说，“我得不到的，我一定会毁了它。”\n随即他拿出一个遥控炸弹，准备按下炸弹。\n我慌乱朝他射击，结果射偏了，只听见轰地一声，炸弹爆炸了。\n<color=#145ABE>齐娜的源数据库，被炸毁了。</color>\n我陷入了无尽的黑暗中。	探索事件	1		True		[204055]	[0]	True	True
204055	记录完毕	队长，这就是死亡的感觉吗？		2			[20418]				
204056	城市中心-B2	我们一路杀到地下室，见到这场闹剧的幕后使者，原来就是我的上级长官罗得，他已经意识到自己输定了。\n罗得突然发出大笑说，“我得不到的，我一定会毁了它。”\n随即他拿出一个遥控炸弹，准备按下炸弹。\n千钧一发之际，彼特一枪打中了他的手臂，他终究没能引爆炸弹。\n<color=#145ABE>齐娜的源数据库，完好无损。</color>	探索事件	1		True		[204057]	[0]	True	True
204057	记录完毕	队长，我们赢了		2			[20418]				
204060	教堂	这是什么地方？看着残败的建筑，隐约辨别这曾经是一座教堂。百合花肆无忌惮地开在这片残败的建筑中，倾斜的十字架倒在百合花海里，久违的阳光透过彩玻璃在教堂里打出细碎的光影，犹如神祇降临，我们都惊叹于教堂圣洁的美好，一时间忘记了言语。\n“好美啊”妮可蹲下身子轻轻抚摸百合花瓣。\n“人类会在这里向神祈祷，或者举行一些神圣的契约仪式。队长有没有想要签订契约的人类呢？”里奇说。\n“里奇，你别问那些奇怪的问题了，队长，我们分散搜罗物资吧。”	探索事件	1		True		[204061]	[0]		True
204061	记录完毕	队长，快去搜寻物资吧。		2							
204070	脆弱的危楼	这座风中的危楼摇摇欲坠，墙壁上全是战争后留下的弹孔。\n我们发现了篝火的痕迹，看样子前段时间，这里还有人在这里驻留过一段时间。\n我们可以顺着这条路继续往下搜寻。	探索事件	1		True		[204071]	[0]		True
204071	记录完毕	不知对方是敌是友，我们要谨慎行事。		2							
204080	山坡别墅	在别墅附近发生了一场惨烈的战斗，与其说是战斗，还不如说是单方面的屠杀，被屠杀的全是一些手无寸铁之力的平民，没有及时援助他们，我真的很抱歉。我们安葬了这些平民的遗体后，在别墅里发现了许多他们留下来的物资。\n“这些物资，应该可以用来\n<color=#145ABE>建立一个简单的通讯设备</color>。我们需要把这里的情况报告给组织。”我沉思道，“\n<color=#145ABE>通讯设备里有大型存储器，说不定可以存储齐娜的源数据库</color>。”	探索事件	1		True		[204081]	[0]		True
204081	记录完毕	队长，我们该继续前进了。（获得1000钢材，1000木材）		2			[204081]				
20401	与世界重修旧好	我们把齐娜的源数据库转移到避难所的通信设备中，然后炸掉了城市中心的地下室，对外宣称，诺丁市的AI已经消失了。\n只有少部分人才知道，齐娜一直在陪伴着我。\n原来指责的声音也因这次行动销声匿迹。我们又被组织召集回去，尽管我们曾经遭到背叛，但我们仍然愿意与人们和解，继续帮助那些仍在水深火热中的人们。	结局事件	1		True		[20402]	[0]	True	True
20402	记录完毕	队长，今天又要前往哪个城市呢？		2							
20403	我们回家吧	我们消灭掉所有敌人后，我带着我的小队回到了避难所，我们在那里建设了属于我们自己的家园。\n人类的背叛让我们心底留下了一道疤痕，我们永远不会忘记那些人类赶走我们时的嘴脸，是憎恨，厌恶。\n从此我们远离斗争，在我们自己的家园里幸福快乐地生活。	结局事件	1		True		[20404]	[0]	True	True
20404	记录完毕	队长，我们···回家吧。		2							
20405	漫长的等待	再次醒来，我看到了队员们关切的眼神，他们说他们花了老大精力把我从地下室的废墟中刨出来。\n“齐娜呢？”我醒来后只有一个念头，我只关心她还在不在。\n所有的队员陷入了沉默。\n随身携带的通讯耳机里再也没有齐娜的声音。\n“队长，你忘了吗？我们在避难所建造了通讯设备，我们可以还原齐娜的数据，现在只是时间问题”妮可说。\n或许一个月，或许一年，终有一天，齐娜会回到我身边。	结局事件	1		True		[20406]	[0]	True	True
20406	记录完毕			2							
20407	世界再无齐娜	再次醒来，我看到了队员们关切的眼神，他们说他们花了老大精力把我从地下室的废墟中刨出来。\n“齐娜呢？”我醒来后只有一个念头，我只关心她还在不在。\n所有的队员陷入了沉默。\n“队长，我想尽一切办法，都找不到齐娜的数据，我真的，我找不到她了。”妮可站在病床前哭着说。\n我听到这个消息，瞬间陷入了茫然。\n脑海里突然闪过了以前的回忆……\n<color=#145ABE>【隐藏回忆】</color>\n在教堂依稀的晨光里，晨露在树叶上凝结，松鼠从树洞里弹出毛茸茸的小脑袋，百合花苞在悄悄绽放，万物复苏，我仿佛能听到身边人轻笑的声音。\n“齐娜，你知道那个契约仪式是什么吗？”我望向身边美丽的少女。\n“就是人类与相爱之人签下永不分离的仪式，寒斯。”	结局事件	1		True		[20408]	[0]	True	True
20408	记录完毕			2							
20411	6月1日	“齐娜，早上好，今天的天气看起来还不错，要不来一首音乐吧。”	剧情事件	1		True		[20412]	[0]	True	True
20412	记录完毕	早上好，队长，要不来一首《惦惦》吧。		2							
20413	6月1日	随着舒缓的音乐声响起，我一边哼着歌一边忙活手上的工作，今天的工作是<color=#145ABE>清理小型废墟</color>。\n我曾经是特攻小队的队长，我带领我的小队帮助了很多拾荒者，但前不久一次战斗中，由于指挥失误，我们摧毁了一座商业楼。当时的场景被一些拾荒者记录了下来，人们开始纷纷评价我们是一个“粗鲁”“危险”“威胁他人安全”的团队。\n组织决定将我们小队分散到边界驻守，等舆论风头过去后，再将我们重新组织起来。\n当然，我不是一个人在生活，我还有我最引以为傲的“助手”，高级AI——齐娜。	剧情事件	1		True		[20414]	[0]		True
20414	记录完毕	队长，500米外发现有陌生人来访。		2				[20423]	[0]		
20415	6月2日	我们四个人围着小餐桌，开始了一顿热闹的午餐，妮可这孩子在餐桌上手舞足蹈地分享着她和里奇的冒险之旅。\n“为了找到这里我们可是黑进了组织机密库，被发现了那可太刺激，我还给组织老头的电脑里发送了一些好东西，希望他明天开会的时候不会暴跳如雷。我已经把队长的位置发给其他队员了，他们过段时间应该也会赶来。”看着天才黑客一脸骄傲的样子，我哭笑不得。	剧情事件	1		True		[20416]	[0]	True	True
20416	记录完毕	我猜妮可给老头发了一些奇怪的表情包。		2							
20417	6月3日	这片荒地从未出现<color=#145ABE>如此极端的天气</color>，看着天边浓厚乌云渐渐逼近，仿佛要剥夺这片荒地上残留的氧气，我总感觉有什么不好的事情要发生。\n面对这种恶劣的天气，以我们现有的物资数量，队伍的生存成了很大的问题。我必须要时刻<color=#145ABE>保证资源设备全力运转</color>才能保证大家良好的身体状况。	剧情事件	1		True		[20418]	[0]	True	True
20418	记录完毕	队长，接下来的天气可能会异常恶劣，注意物资储备。		2				[20449]	[0]		
20419	前哨站建成	前哨站建成了，我决定带上4名队员跟我一起出发，剩下的队员在避难所观测诺丁市外围的情况。\n“特攻队！本次任务——保护齐娜的源数据库！出发！”	剧情事件	1		True		[20420]	[0]		True
20420	记录完毕	队长，谢谢你们。		2							
20421	通讯设备建成	通讯设备拥有极大的存储容量，我们可以将齐娜的源数据逐步转移至通讯设备，这样就不用担心齐娜的源数据库被破坏。	剧情事件	1		True		[20422]	[0]		True
20422	记录完毕	队长，谢谢你们。		2							
20423	6月1日	我走上二楼，借助望远镜，看到远处<color=#145ABE>三个身影</color>离避难所越来越近，原来是我昔日的队员妮可、里奇他们。\n我按捺不住内心的欣喜，跑出房间，对着远方大喊，“哟，让我们看看是哪几个小倒霉蛋找到了这个倒霉队长。”\n“队长！！！”妮可听到了我的声音，开始朝着我狂奔而来。	剧情事件	1		True		[20424]	[0]	True	True
20424	记录完毕	恭喜队长，今天可以准备一顿热闹的晚餐了。（获得3名队员）		2			[20414]				
20425	6月2日	我们正聊得起劲时，门外又一次传来了声响，果然，我最信赖的<color=#145ABE>神枪手</color>彼特，我曾经的队员，他们都找到了这个地方，这一次，我们队伍，再一次聚集在一起。\n大家重新聚集再一起，我需要<color=#145ABE>清理掉废墟，建立补给站和医疗站来给大家提供生存物资</color>。	剧情事件	1		True		[20426]	[0]		True
20426	记录完毕	看到队长你再次振作起来，我很高兴。（获得5名队员、10食物、10药物）		2			[20416, 20417, 20415]				
20427	6月4日	恶劣的天气已经持续了两天了，而且完全没有好转的迹象，我需要<color=#145ABE>安排人手去补给站医疗站操作设备</color>，这样才能保证资源建筑全力运作，以囤积资源。\n“齐娜，检测后面几天的天气状况。”	剧情事件	1		True		[20428]	[0]	True	True
20428	记录完毕	天气检测结果：后续几天均为恶劣天气，注意物资储备，队长。		2							
20429	6月5日	今天妮可问我齐娜的工作原理，现在没有足够的网络条件，我无法动用齐娜连接源数据，无法发挥齐娜真正的力量，现在的她只是寄存在通讯器上的AI，最多陪我们聊聊天，玩玩桌游什么的。\n“只要有存储数据的设备，AI等于不会死亡，队长我们找一个大型存储器来存储齐娜的源数据。”妮可挠挠头说，“再给我打造一个齐娜2代AI。”\n“好的，小机灵鬼，我们现在失去了组织的支持，去哪找大型存储器。”我敲了下妮可这小脑袋。\n可我觉得没必要，因为齐娜的源数据储存在诺丁市。\n诺丁市，应该是目前最安全的地方。	剧情事件	1		True		[20430]	[0]	True	True
20430	记录完毕	队长，死亡是什么感觉？		2							
20431	今日晴天	今天的阳光格外灿烂，我心血来潮地打扫了房屋里阴暗的角落，没有想到竟然找到了之前留存的分配补给。虽然我是个无神论者，但自从被禁止行动后，我开始相信运气这种东西，今天的意外收获就当是命运之神的眷顾吧。我知道的，只有这样才让我感觉不那么糟糕。	天气事件	1		True		[20432]	[0]		True
20432	记录完毕	总会有好事发生的，队长。（获得10食物、10药物）		2			[20432]				
20433	6月6日	今天的天气还是很恶劣，晚上我们一行人挤在小小的避难所里，打着扑克牌消磨这风雨交加的夜晚。妮可这孩子竟然修好了老旧的收音机，她拍了拍收音机的机顶，收音机里传来了断断续续的广播声音。\n<color=#145ABE>“请——所有——还在诺丁市的市民，火速撤离至城市外围，这座城市——已经——不属于——我们了——”</color>广播夹杂着噪音模糊不清，但我却听得清清楚楚。\n“队长，到你出牌啦。”里奇突然发声提醒我。\n“哦，好的。”我心不在焉地甩出了一张牌。	剧情事件	1		True		[20434]	[0]	True	True
20434	记录完毕	队长·····		2							
20435	6月6日	等到所有人都散去，我沉声问道。\n“齐娜，现在能搜索到诺丁市的信息吗？”\n诺丁市，我曾经拯救过的城市，也正是因为这座城市，我才会被安排驻守在此。\n组织明明承诺过会处理好这座城市的问题，怎么会失守。	剧情事件	1		True		[20436]	[0]		True
20436	记录完毕	队长，这座城市被不明装置屏蔽了所有信号，我无法得知它的信息。		2							
20437	6月7日	今天我独自一人去了避难所附近观望，我走了大概7公里，打开望远镜望向诺丁市，只能望见灰蒙蒙的硝烟。\n齐娜也在努力帮我连接城市网络，但是所有的网络接口被屏蔽，我们无法获得任何关于这座城市的信息。\n这座城市，对于别人来说不算什么特殊的城市，对于我来说，却是一段无比珍贵的回忆。\n我和齐娜在这座城市相遇相知，后来一场战斗中，齐娜不幸丧生，为了让她永远地陪在我身边，我以齐娜为蓝本创造了一个AI，并用她的名字为之命名。	剧情事件	1		True		[20438]	[0]	True	True
20438	记录完毕	队长，时候不早了，我们该回到避难所了。		2							
20439	6月8日	昨晚，我在房间内辗转反侧难以入眠。早上起床时，妮可看见我脸上的黑眼圈，笑我像一只巨型猩猩。\n彼特好像注意到了我的状态，来询问我是不是有什么事情，我挥挥手，回答自己没什么事。\n我已经不想让我的队员被牵扯进这些纷争了，明明是我们在拯救人类，结果被人类当成敌人对待。\n在这个避难所，我的每个队员都过得开心幸福就好。	剧情事件	1		True		[20440]	[0]	True	True
20440	记录完毕	队长，我觉得有些事不需要一个人承担。		2							
20441	6月9日	建立足够的补给设施果然有好处，<color=#145ABE>等到储存物资足够后</color>，我打算一个人前往城市探索，我想知道到底发生了什么事，诺丁市怎么会突然被占领？\n我最关心的是，齐娜的源数据全都存储在诺丁市，如果源数据被摧毁，那么齐娜就不复存在。\n如果，他们攻占诺丁市的目的是为了齐娜的代码。\n那么他们可以借助齐娜可以黑进各个武器库网络，控制所有的武器装置。	剧情事件	1		True		[20442]	[0]	True	True
20442	记录完毕	队长······		2							
20443	6月9日	晚上妮可和里奇因为烤玉米加蜂蜜还是加胡椒粉吵了起来，这两个人都是小孩子脾气，我离开后，彼特应该可以照顾好他们两个。\n出发之前，<color=#145ABE>还需要再做一些出行的准备</color>。	剧情事件	1		True		[20444]	[0]	True	True
20444	记录完毕	队长，我会一直陪着你的。		2				[20445]	[0]		
20445	6月10日	凌晨，我等到队员们都睡着后，我起身背起我的背包，环视了一周，幸福的日子总是如此短暂。\n推开房门，却发现我的队员们都在门口等着我。\n“队长，你想一个人去当英雄？”妮可气鼓鼓地指着我的鼻子大喊。\n“要不是齐娜偷偷给我们打小报告，队长这是打算一个人去诺丁市？”	剧情事件	1		True		[20446]	[0]	True	True
20446	记录完毕	队长，对不起，是我擅作主张。		2				[20447]	[0]		
20447	6月10日	队员们拉住我，决定和我一起出发去诺丁市。粗略计算一下，等到我们仓库物资可以<color=#145ABE>满足今日所有人员消耗以及出行消耗前提下</color>，我们就可以<color=#145ABE>拆除部分生产建筑建立前哨站了</color>。\n我们特攻队，从来都不是一个人的队伍。\n以前我们面对那么多危机都能化险为夷，这一次一定也可以。	剧情事件	1		True		[20448]	[0]		True
20448	记录完毕	队长······		2							
20449	6月3日	如果未来几天还是恶劣的天气，<color=#145ABE>这一段时间</color>我们需要扩大生产规模，增加物资存储，现在手头上还有多余钢材木材，<color=#145ABE>我们可以再建立1座补给站和1座医疗站</color>。	剧情事件	1		True		[20450]	[0]	True	True
20450	记录完毕	队长，记得合理计算剩余物资分配。		2							
2050100	未读通讯	“英勇的拾荒者首领，六边形岛屿<color=#0F70BC>正东方</color>附近有大量感染体不成群地来回游荡，其行为类似猛兽出击前的观测与试探，预计<color=#0F70BC>未来10到20天</color>内有<color=#FF0033>红潮侵袭</color>。此次怪物可能会发动该岛屿有史以来受到的最大袭击，甚至会无人生还。因岛屿远离大陆，且三年来未能与岛屿取得联系，目前岛上情况未知。希望首领能尽快抵达六边形岛屿，援救岛民。点击下载红潮数据分析附件>>\n空中花园指挥部”\n信息不知什么时候收到，好似六边形的通讯站形同虚设，看着第一百条未发送成功的消息，你放弃了使用通讯设备，附件找机会再加载吧。经过一路的奔波，你和拾荒者们已疲惫不堪，现在只能在主岛附近的岛屿暂时扎营，<color=#0F70BC>拆除废墟</color>收集材料，待明天再规划探索岛屿事宜。\n你所在的这座外围岛屿，有一间无人居住的建筑，暂时作为你们的住所。	剧情事件	1		True		[2050101]	[0]	True	True
2050101	记录完毕			2							
2050110	说曹操曹操到	经过一晚的休憩，你已精力充沛，今日势必要建立1座<color=#0F70BC>前哨站</color>，尽快前往六边形岛屿了解岛内情况和搜索物资。\n门外争吵的声音打断你的思考，刚要起身，助手气愤地进门找你。\n“首领！刚刚住在外来了两位自称海岛护卫队的岛民，说是岛屿负责人派来问我们驻留原因的，嚷嚷着要您马上去见他们，太嚣张了”，助手暗暗攥紧拳头，“跟他们解释说我们是来救援的，他们死活不相信！”\n听罢，你已想好对策。你决定：	剧情事件	1		True		[2050111, 2050112]	[0, 0]		True
2050111	随机应变	先看观察他们的需求，再做决定		2		True		[2050113]	[0]		
2050112	拿出气势掌握话语权	直接要求见岛长，不要浪费时间了		2				[2050115]	[0]		
2050113	解除误会	整理好衣衫出门，你胸前拾荒者的徽章让两位岛民表现得异常警觉，这不禁引起你的注意。\n“这位拾荒者长官，请问抵挡六边形岛屿是为何事？”其中一位岛民说到。你直接开门见山表明来意，说明岛屿即将遭遇的危险，来帮助避难撤离。\n岛民呵呵两声，说到：“六边形岛屿虽环海而存，但3年的防御修缮，已在岛上修建一圈坚实雄伟的、六边形状的围墙。每面城墙设置一道城门，只要关闭厚重的城门，任何危险都能抵御。”说罢，岛民递出一份通行证，邀请你明天<color=#0F70BC>组织探索队伍</color>进入六边形岛屿，进行防御工程观摩。\n“没有通行证是无法自由出入岛屿的，若看完没问题的话，您就请回吧。”另一名岛民说完，留下了一些岛屿食物特产作为见面礼。看来营地的物资稀缺到捉襟见肘的程度了。	剧情事件	1		True		[2050114]	[0]	True	True
2050114	记录完毕	营地获得5食物		2			[2050114]				
2050115	盲目自信	整理好衣衫出门，你胸前拾荒者的徽章让两位岛民表现得异常警觉，这不禁引起你的注意。\n你直接开门见山表明来意，说明岛屿即将遭遇的危险，来帮助避难撤离。要求岛民立即带你进入岛屿，与岛长进行救援方案探讨。\n岛民呵呵两声，说到：“六边形岛屿虽环海而存，但3年的防御修缮，已在岛上修建一圈坚实雄伟的、六边形状的围墙。每面城墙设置一道城门，只要关闭厚重的城门，任何危险都能抵御。对了，给你通信证，拿好别丢了，不然进出不得。”说罢，岛民丢给助手一份通行证，便离开了。\n看来明天一定要<color=#0F70BC>组织探索队伍</color>进入六边形岛屿，岛民们还没意识到此次危机的恐怖性。并且营地的的<color=#FF0033>物资即将穷尽</color>，必须动身了。	剧情事件	1		True		[2050116]	[0]	True	True
2050116	记录完毕			2							
2050117	见面礼	正准备出门，就收到一个包裹，上面留了张字条写着：\n拾荒者首领，一点小心意请收下。\n六边形岛屿岛长梅西	剧情事件	1		True		[2050118]	[0]	True	True
2050118	收集物资	营地获得10药物，10食物		2			[2050118]				
2050200	壹号智门	你拿着通行证和队员一起出发进入六边形岛屿。“有失远迎，拾荒者长官，我是这里的岛长梅西，负责岛上的一切事物管理。听说您大老远的帮助我们，真是个大善人。”一位看起来一身正气魁梧的中年男人迎面走来，露出友善的笑容，那一身正气凌然的气场，不由得让人舒适信服。\n你再次表明来意，希望岛长能组织群众撤离避难，并想了解通信站的问题。岛长梅西有意避开你的话题，转到防御工程上，指着城墙道，“您看我这防御机制，9米高的城墙，每座城墙上3米一座高能粒子炮，这样的防御力相信完全能够抵御绝大多数情况下的怪物攻击了。”你刚想说什么，昨天见面的两位岛民拉着你来到一处设施地点，说到：“长官，不如你体验一下我们这里的特色活动，叫“六边形战士”考验，考验参赛者‘智力、生存、力量、战斗、防御、枪械’共6种作战能力，展现人类极限。以前三年举办一次，参赛的拾荒者一度达到三百人，只为得到一个大奖，夜航船船票。”\n壹号智门是以前考验参赛者智力的场地，岛民给你抽取了一道看似简单却需要运筹学知识的题目塞给你。你表示为难，岛长拍拍你的肩膀说到，“哈哈，不用感到压力，只是岛民为了展示人土风情的好心罢了。我这边安排几位岛民跟你回营地帮助你修缮一下，先安顿下来我们改日再谈。”说罢，岛长转身离去。你决定：	探索事件	1		True		[2050203, 2050204]	[0, 0]		True
2050203	勉强收下物资	队伍获得3位岛民，获得180木材，180钢材，50药物， 50食物		2			[2050203, 2050204]				
2050204	再次审阅题目，收下好意	队伍获得3位岛民，获得180木材，180钢材，50药物， 50食物		2			[2050203, 2050204, 2050207]	[2050206]	[0]		
2050206	暗藏玄机	"""你认真阅读题目后发现，段落的标点短句非常奇怪，将短句的位置以摩斯密码的形式解读得到如下密码:\n-. --- .-.-.- .---- ... ..- .--. .--. .-.. .. . ...\n.--. .. .-. .- - . ...\n.-. ..- -.\n第一段内容说明了物资地点，你将纸收入口袋，找了个借口在1号门附近晃悠，果真找到了物资。而后面的意思，让事情变得逐渐复杂起来。\n（密码内容：第一 物资,海盗，跑）"""	探索事件	1	[2050206]	True		[2050207]	[0]	True	True
2050207	记录完毕	队伍获得60药物，60食物		2							
2050300	贰号生门	你拿着通行证继续前进，来到第二座防御门。经过那天岛长介绍了岛屿坚实先进的防御工程，你暂时放缓援救的步伐。\n“长官！”熟悉的面孔再次出现，是那个第二天见到的岛民。“长官，又见面了，忘了自我介绍，我是黑森，是你在岛屿的向导。”\n你见他态度平稳，也释放友好信息：“黑森先生，这座岛的通讯站是否需要修复一下，正好我队里有善机械工程的队员，可以帮助修缮或新建一座。”\n“长官，叫我黑森就好，通讯站的事是我们岛民共同的决定，您就别详细过问了”，黑森露出为难的表情，继续道：“不如长官您这几天参观一下周围的活动设施，还有怡人的景色，比如这座岛屿天然的六边形海岸线也是一大世界奇观。”由于岛屿太大了，你和队员一行人逛了半天，还在贰号门附近。\n“长官，每座城门都是曾经的比赛点。这里是‘生存’挑战，所以成名命名‘生门’，而序号也是挑战的顺序。”说罢黑森把你待到一处入口，给你戴好防护装备。“去吧，里面也许能找到你需要的物资，全凭你自己的生存技能了。但我建议你去比较<color=#0F70BC>荒芜的方向</color>”\n你决定：	探索事件	1		True		[2050301, 2050302, 2050303]	[0, 0, 0]		True
2050301	去稀疏的方向寻找物资			2			[2050305]	[2050304]	[0]		
2050302	去茂盛的方向寻找物资			2			[2050307]	[2050306]	[0]		
2050303	去荒芜的方向寻找物资			2			[2050309]	[2050308]	[0]		
2050304	收获可以	搜集到的药物与食物较少，但建筑材料很富足，这次探索成果还行。	探索事件	1	[2050304]	True		[2050305]	[0]	True	True
2050305	收集物资	队伍获得100木材，100钢材，10药物，10食物		2							
2050306	收获不错	搜集到的药物和食物的数量一般，但建筑材料很富足，这次探索成果还不错。	探索事件	1	[2050306]	True		[2050307]	[0]	True	True
2050307	收集物资	队伍获得100木材，100钢材，20药物，20食物		2							
2050308	收获颇丰	搜集到的药物和食物数量蛮多的，而且建筑材料很富足。看来黑森是真心帮助我们的人，上次“壹号智门”他好像也有话要说。	探索事件	1	[2050308]	True		[2050309]	[0]	True	True
2050309	收集物资	队伍获得100木材，100钢材，30药物，30食物		2							
2050400	叁号力门	这个通行证真好用，能在海岛上自由通行，你来到叁号力门，看到这附近有一排大小颜色不同的汽车。“要是长官把通行证晃丢了，我们这里不会补发的。”意料中，黑森出现了。“这里是参赛者拉卡车展示力量的比赛场地，因为比赛过程紧张又刺激，是围观的拾荒者最多的比赛，过程中拾荒者押注进行物资交易。每次她都会阻止......”一刹那黑森的眼眸闪过一丝忧伤，很快又藏好：“我们继续......”\n“对了，我听上次来营地帮忙的岛民说，这里三年前有过一次大规模的感染体袭击，当时岛内损伤过半，殉难人员里有一半是外来的拾荒者？”你问道。\n“没错，3年前那场‘六边形战士’比赛，吸引了大量拾荒者。也许是人类频繁的海上通行，引来了怪物的注意。在颁奖仪式上，感染体突然间席卷了岛屿。最后活下来的人修建了这围墙，只为了不再发生这样的事情。”\n“哈哈，不说这些了，挑一辆车带你们去海岸附近找物资。话说前头，那边的<color=#0F70BC>路有些颠簸</color>。”你决定：	探索事件	1		True		[2050401, 2050402, 2050403]	[0, 0, 0]		True
2050401	选破烂但抓地性能不错的山地车	崎岖路面优选		2			[2050405]	[2050404]	[0]		
2050402	选车厢宽敞的轿车	出行讲究舒适		2			[2050405]	[2050406]	[0]		
2050403	选艳丽酷炫的跑车	好像车上有一些物资，应该能一起带走		2			[2050405]	[2050408]	[0]		
2050404	风平浪静	选对了正确的山地车，找到了很多物资，东西太多车放不下，黑森答应帮忙未带走的物资送到营地去。	探索事件	1	[2050404]	True		[2050405]	[0]	True	True
2050405	收集物资	队伍获得10药物，10食物		2				[2050410]	[0]		
