Id	Trigger	TriggerParams	Type	TypeParams	PerformanceOrder	Desc	ShowDesc	Cv
40020003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
40020004	2	[0, 0, 0]	12	[5, 1]	103	怪物行为：对指挥官增加1层【脆弱】		
40030001	2	[0, 0, 0]	43	[41, 1, 5]	100	怪物行为：召唤地面监视器·中型1	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
40030002	2	[0, 0, 0]	43	[42, 1, 5]	101	怪物行为：召唤地面监视器·中型2		
40040001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
40040002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
40040003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
40050001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
40050002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
40050003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
40050004	2	[0, 0, 0]	12	[5, 1]	103	怪物行为：对指挥官增加1层【脆弱】		
41010001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
41020001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
41020002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
41030001	2	[0, 0, 0]	43	[43, 1, 5]	200	怪物行为：召唤地面监视器·微型1	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
41040001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
41050001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
41050002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
42010001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
42020001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
42020002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
42030001	2	[0, 0, 0]	43	[44, 1, 5]	300	怪物行为：召唤地面监视器·微型2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
42040001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
42050001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
42050002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
43010001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
43020001	2	[0, 0, 0]	12	[5, 1]	400	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
44010001	2	[0, 0, 0]	2	[2]	500	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
44020001	2	[0, 0, 0]	12	[5, 1]	500	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
45010001	2	[0, 0, 0]	28	[5, 7, 0]	100	怪物行为：对随机怪物增加护甲5（优先其他小怪）	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
45010002	2	[0, 0, 0]	28	[5, 7, 0]	101	怪物行为：对随机怪物增加护甲5（优先其他小怪）		
45020001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
45030001	2	[0, 0, 0]	28	[5, 7, 0]	100	怪物行为：对随机怪物增加护甲5（优先其他小怪）	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
45030002	2	[0, 0, 0]	28	[5, 7, 0]	101	怪物行为：对随机怪物增加护甲5（优先其他小怪）		
45040001	2	[0, 0, 0]	28	[5, 7, 0]	100	怪物行为：对随机怪物增加护甲5（优先其他小怪）	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
45040002	2	[0, 0, 0]	28	[5, 7, 0]	101	怪物行为：对随机怪物增加护甲5（优先其他小怪）		
45050001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
45060001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
45060002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
45060003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
46010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
46020001	2	[0, 0, 0]	12	[5, 1]	200	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
46030001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
46040001	2	[0, 0, 0]	12	[5, 1]	200	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
47010001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
47020001	2	[0, 0, 0]	12	[5, 1]	300	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
47030001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
47040001	2	[0, 0, 0]	12	[5, 1]	300	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
48010001	2	[0, 0, 0]	9	[15, 2, 0]	400	怪物行为：对所有怪物回复15生命值	<color=#FFFFFF><修理机工> </color>行动开始	
48020001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><修理机工> </color>行动开始	
48020002	2	[0, 0, 0]	12	[7, 1]	401	怪物行为：对指挥官增加1层【虚弱】		
48030001	2	[0, 0, 0]	9	[15, 2, 0]	400	怪物行为：对所有怪物回复15生命值	<color=#FFFFFF><修理机工> </color>行动开始	
48040001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><修理机工> </color>行动开始	
48040002	2	[0, 0, 0]	12	[7, 1]	401	怪物行为：对指挥官增加1层【虚弱】		
48050001	2	[0, 0, 0]	12	[7, 2]	400	怪物行为：对指挥官增加2层【虚弱】	<color=#FFFFFF><修理机工> </color>行动开始	
49010001	2	[0, 0, 0]	11	[8, -1]	500	怪物行为：对自身移除1层【倒数】	<color=#FFFFFF><自爆原虫> </color>行动开始	
49010002	2	[0, 0, 0]	11	[40, -1]	601	怪物行为：对自身移除1层【倒数】计数Token		
50010001	2	[0, 0, 0]	28	[16, 7, 0]	100	怪物行为：对随机怪物增加护甲16（优先其他小怪）	<color=#FFFFFF><守护者·大型> </color>行动开始	
50020001	2	[0, 0, 0]	12	[5, 2]	100	怪物行为：对指挥官增加2层【脆弱】	<color=#FFFFFF><守护者·大型> </color>行动开始	
50030001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><守护者·大型> </color>行动开始	
50030002	2	[0, 0, 0]	28	[8, 7, 0]	101	怪物行为：对随机怪物增加护甲8（优先其他小怪）		
50040001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><守护者·大型> </color>行动开始	
50040002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
50040003	2	[0, 0, 0]	2	[1]	102	怪物行为：对指挥官攻击1		
50050001	2	[0, 0, 0]	28	[16, 7, 0]	100	怪物行为：对随机怪物增加护甲16（优先其他小怪）	<color=#FFFFFF><守护者·大型> </color>行动开始	
50060001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><守护者·大型> </color>行动开始	
50060002	2	[0, 0, 0]	28	[8, 7, 0]	101	怪物行为：对随机怪物增加护甲8（优先其他小怪）		
50070001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><守护者·大型> </color>行动开始	
50070002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
50070003	2	[0, 0, 0]	2	[1]	102	怪物行为：对指挥官攻击1		
51010001	2	[0, 0, 0]	11	[8, -1]	200	怪物行为：对自身移除1层【倒数】	<color=#FFFFFF><自爆原虫> </color>行动开始	
51010002	2	[0, 0, 0]	11	[40, -1]	601	怪物行为：对自身移除1层【倒数】计数Token		
52010001	2	[0, 0, 0]	11	[8, -1]	300	怪物行为：对自身移除1层【倒数】	<color=#FFFFFF><自爆原虫> </color>行动开始	
52010002	2	[0, 0, 0]	11	[40, -1]	601	怪物行为：对自身移除1层【倒数】计数Token		
53010001	2	[0, 0, 0]	2	[6]	100	怪物行为：对指挥官攻击6	<color=#FFFFFF><喷涂机械> </color>行动开始	
53010002	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 105]	101	怪物行为：给予玩家1张衍生黄球		
53010003	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 106]	102	怪物行为：给予玩家1张衍生黄球		
53020001	2	[0, 0, 0]	12	[7, 6]	100	怪物行为：对指挥官增加6层【虚弱】	<color=#FFFFFF><喷涂机械> </color>行动开始	
53020002	2	[0, 0, 0]	11	[2, -1]	101	怪物行为：对自身移除1层【嗜黄】		
53020003	2	[0, 0, 0]	11	[4, 1]	102	怪物行为：对自身增加1层【嗜蓝】		
53020004	2	[0, 0, 0]	11	[1, 10]	103	怪物行为：对自身增加10层【刚体】		
53030001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><喷涂机械> </color>行动开始	
53030002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
53030003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
53030004	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 109]	103	怪物行为：给予玩家1衍生蓝球		
53030005	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 110]	104	怪物行为：给予玩家1衍生蓝球		
53040001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><喷涂机械> </color>行动开始	
53040002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
53040003	2	[0, 0, 0]	2	[1]	102	怪物行为：对指挥官攻击1		
53040004	2	[0, 0, 0]	2	[1]	103	怪物行为：对指挥官攻击1		
53040005	2	[0, 0, 0]	2	[1]	104	怪物行为：对指挥官攻击1		
53040006	2	[0, 0, 0]	11	[4, -1]	105	怪物行为：对自身移除1层【嗜蓝】		
53040007	2	[0, 0, 0]	11	[3, 1]	106	怪物行为：对自身增加1层【嗜红】		
53040008	2	[0, 0, 0]	43	[38, 1, 5]	107	怪物行为：召唤1个自爆原虫		
53050001	2	[0, 0, 0]	26	[15, 0]	100	怪物行为：自身增加15护甲	<color=#FFFFFF><喷涂机械> </color>行动开始	
53050002	2	[0, 0, 0]	12	[5, 2]	101	怪物行为：对指挥官增加2层【脆弱】		
53050003	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 101]	102	怪物行为：给予玩家1衍生红球		
53050004	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 102]	103	怪物行为：给予玩家1衍生红球		
53060001	2	[0, 0, 0]	26	[18, 0]	100	怪物行为：自身增加18护甲	<color=#FFFFFF><喷涂机械> </color>行动开始	
53060002	2	[0, 0, 0]	11	[3, -1]	101	怪物行为：对自身移除1层【嗜红】		
53060003	2	[0, 0, 0]	11	[2, 1]	102	怪物行为：对自身增加1层【嗜黄】		
53060004	2	[0, 0, 0]	11	[6, 1]	103	怪物行为：对自身增加1层【暴走】		
54010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
54010002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
54010003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
54020001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
54020002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
54020003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
54020004	2	[0, 0, 0]	12	[5, 1]	103	怪物行为：对指挥官增加1层【脆弱】		
54030001	2	[0, 0, 0]	43	[55, 1, 5]	100	怪物行为：召唤地面监视器·中型1	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
54030002	2	[0, 0, 0]	43	[56, 1, 5]	101	怪物行为：召唤地面监视器·中型2		
54040001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
54040002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
54040003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
54050001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·大型> </color>行动开始	
54050002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
54050003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
54050004	2	[0, 0, 0]	12	[5, 1]	103	怪物行为：对指挥官增加1层【脆弱】		
55010001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
55020001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
55020002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
55030001	2	[0, 0, 0]	43	[57, 1, 5]	200	怪物行为：召唤地面监视器·微型1	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
55040001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
55050001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
55050002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
56010001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
56020001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
56020002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
56030001	2	[0, 0, 0]	43	[58, 1, 5]	300	怪物行为：召唤地面监视器·微型2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
56040001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
56050001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
56050002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
57010001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
57020001	2	[0, 0, 0]	12	[5, 1]	400	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
58010001	2	[0, 0, 0]	2	[2]	500	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
58020001	2	[0, 0, 0]	12	[5, 1]	500	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
59010001	2	[0, 0, 0]	28	[5, 7, 0]	100	怪物行为：对随机怪物增加护甲5（优先其他小怪）	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
59010002	2	[0, 0, 0]	28	[5, 7, 0]	101	怪物行为：对随机怪物增加护甲5（优先其他小怪）		
59020001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
59030001	2	[0, 0, 0]	28	[5, 7, 0]	100	怪物行为：对随机怪物增加护甲5（优先其他小怪）	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
59030002	2	[0, 0, 0]	28	[5, 7, 0]	101	怪物行为：对随机怪物增加护甲5（优先其他小怪）		
59040001	2	[0, 0, 0]	28	[5, 7, 0]	100	怪物行为：对随机怪物增加护甲5（优先其他小怪）	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
59040002	2	[0, 0, 0]	28	[5, 7, 0]	101	怪物行为：对随机怪物增加护甲5（优先其他小怪）		
59050001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
59060001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><驯兽师·大型> </color>行动开始	
59060002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
59060003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
60010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
60020001	2	[0, 0, 0]	12	[5, 1]	200	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
60030001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
60040001	2	[0, 0, 0]	12	[5, 1]	200	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
61010001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
61020001	2	[0, 0, 0]	12	[5, 1]	300	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
61030001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
61040001	2	[0, 0, 0]	12	[5, 1]	300	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
62010001	2	[0, 0, 0]	9	[15, 2, 0]	400	怪物行为：对所有怪物回复15生命值	<color=#FFFFFF><修理机工> </color>行动开始	
62020001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><修理机工> </color>行动开始	
62020002	2	[0, 0, 0]	12	[7, 1]	401	怪物行为：对指挥官增加1层【虚弱】		
62030001	2	[0, 0, 0]	9	[15, 2, 0]	400	怪物行为：对所有怪物回复15生命值	<color=#FFFFFF><修理机工> </color>行动开始	
62040001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><修理机工> </color>行动开始	
62040002	2	[0, 0, 0]	12	[7, 1]	401	怪物行为：对指挥官增加1层【虚弱】		
62050001	2	[0, 0, 0]	12	[7, 2]	400	怪物行为：对指挥官增加2层【虚弱】	<color=#FFFFFF><修理机工> </color>行动开始	
63010001	2	[0, 0, 0]	11	[8, -1]	500	怪物行为：对自身移除1层【倒数】	<color=#FFFFFF><自爆原虫> </color>行动开始	
63010002	2	[0, 0, 0]	11	[40, -1]	601	怪物行为：对自身移除1层【倒数】计数Token		
64010001	2	[0, 0, 0]	28	[16, 7, 0]	100	怪物行为：对随机怪物增加护甲16（优先其他小怪）	<color=#FFFFFF><守护者·大型> </color>行动开始	
64020001	2	[0, 0, 0]	12	[5, 2]	100	怪物行为：对指挥官增加2层【脆弱】	<color=#FFFFFF><守护者·大型> </color>行动开始	
64030001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><守护者·大型> </color>行动开始	
64030002	2	[0, 0, 0]	28	[8, 7, 0]	101	怪物行为：对随机怪物增加护甲8（优先其他小怪）		
64040001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><守护者·大型> </color>行动开始	
64040002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
64040003	2	[0, 0, 0]	2	[1]	102	怪物行为：对指挥官攻击1		
64050001	2	[0, 0, 0]	28	[16, 7, 0]	100	怪物行为：对随机怪物增加护甲16（优先其他小怪）	<color=#FFFFFF><守护者·大型> </color>行动开始	
64060001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><守护者·大型> </color>行动开始	
64060002	2	[0, 0, 0]	28	[8, 7, 0]	101	怪物行为：对随机怪物增加护甲8（优先其他小怪）		
64070001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><守护者·大型> </color>行动开始	
64070002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
64070003	2	[0, 0, 0]	2	[1]	102	怪物行为：对指挥官攻击1		
65010001	2	[0, 0, 0]	11	[8, -1]	200	怪物行为：对自身移除1层【倒数】	<color=#FFFFFF><自爆原虫> </color>行动开始	
65010002	2	[0, 0, 0]	11	[40, -1]	601	怪物行为：对自身移除1层【倒数】计数Token		
66010001	2	[0, 0, 0]	11	[8, -1]	300	怪物行为：对自身移除1层【倒数】	<color=#FFFFFF><自爆原虫> </color>行动开始	
66010002	2	[0, 0, 0]	11	[40, -1]	601	怪物行为：对自身移除1层【倒数】计数Token		
67010001	2	[0, 0, 0]	2	[6]	100	怪物行为：对指挥官攻击6	<color=#FFFFFF><喷涂机械> </color>行动开始	
67010002	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 105]	101	怪物行为：给予玩家1张衍生黄球		
67010003	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 106]	102	怪物行为：给予玩家1张衍生黄球		
67020001	2	[0, 0, 0]	12	[7, 6]	100	怪物行为：对指挥官增加6层【虚弱】	<color=#FFFFFF><喷涂机械> </color>行动开始	
67020002	2	[0, 0, 0]	11	[2, -1]	101	怪物行为：对自身移除1层【嗜黄】		
67020003	2	[0, 0, 0]	11	[4, 1]	102	怪物行为：对自身增加1层【嗜蓝】		
67020004	2	[0, 0, 0]	11	[1, 10]	103	怪物行为：对自身增加10层【刚体】		
67030001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><喷涂机械> </color>行动开始	
67030002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
67030003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
67030004	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 109]	103	怪物行为：给予玩家1衍生蓝球		
67030005	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 110]	104	怪物行为：给予玩家1衍生蓝球		
67040001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><喷涂机械> </color>行动开始	
67040002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
67040003	2	[0, 0, 0]	2	[1]	102	怪物行为：对指挥官攻击1		
67040004	2	[0, 0, 0]	2	[1]	103	怪物行为：对指挥官攻击1		
67040005	2	[0, 0, 0]	2	[1]	104	怪物行为：对指挥官攻击1		
67040006	2	[0, 0, 0]	11	[4, -1]	105	怪物行为：对自身移除1层【嗜蓝】		
67040007	2	[0, 0, 0]	11	[3, 1]	106	怪物行为：对自身增加1层【嗜红】		
67040008	2	[0, 0, 0]	43	[38, 1, 5]	107	怪物行为：召唤1个自爆原虫		
67050001	2	[0, 0, 0]	26	[15, 0]	100	怪物行为：自身增加15护甲	<color=#FFFFFF><喷涂机械> </color>行动开始	
67050002	2	[0, 0, 0]	12	[5, 2]	101	怪物行为：对指挥官增加2层【脆弱】		
67050003	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 101]	102	怪物行为：给予玩家1衍生红球		
67050004	2	[0, 0, 0]	31	[4, 0, 1, 0, 0, 102]	103	怪物行为：给予玩家1衍生红球		
67060001	2	[0, 0, 0]	26	[18, 0]	100	怪物行为：自身增加18护甲	<color=#FFFFFF><喷涂机械> </color>行动开始	
67060002	2	[0, 0, 0]	11	[3, -1]	101	怪物行为：对自身移除1层【嗜红】		
67060003	2	[0, 0, 0]	11	[2, 1]	102	怪物行为：对自身增加1层【嗜黄】		
67060004	2	[0, 0, 0]	11	[6, 1]	103	怪物行为：对自身增加1层【暴走】		
68010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体·大型> </color>行动开始	
68020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体·大型> </color>行动开始	
68020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
69010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体> </color>行动开始	
69020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体> </color>行动开始	
69020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
70010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体> </color>行动开始	
70020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体> </color>行动开始	
70020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
71010001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><执行者·大型> </color>行动开始	
71020001	2	[0, 0, 0]	11	[6, 1]	100	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><执行者·大型> </color>行动开始	
72010001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
72020001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
72020002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
72030001	2	[0, 0, 0]	43	[74, 1, 5]	200	怪物行为：召唤地面监视器·微型1	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
72040001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
72050001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
72050002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
73010001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
73020001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
