Id	Name	LevelUpId	Type	Prefab	Score	MoveType	StartMoveDirection	MoveRange	MoveSpeed	Weight	BornDelay	DestoryTime	CarryStoneId	CatchEffect	IsBoomDestroy	InitialType	IntParams	FloatParams
1718	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	174	100	5.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1719	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	233	300	15.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1720	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	239	5	18.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1721	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	259	5	29.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1722	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	200	50	1.0	14.0			1			
1723	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	240	200	14.0	12.0			1			
1724	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	269	300	36.0	10.0			1			
1725	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	274	6	24.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1726	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	295	6	23.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1727	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	284	6	17.0	10.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1728	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	252	6	25.0	11.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1729	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	276	6	20.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1730	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	275	6	32.0	10.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1731	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	1	2680	217	30	33.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1732	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	1	3600	253		18.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1733	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	194	10	2.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1734	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	217	100	6.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1735	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	216	300	19.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1736	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	221	5	37.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1737	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	234	5	19.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1738	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	240	50	4.0	12.0			1			
1739	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	213	200	11.0	13.0			1			
1740	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	126	300	24.0	22.0			1			
1741	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	280	6	41.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1742	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	241	6	25.0	12.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1743	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	280	6	18.0	10.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1744	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	264	6	26.0	11.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1745	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	244	6	20.0	11.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1746	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	251	6	34.0	11.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1747	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	-1	2680	205	30	35.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1748	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	-1	3600	192		27.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1749	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	200	10	4.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1750	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	222	100	13.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1751	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	271	300	17.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1752	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	184	5	23.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1753	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	200	5	31.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1754	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	221	50	1.0	13.0			1			
1755	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	168	200	21.0	16.0			1			
1756	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	145	300	22.0	19.0			1			
1757	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	246	6	29.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1758	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	285	6	37.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1759	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	237	6	24.0	12.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1760	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	284	6	38.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1761	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	276	6	40.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1762	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	259	6	32.0	11.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1763	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	-1	2680	207	30	20.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1764	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	-1	3600	214		15.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1801	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	249	10	1.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1802	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	194	100	5.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1803	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	213	300	13.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1804	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	248	5	32.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1805	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	245	5	29.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1806	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	238	50	10.0	12.0			1			
1807	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	163	200	16.0	17.0			1			
1808	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	216	300	28.0	13.0			1			
1809	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	298	6	32.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1810	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	250	6	24.0	11.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1811	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	254	6	37.0	11.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1812	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	276	6	26.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1813	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	281	6	31.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1814	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	288	6	21.0	10.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1815	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	-1	2680	207	30	29.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1816	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab		1	-1	3600	238		25.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1817	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	282	10	3.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1818	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	239	100	10.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1819	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	246	300	19.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1820	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	257	5	34.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1821	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	260	5	33.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1822	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	238	50		12.0			1			
1823	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	222	200	11.0	11.0			1			
1824	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	135	300	28.0	20.0			1			
1825	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	292	6	39.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1826	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	290	6	35.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1827	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	238	6	30.0	12.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1828	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	243	6	22.0	12.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1829	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	278	6	41.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1830	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	288	6	20.0	11.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1831	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	-1	2680	202	30	19.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1832	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	-1	3600	258		32.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1833	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	185	10	5.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1834	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	224	100	11.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1835	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	247	300	14.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1836	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	212	5	27.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1837	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	198	5	19.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1838	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	211	50	1.0	13.0			1			
1839	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	145	200	14.0	19.0			1			
1840	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	208	300	40.0	13.0			1			
1841	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	237	6	26.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1842	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	250	6	42.0	11.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1843	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	273	6	20.0	10.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1844	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	263	6	22.0	11.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1845	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	282	6	38.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1846	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	267	6	21.0	11.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1847	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	1	2680	236	30	23.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1848	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	1	3600	202		19.0	17.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1849	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	217	10	5.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1850	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	194	100	8.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1851	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	258	300	23.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1852	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	255	5	28.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1853	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	254	5	32.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1854	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	177	50	9.0	16.0			1			
1855	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	200	200	12.0	14.0			1			
1856	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	159	300	35.0	17.0			1			
1857	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	242	6	30.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1858	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	240	6	43.0	12.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1859	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	261	6	33.0	11.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1860	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	279	6	27.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1861	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	237	6	34.0	12.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1862	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	291	6	29.0	10.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1863	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	1	2680	223	30	36.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
