Id	AttribId	AttribDes1	AttribDes2	ItemId	ItemCount	ItemCrystalId	ItemCrystalCount	AwarenessAttrDesc	AwarenessAttrValue
3056033	{1: 40560334, 2: 40560335}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066033	{1: 40660334, 2: 40660335}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016034	{1: 40160344, 2: 40160345}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026034	{1: 40260344, 2: 40260345}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036034	{1: 40360344, 2: 40360345}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046034	{1: 40460344, 2: 40460345}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056034	{1: 40560344, 2: 40560345}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066034	{1: 40660344, 2: 40660345}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016035	{1: 40160354, 2: 40160355}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026035	{1: 40260354, 2: 40260355}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036035	{1: 40360354, 2: 40360355}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046035	{1: 40460354, 2: 40460355}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056035	{1: 40560354, 2: 40560355}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066035	{1: 40660354, 2: 40660355}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016036	{1: 40160364, 2: 40160365}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026036	{1: 40260364, 2: 40260365}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036036	{1: 40360364, 2: 40360365}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046036	{1: 40460364, 2: 40460365}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056036	{1: 40560364, 2: 40560365}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066036	{1: 40660364, 2: 40660365}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016037	{1: 40160374, 2: 40160375}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026037	{1: 40260374, 2: 40260375}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036037	{1: 40360374, 2: 40360375}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046037	{1: 40460374, 2: 40460375}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056037	{1: 40560374, 2: 40560375}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066037	{1: 40660374, 2: 40660375}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016038	{1: 40160384, 2: 40160385}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026038	{1: 40260384, 2: 40260385}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036038	{1: 40360384, 2: 40360385}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046038	{1: 40460384, 2: 40460385}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056038	{1: 40560384, 2: 40560385}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066038	{1: 40660384, 2: 40660385}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016039	{1: 40160394, 2: 40160395}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026039	{1: 40260394, 2: 40260395}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036039	{1: 40360394, 2: 40360395}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046039	{1: 40460394, 2: 40460395}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056039	{1: 40560394, 2: 40560395}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066039	{1: 40660394, 2: 40660395}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016040	{1: 40160404, 2: 40160405}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026040	{1: 40260404, 2: 40260405}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036040	{1: 40360404, 2: 40360405}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046040	{1: 40460404, 2: 40460405}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056040	{1: 40560404, 2: 40560405}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066040	{1: 40660404, 2: 40660405}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016041	{1: 40160414, 2: 40160415}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026041	{1: 40260414, 2: 40260415}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036041	{1: 40360414, 2: 40360415}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046041	{1: 40460414, 2: 40460415}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056041	{1: 40560414, 2: 40560415}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066041	{1: 40660414, 2: 40660415}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016042	{1: 40160424, 2: 40160425}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026042	{1: 40260424, 2: 40260425}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036042	{1: 40360424, 2: 40360425}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046042	{1: 40460424, 2: 40460425}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056042	{1: 40560424, 2: 40560425}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066042	{1: 40660424, 2: 40660425}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016043	{1: 40160434, 2: 40160435}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026043	{1: 40260434, 2: 40260435}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036043	{1: 40360434, 2: 40360435}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046043	{1: 40460434, 2: 40460435}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056043	{1: 40560434, 2: 40560435}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066043	{1: 40660434, 2: 40660435}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016044	{1: 40160444, 2: 40160445}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026044	{1: 40260444, 2: 40260445}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036044	{1: 40360444, 2: 40360445}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046044	{1: 40460444, 2: 40460445}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056044	{1: 40560444, 2: 40560445}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066044	{1: 40660444, 2: 40660445}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016045	{1: 40160454, 2: 40160455}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026045	{1: 40260454, 2: 40260455}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036045	{1: 40360454, 2: 40360455}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046045	{1: 40460454, 2: 40460455}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056045	{1: 40560454, 2: 40560455}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066045	{1: 40660454, 2: 40660455}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016046	{1: 40160464, 2: 40160465}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026046	{1: 40260464, 2: 40260465}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036046	{1: 40360464, 2: 40360465}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046046	{1: 40460464, 2: 40460465}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056046	{1: 40560464, 2: 40560465}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066046	{1: 40660464, 2: 40660465}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016047	{1: 40160474, 2: 40160475}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026047	{1: 40260474, 2: 40260475}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036047	{1: 40360474, 2: 40360475}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046047	{1: 40460474, 2: 40460475}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056047	{1: 40560474, 2: 40560475}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066047	{1: 40660474, 2: 40660475}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016048	{1: 40160484, 2: 40160485}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026048	{1: 40260484, 2: 40260485}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036048	{1: 40360484, 2: 40360485}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046048	{1: 40460484, 2: 40460485}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056048	{1: 40560484, 2: 40560485}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066048	{1: 40660484, 2: 40660485}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016049	{1: 40160494, 2: 40160495}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026049	{1: 40260494, 2: 40260495}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036049	{1: 40360494, 2: 40360495}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046049	{1: 40460494, 2: 40460495}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056049	{1: 40560494, 2: 40560495}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066049	{1: 40660494, 2: 40660495}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016050	{1: 40160504, 2: 40160505}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026050	{1: 40260504, 2: 40260505}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036050	{1: 40360504, 2: 40360505}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046050	{1: 40460504, 2: 40460505}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056050	{1: 40560504, 2: 40560505}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066050	{1: 40660504, 2: 40660505}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016051	{1: 40160514, 2: 40160515}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026051	{1: 40260514, 2: 40260515}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036051	{1: 40360514, 2: 40360515}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046051	{1: 40460514, 2: 40460515}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056051	{1: 40560514, 2: 40560515}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066051	{1: 40660514, 2: 40660515}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016052	{1: 40160524, 2: 40160525}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026052	{1: 40260524, 2: 40260525}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036052	{1: 40360524, 2: 40360525}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046052	{1: 40460524, 2: 40460525}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056052	{1: 40560524, 2: 40560525}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066052	{1: 40660524, 2: 40660525}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016053	{1: 40160534, 2: 40160535}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026053	{1: 40260534, 2: 40260535}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036053	{1: 40360534, 2: 40360535}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046053	{1: 40460534, 2: 40460535}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056053	{1: 40560534, 2: 40560535}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066053	{1: 40660534, 2: 40660535}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016054	{1: 40160544, 2: 40160545}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026054	{1: 40260544, 2: 40260545}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036054	{1: 40360544, 2: 40360545}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046054	{1: 40460544, 2: 40460545}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056054	{1: 40560544, 2: 40560545}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066054	{1: 40660544, 2: 40660545}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016055	{1: 40160554, 2: 40160555}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026055	{1: 40260554, 2: 40260555}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036055	{1: 40360554, 2: 40360555}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046055	{1: 40460554, 2: 40460555}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
