Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	CharacterType	Name	LogName	Description	NeedFirstShow	RecommendCharacterId	OverrunNoShow
3014001		1	4	4		1401006			1401	1	阿基米德	4星意识阿基米德1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的物理伤害。			
3014002		1	4	4		1404006			1404	1	爱迪生	4星意识爱迪生1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的属性伤害。			
3014003		1	4	4		1407006			1407	1	爱丽丝	4星意识爱丽丝1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体治疗相关的数值。			
3014004		1	4	4		1410006			1410	1	坎宁安	4星意识坎宁安1号位	某位曾经存在的伟人的意识芯片，组合后能够为受伤的泛用机体带来物理增益。			
3014005		1	4	4		1413006	True		1413	1	库莉珂-永恒	4星意识库莉珂-永恒1号位	某位曾经存在的“主角”的意识芯片，组合后能够召唤机器人。			
3015001		1	5	5		1501006			1501	1	嘉莉埃妮	5星意识嘉莉埃妮1号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体的物理攻击。			
3015002		1	5	5		1502006			1502	1	爱芙	5星意识爱芙1号位	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。			
3015003		1	5	5		1503006			1503	1	艾克	5星意识艾克1号位	某位曾经存在的伟人的意识芯片，组合后能强化泛用机体本身的属性攻击。			
3015004		1	5	5		1504006			1504	1	伏尔泰	5星意识伏尔泰1号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。			
3015005		1	5	5		1505006			1505	1	歌罗达	5星意识歌罗达1号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。			
3015006		1	5	5		1506006			1506	1	黎塞留	5星意识黎塞留1号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体进行治疗时为目标带来物理增益。			
3015007		1	5	5		1507006			1507	1	萨曼达	5星意识萨曼达1号位	某位曾经存在的伟人的意识芯片，组合后能让泛用机体通过使用属性攻击来扰乱战场。			
3015008		1	5	5		1508006			1508	1	莫扎特	5星意识莫扎特1号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体更自由的使用超算空间。			
3015050		1	5	5		1550006	True		1550	1	丽芙·驯鹿	5星意识丽芙·驯鹿1号位	丽芙的圣诞庆祝装扮。			
3016001		1	6	6		1601006			1601	1	康德丽娜	6星意识康德丽娜1号位	某位曾经存在的伟人的意识芯片，组合后能够提高泛用机体的普通攻击。			
3016002		1	6	6		1602006			1602	1	莎士比亚	6星意识莎士比亚1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的火属性伤害。			
3016003		1	6	6		1603006			1603	1	海森	6星意识海森1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的雷属性伤害。			
3016004		1	6	6		1604006			1604	1	达尔文	6星意识达尔文1号位	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给泛用机体带来额外增益。			
3016005		1	6	6		1605006			1605	1	汉娜	6星意识汉娜1号位	某位曾经存在的伟人的意识芯片，组合后能够让泛用机体增幅三消以后的各项增益。			
3016006		1	6	6		1606006			1606	1	库莉珂	6星意识库莉珂1号位	某位曾经存在的“主角”的意识芯片，组合后能够提升泛用机体的必杀技相关的伤害。			
3016007		1	6	6		1607006			1607	1	达芬奇	6星意识达芬奇1号位	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。			
3016008		1	6	6		1608006			1608	1	凯瑟琳	6星意识凯瑟琳1号位	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。			
3016009		1	6	6		1609006			1609	1	爱因斯坦娜	6星意识爱因斯坦娜1号位	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。			
3016010		1	6	6		1610006			1610	1	费列特二世	6星意识费列特二世1号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。			
3016011		1	6	6		1611006			1611	1	桂尼	6星意识桂尼1号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。			
3016012		1	6	6		1612006			1612	1	腓特烈	6星意识腓特烈1号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3022001		2	2	2		1201005			1201	1	梅尔妮	2星意识梅尔妮2号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体的生命值。			
3023001		2	3	3		1301005			1301	1	彼诺芙	3星意识彼诺芙2号位	某位曾经存在的伟人的意识芯片，组合后能减少泛用机体受到的近战伤害。			
3023002		2	3	3		1304005			1304	1	帕芙莉	3星意识帕芙莉2号位	某位曾经存在的伟人的意识芯片，组合后能减少泛用机体受到的远程伤害。			
3024001		2	4	4		1401005			1401	1	阿基米德	4星意识阿基米德2号位	某位曾经存在的伟人的意识芯片，组合后能提升三消后的物理伤害。			
3024002		2	4	4		1404005			1404	1	爱迪生	4星意识爱迪生2号位	某位曾经存在的伟人的意识芯片，组合后能够提升三消后的属性伤害。			
3024003		2	4	4		1407005			1407	1	爱丽丝	4星意识爱丽丝2号位	某位曾经存在的伟人的意识芯片，组合后对敌人造成伤害的同时减弱敌人。			
3024004		2	4	4		1410005			1410	1	坎宁安	4星意识坎宁安2号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体对霸体敌人的攻击伤害。			
3025001		2	5	5		1501005			1501	1	嘉莉埃妮	5星意识嘉莉埃妮2号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体的物理攻击。			
3025002		2	5	5		1502005			1502	1	爱芙	5星意识爱芙2号位	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。			
3025003		2	5	5		1503005			1503	1	艾克	5星意识艾克2号位	某位曾经存在的伟人的意识芯片，组合后能强化泛用机体本身的属性攻击。			
3025004		2	5	5		1504005			1504	1	伏尔泰	5星意识伏尔泰2号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。			
3025005		2	5	5		1505005			1505	1	歌罗达	5星意识歌罗达2号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。			
3025006		2	5	5		1506005			1506	1	黎塞留	5星意识黎塞留2号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体进行治疗时为目标带来物理增益。			
3025007		2	5	5		1507005			1507	1	萨曼达	5星意识萨曼达2号位	某位曾经存在的伟人的意识芯片，组合后能让泛用机体通过使用属性攻击来扰乱战场。			
3025008		2	5	5		1508005			1508	1	莫扎特	5星意识莫扎特2号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体更自由的使用超算空间。			
3025050		2	5	5		1550005	True		1550	1	丽芙·驯鹿	5星意识丽芙·驯鹿2号位	丽芙的圣诞庆祝装扮。			
3026001		2	6	6		1601005			1601	1	康德丽娜	6星意识康德丽娜2号位	某位曾经存在的伟人的意识芯片，组合后能够提高泛用机体的普通攻击。			
3026002		2	6	6		1602005			1602	1	莎士比亚	6星意识莎士比亚2号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的火属性伤害。			
3026003		2	6	6		1603005			1603	1	海森	6星意识海森2号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的雷属性伤害。			
3026004		2	6	6		1604005			1604	1	达尔文	6星意识达尔文2号位	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给泛用机体带来额外增益。			
3026005		2	6	6		1605005			1605	1	汉娜	6星意识汉娜2号位	某位曾经存在的伟人的意识芯片，组合后能够让泛用机体增幅三消以后的各项增益。			
3026006		2	6	6		1606005			1606	1	库莉珂	6星意识库莉珂2号位	某位曾经存在的“主角”的意识芯片，组合后能够提升泛用机体的必杀技相关的伤害。			
3026007		2	6	6		1607005			1607	1	达芬奇	6星意识达芬奇2号位	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。			
3026008		2	6	6		1608005			1608	1	凯瑟琳	6星意识凯瑟琳2号位	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。			
3026009		2	6	6		1609005			1609	1	爱因斯坦娜	6星意识爱因斯坦娜2号位	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。			
3026010		2	6	6		1610005			1610	1	费列特二世	6星意识费列特二世2号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。			
3026011		2	6	6		1611005			1611	1	桂尼	6星意识桂尼2号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。			
3026012		2	6	6		1612005			1612	1	腓特烈	6星意识腓特烈2号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3032001		3	2	2		1201004			1201	1	梅尔妮	2星意识梅尔妮3号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体初始能量值。			
3033001		3	3	3		1301004			1301	1	彼诺芙	3星意识彼诺芙3号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体的被治疗量。			
3033002		3	3	3		1304004			1304	1	帕芙莉	3星意识帕芙莉3号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体的治疗量。			
3034001		3	4	4		1401004			1401	1	阿基米德	4星意识阿基米德3号位	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的物理伤害。			
3034002		3	4	4		1404004			1404	1	爱迪生	4星意识爱迪生3号位	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的属性伤害。			
3034003		3	4	4		1407004			1407	1	爱丽丝	4星意识爱丽丝3号位	某位曾经存在的伟人的意识芯片，组合后在造成伤害的同时能减低目标的伤害。			
3034004		3	4	4		1410004			1410	1	坎宁安	4星意识坎宁安3号位	某位曾经存在的伟人的意识芯片，组合后能够加深敌人受到的伤害。			
3035001		3	5	5		1501004			1501	1	嘉莉埃妮	5星意识嘉莉埃妮3号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体的物理攻击。			
3035002		3	5	5		1502004			1502	1	爱芙	5星意识爱芙3号位	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。			
3035003		3	5	5		1503004			1503	1	艾克	5星意识艾克3号位	某位曾经存在的伟人的意识芯片，组合后能强化泛用机体本身的属性攻击。			
3035004		3	5	5		1504004			1504	1	伏尔泰	5星意识伏尔泰3号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。			
3035005		3	5	5		1505004			1505	1	歌罗达	5星意识歌罗达3号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。			
3035006		3	5	5		1506004			1506	1	黎塞留	5星意识黎塞留3号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体进行治疗时为目标带来物理增益。			
3035007		3	5	5		1507004			1507	1	萨曼达	5星意识萨曼达3号位	某位曾经存在的伟人的意识芯片，组合后能让泛用机体通过使用属性攻击来扰乱战场。			
3035008		3	5	5		1508004			1508	1	莫扎特	5星意识莫扎特3号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体更自由的使用超算空间。			
3035050		3	5	5		1550004	True		1550	1	丽芙·驯鹿	5星意识丽芙·驯鹿3号位	丽芙的圣诞庆祝装扮。			
3036001		3	6	6		1601004			1601	1	康德丽娜	6星意识康德丽娜3号位	某位曾经存在的伟人的意识芯片，组合后能够提高泛用机体的普通攻击。			
3036002		3	6	6		1602004			1602	1	莎士比亚	6星意识莎士比亚3号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的火属性伤害。			
3036003		3	6	6		1603004			1603	1	海森	6星意识海森3号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的雷属性伤害。			
3036004		3	6	6		1604004			1604	1	达尔文	6星意识达尔文3号位	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给泛用机体带来额外增益。			
3036005		3	6	6		1605004			1605	1	汉娜	6星意识汉娜3号位	某位曾经存在的伟人的意识芯片，组合后能够让泛用机体增幅三消以后的各项增益。			
3036006		3	6	6		1606004			1606	1	库莉珂	6星意识库莉珂3号位	某位曾经存在的“主角”的意识芯片，组合后能够提升泛用机体的必杀技相关的伤害。			
3036007		3	6	6		1607004			1607	1	达芬奇	6星意识达芬奇3号位	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。			
3036008		3	6	6		1608004			1608	1	凯瑟琳	6星意识凯瑟琳3号位	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。			
3036009		3	6	6		1609004			1609	1	爱因斯坦娜	6星意识爱因斯坦娜3号位	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。			
3036010		3	6	6		1610004			1610	1	费列特二世	6星意识费列特二世3号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。			
3036011		3	6	6		1611004			1611	1	桂尼	6星意识桂尼3号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。			
3036012		3	6	6		1612004			1612	1	腓特烈	6星意识腓特烈3号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3042001		4	2	2		1201003			1201	1	梅尔妮	2星意识梅尔妮4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的攻击力。			
3043001		4	3	3		1301003			1301	1	彼诺芙	3星意识彼诺芙4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的近战攻击力。			
3043002		4	3	3		1304003			1304	1	帕芙莉	3星意识帕芙莉4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的远程攻击力。			
3044001		4	4	4		1401003			1401	1	阿基米德	4星意识阿基米德4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的物理伤害。			
3044002		4	4	4		1404003			1404	1	爱迪生	4星意识爱迪生4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的属性伤害。			
3044003		4	4	4		1407003			1407	1	爱丽丝	4星意识爱丽丝4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体治疗相关的数值。			
3044004		4	4	4		1410003			1410	1	坎宁安	4星意识坎宁安4号位	某位曾经存在的伟人的意识芯片，组合后能够为受伤的泛用机体带来物理增益。			
3044005		4	4	4		1413003	True		1413	1	库莉珂-永恒	4星意识库莉珂-永恒4号位	某位曾经存在的“主角”的意识芯片，组合后能够召唤机器人。			
3045001		4	5	5		1501003			1501	1	嘉莉埃妮	5星意识嘉莉埃妮4号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体的物理攻击。			
3045002		4	5	5		1502003			1502	1	爱芙	5星意识爱芙4号位	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。			
3045003		4	5	5		1503003			1503	1	艾克	5星意识艾克4号位	某位曾经存在的伟人的意识芯片，组合后能强化泛用机体本身的属性攻击。			
3045004		4	5	5		1504003			1504	1	伏尔泰	5星意识伏尔泰4号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。			
3045005		4	5	5		1505003			1505	1	歌罗达	5星意识歌罗达4号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。			
3045006		4	5	5		1506003			1506	1	黎塞留	5星意识黎塞留4号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体进行治疗时为目标带来物理增益。			
3045007		4	5	5		1507003			1507	1	萨曼达	5星意识萨曼达4号位	某位曾经存在的伟人的意识芯片，组合后能让泛用机体通过使用属性攻击来扰乱战场。			
3045008		4	5	5		1508003			1508	1	莫扎特	5星意识莫扎特4号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体更自由的使用超算空间。			
3045050		4	5	5		1550003	True		1550	1	丽芙·驯鹿	5星意识丽芙·驯鹿4号位	丽芙的圣诞庆祝装扮。			
3046001		4	6	6		1601003			1601	1	康德丽娜	6星意识康德丽娜4号位	某位曾经存在的伟人的意识芯片，组合后能够提高泛用机体的普通攻击。			
3046002		4	6	6		1602003			1602	1	莎士比亚	6星意识莎士比亚4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的火属性伤害。			
3046003		4	6	6		1603003			1603	1	海森	6星意识海森4号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的雷属性伤害。			
3046004		4	6	6		1604003			1604	1	达尔文	6星意识达尔文4号位	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给泛用机体带来额外增益。			
3046005		4	6	6		1605003			1605	1	汉娜	6星意识汉娜4号位	某位曾经存在的伟人的意识芯片，组合后能够让泛用机体增幅三消以后的各项增益。			
3046006		4	6	6		1606003			1606	1	库莉珂	6星意识库莉珂4号位	某位曾经存在的“主角”的意识芯片，组合后能够提升泛用机体的必杀技相关的伤害。			
3046007		4	6	6		1607003			1607	1	达芬奇	6星意识达芬奇4号位	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。			
3046008		4	6	6		1608003			1608	1	凯瑟琳	6星意识凯瑟琳4号位	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。			
3046009		4	6	6		1609003			1609	1	爱因斯坦娜	6星意识爱因斯坦娜4号位	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。			
3046010		4	6	6		1610003			1610	1	费列特二世	6星意识费列特二世4号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。			
3046011		4	6	6		1611003			1611	1	桂尼	6星意识桂尼4号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。			
3046012		4	6	6		1612003			1612	1	腓特烈	6星意识腓特烈4号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3052001		5	2	2		1201002			1201	1	梅尔妮	2星意识梅尔妮5号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体的生命值。			
3053001		5	3	3		1301002			1301	1	彼诺芙	3星意识彼诺芙5号位	某位曾经存在的伟人的意识芯片，组合后能减少泛用机体受到的近战伤害。			
3053002		5	3	3		1304002			1304	1	帕芙莉	3星意识帕芙莉5号位	某位曾经存在的伟人的意识芯片，组合后能减少泛用机体受到的远程伤害。			
3054001		5	4	4		1401002			1401	1	阿基米德	4星意识阿基米德5号位	某位曾经存在的伟人的意识芯片，组合后能提升三消后的物理伤害。			
3054002		5	4	4		1404002			1404	1	爱迪生	4星意识爱迪生5号位	某位曾经存在的伟人的意识芯片，组合后能够提升三消后的属性伤害。			
3054003		5	4	4		1407002			1407	1	爱丽丝	4星意识爱丽丝5号位	某位曾经存在的伟人的意识芯片，组合后对敌人造成伤害的同时减弱敌人。			
3054004		5	4	4		1410002			1410	1	坎宁安	4星意识坎宁安5号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体对霸体敌人的攻击伤害。			
3055001		5	5	5		1501002			1501	1	嘉莉埃妮	5星意识嘉莉埃妮5号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体的物理攻击。			
3055002		5	5	5		1502002			1502	1	爱芙	5星意识爱芙5号位	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。			
3055003		5	5	5		1503002			1503	1	艾克	5星意识艾克5号位	某位曾经存在的伟人的意识芯片，组合后能强化泛用机体本身的属性攻击。			
3055004		5	5	5		1504002			1504	1	伏尔泰	5星意识伏尔泰5号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。			
3055005		5	5	5		1505002			1505	1	歌罗达	5星意识歌罗达5号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。			
3055006		5	5	5		1506002			1506	1	黎塞留	5星意识黎塞留5号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体进行治疗时为目标带来物理增益。			
3055007		5	5	5		1507002			1507	1	萨曼达	5星意识萨曼达5号位	某位曾经存在的伟人的意识芯片，组合后能让泛用机体通过使用属性攻击来扰乱战场。			
3055008		5	5	5		1508002			1508	1	莫扎特	5星意识莫扎特5号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体更自由的使用超算空间。			
3055050		5	5	5		1550002	True		1550	1	丽芙·驯鹿	5星意识丽芙·驯鹿5号位	丽芙的圣诞庆祝装扮。			
3056001		5	6	6		1601002			1601	1	康德丽娜	6星意识康德丽娜5号位	某位曾经存在的伟人的意识芯片，组合后能够提高泛用机体的普通攻击。			
3056002		5	6	6		1602002			1602	1	莎士比亚	6星意识莎士比亚5号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的火属性伤害。			
3056003		5	6	6		1603002			1603	1	海森	6星意识海森5号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的雷属性伤害。			
3056004		5	6	6		1604002			1604	1	达尔文	6星意识达尔文5号位	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给泛用机体带来额外增益。			
3056005		5	6	6		1605002			1605	1	汉娜	6星意识汉娜5号位	某位曾经存在的伟人的意识芯片，组合后能够让泛用机体增幅三消以后的各项增益。			
3056006		5	6	6		1606002			1606	1	库莉珂	6星意识库莉珂5号位	某位曾经存在的“主角”的意识芯片，组合后能够提升泛用机体的必杀技相关的伤害。			
3056007		5	6	6		1607002			1607	1	达芬奇	6星意识达芬奇5号位	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。			
3056008		5	6	6		1608002			1608	1	凯瑟琳	6星意识凯瑟琳5号位	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。			
3056009		5	6	6		1609002			1609	1	爱因斯坦娜	6星意识爱因斯坦娜5号位	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。			
3056010		5	6	6		1610002			1610	1	费列特二世	6星意识费列特二世5号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。			
3056011		5	6	6		1611002			1611	1	桂尼	6星意识桂尼5号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。			
3056012		5	6	6		1612002			1612	1	腓特烈	6星意识腓特烈5号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3062001		6	2	2		1201001			1201	1	梅尔妮	2星意识梅尔妮6号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体初始能量值。			
3063001		6	3	3		1301001			1301	1	彼诺芙	3星意识彼诺芙6号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体的被治疗量。			
3063002		6	3	3		1304001			1304	1	帕芙莉	3星意识帕芙莉6号位	某位曾经存在的伟人的意识芯片，组合后能提升泛用机体的治疗量。			
3064001		6	4	4		1401001			1401	1	阿基米德	4星意识阿基米德6号位	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的物理伤害。			
3064002		6	4	4		1404001			1404	1	爱迪生	4星意识爱迪生6号位	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的属性伤害。			
3064003		6	4	4		1407001			1407	1	爱丽丝	4星意识爱丽丝6号位	某位曾经存在的伟人的意识芯片，组合后在造成伤害的同时能减低目标的伤害。			
3064004		6	4	4		1410001			1410	1	坎宁安	4星意识坎宁安6号位	某位曾经存在的伟人的意识芯片，组合后能够加深敌人受到的伤害。			
3065001		6	5	5		1501001			1501	1	嘉莉埃妮	5星意识嘉莉埃妮6号位	某位曾经存在的伟人的意识芯片，组合后能够强化泛用机体的物理攻击。			
3065002		6	5	5		1502001			1502	1	爱芙	5星意识爱芙6号位	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。			
3065003		6	5	5		1503001			1503	1	艾克	5星意识艾克6号位	某位曾经存在的伟人的意识芯片，组合后能强化泛用机体本身的属性攻击。			
3065004		6	5	5		1504001			1504	1	伏尔泰	5星意识伏尔泰6号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。			
3065005		6	5	5		1505001			1505	1	歌罗达	5星意识歌罗达6号位	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。			
3065006		6	5	5		1506001			1506	1	黎塞留	5星意识黎塞留6号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体进行治疗时为目标带来物理增益。			
3065007		6	5	5		1507001			1507	1	萨曼达	5星意识萨曼达6号位	某位曾经存在的伟人的意识芯片，组合后能让泛用机体通过使用属性攻击来扰乱战场。			
3065008		6	5	5		1508001			1508	1	莫扎特	5星意识莫扎特6号位	某位曾经存在的伟人的意识芯片，组合后能使泛用机体更自由的使用超算空间。			
3065050		6	5	5		1550001	True		1550	1	丽芙·驯鹿	5星意识丽芙·驯鹿6号位	丽芙的圣诞庆祝装扮。			
3066001		6	6	6		1601001			1601	1	康德丽娜	6星意识康德丽娜6号位	某位曾经存在的伟人的意识芯片，组合后能够提高泛用机体的普通攻击。			
3066002		6	6	6		1602001			1602	1	莎士比亚	6星意识莎士比亚6号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的火属性伤害。			
3066003		6	6	6		1603001			1603	1	海森	6星意识海森6号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的雷属性伤害。			
3066004		6	6	6		1604001			1604	1	达尔文	6星意识达尔文6号位	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给泛用机体带来额外增益。			
3066005		6	6	6		1605001			1605	1	汉娜	6星意识汉娜6号位	某位曾经存在的伟人的意识芯片，组合后能够让泛用机体增幅三消以后的各项增益。			
3066006		6	6	6		1606001			1606	1	库莉珂	6星意识库莉珂6号位	某位曾经存在的“主角”的意识芯片，组合后能够提升泛用机体的必杀技相关的伤害。			
3066007		6	6	6		1607001			1607	1	达芬奇	6星意识达芬奇6号位	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。			
3066008		6	6	6		1608001			1608	1	凯瑟琳	6星意识凯瑟琳6号位	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。			
3066009		6	6	6		1609001			1609	1	爱因斯坦娜	6星意识爱因斯坦娜6号位	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。			
3066010		6	6	6		1610001			1610	1	费列特二世	6星意识费列特二世6号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。			
3066011		6	6	6		1611001			1611	1	桂尼	6星意识桂尼6号位	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。			
3066012		6	6	6		1612001			1612	1	腓特烈	6星意识腓特烈6号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3016014		1	6	6		1614006			1614	1	巴顿	6星意识巴顿1号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3026014		2	6	6		1614005			1614	1	巴顿	6星意识巴顿2号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3036014		3	6	6		1614004			1614	1	巴顿	6星意识巴顿3号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3046014		4	6	6		1614003			1614	1	巴顿	6星意识巴顿4号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3056014		5	6	6		1614002			1614	1	巴顿	6星意识巴顿5号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3066014		6	6	6		1614001			1614	1	巴顿	6星意识巴顿6号位	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化泛用机体。			
3016013		1	6	6		1613006			1613	1	芭斯隆	6星意识芭斯隆1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的暗属性伤害。			
3026013		2	6	6		1613005			1613	1	芭斯隆	6星意识芭斯隆2号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的暗属性伤害。			
