Id	IconPath	ClearIconPath	WaferBagPath	Name	Description	SkillEffect	SkillDescription	SuitType	EquipIds	EquipType	RecommendCharacterId
1655	Assets/Product/Texture/Image/IconToolsSp/EPoincareI01001Sp.png	Assets/Product/Texture/Image/IconTools/EPoincareI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EPoincareI01002.png	庞加莱	黯衍强化	{2: 165502, 4: 165504}	{2: '暗属性伤害提高5%，黯衍伤害提高10%。', 4: '释放必杀技时，攻击力增加5%，黯衍伤害提高10%，持续10秒，重复触发刷新持续时间。'}	4	{1: 3016055, 2: 3026055, 3: 3036055, 4: 3046055, 5: 3056055, 6: 3066055}	10	
1656	Assets/Product/Texture/Image/IconToolsSp/EJoannaI01001Sp.png	Assets/Product/Texture/Image/IconTools/EJoannaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EJoannaI01002.png	乔安娜	冰系强化	{2: 165602, 4: 165604}	{2: '攻击力提升5%，冰属性及熠光伤害提升5%', 4: '数域空间·闪烁留存造成的伤害提升125%，数域空间·势垒裂隙造成的伤害翻倍。'}	3	{1: 3016056, 2: 3026056, 3: 3036056, 4: 3046056, 5: 3056056, 6: 3066056}	3	1291003
1657	Assets/Product/Texture/Image/IconToolsSp/ENiumuI01001Sp.png	Assets/Product/Texture/Image/IconTools/ENiumuI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ENiumuI01002.png	妮缪	暗系强化	{2: 165702, 4: 165704}	{2: '攻击力提升5%，暗属性及真意斩伤害提升5%', 4: '涅索斯拟态下获得的必杀能量翻倍。涅索斯拟态下消耗覆态馈赠获得的必杀基础伤害提升效果翻倍，最多提升90%。'}	5	{1: 3016057, 2: 3026057, 3: 3036057, 4: 3046057, 5: 3056057, 6: 3066057}	5	1141004
1658	Assets/Product/Texture/Image/IconToolsSp/EBenShengI01001Sp.png	Assets/Product/Texture/Image/IconTools/EBenShengI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EBenShengI01002.png	本笙	真意斩强化	{2: 165802, 4: 165804}	{2: '物理伤害提高5%，真意斩伤害提高10%。', 4: '真意值≥5时，攻击力增加5%，真意斩伤害提高10%。'}	4	{1: 3016058, 2: 3026058, 3: 3036058, 4: 3046058, 5: 3056058, 6: 3066058}	10	
1659	Assets/Product/Texture/Image/IconToolsSp/EBulgakovI01001Sp.png	Assets/Product/Texture/Image/IconTools/EBulgakovI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EBulgakovI01002.png	布尔加科夫	空系强化	{2: 165902, 4: 165904}	{2: '空属性伤害提高10%', 4: '每次入场，首次使用夺心一吻后额外获得3个红球。夺心一吻、赴亡末约额外伤害提升50%。'}	4	{1: 3016059, 2: 3026059, 3: 3036059, 4: 3046059, 5: 3056059, 6: 3066059}	6	1391003
1660	Assets/Product/Texture/Image/IconToolsSp/EFeynmanI01001Sp.png	Assets/Product/Texture/Image/IconTools/EFeynmanI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EFeynmanI01002.png	费曼	火系强化	{2: 166002, 4: 166004}	{2: '攻击力提升5%，火属性伤害及电束伤害提高5%。', 4: '耀斑值提升引火至晖基础伤害的效果翻倍。'}	2	{1: 3016060, 2: 3026060, 3: 3036060, 4: 3046060, 5: 3056060, 6: 3066060}	2	1061004
20001	Assets/Product/Texture/Image/IconToolsSp/EJpLivlizhuangI01001Sp.png	Assets/Product/Texture/Image/IconTools/EJpLivlizhuangI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EJpLivlizhuangB01001.png	礼装·丽芙	生存强化	{2: 3000002, 4: 3000004}	{2: '每30秒，受到伤害时，获得一个自身最大生命值20%的护盾，护盾持续5秒', 4: '每20秒，获得自身最大生命值15%的治疗效果'}	12	{1: 3018053, 2: 3028053, 3: 3038053, 4: 3048053, 5: 3058053, 6: 3068053}		
1901	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	低级强化素材		{2: '无', 4: '无'}		{1: 3911001, 2: 3921001, 3: 3931001, 4: 3941001, 5: 3951001, 6: 3961001}		
1902	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	中级强化素材		{2: '无', 4: '无'}		{1: 3912001, 2: 3922001, 3: 3932001, 4: 3942001, 5: 3952001, 6: 3962001}		
1903	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材		{2: '无', 4: '无'}		{1: 3913001, 2: 3923001, 3: 3933001, 4: 3943001, 5: 3953001, 6: 3963001}		
1904	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材		{2: '无', 4: '无'}		{1: 3914001, 2: 3924001, 3: 3934001, 4: 3944001, 5: 3954001, 6: 3964001}		
1905	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材	{2: 190202, 4: 190204}	{2: '额外伤害加成降低15%，额外伤害减免降低30%', 4: '每5秒减少5%的最大生命值。'}		{1: 3915001, 2: 3925001, 3: 3935001, 4: 3945001, 5: 3955001, 6: 3965001}		
1906	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材	{2: 190202, 4: 190204}	{2: '额外伤害加成降低15%，额外伤害减免降低30%', 4: '每5秒减少5%的最大生命值。'}		{1: 3916001, 2: 3926001, 3: 3936001, 4: 3946001, 5: 3956001, 6: 3966001}		
20002	Assets/Product/Texture/Image/IconToolsSp/EJpWeilaSummerI01001Sp.png	Assets/Product/Texture/Image/IconTools/EJpWeilaSummerI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EJpWeilaSummerB01001.png	薇拉·绯红夏日	攻击回血	{2: 3000006, 4: 3000008}	{2: '三消后，攻击增加5%，效果持续5秒，冷却时间10秒', 4: '处于超算空间时，下次造成的伤害会回复当前攻击力200%的血量，冷却时间25s'}	12	{1: 3019050, 2: 3029050, 3: 3039050, 4: 3049050, 5: 3059050, 6: 3069050}		
