Id	Type	Level	Name	CharacterId	Quality	FightEventId	Icon	Description	Priority
220034	22003	4	银牙·超频二Ⅳ	1111002	5	224012	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，额外回复15点能量	1300
221011	22101	1	弧光·核心Ⅰ	1121002	2	224101	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，伤害提升70%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1301
221012	22101	2	弧光·核心Ⅱ	1121002	3	224102	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，伤害提升150%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1302
221013	22101	3	弧光·核心Ⅲ	1121002	4	224103	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，伤害提升220%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1303
221014	22101	4	弧光·核心Ⅳ	1121002	5	224104	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，伤害提升300%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1304
221021	22102	1	弧光·超频一Ⅰ	1121002	2	224105	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，每秒恢复5点能量	1305
221022	22102	2	弧光·超频一Ⅱ	1121002	3	224106	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，每秒恢复10点能量	1306
221023	22102	3	弧光·超频一Ⅲ	1121002	4	224107	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，每秒恢复15点能量	1307
221024	22102	4	弧光·超频一Ⅳ	1121002	5	224108	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	存在弧光之盾时，每秒恢复20点能量	1308
221031	22103	1	弧光·超频二Ⅰ	1121002	2	224109	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	必杀结束后，进入超算	1309
221032	22103	2	弧光·超频二Ⅱ	1121002	3	224110	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	必杀结束后，进入超算并恢复1个蓝色信号球	1310
221033	22103	3	弧光·超频二Ⅲ	1121002	4	224111	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	必杀结束后，进入超算并恢复2个蓝色信号球	1311
221034	22103	4	弧光·超频二Ⅳ	1121002	5	224112	Assets/Product/Texture/Image/RolePlayer/RoleHeadKuluomu4.png	必杀结束后，进入超算并恢复3个蓝色信号球	1312
222011	22201	1	鸦羽·核心Ⅰ	1021004	2	224201	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	释放必杀技时，30%概率增加必杀伤害20%，该效果在一场战斗内可叠加，最多100%	1313
222012	22201	2	鸦羽·核心Ⅱ	1021004	3	224202	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	释放必杀技时，40%概率增加必杀伤害40%，该效果在一场战斗内可叠加，最多200%	1314
222013	22201	3	鸦羽·核心Ⅲ	1021004	4	224203	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	释放必杀技时，50%概率增加必杀伤害60%，该效果在一场战斗内可叠加，最多300%	1315
222014	22201	4	鸦羽·核心Ⅳ	1021004	5	224204	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	释放必杀技时，60%概率增加必杀伤害80%，该效果在一场战斗内可叠加，最多400%	1316
222021	22202	1	鸦羽·超频一Ⅰ	1021004	2	224205	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到物理形态时，7秒内三消伤害增加20%，且30%概率回满被动能量值	1317
222022	22202	2	鸦羽·超频一Ⅱ	1021004	3	224206	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到物理形态时，7秒内三消伤害增加30%，且40%概率回满被动能量值	1318
222023	22202	3	鸦羽·超频一Ⅲ	1021004	4	224207	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到物理形态时，7秒内三消伤害增加40%，且50%概率回满被动能量值	1319
222024	22202	4	鸦羽·超频一Ⅳ	1021004	5	224208	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到物理形态时，7秒内三消伤害增加50%，且60%概率回满被动能量值	1320
222031	22203	1	鸦羽·超频二Ⅰ	1021004	2	224209	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到冰形态时，获得一组随机三消球，且30%概率必杀点数+1	1321
222032	22203	2	鸦羽·超频二Ⅱ	1021004	3	224210	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到冰形态时，获得一组随机三消球，且40%概率必杀点数+1	1322
222033	22203	3	鸦羽·超频二Ⅲ	1021004	4	224211	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到冰形态时，获得一组随机三消球，且50%概率必杀点数+2	1323
222034	22203	4	鸦羽·超频二Ⅳ	1021004	5	224212	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luxiya4.png	切换到冰形态时，获得一组随机三消球，且60%概率必杀点数+3	1324
223011	22301	1	瑰丽·核心Ⅰ	1131002	2	224301	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，伤害提升50%。[辅助型]：治疗后5秒全队伤害提升10%	1325
223012	22301	2	瑰丽·核心Ⅱ	1131002	3	224302	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，伤害提升100%。[辅助型]：治疗后5秒全队伤害提升20%	1326
223013	22301	3	瑰丽·核心Ⅲ	1131002	4	224303	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，伤害提升150%。[辅助型]：治疗后5秒全队伤害提升35%	1327
223014	22301	4	瑰丽·核心Ⅳ	1131002	5	224304	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，伤害提升200%。[辅助型]：治疗后5秒全队伤害提升50%	1328
223021	22302	1	瑰丽·超频一Ⅰ	1131002	2	224305	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	释放必杀后，恢复15点超频值	1329
223022	22302	2	瑰丽·超频一Ⅱ	1131002	3	224306	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	释放必杀后，恢复30点超频值	1330
223023	22302	3	瑰丽·超频一Ⅲ	1131002	4	224307	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	释放必杀后，恢复45点超频值	1331
223024	22302	4	瑰丽·超频一Ⅳ	1131002	5	224308	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	释放必杀后，恢复60点超频值	1332
223031	22303	1	瑰丽·超频二Ⅰ	1131002	2	224309	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，额外回复8点能量	1333
223032	22303	2	瑰丽·超频二Ⅱ	1131002	3	224310	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，额外回复12点能量	1334
223033	22303	3	瑰丽·超频二Ⅲ	1131002	4	224311	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，额外回复16点能量	1335
223034	22303	4	瑰丽·超频二Ⅳ	1131002	5	224312	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	消耗超频值的核心攻击，额外回复20点能量	1336
224011	22401	1	狂犬·核心Ⅰ	1511003	2	224401	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	开启必杀时，清空所有球，每个球提供10%伤害加成	1337
224012	22401	2	狂犬·核心Ⅱ	1511003	3	224402	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	开启必杀时，清空所有球，每个球提供20%伤害加成	1338
224013	22401	3	狂犬·核心Ⅲ	1511003	4	224403	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	开启必杀时，清空所有球，每个球提供30%伤害加成	1339
224014	22401	4	狂犬·核心Ⅳ	1511003	5	224404	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	开启必杀时，清空所有球，每个球提供40%伤害加成	1340
224021	22402	1	狂犬·超频一Ⅰ	1511003	2	224405	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每9秒获得一层狂气和一组三消	1341
224022	22402	2	狂犬·超频一Ⅱ	1511003	3	224406	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每7秒获得一层狂气和一组三消	1342
224023	22402	3	狂犬·超频一Ⅲ	1511003	4	224407	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每5秒获得一层狂气和一组三消	1343
224024	22402	4	狂犬·超频一Ⅳ	1511003	5	224408	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每3秒获得一层狂气和一组三消	1344
224031	22403	1	狂犬·超频二Ⅰ	1511003	2	224409	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每9秒获得25点能量和一组三消	1345
224032	22403	2	狂犬·超频二Ⅱ	1511003	3	224410	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每7秒获得25点能量和一组三消	1346
224033	22403	3	狂犬·超频二Ⅲ	1511003	4	224411	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每5秒获得25点能量和一组三消	1347
224034	22403	4	狂犬·超频二Ⅳ	1511003	5	224412	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	非狂嗜状态下，每3秒获得25点能量和一组三消	1348
225011	22501	1	凛冽·核心Ⅰ	1141003	2	224501	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	三消伤害提高50%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1349
225012	22501	2	凛冽·核心Ⅱ	1141003	3	224502	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	三消伤害提高100%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1350
225013	22501	3	凛冽·核心Ⅲ	1141003	4	224503	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	三消伤害提高150%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1351
225014	22501	4	凛冽·核心Ⅳ	1141003	5	224504	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	三消伤害提高200%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1352
225021	22502	1	凛冽·超频一Ⅰ	1141003	2	224505	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放广域电磁炮可获得40点能量	1353
225022	22502	2	凛冽·超频一Ⅱ	1141003	3	224506	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放广域电磁炮可获得50点能量	1354
225023	22502	3	凛冽·超频一Ⅲ	1141003	4	224507	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放广域电磁炮可获得60点能量	1355
225024	22502	4	凛冽·超频一Ⅳ	1141003	5	224508	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放广域电磁炮可获得80点能量	1356
225031	22503	1	凛冽·超频二Ⅰ	1141003	2	224509	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放必杀后获得1组随机色三消球	1357
225032	22503	2	凛冽·超频二Ⅱ	1141003	3	224510	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放必杀后获得2组随机色三消球	1358
225033	22503	3	凛冽·超频二Ⅲ	1141003	4	224511	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放必杀后获得3组随机色三消球	1359
225034	22503	4	凛冽·超频二Ⅳ	1141003	5	224512	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	释放必杀后获得4组随机色三消球	1360
226011	22601	1	雀翎·核心Ⅰ	1521003	2	224601	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	每次释放凝结球会产生一次强化攻击，且伤害提升50%	1361
226012	22601	2	雀翎·核心Ⅱ	1521003	3	224602	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	每次释放凝结球会产生一次强化攻击，且伤害提升100%	1362
226013	22601	3	雀翎·核心Ⅲ	1521003	4	224603	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	每次释放凝结球会产生一次强化攻击，且伤害提升150%	1363
226014	22601	4	雀翎·核心Ⅳ	1521003	5	224604	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	每次释放凝结球会产生一次强化攻击，且伤害提升200%	1364
226021	22602	1	雀翎·超频一Ⅰ	1521003	2	224605	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	强化球击中时回复5点能量	1365
226022	22602	2	雀翎·超频一Ⅱ	1521003	3	224606	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	强化球击中时回复10点能量	1366
226023	22602	3	雀翎·超频一Ⅲ	1521003	4	224607	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	强化球击中时回复15点能量	1367
226024	22602	4	雀翎·超频一Ⅳ	1521003	5	224608	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	强化球击中时回复20点能量	1368
226031	22603	1	雀翎·超频二Ⅰ	1521003	2	224609	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	消凝结球同调值消耗变为15点	1369
226032	22603	2	雀翎·超频二Ⅱ	1521003	3	224610	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	消凝结球同调值消耗变为10点	1370
226033	22603	3	雀翎·超频二Ⅲ	1521003	4	224611	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	消凝结球同调值消耗变为5点	1371
226034	22603	4	雀翎·超频二Ⅳ	1521003	5	224612	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	消凝结球不消耗同调值	1372
227011	22701	1	游麟·核心Ⅰ	1161002	2	224701	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	开启必杀就可以激发追击球，且追击球伤害提升50%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1373
227012	22701	2	游麟·核心Ⅱ	1161002	3	224702	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	开启必杀就可以激发追击球，且追击球伤害提升100%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1374
227013	22701	3	游麟·核心Ⅲ	1161002	4	224703	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	开启必杀就可以激发追击球，且追击球伤害提升150%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1375
227014	22701	4	游麟·核心Ⅳ	1161002	5	224704	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	开启必杀就可以激发追击球，且追击球伤害提升200%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1376
227021	22702	1	游麟·超频一Ⅰ	1161002	2	224705	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	非必杀期间，每秒回复4点能量	1377
227022	22702	2	游麟·超频一Ⅱ	1161002	3	224706	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	非必杀期间，每秒回复6点能量	1378
227023	22702	3	游麟·超频一Ⅲ	1161002	4	224707	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	非必杀期间，每秒回复8点能量	1379
227024	22702	4	游麟·超频一Ⅳ	1161002	5	224708	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	非必杀期间，每秒回复10点能量	1380
227031	22703	1	游麟·超频二Ⅰ	1161002	2	224709	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	必杀期间，释放追击球时，额外恢复能量1	1381
227032	22703	2	游麟·超频二Ⅱ	1161002	3	224710	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	必杀期间，释放追击球时，额外恢复能量2	1382
227033	22703	3	游麟·超频二Ⅲ	1161002	4	224711	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	必杀期间，释放追击球时，额外恢复能量3	1383
227034	22703	4	游麟·超频二Ⅳ	1161002	5	224712	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	必杀期间，释放追击球时，额外恢复能量5	1384
228011	22801	1	银冕·核心Ⅰ	1171003	2	224801	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	湮灭球伤害提升50%	1385
228012	22801	2	银冕·核心Ⅱ	1171003	3	224802	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	湮灭球伤害提升100%	1386
228013	22801	3	银冕·核心Ⅲ	1171003	4	224803	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	湮灭球伤害提升150%	1387
228014	22801	4	银冕·核心Ⅳ	1171003	5	224804	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	湮灭球伤害提升200%	1388
228021	22802	1	银冕·超频一Ⅰ	1171003	2	224805	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	进入湮灭状态后2秒，每次释放湮灭球会20%概率恢复1个湮灭球	1389
228022	22802	2	银冕·超频一Ⅱ	1171003	3	224806	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	进入湮灭状态后3秒，每次释放湮灭球会40%概率恢复1个湮灭球	1390
228023	22802	3	银冕·超频一Ⅲ	1171003	4	224807	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	进入湮灭状态后4秒，每次释放湮灭球会60%概率恢复1个湮灭球	1391
228024	22802	4	银冕·超频一Ⅳ	1171003	5	224808	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	进入湮灭状态后5秒，每次释放湮灭球会80%概率恢复1个湮灭球	1392
228031	22803	1	银冕·超频二Ⅰ	1171003	2	224809	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	释放必杀后，随机回复1个信号球	1393
228032	22803	2	银冕·超频二Ⅱ	1171003	3	224810	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	释放必杀后，随机回复2个信号球	1394
228033	22803	3	银冕·超频二Ⅲ	1171003	4	224811	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	释放必杀后，随机回复3个同色信号球	1395
228034	22803	4	银冕·超频二Ⅳ	1171003	5	224812	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	释放必杀后进入超算，随机回复3个同色信号球	1396
229011	22901	1	2B·核心Ⅰ	1181003	2	224901	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	战斗姿态下附带的额外剑气伤害提升50%	1397
229012	22901	2	2B·核心Ⅱ	1181003	3	224902	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	战斗姿态下附带的额外剑气伤害提升100%	1398
229013	22901	3	2B·核心Ⅲ	1181003	4	224903	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	战斗姿态下附带的额外剑气伤害提升150%	1399
229014	22901	4	2B·核心Ⅳ	1181003	5	224904	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	战斗姿态下附带的额外剑气伤害提升200%	1400
229021	22902	1	2B·超频一Ⅰ	1181003	2	224905	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2的攻击力提升4%	1401
229022	22902	2	2B·超频一Ⅱ	1181003	3	224906	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2的攻击力提升8%	1402
229023	22902	3	2B·超频一Ⅲ	1181003	4	224907	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2的攻击力提升12%	1403
229024	22902	4	2B·超频一Ⅳ	1181003	5	224908	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2的攻击力提升16%	1404
229031	22903	1	2B·超频二Ⅰ	1181003	2	224909	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2暴击率提高5%	1405
229032	22903	2	2B·超频二Ⅱ	1181003	3	224910	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2暴击率提高10%	1406
229033	22903	3	2B·超频二Ⅲ	1181003	4	224911	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2暴击率提高15%	1407
229034	22903	4	2B·超频二Ⅳ	1181003	5	224912	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	队伍中的2B，9S，A2暴击率提高20%	1408
230011	23001	1	9S·核心Ⅰ	1191003	2	225001	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	点击超频指示器召唤pod辅助机造成的伤害提升50%。[辅助型]：治疗后5秒全队伤害提升10%	1409
230012	23001	2	9S·核心Ⅱ	1191003	3	225002	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	点击超频指示器召唤pod辅助机造成的伤害提升100%。[辅助型]：治疗后5秒全队伤害提升20%	1410
230013	23001	3	9S·核心Ⅲ	1191003	4	225003	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	点击超频指示器召唤pod辅助机造成的伤害提升150%。[辅助型]：治疗后5秒全队伤害提升35%	1411
230014	23001	4	9S·核心Ⅳ	1191003	5	225004	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	点击超频指示器召唤pod辅助机造成的伤害提升200%。[辅助型]：治疗后5秒全队伤害提升50%	1412
230021	23002	1	9S·超频一Ⅰ	1191003	2	225005	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的额外伤害减免提升5%	1413
230022	23002	2	9S·超频一Ⅱ	1191003	3	225006	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的额外伤害减免提升10%	1414
230023	23002	3	9S·超频一Ⅲ	1191003	4	225007	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的额外伤害减免提升15%	1415
230024	23002	4	9S·超频一Ⅳ	1191003	5	225008	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的额外伤害减免提升20%	1416
230031	23003	1	9S·超频二Ⅰ	1191003	2	225009	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的受治疗量提升5%	1417
230032	23003	2	9S·超频二Ⅱ	1191003	3	225010	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的受治疗量提升10%	1418
230033	23003	3	9S·超频二Ⅲ	1191003	4	225011	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的受治疗量提升15%	1419
230034	23003	4	9S·超频二Ⅳ	1191003	5	225012	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	队伍中的2B，9S，A2的受治疗量提升20%	1420
231011	23101	1	A2·核心Ⅰ	1201003	2	225101	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	POD机发射的追踪弹伤害提升50%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1421
231012	23101	2	A2·核心Ⅱ	1201003	3	225102	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	POD机发射的追踪弹伤害提升100%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1422
231013	23101	3	A2·核心Ⅲ	1201003	4	225103	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	POD机发射的追踪弹伤害提升150%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1423
231014	23101	4	A2·核心Ⅳ	1201003	5	225104	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	POD机发射的追踪弹伤害提升200%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1424
231021	23102	1	A2·超频一Ⅰ	1201003	2	225105	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的闪避上限提高100点	1425
231022	23102	2	A2·超频一Ⅱ	1201003	3	225106	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的闪避上限提高200点	1426
231023	23102	3	A2·超频一Ⅲ	1201003	4	225107	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的闪避上限提高300点	1427
231024	23102	4	A2·超频一Ⅳ	1201003	5	225108	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的闪避上限提高400点	1428
231031	23103	1	A2·超频二Ⅰ	1201003	2	225109	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的物理伤害提升4%	1429
231032	23103	2	A2·超频二Ⅱ	1201003	3	225110	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的物理伤害提升8%	1430
231033	23103	3	A2·超频二Ⅲ	1201003	4	225111	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的物理伤害提升12%	1431
231034	23103	4	A2·超频二Ⅳ	1201003	5	225112	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	队伍中的2B，9S，A2的物理伤害提升16%	1432
232011	23201	1	明觉·核心Ⅰ	1211002	2	225201	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	射击姿态每击提升绽放射击15%伤害，最多5层，绽放射击后重置。[辅助型]：治疗后5秒全队伤害提升50%	1433
232012	23201	2	明觉·核心Ⅱ	1211002	3	225202	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	射击姿态每击提升绽放射击30%伤害，最多5层，绽放射击后重置。[辅助型]：治疗后5秒全队伤害提升50%	1434
232013	23201	3	明觉·核心Ⅲ	1211002	4	225203	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	射击姿态每击提升绽放射击45%伤害，最多5层，绽放射击后重置。[辅助型]：治疗后5秒全队伤害提升50%	1435
232014	23201	4	明觉·核心Ⅳ	1211002	5	225204	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	射击姿态每击提升绽放射击60%伤害，最多5层，绽放射击后重置。[辅助型]：治疗后5秒全队伤害提升50%	1436
232021	23202	1	明觉·超频一Ⅰ	1211002	2	225205	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	若绽放射击触发超算，则额外恢复10点能量	1437
232022	23202	2	明觉·超频一Ⅱ	1211002	3	225206	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	若绽放射击触发超算，则额外恢复20点能量	1438
232023	23202	3	明觉·超频一Ⅲ	1211002	4	225207	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	若绽放射击触发超算，则额外恢复30点能量	1439
232024	23202	4	明觉·超频一Ⅳ	1211002	5	225208	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	若绽放射击触发超算，则额外恢复40点能量	1440
232031	23203	1	明觉·超频二Ⅰ	1211002	2	225209	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	释放必杀后10秒内提升全伤25%	1441
232032	23203	2	明觉·超频二Ⅱ	1211002	3	225210	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	释放必杀后10秒内提升全伤50%	1442
232033	23203	3	明觉·超频二Ⅲ	1211002	4	225211	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	释放必杀后10秒内提升全伤75%	1443
