Id	SkillKey	Name	Desc	ShortDesc	DescParams	Icon	ComboList	BuildTags	Level	Magics	Type	IsOutPool	SaveScore	Character	BuyPrice	SellPrice	IsOutWiki	WikiPriority	CostTL	CSMag	TLDam	Quality	KeyWordIds
10263021	1026302	缭乱落影	拼刀成功后：\n· 首次出手期间，每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>。	拼刀成功后，造成伤害，首次出手期间每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025302, 1025303]	[21, 16]	1	[10263020]	2		2000	2	20	10				30000	1	4	[11]
10263022	1026302	缭乱落影	拼刀成功后：\n· 首次出手期间，每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>。	拼刀成功后，造成伤害，首次出手期间每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025302, 1025303]	[21, 16]	2	[10263020]	2		4000	2	20	10				30000	1	4	[11]
10263023	1026302	缭乱落影	拼刀成功后：\n· 首次出手期间，每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>。	拼刀成功后，造成伤害，首次出手期间每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025302, 1025303]	[21, 16]	3	[10263020]	2		6000	2	20	10				30000	1	4	[11]
10263024	1026302	缭乱落影	拼刀成功后：\n· 首次出手期间，每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>。	拼刀成功后，造成伤害，首次出手期间每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025302, 1025303]	[21, 16]	4	[10263020]	2		8000	2	20	10				30000	1	4	[11]
10263025	1026302	缭乱落影	拼刀成功后：\n· 首次出手期间，每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· 造成{1}秒<Icon=IconStun|45|45|0.5/>晕眩与<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>。	拼刀成功后，造成伤害，首次出手期间每次<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>对手均将恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['10', '5']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025302, 1025303]	[21, 16]	5	[10263020]	2		8000	2	20	10				30000	1	4	[11]
10263031	1026304	惊霆	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025304]	[21]	1	[10263030]	2		2000	2	10	5				20000	1	4	[11]
10263032	1026304	惊霆	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025304]	[21]	2	[10263030]	2		4000	2	10	5				20000	1	4	[11]
10263033	1026304	惊霆	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025304]	[21]	3	[10263030]	2		6000	2	10	5				20000	1	4	[11]
10263034	1026304	惊霆	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025304]	[21]	4	[10263030]	2		8000	2	10	5				20000	1	4	[11]
10263035	1026304	惊霆	拼刀成功后：\n · <color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性>{0}点时（当前：{Attr:4}），伤害倍率提高{1}。 · 造成{2}秒<Icon=IconStun|45|45|0.5/>晕眩。	拼刀成功后，造成伤害，并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，造成额外伤害	['230', '100%', '3']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025304]	[21]	5	[10263030]	2		8000	2	10	5				20000	1	4	[11]
10264011	1026401	驰影狂魂	反制成功后：\n· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 本场战斗中每次通过技能消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，额外扣除对手{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，每次消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>将扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['50', '10']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025401]	[22, 12]	1	[10264010]	3		2000	2	10	5				20000	1	4	
10264012	1026401	驰影狂魂	反制成功后：\n· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 本场战斗中每次通过技能消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，额外扣除对手{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，每次消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>将扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['50', '10']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025401]	[22, 12]	2	[10264010]	3		4000	2	10	5				20000	1	4	
10264013	1026401	驰影狂魂	反制成功后：\n· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 本场战斗中每次通过技能消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，额外扣除对手{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，每次消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>将扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['50', '10']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025401]	[22, 12]	3	[10264010]	3		6000	2	10	5				20000	1	4	
10264014	1026401	驰影狂魂	反制成功后：\n· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 本场战斗中每次通过技能消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，额外扣除对手{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，每次消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>将扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['50', '10']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025401]	[22, 12]	4	[10264010]	3		8000	2	10	5				20000	1	4	
10264015	1026401	驰影狂魂	反制成功后：\n· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 本场战斗中每次通过技能消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，额外扣除对手{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，每次消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>将扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['50', '10']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025401]	[22, 12]	5	[10264010]	3		8000	2	10	5				20000	1	4	
10264021	1026402	凛锋自持	反制成功后：\n· 自身每有{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>，至多{2}层；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['100', '1', '5', '50']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025402, 1025403]	[22, 13]	1	[10264020]	3		2000	2	10	5				20000	1	4	
10264022	1026402	凛锋自持	反制成功后：\n· 自身每有{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>，至多{2}层；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['100', '1', '5', '50']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025402, 1025403]	[22, 13]	2	[10264020]	3		4000	2	10	5				20000	1	4	
10264023	1026402	凛锋自持	反制成功后：\n· 自身每有{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>，至多{2}层；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['100', '1', '5', '50']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025402, 1025403]	[22, 13]	3	[10264020]	3		6000	2	10	5				20000	1	4	
10264024	1026402	凛锋自持	反制成功后：\n· 自身每有{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>，至多{2}层；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['100', '1', '5', '50']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025402, 1025403]	[22, 13]	4	[10264020]	3		8000	2	10	5				20000	1	4	
10264025	1026402	凛锋自持	反制成功后：\n· 自身每有{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>，至多{2}层；\n· 扣除对手{3}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	反制成功后，造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['100', '1', '5', '50']	Assets/Product/Texture/Image/IconTools/IconPet3Ma.png	[1025402, 1025403]	[22, 13]	5	[10264020]	3		8000	2	10	5				20000	1	4	
10264041	1026404	断雨	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时，伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconTools/IconPet2Bei.png	[1025404]	[22]	1	[10264030]	3		2000	2	20	10				20000	1	4	
10264042	1026404	断雨	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时，伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconTools/IconPet2Bei.png	[1025404]	[22]	2	[10264030]	3		4000	2	20	10				20000	1	4	
10264043	1026404	断雨	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时，伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconTools/IconPet2Bei.png	[1025404]	[22]	3	[10264030]	3		6000	2	20	10				20000	1	4	
10264044	1026404	断雨	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时，伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconTools/IconPet2Bei.png	[1025404]	[22]	4	[10264030]	3		8000	2	20	10				20000	1	4	
10264045	1026404	断雨	反制成功后：\n· 扣除对手{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>；\n· <color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性>{1}点时，伤害倍率提高{2}。	反制成功后，造成伤害，并根据<color=#516797><Icon=IconOverClock|45|45|0.5/>超序</color>属性，造成额外伤害	['20', '230', '100%']	Assets/Product/Texture/Image/IconTools/IconPet2Bei.png	[1025404]	[22]	5	[10264030]	3		8000	2	20	10				20000	1	4	
10261011	1026101	疾岚	· 前{0}次使用此技能时，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>，且伤害倍率提高{1}。	造成伤害，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	['2', '80%']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025101]	[12, 13]	1	[10261010]	1		1500	2	20	10			25	24000	1	2	
10261012	1026101	疾岚	· 前{0}次使用此技能时，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>，且伤害倍率提高{1}。	造成伤害，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	['2', '80%']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025101]	[12, 13]	2	[10261010]	1		3000	2	20	10			25	30000	1	2	
10261013	1026101	疾岚	· 前{0}次使用此技能时，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>，且伤害倍率提高{1}。	造成伤害，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	['2', '80%']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025101]	[12, 13]	3	[10261010]	1		4500	2	20	10			25	37500	1	2	
10261014	1026101	疾岚	· 前{0}次使用此技能时，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>，且伤害倍率提高{1}。	造成伤害，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	['2', '80%']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025101]	[12, 13]	4	[10261010]	1		6000	2	20	10			25	37500	1	2	
10261015	1026101	疾岚	· 前{0}次使用此技能时，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>，且伤害倍率提高{1}。	造成伤害，额外造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	['2', '80%']	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	[1025101]	[12, 13]	5	[10261010]	1		6000	2	20	10			25	37500	1	2	
10261021	1026102	戾刃	· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗{1}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，并额外提高{2}攻击伤害。	造成伤害，获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>	['10', '30', '80%']	Assets/Product/Texture/Image/IconTools/IconPet2Yang.png	[1025102]	[13]	1	[10261020]	1		1500	2	20	10			20	17500	1	2	
10261022	1026102	戾刃	· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗{1}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，并额外提高{2}攻击伤害。	造成伤害，获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>	['10', '30', '100%']	Assets/Product/Texture/Image/IconTools/IconPet2Yang.png	[1025102]	[13]	2	[10261020]	1		3000	2	20	10			20	20000	1	2	
10261023	1026102	戾刃	· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗{1}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，并额外提高{2}攻击伤害。	造成伤害，获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>	['10', '30', '120%']	Assets/Product/Texture/Image/IconTools/IconPet2Yang.png	[1025102]	[13]	3	[10261020]	1		4500	2	20	10			20	25000	1	2	
10261024	1026102	戾刃	· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗{1}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，并额外提高{2}攻击伤害。	造成伤害，获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>	['10', '30', '120%']	Assets/Product/Texture/Image/IconTools/IconPet2Yang.png	[1025102]	[13]	4	[10261020]	1		6000	2	20	10			20	25000	1	2	
10261026	1026102	戾刃	· 获得{0}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>；\n· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗{1}点<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，并额外提高{2}攻击伤害。	造成伤害，获得<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，消耗<color=#9F3232><Icon=IconAnger|45|45|0.5/>怒火</color>	['10', '30', '120%']	Assets/Product/Texture/Image/IconTools/IconPet2Yang.png	[1025102]	[13]	5	[10261020]	1		6000	2	20	10			20	25000	1	2	
10261031	1026103	御狂	· 消耗{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。\n· 造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	造成伤害并消耗<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['20', '1']	Assets/Product/Texture/Image/IconTools/IconPet3Ying1.png	[1025103]	[12, 16]	1	[10261030]	1		1500	2	20	10			25	24000	1	2	
10261032	1026103	御狂	· 消耗{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。\n· 造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	造成伤害并消耗<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['20', '1']	Assets/Product/Texture/Image/IconTools/IconPet3Ying1.png	[1025103]	[12, 16]	2	[10261030]	1		3000	2	20	10			25	30000	1	2	
10261033	1026103	御狂	· 消耗{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。\n· 造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	造成伤害并消耗<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['20', '1']	Assets/Product/Texture/Image/IconTools/IconPet3Ying1.png	[1025103]	[12, 16]	3	[10261030]	1		4500	2	20	10			25	36000	1	2	
10261034	1026103	御狂	· 消耗{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。\n· 造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	造成伤害并消耗<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['20', '1']	Assets/Product/Texture/Image/IconTools/IconPet3Ying1.png	[1025103]	[12, 16]	4	[10261030]	1		6000	2	20	10			25	36000	1	2	
10261035	1026103	御狂	· 消耗{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>，获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。\n· 造成<color=#487F3B><Icon=IconHitDown|45|45|0.5/>击倒</color>	造成伤害并消耗<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['20', '1']	Assets/Product/Texture/Image/IconTools/IconPet3Ying1.png	[1025103]	[12, 16]	5	[10261030]	1		6000	2	20	10			25	36000	1	2	
10261041	1026104	绝猎锋守	· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得{0}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。	造成伤害，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['1']	Assets/Product/Texture/Image/IconTools/IconPet2Ciwei1.png	[1025104]	[12]	1	[10261040]	1		1500	2	20	10			20	12000	1	2	
10261042	1026104	绝猎锋守	· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得{0}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。	造成伤害，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['1']	Assets/Product/Texture/Image/IconTools/IconPet2Ciwei1.png	[1025104]	[12]	2	[10261040]	1		3000	2	20	10			20	15000	1	2	
10261043	1026104	绝猎锋守	· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得{0}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。	造成伤害，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['1']	Assets/Product/Texture/Image/IconTools/IconPet2Ciwei1.png	[1025104]	[12]	3	[10261040]	1		4500	2	20	10			20	18000	1	2	
10261044	1026104	绝猎锋守	· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得{0}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。	造成伤害，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['1']	Assets/Product/Texture/Image/IconTools/IconPet2Ciwei1.png	[1025104]	[12]	4	[10261040]	1		6000	2	20	10			20	18000	1	2	
10261045	1026104	绝猎锋守	· 自身处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得{0}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>。	造成伤害，处于<color=#9F3232><Icon=IconAnger|45|45|0.5/>狂暴</color>状态下时，额外获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['1']	Assets/Product/Texture/Image/IconTools/IconPet2Ciwei1.png	[1025104]	[12]	5	[10261040]	1		6000	2	20	10			20	18000	1	2	
