Id	Disposeable	SingleDisposeable	RecordGroupId	Type	Param	Order	Name	Icon	IconR	MiniIcon	ConvertCardId	FightDes	QuickFightDes	ShowTag	MovieId
3032051	1		2	5	['3032051', '1', '0']	Over	核心回路	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	3032021				
3032052		1		5	['3032052', '0', '0']	Trap	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	3032021				
3032053		1		5	['3032053', '0', '0']	Trap	突发重灾	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	3032021				
3032061	1		1	6	['400502']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3032021				
3032062	1		1	6	['400510']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3032021				
3032063	1		1	6	['400510']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3032021				
3032071		1		7	['3032021', '200', '3032061', '50', '3032091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3032021				
3032072		1		7	['3032021', '200', '3032062', '50', '3032091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3032021				
3032073		1		7	['3032021', '200', '3032063', '50', '3032091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3032021				
3032081				8	['3031', '20', '2']	Up	第1区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7014Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7014.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
3032082				8	['3033', '13', '2']	Down	第3区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
3032091		1		9	['14', '30200035', '400530', '3032031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3032021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3032092		1		9	['14', '30200036', '400530', '3032031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3032021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3032093		1		9	['14', '30200035', '400530', '3032031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3032021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3032094		1		9	['14', '30200036', '400530', '3032031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3032021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3032095		1		9	['14', '30200035', '400530', '3032031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3032021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3033011				1		Blockade zone	封闭区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1020Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1020.png						
3033012				1		Blockade zone	封闭区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1022.png						
3033021				2		Open ground	开放区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2016Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2016.png						
3033022				2		Open ground	开放区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2017Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2017.png						
3033041	1		3	4	['ZX01636BA']	Story	华胥虚影	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3026Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3026.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	3033021			1	
3033051	1		2	5	['3033051', '1', '0']	Over	记忆箱庭	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	3033021				
3033061	1		1	6	['400502']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3033021				
3033062	1		1	6	['400510']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3033021				
3033063	1		1	6	['400653']	Reward	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3031021				
3033071		1		7	['3033021', '200', '3033061', '50', '3033091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3033021				
3033072		1		7	['3033021', '200', '3033062', '50', '3033091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3033021				
3033081				8	['3032', '20', '4']	Up	第2区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7014Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7014.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
3033082				8	['3034', '24', '2']	Down	第4区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
3033091		1		9	['14', '30200037', '400530', '3033031']	Fight-01	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3033021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3033092		1		9	['14', '30200038', '400530', '3033031']	Fight-02	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3033021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3033093		1		9	['14', '30200037', '400530', '3033031']	Fight-03	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3033021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034011				1		Data corruption	封闭区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1020Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1020.png						
3034012				1		Data corruption	封闭区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1022.png						
3034021				2		Virtual process	开放区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2016Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2016.png						
3034022				2		Virtual process	开放区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2017Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2017.png						
3034041	1		4	4	['FZ01607BC']	Story	猎物	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	3034021			1	
3034042	1		4	4	['FZ01607BD']	Story	帷幕之外	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	3034021			1	
3034051	1		2	5	['3034051', '1', '0']	Test	异合群聚	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	3034021				
3034052	1		2	5	['3034052', '1', '0']	Test	干扰信号	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	3034021				
3034053	1		2	5	['3034053', '1', '0']	Test	异常隔断	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	3034021				
3034054	1		2	5	['3034053', '1', '0']	Test	异合群聚	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5015Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5015.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	3034021				
3034061	1		1	6	['400509']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3034021				
3034062	1		1	6	['400517']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3034021				
3034063	1		1	6	['400502']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3034021				
3034064	1		1	6	['400516']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3034021				
3034065	1		1	6	['400520']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3034021				
3034066	1		1	6	['400502']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3034021				
3034067	1		1	6	['400503']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3034021				
3034071		1		7	['3034021', '200', '3034061', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034072		1		7	['3034021', '200', '3034062', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034073		1		7	['3034021', '200', '3034063', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034074		1		7	['3034021', '200', '3034064', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034075		1		7	['3034021', '200', '3034061', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034076		1		7	['3034021', '200', '3034062', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034077		1		7	['3034021', '200', '3034063', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034078		1		7	['3034021', '200', '3034064', '50', '3034091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3034021				
3034081				8	['3033', '12', '1']	Up	第3区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7014.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
3034091		1		9	['7', '30200037', '400530', '3034031']	Fight-01	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034092		1		9	['7', '30200038', '400530', '3034031']	Fight-02	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034093		1		9	['7', '30200037', '400530', '3034031']	Fight-03	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034094		1		9	['7', '30200038', '400530', '3034031']	Fight-04	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034095		1		9	['7', '30200037', '400530', '3034031']	Fight-05	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034096		1		9	['7', '30200038', '400530', '3034031']	Fight-06	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034097		1		9	['7', '30200037', '400530', '3034031']	Fight-07	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034098		1		9	['7', '30200038', '400530', '3034031']	Fight-08	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3034099		1		9	['7', '30200037', '400530', '3034031']	Fight-09	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3034021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3041011				1		Blockade zone	封闭区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1018Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1018.png						
3041012				1		Blockade zone	封闭区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1020Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1020.png						
3041021				2		Open ground	开放区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2018Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2018.png						
3041022				2		Open ground	开放区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2019Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2019.png						
3041041	1		3	5	['3041041', '1', '0']	Story	造访者	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5016Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5016.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	3041021				
3041042	1		3	4	['ZX01638BA']	Story	真红决意	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3027.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	3041021			1	
3041051	1		2	5	['3041051', '1', '0']	Over	战斗意志	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5016Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5016.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	3041021				
3041052		1		5	['3041052', '0', '0']	Trap	突发故障	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	3041021				
3041053		1		5	['3041053', '0', '0']	Trap	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	3041021				
3041061	1		1	6	['400502']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3041021				
3041062	1		1	6	['400510']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3041021				
3041063	1		1	6	['400510']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3041021				
3041064	1		1	6	['400510']	Reward	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	3041021				
3041071		1		7	['3041021', '200', '3041061', '50', '3041091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3041021				
3041072		1		7	['3041021', '200', '3041062', '50', '3041091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3041021				
3041073		1		7	['3041021', '200', '3041063', '50', '3041091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3041021				
3041074		1		7	['3041021', '200', '3041064', '50', '3041091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3041021				
3041075		1		7	['3041021', '200', '3041061', '50', '3041091', '50']	???	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		3041021				
3041081				8	['3042', '20', '2']	Down	核心区-动力室	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7016Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7016.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
3041091		1		9	['14', '30200039', '400530', '3041031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3041021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3041092		1		9	['14', '30200040', '400530', '3041031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3041021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3041093		1		9	['14', '30200039', '400530', '3041031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3041021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
3041094		1		9	['14', '30200040', '400530', '3041031']	Fight	暗影侵蚀	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	3041021	在地下空洞的深处，你们被隐藏在黑暗中的感染体与异合生物挡住了去路。你们要做的，只有一直前行。	目前的实力可以迅速解决这场战斗。		
