Id	CvId	Cvs	Timing	Text
136022301	136022	3		战术配合……
136022302	136022	3	2763	在我曾经待过的地方不存在这样的东西
136022303	136022	3	6754	那里只有无止境的背叛和掠夺， 所有人为了跨过刀海， 都急着把别人挤下独木桥……
136022304	136022	3	16163	呼……
136022305	136022	3	20783	但是……现在我不用再想那些了。
136022306	136022	3	25485	虽然我不止一次提醒过自己不要去相信“运气”这种东西，但是能加入灰鸦 小队，遇到你，我真的非常幸运。
136022401	136022	4		战术配合……
136022402	136022	4	2705	在我曾经待过的地方不存在这样的东西
136022403	136022	4	5575	那里只有无止境的背叛和掠夺， 所有人为了跨过刀海， 都急着把别人挤下独木桥……
136022404	136022	4	14520	呼……
136022405	136022	4	16312	但是……现在我不用再想那些了。
136022406	136022	4	20784	虽然我不止一次提醒过自己不要去相信“运气”这种东西，但是能加入灰鸦 小队，遇到你，我真的非常幸运。
136023101	136023	1		“你不是独自一人”
136023102	136023	1	5546	这句话对我来说太过沉重。
136023103	136023	1	9666	不……正是因为它太过珍贵， 所以我更不愿看到对我说出这句话的人经受痛苦
136023104	136023	1	17951	既然如此， 还是独自承担一切更令我心安——
136023105	136023	1	21775	曾经我是这样想过，但这样的想法换来的只是更为沉重的后果……
136023106	136023	1	31800	我明白你想要说什么，指挥官，不管未来怎样，我以后都会跟你一起走下去。
136023201	136023	2		“你不是独自一人”， 这句话对我来说太过沉重。
136023202	136023	2	4778	不……正是因为它太过珍贵， 所以我更不愿看到对我说出这句话的人经受痛苦
136023203	136023	2	11457	既然如此，还是独自承担一切更令我 心安——曾经我是这样想过，但这样的想法换来的只是更为沉重的后果……
136023204	136023	2	21993	我明白你想要说什么，指挥官，不管未来怎样，我以后都会跟你一起走下去。
136023301	136023	3		“你不是独自一人”
136023302	136023	3	2968	这句话对我来说太过沉重。
136023303	136023	3	7759	不……正是因为它太过珍贵， 所以我更不愿看到对我说出这句话的人经受痛苦
136023304	136023	3	15580	既然如此， 还是独自承担一切更令我心安——
136023305	136023	3	20868	曾经我是这样想过，但这样的想法换来的只是更为沉重的后果……
136023306	136023	3	28359	我明白你想要说什么，指挥官，不管未来怎样，我以后都会跟你一起走下去。
136023401	136023	4		“你不是独自一人”
136023402	136023	4	2542	这句话对我来说太过沉重。
136023403	136023	4	6783	不……正是因为它太过珍贵， 所以我更不愿看到对我说出这句话的人经受痛苦
136023404	136023	4	14528	既然如此， 还是独自承担一切更令我心安——
136023405	136023	4	21185	曾经我是这样想过，但这样的想法换来的只是更为沉重的后果……
136023406	136023	4	26460	我明白你想要说什么，指挥官，不管未来怎样，我以后都会跟你一起走下去。
136028101	136028	1		喏，你的小机器人修好了， 我顺便加上了语音备忘录的功能……
136028102	136028	1	9247	嗯？
136028103	136028	1	10648	你想把语音数据替换成我的？
136028104	136028	1	15019	你……想都别想！
136028201	136028	2		喏，你的小机器人修好了， 我顺便加上了语音备忘录的功能……
136028202	136028	2	6659	你想把语音数据替换成我的？
136028203	136028	2	9375	你……想都别想！
136028301	136028	3		喏，你的小机器人修好了， 我顺便加上了语音备忘录的功能……
136028302	136028	3	8246	你想把语音数据替换成我的？
136028303	136028	3	11540	你……想都别想！
136028401	136028	4		喏，你的小机器人修好了， 我顺便加上了语音备忘录的功能……
136028402	136028	4	5536	你想把语音数据替换成我的？
136028403	136028	4	8915	你……
136028404	136028	4	10392	想都别想！
136031101	136031	1		你都是从哪找到这些东西的……
136031102	136031	1	3730	等下，我没说不要啊！
136031103	136031	1	7424	你既然给我了，那就只能是我的。
136031201	136031	2		你都是从哪找到这些东西的……
136031202	136031	2	3201	等下，我没说不要啊！
136031203	136031	2	5703	你既然给我了，那就只能是我的。
136031301	136031	3		你都是从哪找到这些东西的……
136031302	136031	3	3916	等下，我没说不要啊！
136031303	136031	3	6420	你既然给我了，那就只能是我的。
136032101	136032	1		你想试试我的新武器吗？
136032102	136032	1	3978	嗯，现在处在试做阶段， 远没有达到量产的标准……
136032103	136032	1	10073	因为各组件的拟合需要相当精密的 技术，我可以教你如何切换……
136032104	136032	1	16931	虽然复杂， 但它作为武器来说各方面都足够优秀
136032105	136032	1	21566	当然，目前也只有我才能完全驾驭它。
136032201	136032	2		你想试试我的新武器？
136032202	136032	2	2542	嗯，现在处在试做阶段， 远没有达到量产的标准……
136032203	136032	2	7577	因为各组件的拟合需要相当精密的 技术，我可以教你如何切换……
136032204	136032	2	12375	虽然复杂， 但它作为武器来说各方面都足够优秀
136032205	136032	2	16841	当然，目前也只有我才能完全驾驭它。
136032301	136032	3		你想试试我的新武器吗？
136032302	136032	3	3366	嗯，现在处在试做阶段， 远没有达到量产的标准……
136032303	136032	3	8887	因为各组件的拟合需要相当精密的 技术，我可以教你如何切换……
136032304	136032	3	15300	虽然复杂， 但它作为武器来说各方面都足够优秀
136032305	136032	3	20568	当然，目前也只有我才能完全驾驭它。
136032401	136032	4		你想试试我的新武器吗？
136032402	136032	4	2048	嗯，现在处在试做阶段， 远没有达到量产的标准……
136032403	136032	4	5794	因为各组件的拟合需要相当精密的 技术，我可以教你如何切换……
136032404	136032	4	11606	虽然复杂， 但它作为武器来说各方面都足够优秀
136032405	136032	4	16137	当然，目前也只有我才能完全驾驭它。
136097101	136097	1		唔……
136097102	136097	1	2583	嗯？
136097103	136097	1	4188	我看上去很苦恼？
136097104	136097	1	7112	并不是，我只是在想密封仓库申请的费用越来越高了，要怎么把你的这些东西保存得最好——
136097105	136097	1	17501	不，不对，什么都没有！
136097201	136097	2		唔……
136097202	136097	2	1868	嗯？
136097203	136097	2	2744	我看上去很苦恼？
136097204	136097	2	4251	并不是，我只是在想密封仓库申请的费用越来越高了，要怎么把你的这些东西保存得最好——
136097205	136097	2	11565	不，不对，什么都没有！
136097301	136097	3		唔……
136097302	136097	3	3589	嗯？
136097303	136097	3	4586	我看上去很苦恼？
136097304	136097	3	7129	并不是，我只是在想密封仓库申请的费用越来越高了，要怎么把你的这些东西保存得最好——
136097305	136097	3	14803	不，不对，什么都没有！
136097401	136097	4		唔……
136097402	136097	4	2443	嗯？
136097403	136097	4	4025	我看上去很苦恼？
136097404	136097	4	6045	并不是，我只是在想密封仓库申请的费用越来越高了，要怎么把你的这些东西保存得最好——
136097405	136097	4	14544	不，不对，什么都没有！
136037101	136037	1		小时候，为了给莫瑞讲热机的原理， 我曾经给他做过一种叫做“饮水鸟”的 玩具……
136037102	136037	1	10583	你问我为什么突然说这个？
136037103	136037	1	14489	因为你打瞌睡点头的频率， 已经快能和那只鸟媲美了。
136037201	136037	2		小时候，为了给莫瑞讲热机的原理， 我曾经给他做过一种叫做“饮水鸟”的 玩具……
136037202	136037	2	6560	你问我为什么突然说这个？
136037203	136037	2	9155	因为你打瞌睡点头的频率， 已经快能和那只鸟媲美了。
136037301	136037	3		小时候，为了给莫瑞讲热机的原理， 我曾经给他做过一种叫做“饮水鸟”的 玩具……
136037302	136037	3	9135	你问我为什么突然说这个？
136037303	136037	3	11521	因为你打瞌睡点头的频率， 已经快能和那只鸟媲美了。
136037401	136037	4		小时候，为了给莫瑞讲热机的原理， 我曾经给他做过一种叫做“饮水鸟”的 玩具……
136037402	136037	4	5172	你问我为什么突然说这个？
136037403	136037	4	7292	因为你打瞌睡点头的频率， 已经快能和那只鸟媲美了。
136038101	136038	1		指挥官，上次的实验结果……
136038102	136038	1	5205	指挥官？
136038103	136038	1	7939	人不在吗……
136038104	136038	1	11216	也是，这个人怎么可能闲得住
136038105	136038	1	18430	就在这里稍微等一会吧。
136038201	136038	2		指挥官，上次的实验结果……
136038202	136038	2	3610	指挥官？
136038203	136038	2	5603	人不在吗……
136038204	136038	2	6961	也是，这个人怎么可能闲得住
136038205	136038	2	10673	唉……
136038206	136038	2	11973	就在这里稍微等一会吧。
136038301	136038	3		指挥官，上次的实验结果……
136038302	136038	3	4380	指挥官？
136038303	136038	3	6276	人不在吗……
136038304	136038	3	8063	也是，这个人怎么可能闲得住
136038305	136038	3	14163	就在这里稍微等一会吧。
136038401	136038	4		指挥官，上次的实验结果……
136038402	136038	4	3339	指挥官？
136038403	136038	4	5195	人不在吗……
136038404	136038	4	7226	也是，这个人怎么可能闲得住
136038405	136038	4	12394	就在这里稍微等一会吧。
136060101	136060	1		你戳的每一下， 我都会以指数倍增奉还……
136060102	136060	1	5155	嗯——截至目前，已经累计了133637次
136060103	136060	1	12654	那么，准备好接受“回礼”了吗？
136060201	136060	2		你戳的每一下， 我都会以指数倍增奉还……
136060202	136060	2	4364	嗯——截至目前，已经累计了133637次
136060203	136060	2	10442	那么，准备好接受“回礼”了吗？
136060301	136060	3		你戳的每一下， 我都会以指数倍增奉还……
136060302	136060	3	5186	嗯——截至目前，已经累计了133637次
136060303	136060	3	12764	那么，准备好接受“回礼”了吗？
136060401	136060	4		你戳的每一下， 我都会以指数倍增奉还……
136060402	136060	4	4364	嗯——截至目前，已经累计了133637次
136060403	136060	4	14249	那么，准备好接受“回礼”了吗？
136045101	136045	1		这不会就是堂堂灰鸦指挥官的 报复计划吧……
136045102	136045	1	6062	哼，我在说什么？
136045103	136045	1	10801	你是想向我证明人类的身躯也能像 构造体一样连轴转三天吗？
136045104	136045	1	19834	我向你保证， 以后不会再以那种方式工作了。
136045105	136045	1	23868	相应地……你也快去休息。
136045201	136045	2		这不会就是堂堂灰鸦指挥官的 报复计划吧……
136045202	136045	2	3558	哼，我在说什么？
136045203	136045	2	6033	你是想向我证明人类的身躯也能像 构造体一样连轴转三天吗？
136045204	136045	2	10723	我向你保证， 以后不会再以那种方式工作了。
136045205	136045	2	14526	相应地……你也快去休息。
136045301	136045	3		这不会就是堂堂灰鸦指挥官的 报复计划吧……
136045302	136045	3	5081	哼，我在说什么？
136045303	136045	3	7786	你是想向我证明人类的身躯也能像 构造体一样连轴转三天吗？
136045304	136045	3	14305	我向你保证， 以后不会再以那种方式工作了。
136045305	136045	3	18365	相应地……你也快去休息。
136045401	136045	4		这不会就是堂堂灰鸦指挥官的 报复计划吧……
136045402	136045	4	4507	哼，我在说什么？
136045403	136045	4	8259	你是想向我证明人类的身躯也能像 构造体一样连轴转三天吗？
136045404	136045	4	13884	我向你保证， 以后不会再以那种方式工作了。
136045405	136045	4	17579	相应地……你也快去休息。
136051101	136051	1		我并没有在发呆，我只是在思考 三门问题，排除掉一扇你不会进的门， 剩下两扇里哪个你会出现——
136051102	136051	1	13299	嗯？
136051103	136051	1	15129	这里只有一扇大门？
136051104	136051	1	19711	咳……
136051201	136051	2		我并没有在发呆，我只是在思考 三门问题，排除掉一扇你不会进的门， 剩下两扇里哪个你会出现——
136051202	136051	2	10726	这里只有一扇大门？
136051203	136051	2	13066	咳……
136051301	136051	3		我并没有在发呆，我只是在思考 三门问题，排除掉一扇你不会进的门， 剩下两扇里哪个你会出现——
136051302	136051	3	12221	这里只有一扇大门？
136051303	136051	3	15115	咳……
136051401	136051	4		我并没有在发呆，我只是在思考 三门问题，排除掉一扇你不会进的门， 剩下两扇里哪个你会出现——
136051402	136051	4	11352	这里只有一扇大门？
136051403	136051	4	14347	咳……
136052101	136052	1		你昨晚是不是又熬夜了？
136052102	136052	1	4080	对自己的小队负责的体现之一就是对自己的身体状况负责，你作为“首席”，不应该不明白这个道理，可你最近的 平均睡眠时间只有……
136052103	136052	1	20702	你还问我为什么知道得那么清楚？
136052104	136052	1	24039	当然是因为我问了拉普拉斯妖。
136052201	136052	2		你昨晚是不是又熬夜了？
136052202	136052	2	2181	对自己的小队负责的体现之一就是对自己的身体状况负责，你作为“首席”，不应该不明白这个道理，可你最近的 平均睡眠时间只有……
136052203	136052	2	11735	你还问我为什么知道得那么清楚？
136052204	136052	2	14533	当然是因为我问了拉普拉斯妖。
136052301	136052	3		你昨晚是不是又熬夜了？
136052302	136052	3	3375	对自己的小队负责的体现之一就是对自己的身体状况负责，你作为“首席”，不应该不明白这个道理，可你最近的 平均睡眠时间只有……
136052303	136052	3	16411	你还问我为什么知道得那么清楚？
136052304	136052	3	18934	当然是因为我问了拉普拉斯妖。
136052401	136052	4		你昨晚是不是又熬夜了？
136052402	136052	4	2862	对自己的小队负责的体现之一就是对自己的身体状况负责，你作为“首席”，不应该不明白这个道理，可你最近的 平均睡眠时间只有……
136052403	136052	4	13061	你还问我为什么知道得那么清楚？
136052404	136052	4	14776	当然是因为我问了拉普拉斯妖。
136053101	136053	1		早啊，睡醒了？
136053102	136053	1	4747	嗯
136053103	136053	1	6090	今天的问候就是这个了， 明天也可以再试试别的。
136053104	136053	1	12756	反正我们未来每天都得这么问候一句，那干脆定一个我们都喜欢的句子更方便——所以，你喜欢哪句？
136053201	136053	2		早啊，睡醒了？
136053202	136053	2	2723	嗯
136053203	136053	2	4039	今天的问候就是这个了， 明天也可以再试试别的。
136053204	136053	2	9649	反正我们未来每天都得这么问候一句，那干脆定一个我们都喜欢的句子更方便——所以，你喜欢哪句？
136053301	136053	3		早啊，睡醒了？
136053302	136053	3	3765	嗯
136053303	136053	3	5098	今天的问候就是这个了， 明天也可以再试试别的。
136053304	136053	3	10527	反正我们未来每天都得这么问候一句，那干脆定一个我们都喜欢的句子更方便——所以，你喜欢哪句？
136053401	136053	4		早啊，睡醒了？
136053402	136053	4	3196	嗯
136053403	136053	4	3784	今天的问候就是这个了， 明天也可以再试试别的。
136053404	136053	4	8754	反正我们未来每天都得这么问候一句，那干脆定一个我们都喜欢的句子更方便——所以，你喜欢哪句？
136057101	136057	1		如果我失去平衡， 第一反应就是拉你垫背……
136057102	136057	1	6306	咳，开玩笑的，别闹了
136057103	136057	1	10724	当心反而伤到你自己。
136057201	136057	2		如果我失去平衡， 第一反应就是拉你垫背……
136057202	136057	2	4670	咳，开玩笑的，别闹了
136057203	136057	2	6555	当心反而伤到你自己。
136057301	136057	3		如果我失去平衡， 第一反应就是拉你垫背……
136057302	136057	3	6724	咳，开玩笑的，别闹了
136057303	136057	3	8926	当心反而伤到你自己。
136099101	136099	1		给你，这是回礼……
136099102	136099	1	3454	一个小型定位器，是用我修整机体时换下的动力核心改装的，即使通讯断绝，你也能通过它知道我在哪。
136099103	136099	1	16849	相对的，如果你按下这个按钮， 我也能知道你的位置，只要你需要我， 不管有多远，我都一定会赶去你身边。
136099201	136099	2		给你，这是回礼……
136099202	136099	2	3197	一个小型定位器，是用我修整机体时换下的动力核心改装的，即使通讯断绝，你也能通过它知道我在哪。
136099203	136099	2	12155	相对的，如果你按下这个按钮， 我也能知道你的位置，只要你需要我， 不管有多远，我都一定会赶去你身边。
136099301	136099	3		给你，这是回礼……
136099302	136099	3	3370	一个小型定位器，是用我修整机体时换下的动力核心改装的，即使通讯断绝，你也能通过它知道我在哪。
136099303	136099	3	14136	相对的，如果你按下这个按钮， 我也能知道你的位置，只要你需要我， 不管有多远，我都一定会赶去你身边。
136099401	136099	4		给你，这是回礼……
136099402	136099	4	2946	一个小型定位器，是用我修整机体时换下的动力核心改装的，即使通讯断绝，你也能通过它知道我在哪。
136099403	136099	4	11939	相对的，如果你按下这个按钮， 我也能知道你的位置，只要你需要我， 不管有多远，我都一定会赶去你身边。
130060101	130060	1		呼呼呼~指挥官点击的动作在七实看来就像是静止一样呢……
130060102	130060	1	6025	呜哇，住手啦
130060103	130060	1	9372	七实只是想要说说这句耍帅的台词而已
130060201	130060	2		呼呼呼~指挥官点击的动作在七实看来就像是静止一样呢……
130060202	130060	2	5776	呜哇，住手啦，七实只是想要说说这句耍帅的台词而已。
130060301	130060	3		呼呼呼~指挥官点击的动作在七实看来就像是静止一样呢……
130060302	130060	3	6154	呜哇，住手啦，七实只是想要说说这句耍帅的台词而已。
130060401	130060	4		呼呼呼~指挥官点击的动作在七实看来就像是静止一样呢……
130060402	130060	4	6314	呜哇，住手啦，七实只是想要说说这句耍帅的台词而已。
130054101	130054	1		……
130054102	130054	1	5547	指挥官，你不准忘记七实哦。
130054201	130054	2		……
130054202	130054	2	5270	指挥官，你不准忘记七实哦。
130054301	130054	3		……
130054302	130054	3	5612	指挥官，你不准忘记七实哦。
130056101	130056	1		……
130056102	130056	1	2523	要是七实晕了的话， 你要负责把七实抱回去！
130039301	130039	3		指挥官
130039302	130039	3	2813	如果还是不理七实的话， 七实也是会生气的哦！嗯呜——！
130056301	130056	3		……
130056302	130056	3	3018	要是七实晕了的话， 你要负责把七实抱回去！
132019101	132019	1		哎，我还真是劳苦命， 老是被你找上门……
132019102	132019	1	9536	你要去哪里？不准找别人！
132019201	132019	2		哎，我还真是劳苦命， 老是被你找上门……
132019202	132019	2	10545	你要去哪里？不准找别人！
132019301	132019	3		哎，我还真是劳苦命， 老是被你找上门……
132019302	132019	3	9485	你要去哪里？不准找别人！
132019401	132019	4		……
132019402	132019	4	3000	哎，我还真是劳苦命， 老是被你找上门……
132019403	132019	4	9801	你要去哪里？不准找别人！
132040101	132040	1		哼~哼~哼~ 这睡脸看上去也挺有趣的……
132040102	132040	1	7886	哇！
132040103	132040	1	11194	睡觉时怎么可以突然睁开眼
132040104	132040	1	13510	快给我闭上！
132040201	132040	2		哼~哼~哼~ 这睡脸看上去也挺有趣的……
132040202	132040	2	7676	哇！
132040203	132040	2	10888	睡觉时怎么可以突然睁开眼
132040204	132040	2	13880	快给我闭上！
132040301	132040	3		哼~哼~哼~ 这睡脸看上去也挺有趣的……
132040302	132040	3	7788	哇！
132040303	132040	3	10244	睡觉时怎么可以突然睁开眼
132040304	132040	3	13344	快给我闭上！
132040401	132040	4		哼~哼~哼~ 这睡脸看上去也挺有趣的……
132040402	132040	4	7899	哇！
132040403	132040	4	10405	睡觉时怎么可以突然睁开眼
132040404	132040	4	13923	快给我闭上！
132051101	132051	1		就算是在战场上， 技术人员也是不可或缺的
132051102	132051	1	4399	所以该呆在谁身边就不用我多说……
132051103	132051	1	9883	你真的明白了？
132051201	132051	2		就算是在战场上， 技术人员也是不可或缺的
132051202	132051	2	5184	所以该呆在谁身边就不用我多说……
132051203	132051	2	10733	你真的明白了？
132051301	132051	3		就算是在战场上， 技术人员也是不可或缺的
132051302	132051	3	5233	所以该呆在谁身边就不用我多说……
132051303	132051	3	10715	你真的明白了？
132051401	132051	4		就算是在战场上， 技术人员也是不可或缺的
132051402	132051	4	5391	所以该呆在谁身边就不用我多说……
132051403	132051	4	10035	你真的明白了？
132059101	132059	1		……
132059102	132059	1	4153	你……
132059103	132059	1	6531	你不要太得意！
132059201	132059	2		……
132059202	132059	2	4212	你……
132059203	132059	2	7769	你不要太得意！
132059301	132059	3		……
132059302	132059	3	4085	你……
132059303	132059	3	7193	你不要太得意！
132059401	132059	4		……
132059402	132059	4	3983	你……
132059403	132059	4	7548	你不要太得意！
132097101	132097	1		今天回休息室时，记得看下你左手边。
132097102	132097	1	6079	对，就是从上往下数的第二个抽屉。
132097103	132097	1	11453	绝对绝对不许忘了，你发誓！
132097201	132097	2		今天回休息室时，记得看下你左手边。
132097202	132097	2	5986	对，就是从上往下数的第二个抽屉。
132097203	132097	2	11481	绝对绝对不许忘了，你发誓！
132097301	132097	3		今天回休息室时，记得看下你左手边。
132097302	132097	3	6268	对，就是从上往下数的第二个抽屉。
132097303	132097	3	11282	绝对绝对不许忘了，你发誓！
132097401	132097	4		……
132097402	132097	4	1306	今天回休息室时，记得看下你左手边。
132097403	132097	4	6236	对，就是从上往下数的第二个抽屉。
132097404	132097	4	11459	绝对绝对不许忘了，你发誓！
132055101	132055	1		……
132055102	132055	1	5047	没用没用
132055103	132055	1	6968	这招对现在的我已经没用了。
132055201	132055	2		……
132055202	132055	2	5028	没用没用
132055203	132055	2	6478	这招对现在的我已经没用了。
132055301	132055	3		……
132055302	132055	3	5013	没用没用
132055303	132055	3	6927	这招对现在的我已经没用了。
132055401	132055	4		……
132055402	132055	4	4996	没用没用
132055403	132055	4	7470	这招对现在的我已经没用了。
137004101	137004	1		在原有的基础上改进升级……
137004102	137004	1	3502	不不不，太小家子气了！
137004103	137004	1	5928	不如……让艾拉重新设计一套机体方案怎么样？我的灵感可是多到用不完呢。
137004201	137004	2		在原有的基础上改进升级……
137004202	137004	2	3654	不不不，太小家子气了！
137004203	137004	2	6471	不如……让艾拉重新设计一套机体方案怎么样？我的灵感可是多到用不完呢。
137004301	137004	3		在原有的基础上改进升级……
137004302	137004	3	2828	不不不，太小家子气了！
137004303	137004	3	6105	不如……让艾拉重新设计一套机体方案怎么样？我的灵感可是多到用不完呢。
137004401	137004	4		在原有的基础上改进升级……
137004402	137004	4	3192	不不不，太小家子气了！
137004403	137004	4	5894	不如……让艾拉重新设计一套机体方案怎么样？我的灵感可是多到用不完呢。
137006101	137006	1		提问，究竟是谁设计出了如此兼具美感与破坏力的武器呢……？
137006102	137006	1	8855	Bingo，答案当然是艾拉本人啦。
137006201	137006	2		提问，究竟是谁设计出了如此兼具美感与破坏力的武器呢……？
137006202	137006	2	7321	Bingo，答案当然是艾拉本人啦。
137006301	137006	3		提问，究竟是谁设计出了如此兼具美感与破坏力的武器呢……？
137006302	137006	3	5886	Bingo，答案当然是艾拉本人啦。
137009101	137009	1		艺术协会成员闲暇时的爱好？
137009102	137009	1	6175	有些人喜欢收集考古任务时顺手淘上来的小玩意儿；有些人则埋头在空中花园的商业设计订单里；还有些人会专注于自己的艺术创作……
137009103	137009	1	18397	我？我的话，上面所说的一切， 我都喜欢去做！
137009201	137009	2		艺术协会成员闲暇时的爱好？
137009202	137009	2	3956	有些人喜欢收集考古任务时顺手淘上来的小玩意儿；有些人则埋头在空中花园的商业设计订单里面；还有些人会专注于自己的艺术创作……
137009203	137009	2	16835	我？我的话，上面所说的一切， 我都喜欢去做！
137009301	137009	3		艺术协会成员闲暇时的爱好？
137009302	137009	3	3407	有些人喜欢收集考古任务时顺手淘上来的小玩意儿；有些人则埋头在空中花园的商业设计订单里；还有些人会专注于自己的艺术创作……
137009303	137009	3	16177	我？我的话，上面所说的一切， 我都喜欢去做！
137009401	137009	4		艺术协会成员闲暇时的爱好？
137009402	137009	4	2616	有些人喜欢收集考古任务时顺手淘上来的小玩意儿；有些人则埋头在空中花园的商业设计订单里；还有些人会专注于自己的艺术创作……
137009403	137009	4	13777	我？我的话，上面所说的一切， 我都喜欢去做！
137010101	137010	1		空中花园的人和物， 没几个是艾拉不知道的哦？
137010102	137010	1	4434	我没有在炫耀自己的记忆力啦！
137010103	137010	1	7354	不过……
137010104	137010	1	9102	就算比不上地球， 仅仅是个人造的小小庭院， 空中花园也是我长大的地方……
137010105	137010	1	16589	想要更多了解它一点， 不是很正常的事吗？
137010201	137010	2		空中花园的人和物， 没几个是艾拉不知道的哦？
137010202	137010	2	5450	我没有在炫耀自己的记忆力啦！
137010203	137010	2	8318	不过……就算比不上地球， 仅仅是个人造的小小庭院， 空中花园也是我长大的地方……
137010204	137010	2	15634	想要更多了解它一点， 不是很正常的事吗？
137010301	137010	3		空中花园的人和物， 没几个是艾拉不知道的哦？
137010302	137010	3	5702	我没有在炫耀自己的记忆力啦！
137010303	137010	3	8389	不过……就算比不上地球， 仅仅是个人造的小小庭院， 空中花园也是我长大的地方……
137010304	137010	3	17564	想要更多了解它一点， 不是很正常的事吗？
137010401	137010	4		空中花园的人和物， 没几个是艾拉不知道的哦？
137010402	137010	4	3807	我没有在炫耀自己的记忆力啦！
137010403	137010	4	7011	不过……就算比不上地球， 仅仅是个人造的小小庭院， 空中花园也是我长大的地方……
137010404	137010	4	13636	想要更多了解它一点， 不是很正常的事吗？
137011101	137011	1		更换机体的理由？
137011102	137011	1	3272	这是艾拉为了迈向新的开始， 所做的第一个努力。
137011103	137011	1	6500	有时候，仅仅是改变外观也能给人 不一样的感觉。
137011104	137011	1	12049	这么说来， 要我帮指挥官设计一套新制服吗？
137011201	137011	2		更换机体的理由？
137011202	137011	2	2512	这是艾拉为了迈向新的开始， 所做的第一个努力。
137011203	137011	2	6740	有时候，仅仅是改变外观也能给人 不一样的感觉。
137011204	137011	2	11804	这么说来， 要我帮指挥官设计一套新制服吗？
137011301	137011	3		更换机体的理由？
137011302	137011	3	2240	这是艾拉为了迈向新的开始， 所做的第一个努力。
137011303	137011	3	6089	有时候，仅仅是改变外观也能给人 不一样的感觉。
137011304	137011	3	10331	这么说来， 要我帮指挥官设计一套新制服吗？
137011401	137011	4		更换机体的理由？
137011402	137011	4	2392	这是艾拉为了迈向新的开始， 所做的第一个努力。
137011403	137011	4	5135	有时候，仅仅是改变外观也能给人 不一样的感觉。
137011404	137011	4	8932	这么说来， 要我帮指挥官设计一套新制服吗？
137012101	137012	1		这段时间，空中花园里对艺术感兴趣的构造体貌似变多了……
137012102	137012	1	6387	嗯……要不要艾拉专门开一门绘画课？
137012103	137012	1	11781	指挥官也有兴趣吗？ 那么，有必要再多设一间私人教室呢。
137012201	137012	2		这段时间，空中花园里对艺术感兴趣的构造体貌似变多了……
137012202	137012	2	6625	嗯……要不要艾拉专门开一门绘画课？
137012203	137012	2	11768	指挥官也有兴趣吗？
137012204	137012	2	13999	那么，有必要再多设一间私人教室呢。
137012301	137012	3		这段时间，空中花园里对艺术感兴趣的构造体貌似变多了……
137012302	137012	3	5587	嗯……要不要艾拉专门开一门绘画课？
137012303	137012	3	9414	指挥官也有兴趣吗？
137012304	137012	3	11513	那么，有必要再多设一间私人教室呢。
137012401	137012	4		这段时间，空中花园里对艺术感兴趣的构造体貌似变多了……
137012402	137012	4	5293	嗯……要不要艾拉专门开一门绘画课？
137012403	137012	4	8699	指挥官也有兴趣吗？
137012404	137012	4	11482	那么，有必要再多设一间私人教室呢。
137013101	137013	1		幻想系的作品我也很喜欢！
137013102	137013	1	4177	不管是黄金时代的， 还是现在的人们创造出来的……
137013103	137013	1	7592	发散在文字与画面之中的，那无穷无尽的想象力，不觉得很令人着迷吗？
137013104	137013	1	13934	有时也会被人说“幼稚”就是啦， 但是，管它呢！
137013201	137013	2		幻想系的作品我也很喜欢！
137013202	137013	2	2866	不管是黄金时代的， 还是现在的人们创造出来的……
137013203	137013	2	7000	发散在文字与画面之中的，那无穷无尽的想象力，不觉得很令人着迷吗？
137013204	137013	2	13796	有时也会被人说“幼稚”就是啦， 但是，管它呢！
137013301	137013	3		幻想系的作品我也很喜欢！
137013302	137013	3	2933	不管是黄金时代的， 还是现在的人们创造出来的……
137013303	137013	3	6890	发散在文字与画面之中的，那无穷无尽的想象力，不觉得很令人着迷吗？
137013304	137013	3	13271	有时也会被人说“幼稚”就是啦
137013305	137013	3	16227	但是，管它呢！
137013401	137013	4		幻想系的作品我也很喜欢！
137013402	137013	4	1916	不管是黄金时代的， 还是现在的人们创造出来的……
137013403	137013	4	5514	发散在文字与画面之中的，那无穷无尽的想象力，不觉得很令人着迷吗？
137013404	137013	4	11969	有时也会被人说“幼稚”就是啦
137013405	137013	4	14737	但是，管它呢！
137014101	137014	1		等等，指挥官
137014102	137014	1	2346	就这样保持那个姿势……
137014103	137014	1	4726	一会儿……再一会儿……
137014104	137014	1	7726	好！刚才的光景， 应该能滋生不少绝妙的灵感！
137014201	137014	2		等等，指挥官
137014202	137014	2	2236	就这样保持那个姿势……
137014203	137014	2	5808	一会儿……再一会儿……
137014204	137014	2	7993	好！刚才的光景， 应该能滋生不少绝妙的灵感！
137014301	137014	3		等等，指挥官
137014302	137014	3	2376	就这样保持那个姿势……
137014303	137014	3	5028	一会儿……再一会儿……
137014304	137014	3	7915	好！刚才的光景， 应该能滋生不少绝妙的灵感！
137014401	137014	4		等等，指挥官
137014402	137014	4	2264	就这样保持那个姿势……
137014403	137014	4	6158	一会儿……再一会儿……
137014404	137014	4	8155	好！刚才的光景， 应该能滋生不少绝妙的灵感！
137015101	137015	1		就算是描绘同样的事物，也会因流派的差异，产生截然不同的效果。
137015102	137015	1	5725	比如说，印象画派会强调光色氛围对 画面的影响，但写实画派就……
137015103	137015	1	12856	嗯？你问艾拉属于哪个流派？
137015104	137015	1	16652	唔……
