Id	Name	Subtitle	Desc	SimpleDesc	TypeDesc	Icon	Cd	BaseDamageLimit	Rate	AttribType	Tags	EntryName	EntryDesc	VideoConfigId	SecondSkill
508	Aetherstrike		<b>[Aetherstrike]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Aetherstrike</color>\nPerforms a spinning attack on enemies, combines weapons into Shield & Axe, and deals DMG.\n- Deals DMG equal to 114% ATK in total.\n- Recovers 10 Signature Energy in total.\nGrants the character [Blazing Edge] for 17s.\n[Blazing Edge]: Provides up to 30% DMG Bonus based on [Sharpness Value] at the time of transformation.\nTransformation does not clear the character's current [Sharpness Value].\nWhen casting [Aetherstrike], gains Shield equal to 2050 + 25% of the character's max HP. This shield refreshes when repeatedly gained or when casting [Prismatic Thrust].\n<b>[Prismatic Thrust]</b> - <color=#ffdd93>Shield & Axe in Hand + Tap Prismatic Thrust</color>\nCharges at enemies, splits Shield & Axe back into Sword & Shield, and deals DMG.\n- Deals DMG equal to 80% ATK in total.\n- Recovers 10 Signature Energy in total.\nTransformation does not clear the character's current [Infinitas Value].\nWhen casting [Prismatic Thrust], gains Shield equal to 2050 + 25% of the character's max HP. This shield refreshes when repeatedly gained or when casting [Aetherstrike].	<b>[Aetherstrike]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Aetherstrike</color>\nPerforms a spinning attack on enemies, combines weapons into Shield Axe, and deals DMG, gaining Super Armor in the process.\nGrants the character [Blazing Edge] for 17s.\n[Blazing Edge]: Provides DMG Bonus based on [Sharpness Value] at the time of transformation.\nTransformation does not clear the character's current [Sharpness Value].\nNanami gains Shield when switching to Shield Axe.\n<b>[Prismatic Thrust]</b> - <color=#ffdd93>Shield Axe in Hand + Tap Prismatic Thrust</color>\nCharges at enemies, splits Shield Axe back into Sword & Shield, and deals DMG, gaining Super Armor in the process.\nTransformation does not clear the character's current [Infinitas Value].\nNanami gains Shield when switching to Sword & Shield.	Core Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao41.png	15	6222	11400	1	['Skill DMG', 'Shield']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33102	
509	Phantom Radiance	Sword Shield Mode	<b>[Gravity Launch]</b> - <color=#ffdd93>Sword & Shield in Hand + Drag Joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- After a successful Extreme Dodge, becomes Invincible for 1.5s.\n<b>[Thunder Plow]</b> - <color=#ffdd93>Trigger Extreme Dodge + Tap Basic Attack</color>\nTap Basic Attack to quickly switch to Shield Axe and perform an enhanced attack.\n- Deals DMG equal to 140% ATK in total.\n- Recovers 5 Signature Energy in total.	<b>[Gravity Launch]</b> - <color=#ffdd93>Sword & Shield in Hand + Drag Joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- After a successful Extreme Dodge, becomes Invincible for 1.5s.\n<b>[Thunder Plow]</b> - <color=#ffdd93>Trigger Extreme Dodge + Tap Basic Attack</color>\nTap Basic Attack to quickly switch to Shield Axe and perform an enhanced attack.	Dodge	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		7644	14000	1	['Dodge Check']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33120	[510]
510	Pulse Dash	Shield Axe Mode	<b>[Comet Stream]</b> - <color=#ffdd93>Hold Shield & Axe + Drag Joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- After a successful Extreme Dodge, becomes Invincible for 1.5s.\n<b>[Thunder Whirlwind]</b> - <color=#ffdd93>Trigger Extreme Dodge + Tap Basic Attack</color>\nTap Basic Attack to perform a powerful spinning slash.\n- Deals total DMG equal to 350% ATK.\n- Recovers 5 Signature Energy in total.	<b>[Comet Stream]</b> - <color=#ffdd93>Hold Shield & Axe + Drag Joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- After a successful Extreme Dodge, becomes Invincible for 1.5s.\n<b>[Thunder Whirlwind]</b> - <color=#ffdd93>Trigger Extreme Dodge + Tap Basic Attack</color>\nTap Basic Attack to perform a powerful spinning slash.	Dodge	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		16380	30000	1	['Dodge Check']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33118	
401	Ode for Everlight		<b>[Ode for Everlight]</b> - <color=#0d70bc>Liv: Empyrea can accumulate [Chant Stacks] through Holywings Mass, Zodiacal Grace, Purity Oath, and the final hit of her basic attack</color>, up to 12 stacks.\n- For every 4 stacks accumulated, two homing healing projectiles are fired, instantly recovering 10% of Liv's max HP for teammates, after which affected teammates and Liv receive a [Healing Support] effect for 5s.\n[Healing Support]: Recovers 2.5% of Liv: Empyrea's max HP per second.\n- When [Chant Stacks] reach maximum, press and hold Basic Attack to cast [Divine Prayer], clearing all [Chant Stacks] and entering <color=#D91414>[Empyrea Form]</color>.\n[Empyrea Form]: Lasts for 8s, grants a 20% healing boost that lasts for 15s, and replaces [Nighttime Prayer] with [Azure Firmament]. In this form, Liv cannot accumulate [Chant Stacks]. Press and hold Basic Attack to cast two enhanced skills: [Radiant Judgment I] and [Radiant Judgment II]. Automatically exits [Empyrea Form] after casting [Radiant Judgment II].	<b>[Ode for Everlight]</b> - <color=#0d70bc>Liv: Empyrea can accumulate [Chant Stacks] through Holywings Mass, Zodiacal Grace, Purity Oath, and the final hit of her basic attack</color>, up to 12 stacks.\n- For every 4 stacks accumulated, two homing healing projectiles are fired, instantly recovering HP for teammates, after which affected teammates and Liv receive a [Healing Support] effect for 5s.\n[Healing Support]: Recovers 2.5% of Liv: Empyrea's max HP per second.\n- When [Chant Stacks] reach maximum, press and hold Basic Attack to cast [Divine Prayer], clearing all [Chant Stacks] and entering <color=#D91414>[Empyrea Form]</color>.\n[Empyrea Form]: Lasts for 8s, grants a healing boost that lasts for 15s, and replaces [Nighttime Prayer] with [Azure Firmament]. In this form, Liv cannot accumulate [Chant Stacks]. Press and hold Basic Attack to cast two enhanced skills: [Radiant Judgment I] and [Radiant Judgment II]. Automatically exits [Empyrea Form] after casting [Radiant Judgment II].	Core Passive	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4LifuFz.png				1	['Heal', 'DMG Immunity']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33208	
402	Luminous Chant		<b>[Luminous Chant]</b> <color=#0d70bc>- Liv: Empyrea can accumulate [Chant Stacks] through Holywings Mass, Zodiacal Grace, Purity Oath, and the final hit of her basic attack</color>, up to 12 stacks.\n- Consume 8 [Chant Stacks] to enter [Empyrea Form], where she gains a 10% ATK boost and can cast [Radiant Judgment I] and [Radiant Judgment II] by pressing and holding Basic Attack. Replaces [Nighttime Prayer] with [Azure Firmament], and Liv cannot accumulate [Chant Stacks] in this form.\n- When [Chant Stacks] reach 4 or more, unlocks [Nighttime Prayer] and [Crimson Crown]. Consumes 4 [Chant Stacks] to cast these skills	<b>[Luminous Chant]</b> <color=#0d70bc>- Liv: Empyrea can accumulate [Chant Stacks] through Holywings Mass, Zodiacal Grace, Purity Oath, and the final hit of her basic attack</color>, up to 12 stacks.\n- Consume 8 [Chant Stacks] to enter [Empyrea Form], where she gains an ATK boost and can cast [Radiant Judgment I] and [Radiant Judgment II] by pressing and holding Basic Attack. Replaces [Nighttime Prayer] with [Azure Firmament], and Liv cannot accumulate [Chant Stacks] in this form.\n- When [Chant Stacks] reach 4 or more, unlocks [Nighttime Prayer] and [Crimson Crown]. Consumes 4 [Chant Stacks] to cast these skills	Core Passive	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4LifuSc.png				1	['DMG Buff']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33208	
403	Radiant Judgment I		<b>[Radiant Judgment I]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea waves her scepter to release energy, controlling two tactical drones to continuously fire devastating lasers that deal multiple hits to enemies.\n- Deals a total of 250% DMG.\n- Gains 30 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.\n<b>[Radiant Judgment II]</b> - <color=#0d70bc>[Empyrea Form] + Cast [Radiant Judgment I] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.\n- Deals up to 380% total DMG.\n- Gains 30 Signature Energy.\n- Liv gains 20% DMG Reduction upon casting.	<b>[Radiant Judgment I]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea waves her scepter to release energy, controlling two tactical drones to continuously fire devastating lasers that deal multiple hits to enemies.\n<b>[Radiant Judgment II]</b> - <color=#0d70bc>[Empyrea Form] + Cast [Radiant Judgment I] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.	Core Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		10500	25000	1	['Core DMG', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33209	
404	Radiant Judgment II		<b>[Radiant Judgment II]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.\n- Deals a total of 300% DMG.\n- Gains 30 Signature Energy.\n- Liv gains 20% DMG Reduction upon casting.	<b>[Radiant Judgment I]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.	Core Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		12600	30000	1	['Core DMG', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33209	
405	Psalm from Afar		<b>[Psalm from Afar]</b> - <color=#0d70bc>Tap Basic Attack</color>\nLiv: Empyrea performs beam attacks with her scepter and tactical drones.\n- Deals a total of 360.49% DMG.\n- The final hit of Basic Attack grants 1 [Chant Stack].\n- Each hit grants 1 Signature Energy.	<b>[Psalm from Afar]</b> - <color=#0d70bc>Tap Basic Attack</color>\nLiv: Empyrea performs beam attacks with her scepter and tactical drones.	Basic Attack	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu11.png		12936	30800	1	['Basic Attack DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33201	
406	Holywings Mass		<b>[Holywings Mass]</b> - <color=#0d70bc>Tap Skill 1</color>\nLiv: Empyrea spreads her wings and dashes in the joystick direction, gaining a dodge check during the dash, and releases 10 light feathers to attack enemies.\n- Deals a total of 150% DMG.\n- Gains 2 [Chant Stacks].\n- Gains 10 Signature Energy.	<b>[Holywings Mass]</b> - <color=#0d70bc>Tap Skill 1</color>\nLiv: Empyrea spreads her wings and dashes in the joystick direction, gaining a dodge check during the dash, and releases 10 light feathers to attack enemies.	Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu21.png	6	6300	15000	1	['Skill DMG', 'Dodge Check']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33202	
407	Chaos Oath		<b>[Chaos Oath]</b> - <color=#0d70bc>Continuously tap Skill 1</color>\nLiv: Empyrea casts Chaos Oath, creating a black hole that pulls in enemies in an extremely large area and deals damage.\n- Deals a total of 100% DMG.\n- Gains 2 [Chant Stacks].\n- Gains 10 Signature Energy.	<b>[Chaos Oath]</b> - <color=#0d70bc>Continuously tap Skill 1</color>\nLiv: Empyrea casts Chaos Oath, creating a black hole that pulls in enemies in an extremely large area and deals damage.	Enhanced Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu21.png	6	5040	12000	1	['Skill DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33212	
408	Zodiacal Grace		<b>[Zodiacal Grace]</b> - <color=#0d70bc>Tap Skill 2</color>\nLiv: Empyrea fires an energy beam to attack enemies.\n- Deals a total of 262.88% DMG in a large area.\n- Gains 1 [Chant Stack]\n- Gains 20 Signature Energy.\n- Continuously tap to trigger [Purity Oath].\n<b>[Purity Oath]</b> - <color=#0d70bc>Continuously tap Skill 2</color>\nLiv: Empyrea fires an enormous energy beam from the ground to attack enemies.\n- Deals a total of 311.2% DMG in a massive area.\n- Gains 1 [Chant Stack].\n- Gains 20 Signature Energy.	<b>[Zodiacal Grace]</b> - <color=#0d70bc>Tap Skill 2</color>\nLiv: Empyrea fires an energy beam to attack enemies.\n- Continuously tap to trigger [Purity Oath].\n<b>[Purity Oath]</b> - <color=#0d70bc>Continuously tap Skill 2</color>\nLiv: Empyrea fires an enormous energy beam from the ground to attack enemies.	Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu31.png	18	9660	23000	1	['Skill DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33203	
409	Purity Oath		<b>[Purity Oath]</b> - <color=#0d70bc>Continuously tap Skill 2</color>\nLiv: Empyrea fires an enormous energy beam from the ground to attack enemies.\n- Deals a total of 280% DMG in a massive area.\n- Gains 1 [Chant Stack].\n- Gains 20 Signature Energy.	<b>[Purity Oath]</b> - <color=#0d70bc>Continuously tap Skill 2</color>\nLiv: Empyrea fires an enormous energy beam from the ground to attack enemies.	Enhanced Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu31.png	18	11760	28000	1	['Skill DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33213	
410	Nighttime Prayer		<b>[Nighttime Prayer]</b> - <color=#0d70bc>Tap Skill 3</color>\nLiv: Empyrea performs an Empyreal Prayer, summoning a healing array from above to restore her own HP, then releases beams of light that heal all allies.\n- Restores HP equal to 25% of Liv's max HP to all allied units on the battlefield\n- Gains 20 Signature Energy.\n- Enters [Empyrea Form], then switches to [Azure Firmament].\nLiv gains 20% DMG Reduction when casting.\n<b>[Azure Firmament]</b> - <color=#0d70bc>Empyrea Form + Tap Skill 3</color>\nLiv: Empyrea deploys Azure Firmament, and heals all allies.\n- Restores HP equal to 25% of Liv's max HP to all allied units on the battlefield.\n- [Azure Firmament]: Allies within the area gain 90% DMG Reduction.\n- Gains 20 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.	<b>[Nighttime Prayer]</b> - <color=#0d70bc>Tap Skill 3</color>\nLiv: Empyrea performs an Empyreal Prayer, summoning a healing array from above to restore her own HP, then releases beams of light that heal all allies.\n- Enters [Empyrea Form], then switches to [Azure Firmament].\n<b>[Azure Firmament]</b> - <color=#0d70bc>Empyrea Form + Tap Skill 3</color>\nLiv: Empyrea deploys Azure Firmament, and heals all allies.	Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	16			1	['Area Healing', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33204	
411	Azure Firmament		<b>[Azure Firmament]</b> - <color=#0d70bc>Empyrea Form + Tap Skill 3</color>\nLiv: Empyrea deploys Azure Firmament and heals all allies.\n- Restores HP equal to 25% of Liv's max HP to all allied units on the battlefield.\n- [Azure Firmament]: Allies within the area gain 90% DMG Reduction.\n- Gains 20 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.	<b>[Azure Firmament]</b> - <color=#0d70bc>Empyrea Form + Tap Skill 3</color>\nLiv: Empyrea deploys Azure Firmament and heals all allies.	Enhanced Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	40			1	['Area Healing', 'DMG Reduction', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33205	
412	Crimson Crown		<b>[Crimson Crown]</b> - <color=#0d70bc>Tap Skill 4</color>\nLiv: Empyrea pushes beyond her limits, activating the Omega Module and granting all allied units Cleansing.\n- Increases all allied units' damage by 50% for 10s.\n- Gains 30 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.	<b>[Crimson Crown]</b> - <color=#0d70bc>Tap Skill 4</color>\nLiv: Empyrea pushes beyond her limits, activating the Omega Module and granting all allied units Cleansing.	Skill 4	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu43.png	60			1	['DMG Buff', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33206	
413	Empyreal Oath		<b>[Empyreal Oath]</b> - <color=#0d70bc>1000 Signature Energy + Tap Signature</color>\nLiv: Empyrea enters a prayer stance and fires a massive beam, dealing damage to enemies in a large area.\n- Deals a total of 2000% DMG.\n- Gains 50 Ultimate Energy.	<b>[Empyreal Oath]</b> - <color=#0d70bc>1000 Signature Energy + Tap Signature</color>\nLiv: Empyrea enters a prayer stance and fires a massive beam, dealing damage to enemies in a large area.	Signature	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu51.png		84000	200000	1	['Signature DMG', 'DMG Immunity', 'Hyperlink Co-Strike']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33207	
414	Oracle of Grace		<b>[Oracle of Grace]</b> - <color=#0d70bc>Liv: Empyrea heals all allies to max HP and revives all dying allies.	<b>[Oracle of Grace]</b> - <color=#0d70bc>Liv: Empyrea heals all allies to max HP and revives all dying allies.	Ultimate Skill	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4LifuEX.png				1	['Area Healing', 'DMG Immunity']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33210	
415	Withering Gospel		<b>[Withering Gospel]</b> - <color=#0d70bc>Forward Dodge: Move the joystick to make Liv: Empyrea dodge in the designated direction. Backward Dodge: Dodge backward without directional input.</color>\n- A successful dodge grants 1.5s of invincibility.\nDuring this window, pressing Basic Attack triggers Dodge Counterattack - [Withering Gospel].\n- [Withering Gospel]: Liv: Empyrea deploys an energy matrix, dealing damage in a rectangular area near the target.\n- Deals a total of 70% DMG.	<b>[Withering Gospel]</b> - <color=#0d70bc>Forward Dodge: Move the joystick to make Liv: Empyrea dodge in the designated direction. Backward Dodge: Dodge backward without directional input.</color>\n- A successful dodge grants 1.5s of invincibility.\nDuring this window, pressing Basic Attack triggers Dodge Counterattack - [Withering Gospel].\n- [Withering Gospel]: Liv: Empyrea deploys an energy matrix, dealing damage in a rectangular area near the target.	Dodge	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		2940	7000	1	['Dodge Check']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33214	
416	Radiant Judgment I		<b>[Radiant Judgment I]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea waves her scepter to release energy, controlling two tactical drones to continuously fire devastating lasers that deal multiple hits to enemies.\n- Deals a total of 360% DMG.\n- Gains 30 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.\n<b>[Radiant Judgment II]</b> - <color=#0d70bc>[Empyrea Form] + Cast [Radiant Judgment I] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.\n- Deals up to 594% total DMG.\n- Gains 30 Signature Energy.	<b>[Radiant Judgment I]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea waves her scepter to release energy, controlling two tactical drones to continuously fire devastating lasers that deal multiple hits to enemies.\n<b>[Radiant Judgment II]</b> - <color=#0d70bc>[Empyrea Form] + Cast [Radiant Judgment I] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.	Core Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		15120	36000	1	['Core DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33209	
417	Radiant Judgment II		<b>[Radiant Judgment II]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.\n- Deals a total of 459% DMG.\n- Gains 30 Signature Energy.\n- Liv gains 20% DMG Reduction upon casting.	<b>[Radiant Judgment I]</b> - <color=#0d70bc>[Empyrea Form] + Press and Hold Basic Attack</color>\nLiv: Empyrea commands her tactical drones to advance on enemy positions, raining laser beams upon them. She then ascends, recalls all drones, and unleashes two devastating laser beams that sweep forward in a straight line.	Core Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		24948	59400	1	['Core DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33209	
418	Holywings Mass		<b>[Holywings Mass]</b> - <color=#0d70bc>Tap Skill 1</color>\nLiv: Empyrea spreads her wings and dashes in the joystick direction, gaining a dodge check during the dash, and releases 10 light feathers to attack enemies.\n- Deals a total of 100% DMG.\n- Gains 2 [Chant Stacks].\n- Gains 10 Signature Energy.\n- Continuously tapping triggers [Chaos Oath].\n<b>[Chaos Oath]</b> - <color=#0d70bc>Continuously Tap Skill 1</color>\nLiv: Empyrea casts Chaos Oath, creating a black hole that pulls in enemies over an extremely large area and deals DMG.\n- Deals a total of 100% DMG.\n- Gains 2 [Chant Stacks].\n- Gains 10 Signature Energy.	<b>[Holywings Mass]</b> - <color=#0d70bc>Tap Skill 1</color>\nLiv: Empyrea spreads her wings and dashes in the joystick direction, gaining a dodge check during the dash, and releases 10 light feathers to attack enemies.\n- Continuous tapping can trigger [Chaos Oath].\n<b>[Chaos Oath]</b> - <color=#0d70bc>Continuously Tap Skill 1</color>\nLiv: Empyrea casts Chaos Oath, creating a black hole that pulls in enemies over an extremely large area and deals DMG.	Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu61.png	6	4200	10000	1	['Skill DMG', 'Dodge Check']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33202	
419	Sacred Downpour		<b>[Sacred Downpour]</b> - <color=#0d70bc>Enemy Imbalanced + Tap QTE</color>\nLiv: Empyrea quickly ascends into the air and fires multiple enhanced light projectiles at enemies. If all projectiles hit, triggers an additional explosion.\n- Deals a total of 800% DMG.\n- Gains 20 Signature Energy.\n- Gains 35 Ultimate Points.	<b>[Sacred Downpour]</b> - <color=#0d70bc>Enemy Imbalanced + Tap QTE</color>\nLiv: Empyrea quickly ascends into the air and fires multiple enhanced light projectiles at enemies. If all projectiles hit, triggers an additional explosion.	Follow-Up Skill	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkPr.png		33600	80000	1	['Follow-Up DMG', 'DMG Immunity']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33211	
420	Nighttime Prayer		<b>[Nighttime Prayer]</b> - <color=#0d70bc>4 [Chant Stacks] + Tap Skill 3</color>\nLiv: Empyrea performs an Empyreal Prayer, summoning a healing array from above to restore her own HP, then releases beams of light that heal all allies.\n- Restores HP equal to 30% of Liv's max HP to all allied units on the battlefield.\n- Gains 20 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.\n<b>[Azure Firmament]</b> - <color=#0d70bc>[Empyrea Form] + Tap Skill 3</color>\nLiv: Empyrea deploys [Azure Firmament] and heals all allies.\n- Restores HP equal to 30% of Liv's max HP to all allied units on the battlefield.\n- [Azure Firmament]: Allies within the area gain 90% DMG Reduction.\n- Gains 20 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.	<b>[Nighttime Prayer]</b> - <color=#0d70bc>Tap Skill 3</color>\nLiv: Empyrea performs an Empyreal Prayer, summoning a healing array from above to restore her own HP, then releases beams of light that heal all allies.\n- Enters [Empyrea Form], then switches to [Azure Firmament].\n<b>[Azure Firmament]</b> - <color=#0d70bc>Empyrea Form + Tap Skill 3</color>\nLiv: Empyrea deploys Azure Firmament, and heals all allies.	Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	20			1	['Area Healing', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33204	
421	Crimson Crown		<b>[Crimson Crown]</b> - <color=#0d70bc>4 [Chant Stacks] + Tap Skill 4</color>\nLiv: Empyrea pushes beyond her limits, activating the Omega Module and granting all allied units Cleansing.\n- Increases all allied units' damage by 60% for 10s.\n- Gains 30 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.	<b>[Crimson Crown]</b> - <color=#0d70bc>4 [Chant Stacks] + Tap Skill 4</color>\nLiv: Empyrea pushes beyond her limits, activating the Omega Module and granting all allied units Cleansing.	Skill 4	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu43.png	70			1	['DMG Buff', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33206	
422	Azure Firmament		<b>[Azure Firmament]</b> - <color=#0d70bc>Empyrea Form + Tap Skill 3</color>\nLiv: Empyrea deploys Azure Firmament and heals all allies.\n- Restores HP equal to 30% of Liv's max HP to all allied units on the battlefield.\n- [Azure Firmament]: Allies within the area gain 90% DMG Reduction.\n- Gains 20 Signature Energy.\n- Liv gains 20% DMG Reduction when casting.	<b>[Azure Firmament]</b> - <color=#0d70bc>Empyrea Form + Tap Skill 3</color>\nLiv: Empyrea deploys Azure Firmament and heals all allies.	Enhanced Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	50			1	['Area Healing', 'DMG Reduction', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33205	
