Id	Priority	UpProbability	UpProbabilityDesc	UpProbabilityPercent	Bg	ProbabilityBg	IsChangePos	IconPosX	IconPosY	IsChangeSize	IconWidth	IconHeight	IsChangeRot	RotZ	NewTimeId
2254	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2255	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2256	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2257	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2258	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2259	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2260	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2261	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2262	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2263	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2264	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2265	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2266	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2267	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2268	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2269	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2270	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2271	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2272	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2273	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2274	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2275	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2276	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2277	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2278	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2279	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2280	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2281	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2282	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2283	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2284	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2285	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2286	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2287	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2288	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2289	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2290	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2291	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2292	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2293	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2294	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2295	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2296	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2297	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2298	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2299	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2300	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2301	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2302	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2303	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2304	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2305	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2306	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2307	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2308	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2309	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2310	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2311	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2312	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2313	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2314	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2315	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2316	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2317	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2318	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2319	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2320	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2321	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2322	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2323	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2324	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2325	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2326	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2327	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2328	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2329	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2330	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2331	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2332	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2333	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2334	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2335	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2336	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2337	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2338	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2339	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2340	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2341	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2342	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2343	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2344	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2345	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2346	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2347	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2348	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2349	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2350	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2351	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2352	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2353	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2354	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2355	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2356	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2357	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2358	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2359	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2360	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2361	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2362	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2363	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2364	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2365	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2366	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2367	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2368	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2369	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2370	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2371	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2372	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2373	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2374	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2375	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2376	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2377	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2378	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2379	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2380	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2381	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2382	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2383	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2384	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2385	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2386	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
2387	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
