Id	Type	Order	Name	BigIcon	Path	GIFAsset	Description	WorldDesc	IsFree	ConvertItemId	ConvertItemCount	TimeLimitType	ExpireTimeStr	Duration	PackageId	ConnotationDesc
11000237	1	237	表情-不对呀？	Assets/Product/Texture/Image/IconExpression/IconExpressA237.png	Assets/Product/Texture/Image/IconExpression/IconExpressA237.png		通过玩法“众志行征Ⅶ”获得	不对呀？		1	10000	1			1000	不对呀？
11000238	1	238	表情-这…对吗？？？	Assets/Product/Texture/Image/IconExpression/IconExpressA238.png	Assets/Product/Texture/Image/IconExpression/IconExpressA238.png		通过玩法“众志行征Ⅶ”获得	这…对吗？？？		1	10000	1			1000	这…对吗？？？
11000239	1	239	表情-蛇年大吉	Assets/Product/Texture/Image/IconExpression/IconExpressA239.png	Assets/Product/Texture/Image/IconExpression/IconExpressA239.png		通过活动“万祥沐春”获得	蛇年大吉		1	10000	1			1000	蛇年大吉
11000240	1	240	表情-快到碗里来	Assets/Product/Texture/Image/IconExpression/IconExpressA240.png	Assets/Product/Texture/Image/IconExpression/IconExpressA240.png		通过2025元宵节邮件获得	快到碗里来		1	10000	1			1000	快到碗里来
11000241	1	241	表情-打得不错	Assets/Product/Texture/Image/IconExpression/IconExpressA241.png	Assets/Product/Texture/Image/IconExpression/IconExpressA241.png		通过玩法“寰格牌律”获得	打得不错		1	10000	1			1000	打得不错
11000242	1	242	表情-措手不及	Assets/Product/Texture/Image/IconExpression/IconExpressA242.png	Assets/Product/Texture/Image/IconExpression/IconExpressA242.png		通过玩法“卧猫藏鼠-新春大作战”获得	措手不及		1	10000	1			1000	措手不及
11000243	1	243	成就表情-降临！	Assets/Product/Texture/Image/IconExpression/IconExpressA243.png	Assets/Product/Texture/Image/IconExpression/IconExpressA243.png		成就表情-破晓进化至SSS	破晓-降临！		1	10000	1			1001	降临！
11000244	1	244	表情-逊诶~	Assets/Product/Texture/Image/IconExpression/IconExpressA244.png	Assets/Product/Texture/Image/IconExpression/IconExpressA244.png		通过玩法“永封裂隙”获得	逊诶~		1	10000	1			1000	逊诶~
11000245	1	245	表情-怎么个事	Assets/Product/Texture/Image/IconExpression/IconExpressA245.png	Assets/Product/Texture/Image/IconExpression/IconExpressA245.png		通过玩法“偷闲专递”获得	怎么个事		1	10000	1			1000	怎么个事
11000246	1	246	表情-啊哈！	Assets/Product/Texture/Image/IconExpression/IconExpressA246.png	Assets/Product/Texture/Image/IconExpression/IconExpressA246.png		通过玩法“偷闲专递”获得	啊哈！		1	10000	1			1000	啊哈！
11000247	1	247	表情-这很难评	Assets/Product/Texture/Image/IconExpression/IconExpressA247.png	Assets/Product/Texture/Image/IconExpression/IconExpressA247.png		通过玩法“偷闲专递”获得	这很难评		1	10000	1			1000	这很难评
11000248	1	248	成就表情-尝尝这个	Assets/Product/Texture/Image/IconExpression/IconExpressA253.png	Assets/Product/Texture/Image/IconExpression/IconExpressA253.png		成就表情-灼惘进化至SSS	灼惘-尝尝这个		1	10000	1			1001	尝尝这个
11000249	1	249	成就表情-已下线	Assets/Product/Texture/Image/IconExpression/IconExpressA254.png	Assets/Product/Texture/Image/IconExpression/IconExpressA254.png		成就表情-啸牙进化至SSS	成就-已下线		1	10000	1			1001	已下线
11000250	1	250	表情-小心心	Assets/Product/Texture/Image/IconExpression/IconExpressA252.png	Assets/Product/Texture/Image/IconExpression/IconExpressA252.png		通过玩法“烬锋破浪”获得	小心心		1	10000	1			1000	小心心
11000251	1	251	表情-乖，我来	Assets/Product/Texture/Image/IconExpression/IconExpressA255.png	Assets/Product/Texture/Image/IconExpression/IconExpressA255.png		通过玩法“淬身斩烬”获得	乖，我来		1	10000	1			1000	乖，我来
11000252	1	252	表情-下课	Assets/Product/Texture/Image/IconExpression/IconExpressA256.png	Assets/Product/Texture/Image/IconExpression/IconExpressA256.png		通过玩法“步步荆棋”获得	下课		1	10000	1			1000	下课
11000253	1	254	成就表情-整理发型	Assets/Product/Texture/Image/IconExpression/IconExpressA248.png	Assets/Product/Texture/Image/IconExpression/IconExpressA248.png		成就表情-维吉尔进化至SSS	维吉尔-整理发型		1	10000	1			1001	整理发型
11000254	1	255	成就表情-帕瓦	Assets/Product/Texture/Image/IconExpression/IconExpressA249.png	Assets/Product/Texture/Image/IconExpression/IconExpressA249.png		成就表情-幻影剑进化至SSS	成就-幻影剑		1	10000	1			1001	帕瓦
11000255	1	256	成就表情-咿呀	Assets/Product/Texture/Image/IconExpression/IconExpressA250.png	Assets/Product/Texture/Image/IconExpression/IconExpressA250.png		成就表情-但丁进化至SSS	但丁-咿呀		1	10000	1			1001	咿呀
11000256	1	257	成就表情-哇哦	Assets/Product/Texture/Image/IconExpression/IconExpressA251.png	Assets/Product/Texture/Image/IconExpression/IconExpressA251.png		成就表情-科沃兹进化至SSS	成就-科沃兹		1	10000	1			1001	哇哦
11000257	1	258	表情-吃粽粽	Assets/Product/Texture/Image/IconExpression/IconExpressA259.png	Assets/Product/Texture/Image/IconExpression/IconExpressA259.png		通过“箬香盈岸-签到”获取	吃粽粽		1	10000	1			1000	吃粽粽
11000258	1	259	表情-吔堡啦你	Assets/Product/Texture/Image/IconExpression/IconExpressA258.png	Assets/Product/Texture/Image/IconExpression/IconExpressA258.png		通过玩法“算力吞吞怪”获得	吔堡啦你		1	10000	1			1000	吔堡啦你
11000259	1	260	表情-试探	Assets/Product/Texture/Image/IconExpression/IconExpressA257.png	Assets/Product/Texture/Image/IconExpression/IconExpressA257.png		通过玩法“界限解构”获得	试探		1	10000	1			1000	试探
11000260	1	291	表情-来杯咖啡	Assets/Product/Texture/Image/IconExpression/IconExpressA261.png	Assets/Product/Texture/Image/IconExpression/IconExpressA261.png		通过玩法“库洛洛咖啡”获得	来一杯咖啡提提神吧。		1	10000	1			1000	来杯咖啡
11000261	1	292	表情-噗———	Assets/Product/Texture/Image/IconExpression/IconExpressA262.png	Assets/Product/Texture/Image/IconExpression/IconExpressA262.png		通过玩法“库洛洛咖啡”获得	谁在咖啡里加了机油！		1	10000	1			1000	噗———
11000262	1	293	表情-名侦探	Assets/Product/Texture/Image/IconExpression/IconExpressA263.png	Assets/Product/Texture/Image/IconExpression/IconExpressA263.png		通过玩法“商业开发计划”获得	启动搜索模式。		1	10000	1			1000	名侦探
11000263	1	294	表情-三头犬！开门	Assets/Product/Texture/Image/IconExpression/IconExpressA264.png	Assets/Product/Texture/Image/IconExpression/IconExpressA264.png		通过玩法“商业开发计划”获得	双手抱头，不许动！		1	10000	1			1000	三头犬！开门
11000264	1	295	表情-看镜头	Assets/Product/Texture/Image/IconExpression/IconExpressA265.png	Assets/Product/Texture/Image/IconExpression/IconExpressA265.png		通过“心语剧情”获得	“3、2、1——茄子！”		1	10000	1			1000	看镜头
11000265	1	296	表情-寻箱达人	Assets/Product/Texture/Image/IconExpression/IconExpressA266.png	Assets/Product/Texture/Image/IconExpression/IconExpressA266.png		通过“互动玩法”获得	这就是首席的洞察力！		1	10000	1			1000	寻箱达人
11000266	1	267	成就表情-心想事成	Assets/Product/Texture/Image/IconExpression/IconExpressA267.png	Assets/Product/Texture/Image/IconExpression/IconExpressA267.png		成就表情-晖暮进化至SSS	晖暮-心想事成		1	10000	1			1001	心想事成
11000267	1	268	成就表情-无所谓啦	Assets/Product/Texture/Image/IconExpression/IconExpressA268.png	Assets/Product/Texture/Image/IconExpression/IconExpressA268.png		成就表情-浊璃进化至SSS	浊璃-无所谓啦		1	10000	1			1001	无所谓啦
11000268	1	269	表情-开门	Assets/Product/Texture/Image/IconExpression/IconExpressA269.png	Assets/Product/Texture/Image/IconExpression/IconExpressA269.png		通过玩法“神寂启示录”获得	开门		1	10000	1			1000	开门
11000269	1	270	表情-我有个点子	Assets/Product/Texture/Image/IconExpression/IconExpressA270.png	Assets/Product/Texture/Image/IconExpression/IconExpressA270.png		通过玩法“神寂启示录”获得	我有个点子		1	10000	1			1000	我有个点子
11000270	1	271	表情-干杯	Assets/Product/Texture/Image/IconExpression/IconExpressA271.png	Assets/Product/Texture/Image/IconExpression/IconExpressA271.png		通过玩法“神寂启示录”获得	干杯		1	10000	1			1000	干杯
11000271	1	272	表情-坏人	Assets/Product/Texture/Image/IconExpression/IconExpressA272.png	Assets/Product/Texture/Image/IconExpression/IconExpressA272.png		通过玩法“众志行征Ⅷ”获得	坏人		1	10000	1			1000	坏人
11000272	1	273	表情-肃清	Assets/Product/Texture/Image/IconExpression/IconExpressA273.png	Assets/Product/Texture/Image/IconExpression/IconExpressA273.png		通过玩法“众志行征Ⅷ”获得	肃清		1	10000	1			1000	肃清
11000273	1	274	表情-涤净罪孽	Assets/Product/Texture/Image/IconExpression/IconExpressA274.png	Assets/Product/Texture/Image/IconExpression/IconExpressA274.png		通过玩法“众志行征Ⅷ”获得	涤净罪孽		1	10000	1			1000	涤净罪孽
11000274	1	275	表情-呼叫支援	Assets/Product/Texture/Image/IconExpression/IconExpressA275.png	Assets/Product/Texture/Image/IconExpression/IconExpressA275.png		通过玩法“鲨鲨破坏王”获得	呼叫支援		1	10000	1			1000	呼叫支援
11000275	1	276	表情-沉醉其中	Assets/Product/Texture/Image/IconExpression/IconExpressA276.png	Assets/Product/Texture/Image/IconExpression/IconExpressA276.png		通过玩法“鲨鲨破坏王”邮件获得	沉醉其中		1	10000	1			1000	沉醉其中
11000276	1	277	成就表情-不可以捣蛋	Assets/Product/Texture/Image/IconExpression/IconExpressA279.png	Assets/Product/Texture/Image/IconExpression/IconExpressA279.png		成就表情-裁律进化至SSS	裁律-不可以捣蛋		1	10000	1			1001	不可以捣蛋
11000277	1	278	表情-一触即发	Assets/Product/Texture/Image/IconExpression/IconExpressA277.png	Assets/Product/Texture/Image/IconExpression/IconExpressA277.png		通过玩法“作战覆写”获得	一触即发		1	10000	1			1000	一触即发
11000278	1	279	表情-睡得安详	Assets/Product/Texture/Image/IconExpression/IconExpressA278.png	Assets/Product/Texture/Image/IconExpression/IconExpressA278.png		通过玩法“神寂启示录”获得	睡得安详		1	10000	1			1000	睡得安详
11000279	1	280	表情-有些说法	Assets/Product/Texture/Image/IconExpression/IconExpressA280.png	Assets/Product/Texture/Image/IconExpression/IconExpressA280.png		通过玩法“纫纺裁艺”获得	有些说法		1	10000	1			1000	有些说法
11000280	1	281	成就表情-让我来！	Assets/Product/Texture/Image/IconExpression/IconExpressA281.png	Assets/Product/Texture/Image/IconExpression/IconExpressA281.png		成就表情-铮骨进化至SSS	铮骨-让我来！		1	10000	1			1001	让我来！
11000281	1	282	成就表情-龙翼展开	Assets/Product/Texture/Image/IconExpression/IconExpressA282.png	Assets/Product/Texture/Image/IconExpression/IconExpressA282.png		成就表情-鳞垒进化至SSS	鳞垒-龙翼展开		1	10000	1			1001	龙翼展开
11000282	1	283	表情-真的累了	Assets/Product/Texture/Image/IconExpression/IconExpressA283.png	Assets/Product/Texture/Image/IconExpression/IconExpressA283.png		通过玩法“神寂启示录”获得	真的累了		1	10000	1			1000	真的累了
11000283	1	284	表情-忍不了！	Assets/Product/Texture/Image/IconExpression/IconExpressA284.png	Assets/Product/Texture/Image/IconExpression/IconExpressA284.png		通过玩法“葬愿穷途”获得	忍不了！		1	10000	1			1000	忍不了！
11000284	1	285	表情-全是破绽！	Assets/Product/Texture/Image/IconExpression/IconExpressA285.png	Assets/Product/Texture/Image/IconExpression/IconExpressA285.png		通过玩法“觅迹寻踪·炎与拳”获得	全是破绽！		1	10000	1			1000	全是破绽！
11000285	1	286	表情-奇识增！	Assets/Product/Texture/Image/IconExpression/IconExpressA286.png	Assets/Product/Texture/Image/IconExpression/IconExpressA286.png		通过玩法“作战覆写”获得	奇识增！		1	10000	1			1000	奇识增！
11000286	1	287	表情-中秋快乐	Assets/Product/Texture/Image/IconExpression/IconExpressA287.png	Assets/Product/Texture/Image/IconExpression/IconExpressA287.png		通过“千秋一月-签到”获取	中秋快乐		1	10000	1			1000	中秋快乐
11000287	1	288	成就表情-辛苦自己了	Assets/Product/Texture/Image/IconExpression/IconExpressA288.png	Assets/Product/Texture/Image/IconExpression/IconExpressA288.png		成就表情-霁梦进化至SSS	霁梦-辛苦自己了		1	10000	1			1001	辛苦自己了
11000288	1	289	成就表情-来签契约	Assets/Product/Texture/Image/IconExpression/IconExpressA289.png	Assets/Product/Texture/Image/IconExpression/IconExpressA289.png		成就表情-浮浮进化至SSS	浮浮-来签契约		1	10000	1			1001	来签契约
11000289	1	290	表情-伴你安眠	Assets/Product/Texture/Image/IconExpression/IconExpressA290.png	Assets/Product/Texture/Image/IconExpression/IconExpressA290.png		通过玩法“绵绵眠梦”获得	伴你安眠		1	10000	1			1000	伴你安眠
11000290	1	291	成就表情-只有这种程度吗？	Assets/Product/Texture/Image/IconExpression/IconExpressA291.png	Assets/Product/Texture/Image/IconExpression/IconExpressA291.png		成就表情-骇影进化至SSS	骇影-只有这种程度吗？		1	10000	1			1001	只有这种程度吗？
11000291	1	292	成就表情-熊熊帮大忙	Assets/Product/Texture/Image/IconExpression/IconExpressA292.png	Assets/Product/Texture/Image/IconExpression/IconExpressA292.png		成就表情-吡啵进化至SSS	吡啵-熊熊帮大忙		1	10000	1			1001	熊熊帮大忙
11000292	1	293	表情-送花花	Assets/Product/Texture/Image/IconExpression/IconExpressA293.png	Assets/Product/Texture/Image/IconExpression/IconExpressA293.png		通过玩法“神寂启示录”获得	送花花		1	10000	1			1000	送花花
11000293	1	294	表情-元旦快乐	Assets/Product/Texture/Image/IconExpression/IconExpressA294.png	Assets/Product/Texture/Image/IconExpression/IconExpressA294.png		通过“时轨崭列-签到”获取	元旦快乐		1	10000	1			1000	元旦快乐
11000294	1	295	表情-一发入魂	Assets/Product/Texture/Image/IconExpression/IconExpressA295.png	Assets/Product/Texture/Image/IconExpression/IconExpressA295.png		通过玩法“全境特遣·墟市猎商”获得	一发入魂		1	10000	1			1000	一发入魂
11000295	1	296	表情-反复分析	Assets/Product/Texture/Image/IconExpression/IconExpressA296.png	Assets/Product/Texture/Image/IconExpression/IconExpressA296.png		通过玩法“抢险敲敲敲”获得	反复分析		1	10000	1			1000	反复分析
11000296	1	297	表情-我来助你	Assets/Product/Texture/Image/IconExpression/IconExpressA297.png	Assets/Product/Texture/Image/IconExpression/IconExpressA297.png		通过探索主线“推想视限”关卡38-11夜与玫瑰获得	我来助你		1	10000	1			1000	我来助你
11000297	1	298	成就表情-决定是你了	Assets/Product/Texture/Image/IconExpression/IconExpressA306.png	Assets/Product/Texture/Image/IconExpression/IconExpressA306.png		成就表情-极锋进化至SSS	极锋-决定是你了		1	10000	1			1001	决定是你了
11000298	1	299	成就表情-好厉害	Assets/Product/Texture/Image/IconExpression/IconExpressA307.png	Assets/Product/Texture/Image/IconExpression/IconExpressA307.png		成就表情-波灵进化至SSS	波灵-好厉害		1	10000	1			1001	好厉害
11000299	1	300	表情-“张力”	Assets/Product/Texture/Image/IconExpression/IconExpressA298.png	Assets/Product/Texture/Image/IconExpression/IconExpressA298.png		通过玩法“空域迷航”获得	“张力”		1	10000	1			1000	“张力”
11000300	1	301	表情-“喏，给你”	Assets/Product/Texture/Image/IconExpression/IconExpressA299.png	Assets/Product/Texture/Image/IconExpression/IconExpressA299.png		通过玩法“空域迷航”获得	“喏，给你”		1	10000	1			1000	“喏，给你”
11000301	1	302	表情-说茄子！	Assets/Product/Texture/Image/IconExpression/IconExpressA301.png	Assets/Product/Texture/Image/IconExpression/IconExpressA301.png		通过玩法“镜头下的意志”获得	久违的合照，一起期待最后的成片吧！		1	10000	1			1000	说茄子！
11000302	1	303	表情-神气	Assets/Product/Texture/Image/IconExpression/IconExpressA300.png	Assets/Product/Texture/Image/IconExpression/IconExpressA300.png		通过“互动玩法”获得	神气		1	10000	1			1000	神气
11000303	1	304	表情-做完你的做你的	Assets/Product/Texture/Image/IconExpression/IconExpressA302.png	Assets/Product/Texture/Image/IconExpression/IconExpressA302.png		通过玩法“卧猫藏鼠-辞岁总动员”获得	做完你的做你的		1	10000	1			1000	做完你的做你的
11000304	1	305	表情-宕机	Assets/Product/Texture/Image/IconExpression/IconExpressA303.png	Assets/Product/Texture/Image/IconExpression/IconExpressA303.png		通过玩法“众志行征Ⅸ”获得	宕机		1	10000	1			1000	宕机
11000305	1	306	表情-无法面对	Assets/Product/Texture/Image/IconExpression/IconExpressA304.png	Assets/Product/Texture/Image/IconExpression/IconExpressA304.png		通过玩法“众志行征Ⅸ”获得	无法面对		1	10000	1			1000	无法面对
11000306	1	307	表情-彻底崩溃	Assets/Product/Texture/Image/IconExpression/IconExpressA305.png	Assets/Product/Texture/Image/IconExpression/IconExpressA305.png		通过玩法“众志行征Ⅸ”获得	彻底崩溃		1	10000	1			1000	彻底崩溃
11000307	1	308	表情-马到成功	Assets/Product/Texture/Image/IconExpression/IconExpressA308.png	Assets/Product/Texture/Image/IconExpression/IconExpressA308.png		通过“福韶祈岁-签到”获取	马到成功		1	10000	1			1000	马到成功
11000308	1	309	表情- 红包拿来	Assets/Product/Texture/Image/IconExpression/IconExpressA309.png	Assets/Product/Texture/Image/IconExpression/IconExpressA309.png		购买新华网联动限量新春礼盒获得	红包拿来		1	10000	1			1000	红包拿来
11000309	1	310	表情- 给你福气	Assets/Product/Texture/Image/IconExpression/IconExpressA310.png	Assets/Product/Texture/Image/IconExpression/IconExpressA310.png		购买新华网联动限量新春礼盒获得	给你福气		1	10000	1			1000	给你福气
11000310	1	311	表情- 幸运加“马”	Assets/Product/Texture/Image/IconExpression/IconExpressA311.png	Assets/Product/Texture/Image/IconExpression/IconExpressA311.png		购买新华网联动限量新春礼盒获得	幸运加“马”		1	10000	1			1000	幸运加“马”
11000311	1	312	成就表情-查岗	Assets/Product/Texture/Image/IconExpression/IconExpressA313.png	Assets/Product/Texture/Image/IconExpression/IconExpressA313.png		成就表情-亡歌进化至SSS	亡歌-查岗		1	10000	1			1001	查岗
11000312	1	313	成就表情-在吗！	Assets/Product/Texture/Image/IconExpression/IconExpressA314.png	Assets/Product/Texture/Image/IconExpression/IconExpressA314.png		成就表情-摩利甘进化至SSS	摩利甘-在吗！		1	10000	1			1001	在吗！
11000313	1	314	表情-无期坐班	Assets/Product/Texture/Image/IconExpression/IconExpressA312.png	Assets/Product/Texture/Image/IconExpression/IconExpressA312.png		通过玩法“指尖防卫战”获得	无期坐班		1	10000	1			1000	无期坐班
11000314	1	315	表情-好冷	Assets/Product/Texture/Image/IconExpression/IconExpressA315.png	Assets/Product/Texture/Image/IconExpression/IconExpressA315.png		通过玩法“寒境曙光”获得	好冷		1	10000	1			1000	好冷
11000315	1	316	表情-这就是强者嘛！	Assets/Product/Texture/Image/IconExpression/IconExpressA316.png	Assets/Product/Texture/Image/IconExpression/IconExpressA316.png		通过玩法“映射裁断”获得	这就是强者嘛！		1	10000	1			1000	这就是强者嘛！
11000316	2	1	动态表情-困困小狗	Assets/Product/Texture/Image/IconExpression/IconExpressA318.png	Assets/Product/Texture/Image/IconExpression/IconExpressA318.png	Assets/Product/Texture/SpriteAtlas/DynamicFace/huangyouxiaogou/HeadButterDog1.spriteatlas	馥郁献礼活动中购买好睡眠守护包获得	万事-困困小狗		1	10000	1			1003	困困小狗
11000317	2	2	动态表情-沉思小狗	Assets/Product/Texture/Image/IconExpression/IconExpressA320.png	Assets/Product/Texture/Image/IconExpression/IconExpressA320.png	Assets/Product/Texture/SpriteAtlas/DynamicFace/huangyouxiaogou/HeadButterDog2.spriteatlas	馥郁献礼活动中购买集中力补充包获得	库洛姆-沉思小狗		1	10000	1			1003	沉思小狗
11000318	2	3	动态表情-观察小狗	Assets/Product/Texture/Image/IconExpression/IconExpressA319.png	Assets/Product/Texture/Image/IconExpression/IconExpressA319.png	Assets/Product/Texture/SpriteAtlas/DynamicFace/huangyouxiaogou/HeadButterDog3.spriteatlas	馥郁献礼活动中购买运动力提升包获得	卡穆-观察小狗		1	10000	1			1003	观察小狗
11000319	2	4	动态表情-开心小狗	Assets/Product/Texture/Image/IconExpression/IconExpressA317.png	Assets/Product/Texture/Image/IconExpression/IconExpressA317.png	Assets/Product/Texture/SpriteAtlas/DynamicFace/huangyouxiaogou/HeadButterDog4.spriteatlas	馥郁献礼活动中购买好心情补给包获得	神威-开心小狗		1	10000	1			1003	开心小狗
11000320	1	320	成就表情-剑来！	Assets/Product/Texture/Image/IconExpression/IconExpressA313.png	Assets/Product/Texture/Image/IconExpression/IconExpressA313.png		成就表情-不落日进化至SSS	不落日-剑来！		1	10000	1			1001	剑来！
11000321	1	321	成就表情-躺猫猫	Assets/Product/Texture/Image/IconExpression/IconExpressA314.png	Assets/Product/Texture/Image/IconExpression/IconExpressA314.png		成就表情-焰燧进化至SSS	焰燧-躺猫猫		1	10000	1			1001	躺猫猫
11000322	1	322	表情-你是最棒的！	Assets/Product/Texture/Image/IconExpression/IconExpressA312.png	Assets/Product/Texture/Image/IconExpression/IconExpressA312.png		通过玩法“黄油咖啡奇遇事”获得	你是最棒的！		1	10000	1			1000	你是最棒的！
11000323	1	323	表情-自愿上班中	Assets/Product/Texture/Image/IconExpression/IconExpressA312.png	Assets/Product/Texture/Image/IconExpression/IconExpressA312.png		通过“晴朗假日-签到”获取	自愿上班中		1	10000	1			1000	自愿上班中
