Id	UiName	ModelName	CameraName	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	FieldOfView
11004	UiFavorabilityNew	R4YongyechaobotMd019321	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11072	UiFavorabilityNew	R4YongyechaoMd010011	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11073	UiFavorabilityNew	R4YongyechaoMd010021	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11074	UiFavorabilityNew	R4YongyechaoMd010031	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11075	UiFavorabilityNew	R4YongyechaoMd019321	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
12061	UiPhotograph	R2YongyechaoMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12062	UiPhotograph	R2YongyechaoMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12063	UiPhotograph	R2YongyechaoMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12064	UiPhotograph	R2YongyechaoMd019011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12065	UiPhotograph	R3YongyechaoMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12066	UiPhotograph	R3YongyechaoMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12067	UiPhotograph	R3YongyechaoMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12068	UiPhotograph	R3YongyechaoMd019011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12069	UiPhotograph	R3YongyechaoMd019071	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12070	UiPhotograph	R3YongyechaoMd019211	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12071	UiPhotograph	R3YongyechaoMd019271	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12001	UiPhotograph	R4YongyechaobotMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12002	UiPhotograph	R4YongyechaobotMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12003	UiPhotograph	R4YongyechaobotMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12004	UiPhotograph	R4YongyechaobotMd019321	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12072	UiPhotograph	R4YongyechaoMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12073	UiPhotograph	R4YongyechaoMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12074	UiPhotograph	R4YongyechaoMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
12075	UiPhotograph	R4YongyechaoMd019321	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13061	UiPhotographPortrait	R2YongyechaoMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13062	UiPhotographPortrait	R2YongyechaoMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13063	UiPhotographPortrait	R2YongyechaoMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13064	UiPhotographPortrait	R2YongyechaoMd019011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13065	UiPhotographPortrait	R3YongyechaoMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13066	UiPhotographPortrait	R3YongyechaoMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13067	UiPhotographPortrait	R3YongyechaoMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13068	UiPhotographPortrait	R3YongyechaoMd019011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13069	UiPhotographPortrait	R3YongyechaoMd019071	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13070	UiPhotographPortrait	R3YongyechaoMd019211	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13071	UiPhotographPortrait	R3YongyechaoMd019271	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13001	UiPhotographPortrait	R4YongyechaobotMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13002	UiPhotographPortrait	R4YongyechaobotMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13003	UiPhotographPortrait	R4YongyechaobotMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13004	UiPhotographPortrait	R4YongyechaobotMd019321	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13072	UiPhotographPortrait	R4YongyechaoMd010011	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13073	UiPhotographPortrait	R4YongyechaoMd010021	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13074	UiPhotographPortrait	R4YongyechaoMd010031	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
13075	UiPhotographPortrait	R4YongyechaoMd019321	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
14001	UiCharacterSystemV2P6	R4YongyechaobotMd010011	['UiCamFarMain', 'UiCamNearMain', 'UiCamFarCharLeftMove', 'UiCamNearCharLeftMove', 'UiCamFarTrain', 'UiCamNearTrain', 'UiCamFarQuality', 'UiCamNearQuality', 'UiCamNearQuality']	[0.34, 0.34, 0.62, 0.62, 0.5099, 0.5099, 0.5299, 0.5299, 0.2399]	[1.37, 1.37, 1.37, 1.37, 1.0299, 1.0299, 1.1799, 1.1799, 0.99]	[-28.4599, -28.4599, -28.4599, -28.4599, -26.59, -26.59, -26.03, -26.03, -26.03]	[2.25, 2.25, 2.249, 2.249, 0.856, 0.856, 0.0, 0.0, 0.0]	[0.0, 0.0, -1.4029, -1.4029, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, -0.0549, -0.0549, 0.0, 0.0, 0.0, 0.0, 0.0]	
14002	UiCharacterSystemV2P6	R4YongyechaobotMd010021	['UiCamFarMain', 'UiCamNearMain', 'UiCamFarCharLeftMove', 'UiCamNearCharLeftMove', 'UiCamFarTrain', 'UiCamNearTrain', 'UiCamFarQuality', 'UiCamNearQuality', 'UiCamNearQuality']	[0.34, 0.34, 0.62, 0.62, 0.5099, 0.5099, 0.5299, 0.5299, 0.2399]	[1.37, 1.37, 1.37, 1.37, 1.0299, 1.0299, 1.1799, 1.1799, 0.99]	[-28.4599, -28.4599, -28.4599, -28.4599, -26.59, -26.59, -26.03, -26.03, -26.03]	[2.25, 2.25, 2.249, 2.249, 0.856, 0.856, 0.0, 0.0, 0.0]	[0.0, 0.0, -1.4029, -1.4029, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, -0.0549, -0.0549, 0.0, 0.0, 0.0, 0.0, 0.0]	
14003	UiCharacterSystemV2P6	R4YongyechaobotMd010031	['UiCamFarMain', 'UiCamNearMain', 'UiCamFarCharLeftMove', 'UiCamNearCharLeftMove', 'UiCamFarTrain', 'UiCamNearTrain', 'UiCamFarQuality', 'UiCamNearQuality', 'UiCamNearQuality']	[0.34, 0.34, 0.62, 0.62, 0.5099, 0.5099, 0.5299, 0.5299, 0.2399]	[1.37, 1.37, 1.37, 1.37, 1.0299, 1.0299, 1.1799, 1.1799, 0.99]	[-28.4599, -28.4599, -28.4599, -28.4599, -26.59, -26.59, -26.03, -26.03, -26.03]	[2.25, 2.25, 2.249, 2.249, 0.856, 0.856, 0.0, 0.0, 0.0]	[0.0, 0.0, -1.4029, -1.4029, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, -0.0549, -0.0549, 0.0, 0.0, 0.0, 0.0, 0.0]	
14004	UiCharacterSystemV2P6	R4YongyechaobotMd019321	['UiCamFarMain', 'UiCamNearMain', 'UiCamFarCharLeftMove', 'UiCamNearCharLeftMove', 'UiCamFarTrain', 'UiCamNearTrain', 'UiCamFarQuality', 'UiCamNearQuality', 'UiCamNearQuality']	[0.34, 0.34, 0.62, 0.62, 0.5099, 0.5099, 0.5299, 0.5299, 0.2399]	[1.37, 1.37, 1.37, 1.37, 1.0299, 1.0299, 1.1799, 1.1799, 0.99]	[-28.4599, -28.4599, -28.4599, -28.4599, -26.59, -26.59, -26.03, -26.03, -26.03]	[2.25, 2.25, 2.249, 2.249, 0.856, 0.856, 0.0, 0.0, 0.0]	[0.0, 0.0, -1.4029, -1.4029, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, -0.0549, -0.0549, 0.0, 0.0, 0.0, 0.0, 0.0]	
14005	UiCharacterSystemV2P6	R3WeilaMd019331	['UiCamFarMain', 'UiCamNearMain', 'UiCamFarCharLeftMove', 'UiCamNearCharLeftMove', 'UiCamFarTrain', 'UiCamNearTrain', 'UiCamFarQuality', 'UiCamNearQuality', 'UiCamFarrExchange', 'UiCamNearrExchange', 'UiCamFarQualitySingle', 'UiCamFarQualityOverview']	[0.1, 0.0, 0.4, 0.4799, 0.1, 0.0, 1.0, 1.0, -0.2849, -0.2849, -0.5099, 0.9499]	[0.55, 1.83, 0.55, 1.83, 0.55, 1.6, 1.0099, 1.0099, 1.7999, 1.7999, 1.1699, 1.19]	[-23.86, -24.86, -23.86, -24.7999, -23.86, -23.94, -24.01, -24.01, -24.84, -24.84, -23.8799, -23.3299]	[0.0, 14.31, 0.0, 14.2849, 0.0, 14.31, 6.32, 6.32, 14.074, 14.074, 9.169, 8.329]	[0.0, 0.68, -2.219, -2.801, 0.0, 2.7, -11.6999, -11.6999, -9.9569, -9.9569, 9.017, -25.295]	[0.0, 0.0, 0.0, -0.86, 0.0, 0.0, 0.0, 0.0, -2.5, -2.5, 1.3109, -3.153]	
14006	UiCharacterSystemV2P6	R3KuluomuMd019011	['UiCamNearMain', 'UiCamFarCharLeftMove', 'UiCamNearCharLeftMove', 'UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange', 'UiCamFarQualitySingle', 'UiCamFarQualityOverview']	[0.3499, 0.37, 0.5199, 0.4799, 2.2999, 1.0399, -0.1599, 1.4099]	[1.0, 1.1799, 1.0, 1.0, 0.6, 1.0, 0.72, 0.86]	[-25.09, -26.2099, -25.09, -24.1, -23.69, -25.1, -24.6499, -23.17]	[2.8199, 0.0, 2.831, 2.8199, -0.6999, 2.8199, 0.0, 0.0]	[-1.71, -1.194, -2.9049, -1.71, -27.19, -22.92, 4.287, -31.6259]	[0.5799, 0.0, 0.521, 0.5799, 0.5799, 0.5799, 0.0, 0.0]	
14076	UiCharacterSystemV2P6	R2PulaoMd010011	['UiCamNearQuality']	[0.1]	[1.0599]	[-23.85]	[0.856]	[0.0]	[0.0]	
14077	UiCharacterSystemV2P6	R2PulaoMd010021	['UiCamNearQuality']	[0.1]	[1.0599]	[-23.85]	[0.856]	[0.0]	[0.0]	
14078	UiCharacterSystemV2P6	R2PulaoMd010031	['UiCamNearQuality']	[0.1]	[1.0599]	[-23.85]	[0.856]	[0.0]	[0.0]	
14079	UiCharacterSystemV2P6	R2PulaoMd019311	['UiCamNearQuality']	[0.1]	[1.0599]	[-23.85]	[0.856]	[0.0]	[0.0]	
14080	UiCharacterSystemV2P6	R2PulaoMd019091	['UiCamNearQuality']	[0.1]	[1.0599]	[-23.85]	[0.856]	[0.0]	[0.0]	
14065	UiCharacterSystemV2P6	R3YongyechaoMd010011	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14066	UiCharacterSystemV2P6	R3YongyechaoMd010021	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14067	UiCharacterSystemV2P6	R3YongyechaoMd010031	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14068	UiCharacterSystemV2P6	R3YongyechaoMd019011	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14069	UiCharacterSystemV2P6	R3YongyechaoMd019071	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14070	UiCharacterSystemV2P6	R3YongyechaoMd019211	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14071	UiCharacterSystemV2P6	R3YongyechaoMd019271	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14081	UiCharacterSystemV2P6	R2BangbinataMd010011	['UiCamNearQuality']	[0.1]	[1.0399]	[-23.86]	[0.856]	[0.0]	[0.0]	
14082	UiCharacterSystemV2P6	R2BangbinataMd010021	['UiCamNearQuality']	[0.1]	[1.0399]	[-23.86]	[0.856]	[0.0]	[0.0]	
14083	UiCharacterSystemV2P6	R2BangbinataMd010031	['UiCamNearQuality']	[0.1]	[1.0399]	[-23.86]	[0.856]	[0.0]	[0.0]	
14084	UiCharacterSystemV2P6	R2BangbinataMd019011	['UiCamNearQuality']	[0.1]	[1.0399]	[-23.86]	[0.856]	[0.0]	[0.0]	
14085	UiCharacterSystemV2P6	R2ChangyuMd010011	['UiCamNearQuality']	[0.1]	[1.1499]	[-23.85]	[0.856]	[0.0]	[0.0]	
14086	UiCharacterSystemV2P6	R2ChangyuMd010021	['UiCamNearQuality']	[0.1]	[1.1499]	[-23.85]	[0.856]	[0.0]	[0.0]	
14087	UiCharacterSystemV2P6	R2ChangyuMd010031	['UiCamNearQuality']	[0.1]	[1.1499]	[-23.85]	[0.856]	[0.0]	[0.0]	
14088	UiCharacterSystemV2P6	R2ChangyuMd019071	['UiCamNearQuality']	[0.1]	[1.1499]	[-23.85]	[0.856]	[0.0]	[0.0]	
14089	UiCharacterSystemV2P6	R2ChangyuMd019141	['UiCamNearQuality']	[0.1]	[1.1499]	[-23.85]	[0.856]	[0.0]	[0.0]	
14090	UiCharacterSystemV2P6	R2SufeiyaMd010011	['UiCamNearQuality']	[0.1]	[1.09]	[-23.85]	[0.856]	[0.0]	[0.0]	
14091	UiCharacterSystemV2P6	R2SufeiyaMd010021	['UiCamNearQuality']	[0.1]	[1.09]	[-23.85]	[0.856]	[0.0]	[0.0]	
14092	UiCharacterSystemV2P6	R2SufeiyaMd010031	['UiCamNearQuality']	[0.1]	[1.09]	[-23.85]	[0.856]	[0.0]	[0.0]	
14093	UiCharacterSystemV2P6	R2SufeiyaMd019011	['UiCamNearQuality']	[0.1]	[1.09]	[-23.85]	[0.856]	[0.0]	[0.0]	
14094	UiCharacterSystemV2P6	R2SufeiyaMd019031	['UiCamNearQuality']	[0.1]	[1.09]	[-23.85]	[0.856]	[0.0]	[0.0]	
14095	UiCharacterSystemV2P6	R2SufeiyaMd019231	['UiCamNearQuality']	[0.1]	[1.09]	[-23.85]	[0.856]	[0.0]	[0.0]	
14061	UiCharacterSystemV2P6	R2YongyechaoMd010011	['UiCamNearQuality']	[0.1]	[1.24]	[-23.85]	[0.856]	[0.0]	[0.0]	
14062	UiCharacterSystemV2P6	R2YongyechaoMd010021	['UiCamNearQuality']	[0.1]	[1.24]	[-23.85]	[0.856]	[0.0]	[0.0]	
14063	UiCharacterSystemV2P6	R2YongyechaoMd010031	['UiCamNearQuality']	[0.1]	[1.24]	[-23.85]	[0.856]	[0.0]	[0.0]	
14064	UiCharacterSystemV2P6	R2YongyechaoMd019011	['UiCamNearQuality']	[0.1]	[1.24]	[-23.85]	[0.856]	[0.0]	[0.0]	
14096	UiCharacterSystemV2P6	R2TwentyoneMd010011	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14097	UiCharacterSystemV2P6	R2TwentyoneMd010021	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14098	UiCharacterSystemV2P6	R2TwentyoneMd010031	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14099	UiCharacterSystemV2P6	R2TwentyoneMd019091	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14100	UiCharacterSystemV2P6	R2TwentyoneMd019331	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14101	UiCharacterSystemV2P6	R2TwentyoneMd019201	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14010	UiCharacterSystemV2P6	R3TwentyoneMd010011	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14011	UiCharacterSystemV2P6	R3TwentyoneMd010021	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14012	UiCharacterSystemV2P6	R3TwentyoneMd010031	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14102	UiCharacterSystemV2P6	R3TwentyoneMd019041	['UiCamNearQuality']	[0.1]	[1.21]	[-23.85]	[0.856]	[0.0]	[0.0]	
14103	UiCharacterSystemV2P6	R3LuosaitaMd010011	['UiCamNearQuality']	[0.1]	[1.36]	[-23.85]	[0.856]	[0.0]	[0.0]	
14104	UiCharacterSystemV2P6	R3LuosaitaMd010021	['UiCamNearQuality']	[0.1]	[1.36]	[-23.85]	[0.856]	[0.0]	[0.0]	
14105	UiCharacterSystemV2P6	R3LuosaitaMd010031	['UiCamNearQuality']	[0.1]	[1.36]	[-23.85]	[0.856]	[0.0]	[0.0]	
14106	UiCharacterSystemV2P6	R3LuosaitaMd019031	['UiCamNearQuality']	[0.1]	[1.36]	[-23.85]	[0.856]	[0.0]	[0.0]	
14107	UiCharacterSystemV2P6	R3LuosaitaMd019241	['UiCamNearQuality']	[0.1]	[1.36]	[-23.85]	[0.856]	[0.0]	[0.0]	
14108	UiCharacterSystemV2P6	R3LuosaitaMd019351	['UiCamNearQuality']	[0.1]	[1.36]	[-23.85]	[0.856]	[0.0]	[0.0]	
14013	UiCharacterSystemV2P6	QR2LiangMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14014	UiCharacterSystemV2P6	QR1LuxiyaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14015	UiCharacterSystemV2P6	QR1LifuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14016	UiCharacterSystemV2P6	QR2BiankaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14017	UiCharacterSystemV2P6	QR2YongyechaoMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14018	UiCharacterSystemV2P6	QR2ShenweiMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14019	UiCharacterSystemV2P6	QR2KalieninaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14020	UiCharacterSystemV2P6	QR2DubianMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14021	UiCharacterSystemV2P6	QR2LuxiyaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14022	UiCharacterSystemV2P6	QR2LifuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14023	UiCharacterSystemV2P6	QR3LiangMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14024	UiCharacterSystemV2P6	QR3LifuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14025	UiCharacterSystemV2P6	QR3ShenweiMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14026	UiCharacterSystemV2P6	QR3KalieninaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14027	UiCharacterSystemV2P6	QR3YongyechaoMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14028	UiCharacterSystemV2P6	QR3LuxiyaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14029	UiCharacterSystemV2P6	QR3DubianMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14030	UiCharacterSystemV2P6	QR2AilaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14031	UiCharacterSystemV2P6	QR3BiankaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14032	UiCharacterSystemV2P6	QR2SufeiyaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14033	UiCharacterSystemV2P6	QR2KuluomuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
