Id	Name	Function	Describe	IsShowCourse	ImageAsset	TextGroupIds	SubIds
10103	全境特遣·墟市猎商	AreaWarSpecialRole	协阵绎演	3	['Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp01.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp02.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp03.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp04.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp05.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp06.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp07.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp08.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp09.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp10.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp11.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp12.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp13.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp14.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp15.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp16.png']	[1023001, 1023002, 1023003, 1023004, 1023005, 1023006, 1023007, 1023008, 1023009, 1023010, 1023011, 1023012, 1023013, 1023014, 1023015, 1023016]	
10104	全境特遣·墟市猎商	AreaWarJingHua	协阵绎演	3	['Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp01.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp02.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp03.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp04.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp05.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp06.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp07.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp08.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp09.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp10.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp11.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp12.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp13.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp14.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp15.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp16.png']	[1023001, 1023002, 1023003, 1023004, 1023005, 1023006, 1023007, 1023008, 1023009, 1023010, 1023011, 1023012, 1023013, 1023014, 1023015, 1023016]	
10105	全境特遣·墟市猎商	AreaWarHangUp	协阵绎演	3	['Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp17.png']	[1023017]	
10106	全境特遣·墟市猎商	UiAreaWarBoss	协阵绎演	3	['Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp01.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp02.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp03.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp04.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp05.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp06.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp07.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp08.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp09.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp10.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp11.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp12.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp13.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp14.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp15.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp16.png']	[1023001, 1023002, 1023003, 1023004, 1023005, 1023006, 1023007, 1023008, 1023009, 1023010, 1023011, 1023012, 1023013, 1023014, 1023015, 1023016]	
10107	一键培养	UiEquipCultureWeapon	武器一键培养图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture4.png']		
10108	一键培养	UiEquipCultureAwareness	意识一键培养图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpAwarenessCulture1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAwarenessCulture2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAwarenessCulture3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture4.png']		
10109	二周年射击玩法	MaverickHelp	二周年射击玩法图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMaverick01.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick02.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick03.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick04.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick05.jpg']		
10110	全境特遣-协阵绎演	AreaWarRankingList	高危暗区贡献排行	1	['Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P0.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P7.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P8.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P9.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P10.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P11.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P12.png']		
10111	诡魇轮骰	DiceGameActivityHelp	掷骰子图文	3	['Assets/Product/Texture/Image/UiFubenYureYuandan/UiFubenYureYuandanHelp01.png', 'Assets/Product/Texture/Image/UiFubenYureYuandan/UiFubenYureYuandanHelp02.png', 'Assets/Product/Texture/Image/UiFubenYureYuandan/UiFubenYureYuandanHelp03.png']	[1011101, 1011102, 1011103]	
10112	宣叙妄响系统教程	Theatre	宣叙妄响系统教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreSystemGuide04.png']		
10113	宣叙妄响战斗教程	TheTheatreFightGuide	宣叙妄响战斗教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheTheatreFightGuide04.png']		
10114	免疫之城活动玩法教程	UiDoomsdayChapter	免疫之城活动玩法教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday201.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday202.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday203.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday204.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday205.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday206.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday207.png']		
10115	免疫之城活动玩法教程	UiDoomsdayFubenMain	免疫之城活动玩法教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday201.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday202.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday203.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday204.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday205.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday206.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday207.png']		
10116	免疫之城探索玩法教程	UiDoomsdayExplore	免疫之城探索玩法教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday208.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday209.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday210.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDoomsday211.png']		
10117	岁首捻彩	UiNewYearLuck	奖券图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNewYearLuck4.png']		
10118	临别留念	HitMouseHelp	打地鼠图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHitMouse06.png']		
10119	独域特攻	PivotCombatHelp	独域特攻1期图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat04.png']		
10120	沙滩大作战	SnowGameHelp	冰雪感谢祭2期图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame01.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame02.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame03.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame04.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame05.jpg']		
10121	噬魂逃生	Escape	噬魂逃生1期图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpEscape201.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSnowGame02.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpEscape203.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpEscape204.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpEscape205.png']		
10122	众志行征	GuildWarHelp	众志行征图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar15.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar7.png']		
10123	独域特攻次级区域	PivotCombatSecondaryHelp	独域特攻1期图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPivotCombat04.png']		
10124	炬火黎希	BodyCombineGame	接头霸王图文	3	['Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide02.png', 'Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide03.png', 'Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide04.png', 'Assets/Product/Texture/Image/UiHelp/UiBodyCombineGameHelpGuide05.png']	[1012401, 1012402, 1012403, 1012404]	
10125	赛利卡补习班-成员关卡界面	PracticeCharacterDetail	111	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPractice1.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPractice2.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPractice3.jpg']		
10126	福禄献礼	ConsumeActivityMain	1、【福禄献礼】活动开启期间，指挥官可以通过消耗各种【研发券】或是【行运袋】来获取【‘福气’】；可获取的【‘福气’】数目如下所示（只展示上限，具体消耗对应的获取数目请查看任务）：\n\n活动角色研发券：18450‘福气’，最多需要消耗       150000研发券；\n行运袋：2260‘福气’，总共需要消耗400个行运袋；\n狙击武器研发券：2250‘福气’，总共需要消耗22500研发券；\n辅助机研发券：3480‘福气’，总共需要消耗30000研发券；\n基准角色研发券：共220‘福气’，总共需要消耗5000研发券；\n\n 2、‘福气’可在【得福行商】商城，兑换比安卡·真理特效涂装【春围巡狩】（含头像）等丰厚奖励；\n\n 3、累计获取2000‘福气’，免费获得神威·暗能 特效涂装【扬威虎将】（含头像）；累计获取8888‘福气’，还能获得特殊头像框【瑞虎云尾】！	2			
10127	黑卡月卡	MonthcardBg02	【黑卡月卡】购买后可立即获得300黑卡。从购买当日开始，持续30日，每日5：00，可领取黑卡*100。\n 此月卡最多同时购买2张，时间叠加，每天只能领取一次。	2			
10128	血清月卡	MonthcardBg01	【角色血清月卡】购买后立即获得680黑卡。从购买当日开始，持续30日，每日5：00后可获得一封月卡邮件，内含活动角色研发券*50，以及中型血清组β*2。	2			
10129	武器月卡	MonthcardBg03	【武器研发月卡】购买后立即获得1280黑卡。从购买当日开始，持续30日，每日5：00后可获得一封月卡邮件，内含狙击武器研发券*100，以及6星武器共鸣碎片*1。	2			
10130	凛冬序列	DoubleTowerActivityHelp	凛冬序列图文教程	1	['Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp01.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp02.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp03.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp04.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp05.png']		
10131	同祈迎春	YuanxiaoHelpOld	同祈迎春图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao01.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao02.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao03.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao04.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpYuanxiao05.jpg']		
10132	凛冬序列	DoubleTowerDeployHelp	凛冬序列插件图文教程	1	['Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp01.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp02.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp03.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp04.png', 'Assets/Product/Texture/Image/UiHelp/DoubleTowerActivityHelp05.png']		
10133	喵星淘金	GoldenMiner	喵星淘金图文教程	3	['Assets/Product/Texture/Image/UiGoldenMiner/UiHelpGoldenMinerv601.png', 'Assets/Product/Texture/Image/UiGoldenMiner/UiHelpGoldenMinerv602.png', 'Assets/Product/Texture/Image/UiGoldenMiner/UiHelpGoldenMinerv603.png']	[1022101, 1022102, 1022103]	
10134	踏桂寻兔	RpgMakerGame2		1	['Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame3.png']		
10135	觅迹寻踪	RpgMakerGame1	觅迹寻踪图文教程	3	['Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiHelpRpgMakerGame1.png', 'Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiHelpRpgMakerGame2.png', 'Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiHelpRpgMakerGame3.png']	[1023101, 1023102, 1023103]	
10136	劲舞帕尼尼	TaikoMasterHelp		1	['Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster07.png']		
10137	辅助机预设	PartnerPrefabHelp	辅助机预设图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreset04.png']		
10138	多维挑战	MultiDimMain	多维挑战图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMultiDim06.png']		
10139	跑酷玩法站位	MoeWarParkourMainOld	跑酷玩法站位	1	['Assets/Product/Texture/Image/UiHelp/UiHelpParkour01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpParkour02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpParkour03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpParkour04.png']		
10140	联合指挥局	GuildDorm	联合指挥局图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuild2.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuild3.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpGuildDorm6.png']		
10141	魔方挑战赛	SpecialTrainHelpOld	魔方挑战赛图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainBreakthrough08.png']		
10142	心象风景	TwoSideTower	心象风景图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTwoSideTower06.png']		
10143	装备推荐界面	UiEquipGuideRecommend	装备推荐界面图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide04.png']		
10144	装备目标界面	UiEquipGuideDetail	装备目标界面图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpEquipGuide02.png']		
10145	落思寄笺	SummerSignInMain	活动时间：2023年11月10日——2023年12月18日5:00\n \n1、活动期间每日登录可获得1次信件的查看次数。获得的查看次数会在<color=#0E70BD>每日05:00重置后失效</color>，不可累计。\n \n2、查看信件可获得1次限时免费研发机会，获得的免费研发机会在<color=#0E70BD>每日05:00重置后失效</color>，请及时使用。\n \n奖励说明：至多获得3次【主题活动角色/命运主题活动角色】二选一免费研发，3次【降临狙击角色/命运降临狙击角色】二选一免费研发，4次【狙击武器】的免费研发，4次【基准角色】的免费研发	2			
10146	盛夏洄影纪	SummerEpisodeHelp	盛夏洄影纪图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode201.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode202.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode203.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisode204.png']		
10147	考级系统-课程界面	SpecialTrainHelp	考级系统-课程界面图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpCourse5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCourse1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCourse2.png']		
10148	考级系统-考级界面	MoeWarParkourMain	考级系统-考级界面图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpCourse6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCourse3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCourse4.png']		
10149	众志行征高危绝壁	GuildWarHelpPanda	众志行征图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar14.png']		
10150	夕语论星	PokerGuessing	夕语论星图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing7.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokerGuessing8.png']		
10151	厄愿潮声	BiancaTheatre	厄愿潮声图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiBiancaTheatre07.png']		
10152	音乐播放器	GuildDormMusicPlayer	指挥局音乐播放器操作规范：\n1、仅指挥局长及副局长具有<color=#0E70BD>编辑歌曲列表</color>的权限：\n      点击<color=#0E70BD>编辑</color>按钮，即可打开编辑界面；\n      点击<color=#0E70BD>置顶</color>按钮，即可置顶指定曲目；\n      点击<color=#0E70BD>删除</color>按钮，即可将曲目从当前列表中删除；\n      点击<color=#0E70BD>曲库</color>按钮，即可打开曲库；\n      在曲库中勾选喜欢的歌曲，即可添加至播放列表。\n\n2、指挥局成员可在当前播放列表中选择喜欢的歌曲进行播放：\n      若没有额外操作，将<color=#0E70BD>循环播放</color>列表中的歌曲。	2			
10153	本我回廊	CharacterTowerPlot	本我回廊图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpCharacterTower01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCharacterTower02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCharacterTower03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCharacterTower04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCharacterTower05.png']		
10154	葬愿穷途	RiftHelp	大秘境教程	3	['Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help01.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help02.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help03.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help04.png']	[1015401, 1015402, 1015403, 1015404]	
10155	葬愿穷途	RiftPluginHelp	大秘境插件教程	3	['Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help01.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help02.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help03.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help04.png']	[1015401, 1015402, 1015403, 1015404]	
10156	葬愿穷途	RiftAttributeHelp	大秘境加点教程	3	['Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help01.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help02.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help03.png', 'Assets/Product/Texture/Image/UiRift/UiRiftV3P8Help04.png']	[1015401, 1015402, 1015403, 1015404]	
10157	福音映像	RiftLuckyHelp	1.完成任意层的作战时可累计福音值\n2.消耗福音值可进入福音映像关卡\n3.挑战福音映像关卡可获取丰厚的插件奖励	2			
10158	特殊回归	UiRegressionActivity	特殊回归1期图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpRegression301.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRegression302.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRegression303.png']		
10159	序列公约	Awareness	111	1	['Assets/Product/Texture/Image/UiHelp/UiHelpAssign7.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAssign8.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAssign9.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpAssign10.png']		
10160	光辉同行	BrilliantWalk	光辉同行图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpBrilliantWalk1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBrilliantWalk2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBrilliantWalk3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBrilliantWalk4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBrilliantWalk5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBrilliantWalk6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBrilliantWalk7.png']		
