Id	Quality	Priority	Name	Description	WorldDescription	Icon	BigIcon	SkipIdParams	ModelTransId	ResonanceModelTransId1	ResonanceModelTransId2	ResonanceModelTransId3	ShopIcon
12520002	5	5202	风花齐颂	寰星之屿系列——弦剑	若生命是首乐曲，你便是我荒诞的静寂时，悄然哼唱的旋律。往后岁月，愿我们共度每一个轮回的四季，让心弦相扣，奏响风与飞花的乐章。	Assets/Product/Texture/Image/IconToolsSp/E3LyreswordMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3LyreswordMd030011.png	[80248]	[25270211, 25270212]				Assets/Product/Texture/Image/IconCoating/IconCoating12520002.png
12530001	5	5301	灵怪神谕	新生活系列——聚能剑炮	以反偶像活动审判庭的名义——其之一，勿忘虔心之本；其之二，勿惜氪金之财；其之三，精进阅片之积；其之四，关爱同好之德；其之五，谨守宅魂之毅；其之六，敬拜圣地之虔；其之七，接受祝福之爱！一切为大统领至上，降下十万兆瓦出力之最终审判！	Assets/Product/Texture/Image/IconToolsSp/E3PistolMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3PistolMd020011.png	[80230]	[25370111]				Assets/Product/Texture/Image/IconCoating/IconCoating12530001.png
12530002	5	5302	飞沫惹夏	阔海秘闻系列——聚能剑炮	光滑流线型的枪身里，涌动着伺机而动的清凉。指尖轻巧一压，纤细水线倏然划破骄阳织就的宁静，精准地在某人肩头，点缀一枚晶莹勋章。溅起的飞沫将慵懒的夏日搅起涟漪，一场只属于你和她的欢乐游戏，就此拉开序章。	Assets/Product/Texture/Image/IconToolsSp/E3PistolMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3PistolMd030011.png	[80247]	[25370211]				Assets/Product/Texture/Image/IconCoating/IconCoating12530002.png
12540001	5	5401	血烁黎明	神寂启示录系列——双刃枪	焰心刺破黑暗，火光勾勒黎明。命运宠幸余烬，秩序终将再临。	Assets/Product/Texture/Image/IconToolsSp/E3BladespearMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3BladespearMd020011.png	[80235, 80236]	[25470111, 25470112]				Assets/Product/Texture/Image/IconCoating/IconCoating12540001.png
12540002	5	5402	九黎铭尊	霓裳系列——双刃枪	九黎天际无尽深邃，魂啸阵阵，枪断生机于无形。相传铸枪者曾于云海山巅，一击洞穿鬼王残魄，天地为之色变。唯有意志坚定者，方可驾驭。	Assets/Product/Texture/Image/IconToolsSp/E3BladespearMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3BladespearMd030011.png	[80243]	[25470211, 25470212]				Assets/Product/Texture/Image/IconCoating/IconCoating12540002.png
12540003	5	5403	光荣秘钥	往昔重绽系列——双刃枪	“不要擅动那位小姐的武器，凡是招惹她的人，没一个有好下场。”很少有人了解，那位帮派小姐的真实身份，她如飓风般降临街头，不知疲倦地战斗。就连推荐她参加行动的长官都相当意外，仿佛学生身份才是她的伪装。	Assets/Product/Texture/Image/IconToolsSp/E3BladespearMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3BladespearMd040011.png	[80293]	[25470311, 25470312]				Assets/Product/Texture/Image/IconCoating/IconCoating12540003.png
12570001	5	5701	罚赎诫律	放逐乐园系列——蛇腹剑	尽管世界早已支离破碎，但仍有残存的亘古律法，以凛冽锋芒衡量着沉沦的界限。绯刃掠空而过，斩落束缚灵魂的尘世枷锁，罪孽深重者归于虚无，苦痛至极者得以解脱。在这堕落残域，死亡既是惩罚，亦是救赎。	Assets/Product/Texture/Image/IconToolsSp/E3ChainswordMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3ChainswordMd020011.png	[80245, 80246]	[25770111]				Assets/Product/Texture/Image/IconCoating/IconCoating12570001.png
12570002	5	5702	星眠于绀昼	寰星之屿系列——蛇腹剑	“今夜星光璀璨，大地甘美芬芳，庭院的门儿被风吹得吱呀作响，美丽的人啊，你手持着一捧晚星，相伴在我身旁……”	Assets/Product/Texture/Image/IconToolsSp/E3ChainswordMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3ChainswordMd030011.png	[80282]	[25770211]				Assets/Product/Texture/Image/IconCoating/IconCoating12570002.png
12580001	5	5801	蓝梭命剪	浮世晓歌系列——剪刀	裁剪万物之命途，织就未来之愿想。要修补的话……请先告诉我撕裂的形状。	Assets/Product/Texture/Image/IconToolsSp/E3ShearsMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3ShearsMd020011.png	[80255]	[25870111]				Assets/Product/Texture/Image/IconCoating/IconCoating12580001.png
12580002	5	5802	剪春柳	霓裳系列——剪刀	桃符褪尽胭脂色，冻笔初融蘸翠微。总有人去折春枝，剪下青芽称柳瘦。	Assets/Product/Texture/Image/IconToolsSp/E3ShearsMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3ShearsMd030011.png	[80279]	[25870211]				Assets/Product/Texture/Image/IconCoating/IconCoating12580002.png
12590001	5	5901	万寂恒砂	游诗歌谣系列——骑枪	沙海中骑枪如同亘古不移的石碑，划开生与死的帷幕，将那些被永恒放逐、徒劳挣扎的魂火，引渡向永恒的静默。没有颂歌，没有哀悼，就连死亡最末的余响，也倾颓在无垠的恒砂之中。沦为了缄默的食粮。砂砾碾落，万籁归于死寂……这是对名为死亡的沙原最为灼烫的诅咒——要么在黄沙的湮灭中选择缄默……要么，成为缄默本身。	Assets/Product/Texture/Image/IconToolsSp/E3DragonlanceMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3DragonlanceMd020011.png	[80263, 80264]	[25970111]				Assets/Product/Texture/Image/IconCoating/IconCoating12590001.png
12590002	5	5902	圣夜礼赞	新生活系列——骑枪	清脆的铃声在宁静的雪夜中回荡，随旋律飘落的每一片雪花，都承载着一个真挚的愿望。这柄长枪本身就是献予圣夜的颂歌，只为将安宁归还于每一扇温暖的窗。	Assets/Product/Texture/Image/IconToolsSp/E3DragonlanceMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3DragonlanceMd030011.png	[80276]	[25970112]				Assets/Product/Texture/Image/IconCoating/IconCoating12590002.png
12590003	5	5903	不明	不明	不明	Assets/Product/Texture/Image/IconToolsSp/E3DragonlanceMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3DragonlanceMd020011.png	[80305]	[25970311]				Assets/Product/Texture/Image/IconCoating/IconCoating12590001.png
12600001	5	6001	浮光惊鸿	霓裳系列——悬浮镜轮	少女行走于溪涧，任月华流转在指尖，莲瓣随风而落，轻轻碰碎水面的倒影，只留那一刹那的惊鸿一瞥。	Assets/Product/Texture/Image/IconToolsSp/E3LotusbladeMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3LotusbladeMd020011.png	[80266, 80267]	[26070111]				Assets/Product/Texture/Image/IconCoating/IconCoating12600001.png
12600002	5	6002	不明	不明	不明	Assets/Product/Texture/Image/IconToolsSp/E3LotusbladeMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3LotusbladeMd020011.png	[80307]	[26070211]				Assets/Product/Texture/Image/IconCoating/IconCoating12600001.png
12610001	5	6101	蜜径寻踪	往昔重绽系列——数码战靴	蜂蜜滴落之处，自成一条甜美的路径。当好奇的脚爪踏上这金色的指引，少女便成了探险传奇的一部分——毕竟，大地早已为真正的探险家，备好了无穷的惊喜。	Assets/Product/Texture/Image/IconToolsSp/E3ShoesMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3ShoesMd020011.png	[80274, 80275]	[26170111, 26170112]				Assets/Product/Texture/Image/IconCoating/IconCoating12610001.png
12620001	5	6201	霜烬灼灭	游诗歌谣系列——辉光战戟	那就在长夜中燃起一把火吧，那把火终将烧尽一切，将霜雪都灼作大地，将晦暝变为黎明。	Assets/Product/Texture/Image/IconToolsSp/E3HalberdMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3HalberdMd020011.png	[80280, 80281]	[26270111]				Assets/Product/Texture/Image/IconCoating/IconCoating12620001.png
12620002	5	6202	精密焊灼	地平线系列——辉光战戟	冰雪以白色伤痕遮掩已经冷却的苦痛，而人们却在伤痕结疤处重新点起篝火。就这样，工业与文明，如血液般，顺着火焰与灯光再次往更贫瘠处流去。	Assets/Product/Texture/Image/IconToolsSp/E3HalberdMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3HalberdMd030011.png	[80294]	[26270211]				Assets/Product/Texture/Image/IconCoating/IconCoating12620002.png
12630001	5	6301	蓝夜羽镰	游诗歌谣系列——裁决镰刃	她说人的左手深藏愿望，而右手里隐匿着代价。善恶在覆手之间，由她的锋刃来裁决和审判。	Assets/Product/Texture/Image/IconToolsSp/E3SickleMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3SickleMd020011.png	[80292]	[26370111]				Assets/Product/Texture/Image/IconCoating/IconCoating12630001.png
12640001	5	6401	不明	不明	不明	Assets/Product/Texture/Image/IconToolsSp/E3GreatswordMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3GreatswordMd020011.png	[80295, 80296]	[26470111]				Assets/Product/Texture/Image/IconCoating/IconCoating12640001.png
12640002	5	6402	黄油犬铃	新生活系列——爆能巨剑	在孩童的记忆里，清晨的黄油味道与小狗的扑腾才是最准点的闹钟。如今，当每日不得不面对如荆棘般刺痛的世界时，那段孩童时光逐渐沉淀，成为了最好的止痛药。	Assets/Product/Texture/Image/IconToolsSp/E3GreatswordMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3GreatswordMd030011.png	[80308]	[26470211]				Assets/Product/Texture/Image/IconCoating/IconCoating12640002.png
12650001	5	6501	长夜孤刃	雾夜镇魂曲系列——转轮长刃	高贵和优雅，是她隐匿起自己真实一面的伪装，猩红的锋刃斩开浓雾，以此对沉沦的城市宣告：她绝不妥协。	Assets/Product/Texture/Image/IconToolsSp/E3GreatswordMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3GreatswordMd020011.png	[80305, 80306]	[26570111, 26570112]				Assets/Product/Texture/Image/IconCoating/IconCoating12640001.png
