ItemId	ItemType	OrbColor	OrbGroup	ItemTier	ItemName	ItemDesc	UnlockProgressionNodeId	Icon	SkillId	SaveSkillNote	ItemMagic	Tags
150	2			2	迷你惊喜	暴击<Icon=IconCritRate|39|39/> <color=#3ACC3B>+10%</color>\n普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#DB1D1A>-12%</color>\n<color=#b8ae95>——“七实登场！”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon46.png			747643	['道具', '伤害能力']
151	2			2	芒果沙冰	黄球掉落概率<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#3ACC3B>+15%</color>\n护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+1</color>\n蓝球掉落概率<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#DB1D1A>-5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon66.png			747646	['道具', '生存能力']
152	2			2	海盐柠檬饮	蓝球掉落概率<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#3ACC3B>+15%</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#3ACC3B>+7.5%</color>\n黄球掉落概率<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#DB1D1A>-5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon56.png			747650	['道具', '生存能力']
153	2			2	库咖啡	速度<Icon=IconMoveSpeed|39|39/> <color=#3ACC3B>+12.5%</color>\n最大生命值<Icon=IconMaxHP|39|39/> <color=#DB1D1A>-4</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon63.png			747654	['道具', '生存能力']
154	2			2	“面迎海风”	生命偷取效率<Icon=IconLifestealRate|39|39/> <color=#3ACC3B>+3%</color>\n红球掉落概率<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#DB1D1A>-2%</color>\n黄球掉落概率<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#DB1D1A>-2%</color>\n蓝球掉落概率<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#DB1D1A>-2%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon39.png			747657	['道具', '生存能力']
155	2			2	黄油布丁冰	速度<Icon=IconMoveSpeed|39|39/> <color=#3ACC3B>+7.5%</color>\n幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+10</color>\n冲刺充能<Icon=IconDashLimitNum|39|39/> <color=#DB1D1A>-6%</color>\n<color=#b8ae95>——“感觉脑袋冰冰凉凉的”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon97.png			747662	['道具', '生存能力', '幸运提升']
156	2			2	库咖啡豆	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+10</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+25%</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-3%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon76.png			747666	['道具', '生存能力', '伤害能力']
157	2			2	很单纯的牛奶	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+12</color>\n护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+1</color>\n闪避<Icon=IconDodgeRate|39|39/> <color=#DB1D1A>-2%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon62.png			747670	['道具', '生存能力']
158	2			2	蓬蓬枕头	护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+1</color>\n闪避<Icon=IconDodgeRate|39|39/> <color=#3ACC3B>+3%</color>\n最大生命值<Icon=IconMaxHP|39|39/> <color=#DB1D1A>-4</color>\n<color=#b8ae95>——“枕头大战备用弹药”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon87.png			747674	['道具', '生存能力']
159	2			2	黄油咖啡	幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+10</color>\n闪避<Icon=IconDodgeRate|39|39/> <color=#3ACC3B>+3%</color>\n护甲<Icon=IconArmor|39|39/> <color=#DB1D1A>-1</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon98.png			747678	['道具', '生存能力', '幸运提升']
160	2			2	小神威	信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+40%</color>\n攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#DB1D1A>-6%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon85.png			747682	['道具', '伤害能力']
161	2			3	影打·逆断	普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#3ACC3B>+66.66%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon9.png			791000	['道具', '伤害能力']
162	2			3	塔纳托斯	信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+50%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon12.png			791001	['道具', '伤害能力']
163	2			3	明瞳续昼	暴击<Icon=IconCritRate|39|39/> <color=#3ACC3B>+11%</color>	7	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon11.png			791002	['道具', '伤害能力']
164	2			3	天平	暴击伤害<Icon=IconCritDmg|39|39/> <color=#3ACC3B>+25%</color>	7	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon10.png			791003	['道具', '伤害能力']
165	2			3	卫士挂载	射程<Icon=IconBasicAttackRange|39|39/> <color=#3ACC3B>+3</color>	13	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon14.png			791004	['道具', '伤害能力']
166	2			3	桃心马卡龙	红球掉落概率<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#3ACC3B>+25%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon17.png			791005	['道具', '伤害能力']
167	2			3	芒果马卡龙	黄球掉落概率<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#3ACC3B>+25%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon16.png			791006	['道具', '生存能力']
168	2			3	蓝莓马卡龙	蓝球掉落概率<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#3ACC3B>+25%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon18.png			791007	['道具', '生存能力']
169	2			3	阿修印章	连锁持续时间<Icon=IconComboBoostWindow|39|39/> <color=#3ACC3B>+4</color>秒		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon44.png			791008	['道具']
170	2			3	阿箭印章	生命偷取效率<Icon=IconLifestealRate|39|39/> <color=#3ACC3B>+2.5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon45.png			791009	['道具', '生存能力']
171	2			3	双重随机	闪避<Icon=IconDodgeRate|39|39/> <color=#3ACC3B>+8%</color>\n<color=#b8ae95>——“扔出来了也不知道是几”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon34.png			791010	['道具', '生存能力']
172	2			3	溜了溜了	速度<Icon=IconMoveSpeed|39|39/> <color=#3ACC3B>+16.5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon50.png			791011	['道具', '生存能力']
173	2			3	库咖啡杯	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+20</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon65.png			791012	['道具', '生存能力']
174	2			3	黄油吐司	护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+2</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon19.png			791013	['道具', '生存能力']
175	2			3	黄油布丁	幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+20</color>\n<color=#b8ae95>——“脑袋duangduang~”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon95.png			791014	['道具', '幸运提升']
176	2			3	迷你沙漏	冲刺充能<Icon=IconDashLimitNum|39|39/> <color=#3ACC3B>+35%</color>\n<color=#b8ae95>——“未按时端上的菜品将免费供应”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon36.png			791015	['道具', '生存能力']
177	2			3	木人桩	攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#3ACC3B>+30%</color>\n<color=#b8ae95>——“所以咖啡屋里为什么会有这个”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon25.png			791016	['道具', '伤害能力']
178	2			3	重力锤	击退<Icon=IconBasicAttackKnockback|39|39/> <color=#3ACC3B>+3</color>\n<color=#b8ae95>——“锤糍粑非常好用”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon54.png			791017	['道具', '生存能力']
179	2			3	豪华冰鲨	普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#3ACC3B>+45%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+30%</color>\n<color=#b8ae95>——“镇店之宝”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon91.png			791018	['道具', '伤害能力']
180	2			3	血清水杯	最大生命<color=#3ACC3B>+12</color>\n护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+1</color>\n<color=#b8ae95>——“指挥官授权周边”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon82.png			791021	['道具', '生存能力']
181	2			3	浇菜壶	闪避<Icon=IconDodgeRate|39|39/> <color=#3ACC3B>+6%</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#3ACC3B>+10%</color>\n<color=#b8ae95>——“所以为什么要在浇水壶里种菜”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon80.png			791024	['道具', '生存能力']
182	2			3	库盖盖	冲刺充能<Icon=IconDashInitialNum|39|39/> 次数上限<color=#3ACC3B>+2</color>\n<color=#b8ae95>——“再来一瓶”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon53.png			791027	['道具', '生存能力']
183	2			3	神秘卡牌	贯穿<Icon=IconPierceNum|39|39/> <color=#3ACC3B>+2</color>\n<color=#b8ae95>——“其实是员工卡套”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon49.png			791028	['道具', '伤害能力']
184	2			4	实体幸运	幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+40</color>\n每1幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+1%</color>暴击<Icon=IconCritRate|39|39/> \n<color=#DB1D1A>-6</color>最大生命值<Icon=IconMaxHP|39|39/>（不可叠加） \n<color=#b8ae95>——“布灵布灵，散播幸运的黄油天使”</color>	22	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon99.png			791029	['道具', '伤害能力']
185	2			4	你想要的	闪避<Icon=IconDodgeRate|39|39/> 几率<color=#3ACC3B>+15%</color>\n每1%闪避<Icon=IconDodgeRate|39|39/> 几率<color=#3ACC3B>+5%</color>普攻伤害加成<Icon=IconBasicAttackDmg|39|39/>（不可叠加） \n<color=#b8ae95>——“我也想要”</color>	21	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon6.png			791033	['道具', '生存能力', '伤害能力']
186	2			4	注入灵魂	冲刺充能<Icon=IconDashLimitNum|39|39/> <color=#DB1D1A>-50%</color>\n低于50%的每2.5%冲刺充能<Icon=IconDashLimitNum|39|39/> <color=#3ACC3B>+1</color>护甲<Icon=IconArmor|39|39/>（不可叠加）\n<color=#b8ae95>——“穿上就是自己人”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon7.png			791036	['道具', '生存能力']
187	2			4	咖啡厅季票	红球掉落概率<Icon=IconRedOrbsAttackDropRate|39|39/><color=#3ACC3B>+50%</color>\n黄球掉落概率<Icon=IconYellowOrbsAttackDropRate|39|39/><color=#3ACC3B>+50%</color>\n蓝球掉落概率<Icon=IconBlueOrbsAttackDropRate|39|39/><color=#3ACC3B>+50%</color>\n超过100%的每点信号球掉率<color=#3ACC3B>+3%</color>信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/>（不可叠加） \n<color=#b8ae95>——“凭此票每天自选一杯饮品”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon90.png			791039	['道具', '伤害能力']
188	2			4	神威邀请函	射程<Icon=IconBasicAttackRange|39|39/> <color=#3ACC3B>+20</color>\n每1射程<Icon=IconBasicAttackRange|39|39/> <color=#3ACC3B>+4%</color>攻速加成<Icon=IconBasicAttackSpeedRate|39|39/>（不可叠加）\n<color=#b8ae95>——“只属于你的约会邀请”</color>	14	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon89.png			791044	['道具', '伤害能力']
189	2			4	库仆仆	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+25</color>\n护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+5</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-5%</color>\n每<color=#DB1D1A>-0.5%</color>速度<Icon=IconMoveSpeed|39|39/> <color=#3ACC3B>+0.5%</color>生命偷取效率<Icon=IconLifestealRate|39|39/>（不可叠加）\n<color=#b8ae95>——“穿着女仆装的扫拖一体机器人”</color>	6	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon43.png			791047	['道具', '生存能力']
