SpawnId	SpawnProbability	IsCheckLuck	IsCheckWave	SpawnMaxInterval	SpawnDistance	SpawnRange	SpawnMonsterId	SpawnMonsterNum
50200403	6000		1	2		12	3	20001
1	50200404	4000		1	2		12	3
30001	1	50200405	10000			1		10
3	10001	3	50200501	10000			133	2
10	3	10001	2	50200502	10000			1
	10	3	10001	3	50200503	6000		1
2		12	3	20001	1	50200504	4000	
1	2		12	3	30001	1	50200505	10000
		1		10	3	10001	3	50200601
10000			133	2	10	3	10001	2
50200602	10000			1		10	3	10001
3	50200603	6000		1	2		12	3
20001	1	50200604	4000		1	2		12
3	30001	1	50200605	10000			1	
10	3	10001	3	50200701	10000			133
2	10	3	10001	2	50200702	10000		
1		10	3	10001	3	50200703	6000	
1	2		12	3	20001	1	50200704	4000
	1	2		12	3	30001	1	50200705
10000			1		10	3	10001	3
50300101	10000			133	2	10	3	10001
2	50300102	10000			1		10	3
10001	3	50300103	8000		1	167	2	12
3	20001	1	50300104	4000		1	2	
12	3	30001	1	50300105	10000			1
	10	3	10001	3	50300201	10000		
1		10	3	10001	3	50300202	10000	
	1		10	3	10001	3	50300203	8000
	1	167	2	12	3	20001	1	50300204
4000		1	2		12	3	30001	1
50300205	10000			1		10	3	10001
3	50300301	10000			1		10	3
10001	3	50300302	10000			1		10
3	10001	3	50300303	8000		1	167	2
12	3	20001	1	50300304	4000		1	2
	12	3	30001	1	50300305	10000		
1		10	3	10001	3	50300401	10000	
	1		10	3	10001	3	50300402	10000
		1		10	3	10001	3	50300403
8000		1	167	2	12	3	20001	1
50300404	4000		1	2		12	3	30001
1	50300405	10000			1		10	3
10001	3	50300501	10000			1		10
3	10001	3	50300502	10000			1	
10	3	10001	3	50300503	8000		1	167
2	12	3	20001	1	50300504	4000		1
2		12	3	30001	1	50300505	10000	
	1		10	3	10001	3	50300601	10000
		1		10	3	10001	3	50300602
10000			1		10	3	10001	3
50300603	8000		1	167	2	12	3	20001
1	50300604	4000		1	2		12	3
30001	1	50300605	10000			1		10
3	10001	3	50300701	10000			1	
10	3	10001	3	50300702	10000			1
	10	3	10001	3	50300703	8000		1
167	2	12	3	20001	1	50300704	4000	
1	2		12	3	30001	1	50300705	10000
		1		10	3	10001	3	50300801
10000			1		10	3	10001	3
50300802	10000			1		10	3	10001
3	50300803	8000		1	167	2	12	3
20001	1	50300804	4000		1	2		12
3	30001	1	50300805	10000			1	
10	3	10001	3	50300901	10000			1
	10	3	10001	3	50300902	10000		
1		10	3	10001	3	50300903	8000	
1	167	2	12	3	20001	1	50300904	7000
	1	167	2	12	3	30001	2	50300905
10000			1		10	3	10001	3
50301001	10000			1		10	3	10001
3	50301002	10000			1		10	3
10001	3	50301003	8000		1	167	2	12
3	20001	1	50301004	7000		1	167	2
12	3	30001	2	50301005	10000			1
	10	3	10001	3	50400101	10000		
1		10	3	10001	2	50400102	10000	
	75	2	10	3	10001	3	50400103	8000
	1	125	2	12	3	20001	1	50400104
4000		1	15	1	12	3	30001	1
50400105	10000			75	2	10	3	10001
3	50400201	10000			75	2	10	3
10001	3	50400202	10000			75	2	10
3	10001	3	50400203	8000		1	125	2
12	3	20001	1	50400204	4000		1	15
1	12	3	30001	1	50400205	10000		
75	2	10	3	10001	3	50400301	3000	
1	3		12	3	40001	1	50400302	10000
		75	2	10	3	10001	3	50400303
8000		1	125	2	12	3	20001	1
50400304	4000		1	15	1	12	3	30001
1	50400305	10000			75	2	10	3
10001	3	50400401	10000			75	2	10
3	10001	3	50400402	10000			75	2
10	3	10001	3	50400403	8000		1	125
2	12	3	20001	1	50400404	4000		1
15	1	12	3	30001	1	50400405	10000	
	75	2	10	3	10001	3	50400501	10000
		75	2	10	3	10001	3	50400502
10000			75	2	10	3	10001	3
50400503	8000		1	125	2	12	3	20001
1	50400504	4000		1	15	1	12	3
30001	1	50400505	10000			75	2	10
3	10001	3	50400601	3000		1	3	
12	3	40001	1	50400602	10000			75
2	10	3	10001	3	50400603	8000		1
125	2	12	3	20001	1	50400604	4000	
1	15	1	12	3	30001	1	50400605	10000
		75	2	10	3	10001	3	50400701
10000			75	2	10	3	10001	3
50400702	10000			75	2	10	3	10001
3	50400703	8000		1	125	2	12	3
20001	1	50400704	4000		1	15	1	12
3	30001	1	50400705	10000			75	2
10	3	10001	3	50400801	10000			75
2	10	3	10001	3	50400802	10000		
75	2	10	3	10001	3	50400803	8000	
1	125	2	12	3	20001	1	50400804	7000
	1	125	2	12	3	30001	2	50400805
10000			75	2	10	3	10001	3
50400901	2000		1	3		12	3	40001
2	50400902	10000			75	2	10	3
10001	3	50400903	8000		1	125	2	12
3	20001	1	50400904	7000		1	125	2
12	3	30001	2	50400905	10000			75
2	10	3	10001	3	50401001	10000		
1		10	3	10001	2	50401002	10000	
	75	2	10	3	10001	3	50401003	8000
	1	125	2	12	3	20001	1	50401004
7000		1	125	2	12	3	30001	2
50401005	10000			75	2	10	3	10001
3	50500101	10000			1		10	3
10001	3	50500102	10000			75	2	10
3	10001	4	50500103	8000		1	125	2
12	3	20001	1	50500104	4000		1	15
1	12	3	30001	1	50500105	10000		
75	2	10	3	10001	4	50500201	10000	
	75	2	10	3	10001	4	50500202	10000
		75	2	10	3	10001	4	50500203
8000		1	125	2	12	3	20001	1
50500204	4000		1	15	1	12	3	30001
1	50500205	10000			75	2	10	3
10001	4	50500301	10000			75	2	10
3	10001	4	50500302	10000			75	2
10	3	10001	4	50500303	8000		1	125
2	12	3	20001	1	50500304	4000		1
15	1	12	3	30001	1	50500305	10000	
	75	2	10	3	10001	4	50500401	10000
		75	2	10	3	10001	4	50500402
10000			75	2	10	3	10001	4
50500403	8000		1	125	2	12	3	20001
1	50500404	4000		1	15	1	12	3
30001	1	50500405	10000			75	2	10
3	10001	4	50500501	10000			75	2
10	3	10001	4	50500502	10000			75
2	10	3	10001	4	50500503	8000		1
125	2	12	3	20001	1	50500504	4000	
1	15	1	12	3	30001	1	50500505	10000
		75	2	10	3	10001	4	50500601
10000			75	2	10	3	10001	4
50500602	10000			75	2	10	3	10001
4	50500603	8000		1	125	2	12	3
20001	1	50500604	4000		1	15	1	12
3	30001	1	50500605	10000			75	2
10	3	10001	4	50500701	10000			75
2	10	3	10001	4	50500702	10000		
75	2	10	3	10001	4	50500703	8000	
1	125	2	12	3	20001	1	50500704	4000
	1	15	1	12	3	30001	1	50500705
10000			75	2	10	3	10001	4
50500801	10000			75	2	10	3	10001
4	50500802	10000			75	2	10	3
10001	4	50500803	8000		1	125	2	12
3	20001	1	50500804	7000		1	125	2
12	3	30001	2	50500805	10000			75
2	10	3	10001	4	50500901	10000		
1		10	3	10001	3	50500902	10000	
	75	2	10	3	10001	4	50500903	8000
	1	125	2	12	3	20001	1	50500904
7000		1	125	2	12	3	30001	2
50500905	10000			75	2	10	3	10001
4	50501001	10000			1		10	3
10001	3	50501002	10000			75	2	10
3	10001	4	50501003	8000		1	125	2
12	3	20001	1	50501004	7000		1	125
2	12	3	30001	2	50501005	10000		
75	2	10	3	10001	4	50600101	10000	
	1		10	3	10001	3	50600102	10000
		75	2	10	3	10001	4	50600103
8000		1	125	2	12	3	20001	1
50600104	4000		1	15	1	12	3	30001
1	50600105	10000			75	2	10	3
10001	4	50600201	10000			1		10
3	10001	3	50600202	10000			75	2
10	3	10001	4	50600203	8000		1	125
2	12	3	20001	1	50600204	7000		1
125	2	12	3	30001	2	50600205	10000	
	75	2	10	3	10001	4	50600301	10000
		75	2	10	3	10001	4	50600302
10000			75	2	10	3	10001	4
50600303	8000		1	125	2	12	3	20001
1	50600304	7000		1	125	2	12	3
30001	2	50600305	10000			75	2	10
3	10001	4	50600401	10000			75	2
10	3	10001	4	50600402	10000			75
2	10	3	10001	4	50600403	8000		1
125	2	12	3	20001	1	50600404	7000	
1	125	2	12	3	30001	2	50600405	10000
		75	2	10	3	10001	4	50600501
10000			75	2	10	3	10001	4
50600502	500	1		1		10	3	10004
1	50600503	8000		1	125	2	12	3
20001	1	50600504	7000		1	125	2	12
3	30001	2	50600505	10000			75	2
10	3	10001	4	50600601	10000			75
2	10	3	10001	4	50600602	10000		
75	2	10	3	10001	4	50600603	8000	
1	125	2	12	3	20001	1	50600604	6000
	1	125	2	12	3	30002	1	50600605
10000			75	2	10	3	10001	4
50600701	10000			75	2	10	3	10001
4	50600702	10000			75	2	10	3
10001	4	50600703	10000			1		12
3	20001	1	50600704	6000		1	125	2
12	3	30002	1	50600705	10000			75
2	10	3	10001	4	50600801	10000		
75	2	10	3	10001	4	50600802	10000	
	75	2	10	3	10001	4	50600803	10000
		1		12	3	20001	1	50600804
6000		1	125	2	12	3	30003	1
50600805	10000			75	2	10	3	10001
4	50600901	10000			1		10	3
10001	3	50600902	10000			75	2	10
3	10001	4	50600903	10000			1	
12	3	20001	1	50600904	6000		1	125
2	12	3	30003	1	50600905	10000		
75	2	10	3	10001	4	50601001	10000	
	1		10	3	10001	3	50601002	10000
		75	2	10	3	10001	4	50601003
10000			1		12	3	20001	1
50601004	6000		1	125	2	12	3	30003
1	50601005	10000			75	2	10	3
10001	4	50601101	10000			75	2	10
3	10001	4	50601102	10000			75	2
10	3	10001	4	50601103	10000			1
	12	3	20001	1	50601104	5000		1
125	2	12	3	30003	2	50601105	10000	
	75	2	10	3	10001	4	50601201	10000
		75	2	10	3	10001	4	50601202
10000			75	2	10	3	10001	4
50601203	10000			1		12	3	20001
1	50601204	4000		1	15	1	12	3
30001	1	50601205	5000		1	125	2	12
3	30003	2	50700101	10000			1	
10	3	10001	3	50700102	10000			75
2	10	3	10001	4	50700103	8000		1
125	2	12	3	20001	1	50700104	4000	
1	15	1	12	3	30001	1	50700105	10000
		75	2	10	3	10001	4	50700201
10000			1		10	3	10002	2
50700202	10000			75	2	10	3	10001
4	50700203	8000		1	125	2	12	3
20001	1	50700204	7000		1	125	2	12
3	30001	2	50700205	10000			75	2
10	3	10001	4	50700301	10000			1
	10	3	10002	2	50700302	10000		
75	2	10	3	10001	4	50700303	8000	
1	125	2	12	3	20001	1	50700304	7000
	1	125	2	12	3	30001	2	50700305
10000			75	2	10	3	10001	4
50700401	10000			1		10	3	10002
2	50700402	10000			75	2	10	3
10001	4	50700403	8000		1	125	2	12
3	20001	1	50700404	7000		1	125	2
12	3	30001	2	50700405	10000			75
2	10	3	10001	4	50700501	10000		
1		10	3	10002	2	50700502	10000	
	75	2	10	3	10001	4	50700503	8000
	1	125	2	12	3	20001	1	50700504
7000		1	125	2	12	3	30001	2
50700505	10000			75	2	10	3	10001
4	50700601	10000			1		10	3
10002	2	50700602	10000			75	2	10
3	10001	4	50700603	8000		1	125	2
12	3	20001	1	50700604	6000		1	125
2	12	3	30002	1	50700605	10000		
75	2	10	3	10001	4	50700701	10000	
	1		10	3	10002	2	50700702	10000
		75	2	10	3	10001	4	50700703
10000			1		12	3	20001	1
50700704	6000		1	125	2	12	3	30002
1	50700705	10000			75	2	10	3
10001	4	50700801	10000			1		10
3	10002	2	50700802	10000			75	2
10	3	10001	4	50700803	10000			1
	12	3	20001	1	50700804	6000		1
125	2	12	3	30003	1	50700805	10000	
	75	2	10	3	10001	4	50700901	10000
		1		10	3	10002	2	50700902
10000			75	2	10	3	10001	4
50700903	10000			1		12	3	20001
1	50700904	6000		1	125	2	12	3
30003	1	50700905	10000			75	2	10
3	10001	4	50701001	10000			1	
10	3	10002	2	50701002	10000			75
2	10	3	10001	4	50701003	10000		
1		12	3	20001	1	50701004	6000	
1	125	2	12	3	30003	1	50701005	10000
		75	2	10	3	10001	4	50701101
10000			1		10	3	10002	2
50701102	10000			75	2	10	3	10001
4	50701103	10000			1		12	3
20001	1	50701104	5000		1	125	2	12
3	30003	2	50701105	10000			75	2
10	3	10001	4	50701201	8000		1	1
	10	3	10003	2	50701202	10000		
75	2	10	3	10001	4	50701203	10000	
	1		12	3	20001	1	50701204	4000
	1	15	1	12	3	30001	1	50701205
5000		1	125	2	12	3	30003	2
50701301	8000		1	1		10	3	10003
2	50701302	10000			75	2	10	3
10001	4	50701303	10000			1		12
3	20001	1	50701304	6000		1	125	2
12	3	30003	1	50701305	10000			75
2	10	3	10001	4	50701401	6000		1
75	2	10	3	10003	3	50701402	10000	
	75	2	10	3	10001	4	50701403	10000
		1		12	3	20001	1	50701404
5000		1	125	2	12	3	30003	2
50701405	10000			75	2	10	3	10001
4	50701501	6000		1	75	2	10	3
10003	3	50701502	10000			75	2	10
3	10001	4	50701503	10000			1	
12	3	20001	1	50701504	4000		1	15
1	12	3	30001	1	50701505	5000		1
125	2	12	3	30003	2	50800101	3000	
1	225	2	12	3	40001	1	50800102	10000
		56	2	10	3	10001	6	50800103
8000		1	94	2	12	3	20001	1
50800104	4000		1	113	2	12	3	30001
1	50800105	10000			56	2	10	3
10001	6	50800201	10000			75	2	10
3	10002	2	50800202	10000			56	2
10	3	10001	6	50800203	8000		1	94
2	12	3	20001	1	50800204	7000		1
94	2	12	3	30001	2	50800205	10000	
	56	2	10	3	10001	6	50800301	10000
		75	2	10	3	10002	2	50800302
10000			56	2	10	3	10001	6
50800303	8000		1	94	2	12	3	20001
1	50800304	7000		1	94	2	12	3
30001	2	50800305	10000			56	2	10
3	10001	6	50800401	3000		1	225	2
12	3	40001	1	50800402	10000			56
2	10	3	10001	6	50800403	8000		1
94	2	12	3	20001	1	50800404	7000	
1	94	2	12	3	30001	2	50800405	10000
		56	2	10	3	10001	6	50800501
10000			75	2	10	3	10002	2
50800502	10000			56	2	10	3	10001
6	50800503	8000		1	94	2	12	3
20001	1	50800504	7000		1	94	2	12
3	30001	2	50800505	10000			56	2
10	3	10001	6	50800601	10000			75
2	10	3	10002	2	50800602	10000		
56	2	10	3	10001	6	50800603	8000	
1	94	2	12	3	20001	1	50800604	6000
	1	94	2	12	3	30002	1	50800605
10000			56	2	10	3	10001	6
50800701	10000			75	2	10	3	10002
2	50800702	10000			56	2	10	3
10001	6	50800703	10000			75	2	12
3	20001	1	50800704	6000		1	94	2
12	3	30002	1	50800705	10000			56
2	10	3	10001	6	50800801	3000		1
225	2	12	3	40001	1	50800802	10000	
	56	2	10	3	10001	6	50800803	10000
		75	2	12	3	20001	1	50800804
6000		1	94	2	12	3	30003	1
50800805	10000			56	2	10	3	10001
6	50800901	10000			75	2	10	3
10002	2	50800902	10000			56	2	10
3	10001	6	50800903	10000			75	2
12	3	20001	1	50800904	6000		1	94
2	12	3	30003	1	50800905	10000		
56	2	10	3	10001	6	50801001	10000	
	75	2	10	3	10002	2	50801002	10000
		56	2	10	3	10001	6	50801003
10000			75	2	12	3	20001	1
50801004	6000		1	94	2	12	3	30003
1	50801005	10000			56	2	10	3
10001	6	50801101	10000			75	2	10
3	10002	2	50801102	10000			56	2
10	3	10001	6	50801103	10000			75
2	12	3	20001	1	50801104	5000		1
94	2	12	3	30003	2	50801105	10000	
	56	2	10	3	10001	6	50801201	2000
	1	225	2	12	3	40001	2	50801202
10000			56	2	10	3	10001	6
50801203	10000			75	2	12	3	20001
1	50801204	4000		1	113	2	12	3
30001	1	50801205	5000		1	94	2	12
3	30003	2	50801301	8000		1	75	2
10	3	10003	2	50801302	10000			56
2	10	3	10001	6	50801303	10000		
75	2	12	3	20001	1	50801304	6000	
1	94	2	12	3	30003	1	50801305	10000
		56	2	10	3	10001	6	50801401
6000		1	56	2	10	3	10003	3
50801402	10000			56	2	10	3	10001
6	50801403	10000			75	2	12	3
20001	1	50801404	5000		1	94	2	12
3	30003	2	50801405	10000			56	2
10	3	10001	6	50801501	6000		1	56
2	10	3	10003	3	50801502	10000		
56	2	10	3	10001	6	50801503	10000	
	75	2	12	3	20001	1	50801504	4000
	1	113	2	12	3	30001	1	50801505
5000		1	94	2	12	3	30003	2
50900101	3000		1	225	2	12	3	40001
1	50900102	10000			56	2	10	3
10001	6	50900103	8000		1	94	2	12
3	20001	1	50900104	6000		1	94	2
12	3	30003	1	50900105	10000			56
2	10	3	10001	6	50900201	8000		1
75	2	10	3	10003	2	50900202	10000	
	56	2	10	3	10001	6	50900203	8000
	1	94	2	12	3	20001	1	50900204
6000		1	94	2	12	3	30003	1
50900205	10000			56	2	10	3	10001
6	50900301	8000		1	75	2	10	3
10003	2	50900302	10000			56	2	10
3	10001	6	50900303	8000		1	94	2
12	3	20001	1	50900304	6000		1	94
2	12	3	30003	1	50900305	10000		
56	2	10	3	10001	6	50900401	2000	
1	225	2	12	3	40001	2	50900402	10000
		56	2	10	3	10001	6	50900403
8000		1	94	2	12	3	20001	1
50900404	7000		1	94	2	12	3	30001
2	50900405	10000			56	2	10	3
10001	6	50900501	10000			75	2	10
3	10002	2	50900502	10000			56	2
10	3	10001	6	50900503	8000		1	94
2	12	3	20001	1	50900504	7000		1
94	2	12	3	30001	2	50900505	10000	
	56	2	10	3	10001	6	50900601	10000
		75	2	10	3	10002	2	50900602
10000			56	2	10	3	10001	6
50900603	8000		1	94	2	12	3	20001
1	50900604	6000		1	94	2	12	3
30002	1	50900605	10000			56	2	10
3	10001	6	50900701	10000			75	2
10	3	10002	2	50900702	10000			56
2	10	3	10001	6	50900703	10000		
75	2	12	3	20001	1	50900704	6000	
1	94	2	12	3	30002	1	50900705	10000
		56	2	10	3	10001	6	50900801
5000		1	225	2	12	3	50001	2
50900802	10000			56	2	10	3	10001
6	50900803	10000			75	2	12	3
20001	1	50900804	6000		1	94	2	12
3	30003	1	50900805	10000			56	2
10	3	10001	6	50900901	10000			75
2	10	3	10002	2	50900902	10000		
56	2	10	3	10001	6	50900903	10000	
	75	2	12	3	20001	1	50900904	6000
	1	94	2	12	3	30003	1	50900905
10000			56	2	10	3	10001	6
50901001	10000			75	2	10	3	10002
2	50901002	10000			56	2	10	3
10001	6	50901003	10000			75	2	12
3	20001	1	50901004	6000		1	94	2
12	3	30003	1	50901005	10000			56
2	10	3	10001	6	50901101	10000		
75	2	10	3	10002	2	50901102	10000	
	56	2	10	3	10001	6	50901103	10000
		75	2	12	3	20001	1	50901104
5000		1	94	2	12	3	30003	2
50901105	10000			56	2	10	3	10001
6	50901201	3000		1	225	2	12	3
40001	1	50901202	10000			56	2	10
3	10001	6	50901203	10000			75	2
12	3	20001	1	50901204	4000		1	113
2	12	3	30001	1	50901205	5000		1
94	2	12	3	30003	2	50901301	8000	
1	75	2	10	3	10003	2	50901302	10000
		56	2	10	3	10001	6	50901303
10000			75	2	12	3	20001	1
50901304	6000		1	94	2	12	3	30003
1	50901305	10000			56	2	10	3
10001	6	50901401	6000		1	56	2	10
3	10003	3	50901402	10000			56	2
10	3	10001	6	50901403	10000			75
2	12	3	20001	1	50901404	5000		1
94	2	12	3	30003	2	50901405	10000	
	56	2	10	3	10001	6	50901501	6000
	1	56	2	10	3	10003	3	50901502
10000			56	2	10	3	10001	6
50901503	10000			75	2	12	3	20001
1	50901504	4000		1	113	2	12	3
30001	1	50901505	5000		1	94	2	12
3	30003	2	50901601	10000			75	2
10	3	10002	2	50901602	10000			56
2	10	3	10001	6	50901603	10000		
75	2	12	3	20001	1	50901604	5000	
1	94	2	12	3	30003	2	50901605	10000
		56	2	10	3	10001	6	50901701
5000		1	225	2	12	3	50001	2
50901702	10000			56	2	10	3	10001
6	50901703	10000			75	2	12	3
20001	1	50901704	4000		1	113	2	12
3	30001	1	50901705	5000		1	94	2
12	3	30003	2	50901801	8000		1	75
2	10	3	10003	2	50901802	10000		
56	2	10	3	10001	6	50901803	10000	
	75	2	12	3	20001	1	50901804	6000
	1	94	2	12	3	30003	1	50901805
10000			56	2	10	3	10001	6
50901901	6000		1	56	2	10	3	10003
3	50901902	10000			56	2	10	3
10001	6	50901903	10000			75	2	12
3	20001	1	50901904	5000		1	94	2
12	3	30003	2	50901905	10000			56
2	10	3	10001	6	50902001	5000		1
225	2	12	3	50001	2	50902002	10000	
	56	2	10	3	10001	6	50902003	10000
		75	2	12	3	20001	1	50902004
4000		1	113	2	12	3	30001	1
50902005	5000		1	94	2	12	3	30003
2	51000101	8000		1	75	2	10	3
10003	2	51000102	10000			56	2	10
3	10001	6	51000103	8000		1	94	2
12	3	20001	1	51000104	6000		1	94
2	12	3	30003	1	51000105	10000		
56	2	10	3	10001	6	51000201	8000	
1	75	2	10	3	10003	2	51000202	10000
		56	2	10	3	10001	6	51000203
8000		1	94	2	12	3	20001	1
51000204	6000		1	94	2	12	3	30003
1	51000205	10000			56	2	10	3
10001	6	51000301	8000		1	75	2	10
3	10003	2	51000302	10000			56	2
10	3	10001	6	51000303	8000		1	94
2	12	3	20001	1	51000304	6000		1
94	2	12	3	30003	1	51000305	10000	
	56	2	10	3	10001	6	51000401	8000
	1	75	2	10	3	10003	2	51000402
10000			56	2	10	3	10001	6
51000403	8000		1	94	2	12	3	20001
1	51000404	7000		1	94	2	12	3
30001	2	51000405	10000			56	2	10
3	10001	6	51000501	10000			75	2
10	3	10002	2	51000502	500	1		1
	10	3	10004	1	51000503	8000		1
94	2	12	3	20001	1	51000504	7000	
1	94	2	12	3	30001	2	51000505	10000
		56	2	10	3	10001	6	51000601
10000			75	2	10	3	10002	2
51000602	10000			56	2	10	3	10001
6	51000603	8000		1	94	2	12	3
20001	1	51000604	6000		1	94	2	12
3	30002	1	51000605	10000			56	2
10	3	10001	6	51000701	10000			75
2	10	3	10002	2	51000702	10000		
56	2	10	3	10001	6	51000703	10000	
	75	2	12	3	20001	1	51000704	6000
	1	94	2	12	3	30002	1	51000705
10000			56	2	10	3	10001	6
51000801	10000			75	2	10	3	10002
2	51000802	10000			56	2	10	3
10001	6	51000803	10000			75	2	12
3	20001	1	51000804	6000		1	94	2
12	3	30003	1	51000805	10000			56
2	10	3	10001	6	51000901	10000		
75	2	10	3	10002	2	51000902	10000	
	56	2	10	3	10001	6	51000903	10000
		75	2	12	3	20001	1	51000904
6000		1	94	2	12	3	30003	1
51000905	10000			56	2	10	3	10001
6	51001001	10000			75	2	10	3
10002	2	51001002	10000			56	2	10
3	10001	6	51001003	10000			75	2
12	3	20001	1	51001004	6000		1	94
2	12	3	30003	1	51001005	10000		
56	2	10	3	10001	6	51001101	10000	
	75	2	10	3	10002	2	51001102	10000
		56	2	10	3	10001	6	51001103
10000			75	2	12	3	20001	1
51001104	5000		1	94	2	12	3	30003
2	51001105	10000			56	2	10	3
10001	6	51001201	8000		1	75	2	10
3	10003	2	51001202	10000			56	2
10	3	10001	6	51001203	10000			75
2	12	3	20001	1	51001204	4000		1
113	2	12	3	30001	1	51001205	5000	
1	94	2	12	3	30003	2	51001301	8000
	1	75	2	10	3	10003	2	51001302
10000			56	2	10	3	10001	6
51001303	10000			75	2	12	3	20001
1	51001304	6000		1	94	2	12	3
30003	1	51001305	10000			56	2	10
3	10001	6	51001401	6000		1	56	2
10	3	10003	3	51001402	10000			56
2	10	3	10001	6	51001403	10000		
75	2	12	3	20001	1	51001404	5000	
1	94	2	12	3	30003	2	51001405	10000
		56	2	10	3	10001	6	51001501
6000		1	56	2	10	3	10003	3
51001502	10000			56	2	10	3	10001
6	51001503	10000			75	2	12	3
20001	1	51001504	4000		1	113	2	12
3	30001	1	51001505	5000		1	94	2
12	3	30003	2	51001601	10000			75
2	10	3	10002	2	51001602	10000		
56	2	10	3	10001	6	51001603	10000	
	75	2	12	3	20001	1	51001604	5000
	1	94	2	12	3	30003	2	51001605
10000			56	2	10	3	10001	6
51001701	8000		1	75	2	10	3	10003
2	51001702	10000			56	2	10	3
10001	6	51001703	10000			75	2	12
3	20001	1	51001704	4000		1	113	2
12	3	30001	1	51001705	5000		1	94
2	12	3	30003	2	51001801	8000		1
75	2	10	3	10003	2	51001802	10000	
	56	2	10	3	10001	6	51001803	10000
		75	2	12	3	20001	1	51001804
6000		1	94	2	12	3	30003	1
51001805	10000			56	2	10	3	10001
6	51001901	6000		1	56	2	10	3
10003	3	51001902	10000			56	2	10
3	10001	6	51001903	10000			75	2
12	3	20001	1	51001904	5000		1	94
2	12	3	30003	2	51001905	10000		
56	2	10	3	10001	6	51002001	6000	
1	56	2	10	3	10003	3	51002002	10000
		56	2	10	3	10001	6	51002003
10000			75	2	12	3	20001	1
51002004	4000		1	113	2	12	3	30001
1	51002005	5000		1	94	2	12	3
30003	2	51100101	8000		1	75	2	10
3	10003	2	51100102	10000			56	2
10	3	10001	6	51100103	8000		1	94
2	12	3	20001	1	51100104	6000		1
94	2	12	3	30003	1	51100105	10000	
	56	2	10	3	10001	6	51100201	8000
	1	75	2	10	3	10003	2	51100202
10000			56	2	10	3	10001	6
51100203	8000		1	94	2	12	3	20001
1	51100204	6000		1	94	2	12	3
30003	1	51100205	10000			56	2	10
3	10001	6	51100301	8000		1	75	2
10	3	10003	2	51100302	10000			56
2	10	3	10001	6	51100303	8000		1
94	2	12	3	20001	1	51100304	6000	
1	94	2	12	3	30003	1	51100305	10000
		56	2	10	3	10001	6	51100401
8000		1	75	2	10	3	10003	2
51100402	10000			56	2	10	3	10001
6	51100403	8000		1	94	2	12	3
20001	1	51100404	7000		1	94	2	12
3	30001	2	51100405	10000			56	2
10	3	10001	6	51100501	10000			75
2	10	3	10002	2	51100502	10000		
56	2	10	3	10001	6	51100503	8000	
1	94	2	12	3	20001	1	51100504	7000
	1	94	2	12	3	30001	2	51100505
10000			56	2	10	3	10001	6
51100601	10000			75	2	10	3	10002
2	51100602	10000			56	2	10	3
10001	6	51100603	8000		1	94	2	12
3	20001	1	51100604	6000		1	94	2
12	3	30002	1	51100605	10000			56
2	10	3	10001	6	51100701	10000		
75	2	10	3	10002	2	51100702	10000	
	56	2	10	3	10001	6	51100703	10000
		75	2	12	3	20001	1	51100704
6000		1	94	2	12	3	30002	1
51100705	10000			56	2	10	3	10001
6	51100801	10000			75	2	10	3
10002	2	51100802	10000			56	2	10
3	10001	6	51100803	10000			75	2
12	3	20001	1	51100804	6000		1	94
2	12	3	30003	1	51100805	10000		
56	2	10	3	10001	6	51100901	10000	
	75	2	10	3	10002	2	51100902	10000
		56	2	10	3	10001	6	51100903
10000			75	2	12	3	20001	1
51100904	6000		1	94	2	12	3	30003
1	51100905	10000			56	2	10	3
10001	6	51101001	10000			75	2	10
3	10002	2	51101002	10000			56	2
10	3	10001	6	51101003	10000			75
2	12	3	20001	1	51101004	6000		1
94	2	12	3	30003	1	51101005	10000	
	56	2	10	3	10001	6	51101101	10000
		75	2	10	3	10002	2	51101102
10000			56	2	10	3	10001	6
51101103	10000			75	2	12	3	20001
1	51101104	5000		1	94	2	12	3
30003	2	51101105	10000			56	2	10
3	10001	6	51101201	8000		1	75	2
10	3	10003	2	51101202	10000			56
2	10	3	10001	6	51101203	10000		
75	2	12	3	20001	1	51101204	4000	
1	113	2	12	3	30001	1	51101205	5000
	1	94	2	12	3	30003	2	51101301
8000		1	75	2	10	3	10003	2
51101302	10000			56	2	10	3	10001
6	51101303	10000			75	2	12	3
20001	1	51101304	6000		1	94	2	12
3	30003	1	51101305	10000			56	2
10	3	10001	6	51101401	6000		1	56
2	10	3	10003	3	51101402	10000		
56	2	10	3	10001	6	51101403	10000	
	75	2	12	3	20001	1	51101404	5000
	1	94	2	12	3	30003	2	51101405
10000			56	2	10	3	10001	6
51101501	6000		1	56	2	10	3	10003
3	51101502	10000			56	2	10	3
10001	6	51101503	10000			75	2	12
3	20001	1	51101504	4000		1	113	2
12	3	30001	1	51101505	5000		1	94
2	12	3	30003	2	51101601	10000		
75	2	10	3	10002	2	51101602	10000	
	56	2	10	3	10001	6	51101603	10000
		75	2	12	3	20001	1	51101604
5000		1	94	2	12	3	30003	2
51101605	10000			56	2	10	3	10001
6	51101701	8000		1	75	2	10	3
10003	2	51101702	10000			56	2	10
3	10001	6	51101703	10000			75	2
12	3	20001	1	51101704	4000		1	113
2	12	3	30001	1	51101705	5000		1
94	2	12	3	30003	2	51101801	8000	
1	75	2	10	3	10003	2	51101802	10000
		56	2	10	3	10001	6	51101803
