Id	Note	TemplateId	StageId	Weight	Mode	ModeParams	TimeLimit	MonsterGroupId	GroupOrder	IsQubitStage	QubitMonsterGroup	QubitValue	QubitEquipBoxGroup	QubitItemBoxGroup	QubitGoldGroup	FightEventIds	SuggestAbility	ExtraWaveGroupId	ExtraWaveRate	ExtraWaveTime	BaseHp
53132	第五章-普通割草-后段	5313	30062831	100	3	[20]		[531321]	1		[1531311, 1531311]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	7026693
53133	第五章-普通割草-后段	5313	30062831	100	3	[20]		[531331]	1		[1531311, 1531311]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		152	400	30	7026693
54111	第五章-普通伤害-前段	5411	30062828	100	4	[42160160]		[541111]	1		[1541111, 1541111]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					84320320
54112	第五章-普通伤害-前段	5411	30062828	100	4	[42160160]		[541121]	1		[1541111, 1541111]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					84320320
54121	第五章-普通伤害-中段	5412	30062829	100	4	[42160160]		[541211]	1		[1541111, 1541111]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]					84320320
54122	第五章-普通伤害-中段	5412	30062829	100	4	[42160160]		[541221]	1		[1541111, 1541111]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					84320320
54131	第五章-普通伤害-后段	5413	30062831	100	4	[42160160]		[541311]	1		[1541111, 1541111]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					84320320
54132	第五章-普通伤害-后段	5413	30062831	100	4	[42160160]		[541321]	1		[1541111, 1541111]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]					84320320
55411	第五章-竞速奖励-前段	5541	30062828	100	6	[60, 1, 5]		[564111]	1		[1564114, 1564114]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					63240240
55412	第五章-竞速奖励-前段	5541	30062828	100	6	[60, 1, 5]		[564121]	1		[1564114, 1564114]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					63240240
55413	第五章-竞速奖励-前段	5541	30062828	100	6	[60, 1, 5]		[564131]	1		[1564114, 1564114]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]					63240240
55421	第五章-竞速奖励-中段	5542	30062829	100	6	[60, 1, 5]		[564211]	1		[1564114, 1564114]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					63240240
55422	第五章-竞速奖励-中段	5542	30062829	100	6	[60, 1, 5]		[564221]	1		[1564114, 1564114]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]					63240240
55423	第五章-竞速奖励-中段	5542	30062829	100	6	[60, 1, 5]		[564231]	1		[1564114, 1564114]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]					63240240
56411	第五章-困难刷怪-前段	5641	30062828	100	1	[0, 20, 40, 60]		[564111, 564112, 564113, 564114]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	15810060
56412	第五章-困难刷怪-前段	5641	30062828	100	1	[0, 20, 40, 60]		[564121, 564122, 564123, 564124]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56413	第五章-困难刷怪-前段	5641	30062828	100	1	[0, 20, 40, 60]		[564131, 564132, 564133, 564134]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	15810060
56421	第五章-困难刷怪-中段	5642	30062829	100	1	[0, 20, 40, 60]		[564211, 564212, 564213, 564214]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56422	第五章-困难刷怪-中段	5642	30062829	100	1	[0, 20, 40, 60]		[564221, 564222, 564223, 564224]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	15810060
56423	第五章-困难刷怪-中段	5642	30062829	100	1	[0, 20, 40, 60]		[564231, 564232, 564233, 564234]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56431	第五章-困难刷怪-后段	5643	30062831	100	1	[0, 20, 40, 60]		[564311, 564312, 564313, 564314]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56432	第五章-困难刷怪-后段	5643	30062831	100	1	[0, 20, 40, 60]		[564321, 564322, 564323]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	21080080
56433	第五章-困难刷怪-后段	5643	30062831	100	1	[0, 20, 40, 60]		[564331, 564332, 564333, 564334]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
57111	第五章-困难生存-前段	5711	30062828	100	2	[60]		[571111]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57112	第五章-困难生存-前段	5711	30062828	100	2	[60]		[571121]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57121	第五章-困难生存-中段	5712	30062829	100	2	[60]		[571211]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57122	第五章-困难生存-中段	5712	30062829	100	2	[60]		[571221]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57131	第五章-困难生存-后段	5713	30062831	100	2	[60]		[571311]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57132	第五章-困难生存-后段	5713	30062831	100	2	[60]		[571321]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
58111	第五章-保卫萝卜-前段	5811	30062828	100	5	[200, 30, 500]		[581111]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	10540040
58112	第五章-保卫萝卜-前段	5811	30062828	100	5	[200, 30, 500]		[581121]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	10540040
58121	第五章-保卫萝卜-中段	5812	30062829	100	5	[200, 30, 500]		[581211]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	10540040
58122	第五章-保卫萝卜-中段	5812	30062829	100	5	[200, 30, 500]		[581221]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	10540040
58131	第五章-保卫萝卜-后段	5813	30062831	100	5	[200, 30, 500]		[581311]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	10540040
58132	第五章-保卫萝卜-后段	5813	30062831	100	5	[200, 30, 500]		[581321]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	10540040
59111	第五章-困难伤害-前段	5911	30062828	100	4	[63240240]		[591111]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59112	第五章-困难伤害-前段	5911	30062828	100	4	[63240240]		[591121]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59121	第五章-困难伤害-中段	5912	30062829	100	4	[63240240]		[591211]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59122	第五章-困难伤害-中段	5912	30062829	100	4	[63240240]		[591221]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59131	第五章-困难伤害-后段	5913	30062831	100	4	[63240240]		[591311]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59132	第五章-困难伤害-后段	5913	30062831	100	4	[63240240]		[591321]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
56461	第五章-困难刷怪-前段-α线量子值困难保底	5646	30062828	100	1	[0, 20, 40, 60]		[564111, 564112, 564113, 564114]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	15810060
56462	第五章-困难刷怪-前段-α线量子值困难保底	5646	30062828	100	1	[0, 20, 40, 60]		[564121, 564122, 564123, 564124]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56463	第五章-困难刷怪-前段-α线量子值困难保底	5646	30062828	100	1	[0, 20, 40, 60]		[564131, 564132, 564133, 564134]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	15810060
56471	第五章-困难刷怪-中段-α线量子值困难保底	5647	30062829	100	1	[0, 20, 40, 60]		[564211, 564212, 564213, 564214]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56472	第五章-困难刷怪-中段-α线量子值困难保底	5647	30062829	100	1	[0, 20, 40, 60]		[564221, 564222, 564223, 564224]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	15810060
56473	第五章-困难刷怪-中段-α线量子值困难保底	5647	30062829	100	1	[0, 20, 40, 60]		[564231, 564232, 564233, 564234]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56481	第五章-困难刷怪-后段-α线量子值困难保底	5648	30062831	100	1	[0, 20, 40, 60]		[564311, 564312, 564313, 564314]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
56482	第五章-困难刷怪-后段-α线量子值困难保底	5648	30062831	100	1	[0, 20, 40, 60]		[564321, 564322, 564323]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	21080080
56483	第五章-困难刷怪-后段-α线量子值困难保底	5648	30062831	100	1	[0, 20, 40, 60]		[564331, 564332, 564333, 564334]	2		[1564121, 1564121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	15810060
57161	第五章-困难生存-前段-α线量子值困难保底	5716	30062828	100	2	[60]		[571111]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57162	第五章-困难生存-前段-α线量子值困难保底	5716	30062828	100	2	[60]		[571121]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57171	第五章-困难生存-中段-α线量子值困难保底	5717	30062829	100	2	[60]		[571211]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57172	第五章-困难生存-中段-α线量子值困难保底	5717	30062829	100	2	[60]		[571221]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57181	第五章-困难生存-后段-α线量子值困难保底	5718	30062831	100	2	[60]		[571311]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
57182	第五章-困难生存-后段-α线量子值困难保底	5718	30062831	100	2	[60]		[571321]	1		[1571111, 1571111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407, 2251214]					63240240
58161	第五章-保卫萝卜-前段-α线量子值困难保底	5816	30062828	100	5	[200, 30, 500]		[581111]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	10540040
58162	第五章-保卫萝卜-前段-α线量子值困难保底	5816	30062828	100	5	[200, 30, 500]		[581121]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	10540040
58171	第五章-保卫萝卜-中段-α线量子值困难保底	5817	30062829	100	5	[200, 30, 500]		[581211]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	10540040
58172	第五章-保卫萝卜-中段-α线量子值困难保底	5817	30062829	100	5	[200, 30, 500]		[581221]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	10540040
58181	第五章-保卫萝卜-后段-α线量子值困难保底	5818	30062831	100	5	[200, 30, 500]		[581311]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		151	100	30	10540040
58182	第五章-保卫萝卜-后段-α线量子值困难保底	5818	30062831	100	5	[200, 30, 500]		[581321]	1		[1581121, 1581121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]		152	600	30	10540040
59161	第五章-困难伤害-前段-α线量子值困难保底	5916	30062828	100	4	[63240240]		[591111]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59162	第五章-困难伤害-前段-α线量子值困难保底	5916	30062828	100	4	[63240240]		[591121]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59171	第五章-困难伤害-中段-α线量子值困难保底	5917	30062829	100	4	[63240240]		[591211]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59172	第五章-困难伤害-中段-α线量子值困难保底	5917	30062829	100	4	[63240240]		[591221]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59181	第五章-困难伤害-后段-α线量子值困难保底	5918	30062831	100	4	[63240240]		[591311]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
59182	第五章-困难伤害-后段-α线量子值困难保底	5918	30062831	100	4	[63240240]		[591321]	1		[1591121, 1591121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251404, 2251407]					126480480
30711	第三章-boss战-哈姆雷特	3071	30062858	100	1	[0, 20, 40, 60]		[564111]								[2251426, 2251205]		152	600	30	1985025
30721	第三章-boss战-安博莉亚	3072	30062857	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251206]		151	100	30	1985025
50711	第五章-boss战-结局1-芬里尔	5071	30062855	100	1	[0, 20, 40, 60]		[564111]								[2251426, 2251207]		152	600	30	42160160
50721	第五章-boss战-结局2-莉莉丝	5072	30062854	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251208]		151	100	30	42160160
70001	三章事件boss-暴动	7001	30062859	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251209, 2251402]		151	100	30	798245
70002	五章事件boss-苦刑之女	7002	30062860	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251210, 2251404]		151	100	30	798245
70003	五章事件boss-蔷薇之剑	7003	30062861	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251211, 2251404]		151	100	30	798245
70004	二章事件boss-构造体杂鱼	7004	30062862	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251212]		151	100	30	798245
70005	四章事件boss-白毛	7005	30062863	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251213, 2251403]		151	100	30	798245
70006	三章新事件boss-抽象生物	7006	30062864	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251215, 2251402]		151	100	30	798245
70007	五章新事件boss-旧苦刑	7007	30062865	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251216, 2251404]		151	100	30	798245
70008	α5事件boss-枢蛉后	7008	30062879	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251222, 2251404]		151	100	30	798245
70009	α3事件精英-重型收割机	7009	30062885	100	1	[0, 20, 40, 60]		[564121]								[2251426, 2251228, 2251402]		151	100	30	798245
61411	第六章-普通刷怪-前段	6141	30062832	100	1	[0, 20, 40, 60]		[614111, 614112, 614113, 614114]	2		[1664314, 1664314]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251406, 2251407]		151	100	30	32965166
61421	第六章-普通刷怪-前段	6142	30062832	100	1	[0, 20, 40, 60]		[614211, 614212, 614213, 614214]	2		[1664314, 1664314]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251406, 2251407]		152	600	30	32965166
61431	第六章-普通刷怪-前段	6143	30062832	100	1	[0, 20, 40, 60]		[614311, 614312, 614313, 614314]	2		[1664314, 1664314]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251406, 2251407]		151	100	30	32965166
61441	第六章-普通刷怪-前段	6144	30062832	100	1	[0, 20, 40, 60]		[614411, 614412, 614413, 614414]	2		[1664314, 1664314]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251406, 2251407]		152	600	30	32965166
66411	第六章-困难刷怪-中段	6641	30062832	100	1	[0, 20, 40, 60]		[664111, 664112, 664113, 664114]	2		[1664413, 1664413]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251406, 2251407]		151	100	30	49447749
66421	第六章-困难刷怪-后段	6642	30062832	100	1	[0, 20, 40, 60]		[664211, 664212, 664213, 664214]	2		[1664413, 1664413]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251406, 2251407]		151	100	30	49447749
66431	第六章-困难刷怪-后段	6643	30062832	100	1	[0, 20, 40, 60]		[664311, 664312, 664313, 664314]	2		[1664413, 1664413]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251406, 2251407]		152	600	30	49447749
66441	第六章-困难刷怪-后段	6644	30062832	100	1	[0, 20, 40, 60]		[664411, 664412, 664413, 664414]	2		[1664413, 1664413]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251406, 2251407]		151	100	30	49447749
921211	第二章-普通刷怪-前段-DLC-β线	92121	30062833	100	1	[0, 30]		[1212111, 1212112]	2	1	[212141, 212141]	['1|30', '1|60']	[1001, 1002]			[2251401]		1121		30	399122
921212	第二章-普通刷怪-前段-DLC-β线	92121	30062833	100	1	[0, 30]		[1212121, 1212122]	2	1	[212141, 212141]	['1|30', '1|60']	[1001, 1002]			[2251401]		1122		30	399122
921213	第二章-普通刷怪-前段-DLC-β线	92121	30062834	100	1	[0, 30]		[1212131, 1212132]	2	1	[212141, 212141]	['1|30', '1|60']	[1002]		[101]	[2251401]		1121		30	399122
921214	第二章-普通刷怪-前段-DLC-β线	92121	30062834	100	1	[0, 30]		[1212141, 1212142]	2	1	[212141, 212141]	['1|30', '1|60']	[1001, 1002]			[2251401]		1122		30	399122
921215	第二章-普通刷怪-前段-DLC-β线	92121	30062835	100	1	[0, 30]		[1212151, 1212152]	2	1	[212141, 212141]	['1|30', '1|60']	[1001, 1002]			[2251401]		1121		30	399122
921221	第二章-普通刷怪-后段-DLC-β线	92122	30062835	100	1	[0, 30]		[1212211, 1212212]	2	1	[212141, 212141]	['1|30', '1|60']	[1002]		[101]	[2251401]		1122		30	399122
921222	第二章-普通刷怪-后段-DLC-β线	92122	30062836	100	1	[0, 30]		[1212221, 1212222]	2	1	[212141, 212141]	['1|30', '1|60']	[1001, 1002]			[2251401]		1121		30	399122
921223	第二章-普通刷怪-后段-DLC-β线	92122	30062836	100	1	[0, 30]		[1212231, 1212232]	2	1	[212141, 212141]	['1|30', '1|60']	[1001, 1002]			[2251401]		1122		30	399122
921224	第二章-普通刷怪-后段-DLC-β线	92122	30062837	100	1	[0, 30]		[1212241, 1212242]	2	1	[212141, 212141]	['1|30', '1|60']	[1002]		[101]	[2251401]		1121		30	399122
921225	第二章-普通刷怪-后段-DLC-β线	92122	30062837	100	1	[0, 30]		[1212251, 1212252]	2	1	[212141, 212141]	['1|30', '1|60']	[1001, 1002]			[2251401]		1121		30	399122
923111	第二章-普通割草改-前段-DLC-β线	92311	30062833	100	8	[5]		[1231112, 1231111]	2	1	[231211, 231211]	['1|30', '1|60']	[1001, 1002]			[2251401]		1122		30	133041
923112	第二章-普通割草改-前段-DLC-β线	92311	30062833	100	8	[5]		[1231122, 1231121]	2	1	[231211, 231211]	['1|30', '1|60']	[1002]		[101]	[2251401]		1121		30	133041
923113	第二章-普通割草改-前段-DLC-β线	92311	30062834	100	8	[5]		[1231132, 1231131]	2	1	[231211, 231211]	['1|30', '1|60']	[1001, 1002]			[2251401]		1122		30	133041
923211	第二章-普通割草改-后段-DLC-β线	92312	30062835	100	8	[5]		[1231212, 1231211]	2	1	[231211, 231211]	['1|30', '1|60']	[1001, 1002]			[2251401]		1121		30	133041
923212	第二章-普通割草改-后段-DLC-β线	92312	30062836	100	8	[5]		[1231222, 1231221]	2	1	[231211, 231211]	['1|30', '1|60']	[1002]		[101]	[2251401]		1122		30	133041
923213	第二章-普通割草改-后段-DLC-β线	92312	30062837	100	8	[5]		[1231232, 1231231]	2	1	[231211, 231211]	['1|30', '1|60']	[1001, 1002]			[2251401]		1122		30	133041
924111	第二章-普通伤害-前段-DLC-β线	92411	30062834	100	9	[30, 239473, 5000, 399122, 3000]		[1241222, 1241111]	2	1	[241111, 241111]	['1|30', '1|60']	[1001, 1002]			[2251401]					718419
924112	第二章-普通伤害-前段-DLC-β线	92411	30062835	100	9	[30, 239473, 5000, 399122, 3000]		[1241222, 1241121]	2	1	[241111, 241111]	['1|30', '1|60']	[1002]		[101]	[2251401]					718419
924121	第二章-普通伤害-后段-DLC-β线	92412	30062836	100	9	[30, 239473, 5000, 399122, 3000]		[1241222, 1241211]	2	1	[241111, 241111]	['1|30', '1|60']	[1001, 1002]			[2251401]					718419
924122	第二章-普通伤害-后段-DLC-β线	92412	30062837	100	9	[30, 239473, 5000, 399122, 3000]		[1241222, 1241221]	2	1	[241111, 241111]	['1|30', '1|60']	[1001, 1002]			[2251401]					718419
925221	第二章-竞速奖励-后段-DLC-β线	92522	30062834	100	6	[60, 2, 5]		[1212211]	1	1	[212121, 212121]	['1|30', '1|60']	[1002]		[101]	[2251401]					399122
925222	第二章-竞速奖励-后段-DLC-β线	92522	30062834	100	6	[60, 2, 5]		[1212221]	1	1	[212121, 212121]	['1|30', '1|60']	[1001, 1002]			[2251401]					399122
925223	第二章-竞速奖励-后段-DLC-β线	92522	30062835	100	6	[60, 2, 5]		[1212231]	1	1	[212121, 212121]	['1|30', '1|60']	[1001, 1002]			[2251401]					399122
925224	第二章-竞速奖励-后段-DLC-β线	92522	30062836	100	6	[60, 2, 5]		[1212241]	1	1	[212121, 212121]	['1|30', '1|60']	[1002]		[101]	[2251401]					399122
925225	第二章-竞速奖励-后段-DLC-β线	92522	30062837	100	6	[60, 2, 5]		[1212251]	1	1	[212121, 212121]	['1|30', '1|60']	[1001, 1002]			[2251401]					399122
926211	第二章-困难刷怪-前段-DLC-β线	92621	30062833	100	1	[0, 30]		[1262111, 1262112]	2	1	[262212, 262212]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1122		30	598683
926212	第二章-困难刷怪-前段-DLC-β线	92621	30062834	100	1	[0, 30]		[1262121, 1262122]	2	1	[262212, 262212]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1121		30	598683
926221	第二章-困难刷怪-后段-DLC-β线	92622	30062835	100	1	[0, 30]		[1262211, 1262212]	2	1	[262212, 262212]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1122		30	598683
926222	第二章-困难刷怪-后段-DLC-β线	92622	30062836	100	1	[0, 30]		[1262221, 1262222]	2	1	[262212, 262212]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1121		30	598683
927111	第二章-困难生存-前段-DLC-β线	92711	30062834	100	2	[60]		[1271111]	1	1	[271221, 271221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401, 2251214]					1197368
927112	第二章-困难生存-前段-DLC-β线	92711	30062835	100	2	[60]		[1271121]	1	1	[271221, 271221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401, 2251214]					1197368
927121	第二章-困难生存-后段-DLC-β线	92712	30062836	100	2	[60]		[1271211]	1	1	[271221, 271221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401, 2251214]					1197368
927122	第二章-困难生存-后段-DLC-β线	92712	30062837	100	2	[60]		[1271221]	1	1	[271221, 271221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401, 2251214]					1197368
928111	第二章-保卫萝卜-前段-DLC-β线	92811	30062833	100	7	[8000, 5000, 2000]		[1291223, 1281111]	2	1	[281111, 281111]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1121		30	199561
928112	第二章-保卫萝卜-前段-DLC-β线	92811	30062834	100	7	[8000, 5000, 2000]		[1291223, 1281121]	2	1	[281111, 281111]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1122		30	199561
928121	第二章-保卫萝卜-后段-DLC-β线	92812	30062835	100	7	[8000, 5000, 2000]		[1291223, 1281211]	2	1	[281111, 281111]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1121		30	199561
928122	第二章-保卫萝卜-后段-DLC-β线	92812	30062836	100	7	[8000, 5000, 2000]		[1291223, 1281221]	2	1	[281111, 281111]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1122		30	199561
929111	第二章-困难伤害-前段-DLC-β线	92911	30062834	100	9	[20, 359210, 7000, 718420, 4000]		[1291222, 1291111]	2	1	[291221, 291221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]					769735
929112	第二章-困难伤害-前段-DLC-β线	92911	30062835	100	9	[20, 359210, 7000, 718420, 4000]		[1291222, 1291121]	2	1	[291221, 291221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]					769735
929121	第二章-困难伤害-后段-DLC-β线	92912	30062836	100	9	[20, 359210, 7000, 718420, 4000]		[1291222, 1291211]	2	1	[291221, 291221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]					769735
929122	第二章-困难伤害-后段-DLC-β线	92912	30062837	100	9	[20, 359210, 7000, 718420, 4000]		[1291222, 1291221]	2	1	[291221, 291221]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]					769735
926261	第二章-困难刷怪-前段-DLC-β线量子值保底	92626	30062833	100	1	[0, 30]		[1262111, 1262112]	2	1	[262212, 262212]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1122		30	598683
926262	第二章-困难刷怪-前段-DLC-β线量子值保底	92626	30062834	100	1	[0, 30]		[1262121, 1262122]	2	1	[262212, 262212]	['1|30', '1|60']	[1001, 1003]		[101, 102]	[2251401]		1121		30	598683
