Id	Name	ObtainMaxCount	Type	Quality	UnlockConditionId	EffectGroupId	Description	WorldDesc	Icon	ExpireTime	BgType	IsFireItem	FireNum	DiffcultId
10043	<color=#3E70BB>附伤组件D</color>	1	3	3		110043	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的暗属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem043.png		2			
10044	<color=#3E70BB>附伤组件F</color>	1	3	3		110044	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的火属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem044.png		2			
10045	<color=#3E70BB>附伤组件E</color>	1	3	3		110045	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的空属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem045.png		2			
10046	<color=#3E70BB>惯性护甲S</color>	1	3	3		110046	<color=#0DD7C3>停止移动</color>时，每秒获得<color=#0DD7C3>+100</color>生命值，最高<color=#0DD7C3>+2000</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem046.png		2			
10047	<color=#3E70BB>惯性箭矢A</color>	1	3	3		110047	<color=#0DD7C3>停止移动</color>时，每秒获得<color=#0DD7C3>+50</color>攻击力，最高<color=#0DD7C3>+1000</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem047.png		2			
10048	<color=#3E70BB>多态组件X</color>	1	3	3		110048	造成<color=#0DD7C3>2/3/4/5/6</color>种属性伤害时，获得最大生命值<color=#0DD7C3>+5/10/15/20/25%</color>的护盾，持续10秒\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem048.png		2			
10049	<color=#FC8B1E>绯红残影</color>	1	5	5		110049	β路线熵值<color=#0DD7C3>+10</color>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem050.png		2			
10050	<color=#FC8B1E>肾上腺素</color>	1	1	5		110050	每有一个熵值藏品，额外伤害加成<color=#0DD7C3>+15%</color>\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem050.png		2			
10051	<color=#FC8B1E>刀尖舞者</color>	1	1	5		110051	每有一个熵值藏品，最大生命值<color=#0DD7C3>+10%</color>\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem051.png		2			
10052	<color=#CC68C1>湮灭重锤</color>	1	2	4		110052	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的物理伤害与<color=#0DD7C3>10%</color>空属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem052.png		2			
10053	<color=#CC68C1>混沌紫电</color>	1	2	4		110053	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的雷属性伤害与<color=#0DD7C3>10%</color>暗属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem053.png		2			
10054	<color=#CC68C1>冰火交加</color>	1	2	4		110054	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的火属性伤害与<color=#0DD7C3>10%</color>冰属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem054.png		2			
10055	<color=#CC68C1>拟态抗体-锐戟</color>	1	2	4		110055	物理伤害<color=#0DD7C3>+60%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem055.png		2			
10056	<color=#CC68C1>拟态抗体-雄焰</color>	1	2	4		110056	火属性伤害<color=#0DD7C3>+60%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem056.png		2			
10057	<color=#CC68C1>拟态抗体-诡电</color>	1	2	4		110057	雷属性伤害<color=#0DD7C3>+60%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem057.png		2			
10058	<color=#CC68C1>拟态抗体-凌冽</color>	1	2	4		110058	冰属性伤害<color=#0DD7C3>+60%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem058.png		2			
10059	<color=#CC68C1>拟态抗体-幽渊</color>	1	2	4		110059	暗属性伤害<color=#0DD7C3>+60%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem059.png		2			
10060	<color=#CC68C1>拟态抗体-空集</color>	1	2	4		110060	空属性伤害<color=#0DD7C3>+60%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem060.png		2			
10061	<color=#3E70BB>黎明行者</color>	1	3	3		110061	α量子值≥β量子值时，生命<color=#0DD7C3>+15%</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem061.png		2			
10062	<color=#3E70BB>暗夜行者</color>	1	3	3		110062	α量子值≤β量子值时，攻击<color=#0DD7C3>+20%</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem062.png		2			
20001	<color=#b73a3a>核心坍塌</color>	1	7	6		210001	· 敌人获得<color=#b73a3a>巨量</color>护盾值\n· <color=#b73a3a>「坍塌点」</color>终阶开放	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem051.png		3		200	
20002	<color=#b73a3a>过载</color>	1	7	6		210002	进入战斗后，所有敌人<color=#b73a3a>立即进入超频状态</color>\n\n<size=22><color=#b73a3a>演算峰值+200点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/IconTools/IconRougeItem016.png		3		200	
20003	<color=#b73a3a>汲取</color>	1	7	6		210003	敌人生命值低于80%时，造成伤害回复<color=#b73a3a>20%</color>最大生命值，每次触发增加<color=#b73a3a>5</color>秒冷却\n\n<size=22><color=#b73a3a>演算峰值+200点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/IconTools/IconRougeItem011.png		3		200	
20004	<color=#b73a3a>急救</color>	1	7	6		210004	敌人生命值低于<color=#b73a3a>30%</color>时，在<color=#b73a3a>5</color>秒后回复<color=#b73a3a>50%</color>最大生命值，最多触发<color=#b73a3a>4</color>次\n\n<size=22><color=#b73a3a>演算峰值+200点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/IconTools/IconRougeItem012.png		3		200	
20005	<color=#b73a3a>失速</color>	1	7	6		210005	每过<color=#b73a3a>5</color>秒，我方成员行动速率<color=#b73a3a>-20%</color>，最多<color=#b73a3a>-60%</color>，<color=#0DD7C3>切换成员</color>后重置\n\n<size=22><color=#b73a3a>演算峰值+200点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/IconTools/IconRougeItem013.png		3		200	
20006	<color=#FC8B1E>深层坍塌</color>	1	7	5		210011	· 敌人获得<color=#b73a3a>大量</color>护盾值\n· <color=#b73a3a>「坍塌点」</color>高阶开放	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem050.png		3		100	
20007	<color=#FC8B1E>强攻</color>	1	7	5		210006	所有敌人每过<color=#b73a3a>10</color>秒，攻击力<color=#b73a3a>+10%</color>，最高<color=#b73a3a>+60%</color>\n\n<size=22><color=#b73a3a>演算峰值+100点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem010.png		3		100	
20008	<color=#FC8B1E>冻结</color>	1	7	5		210007	所有敌人造成伤害时有<color=#b73a3a>50%</color>概率造成冻结，持续<color=#b73a3a>3</color>秒\n\n<size=22><color=#b73a3a>演算峰值+100点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem003.png		3		100	
20009	<color=#FC8B1E>适应性装甲</color>	1	7	5		210008	敌人受到伤害时，对应属性抗性<color=#b73a3a>+20%</color>，有<color=#b73a3a>2</color>秒叠加冷却时间，最高<color=#b73a3a>+80%</color>；受到不同属性伤害则清空累计抗性\n\n<size=22><color=#b73a3a>演算峰值+100点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem004.png		3		100	
20010	<color=#FC8B1E>刚体</color>	1	7	5		210009	受到的伤害变为<color=#b73a3a>1</color>，累计<color=#b73a3a>10</color>次伤害后移除效果，<color=#b73a3a>8</color>秒后恢复\n\n<size=22><color=#b73a3a>演算峰值+100点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem005.png		3		100	
20011	<color=#FC8B1E>粉碎</color>	1	7	5		210010	敌人造成伤害时，对<color=#b73a3a>后台的我方角色</color>造成等量伤害\n\n<size=22><color=#b73a3a>演算峰值+100点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem009.png		3		100	
20012	<color=#CC68C1>浅层坍塌</color>	1	7	4		210019	· 敌人获得<color=#b73a3a>中量</color>护盾值\n· <color=#b73a3a>「坍塌点」</color>进阶开放	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem049.png		3		50	
20013	<color=#CC68C1>生命增幅·II</color>	1	7	4		210020	所有敌人生命值<color=#b73a3a>+30%</color>\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem020.png		3		50	
20014	<color=#CC68C1>攻击增幅·II</color>	1	7	4		210014	所有敌人攻击力<color=#b73a3a>+20%</color>\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem021.png		3		50	
20015	<color=#CC68C1>暴击增幅·II</color>	1	7	4		210012	所有敌人暴击率<color=#b73a3a>+20%</color>\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem016.png		3		50	
20016	<color=#CC68C1>减速</color>	1	7	4		210013	超算空间内，我方行动速度<color=#b73a3a>-30%</color>\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem018.png		3		50	
20017	<color=#CC68C1>劣化</color>	1	7	4		210015	敌人造成伤害时，使我方治疗效果<color=#b73a3a>-50%</color>，持续<color=#b73a3a>10%</color>秒\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem017.png		3		50	
20018	<color=#CC68C1>散失</color>	1	7	4		210016	敌人造成伤害时，使我方<color=#b73a3a>随机移除一颗信号球</color>\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem013.png		3		50	
20019	<color=#CC68C1>失能</color>	1	7	4		210017	我方成员每在场<color=#b73a3a>5</color>秒，损失<color=#b73a3a>10%</color>当前必杀能量，最高损失<color=#b73a3a>50%</color>；切换成员后重置\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem011.png		3		50	
20020	<color=#CC68C1>暴走</color>	1	7	4		210018	所有敌人<color=#b73a3a>攻击频率提升</color>\n\n<size=22><color=#b73a3a>演算峰值+50点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem028.png		3		50	
20021	<color=#3E70BB>外层坍塌</color>	1	7	3		210028	· 敌人获得<color=#b73a3a>少量</color>护盾值\n· <color=#b73a3a>「坍塌点」</color>开放	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem048.png		3		20	
20022	<color=#3E70BB>生命增幅·I</color>	1	7	3		210027	所有敌人生命值<color=#b73a3a>+15%</color>\n\n<size=22><color=#b73a3a>演算峰值+20点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem061.png		3		20	
20023	<color=#3E70BB>暴击增幅·I</color>	1	7	3		210022	所有敌人暴击率<color=#b73a3a>+10%</color>\n\n<size=22><color=#b73a3a>演算峰值+20点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem031.png		3		20	
20024	<color=#3E70BB>电盾</color>	1	7	3		210021	所有敌人受到攻击时，产生<color=#b73a3a>雷击</color>\n\n<size=22><color=#b73a3a>演算峰值+20点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem041.png		3		20	
20025	<color=#3E70BB>迅捷</color>	1	7	3		210023	所有敌人<color=#b73a3a>移动速度提高</color>\n\n<size=22><color=#b73a3a>演算峰值+20点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem029.png		3		20	
20026	<color=#3E70BB>自爆虫</color>	1	5	3		210024	所有敌人<color=#b73a3a>定时召唤自爆虫</color>\n\n<size=22><color=#b73a3a>演算峰值+20点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem038.png		3		20	
20027	<color=#3E70BB>不动</color>	1	7	3		210025	所有敌人<color=#b73a3a>获得霸体</color>\n\n<size=22><color=#b73a3a>演算峰值+20点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem034.png		3		20	
20028	<color=#3E70BB>失衡</color>	1	7	3		210026	我方成员每次闪避额外消耗<color=#b73a3a>10%</color>闪避值，重复触发时比例提升，最高额外消耗<color=#b73a3a>50%</color>；切换成员后重置\n\n<size=22><color=#b73a3a>演算峰值+20点</color></size>	遗落于世界各处的神秘代码残片，能强化演算的难度。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem047.png		3		20	
