Id	EventId	StepId	NextStepId	Type	FightNodeId	WorkShopId	EffectGroupId	StoryId	StepRewardItemType	StepRewardItemId	StepRewardItemCount	OptionGroupId	Title	TitleContent	RoleIcon	RoleName	RoleContent	RoleEffect	EventDesc	ConfirmContent	BgAsset
495	90014	9001404	9001407	3					2	{1: 9005}	{1: 1}		虚空商人	再临的来客	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal03.png	洁塔薇.Beta	这是！！！		洁塔薇交出了持有的两张纸牌，商人将红色秘钥递给洁塔薇，声称这是从另一个时空的战场回收的，同时，这也是另一把秘钥的镜像产物。	收下	Assets/Product/Texture/Image/BgStory/BgStory818.jpg
496	90014	9001405	9001407	3			99994		4	{1: 7}	{1: 1}		虚空商人	再临的来客	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	你付的代价，看上去不坏。		洁塔薇谨慎地交出了两张<color=#ff6767>「黑桃皇后」</color>，虚空商人确认后颇为满意地收了下来。为了感谢洁塔薇，商人慷慨地付出了报酬——那是他从其他时空回收的稀有补给盒，还未曾被拿出来交易过，这一次是破例。	收下	Assets/Product/Texture/Image/BgStory/BgStory818.jpg
497	90014	9001406		1									虚空商人	再临的来客					洁塔薇拒绝了商人的请求，随后离开了扭曲的空间。	离开	Assets/Product/Texture/Image/BgStory/BgStory585.jpg
498	90014	9001407		1									虚空商人	再临的来客		虚空商人	交易完成，祝你好运，尊敬的小姐。		完成交易后，商人跟随着逐渐闭合的虚空裂痕离开了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory585.jpg
499	307	30701	30702	1									虚空商人	诚信履约者	Assets/Product/Texture/Image/RoleStory/V290gwNormal01.png	？？？	尊敬的小姐，好久不见。		你和洁塔薇注意到周围的时空出现了扭曲，你们小心地沿着歪曲和破碎的地表前进，直到碰上一个身材扭曲的实体，他似乎已经在那里等待了你们很久了。	靠近	Assets/Product/Texture/Image/BgStory/BgStory817.jpg
500	307	30702	30703	1									虚空商人	诚信履约者	Assets/Product/Texture/Image/RoleStory/V260qyNormal04.png	洁塔薇	欸，你是？我好像没见过你。		自称为虚空商人的扭曲实体似乎认识洁塔薇，但洁塔薇和你却对它完全没有印象。	询问对方	Assets/Product/Texture/Image/BgStory/BgStory817.jpg
501	307	30703		2								30703	虚空商人	诚信履约者	Assets/Product/Texture/Image/RoleStory/V290gwNormal01.png	虚空商人	做生意最重要的就是诚信。		虚空商人表示洁塔薇曾经借给了它一张纸牌，它承诺会在「未来」归还。现在它是来履行契约的。	决定	Assets/Product/Texture/Image/BgStory/BgStory817.jpg
502	307	30704	30705	3					2	{1: 9003}	{1: 1}		虚空商人	诚信履约者					虚空商人将<color=#b73a3a>「黑桃皇后」</color>递给洁塔薇，你观察了一下纸牌，发现里面蕴藏了大量诡异的能量。	收起纸牌	Assets/Product/Texture/Image/BgStory/BgStory817.jpg
503	307	30705		1									虚空商人	诚信履约者		虚空商人	契约完成，我先行一步，祝你们好运。		将纸牌归还后，虚空商人跟随着逐渐闭合的虚空裂痕离开了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory585.jpg
504	307	30706		1									虚空商人	诚信履约者					你感觉商人手上的卡牌十分诡异，安全起见，你决定拉上洁塔薇，赶紧离开这个扭曲的空间。	离开	Assets/Product/Texture/Image/BgStory/BgStory585.jpg
505	307	30707	30708	1									虚空商人	诚信履约者	Assets/Product/Texture/Image/RoleStory/V290gwNormal01.png	虚空商人	这是……		你拿出了投影仪，虚空商人对此很感兴趣，仔细观察后商人皱起了眉头。他告诉你这台投影仪的功能并未完全开放，现在能做到的只有“观测”，还无法实现真正的“穿梭”。	询问对方	Assets/Product/Texture/Image/BgStory/BgStory585.jpg
506	307	30708	30709	3					2	{1: 9031}	{1: 1}		虚空商人	诚信履约者	Assets/Product/Texture/Image/RoleStory/V290gwNormal01.png	虚空商人	小事一件，就当做借用卡牌的利息吧		你询问虚空商人能否修改这台机器，虚空商人激活卡牌并与投影机进行融合，成功修复投影机后递给你。	收下	Assets/Product/Texture/Image/BgStory/BgStory585.jpg
507	307	30709		1									虚空商人	诚信履约者		洁塔薇	监察者是什么？		商人在离开时提醒你们，穿梭时空时千万不能被虚空监察者察觉，否则，下场是致命的……	离开	Assets/Product/Texture/Image/BgStory/BgStory585.jpg
508	92100	9210001	9210002	1									不速之客	新的挑战者					洁塔薇推开了一扇隐匿于黑暗处的神秘门扉，她看见了两个正与怪物剑士搏斗的人类，他们看上去是配合默契的师徒。	观察情况	Assets/Product/Texture/Image/BgStory/Bgstory340.jpg
509	92100	9210002		2								9210002	不速之客	新的挑战者					可惜，由于实力悬殊，顶在前头的老者已经倒下，辅助作战的年轻人也即将被怪物啃食。	决定	Assets/Product/Texture/Image/BgStory/Bgstory340.jpg
510	92100	9210003	9210004	1									不速之客	新的挑战者	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	怪物剑士	逾越规矩的人，以后你可要当心了。		洁塔薇突然朝怪物开枪，怪物被打了个措手不及，身体被射线击穿，只好带着伤狼狈撤退。最终，洁塔薇救下了负伤的年轻人。	查看伤势	Assets/Product/Texture/Image/BgStory/BgStory24.jpg
511	92100	9210004		3					3	{1: 4}	{1: 1}		不速之客	新的挑战者	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal01.png	年轻人	谢谢你。		年轻人的义肢刚刚被怪物啃食掉，但其他地方只是受了轻伤。为了感谢洁塔薇出手相救，他将还未用上的补给箱送给了洁塔薇。	离开	Assets/Product/Texture/Image/BgStory/BgStory24.jpg
512	92100	9210005		2								9210005	不速之客	新的挑战者	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	怪物剑士	公平的决斗是无上的荣耀。		怪物剑士欣然接受了洁塔薇的邀请，他以年轻人的性命为赌注。只要洁塔薇赢下比试，就放过那位年轻人。	决定	Assets/Product/Texture/Image/BgStory/BgStory24.jpg
513	92100	9210006		3					2	{1: 9012}	{1: 1}		不速之客	新的挑战者	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	哼……		洁塔薇使用了【奇袭】，怪物剑士还未反应过来便倒在了射线攻击下。收走怪物的利剑后，洁塔薇给负伤的年轻人留下一些补给便离开了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory24.jpg
514	92100	9210007	9210009	1									不速之客	新的挑战者	Assets/Product/Texture/Image/RoleStory/BalaswordNomal.png	怪物剑士	逾越规矩的人，死！		洁塔薇使用了【奇袭】，但怪物敏锐的发觉了她的意图，躲开了这一击。恼怒于洁塔薇的逾越，怪物举剑快速向洁塔薇刺去。	准备战斗	Assets/Product/Texture/Image/BgStory/BgStory24.jpg
515	92100	9210008	9210009	1									不速之客	新的挑战者	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	准备好了？		为了对决的公平性，洁塔薇等待对方准备之后再发动进攻。	准备战斗	Assets/Product/Texture/Image/BgStory/BgStory24.jpg
516	92100	9210009		4	970005								不速之客	新的挑战者						准备战斗	Assets/Product/Texture/Image/BgStory/BgStory24.jpg
517	93100	9310001		2								9310001	多门问题	参差的选项					洁塔薇来到了一处设施前，面前出现的是编号【零】到【十】门扉，守门人要洁塔薇随机选择一道门。	决定	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
518	93100	9310002		2								9310002	多门问题	参差的选项	Assets/Product/Texture/Image/RoleStory/V250sytNormal01.png	守门人	既然选择了，就要支付代价。		洁塔薇径直走进三号门，里面什么也没有。当她准备离开时，门却被守门人从外侧锁死，守门人非要洁塔薇交出一些芯片才肯放她出来。	决定	Assets/Product/Texture/Image/BgStory/Bgstory7.jpg
519	93100	9310003		1									多门问题	参差的选项	Assets/Product/Texture/Image/RoleStory/V250sytNormal01.png	守门人	明智的选择。		洁塔薇答应交出芯片，守门人打开门放洁塔薇离开。	离开	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
520	93100	9310004	9310005	1									多门问题	参差的选项	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal04.png	洁塔薇.Beta	你本来可以不用死的……		洁塔薇举起武器直接把门轰开，守门人被洁塔薇的行为激怒，朝着她冲了过去。	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
521	93100	9310005		4	970012								多门问题	参差的选项						准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
522	93100	9310006		2								9310006	多门问题	参差的选项	Assets/Product/Texture/Image/RoleStory/V250sytNormal01.png	守门人	想要带走它，需要支付代价。		洁塔薇从七号门中回收了奇怪的武器，守门人要洁塔薇留下些芯片才肯让她带走武器。	决定	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
523	93100	9310007		3					2	{1: 2007}	{1: 1}		多门问题	参差的选项					洁塔薇留下了部分芯片带走了武器。	离开	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
524	93100	9310008		1									多门问题	参差的选项					洁塔薇拒绝了守门人的要求，留下了武器径直离开。	离开	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
525	93100	9310009		2								9310009	多门问题	参差的选项	Assets/Product/Texture/Image/RoleStory/V230bossTheatre304.png	怪物	嘶……		洁塔薇进入九号门后，发现房间住着一只被铁链困住的高大怪物。怪物的面相狰狞，布满爪牙的巨口不断流下唾液，它恳求洁塔薇斩断那些铁链。	决定	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
526	93100	9310010		3					2	{1: 9011}	{1: 1}		多门问题	参差的选项	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal02.png	洁塔薇.Beta	这东西到底有什么用……		为了感谢洁塔薇的恩情，怪物留下了一个奇怪的门牙，随后便撞破门扉逃进了虚空的裂痕中。	离开	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
527	93100	9310011		1									多门问题	参差的选项					考虑到危险性，洁塔薇拒绝了怪物的请求。怪物愤怒地朝洁塔薇嘶吼了半天，目送着洁塔薇离开第九号房间。	离开	Assets/Product/Texture/Image/BgStory/Bgstory350.jpg
528	94100	9410001	9410002	1									孩童游戏	意外的来客					洁塔薇在树林间邂逅了一对双胞胎姐弟，他们正在玩躲猫猫游戏并邀请洁塔薇加入，姐姐要洁塔薇闭上眼倒数十个数再开始。	开始倒数	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
529	94100	9410002		2								9410002	孩童游戏	意外的来客	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal02.png	洁塔薇.Beta	6，5，4……		当洁塔薇数到一半时，她听见身后传来了某种野兽的低沉嘶吼声。	决定	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
530	94100	9410003		2								9410003	孩童游戏	意外的来客	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	……		洁塔薇的的身后出现了一群郊狼，洁塔薇朝狼王举起了枪，但她又担心放射线误击躲在某棵树后的兄妹。	决定	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
531	94100	9410004	9410005	1									孩童游戏	意外的来客	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	人呢？		洁塔薇朝天空开枪，绯红色的光和炸裂声一瞬间让森林里的鸟兽四散，刚才和洁塔薇玩捉迷藏的兄妹早已没了踪影，或许是被突如其来的枪声吓跑了吧。	观察四周	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
532	94100	9410005		3					3	{1: 4}	{1: 1}		孩童游戏	意外的来客					眼前的狼群也被吓跑，洁塔薇根据狼群的脚印，在附近的巢穴里回收了一些物资。	离开	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
533	94100	9410006	9410007	3					1	{1: 96189}	{1: 200}		孩童游戏	意外的来客	Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal01.png	男孩	姐姐不见了。		洁塔薇谨慎地收起了枪，狼群因此没有再继续近逼，而是撤退了出去。洁塔薇很快在附近找到了弟弟，并将他安置到附近安全的孤儿院里暂时躲藏，在简单补给之后，又出发去寻找姐姐。	仔细搜索	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
534	94100	9410007		1									孩童游戏	意外的来客	Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal01.png	女孩	对不起……		洁塔薇最终在密林深处找到了正在观察昆虫的姐姐，并平安地将她带回孤儿院。	离开	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
535	94100	9410008	9410009	1									孩童游戏	意外的来客	Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal01.png	男孩	啊……		洁塔薇数完十个数时听见了男孩的惨叫，她朝声音的方向奔了过去，看见了一匹咬住男孩小腿的郊狼。情急之下，洁塔薇朝郊狼开枪，灼热的光束将郊狼化为粉末，只遗落下泛着银光的狼符。	查看伤势	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
536	94100	9410009		3					2	{1: 9013}	{1: 1}		孩童游戏	意外的来客					洁塔薇发现男孩并没有受伤，询问过后才知道，刚才的郊狼似乎只是想帮忙咬断缠住男孩小腿的荆棘。	拿走狼符	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
537	95100	9510001	9510002	1									停滞钟摆	染上绯红色					黑夜笼罩了天幕，洁塔薇独自一人穿梭于破败的建筑群中，此时，残檐断壁中一个发着绯红色光亮的钟摆吸引了她。这个钟摆与周围的一切都显得格格不入。	贴近观察	Assets/Product/Texture/Image/BgStory/Bgstory94.png
538	95100	9510002		2								9510002	停滞钟摆	染上绯红色	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	搞什么啊？		洁塔薇发现钟摆上贴着一条纸条。她情不自禁地读出了上面的文字\n——「想为世界染上色彩吗？那就转动齿轮吧。」	决定	Assets/Product/Texture/Image/BgStory/Bgstory94.png
539	95100	9510003	9510004	3					2	{1: 9010}	{1: 1}		停滞钟摆	染上绯红色		洁塔薇.Beta	绮丽的景色。		洁塔薇转动了齿轮，头顶的天幕立即被一片绯红色的代码覆盖，如同极光般飞掠而过，随后便消失不见。	继续	Assets/Product/Texture/Image/BgStory/BgStory550.jpg
540	95100	9510004		1									停滞钟摆	染上绯红色	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	？？？		带着略微的困惑，洁塔薇离开了那个不再走动的钟摆。	离开	Assets/Product/Texture/Image/BgStory/Bgstory94.png
541	95100	9510005		1									停滞钟摆	染上绯红色					这张纸条上的话好像是某种预告，洁塔薇对此保持警惕，很快就离开了这里。	离开	Assets/Product/Texture/Image/BgStory/Bgstory94.png
542	2100	210001	210002	1									停滞钟摆	染上湛蓝色					黑夜笼罩了天幕，你与洁塔薇穿越了破旧的孤儿院和阴风不断的墓地，你们在杂草丛生的郊外找到了一个发着浅蓝色光亮的钟摆，它与周围的一切都显得格格不入。	贴近观察	Assets/Product/Texture/Image/BgStory/Bgstory394.jpg
543	2100	210002		2								210002	停滞钟摆	染上湛蓝色	Assets/Product/Texture/Image/RoleStory/V260qyNormal02.png	洁塔薇	你在说什么呢？		你发现钟摆上贴着一条纸条，你情不自禁地读出了上面的文字\n——「想为世界染上色彩吗？那就转动齿轮吧。」	决定	Assets/Product/Texture/Image/BgStory/Bgstory394.jpg
544	2100	210003	210004	3					2	{1: 9009}	{1: 1}		停滞钟摆	染上湛蓝色	Assets/Product/Texture/Image/RoleStory/V260qyNormal01.png	洁塔薇	好神奇……		你转动了齿轮，头顶的天幕立即被一片浅蓝色的代码覆盖，如同极光般飞掠而过，随后便消失不见。	继续	Assets/Product/Texture/Image/BgStory/BgStory859.jpg
545	2100	210004		1									停滞钟摆	染上湛蓝色					带着略微的困惑，你和洁塔薇离开了那个不再走动的钟摆。	离开	Assets/Product/Texture/Image/BgStory/Bgstory394.jpg
546	2100	210005		1									停滞钟摆	染上湛蓝色					这张纸条上的话好像是某种警告，你感到心中惴惴不安，很快就拉着洁塔薇离开了这里。	离开	Assets/Product/Texture/Image/BgStory/Bgstory394.jpg
547	3100	310001	310002	1									夜火之谜	狐狸的报恩		洁塔薇	鬼！鬼啊！！！		你和洁塔薇途径一处幽闭的公馆时，一团诡异的青色火焰从你们身边掠过，洁塔薇吓得大叫起来。	观察	Assets/Product/Texture/Image/BgStory/Bgstory361.png
548	3100	310002		2								310002	夜火之谜	狐狸的报恩					与此同时，公馆里出现了诡异的时空波动，有一股强大的能量隐匿于其中。	决定	Assets/Product/Texture/Image/BgStory/Bgstory361.png
549	3100	310003	310004	1									夜火之谜	狐狸的报恩	Assets/Product/Texture/Image/RoleStory/V260qyNormal06.png	洁塔薇	这里好像缺了点什么。		你和洁塔薇进入公馆，试图接近导致时空扭曲的源头，登上台阶时，你发现位于阁楼连廊的狐狸雕像泛着银色的微光，你感到事有蹊跷。经过谨慎的观察，你发现狐狸雕像缺少了作为尾巴的底座，洁塔薇提醒你，那个空缺的位置或许可以填上什么东西……	检视四周	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
550	3100	310004		2								310004	夜火之谜	狐狸的报恩					你找到了一颗夜明珠和奇石。	决定	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
551	3100	310005		3					1	{1: 96189}	{1: 200}		夜火之谜	狐狸的报恩					狐狸雕像笨重地晃动起来，随后从石嘴里吐出了一堆芯片。	离开	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
552	3100	310006		3					4	{1: 4}	{1: 1}		夜火之谜	狐狸的报恩					狐狸雕像笨重地晃动起来，随后从石嘴里吐出了一个补给箱。	离开	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
553	3100	310007		2								310007	夜火之谜	狐狸的报恩					你和洁塔薇追逐着那团鬼火而去，很快迷失在了树丛之中。这时的你选择	决定	Assets/Product/Texture/Image/BgStory/Bgstory359.png
554	3100	310008		1									夜火之谜	狐狸的报恩					很遗憾，今晚阴云密布，月亮藏起了自己的身影，你们越走越远，在天亮之后才发现自己偏离了原有的路线。	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
555	3100	310009	310010	1									夜火之谜	狐狸的报恩					你们跟随公馆银色表盘的微弱反光，很快发现了那团鬼火的移动路径，最终找到了那团鬼火——发着荧光的小狐狸。	抱走狐狸	Assets/Product/Texture/Image/BgStory/Bgstory374.png
556	3100	310010		3					2	{1: 9014}	{1: 1}		夜火之谜	狐狸的报恩		洁塔薇	好神奇……		当你的食指触摸到小狐狸时，小狐狸顷刻间变成了一颗通体光滑透亮的狐玉。	收起狐玉	Assets/Product/Texture/Image/BgStory/Bgstory374.png
557	4100	410001		2								410001	结晶之羽	高塔的飞禽					你攀上了螺旋高塔的顶部，在那个最接近星辰的塔尖，你发现了一只浑身熊熊燃烧着的火鸟。你还在附近的高塔装备室里找到了合金制成的复合弓，如果你愿意，可以射下这只火鸟。	决定	Assets/Product/Texture/Image/BgStory/BgStory860.jpg
558	4100	410002		1									结晶之羽	高塔的飞禽					你拿来了复合弓，瞄准火鸟发射了铁箭，然而，令你没想到的是，弓矢在接近火鸟的瞬间立即融化成了灰黑的粉末。火鸟因为你的攻击受到了惊吓，很快便逃离了这座高塔。	离开	Assets/Product/Texture/Image/BgStory/BgStory860.jpg
559	4100	410003	410004	1									结晶之羽	高塔的飞禽	Assets/Product/Texture/Image/RoleStory/V260qyNormal07.png	洁塔薇	我找了哦，找了……		洁塔薇找到了炸鸡腿和高级鹅肝，但哪怕是你也知道这些东西根本不管用，你怀疑这是洁塔薇吃剩下的。	搜索四周	Assets/Product/Texture/Image/BgStory/BgStory860.jpg
560	4100	410004		2								410003	结晶之羽	高塔的飞禽		洁塔薇	喂，好机会！		你在琴房中找到了一支玉笛，还好你看得懂乐谱，你拿着那本生灰的谱子来到塔顶，奏响了它的主人曾经无数次奏响的乐曲，果然，火鸟渐渐向着你靠近，最后，熄灭了自己身上的火焰，停留在铁栅栏边。	决定	Assets/Product/Texture/Image/BgStory/BgStory860.jpg
561	4100	410005		3					1	{1: 96189}	{1: 200}		结晶之羽	高塔的飞禽					你突施冷箭，熄灭火焰的火鸟始料未及，最终死在了你的弓矢下，火鸟消失时遗落了一些数据结晶。	回收	Assets/Product/Texture/Image/BgStory/BgStory860.jpg
562	4100	410006		3					2	{1: 9015}	{1: 1}		结晶之羽	高塔的飞禽					你驻足欣赏着这只美丽的火鸟，火鸟似乎知晓你没有恶意，为了感谢你为它鸣奏乐曲，火鸟留下了自己的羽毛，作为赠送给你的礼物。	离开	Assets/Product/Texture/Image/BgStory/BgStory859.jpg
563	5100	510001		2								510001	地狱天使	天蛾人之谜					你们来到了一处空旷的台地，这里曾是失落的远古斗兽场。洁塔薇推开门的瞬间，暴戾的气息夹带着血腥味奔涌而出。你仿佛听见了延宕千年的惨叫，死去的恶意正在复苏，你与洁塔薇似乎被当成了新的挑战者……	决定	Assets/Product/Texture/Image/BgStory/BgStory33.jpg
564	5100	510002	510003	1									地狱天使	天蛾人之谜					赶在杀气笼罩了你们的身影之前，你离开了这个诡异的台地。然而，你发现洁塔薇不见了！	折返	Assets/Product/Texture/Image/BgStory/BgStory33.jpg
565	5100	510003		3					1	{1: 96189}	{1: 200}		地狱天使	天蛾人之谜					你看见洁塔薇正抱着刚从斗兽场观赏台上摘下来的宝石跑回来，她丝毫没发现自己身后的红色雾气，在雾气追上你们之前，你关上了斗兽场的门。	一起离开	Assets/Product/Texture/Image/BgStory/BgStory33.jpg
566	5100	510004	510005	1									地狱天使	天蛾人之谜					你进入了斗兽场中部，面前的地面突然裂开数道口子，大量红色的粘稠液体从地下涌出，随之出现的是天蛾般的怪诞身影。	避让	Assets/Product/Texture/Image/BgStory/Bgstory43.jpg
567	5100	510005		2								510005	地狱天使	天蛾人之谜	Assets/Product/Texture/Image/RoleMonster/RoleMonster841000.png	怪物	……		你躲开天蛾人的攻击，白色的身影挡住了你们的退路。面对它的时候，你能清晰地感到这家伙曾杀死过无数挑战者。没有一丝的犹豫，你走到对方的身前宣读了自己的名与姓，此刻，战端已无法避免。	决定	Assets/Product/Texture/Image/BgStory/Bgstory43.jpg
568	5100	510006		3					2	{1: 9016}	{1: 1}		地狱天使	天蛾人之谜	Assets/Product/Texture/Image/RoleStory/V260qyNormal02.png	洁塔薇	挺不错的计策。		你使用了【奇袭】，在洁塔薇的默契配合下怪物瞬间被击溃，身形消失后，一个奇怪的形骸遗落在了地上。	拿走形骸	Assets/Product/Texture/Image/BgStory/Bgstory43.jpg
569	5100	510007	510009	1									地狱天使	天蛾人之谜	Assets/Product/Texture/Image/RoleStory/V260qyNormal08.png	洁塔薇	小心！		你使用了【奇袭】，但怪物识破了你们的意图，飞到了空中，身上的气息变得更加恐怖。	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory43.jpg
570	5100	510008	510009	1									地狱天使	天蛾人之谜		洁塔薇	就是现在！		在怪物率先发起攻击后，你抓住它的破绽开始反击。	攻击怪物	Assets/Product/Texture/Image/BgStory/Bgstory43.jpg
571	5100	510009		4	70008								地狱天使	天蛾人之谜						准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory43.jpg
572	92001	9200101	9200102	1									英雄真相	错误的情结					洁塔薇进入了建筑的底层，立即感受到一股异样的气息，她举起武器谨慎地观察着四周。	继续	Assets/Product/Texture/Image/BgStory/Bgstory37.jpg
573	92001	9200102		2								9200102	英雄真相	错误的情结	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	那是……		果然，一群邪教组织的成员很快从四周包围了她。而在疯狂的众人身后，古怪的祭坛上躺着一位身穿白衣的少女。	决定	Assets/Product/Texture/Image/BgStory/Bgstory37.jpg
574	92001	9200103	9200104	1									英雄真相	错误的情结					洁塔薇干净利落地解决了包围她的教徒，战斗中，放射线不慎击中建筑的石柱，坍塌的天花板压倒了祭坛。当洁塔薇赶到少女身旁时，少女已经失去了呼吸。	安葬少女	Assets/Product/Texture/Image/BgStory/Bgstory37.jpg
575	92001	9200104		3					1	{1: 96189}	{1: 200}		英雄真相	错误的情结	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal02.png	洁塔薇.Beta	对不起，看来计算出现了错误……		洁塔薇深深地叹了一口气，沉思片刻后，在附近清理出一片空地将少女安葬。	离开	Assets/Product/Texture/Image/BgStory/Bgstory37.jpg
576	92001	9200105		2								9200105	英雄真相	错误的情结					洁塔薇收起武器，依靠近身战突破了教徒们的包围，及时救下少女。然而，目睹了这一幕的教徒们却突然跪倒在地，他们似乎把拥有可怕力量的洁塔薇当作降临的天使，被救下的少女也被当成了转生的教主。	决定	Assets/Product/Texture/Image/BgStory/Bgstory37.jpg
577	92001	9200106		3					4	{1: 4}	{1: 1}		英雄真相	错误的情结	Assets/Product/Texture/Image/RoleStory/V290ldNormal03.png	少女父亲	谢谢你……		洁塔薇带着少女平安地离开了建筑底层，在归途中，洁塔薇遇见了寻找女儿的父亲，那位父亲为了感谢洁塔薇，特地献上了谢礼。	离开	Assets/Product/Texture/Image/BgStory/Bgstory6.jpg
578	92001	9200107		3					3	{1: 4}	{1: 1}		英雄真相	错误的情结	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	我会回来找你的。		这片区域很不安全，保险起见，洁塔薇决定让少女成为该组织的教主，由教徒们护卫少女的安全。为了感谢「降临天使」洁塔薇，教徒们为洁塔薇准备了一些礼物。	离开	Assets/Product/Texture/Image/BgStory/Bgstory37.jpg
579	92002	9200201	9200202	1									观星真相	暴躁机器人	Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	机器人A	！！！		洁塔薇进入了某个观星台，进门后，屋里的机器人突然朝洁塔薇猛扑去，嘴里还喊着「发现入侵者！」。	避开	Assets/Product/Texture/Image/BgStory/BgStory714.jpg
580	92002	9200202		2								9200202	观星真相	暴躁机器人					洁塔薇注意到机器人的身上印着【观星A型】的标识，认为对方很可能不是战斗型机器人，也并没有被红潮感染。	决定	Assets/Product/Texture/Image/BgStory/BgStory714.jpg
581	92002	9200203		2								9200203	观星真相	暴躁机器人	Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	机器人A	消……灭……		机器人的芯片似乎烧焦了，虽然核心的观星模块还能运作，但控制动作的那部分已经完全失控。	决定	Assets/Product/Texture/Image/BgStory/BgStory714.jpg
582	92002	9200204		3					4	{1: 4}	{1: 1}		观星真相	暴躁机器人	Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	机器人A	谢……谢……		洁塔薇没有找到合适的芯片，于是更换了有些陈旧的量产芯片，机器人很快就恢复了平静，作为感谢，机器人拿出了一个补给箱给洁塔薇。	离开	Assets/Product/Texture/Image/BgStory/BgStory714.jpg
583	92002	9200205		3					1	{1: 96189}	{1: 300}		观星真相	暴躁机器人					洁塔薇取走了机器人那块损坏芯片的核心部位，失去芯片后机器人立即停止了运作。	离开	Assets/Product/Texture/Image/BgStory/BgStory714.jpg
584	92002	9200206		3					3	{1: 4}	{1: 1}		观星真相	暴躁机器人	Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	机器人A	……		洁塔薇探索了观星台的系统，她无意间启动了星空全息投影的功能，漫天的繁星让那个暴戾的机器人暂时冷静了下来。	离开	Assets/Product/Texture/Image/BgStory/BgStory714.jpg
585	92003	9200301	9200302	1									记忆真相	路过的好心人	Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	洁塔薇.Beta	喂！别突然缠上来啊！		洁塔薇经过某条暗道时，一个衣衫褴褛的游民凑上来抱住了洁塔薇的腿。	推开	Assets/Product/Texture/Image/BgStory/BgStory828.jpg
586	92003	9200302		2								9200302	记忆真相	路过的好心人	Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	游民	救命！！！		游民解释他正被一帮怪物追逐，如果洁塔薇不救他，他可能立刻就会被怪物杀死。	决定	Assets/Product/Texture/Image/BgStory/BgStory828.jpg
