Id	Type	Params	Formula	Desc
8470800	15102	[2008]		通关边界公约“野滨岬空军基地”区域后解锁
84800101	10105	[15010101]		通关外篇剧情EX01-1后解锁
84800102	10105	[15010102]		通关外篇剧情EX01-2后解锁
84800103	10105	[15010103]		通关外篇剧情EX01-3后解锁
84800104	10105	[15010104]		通关外篇剧情EX01-4后解锁
84800105	10105	[15010105]		通关外篇剧情EX01-5后解锁
84800106	10105	[15010106]		通关外篇剧情EX01-6后解锁
84800107	10105	[15010107]		通关外篇剧情EX01-7后解锁
84800108	10105	[15010108]		通关外篇剧情EX01-8后解锁
84800109	10105	[15010109]		通关外篇剧情EX01-9后解锁
84800110	10105	[15010110]		通关外篇剧情EX01-10后解锁
84800111	10105	[15010111]		通关外篇剧情EX01-11后解锁
84800112	10105	[15010112]		通关外篇剧情EX01-12后解锁
84800113	10105	[15010113]		通关外篇剧情EX01-13后解锁
84800114	10105	[15010114]		通关外篇剧情EX01-14后解锁
84800115	10105	[15010115]		通关外篇剧情EX01-15后解锁
84800116	10105	[15010116]		通关外篇剧情EX01-16后解锁
84800117	10105	[15010117]		通关外篇剧情EX01-17后解锁
84800118	10105	[15010118]		通关外篇剧情EX01-18后解锁
84800119	10105	[15010119]		通关外篇剧情EX01-19后解锁
84800120	10105	[15010120]		通关外篇剧情EX01-20后解锁
84800201	10105	[15020101]		通关外篇剧情EX02-1后解锁
84800202	10105	[15020102]		通关外篇剧情EX02-2后解锁
84800203	10105	[15020103]		通关外篇剧情EX02-3后解锁
84800204	10105	[15020104]		通关外篇剧情EX02-4后解锁
84800205	10105	[15020105]		通关外篇剧情EX02-5后解锁
84800206	10105	[15020106]		通关外篇剧情EX02-6后解锁
84800207	10105	[15020107]		通关外篇剧情EX02-7后解锁
84800208	10105	[15020108]		通关外篇剧情EX02-8后解锁
84800209	10105	[15020109]		通关外篇剧情EX02-9后解锁
84800210	10105	[15020110]		通关外篇剧情EX02-10后解锁
84800211	10105	[15020111]		通关外篇剧情EX02-11后解锁
84800212	10105	[15020112]		通关外篇剧情EX02-12后解锁
84800213	10105	[15020113]		通关外篇剧情EX02-13后解锁
84800214	10105	[15020114]		通关外篇剧情EX02-14后解锁
84800215	10105	[15020115]		通关外篇剧情EX02-15后解锁
84800216	10105	[15020116]		通关外篇剧情EX02-16后解锁
84800217	10105	[15020117]		通关外篇剧情EX02-17后解锁
84800218	10105	[15020118]		通关外篇剧情EX02-18后解锁
84800301	10105	[15030101]		通关外篇剧情EX03-1后解锁
84800302	10105	[15030102]		通关外篇剧情EX03-2后解锁
84800303	10105	[15030103]		通关外篇剧情EX03-3后解锁
84800304	10105	[15030104]		通关外篇剧情EX03-4后解锁
84800305	10105	[15030105]		通关外篇剧情EX03-5后解锁
84800306	10105	[15030119]		通关外篇剧情EX03-6后解锁
84800307	10105	[15030106]		通关外篇剧情EX03-7后解锁
84800308	10105	[15030107]		通关外篇剧情EX03-8后解锁
84800309	10105	[15030108]		通关外篇剧情EX03-9后解锁
84800310	10105	[15030109]		通关外篇剧情EX03-10后解锁
84800311	10105	[15030110]		通关外篇剧情EX03-11后解锁
84800312	10105	[15030111]		通关外篇剧情EX03-12后解锁
84800313	10105	[15030112]		通关外篇剧情EX03-13后解锁
84800314	10105	[15030113]		通关外篇剧情EX03-14后解锁
84800315	10105	[15030114]		通关外篇剧情EX03-15后解锁
84800316	10105	[15030115]		通关外篇剧情EX03-16后解锁
84800317	10105	[15030116]		通关外篇剧情EX03-17后解锁
84800318	10105	[15030117]		通关外篇剧情EX03-18后解锁
84800319	10105	[15030118]		通关外篇剧情EX03-19后解锁
84800401	10105	[15010501]		通关外篇剧情EX04-1后解锁
84800402	10105	[15010502]		通关外篇剧情EX04-2后解锁
84800403	10105	[15010503]		通关外篇剧情EX04-3后解锁
84800404	10105	[15010504]		通关外篇剧情EX04-4后解锁
84800405	10105	[15010505]		通关外篇剧情EX04-5后解锁
84800406	10105	[15010506]		通关外篇剧情EX04-6后解锁
84800407	10105	[15010507]		通关外篇剧情EX04-7后解锁
84800408	10105	[15010508]		通关外篇剧情EX04-8后解锁
84800409	10105	[15010509]		通关外篇剧情EX04-9后解锁
84800410	10105	[15010510]		通关外篇剧情EX04-10后解锁
84800411	10105	[15010511]		通关外篇剧情EX04-11后解锁
84800412	10105	[15010512]		通关外篇剧情EX04-12后解锁
84800413	10105	[15010513]		通关外篇剧情EX04-13后解锁
84800414	10105	[15010514]		通关外篇剧情EX04-14后解锁
84800415	10105	[15010515]		通关外篇剧情EX04-15后解锁
84800416	10105	[15010516]		通关外篇剧情EX04-16后解锁
84800417	10105	[15010517]		通关外篇剧情EX04-17后解锁
84800418	10105	[15010518]		通关外篇剧情EX04-18后解锁
84800419	10105	[15010519]		通关外篇剧情EX04-19后解锁
84800420	10105	[15010520]		通关外篇剧情EX04-20后解锁
84800501	10105	[15010601]		通关外篇剧情EX05-1后解锁
84800502	10105	[15010602]		通关外篇剧情EX05-2后解锁
84800503	10105	[15010603]		通关外篇剧情EX05-3后解锁
84800504	10105	[15010604]		通关外篇剧情EX05-4后解锁
84800505	10105	[15010605]		通关外篇剧情EX05-5后解锁
84800506	10105	[15010606]		通关外篇剧情EX05-6后解锁
84800507	10105	[15010607]		通关外篇剧情EX05-7后解锁
84800508	10105	[15010608]		通关外篇剧情EX05-8后解锁
84800509	10105	[15010609]		通关外篇剧情EX05-9后解锁
84800510	10105	[15010610]		通关外篇剧情EX05-10后解锁
84800511	10105	[15010612]		通关外篇剧情EX05-11后解锁
84800512	10105	[15010613]		通关外篇剧情EX05-12后解锁
84900101	10105	[16010101]		通关外篇隐藏剧情EX01-1后解锁
84900102	10105	[16010102]		通关外篇隐藏剧情EX01-2后解锁
84900103	10105	[16010103]		通关外篇隐藏剧情EX01-3后解锁
84900104	10105	[16010104]		通关外篇隐藏剧情EX01-4后解锁
84900105	10105	[16010105]		通关外篇隐藏剧情EX01-5后解锁
84900106	10105	[16010106]		通关外篇隐藏剧情EX01-6后解锁
84900107	10105	[16010107]		通关外篇隐藏剧情EX01-7后解锁
84900108	10105	[16010108]		通关外篇隐藏剧情EX01-8后解锁
84900201	10105	[16020101]		通关外篇隐藏剧情EX02-1后解锁
84900202	10105	[16020102]		通关外篇隐藏剧情EX02-2后解锁
84900203	10105	[16020103]		通关外篇隐藏剧情EX02-3后解锁
84900204	10105	[16020104]		通关外篇隐藏剧情EX02-4后解锁
84900205	10105	[16020105]		通关外篇隐藏剧情EX02-5后解锁
84900206	10105	[16020106]		通关外篇隐藏剧情EX02-6后解锁
84900207	10105	[16020107]		通关外篇隐藏剧情EX02-7后解锁
84900208	10105	[16020108]		通关外篇隐藏剧情EX02-8后解锁
84900301	10105	[16030101]		通关外篇隐藏剧情EX03-1后解锁
84900302	10105	[16030102]		通关外篇隐藏剧情EX03-2后解锁
84900303	10105	[16030103]		通关外篇隐藏剧情EX03-3后解锁
84900401	10105	[15010521]		通关外篇隐藏剧情EX04-1后解锁
84900402	10105	[15010522]		通关外篇隐藏剧情EX04-2后解锁
84900403	10105	[15010523]		通关外篇隐藏剧情EX04-3后解锁
84900404	10105	[15010524]		通关外篇隐藏剧情EX04-4后解锁
84900405	10105	[15010525]		通关外篇隐藏剧情EX04-5后解锁
84900406	10105	[15010526]		通关外篇隐藏剧情EX04-6后解锁
84900407	10105	[15010527]		通关外篇隐藏剧情EX04-7后解锁
84900408	10105	[15010528]		通关外篇隐藏剧情EX04-8后解锁
84900501	10105	[15010621]		通关外篇隐藏剧情EX05-1后解锁
84900502	10105	[15010626]		通关外篇隐藏剧情EX05-2后解锁
84900503	10105	[15010627]		通关外篇隐藏剧情EX05-3后解锁
84900504	10105	[15010628]		通关外篇隐藏剧情EX05-4后解锁
84900505	10105	[15010622]		通关外篇隐藏剧情EX05-5后解锁
84900506	10105	[15010629]		通关外篇隐藏剧情EX05-6后解锁
84900507	10105	[15010623]		通关外篇隐藏剧情EX05-7后解锁
84900508	10105	[15010624]		通关外篇隐藏剧情EX05-8后解锁
84900509	10105	[15010625]		通关外篇隐藏剧情EX05-9后解锁
84900510	10105	[15010630]		通关外篇隐藏剧情EX05-10后解锁
84900511	10105	[15010631]		通关外篇隐藏剧情EX05-11后解锁
84900512	10105	[15010632]		通关外篇隐藏剧情EX05-12后解锁
84600101	10105	[30150136]		通关长庚行路“剧情关A-1”后解锁
84600102	10105	[30150137]		通关长庚行路“剧情关A-2”后解锁
84600103	11111	[16]		通关长庚行路第16个节点后解锁
84600104	10105	[30150138]		通关长庚行路“剧情关B-1”后解锁
84600105	10105	[30150139]		通关长庚行路“剧情关B-2”后解锁
84600106	11111	[32]		通关长庚行路第32个节点后解锁
84600107	10105	[30150140]		通关长庚行路“剧情关C-1”后解锁
84600108	10105	[30150141]		通关长庚行路“剧情关C-2”后解锁
84600109	11111	[48]		通关长庚行路第48个节点后解锁
84600110	10105	[30150142]		通关长庚行路“剧情关D-1”后解锁
84600111	10105	[30150143]		通关长庚行路“剧情关D-2”后解锁
84600112	11111	[64]		通关长庚行路第64个节点后解锁
84600113	10105	[30150144]		通关长庚行路“剧情关E-1”后解锁
84600114	10105	[30150145]		通关长庚行路“剧情关E-2”后解锁
84600115	11111	[80]		通关长庚行路第80个节点后解锁
84600120	11111	[16]		通关执行者传说·GR第16个节点后解锁
84600121	11111	[32]		通关执行者传说·GR第32个节点后解锁
84600122	11111	[48]		通关执行者传说·GR第48个节点后解锁
84600123	11111	[64]		通关执行者传说·GR第64个节点后解锁
84600124	11111	[80]		通关执行者传说·GR第80个节点后解锁
84600125	11111	[96]		通关执行者传说·GR第96个节点后解锁
84600126	11111	[112]		通关执行者传说·GR第112个节点后解锁
84600127	11111	[128]		通关执行者传说·GR第128个节点后解锁
84600128	11111	[144]		通关执行者传说·GR第144个节点后解锁
84600129	11111	[160]		通关执行者传说·GR第160个节点后解锁
84600130	11111	[16]		通关温迪戈第16个节点后解锁
84600131	11111	[32]		通关温迪戈第32个节点后解锁
84600132	11111	[48]		通关温迪戈第48个节点后解锁
84600133	11111	[64]		通关温迪戈第64个节点后解锁
84600134	11111	[80]		通关温迪戈第80个节点后解锁
84600135	11111	[96]		通关温迪戈第96个节点后解锁
84600136	11111	[112]		通关温迪戈第112个节点后解锁
84600137	11111	[128]		通关温迪戈第128个节点后解锁
84600138	11111	[144]		通关温迪戈第144个节点后解锁
84600139	11111	[160]		通关温迪戈第160个节点后解锁
84600140	11111	[16]		通关托罗之书第16个节点后解锁
84600141	11111	[17]		通关托罗之书第17个节点后解锁
84600142	11111	[32]		通关托罗之书第32个节点后解锁
84600143	11111	[33]		通关托罗之书第33个节点后解锁
84600144	11111	[48]		通关托罗之书第48个节点后解锁
84600145	11111	[49]		通关托罗之书第49个节点后解锁
84600146	11111	[80]		通关托罗之书第80个节点后解锁
84600147	11111	[160]		通关托罗之书第160个节点后解锁
84600201	15106	[1]		通关合众战局任意关卡后解锁
84600202	10101	[200]		梦魇挽歌活动结束后解锁
84600203	10141	[2]		rpg2期队伍等级达到2（开启引导）
84600301	10105	[10130150]		通关活动“搁浅”第1关后解锁
84600302	10105	[10130151]		通关活动“搁浅”第2关后解锁
84600311	10105	[30130401]		通关活动“夏日戏话”第1关后解锁
84600312	10105	[30130402]		通关活动“夏日戏话”第2关后解锁
84600313	10105	[30130403]		通关活动“夏日戏话”第3关后解锁
84600314	10105	[30130404]		通关活动“夏日戏话”第4关后解锁
84600315	10105	[30130405]		通关活动“夏日戏话”第5关后解锁
84600316	10105	[30130406]		通关活动“夏日戏话”第6关后解锁
84600317	10105	[30130407]		通关活动“夏日戏话”第7关后解锁
84600320	10105	[30130501]		通关活动“兰夜琢月”第1关后解锁
84600321	10105	[30130502]		通关活动“兰夜琢月”第2关后解锁
84600322	10105	[30130503]		通关活动“兰夜琢月”第3关后解锁
84600323	10105	[30130504]		通关活动“兰夜琢月”第4关后解锁
84600330	10105	[30130701]		通关活动“道长争夺战”第1关后解锁
84600331	10105	[30130702]		通关活动“道长争夺战”第2关后解锁
84600332	10105	[30130703]		通关活动“道长争夺战”第3关后解锁
84600333	10105	[30130704]		通关活动“道长争夺战”第4关后解锁
84600334	10105	[30130705]		通关活动“道长争夺战”第5关后解锁
84600335	10105	[30130706]		通关活动“道长争夺战”第6关后解锁
84600340	10105	[15020150]		通关活动关卡“雪上”后解锁
84600341	10105	[15020151]		通关活动关卡“测试项目罗塞塔”后解锁
84600342	10105	[15020152]		通关活动关卡“起行”后解锁
84600350	10105	[30200097]		通关活动“虚像地平线”第Ⅰ周SP-01后解锁
84600351	10105	[30200098]		通关活动“虚像地平线”第Ⅰ周SP-02后解锁
84600352	10105	[30200099]		通关活动“虚像地平线”第Ⅰ周SP-03后解锁
84600353	10105	[30200100]		通关活动“虚像地平线”第Ⅰ周SP-04后解锁
84600354	10105	[30200101]		通关活动“虚像地平线”第Ⅱ周SP-01后解锁
84600355	10105	[30200102]		通关活动“虚像地平线”第Ⅱ周SP-02后解锁
84600356	10105	[30200103]		通关活动“虚像地平线”第Ⅱ周SP-03后解锁
84600357	10105	[30200104]		通关活动“虚像地平线”第Ⅱ周SP-04后解锁
84600358	10105	[30200105]		通关活动“虚像地平线”第Ⅲ周SP-01后解锁
84600359	10105	[30200106]		通关活动“虚像地平线”第Ⅲ周SP-02后解锁
84600360	10105	[30200107]		通关活动“虚像地平线”第Ⅲ周SP-03后解锁
84600361	10105	[30200108]		通关活动“虚像地平线”第Ⅲ周SP-04后解锁
84600362	10105	[30200109]		通关活动“虚像地平线”第Ⅳ周SP-01后解锁
84600363	10105	[30200110]		通关活动“虚像地平线”第Ⅳ周SP-02后解锁
84600364	10105	[30200111]		通关活动“虚像地平线”第Ⅳ周SP-03后解锁
84600365	10105	[30200112]		通关活动“虚像地平线”第Ⅳ周SP-04后解锁
84600366	10105	[30210104]		通关地平线第6关
84600367	10125	[3]		招募等级达到3
84600368	10105	[30210110]		通关地平线第12关
84600369	10105	[30210118]		通关地平线第20关
84600370	10124	[5]		无尽关达到第5波
84600371	10105	[30210131]		通关地平线第6关
84600372	10125	[3]		招募等级达到3
84600373	10105	[30210137]		通关地平线第12关
84600374	10105	[30210145]		通关地平线第20关
84600375	10124	[5]		无尽关达到第5波
84600376	10105	[30210158]		通关地平线第6关
84600377	10125	[3]		招募等级达到3
84600378	10105	[30210164]		通关地平线第12关
84600379	10105	[30210172]		通关地平线第20关
84600380	10124	[5]		无尽关达到第5波
84600381	10105	[30210185]		通关地平线第6关
84600382	10125	[3]		招募等级达到3
84600383	10105	[30210191]		通关地平线第12关
84600384	10105	[30210199]		通关地平线第20关
84600385	10124	[5]		无尽关达到第5波
84600386	10105	[30161525]		通关远歌深潜逆光航线静滞浮标.04
84600387	10105	[30161529]		通关远歌深潜失焦间距静滞浮标.08
84600388	10144	[1, 36]		远歌深潜普通难度关卡累计获得36星
84600390	10105	[30201121]		首通改造关卡第1关
84600391	10105	[30201171]		首通改造2期关卡第1关
84600401	10105	[30130301]		通关活动“未遗忘的节日”第1关后解锁
84600402	10105	[30130302]		通关活动“未遗忘的节日”第2关后解锁
84600403	10105	[30130303]		通关活动“未遗忘的节日”第3关后解锁
84600404	10105	[30130304]		通关活动“未遗忘的节日”第4关后解锁
84600405	10105	[30130305]		通关活动“未遗忘的节日”第5关后解锁
84600406	10105	[30130306]		通关活动“未遗忘的节日”第6关后解锁
84600407	10105	[30130307]		通关活动“未遗忘的节日”第7关后解锁
84600411	10105	[30210220]		通关3期地平线第1周第5层第1关
84600412	10105	[30210221]		通关3期地平线第1周第5层第2关
84600413			84600411&84600412	通关3期地平线第1周第5层
84600414	10105	[30210231]		通关3期地平线第1周第9层第1关
84600415	10105	[30210232]		通关3期地平线第1周第9层第2关
84600416	10105	[30210233]		通关3期地平线第1周第9层第3关
84600417			84600414&84600415&84600416	通关3期地平线第1周第9层
84600418	10105	[30210290]		通关3期地平线第2周第5层第1关
84600419	10105	[30210291]		通关3期地平线第2周第5层第2关
84600420			84600418&84600419	通关3期地平线第2周第5层
84600421	10105	[30210301]		通关3期地平线第2周第9层第1关
84600422	10105	[30210302]		通关3期地平线第2周第9层第2关
84600423	10105	[30210303]		通关3期地平线第2周第9层第3关
84600424			84600421&84600422&84600423	通关3期地平线第2周第9层
84600425	10105	[30210242]		通关3期地平线第3周第5层第1关
84600426	10105	[30210243]		通关3期地平线第3周第5层第2关
84600427			84600425&84600426	通关3期地平线第3周第5层
84600428	10105	[30210312]		通关3期地平线第4周第5层第1关
84600429	10105	[30210313]		通关3期地平线第4周第5层第2关
84600430			84600428&84600429	通关3期地平线第4周第5层
84600501	11110	[1, 1]		通关本期巴别塔关卡一次（等级至少为1）后解锁
84600601	10105	[15010401]		通关联动玩法“寄渊残响”关卡黎明之孔后解锁
84600602	10105	[15010402]		通关联动玩法“寄渊残响”关卡永战之街后解锁
84600603	10105	[15010403]		通关联动玩法“寄渊残响”关卡战争轮回后解锁
84600604	10105	[15010404]		通关联动玩法“寄渊残响”关卡鲜血之底-A面后解锁
84600605	10105	[15010405]		通关联动玩法“寄渊残响”关卡鲜血之底-B面后解锁
84600606	10105	[15010406]		通关联动玩法“寄渊残响”关卡虚妄的关系后解锁
84600607	10105	[15010407]		通关联动玩法“寄渊残响”关卡鲜血与花后解锁
84600608	10105	[15010408]		通关联动玩法“寄渊残响”关卡世界崩塌后解锁
84600609	10105	[15010409]		通关联动玩法“寄渊残响”关卡真实的狭缝后解锁
84600610	10105	[15010410]		通关联动玩法“寄渊残响”关卡马基雅维利后解锁
84600611	10105	[15010201]		通关联动玩法“镜焰迷城”关卡两簇火焰后解锁
84600612	10105	[15010202]		通关联动玩法“镜焰迷城”关卡诱因后解锁
84600613	10105	[15010203]		通关联动玩法“镜焰迷城”关卡黑与白后解锁
84600614	10105	[15010204]		通关联动玩法“镜焰迷城”关卡螺旋后解锁
84600615	10105	[15010205]		通关联动玩法“镜焰迷城”关卡布阵后解锁
84600616	10105	[15010206]		通关联动玩法“镜焰迷城”关卡对局后解锁
84600617	10105	[15010207]		通关联动玩法“镜焰迷城”关卡交锋后解锁
84600618	10105	[15010208]		通关联动玩法“镜焰迷城”关卡矛盾后解锁
84600619	10105	[15010209]		通关联动玩法“镜焰迷城”关卡瞳中之影后解锁
84600620	10105	[15010210]		通关联动玩法“镜焰迷城”关卡两名少女后解锁
84600621	10105	[15010211]		通关联动玩法“镜焰迷城”关卡结论后解锁
84600622	10105	[15010212]		通关联动玩法“镜焰迷城”关卡斗争后解锁
84600623	10105	[15010213]		通关联动玩法“镜焰迷城”关卡梦后解锁
84600624	10105	[15010300]		通关联动剧情【幻寂鸣泣曲】关卡【“庸才”】后解锁
84600625	10105	[15010301]		通关联动剧情【幻寂鸣泣曲】关卡【开端】后解锁
84600626	10105	[15010302]		通关联动剧情【幻寂鸣泣曲】关卡【但丁】后解锁
84600627	10105	[15010303]		通关联动剧情【幻寂鸣泣曲】关卡【维吉尔】后解锁
84600628	10105	[15010304]		通关联动剧情【幻寂鸣泣曲】关卡【“地狱”】博士后解锁
84600629	10105	[15010305]		通关联动剧情【幻寂鸣泣曲】关卡【另一个世界】后解锁
84600630	10105	[15010306]		通关联动剧情【幻寂鸣泣曲】关卡【夜间对谈】后解锁
84600631	10105	[15010307]		通关联动剧情【幻寂鸣泣曲】关卡【巴别塔】后解锁
84600632	10105	[15010308]		通关联动剧情【幻寂鸣泣曲】关卡【咒语】后解锁
84600633	10105	[15010309]		通关联动剧情【幻寂鸣泣曲】关卡【血食】后解锁
84600634	10105	[15010310]		通关联动剧情【幻寂鸣泣曲】关卡【实验室】后解锁
84600635	10105	[15010311]		通关联动剧情【幻寂鸣泣曲】关卡【回忆】后解锁
84600636	10105	[15010312]		通关联动剧情【幻寂鸣泣曲】关卡【镜像】后解锁
84600637	10105	[15010313]		通关联动剧情【幻寂鸣泣曲】关卡【Devil May Cry】后解锁
84600638	10105	[15010314]		通关联动剧情【幻寂鸣泣曲】关卡【宿命】后解锁
84600639	10105	[15010315]		通关联动剧情【幻寂鸣泣曲】关卡【草莓圣代】后解锁
84600701	10105	[30130901]		通关活动“圣夜与星海之间”关卡特约通讯后解锁
84600702	10105	[30130902]		通关活动“圣夜与星海之间”关卡绿洲之花后解锁
84600703	10105	[30130903]		通关活动“圣夜与星海之间”关卡最佳拍档后解锁
84600704	10105	[30130904]		通关活动“圣夜与星海之间”关卡小鬼当家后解锁
84600705	10105	[30130905]		通关活动“圣夜与星海之间”关卡伊甸会面后解锁
84600706	10105	[30130906]		通关活动“圣夜与星海之间”关卡星间密语后解锁
84600801	10105	[30131014]		通关活动“拂旧迎新”关卡某日的团圆后解锁
84600802	10105	[30131015]		通关活动“拂旧迎新”关卡未知的发现后解锁
84600901	10105	[30211001]		通关活动“空想环廊”关卡MC-01
84600902	10105	[30211010]		请先通关射手之章
84600903	10105	[30211020]		请先通关骑士之章
84600904	10105	[30211030]		请先通关盾卫之章
84600905	10105	[30211040]		请先通关刺客之章
84601001	10111	[11967]		领取对联【星火长盈】任务奖励后解锁
84601002	10111	[11968]		领取对联【景愿皆圆】任务奖励后解锁
84601003	10111	[11969]		领取对联【历新革变】任务奖励后解锁
84601004	10111	[11970]		领取对联【矢志不折】任务奖励后解锁
84601005	10111	[11971]		领取对联【遥寄静梦】任务奖励后解锁
84601101	10105	[30131101]		通关活动“岁辞候福”关卡ONY-1后解锁
84601102	10105	[30131102]		通关活动“岁辞候福”关卡ONY-2后解锁
84601103	10105	[30131103]		通关活动“岁辞候福”关卡ONY-3后解锁
84601104	10105	[30131104]		通关活动“岁辞候福”关卡ONY-4后解锁
84601105	10105	[30131105]		通关活动“岁辞候福”关卡ONY-5后解锁
84601106	10105	[30131106]		通关活动“岁辞候福”关卡ONY-6后解锁
84601107	10105	[30131107]		通关活动“岁辞候福”关卡ONY-7后解锁
84601108	10105	[30131108]		通关活动“岁辞候福”关卡ONY-8后解锁
84601109	10105	[30131109]		通关活动“岁辞候福”关卡ONY-9后解锁
84601110	10105	[30131110]		通关活动“岁辞候福”关卡ONY-10后解锁
84601111	10105	[30131111]		通关活动“岁辞候福”关卡ONY-11后解锁
84601112	10105	[30131112]		通关活动“岁辞候福”关卡ONY-12后解锁
84601200	10101	[52]		指挥官等级到达52级开启
84601201	10111	[17221]		需要完成“现在我的手中握住了希望I”任务
84601202	10111	[17222]		需要完成“现在我的手中握住了希望II”任务
84601203	10111	[17223]		需要完成“现在我的手中握住了希望Ⅲ”任务
84601204	10111	[17224]		需要完成“现在我的手中握住了希望Ⅳ”任务
84601205	23001	[221]		24进12支援期开放
84601206	23001	[222]		12进6支援期开放
84601207	23001	[223]		6进3支援期开放
84601208	23001	[224]		3进1支援期开放
84601209	11101	[62506, 1]		拥有1个联络终端
84601210	11101	[62504, 360]		拥有360个欢愉道具
84601211	23001	[9102]		27进24开放
84601212	23001	[9104]		24进18开放
84601213	23001	[9106]		18进6上半场开放
84601214	23001	[9107]		18进6下半场开放
84601215	23001	[9109]		6进3开放
84601216	11101	[62514, 700]		拥有360个欢愉（2022）道具
84601217	23001	[9111]		3进1开放
84601301	10105	[30131201]		通关活动“异境漫游记”关卡AFD-1后解锁
84601302	10105	[30131202]		通关活动“异境漫游记”关卡AFD-2后解锁
84601303	10105	[30131203]		通关活动“异境漫游记”关卡AFD-3后解锁
84601304	10105	[30131204]		通关活动“异境漫游记”关卡AFD-4后解锁
84601305	10105	[30131205]		通关活动“异境漫游记”关卡AFD-5后解锁
84601306	10105	[30131206]		通关活动“异境漫游记”关卡AFD-6后解锁
84601307	10105	[30131207]		通关活动“异境漫游记”关卡AFD-7后解锁
84601308	10105	[30131208]		通关活动“异境漫游记”关卡AFD-8后解锁
84601309	10105	[30131209]		通关活动“异境漫游记”关卡AFD-9后解锁
84601401	10105	[30101101]		通关活动“适配拟合”关卡CRA-1后解锁
84601402	10105	[30101102]		通关活动“适配拟合”关卡CRA-2后解锁
84601403	10105	[30101008]		通关活动“适配拟合”关卡CRA-3后解锁
84601500	10101	[52]		指挥官等级到达52级开启
84601501	10145	[1103, 1]		通关NF1-3后解锁插件融聚所
84601502	10145	[1106, 5]		通关NF1-6第5波后解锁模拟超限
84601503	10145	[1106, 5]		通关NF1-6第5波后解锁特典角色
84601504	10145	[1206, 5]		通关NF2-6第5波后解锁多队伍挑战
84601505	10145	[1307, 5]		通关NF3-7第5梯队后解锁特种增幅
84601506	11101	[62802, 200]		拥有200个数据痕迹
84601601	10105	[30101121]		通关适配拟合“霜誓”关卡FV-1后解锁
84601602	10105	[30101012]		通关适配拟合“霜誓”关卡FV-2后解锁
84601603	10105	[30101123]		通关适配拟合“霜誓”关卡FV-3后解锁
84601604	10105	[30101124]		通关适配拟合“霜誓”关卡FV-4后解锁
84601605	10105	[30101125]		通关适配拟合“霜誓”关卡FV-5后解锁
84601701	16002	[56]		攻破第四区域高危暗区解锁
84601702	16002	[42]		攻破第三区域高危暗区解锁
84601703	16002	[42]		攻破第三区域高危暗区解锁
84601704	16002	[29]		攻破第二区域暗区解锁
84601705	16002	[14]		攻破第一区域暗区解锁
84601706	16001	[10]		区块攻破数达到10解锁
84601707	16001	[25]		区块攻破数达到25解锁
84601708	16001	[40]		区块攻破数达到40解锁
84601709	16001	[35]		区块攻破数达到35解锁
84601710	16001	[30]		区块攻破数达到30解锁
84601711	16001	[45]		区块攻破数达到45解锁
84601712	16001	[5]		区块攻破数达到5解锁
84601713	16001	[10]		区块攻破数达到10解锁
84601714	16001	[10]		区块攻破数达到10解锁
84601715	16001	[15]		区块攻破数达到15解锁
84601716	16001	[20]		区块攻破数达到20解锁
84601717	16001	[25]		区块攻破数达到25解锁
84601800	10101	[52]		指挥官等级到达52级开启
84601901	10105	[30131113]		通关活动“琥虎符福”关卡XC-1后解锁
84601902	10105	[30131114]		通关活动“琥虎符福”关卡XC-2后解锁
84601903	10105	[30131115]		通关活动“琥虎符福”关卡XC-3后解锁
84601904	10105	[30131116]		通关活动“琥虎符福”关卡XC-4后解锁
84601905	10105	[30131117]		通关活动“琥虎符福”关卡XC-5后解锁
84601906	10105	[30131118]		通关活动“琥虎符福”关卡XC-6后解锁
84601907	10105	[30131119]		通关活动“琥虎符福”关卡XC-7后解锁
84601908	10105	[30131120]		通关活动“琥虎符福”关卡XC-8后解锁
84601909	10105	[30131121]		通关活动“琥虎符福”关卡XC-9后解锁
84601910	10105	[30131122]		通关活动“琥虎符福”关卡XC-10后解锁
84601911	10105	[30131123]		通关活动“琥虎符福”关卡XC-11后解锁
84602001	10105	[30130507]		通关活动“纯白寄意”关卡IS-1后解锁
84602002	10105	[30130508]		通关活动“纯白寄意”关卡IS-2后解锁
84602003	10105	[30130505]		通关活动“纯白寄意”关卡IS-3后解锁
84602004	10105	[30130509]		通关活动“纯白寄意”关卡IS-4后解锁
84602005	10105	[30130510]		通关活动“纯白寄意”关卡IS-5后解锁
84602006	10105	[30130511]		通关活动“纯白寄意”关卡IS-6后解锁
84602007	10105	[30130512]		通关活动“纯白寄意”关卡IS-7后解锁
84602008	10105	[30130506]		通关活动“纯白寄意”关卡IS-8后解锁
84602101	10152	[151]		赠送【携光眷音】后收到来自里的礼物
84602102	10152	[152]		赠送【携光眷音】后收到来自露西亚的礼物
84602103	10152	[153]		赠送【携光眷音】后收到来自丽芙的礼物
84602104	10152	[154]		赠送【携光眷音】后收到来自比安卡的礼物
84602105	10152	[155]		赠送【携光眷音】后收到来自七实的礼物
84602106	10152	[156]		赠送【携光眷音】后收到来自神威的礼物
84602107	10152	[157]		赠送【携光眷音】后收到来自卡列尼娜的礼物
84602108	10152	[158]		赠送【携光眷音】后收到来自渡边的礼物
84602109	10152	[159]		赠送【携光眷音】后收到来自艾拉的礼物
84602110	10152	[160]		赠送【携光眷音】后收到来自苏菲亚的礼物
