StageId	ModelId	BossName	Score	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	PreFullScore	OpenCondition	BuffDetailsId	FeaturesId	ProposedLevel	SkillTitle	SkillDesc	AttackName
30300704	Mb1SwordMd030001	蔷薇之剑	168000	60000	90000	18000	4	混沌	CHAOS		1			[90007, 90008]			['烧夷战术', '黑暗侵蚀', '黑暗剑风', '烈焰三段式', '地火', '影袭', '恶魔之吻']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '后撤隐身于地图中，在潜伏一段时间后突进并击飞玩家', '与敌人过远时，朝敌人释放一道黑暗剑气', '为自己的刀剑附上火焰，以火焰剑气斩击四周', '在敌人脚下生成火焰阵，爆炸造成伤害', '以自身为中心，生成多段影子，突刺敌人并造成大量伤害', '在敌人脚下生成一朵玫瑰状能量阵，爆炸造成伤害']	
30300705	Mb1SwordMd030001	蔷薇之剑	336000	120000	180000	36000	5	地狱	HELL		1			[90007, 90008]			['烧夷战术', '黑暗侵蚀', '黑暗剑风', '烈焰三段式', '地火', '影袭', '恶魔之吻']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '后撤隐身于地图中，在潜伏一段时间后突进并击飞玩家', '与敌人过远时，朝敌人释放一道黑暗剑气', '为自己的刀剑附上火焰，以火焰剑气斩击四周', '在敌人脚下生成火焰阵，爆炸造成伤害', '以自身为中心，生成多段影子，突刺敌人并造成大量伤害', '在敌人脚下生成一朵玫瑰状能量阵，爆炸造成伤害']	
30300401	Mb1VirginbioMd030001	苦刑之女	21000	7500	11250	2250	1	实验	TEST	True	1			[90009, 90010]			['前移尖刺', '后移尖刺', '旋转', '连环炸弹']	['苦刑之女会接近敌人，并在其脚底生成尖刺', '苦刑之女脱离敌人，同时在敌人脚下生成尖刺', '苦刑之女向四周释放伤害极高的尖刺导弹', '苦刑之女摘下头盔，向敌人连续释放球形炸弹']	
30300402	Mb1VirginbioMd030001	苦刑之女	42000	15000	22500	4500	2	精英	ELITES	True	1			[90009, 90010]			['前移尖刺', '后移尖刺', '旋转', '连环炸弹']	['苦刑之女会接近敌人，并在其脚底生成尖刺', '苦刑之女脱离敌人，同时在敌人脚下生成尖刺', '苦刑之女向四周释放伤害极高的尖刺导弹', '苦刑之女摘下头盔，向敌人连续释放球形炸弹']	
30300403	Mb1VirginbioMd030001	苦刑之女	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90009, 90010]			['尖刺地狱', '抛物', '旋转', '连环炸弹', '后移尖刺', '苦痛尖啸']	['苦刑之女会连续向敌人释放尖刺', '苦刑之女连续向敌人抛掷球形炸弹', '苦刑之女向四周释放伤害极高的尖刺导弹', '苦刑之女摘下头盔，向敌人连续释放球形炸弹', '苦刑之女脱离敌人，同时在敌人脚下生成尖刺', '苦刑之女发出痛苦的尖啸，对周围目标造成伤害']	
30300404	Mb1VirginbioMd030001	苦刑之女	168000	60000	90000	18000	4	混沌	CHAOS		1			[90009, 90010]			['尖刺障碍', '抛物', '旋转', '连环炸弹', '后移尖刺', '苦痛尖啸']	['苦刑之女会用尖刺阻挡敌人', '苦刑之女连续向敌人抛掷球形炸弹', '苦刑之女向四周释放伤害极高的尖刺导弹', '苦刑之女摘下头盔，向敌人连续释放球形炸弹', '苦刑之女脱离敌人，同时在敌人脚下生成尖刺', '苦刑之女发出痛苦的尖啸，对周围目标造成伤害']	
30300405	Mb1VirginbioMd030001	苦刑之女	336000	120000	180000	36000	5	地狱	HELL		1			[90009, 90010]			['烧夷战术', '尖刺障碍', '抛物', '旋转', '连环炸弹', '后移尖刺', '苦痛尖啸']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '苦刑之女会用尖刺阻挡敌人', '苦刑之女连续向敌人抛掷球形炸弹', '苦刑之女向四周释放伤害极高的尖刺导弹', '苦刑之女摘下头盔，向敌人连续释放球形炸弹', '苦刑之女脱离敌人，同时在敌人脚下生成尖刺', '苦刑之女发出痛苦的尖啸，对周围目标造成伤害']	
30300801	Mb1XiuMd010003	卡穆	21000	7500	11250	2250	1	实验	TEST	True	1			[90011]	[2]		['鬼手', '爆气脱离', '四连击']	['卡穆会抓取距离过远的敌人，将他拉至身前', '被攻击时，卡穆会释放足以推开敌人的能量波', '卡穆对面前的敌人快速多段重劈']	
30300802	Mb1XiuMd010003	卡穆	42000	15000	22500	4500	2	精英	ELITES	True	1			[90011]	[2]		['鬼手', '爆气脱离', '四连击']	['卡穆会抓取距离过远的敌人，将他拉至身前', '被攻击时，卡穆会释放足以推开敌人的能量波', '卡穆对面前的敌人快速多段重劈']	
30300803	Mb1XiuMd010003	卡穆	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90011]	[2]		['格挡反击', '爆气追击', '鬼手', '爆气脱离', '四连击']	['卡穆会反击正在攻击自己的敌人', '卡穆会追击被能量波波及的敌人', '卡穆会抓取距离过远的敌人，将他拉至身前', '被攻击时，卡穆会释放足以推开敌人的能量波', '卡穆对面前的敌人快速多段重劈']	
30300804	Mb1XiuMd010003	卡穆	168000	60000	90000	18000	4	混沌	CHAOS		1			[90011]	[2]		['狂暴五连击', '格挡反击', '爆气追击', '鬼手', '爆气脱离', '四连击']	['卡穆会进入狂暴阶段，快速猛烈地追砍敌人', '卡穆会反击正在攻击自己的敌人', '卡穆会追击被能量波波及的敌人', '卡穆会抓取距离过远的敌人，将他拉至身前', '被攻击时，卡穆会释放足以推开敌人的能量波', '卡穆对面前的敌人快速多段重劈']	
30300805	Mb1XiuMd010003	卡穆	336000	120000	180000	36000	5	地狱	HELL		1			[90011]	[2]		['烧夷战术', '狂暴五连击', '格挡反击', '爆气追击', '鬼手', '爆气脱离']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '卡穆会进入狂暴阶段，快速猛烈地追砍敌人', '卡穆会反击正在攻击自己的敌人', '卡穆会追击被能量波波及的敌人', '卡穆会抓取距离过远的敌人，将他拉至身前', '被攻击时，卡穆会释放足以推开敌人的能量波']	
30301001	Mb1LuosaitarenMd000001	罗塞塔	21000	7500	11250	2250	1	实验	TEST	True	1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30301002	Mb1LuosaitarenMd000001	罗塞塔	42000	15000	22500	4500	2	精英	ELITES	True	1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30301003	Mb1LuosaitarenMd000001	罗塞塔	84000	30000	45000	9000	3	骑士	KNIGHT	True	1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30301004	Mb1LuosaitarenMd000001	罗塞塔	168000	60000	90000	18000	4	混沌	CHAOS		1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30301005	Mb1LuosaitarenMd000001	罗塞塔	336000	120000	180000	36000	5	地狱	HELL		1				[3]		['烧夷战术', '战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30301201	Mb1MelodyhuaxuMd10001	华胥	21000	7500	11250	2250	1	实验	TEST	True	1			[90012, 90013]			['辉煌', '开物', '渊源', '雷泽', '退闲']	['华胥剩余60%生命值时会进入辉煌状态，获得30%免伤，辉煌状态结束后，华胥下一次受到的伤害变为500%', '华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30301202	Mb1MelodyhuaxuMd10001	华胥	42000	15000	22500	4500	2	精英	ELITES	True	1			[90012, 90013]			['辉煌', '开物', '渊源', '雷泽', '退闲']	['华胥剩余60%生命值时会进入辉煌状态，获得30%免伤，辉煌状态结束后，华胥下一次受到的伤害变为500%', '华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30301203	Mb1MelodyhuaxuMd10001	华胥	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90012, 90013]			['辉煌', '开物', '渊源', '雷泽', '退闲']	['华胥剩余60%生命值时会进入辉煌状态，获得30%免伤，辉煌状态结束后，华胥下一次受到的伤害变为500%', '华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30301204	Mb1MelodyhuaxuMd10001	华胥	168000	60000	90000	18000	4	混沌	CHAOS		1			[90012, 90013]			['辉煌', '开物', '渊源', '雷泽', '退闲']	['华胥剩余60%生命值时会进入辉煌状态，获得30%免伤，辉煌状态结束后，华胥下一次受到的伤害变为500%', '华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30301205	Mb1MelodyhuaxuMd10001	华胥	336000	120000	180000	36000	5	地狱	HELL		1			[90012, 90013]			['烧夷战术', '辉煌', '开物', '渊源', '雷泽', '退闲']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '华胥剩余60%生命值时会进入辉煌状态，获得30%免伤，辉煌状态结束后，华胥下一次受到的伤害变为500%', '华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30301301	Mb1JiabailieMd000001	加百列	21000	7500	11250	2250	1	实验	TEST	True	1			[90022]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30301302	Mb1JiabailieMd000001	加百列	42000	15000	22500	4500	2	精英	ELITES	True	1			[90022]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30301303	Mb1JiabailieMd000001	加百列	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90022]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30301304	Mb1JiabailieMd000001	加百列	168000	60000	90000	18000	4	混沌	CHAOS		1			[90022]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30301305	Mb1JiabailieMd000001	加百列	336000	120000	180000	36000	5	地狱	HELL		1			[90022]			['烧夷战术', '信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30301401	Mb1BaiyangnvMd010001	安博莉亚	21000	7500	11250	2250	1	实验	TEST	True	1			[90024]			['苦痕', '追恨', '救赎之棘']	['安博莉亚的手臂向前横斩，攻击前方的敌人。', '安博莉亚抬手重击地面，同时向前方释放剑气。', '安博莉亚将前臂刺入地下，同时在敌人脚下生成尖刺。']	
30301402	Mb1BaiyangnvMd010001	安博莉亚	42000	15000	22500	4500	2	精英	ELITES	True	1			[90024]			['苦痕', '追恨', '救赎之棘']	['安博莉亚的手臂向前横斩，攻击前方的敌人。', '安博莉亚抬手重击地面，同时向前方释放剑气。', '安博莉亚将前臂刺入地下，同时在敌人脚下生成尖刺。']	
30301403	Mb1BaiyangnvMd010001	安博莉亚	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90024]			['苦痕', '追恨', '救赎之棘']	['安博莉亚的手臂向前横斩，攻击前方的敌人。', '安博莉亚抬手重击地面，同时向前方释放剑气。', '安博莉亚将前臂刺入地下，同时在敌人脚下生成尖刺。']	
30301404	Mb1BaiyangnvMd010001	安博莉亚	168000	60000	90000	18000	4	混沌	CHAOS		1			[90024]			['罪吝绽放', '恨意', '苦痕', '追恨', '救赎之棘']	['安博莉亚将敌人击退，挣脱枷锁，将匕首刺入腹部，同时周身落下圆形范围的驻魂墓标。', '罪吝绽放后，苦痕时有概率落下扇形的驻魂墓标，追恨时有概率向敌人发射4座驻魂墓标。', '安博莉亚的手臂向前横斩，攻击前方的敌人。', '安博莉亚抬手重击地面，同时向前方释放剑气。', '安博莉亚将前臂刺入地下，同时在敌人脚下生成尖刺。']	
30301405	Mb1BaiyangnvMd010001	安博莉亚	336000	120000	180000	36000	5	地狱	HELL		1			[90024]			['烧夷战术', '罪吝绽放', '恨意', '苦痕', '追恨', '救赎之棘']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '安博莉亚将敌人击退，挣脱枷锁，将匕首刺入腹部，同时周身落下圆形范围的驻魂墓标。', '罪吝绽放后，苦痕时有概率落下扇形的驻魂墓标，追恨时有概率向敌人发射4座驻魂墓标。', '安博莉亚的手臂向前横斩，攻击前方的敌人。', '安博莉亚抬手重击地面，同时向前方释放剑气。', '安博莉亚将前臂刺入地下，同时在敌人脚下生成尖刺。']	
30301501	Mb1AolajiangMd010001	鲨士碧儿	21000	7500	11250	2250	1	实验	TEST	True	1			[90026]			['嗷拉！', '鲨鲨号！', '在上面！', '是姜饼人？', '做家务喽！', '全-垒-打！']	['鲨士碧儿左滑铲，右滑铲拿着锤子砸向敌人。', '鲨士碧儿骑着滑板车向敌人发起冲击。', '鲨士碧儿跳到空中拿出气泡枪对敌人发起攻击', '鲨士碧儿向目标发起冲击并用身体造成阶段性伤害', '鲨士碧儿掏出吸尘器将敌人吸近并爆炸。', '鲨士碧儿吹起一个大泡泡，然后拿出大锤一锤子将泡泡砸向敌人。']	
30301502	Mb1AolajiangMd010001	鲨士碧儿	42000	15000	22500	4500	2	精英	ELITES	True	1			[90026]			['嗷拉！', '鲨鲨号！', '在上面！', '是姜饼人？', '做家务喽！', '全-垒-打！']	['鲨士碧儿左滑铲，右滑铲拿着锤子砸向敌人。', '鲨士碧儿骑着滑板车向敌人发起冲击。', '鲨士碧儿跳到空中拿出气泡枪对敌人发起攻击', '鲨士碧儿向目标发起冲击并用身体造成阶段性伤害', '鲨士碧儿掏出吸尘器将敌人吸近并爆炸。', '鲨士碧儿吹起一个大泡泡，然后拿出大锤一锤子将泡泡砸向敌人。']	
30301503	Mb1AolajiangMd010001	鲨士碧儿	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90026]			['嗷拉！', '鲨鲨号！', '在上面！', '是姜饼人？', '做家务喽！', '全-垒-打！']	['鲨士碧儿左滑铲，右滑铲拿着锤子砸向敌人。', '鲨士碧儿骑着滑板车向敌人发起冲击。', '鲨士碧儿跳到空中拿出气泡枪对敌人发起攻击', '鲨士碧儿向目标发起冲击并用身体造成阶段性伤害', '鲨士碧儿掏出吸尘器将敌人吸近并爆炸。', '鲨士碧儿吹起一个大泡泡，然后拿出大锤一锤子将泡泡砸向敌人。']	
30301504	Mb1AolajiangMd010001	鲨士碧儿	168000	60000	90000	18000	4	混沌	CHAOS		1			[90026]			['嗷拉！', '鲨鲨号！', '在上面！', '是姜饼人？', '做家务喽！', '全-垒-打！']	['鲨士碧儿左滑铲，右滑铲拿着锤子砸向敌人。', '鲨士碧儿骑着滑板车向敌人发起冲击。', '鲨士碧儿跳到空中拿出气泡枪对敌人发起攻击', '鲨士碧儿向目标发起冲击并用身体造成阶段性伤害', '鲨士碧儿掏出吸尘器将敌人吸近并爆炸。', '鲨士碧儿吹起一个大泡泡，然后拿出大锤一锤子将泡泡砸向敌人。']	
30301505	Mb1AolajiangMd010001	鲨士碧儿	336000	120000	180000	36000	5	地狱	HELL		1			[90026]			['烧夷战术', '嗷拉！', '鲨鲨号！', '在上面！', '是姜饼人？', '做家务喽！', '全-垒-打！']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '鲨士碧儿左滑铲，右滑铲拿着锤子砸向敌人。', '鲨士碧儿骑着滑板车向敌人发起冲击。', '鲨士碧儿跳到空中拿出气泡枪对敌人发起攻击', '鲨士碧儿向目标发起冲击并用身体造成阶段性伤害', '鲨士碧儿掏出吸尘器将敌人吸近并爆炸。', '鲨士碧儿吹起一个大泡泡，然后拿出大锤一锤子将泡泡砸向敌人。']	
30301601	Mb1MajiyaweiliMd010001UI	马基雅维利	21000	7500	11250	2250	1	实验	TEST	True	1			[90023]			['军势', '律法']	['当眼睛全部亮起来的时候会释放雷电连击', '马基雅维利接引落雷，并将积攒的落雷投向敌人']	
30301602	Mb1MajiyaweiliMd010001UI	马基雅维利	42000	15000	22500	4500	2	精英	ELITES	True	1			[90023]			['军势', '律法']	['当眼睛全部亮起来的时候会释放雷电连击', '马基雅维利接引落雷，并将积攒的落雷投向敌人']	
30301603	Mb1MajiyaweiliMd010001UI	马基雅维利	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90023]			['军势', '律法']	['当眼睛全部亮起来的时候会释放雷电连击', '马基雅维利接引落雷，并将积攒的落雷投向敌人']	
30301604	Mb1MajiyaweiliMd010001UI	马基雅维利	168000	60000	90000	18000	4	混沌	CHAOS		1			[90023]			['军势', '律法']	['当眼睛全部亮起来的时候会释放雷电连击', '马基雅维利接引落雷，并将积攒的落雷投向敌人']	
30301605	Mb1MajiyaweiliMd010001UI	马基雅维利	336000	120000	180000	36000	5	地狱	HELL		1			[90023]			['烧夷战术', '军势', '律法']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '当眼睛全部亮起来的时候会释放雷电连击', '马基雅维利接引落雷，并将积攒的落雷投向敌人']	
30301701	Mb1XigeluenMd010002UI	枢蛉后	21000	7500	11250	2250	1	实验	TEST	True	1			[90025]			['强袭', '蛉舞', '飞掠']	['枢蛉后奔跑状态下进行冲刺，并进行一次横扫攻击', '枢蛉后挥舞镰刀，进行两次攻击', '枢蛉后从天空向下俯冲并发动攻击']	
30301702	Mb1XigeluenMd010002UI	枢蛉后	42000	15000	22500	4500	2	精英	ELITES	True	1			[90025]			['强袭', '蛉舞', '飞掠']	['枢蛉后奔跑状态下进行冲刺，并进行一次横扫攻击', '枢蛉后挥舞镰刀，进行两次攻击', '枢蛉后从天空向下俯冲并发动攻击']	
30301703	Mb1XigeluenMd010002UI	枢蛉后	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90025]			['强袭', '蛉舞', '飞掠', '蜕变']	['枢蛉后奔跑状态下进行冲刺，并进行一次横扫攻击', '枢蛉后挥舞镰刀，进行两次攻击', '枢蛉后从天空向下俯冲并发动攻击', '枢蛉后展开翅膀，完成蜕变']	
30301704	Mb1XigeluenMd010002UI	枢蛉后	168000	60000	90000	18000	4	混沌	CHAOS		1			[90025]			['强袭', '蛉舞', '飞掠', '蜕变']	['枢蛉后奔跑状态下进行冲刺，并进行一次横扫攻击', '枢蛉后挥舞镰刀，进行两次攻击', '枢蛉后从天空向下俯冲并发动攻击', '枢蛉后展开翅膀，完成蜕变']	
30301705	Mb1XigeluenMd010002UI	枢蛉后	336000	120000	180000	36000	5	地狱	HELL		1			[90025]			['烧夷战术', '强袭', '蛉舞', '飞掠', '蜕变']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '枢蛉后奔跑状态下进行冲刺，并进行一次横扫攻击', '枢蛉后挥舞镰刀，进行两次攻击', '枢蛉后从天空向下俯冲并发动攻击', '枢蛉后展开翅膀，完成蜕变']	
30301801	Mb1SirenMd010001UI	塞壬	21000	7500	11250	2250	1	实验	TEST	True	1			[90024]			['跃浪倾覆', '臂刃狂击', '逆打碾压', '潮汐激荡']	['塞壬从红潮中跃起快速靠近敌人后，使用臂刃进行连续的横扫。', '凭借高大的躯体，塞壬使用臂刃进行连续的狂暴攻击。', '使用大范围的横扫斩击身后的敌人，并借助惯性对其进行滚杀重压。', '塞壬通过拍击红潮水面，在敌人脚底喷涌出一道致命的漩涡。']	
30301802	Mb1SirenMd010001UI	塞壬	42000	15000	22500	4500	2	精英	ELITES	True	1			[90024]			['跃浪倾覆', '臂刃狂击', '逆打碾压', '潮汐激荡']	['塞壬从红潮中跃起快速靠近敌人后，使用臂刃进行连续的横扫。', '凭借高大的躯体，塞壬使用臂刃进行连续的狂暴攻击。', '使用大范围的横扫斩击身后的敌人，并借助惯性对其进行滚杀重压。', '塞壬通过拍击红潮水面，在敌人脚底喷涌出一道致命的漩涡。']	
30301803	Mb1SirenMd010001UI	塞壬	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90024]			['跃浪倾覆', '臂刃狂击', '逆打碾压', '红潮潜杀', '潮汐激荡']	['塞壬从红潮中跃起快速靠近敌人后，使用臂刃进行连续的横扫。', '凭借高大的躯体，塞壬使用臂刃进行连续的狂暴攻击。', '使用大范围的横扫斩击身后的敌人，并借助惯性对其进行滚杀重压。', '塞壬潜入红潮隐藏身形并靠近，出其不意地抓住敌人进行蹂躏。', '塞壬通过拍击红潮水面，在敌人脚底喷涌出一道致命的漩涡。']	
30301804	Mb1SirenMd010001UI	塞壬	168000	60000	90000	18000	4	混沌	CHAOS		1			[90024]			['跃浪倾覆', '臂刃狂击', '逆打碾压', '红潮潜杀', '赤红吐息', '潮汐激荡']	['塞壬从红潮中跃起快速靠近敌人后，使用臂刃进行连续的横扫。', '凭借高大的躯体，塞壬使用臂刃进行连续的狂暴攻击。', '使用大范围的横扫斩击身后的敌人，并借助惯性对其进行滚杀重压。', '塞壬潜入红潮隐藏身形并靠近，出其不意地抓住敌人进行蹂躏。', '塞壬挥舞臂刃驱散敌人之后，从口部吐出赤红的帕弥什能量。', '塞壬通过拍击红潮水面，在敌人脚底喷涌出一道致命的漩涡。']	
