Key	Text
ReformEnemyPanelTopTip	提示：可以在词缀界面为敌人添加词缀
ReformMemberPanelTopTip	提示：可新增成员组建强力队伍
ReformMainBuffTipsTitle	关卡词缀
ReformEnemyBuffTipsTitle	敌人词缀
ReformEnemyLevelText	危险：{0}
ReformReadyTitleText	{0}—{1}
ReformSettleScoreText	获取积分：{0}
ReformListSaveBtnName	确认改造
ReformEnemyAddCountText	额外敌人：{0}
ReformMemberAddCountText	额外成员：{0}
ReformSaveEvolableStageTip	{0}-{1}的改造已保存可进行挑战
ReformMonsterOpenTip	图鉴功能开启后才可查看敌人详情
ReformSettleMaxScoreTip	未超过本关历史最高积分  <color=#828282>{0}</color>
ReformEvolvableDiffOpenTip	{0}-{1}难度已开启建议改造后再进行挑战
ReformMemberPanelTopEvolableTip	<color=#828282>重复点击可取消选择  </color>
ReformAffixMutex1	请至少选择一个互斥词缀
ReformAffixMutex2	只能选择一个互斥词缀
ReformLockDifficulty	通关所有普通关卡后解锁困难模式
ReformSelectFull	选择数量已达上限
MentorDoMentorShipDisconnectFailPassHint	对方超过3天不上线，可以直接终止协作，确定要终止吗？
MentorDoGraduateHint	超过80级的学员，解除协作后只能自行毕业，不能建立新协作。对方3天内上线过，您解除协作后12小时内不能建立协作。确定要自行毕业吗？
MentorDoGraduateFailPassHint	超过80级的学员，解除协作后只能自行毕业，不能建立新协作。确定要自行毕业吗？
MentorDoApplyTeachaeMaxHint	对方已有教官
MentorDoApplyLevelOverHint	对方已过建立协作等级
MentorMessageLengthTips	留言长度超过{0}个字符
MentorMessageIsEmpty	请输入留言内容
LastLoginTimeText	最近登录：{0}
MentorMessageSendCompleteHint	留言成功
MentorTeacherGiftEmptyHint	礼物不足
MentorTeacherGiftDesc	教官每天达到100任务活跃度，可获得3份礼物礼物可以送给完成指导任务的学员
MentorTeacherGiftHint	礼物可在本周内一次性领取，每周一5:00会清空礼物数量
PokerGuessingEmptyLibrayText	当前牌库已空，重新洗牌继续游戏
PokerGuessingCostItemText	消耗{0}
PokerGuessingRecordTitle	记牌器
PokerGuessingRecordTitle2	卡牌一览
PokerGuessingNewGame	新的一局
PokerGuessingTask	活动任务
PokerGuessingStory	角色剧情
PokerGuessingScoreOutRange	积分超出上限
PokerGuessingVictory	胜利
PokerGuessingFailed	失败
PokerGuessingDraw	平局
PokerGuessingVictoryEng	Victory
PokerGuessingFailedEng	Failed
PokerGuessingDrawEng	Draw
PokerGuessingStraightWins	连赢次数
PokerGuessingNotOpen	活动未开启
PokerGuessingActivityEnd	活动已结束
PokerGuessingPlayStory	播放剧情
PokerGuessingUnlockStory	解锁剧情
PokerGuessingSendTitle	邀请角色
PokerGuessingSendContent	使用{0}个鹊梁偕守邀请角色后，可以观看该角色的专属剧情。\n确定使用吗？
PokerGuessingGameNotStart	牌局未开始
PokerGuessingTipsCountDeficiency	提示次数不足
PokerGuessingCharacterSwitch	角色切换成功
PokerGuessingUnlockItemDeficiency	鹊梁偕守数量不足，请参与鹊巧祈星玩法获得
MentorStudentGiftCompletHint	礼物赠送成功
PartnerTeachingProgressRate	完成度：%s/%s
PartnerTeachingActivityLeftTime	活动时间剩余：%s
PartnerTeachingActivityEnd	活动已结束
PartnerTeachingTag	新辅助机
InvertCardGameNotHaveSeverData	游戏暂未开启，清稍等片刻
InvertCardGameTimeNotOpen	游戏时间未开启
InvertCardGameTimeEnd	游戏时间已过期
InvertCardGameStageNotOpen	完成【{0}】才能解锁
InvertCardGameMaxInvertConutTextBlue	累计翻牌 <color=#744EF1>{0}</color> 次后，翻牌不消耗鲸音存储器（<color=#744EF1>{1}</color>/{2}）
InvertCardGameMaxInvertConutTextNormal	累计翻牌 <color=#744EF1>{0}</color> 次后，翻牌不消耗鲸音存储器（{1}/{2}）
InvertCardGameCurInvertConutText	当前翻牌：<color=#744EF1>{0}/{1}</color>
InvertCardGameConstomCountBlue	<color=#744EF1>{0}</color> 可以翻开卡牌
InvertCardGameConstomCountRed	<color=#744EF1>{0}</color> 可以翻开卡牌
InvertCardGameHaveNotEnoughItem	【鲸音存储器】的数目不足，无法进行操作
ActivityBriefNotOpenTips	{0}开启
ScratchTicketSelectChoseTips	请点击选项按钮选择一列数字后兑换
ScratchTicketActivityLeftTime	活动剩余时间：
ScratchTicketAllFinishTips	指挥官已获得此活动的全部奖励，请期待下次开启
ScratchTicketGridAlreadyOpenTips	不能重复翻开格子
ScratchTicketMaxOpenTips	已到达最大翻开数
ActivityBaseTaskSkipNotInDuring	活动不在开启时间内
RpgMakerGameStageNotOpen	通过前置关卡 {0} {1} 解锁
MentorTeacherGiftCompletHint	礼物赠送成功
MentorTeacherSameMessageHint	请确认两次留言的内容不一样
STThemeUnlock	{0}解锁
STSingleWavePreUnlock	通关{0}解锁
STMultiWavePreUnlock	通关{0}第{1}波解锁
STBagPluginCapacity	占容  <color=#0e70bd><size=36>+{0}</size></color>
STBagDecomposionNum	数量:{0}
STBagDecomposionDataIsNull	请先选择要分解的插件
STStartTier	开始冒险
STContinueTier	继续冒险
STTpProgress	<size=55>{0}</size>/{1}
STTsHistoryFloorStr	{0}层
RpgMakerGamePlayMainQuickTipsDesc	退出关卡后，关卡将会重置。\n确认退出本关吗？
RpgMakerGamePlayMainIsUseHintDesc	这次行动需要提示吗？
RpgMakerGameCharacterLockName	未知机体
RpgMakerGameCharacterLockInfoTitle	机体信息
RpgMakerGameCharacterLockInfoDesc	信息加密中
MineSweepingNotOpenHint	活动未开启
MineSweepingOverTimeHint	活动结束
MineSweepingStageWinHint	胜利条件：翻开所有安全区域（{0}/{1}）
MineSweepingStageLoseHint	失败条件：踩到{0}次蛛网（{1}/{2}）
MineSweepingChapterWinHint	继续前进吧，指挥官，得到满意的结局之前，我们谁都不会放弃抗争，哪怕时序千疮百孔，世界苦暗不堪。
MineStageUnLockHint	通关STAGE{0}解锁
MineChapterLockHint	尚未解锁前置章节
KillZoneActivityNotOpen	活动未开始
KillZoneActivityEnd	活动已结束
KillZoneProcess	进度：{0}/{1}
KillZoneChapterLeftTime	{0}
KillZoneChapterUnlockLeftTime	此区域将在{0}后解锁
KillZoneStageUnlockTip	请先通关前置关卡{0}
KillZoneDiffHardLockTip	玩家挑战完成{0}-{1}后开启
KillZoneStageMaxScore	最高积分：{0}
KillZoneFarmRewardTipTitle	挑战奖励次数说明
KillZoneFarmRewardTipContent	指挥官每日可获得3次挑战模式的奖励领取次数\n次数不可累加且每日重置\n挑战模式的关卡将根据挑战的星级数提供不同的奖励\n关卡星级越高、难度越高奖励越好
KillZoneTotalStarProcess	{0}<size=30>/{1}</size>
KillZoneStarRewardProcess	<size=50><color=#0f70bc>{0}</color></size>/{1}
KillZoneTotalStarDescNormal	星级奖励
KillZoneTotalStarDescHard	挑战奖励
KillZoneSelectPlguinEmpty	请到【插件编辑】界面装备插件
KillZoneSelectPlguinEmptyOperate	请选择插件进行装备
KillZonePlguinMaxLevelSuffix	{0}级
KillZonePlguinMaxLevelStr	Max
KillZoneResetPlguinEmpty	暂无插件可重置
KillZoneResetPlguinTips	是否重置当前插件{0}-{1}级到未解锁状态？
KillZoneResetPlguinsTips	是否重置当前插件共{0}个到未解锁状态？
KillZonePlguinLevelUpCostLack	升级插件消耗不足
KillZonePlguinUnlockCostLack	解锁插件消耗不足
KillZonePlguinResetCostLack	重置插件消耗不足
KillZoneDailyRewardTips	每日奖励根据玩家普通和挑战难度的总星级来发放，且每日5点重置
KillZoneSettleWinKillEnemyCount	本次击败数目为：{0}
KillZoneSettleWinMaxScore	{0}<size=40></size>
KillZoneSettleWinMaxHistoryScore	{0}<size=30>MAX</size>
KillZoneTeamRoleLimitTip	只可携带单个角色出战
ScheOpenCountdown	{0}后开启
STThemeLayer	{0}层
STStageProgress	进度：{0}
MineSweepingNotCoinHint	【捕梦网】的数目不足，无法进行操作
STOverTimeHint	活动结束
STChooseEnhancerTit	请选择心渊增益
STChooseEnhancerText	（心渊增益在本次冒险中会累计生效。同一效果的高级增益将替换低级增益）
STGetPluginTit	插件奖励
STGetPluginText	（本次冒险结束时结算发放，无垠心渊每5层可获得插件，层数越高获得插件数量和品质越高）
FashionStoryActivityEnd	当前不在活动时间内
FashionStoryTrialStageLeftTime	活动时间剩余：{0}
FashionStoryTrialStageEnd	该涂装体验已结束
FashionStoryProcess	进度：{0}/{1}
SocialBlackTipsDesc	拉黑玩家后，将不再接收对方的消息，并清空羁绊值，自动解除好友关系。\n确定要拉黑吗？
SocialBlackRemoveDesc	已将指挥官移出黑名单
SocialBlackMaxCountDesc	容量    {0}/{1}
SocialBlackEnterSuccess	已将玩家拉黑
SocialBlackEnterOver	对方已在黑名单中
DrawSelectCountText	剩余次数：{0}
DrawSelectNotCountText	无可用次数
DrawSelectNormalHint	是否确认将UP组合切换为当前选中组合？本次活动期间还可选择<color=#ff0000>{0}</color>次。
DrawSelectRandomHint	当前选择的组合没有Up角色，确认选择该组合吗？
DrawSelectCountFullText	活动期间还可自选<color=#ff0000>{0}</color>次
DrawSelectNotCountFullText	<color=#ff0000>活动期间无法再切换up角色</color>
DrawBannerSelectCountText	活 动 期 间 可 自 选 <size=38px><color=#ffffff>{0} 次</color></size> U P 角 色
DrawBannerSelectNotCountText	活 动 期 间 无 法 再 替 换 U P 角 色
STFightFinishUsePluginText	消耗插件
STFightFinishUsePluginHint	确定领取奖励后消耗插件
STFightLoadingTeamText	作战梯队{0}
STTdEnhanceLock	未获得
STTdPluginLock	{0}层
StrongholdTeamAutoRuneConfirmTitle	能量场配置提示
StrongholdTeamAutoRuneConfirmContent	部分梯队尚未配置能量场，是否使用默认配置直接开始？
StrongholdTeamSelectSubRuneEmpty	未选择能量场模块，无法保存
StrongholdTeamSelectRuneConfirmTitle	能量场选择提示
StrongholdTeamSelectRuneConfirmContent	该能量场已被梯队{0}使用，是否确认替换至本梯队？
StrongholdTeamResetStageConfirmTitle	重置关卡提示
StrongholdTeamResetStageConfirmContent	重置后该关卡将视为未通过，需要重新挑战，是否确认？
StrongholdTeamRuneLockTip	已使用能量场不能替换到其他队伍
PassportLevelDesc	{0}级
PassportActivityTime	{0} - {1} 共{2}轮
PassportActivityCurrWeekly	当前第 {0} 轮
PassportSpendBuyDesc	<color=#0f70bc>{0}</color>购买
PassportBuyLevelUpDesc	使评定等级提升至<color=#0f70bc>{0}</color>级
PassportLevelUnLockSupplyDesc	<color=#0f70bc>{0}级</color>将解锁的补给
PassportLevelUnLockDesc	<color=#fee82a>{0}</color>级解锁
BuyConfirmTipsTitle	购买确认
PassportBuyPassportTipsDesc	是否花费{0}{1}购买<color=#0f70bc>{2}</color>
SuccessfulItemPurchase	购买{0}成功
PassportBuyLevelMaxDesc	本期评定等级已达到可购买等级的上限
PassportBtnBuyPassportDesc	<color=#ffea00>{0}</color>{1}    购买
AlreadyBuy	已购买
STMultiTeamTeamListNoCaptain	部分队伍没有设队长位， 无法进入战斗
STMultiTeamTeamListNoFirstPos	部分队伍没有设首发位， 无法进入战斗
STPcLockText	使用中
PassportBuyExpCompleate	购买等级成功
STShopRefreshTime	<size=26><color=#ffffff>次数补充：</color></size>{0}
STShopRefreshBtnText	刷新:{0}/{1}
STCostPluginNumberOver	超过了可装备的插件数量
STHonorNameText	已获得数据痕迹：
SuperTowerShopOwnerText	已拥有{0}
SuperSmashRollbackNothing	请选择需要撤回的记录
SuperSmashRoleHasSelected	P{0}已选择
SuperSmashProgressText	首战对手\n<color=#ff8e43>{0}/{1}</color>
SuperSmashTeamLevel	队伍等级：{0}
SuperSmashModeLock	【{0}】开启后解锁
SuperSmashTeamLevelMax	已达最大等级
SuperSmashTeamLV	LV.{0}
STPluginCountNotEnough	插件数量不满足
STMultiTeamInHint	梯队{0}
STTransfiniteMaxLevel	超限等级已到达最大
SameCharacterInTeamTip	上阵了同一个角色
IsomerLimitTip	没有独域机体
PassportAutoGetTipsTitle	系统自动领取
PassportAutoGetTipsDesc	部分评定任务已经刷新，系统自动为指挥官领取已完成评定任务的情报值奖励如下：
STTierCanNotPlayHint	主题{0}的无垠心渊正在进行中
STActivityTimeEnd	深蓝战域活动已关闭
STShopBuyItemNotEnoughTips	货币不足
STShopRefreshItemNotEnoughStyle	<color=#ff0000>{0}</color>
STPluginDetailsStarStr	<color=#0f70bc><size=34>{0}</size></color>
CommonRemainTime	剩余时间:{0}
STRoleLevelUpUsePluginTip	所选插件中包含{0}星或以上插件，是否继续
STRoleLevelUpNotPluginTip	请选择插件再升级
STTierScoreStr	{0}/{1}
STMainBtnBagName	插件背包
STMainBtnShopName	融聚所
STMainBtnRoleName	角  色
STMainBtnSpecialName	特典角色
STMainBtnGachaName	战术补给
STMainBtnMapName	地图
STNoStageType	不存在该类型关卡
STShopTitle	插件融聚所
STExpansionLevelTitle	超限
GachaAlreadyobtainedCount	{0}/{1}
GachaCoinNotEnough	扭蛋币不足
ST3DMainThemeStageLevel	关卡进度
ST3DMainThemeTierLevel	心渊进度
MineSweepingChallengePlusHint	已增加额外<color=#e6240a>{0}次</color>可用失败次数
STShopOverCapacity	不能购买超过剩余背包占容的插件
STTagetFunctionTitleText	特权目标
STPluginUnlockTipContent	是否消耗{0}星解锁{1}专属槽，解锁后，{1}在活动关卡中可生效专属槽效果
STBagPopText	已自动消耗扩容道具提升背包容量
STMultiTeamRewardTitle	队伍
STMultiWaveRewardTitle	波次
STRewardText	{0}奖励
STNoPlugin	暂无适配当前上阵角色的插件
ExchangeTeamMemberTitle	编队提示
ExchangeTeamMemberContent	是否让{0}从{1}更换至{2}。
BattleTeamTitle	作战梯队{0}
STSameCharacterNotInTeamTip	队伍里有相同角色
STNotSelectPlugin	本次挑战未选择插件
STNotUsePlugin	本次挑战不消耗插件
STSettleConfirmHint	是否确认消耗插件领取本次挑战奖励？
STSettleCancelHint	是否确认放弃挑战？（放弃挑战不会消耗插件，也无法获得奖励）
STTierPrepareEnhanceTip	根据上阵角色，每层开始时，可以选择一个心渊增益。所获增益在本次冒险中生效。
PartnerLongPressLevelUpSkill	技能升至<color=#0E70BDFF>{2}</color>级，需要消耗——\n螺母×<color=#0E70BDFF>{0}</color>    支援技能元件×<color=#0E70BDFF>{1}</color>\n \n是否确定升级技能
LongPressLevelUpSkill	升级所需材料螺母*<color=#0E70BDFF>{0}</color>    技能点*<color=#0E70BDFF>{1}</color>，\n升级后技能等级为：{2}\n是否要确定升级技能
SummerEpisodeMapSelectTitle	摄影场景选择
SummerEpisodeActivityEnd	盛夏纪念日活动已结束
STShopRefreshItemNotEnoughTips	螺母数量不足
STTierStageNotFullMemember	本关卡需要上阵3个队员
PassportExp	{0}/{1}
PassportMaxExpText	总情报值：
PassportBuyCaptionDesc	活动结束前<color=#0F70BC>{0}钟</color>停止购买
RpgMakerGameSecondHintTitle	需要我怎样帮你呢？
FunctionNotOpen	功能未开启
UiFashionIntroFashion	涂装简介
UiFashionIntroHeadPortrait	解锁条件
UiFashionHeadPortraitConditionDefault	获得成员后自动解锁
UiFashionHeadPortraitConditionLiberation	成员终阶解放后解锁
UiFashionHeadPortraitConditionFashion	获取涂装<{0}>后解锁
PartnerLongPressLevelUpSkillMax	技能升至<color=#0E70BDFF>{2}(Max)</color>级，需要消耗——\n螺母×<color=#0E70BDFF>{0}</color>    支援技能元件×<color=#0E70BDFF>{1}</color>\n \n是否确定升级技能
LongPressLevelUpSkillMax	升级所需材料螺母*<color=#0E70BDFF>{0}</color>    技能点*<color=#0E70BDFF>{1}</color>，\n升级后技能等级为：{2}（Max）\n是否要确定升级技能
SummerEpisodePhotoScore	拍照得分
SummerEpisodeMischiefScore	捣蛋得分
SummerEpisodeWorkingScore	合作得分
ReportGuildFinish	已举报该公会
DlcHasDownloaded	已下载
DlcCanDownload	可下载
DlcDownloadTitle	下载提示
DlcDownloadCompleteTitle	下载完成
DlcDownloadPreviewTip	1.下载所有必要资源后可体验完整游戏内容。\n2.资源下载时，可以体验其他游戏内容。\n3.勾选【WIFI下自动下载剩余资源】后，在WIFI状态下会自动开始下载勾选页签的资源至全部下载完毕。
DlcDownloadInBackgroundTip	后台下载期间可游玩其他内容，下载进度可前往终端-下载中查看
DlcDownloadingItemText	{0} 正在下载
DlcItemCompleteText	{0} 已经下载完成
DlcDownloadWIFIText	当前非Wifi状态，是否确认下载?
DlcDownloadNoDownloadTask	当前无内容正在下载
DlcDownloadReStartTip	当前资源已全部下载，需要重启游戏！
RpgMakerGameTipClose	{0}后关闭
LivWarmActivityUseItemCountText	消耗        <color=#ec4858>{1}</color> 可以移动一次头像位置
LivWarmActivityReminderLoseText	累计移动位置{0}次后，本关不再消耗代币 <color=#ec4858>（{1}/{2}）</color>
LivWarmActivityStageLockTips	完成【{0}】才能解锁
LivWarmActivityItemNoEnough	代币数量不足
LivWarmActivityClearStage	已通关
LivWarmTaskProgress	{0}/{1}
PassportExpText	情报值：
PassportRewardTxtBuy	<color=#0f70bc>{0}</color>，提升评定等级至<color=#0f70bc>{1}</color>级？
SSBMainPointGetText	{0}/{1}
SSBMainLeftMonsters	剩余首战对手：{0}
SSBMainLeftEnergy	待汲取能量源：{0}
SSBGainText	汲取能量提升{0}%
SSBCharaHeadCheck	P{0}选中
SSBSelectBan	此位置已禁用
SSBOnlyRandom	此位置固定为随机
SSBMonsterCanActive	{0}后参战
SSBMonsterLock	对手未解锁
SSBMonsterDisable	对手已禁用
SSBInfoCoreAtk	攻击<color=#0F70BC>+{0}</color>
SSBInfoCoreLife	生命<color=#0F70BC>+{0}</color>
SSBSelectCoreGain	增幅强度：{0}
SSBReadyRankNow	当前排行：<color=#31a2e7>{0}</color>
SSBReadyWinCount	当前连战次数：<color=#31a2e7>{0}</color>
SSBNeedSelectMonster	请先选择指定对手
SSBOtherModeIsPlaying	其他赛区正在进行中
SSBRobotCantEditEquip	试玩角色不能编辑装备
SSBEggRobotCantEditCore	彩蛋角色不能编辑超数核心
SSBCoreNotOpen	超数核心暂未开放
SSBNeedRoleMinPosition	本赛区最少需选择{0}名角色上场
SSBConfirmFight	确认结果
SSBStartFight	开始战斗
SSBNextFight	继续战斗
SSBNotReachOpenTime	该赛区未到开放时间，敬请期待！
SSBNoRanking	无
SSBRepeatColor	不同位置不能设置相同颜色
SSBNoCaptain	不能不设置队长
SSBMultyCharacterTypeInTeam	队伍对战时独域机体与泛用机体不能同时编入队伍
SSBRepeatCharacterInTeam	相同人物不能同时编入队伍
SSBStageNotClear	未通关
SSBClearTimeTitle	第{0}场
SSBBattleAbility	战斗参数  <color=#0da6ec>{0}</color>
SSBExitConfirmTitle	撤退提示
SSBExitConfirmContent	当前正处在对战中，是否保存对战进度
SSBClearTimeBtnName	通关记录
SSBCharacterBtnName	成员整备
SSBLockPos	此位置为锁定位置
SSBOrderSortBtnName	位置调整
SSBRewardCantGet	积分未达到
SSBRewardAlreadyGet	奖励已领取
SSBEnergyNotEnough	压缩能量源不足，无法增幅
SSBCurrentScore	当前赛区积分  {0}
SSBCoreUpgradeDes	同调角色攻击力增加{0}，生命增加{1}
SSBMainRewardLevel	{0}<color=#ffffff><size=36>/{1}</size></color>
SSBBossNumOver	本赛区中BOSS级对手不能多于{0}个
SSBMonsterNoWords	该对手没有词缀
TeachingActivityStageName	<size=26>{0}</size>      {1}
LoginCADPANoticTittle	《战双帕弥什》适龄提示
LoginCADPANoticDesc	1、本游戏是一款末世科幻题材的3D动作游戏。适用于年满12周岁以上的用户，建议未成年人在监护人的监护下使用游戏产品。\n \n2、本游戏设置了主线、角色剧情，通过游戏交互、人机对战等推进剧情。游戏中有少量基于文字的陌生人社交系统，该社交系统遵循相关法律法规进行管理。\n \n3、本游戏中有用户实名认证系统，认证为未成年的用户将受到以下游戏限制：\n \n·未满8周岁的用户不能充值；\n·8周岁以上未满16周岁的未成年用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；\n·16周岁以上的未成年用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。\n·游戏仅会在周五、周六、周日和法定节假日的20时至21时，向未成年人提供1小时游戏服务。\n \n4、本游戏基于架空世界展开剧情，讲述了“帕弥什”爆发后的末世地球，指挥官带领构造体们共同对抗被“帕弥什”侵蚀的机械大军，收复地球家园的故事。玩家在游戏中可以体验到风格鲜明的美术设计、精美的游戏画面和高质量的游戏配乐。
ReformAwarenessSuitText	{0}件套
ReformEnvBattlePreviewTitie	环境详情
ReformBattlePreviewTime	{0}秒后关闭
PracticeBossSettle	{0}·{1}
LivWarmExtActivityTime	剩余{0}
LivWarmExtActivityProgress	活动奖励：{0}/{1}
PracticeBossDangerous	危险系数：{0}
LivWarmExtActivityExpectation	敬请期待
LivWarmRaceStageProgress	进度:{0}/{1}
LivWarmRaceStageUnlockCondition	通关{0}解锁
LivWarmRaceRepeatChallengeText	重复挑战无消耗
PickFlipRuleDropItemTitle	掉落详情
PickFlipRuleGoodSwitchBtnName	掉落切换
PickFlipRuleProbabilitySwitchBtnName	概率切换
PickFlipRuleRewardLayerTitle	第{0}层奖励
PickFlipRuleDropItemLayerTitle	第{0}层概率
BabelTowerSettleTotalLevel	总等级{0}
PickFlipLayerTip	第{0}层
PickFlipDialogTip	以下奖励即将加入奖池，确认后再无法进行修改，确认选择这些奖励吗？
BabelTowerTeamLimitCount	超过最大成员数量
BabelTowerTeamSelectLimit	选择会超过最大成员数量
CoupleCombatRecommonTips	推荐使用试玩角色
RobotRefusePartner	无法查看试玩角色的伙伴
RobotRefuseWeapon	无法查看试玩角色的武器
RobotRefuseAwareness	无法查看试玩角色的意识
ElectricDeploySameCharacter	已上阵相同型号，不能编入队伍
CoupleCombatTeamNeedCount	上阵人数限定为：2人
TeamNeedCount	上阵人数限定为：{0}人
BuyAssetTotalLimitText	最大限购数量{0}
BuyAssetTotalLimitTip	已超过最大购买次数限制
BuyAssetTimeLimitTip	该物品不在限定购买时间内
BuyAssetDiscountText	{0}折
AreaWarActivityNotOpen	活动未开始
AreaWarActivityEnd	活动已结束
AreaWarActivityShopLeftTime	剩 余 时 间 : {0}
AreaWarHangUpTips	攻破区域暗区可提升收益
AreaWarHangUpLock	攻破区域一暗区解锁
AreaWarPurificationLevelLock	攻破任意增幅区后解锁
AreaWarSpecialRoleLock	攻破任意角色区后解锁
AreaWarSpecialRoleTips	成功攻破对应角色支援区后，可获得对应<color=#0e70bd>试玩角色</color> 和<color=#0e70bd>角色作战增幅</color>
AreaWarAreaUnlockLeftTime	{0}后开启区域
AreaWarAreaLock	未解锁
AreaWarAreaSpeicalRoleUnlockProgress	（{0}/{1}）
AreaWarAreaSpecialRoleRewardGot	奖励已领取
AreaWarAreaUnlockPluginPurificationLevel	增幅等级达到{0}级解锁
AreaWarWorldBossRankNotOpen	高危暗区未开放
AreaWarWorldBossUiTextNotOpen	未开放
AreaWarActionPointNotEnought	浮点算力不足
AreaWarWorldBossOpenHour	{0}~{1}时限时开放
AreaWarDisapatchEmptyTeam	请从左侧选择角色
AreaWarBlockLockTips	完成{0}后解锁
AreaWarBlockLockTipsOr	或完成{0}
AreaWarBlockUnlockTime	{0}解锁
AreaWarNoBlockFighting	暂无区块在战斗中
AreaWarBlockLock	未解锁
AreaWarBlockLockTimeFormat	M月d日h时
AreaWarBlockLockTime	{0}\n开启
SpecialTrainMusicMatchTipTitle	暂时无符合音乐条件的房间
SpecialTrainMusicMatchTipContent	是否进行所有音乐的匹配？
NewRegressionSignInTimeTip	战线复归后累计登录<color=#262626>3</color>天，可分别获得一份特殊礼品
NewRegressionSignInTimeTip2	<size=30><color=#262626>活动剩余时间：</color></size>{0}
LevelNotEnough	指挥官等级达到40级开启
NewRegressionSignInRewardTip1	奖励已领取
NewRegressionSignInRewardTip2	尚未达到奖励领取时间
NewRegressionGachaRewardTip1	奖励组未开启
NewRegressionGachaRewardTip2	奖励已全部领取完毕
MultiplayerRoomOnlyLeaderTip	仅房主可选
PickFlipSelectRewardTip1	选择奖励配置
PickFlipSelectRewardTip2	已选择
PickFlipWatchRewardTip1	查看奖励
PickFlipWatchRewardTip2	已获得
PickFlipMaxRewardCountTip1	已超过最大选择数量
PickFlipMaxRewardCountTip2	选择的数量未满足，请再选
NewRegressChildActivityTimeout	活动已过期
PickFlipRandomRewardTitle	随机奖励
PickFlipFixedRewardTitle	自选奖励
BuyAssetDailyExchangeTip	本日剩余兑换次数：
BuyAssetTotalExchangeTip	剩余兑换次数：
PickFlipLayerLimitBuyTip	本层剩余兑换次数：
BuyAssetTotalLeftCountTip	(剩余总次数：{0})
PickFlipConfigRewardTip	本次活动共有 5 层奖励。在每一层，指挥官都可以自选部分奖励，填入本层的奖池中。
PickFlipShopName	商店 · 生命之树
NewRegressChildActivityLeftTime	<size=30><color=#262626>活动剩余时间：</color></size>{0}
NewRegressFettersTime	可形成链接时间：{0}
NewRegressionSigninTimeTip3	累计登陆{0}天可领取
MemorySaveStageNotOpen	活动将在{0}开启
PickFlipNotConfigTip	请先完成自选奖励配置
NewRegressBindCodeSuccess	已接受{0}的回归邀请
PickFlipRewardLayerFinishedTip	已完成本层进度
PickFlipRewardLayerTip	完成本层进度后可获得
MainLine3dStagePrefixName	{0}-{1}
BirthdayFirstSetTips	<size=45>将指挥官生日设置为<color=#ff0000>{0}</color>月<color=#ff0000>{1}</color>日\n（生日每个账号只能设置一次）</size>
BirthdayChangeTips	<size=45>将指挥官生日由<color=#2e75b6>{0}</color>月<color=#2e75b6>{1}</color>日修改为<color=#ff0000>{2}</color>月<color=#ff0000>{3}</color>日\n（生日每个账号只能修改一次）</size>
BfrtNotCaptain	作战梯队{0}尚未设置队长
BfrtNotFirstFight	作战梯队{0}尚未设置首发成员
MainLine3DTaskGuide	通关主线关卡[{0}-{1}]
MainLine3DTaskGuideTitle	任务指引：
EmojiOverTime	表情已过期
MainLine3DTaskGuideComplete	<color=#804444>已完成任务指引</color>
ShopIsNotOpen	商店未开启
CoupleCombatChapterLockDesc	<size=28><color=#939393>{0}</color></size>\n进度达到{1}
CelicaTechDialogHintTip1	<size=36>检测到指挥官未拥有该成员，是否需要进行成员教学？</size>
CelicaTechDialogHintTip2	<size=36>检测到指挥官的该成员战力不足2000，且未通过赛利卡补习班教学，是否需要进行成员教学？</size>
CelicaTechTips	<size=36>检测到指挥官未拥有该角色或角色熟练度较低，是否需要先进行角色教学？</size>
CelicaTechTipsTitle	标记提示
AchvPanelDefaultName	成就
AchvPanelDefaultSubName	ACHIEVEMENT
AchievementCount	成就完成数：{0}
AchvReachPanelTitle	成就完成数
AchievementTips	恭喜您解锁成就！
HiddenAchievementTips	恭喜您解锁隐藏成就！
ReviewActivityNoGuild	暂无
ReviewActivityDefaultFavorName	陌生
ReviewActivityPanelName	生涯记录·
DiceGameNoEnoughCoinHint	需要<color=#ff0000>{0}</color>个红酣筹码才能进行操作
DiceGameCostFlagHint	消耗<color=#8DD4FF>{0}</color>个标记，转化为<color=#8DD4FF>{1}</color>积分。
DiceGameOperationTitleVerb	获得
DiceGameOperationTitleA	个数<color=#9EDCFF>×{0}</color>积分
DiceGameOperationTitleB	个数<color=#9EDCFF>×{0}</color> + 本项<color=#9EDCFF>选择次数</color>积分
DiceGameOperationTitleC	个数<color=#9EDCFF>×{0}</color>标记
DiceGameOperationResultAB	本次获得积分
DiceGameOperationResultC	本次获得标记
DiceGameOperationDescA	的数目越多，可获得积分越多。
DiceGameOperationDescB	选择本项次数越多，可获得积分越多。
DiceGameOperationDescC	累计<color=#8DD4FF>{0}</color>个标记，可获得<color=#8DD4FF>{1}</color>积分。
DiceGameOperationCountB	已选择该操作次数：
DiceGameOperationCountC	当前标记数目:
TheatreTxtOngoing	{0}进行中...
TheatreLeaveTipsDesc	是否确定暂时离开冒险？（本次冒险记录已自动保存，可继续本次冒险）
TheatreRecruitCountHasLeft	尚有招募次数剩余
NewRegressDiscountTitle	回归礼遇活动自指挥官回归登录起持续{0}天
