Id	GroupIndex	StageIndex	DifficultyId	Name	NameEn	Desc	Icon	BgIcon	ShowMonsterIcon	ShowMonsterName	ShowFightEventId	FightEventId	Type	RootId	RootGuardId	SubMonsterBornCd	TreatMstInterval	TreatMstPercent	WeaknessFightEventId	AttackBaseDamage	AttackBaseInterval	LinkIds	HpMax	RewardId	GuildWarStageId	EliteMonsterId	EliteMonsterBornInterval	BuffGroupId	RebuildTime	RebuildTimeFactor	RebuildMaxTime	RebuildGuildWarStageId	ResidueStageId	BaseSubHp	MaxSubHp	MaxPoint	BasePoint	MinSubDamage	FactorA	FactorB	FactorC	FactorD	FightCostEnergy	SweepCostEnergy	HelpTitle	HelpDetail	DescWeakness	ModelId	DeployCharacterMax	DeployCharacterNum	DeployBuff
3121	4	2	3	残垣断壁	The PassⅡ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	陆3-长耳兔	[2240415]	[2240404]	2	312									10000		154									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅱ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3131	4	3	3	残垣断壁	The PassⅢ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	极地熊	[2240415]	[2240404]	2	313									10000		155									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅲ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3141	4	4	3	残垣断壁	The PassⅣ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-洁霸	[2240415]	[2240404]	2	314									10000		156									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅳ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3151	4	5	3	残垣断壁	Treacherous Gap	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	睚眦	[2240278, 2240415]	[2240404, 2240282]	5	315									10000		165									450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	火焰隘口	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3211	5	1	3	残垣断壁	The PassⅠ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	波普尔	[2240415]	[2240404]	2	321									10000		157									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅰ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3221	5	2	3	残垣断壁	The PassⅡ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	烟粉	[2240415]	[2240404]	2	322									10000		158									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅱ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3231	5	3	3	残垣断壁	The PassⅢ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	太阿	[2240415]	[2240404]	2	323									10000		159									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅲ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3241	5	4	3	残垣断壁	The PassⅣ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	烟粉	[2240415]	[2240404]	2	324									10000		160									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅳ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3251	5	5	3	残垣断壁	Treacherous Gap	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	至尊	[2240424, 2240415]	[2240404, 2240419]	5	325									10000		166									450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	虚空隘口	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3301	2	1	3	高危绝壁	High-risk Cliffs	警告！寐者进化出了终极形态	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon12.png		Assets/Product/Texture/Image/RoleCharacter/Mb1MelinoeMd010001.png	墨利诺厄	[2240423]	[2240288]	19	330			1	10					10000		178								103	300	700	1960		400	0.625	87.75	5.0	1960.0	20	20	墨利诺厄	警告！寐者进化出了终极形态		Mb1MelinoeMd010001UI	80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3022	3	1	3	废墟	The PassⅠ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	302									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3032	3	2	3	废墟	The PassⅡ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	303									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3042	3	3	3	废墟	Cliff Fortress	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	304									10000											300	850	1315		550	0.5	350.0	475.0	680.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3052	3	4	3	废墟	The PassⅢ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	305									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3062	3	5	3	废墟	The PassⅣ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	306									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3072	3	6	3	废墟	Treacherous Gap	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	307									10000											450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3112	4	1	3	废墟	The PassⅠ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	311									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3122	4	2	3	废墟	The PassⅡ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	312									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3132	4	3	3	废墟	The PassⅢ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	313									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3142	4	4	3	废墟	The PassⅣ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	314									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3152	4	5	3	废墟	Treacherous Gap	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	315									10000											450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3212	5	1	3	废墟	The PassⅠ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	321									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3222	5	2	3	废墟	The PassⅡ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	322									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3232	5	3	3	废墟	The PassⅢ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	323									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3242	5	4	3	废墟	The PassⅣ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	324									10000											650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3252	5	5	3	废墟	Treacherous Gap	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	325									10000											450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
