Id	Type	Title	Desc	Time	PrefabPath	SecondDesc	PositionX	PositionY	Args
30062821	15		特殊解体协议|<size=35><color=#38bbff>对修理机工重拳出击，降低切换阶段后的压力：剩余{0}秒</color></size>|<size=35>伤害目标：{1:F0}/{0:F0}</size>|<size=35>切换阶段后敌人生命剩余：{0}%</size>						
30062822	15		特殊解体协议|<size=35><color=#38bbff>尽快击杀高威胁目标！</color></size>|||						
30062601	16		潮涌而至|击败所有敌人，下一波敌人会提前出场|出场倒计时:{0}秒|<color=#38bbff>剩余:{0}</color>波|占位						
30062602	16		逆潮而生|坚持到生存目标时间或击败所有波次敌人|生存下去:{0}秒|<color=#38bbff>剩余:{0}</color>波|占位						
30062603	16		潮猎盛宴|击败目标数量敌人后将不再刷怪|击破目标:{0}|<color=#38bbff>已击破:{0}</color>|占位						
30062604	16		潮影裂解|造成目标伤害通关|伤害目标:{0:0}|<color=#38bbff>伤害计数:{0:0}</color>|占位						
30062605	2		击败所有敌人						
30062606	1		黑暗涌入瞳孔，蚕食着视野的界限	2.0					
30062607	1		信念开始动摇，现实的界限逐渐模糊……	2.0					
30062608	1		深潮会扑向它的饵食	2.0					
30062609	1		深潮会撕扯它的祭品	2.0					
30062610	1		扭曲的浪潮攥住了身体	2.0					
30062611	1		扭曲的雷鸣啃食着躯壳	2.0					
30062612	1		脱离意志的庇护，你拥抱了深渊的枝杈	2.0					
30062613	1		主动没入深潮之中，你接纳了它们的力量	2.0					
30062614	1		任由风暴将你撕碎，得以窥见扭曲自然的奥秘	2.0					
30062615	1		现实再一次浸入了虚妄之中	2.0					
30062616	1		当它们远去，世界又一次回到了现实的边缘	2.0					
30062617	1		篝火引来了飞蛾，在危机与辉煌交织的烈焰中起舞	2.0					
30062618	1		<color=#ff0000>意志的高墙逐渐瓦解，敌人开始变得狰狞起来。</color>	2.0					
30062619	1		意志的坚壁开始脱落，猩红的数字正在躁动：60……59……	2.0					
30062620	1		<size=70>由于红潮的侵蚀，秘血已失去效用！</size>	3.0					
30062621	1		<size=50>战斗至最后一刻！</size>\n<size=35>每波敌人都将逐渐强化</size>	3.0					
30062622	2		当前波数：{0}						
30062623	1		<color=#33FFCC><size=70>难度：浅听潮涌</size></color>\n<size=35>第{0}波</size>						
30062624	1		<color=#FF6600><size=70>难度：征逐浪影</size></color>\n<size=35>第{0}波</size>						
30062625	1		<color=#FF3366><size=70>难度：邂逅渊流</size></color>\n<size=35>第{0}波</size>						
30062631	1		<size=50>所有敌人添加不动+暴走！</size>\n<size=35>每波敌人强化幅度提升</size>	3.0					
30062632	1		<size=50>所有敌人添加辐射+主宰！</size>\n<size=35>每波敌人强化幅度进一步提升</size>	3.0					
30062633	1		<color=#FF0033><size=70>红潮的侵蚀越来越严重了..预计60秒后将被完全侵蚀</size></color>	3.0					
30062634	2		<size=30>击败感染生物，阻止红潮登陆</size>						
30062635	1		<size=50>成功阻止红潮蔓延登陆，任务完成</size>	3.0					
7637030	1		你身边的战斗辅助机器人-【黑之纳特】，引起了敌人的格外戒备（额外受到20%伤害）	2.0					
7637041	1		你手中的【瑟弗拉斯白圣典】似乎让敌人避之不及（对敌人额外造成30%伤害）	2.0					
7637042	1		你手中的【库利法斯黑圣典】让敌人为之癫狂（敌人每秒损失1%最大生命值）	2.0					
7637051	1		【玛琳之石】散发出柔和的光辉，面前的怪物恢复了些许理智（敌人攻击力降低90%）	2.0					
7637052	1		【幽潮紫晶石】中倒映出怪物的眼眸，其中刻满了…愤怒。（敌人攻击力提升30%）	2.0					
1020010200	2		按下互动按钮可使用溯源装置进行探索						
1020010201	2		在合适的时机可以使用溯源装置进行探索						
1020010202	2		与拾荒者幻影互动						
1020010203	2		跟随拾荒者的幻影						
1020010204	2		前往幸存者所在的位置						
1020010205	1		获得了水幕的密码	3.0					
1020010206	2		关闭水幕电源						
1020010207	2		水幕密码：9451						
1020010300	2		出发前往下层						
1020010301	2		击败敌人						
1020010302	2		使用溯源装置，解析信息。						
1020010303	2		调查光点						
1020010304	2		前往下层						
1020010305	1		稳定值下降	2.0					
1020010306	2		探索过去发生的事						
1020010307	1		敌人出现了！	2.0					
1020010308	2		击败敌人						
1020010309	2		点击互动键与比安卡进行深度链接以稳定意识海						
1020010310	2		追上拾荒者（？）						
1020010311	2		使用溯源装置寻找失踪构造体的讯息						
1020010312	2		寻找失踪构造体的讯息						
1020010313	2		清理敌人，解救拾荒者（？）						
1020010314	2		查看拾荒者（？）的情况						
1020010315	1		敌人出现了！	2.0					
1020010316	2		清理拦路的敌人						
1020010317	2		对尸体使用‘溯源装置’						
1020010318	2		跟随溯源幻影，获取信息						
1020010319	2		击败敌人						
1020010320	2		与构造体队员互动，了解现状						
1020010321	2		调查失踪的构造体队员						
1020010322	2		调查神秘的红色蝴蝶						
1020010323	2		击败虚翼宿体						
1020010324	2		探索赤礁宿体出现的原因						
1020010325	2		击败最新转化的赤礁宿体						
1020010326	2		前往海豚表演大厅						
1020010327	8	拾荒者（？）血量剩余:	{0}%						
1020010328	1		拾荒者血量低于50%，请注意！	2.0					
1020010400	2		跟随？？？						
1020010401	2		摆脱侵蚀						
1020010402	2		前往目标点						
1020010403	2		使用溯源装置						
1020010404	2		调查三个幻影						
1020010405	2		到达指定地点，重启溯源装置						
1020010406	2		击败？？？？						
1020010407	2		到达指定地点，重启溯源装置						
1020010408	2		前进						
1020010409	1		新的敌人出现了	2.0					
1020010410	1		深度链接状态中，稳定值固定为最大	2.0					
1020010411	2		使用溯源装置						
1020010412	2		击败意识聚合宿体						
1020010413	2		切换形态，摆脱侵蚀						
1020010500	2		击败追击难民小孩的敌人						
1020010501	8	难民小孩生命值：	{0}%						
1020010502	1		难民小孩血量低于50%，请注意！	2.0					
1020010503	2		与难民小孩对话						
1020010504	2		在限定时间内、护送难民小孩至大厅						
1020010505	1		更多的敌人出现了！	2.0					
1020010506	2		击败敌人						
1020010507	2		保护拾荒者安全撤离。						
1020010508	8	拾荒者血量剩余：	{0}%						
1020010509	1		拾荒者血量低于50%，请注意！	2.0					
1020010510	2		击败场上剩余的敌人并逃离						
1020011001	1		清理部队队员加入战斗\n<size=25>可于屏幕左侧查看各位队员的生命状况，点击杰哈的头像可以选择清理小队的战术</size>	5.0					
999909291	5	<size=45><b>字体加粗&放大</b></size>\	n\nXXXXXXXXXXXXXXXXXXXXX和信\n\n说都好瘦啊哈啥都奥号啥都好\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信\n\nXXXXXXXXXXXXXXXXXXXXX和信						
999909292	15		测试第一行						
1502040501	2		前往起居室						
1502040502	5	<size=45><b>帆船模型</b></size>	一个复杂而精致的手工帆船摆件，制作者应\n\n该费了很多心思进行材料处理，才得以让作\n\n品没有被时间腐蚀得面目全非。						
1502040503	5	<size=45><b>留声机</b></size>	试着摇动了几圈手柄，但并没有反应，应该\n\n是坏掉了。						
1502040504	2		进入孤儿院起居室						
1502040505	2		调查起居室找出监控室						
1502040506	5	<size=45><b>损坏的构造体</b></size>	这个构造体已经损坏，暂时不构成威胁。经\n\n过终端识别，接受改造的年龄应该在十岁左\n\n右。机体是非常早期的型号，但看起来和终\n\n端上呈现的外形快照完全不同，推测经过了\n\n非法改造。						
1502040507	5	<size=45><b>孤儿院双层床</b></size>	大多数双层床都被打理得较为整齐，或许收\n\n容在这里的孩子们一直过着相对从容的\n\n生活？						
1502040508	5	<size=45><b>玩具木马</b></size>	木马上有一些细小的划痕，不影响使用。						
1502040509	5	<size=45><b>大熊玩偶</b></size>	玩偶熊的肚子里有损坏的监视装置。						
1502040510	5	<size=45><b>摆钟</b></size>	钟摆像是被卡住了，但还可以拨动表盘上的\n\n时针。\n\n在钟的侧面张贴着一份作息表。\n\n\n\n————————作息表————————\n\n07：00-07：30 起床集合\n\n07：30-12：00 ▇▇▇▇\n\n12：00-14：00 午间▇▇\n\n14：00-16：00 集体游戏\n\n16：00-22：00 ▇▇▇▇\n\n22：00-07：00 晚间休息\n\n\n\n这张作息表覆盖在一张老作息表的上面。尝\n\n试剥离它们会造成损坏，还是不动它好了。						
1502040511	2		前往薇拉身边						
1502040512	2		等待薇拉调查书架						
1502040513	2		找出并调整影响记忆的事物              <size=25><color=#CCCCCC>切换</color><color=#0099FF>邦比娜塔</color><color=#CCCCCC>进入</color><color=#0099FF>记忆视角</color></size>						
1502040514	2		复原破碎的记忆数据              <size=25><color=#CCCCCC>切换</color><color=#FF0000>薇拉</color><color=#CCCCCC>回到</color><color=#FF0000>现实视角</color></size>						
1502040515	2		调整钟摆的时间						
1502040516	5	<size=45><b>地面痕迹</b></size>	地毯上有四个方正的痕迹，之前应该有什么\n\n东西被长时间地放在这里。						
1502040517	8	方凳	获得物品						
1502040518	5	<size=45><b>方凳</b></size>	常见的四脚方凳，不知被谁碰倒在了这里						
1502040519	2		消灭被启动的构造体						
1502040520	8	<color=#00FFFF>▇</color> <color=#00FFFF>5%</color>	<color=#FF6600>数据复原</color>						
1502040521	8	<color=#00FFFF>▇▇▇▇</color> <color=#00FFFF>35%</color>	<color=#FF6600>数据复原</color>						
1502040522	8	<color=#00FFFF>▇▇▇▇▇▇▇▇▇▇▇</color> <color=#00FFFF>68%</color>	<color=#FF6600>数据复原</color>						
1502040523	8	<color=#00FFFF>▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇</color> <color=#00FFFF>100%</color>	<color=#FF6600>数据复原</color>						
1502040524	2		前往“书架”进行验证						
1502040601	2		利用外置记忆模块载入数据						
1502040602	2		在复原空间中进行调查              <size=25><color=#CCCCCC>编号</color><color=#0099FF>312</color><color=#CCCCCC>数据</color>或<color=#CCCCCC>编号</color><color=#FF0000>237</color><color=#CCCCCC>数据</color></size>						
1502040603	1		目前▇的▇▇读取▇▇视角▇▇不匹配	1.0					
1502040604	2		前往复原空间的“监控室”             <size=25><color=#CCCCCC>数据编号</color><color=#0099FF>312</color></size>						
1502040605	2		找出并修正该区域数据偏差              <size=25><color=#CCCCCC>数据编号</color><color=#0099FF>312</color></size>						
1502040606	5	<size=45><b>木质底座</b></size>	铭牌上写着“三桅帆船模型”						
1502040607	5	<size=45><b>木质底座</b></size>	铭牌上写着“台式留声机”						
1502040608	5	<size=45><b>木质底座</b></size>	铭牌上写着“陶瓷工艺花瓶”						
1502040609	2		确认邦比娜塔状态						
1502040610	2		回到起居室检查异象						
1502040611	2		<color=#FF0000>先逃离！</color>						
1502040612	1		<size=45>逃离失败</size>\n<size=35><color=#FF0000>已被▇▇同化</color></size>	1.0					
1502040613	2		避开“它们”的视线						
1502040614	2		清除异常数据碎片						
1502040615	2		击败“异常数据”						
1502040616	5	<size=45><b>底座上的文字</b></size>	致▇▇，\n\n我的挚友，你的善举让我们为你骄傲。祝愿\n\n你，也祝愿这里的孩子们路往光明，一帆风\n\n顺。\n\n\n\n不过生活确实与风浪相伴，暂时陷入迷惘也\n\n没有关系——请记住：<color=#FF0000>随帆而行，阴云之后</color>\n\n<color=#FF0000>定有晴阳。</color>\n\n\n\n你的挚友，▇▇▇						
1502040617	5	<size=45><b>底座上的文字</b></size>	随帆而行，阴云之后定有晴阳。						
1502040618	5	<size=45><b>玩偶身上的便签</b></size>	<color=#FF0000>看见你了</color>\n\n<color=#FF0000>乖孩子不不不不不不不不要要要要要要要要</color>\n\n<color=#FF0000>要要回回回回回回回回回头头哦</color>						
1502040619	2		前往复原空间的“监控室”             <size=25><color=#CCCCCC>数据编号</color><color=#FF0000>237</color></size>						
1502040620	2		离开复原空间的“走廊”             <size=25><color=#CCCCCC>数据编号</color><color=#FF0000>237</color></size>						
1502040621	1		<size=45>逃离失败</size>\n<size=35><color=#FF0000>▇▇看见你了</color></size>	1.0					
1502040622	1		<size=45>逃离失败</size>\n<size=35><color=#FF0000>▇▇▇▇回头</color></size>	1.0					
1502040301	1		<size=55>邦比娜塔·数据读取</size>	2.0					
1502040302	1		<size=55>现实世界</size>	2.0					
1502040303	2		根据定位方向，前往孤儿院。						
1502040304	2		消灭当前感染体						
1502040305	2		击败数据体，完成小弹腿数据读取。						
1502040306	2		击败数据体，完成镜隐霜丝技能读取。						
1502040307	2		击败数据体，完成人形剧场技能读取。						
1502040308	2		击败数据体，完成无限牢笼技能读取。						
1502040309	2		使用基础作战模式消灭当前感染体。						
1502040801	2		消灭当前构造体						
1502040802	2		前往寻找逃跑的构造体						
1502040803	2		消灭当前处于攻击状态的构造体						
1502040804	2		尝试与构造体进行沟通						
1502040805	2		跟上构造体						
1502040806	2		继续尝试与构造体进行沟通						
1502040807	2		前往构造体指向的地方查看						
1502040808	2		避开爆炸通过虫阵，走到终点！						
1502040809	2		消灭当前所有构造体！						
1502040810	2		回到监控室与凡妮莎会合。						
1502040811	2		前往起居室尽头，寻找线索！						
1502040812	2		跟上构造体前往游戏区域						
1502040813	1		<size=55>3</size>	1.0					
1502040814	1		<size=55>2</size>	1.0					
1502040815	1		<size=55>1</size>	1.0					
1502040816	1		<size=55>游戏失败 回到起点</size>	2.0					
1502040817	1		<size=55>进入监控画面回放中</size>	2.0					
1502040818	1		<size=55>退出监控画面回放中</size>	2.0					
1502041101	2		跟随蝴蝶的引导						
1502041102	2		保护自己						
1502041103	1		桃乐丝，听话。	1.0					
1502041104	1		妈妈要生气了。	1.0					
1502041105	1		<color=#800000>妈妈会惩罚坏孩子。</color>	1.0					
1502041106	1		<color=#800000>桃乐丝，听话！</color>	1.0					
1502041107	2		桃乐丝						
1502041108	2		桃乐丝，听话。						
1502041109	2		乖孩子。						
1502041110	2		乖孩子，听话。						
1502041111	8	多蒂姐姐	家人						
1502041112	8	妈妈	家人						
1502041113	8	多蒂姐姐，妈妈	家人						
1502041114	8	乖孩子	听话						
1502041115	8	乖孩子	听话，听话						
1502041116	8	桃乐丝	听话，听话						
1502041117	8	听话，听话	听话，听话						
1502041118	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	1.0					
1502041119	1		<color=#800000><size=20>家人家人家人家人家人家人家人家人家人家人家人</size>\n<size=20>家人家人家人家人家人家人家人家人家人家人家人</size></color>	1.0					
1502041120	1		<color=#800000><size=20>桃乐丝桃乐丝乖孩子乖孩子桃乐丝桃乐丝乖孩子乖孩子桃乐丝乖孩子</size>\n<size=20>桃乐丝乖孩子桃乐丝乖孩子乖孩子乖孩子桃乐丝乖孩子</size></color>	1.0					
1502041121	1		<color=#800000><size=20>妈妈家人妈妈姐姐家人姐姐妈妈妈妈姐姐家人姐姐</size>\n<size=20>家人家人家人家人家人家人家人家人</size></color>	1.0					
1502041122	1		<color=#800000>不要违抗不要违抗不要违抗不要违抗不要违抗</color>\n<color=#800000>不要违抗不要违抗不要违抗不要违抗不要违抗</color>	2.0					
1502041123	1		<color=#800000>桃乐丝桃乐丝桃乐丝桃乐丝桃乐丝桃乐丝</color>\n<color=#800000>桃乐丝桃乐丝桃乐丝桃乐丝桃乐丝桃乐丝</color>\n<color=#800000>桃乐丝桃乐丝桃乐丝桃乐丝桃乐丝桃乐丝</color>	2.0					
1502041124	1		<color=#800000>不许用这样的行为对待家人</color>\n<color=#800000>不许用这样的行为对待家人</color>\n<color=#800000>不许用这样的行为对待家人</color>\n<color=#800000>不许用这样的行为对待家人</color>	2.0					
1502041125	1		<color=#800000>你也不想成为坏孩子吧</color>\n<color=#800000>你也不想成为坏孩子吧</color>\n<color=#800000>你也不想成为坏孩子吧</color>\n<color=#800000>你也不想成为坏孩子吧</color>\n<color=#800000>你也不想成为坏孩子吧</color>	2.0					
1502041126	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	2.0					
1502041127	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	0.5					
1502041128	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	0.5					
1502041129	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	0.5					
1502041130	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	0.5					
1502041131	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	0.5					
1502041132	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	0.5					
1502041133	1		<color=#800000><size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size>\n<size=20>听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话听话</size></color>	0.5					
