Id	Name	Model	ScriptId	InteractEffectNames	DeathEffectNames	UseDistanceDither	DefaultActionId	DyingTime	StreamingLoadRange	AnimationControllerName	PrefabName
10008	躲猫猫4小屏风	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Pingfeng03.prefab				True					
10009	躲猫猫4招财树	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Huaping01.prefab				True					
395	植物介绍1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenholographic01.prefab				True					
396	植物介绍2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenholographic02.prefab				True					
397	植物介绍3	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenHolographic03.prefab				True					
100201	军备区点光源1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Light01.prefab				True					
100202	军备区点光源2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Light02.prefab				True					
100203	军备区点光源3	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Light03.prefab				True					
100204	罗塞塔启动舱-空舱-主线用	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate04.prefab				True					
100205	罗塞塔启动舱-电线管子-主线用	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate05.prefab				True					
398	电梯扫描	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenZoneScan.prefab				True					
399	糖	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Wanshi_Wujian01.prefab				True					
400	鲸鱼发射器	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_BD_Decorate01.prefab				True					
401	电影院椅子	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Cine_JH_Seat01.prefab				True					
402	艺术馆凳子	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Bench01.prefab				True					
403	单面阻挡墙	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Fx_BigWorldAirWall.prefab				True					
404	艺术馆沙发	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Art_JH_Sofa09.prefab				True					
700301	法奥斯围栏	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TH_WG_Jingjiedai01.prefab				True					
700302	路障牌子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_WG_Jingshipai01.prefab				True					
700303	围栏桩子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_013Weilan03.prefab				True					
405	法奥斯教室讲台	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_WG_Zhuozi01.prefab				True					
406	法奥斯教室课桌	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_WG_Zhuozi02.prefab				True					
407	法奥斯教室椅子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_WG_Yizi01.prefab				True					
408	法奥斯枢纽区电梯	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TH_Ani_DianTi02.prefab				True					
700304	传送点特效	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenPortalGuide02.prefab				True					
700305	法奥斯军棋	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_WG_Junqi01.prefab				True					
700306	法奥斯小摊桌	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TH_WG_Tanzi01.prefab				True					
700307	面包1-剧情用	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TH_WG_Shiwu07.prefab				True					
700308	面包2-剧情用	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TH_WG_Shiwu03.prefab				True					
700309	面包3-剧情用	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TH_WG_Shiwu11.prefab				True					
409	脚印特效	Assets/Product/Effect/DlcPrefab/BigWorld/Common/Prefab/FxBigWorldHawkEye/FxBigWorldHawkEyeJiaoyin.prefab				True					
410	宿舍-勋绶托座	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_WG_032Qingwa.prefab				True					
411	宿舍-法奥斯传承勋章	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_WG_032Qingwa.prefab				True					
412	宿舍-补给导师	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_WG_032Qingwa.prefab				True					
700310	蓝色导航点特效	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenPortalGuide01.prefab				True					
700311	法奥斯的草	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_006Plant01.prefab				True					
700312	法奥斯的花盆	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_030Parterre01.prefab				True					
413	禁止通行特效	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenDidianGlitch.prefab				True					
414	解谜任务空气墙	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Faos_AirWall.prefab				True					
415	阿尔法刀	Assets/Product/Role/WeaponPrefab/E3KodachiMd010011.prefab				True					
416	军备大电梯内部	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_BD_Dianti02.prefab				True					
417	军备大电梯铁门	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_BD_Diantimen.prefab				True					
418	手铐	Assets/Product/Role/DlcEquipPrefab/Com1Chiefm_handcuffMd01001.prefab				True					
419	花束	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_MS_JH_Flower02.prefab				True					
420	花篮	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_MS_JH_Flower01.prefab				True					
421	小摊饮料1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks01.prefab				True					
422	小摊饮料2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks07.prefab				True					
423	小摊易拉罐1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks05.prefab				True					
424	小摊易拉罐2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks06.prefab				True					
425	小摊零食1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks02.prefab				True					
426	小摊零食2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks08.prefab				True					
427	小摊零食3	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks03.prefab				True					
428	小摊零食4	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Snacks09.prefab				True					
429	合上的书-蓝	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Book01.prefab				True					
430	合上的书-红	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Book02.prefab				True					
431	合上的书-黄	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Book03.prefab				True					
432	翻开的书-蓝	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Book01a.prefab				True					
433	翻开的书-红	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Book02a.prefab				True					
434	翻开的书-黄	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Book03a.prefab				True					
435	解谜支线摄像头	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Shexiangtou01.prefab				True					
436	美术馆桌子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_WG_Sofa08.prefab				True					
437	美术馆书本	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_WG_Album01.prefab				True					
438	美术馆瓶子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_WG_Drink01.prefab				True					
439	美术馆抱枕	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_WG_Sofa09a.prefab				True					
440	美术馆沙发	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_WG_Sofa09.prefab				True					
700313	法奥斯礼堂幕布门-关	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_GH_JH_Menlian01.prefab				True					
700314	法奥斯礼堂幕布门-开	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_GH_JH_Menlian02.prefab				True					
700315	法奥斯小摊餐牌	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Pai.prefab				True					
700316	训练室的铁门-左	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_ElevatordoorL.prefab				True					
700317	训练室的铁门-右	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_ElevatordoorR.prefab				True					
700318	给美术配的军备区箱子-有动作	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_WG_012_Box01_LOD0.prefab				True				SG_Gen_WG_012_Box01_LOD0	
700319	无人机操作手柄	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Shoubing01.prefab				True					
700320	无人机模型	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Wurenji01.prefab				True	7003			SG_TR_JH_Wurenji01	
201501	花A	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_MS_JH_FlowerA.prefab				True					
201502	花B	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_MS_JH_FlowerB.prefab				True					
441	法奥斯武器架1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_WG_Wuqijia01.prefab				True					
442	法奥斯武器架2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_WG_Wuqijia01a.prefab				True					
443	法奥斯地板logo	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/FxSkyGardenConvertToLogo02.prefab				True					
444	法奥斯地板logo	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/FxSkyGardenConvertToLogo01.prefab				True					
445	法奥斯操作台	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_WG_Caozuotai02.prefab				True					
446	法奥斯小门	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_BD_Door02.prefab				True					
447	法奥斯大门	Assets/Product/BigWorld/SkyGarden/TempPrefabs/Scene_Faos01/SG_TR_BD_Door01.prefab				True					
448	万事邀约-终端机	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TH_JH_Explaine.prefab				True					
700321	雕像鸽子-剧情用	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_MS_JH_Pigeon01.prefab				True					
449	法奥斯粉笔	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Chalk.prefab				True					
700322	法奥斯logo特效-剧情用	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenDrama/FxSkyGarden7003010Wurenji02.prefab				True					
450	神威邀约-纸张1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Paper01.prefab				True					
451	神威邀约-纸张2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Paper02.prefab				True					
452	神威邀约-纸张3	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Paper03.prefab				True					
453	神威邀约-折纸花	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Paper04.prefab				True				SG_TR_JH_Paper04	
454	神威邀约-折纸小狗	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Paper05.prefab				True					
455	神威邀约-笔	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Pen.prefab				True					
456	神威邀约-笔1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Pen01.prefab				True					
457	神威邀约-椅子（绑定）	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Yizi01.prefab				True					
458	神威邀约-糖	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Tang.prefab				True					
459	神威邀约-糖纸	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/Scene_Faos01/SG_TR_JH_Tangzhi.prefab				True					
