Id	Cvs	CvContent
100008253	[100008253, 200008253, 300008253, 400008253]	['妈妈咪呀，美丽的小姐，新婚快乐~~！', '妈妈咪呀，美丽的小姐，新婚快乐~~！', '妈妈咪呀，美丽的小姐，新婚快乐~~！', '妈妈咪呀，美丽的小姐，新婚快乐~~！']
100008254	[100008254, 200008254, 300008254, 400008254]	['谢谢，谢谢你们。', '谢谢，谢谢你们。', '谢谢，谢谢你们。', '谢谢，谢谢你们。']
100008255	[100008255, 200008255, 300008255, 400008255]	['洛拉啊，美如欣欣之花！媚眼脉脉，朗似夜幕明星！', '洛拉啊，美如欣欣之花！媚眼脉脉，朗似夜幕明星！', '洛拉啊，美如欣欣之花！媚眼脉脉，朗似夜幕明星！', '洛拉啊，美如欣欣之花！媚眼脉脉，朗似夜幕明星！']
100008256	[100008256, 200008256, 300008256, 400008256]	['指挥官，刚刚这是……十二时的钟声。', '指挥官，刚刚这是……十二时的钟声。', '指挥官，刚刚这是……十二时的钟声。', '指挥官，刚刚这是……十二时的钟声。']
100008257	[100008257, 200008257, 300008257, 400008257]	['嚯嚯嚯，不仅如此……', '嚯嚯嚯，不仅如此……', '嚯嚯嚯，不仅如此……', '嚯嚯嚯，不仅如此……']
100008258	[100008258, 200008258, 300008258, 400008258]	['要是婚礼在十二时前没有完成，新郎新娘便会被视为受到了魔鬼的诅咒。', '要是婚礼在十二时前没有完成，新郎新娘便会被视为受到了魔鬼的诅咒。', '要是婚礼在十二时前没有完成，新郎新娘便会被视为受到了魔鬼的诅咒。', '要是婚礼在十二时前没有完成，新郎新娘便会被视为受到了魔鬼的诅咒。']
100008259	[100008259, 200008259, 300008259, 400008259]	['他们会被永远驱逐出卡塔尼亚，永远不得归乡——几个世纪以来，哪怕在战争时期，这也是卡塔尼亚人严格遵守的信条。', '他们会被永远驱逐出卡塔尼亚，永远不得归乡——几个世纪以来，哪怕在战争时期，这也是卡塔尼亚人严格遵守的信条。', '他们会被永远驱逐出卡塔尼亚，永远不得归乡——几个世纪以来，哪怕在战争时期，这也是卡塔尼亚人严格遵守的信条。', '他们会被永远驱逐出卡塔尼亚，永远不得归乡——几个世纪以来，哪怕在战争时期，这也是卡塔尼亚人严格遵守的信条。']
100008260	[100008260, 200008260, 300008260, 400008260]	['午安，教子阁下，新娘阁下，老夫是这巴克斯剧院的院长。', '午安，教子阁下，新娘阁下，老夫是这巴克斯剧院的院长。', '午安，教子阁下，新娘阁下，老夫是这巴克斯剧院的院长。', '午安，教子阁下，新娘阁下，老夫是这巴克斯剧院的院长。']
100008261	[100008261, 200008261, 300008261, 400008261]	['您好。', '您好。', '您好。', '您好。']
100008262	[100008262, 200008262, 300008262, 400008262]	['老夫已经听铎母说过了，你们是来老夫这取圣酒的。', '老夫已经听铎母说过了，你们是来老夫这取圣酒的。', '老夫已经听铎母说过了，你们是来老夫这取圣酒的。', '老夫已经听铎母说过了，你们是来老夫这取圣酒的。']
100008263	[100008263, 200008263, 300008263, 400008263]	['麻烦老夫？嚯嚯嚯，想要打开酒窖的大门，你们还需要凭自己的力量，完成一个古老的仪式。', '麻烦老夫？嚯嚯嚯，想要打开酒窖的大门，你们还需要凭自己的力量，完成一个古老的仪式。', '麻烦老夫？嚯嚯嚯，想要打开酒窖的大门，你们还需要凭自己的力量，完成一个古老的仪式。', '麻烦老夫？嚯嚯嚯，想要打开酒窖的大门，你们还需要凭自己的力量，完成一个古老的仪式。']
100008264	[100008264, 200008264, 300008264, 400008264]	['请问……是什么样的仪式？', '请问……是什么样的仪式？', '请问……是什么样的仪式？', '请问……是什么样的仪式？']
100008265	[100008265, 200008265, 300008265, 400008265]	['随老夫来——', '随老夫来——', '随老夫来——', '随老夫来——']
100008266	[100008266, 200008266, 300008266, 400008266]	['来自空中花园的贵客，你们脚下的这座剧院，已经有两千多年的历史了。', '来自空中花园的贵客，你们脚下的这座剧院，已经有两千多年的历史了。', '来自空中花园的贵客，你们脚下的这座剧院，已经有两千多年的历史了。', '来自空中花园的贵客，你们脚下的这座剧院，已经有两千多年的历史了。']
100008267	[100008267, 200008267, 300008267, 400008267]	['酒是农业的富余，也是让人致幻的迷药。早在远古的城邦时代，卡塔尼亚就流行着“酒神祭”的习俗。', '酒是农业的富余，也是让人致幻的迷药。早在远古的城邦时代，卡塔尼亚就流行着“酒神祭”的习俗。', '酒是农业的富余，也是让人致幻的迷药。早在远古的城邦时代，卡塔尼亚就流行着“酒神祭”的习俗。', '酒是农业的富余，也是让人致幻的迷药。早在远古的城邦时代，卡塔尼亚就流行着“酒神祭”的习俗。']
100008268	[100008268, 200008268, 300008268, 400008268]	['先民为了纪念酒神赐予的欢乐而设立了这座祭坛。丰收时节，人们会聚集在此，纵情歌舞，肆意狂欢。', '先民为了纪念酒神赐予的欢乐而设立了这座祭坛。丰收时节，人们会聚集在此，纵情歌舞，肆意狂欢。', '先民为了纪念酒神赐予的欢乐而设立了这座祭坛。丰收时节，人们会聚集在此，纵情歌舞，肆意狂欢。', '先民为了纪念酒神赐予的欢乐而设立了这座祭坛。丰收时节，人们会聚集在此，纵情歌舞，肆意狂欢。']
100008269	[100008269, 200008269, 300008269, 400008269]	['而这种有别于其他神祇的祭祀方式，也正是人类戏剧的起源。', '而这种有别于其他神祇的祭祀方式，也正是人类戏剧的起源。', '而这种有别于其他神祇的祭祀方式，也正是人类戏剧的起源。', '而这种有别于其他神祇的祭祀方式，也正是人类戏剧的起源。']
100008270	[100008270, 200008270, 300008270, 400008270]	['因此，作为酒神的巴克斯也同样司掌着戏剧的权能，想要获得赐福，就请用舞台上的欢愉取悦祂吧。', '因此，作为酒神的巴克斯也同样司掌着戏剧的权能，想要获得赐福，就请用舞台上的欢愉取悦祂吧。', '因此，作为酒神的巴克斯也同样司掌着戏剧的权能，想要获得赐福，就请用舞台上的欢愉取悦祂吧。', '因此，作为酒神的巴克斯也同样司掌着戏剧的权能，想要获得赐福，就请用舞台上的欢愉取悦祂吧。']
100008271	[100008271, 200008271, 300008271, 400008271]	['两位，请走上前来。', '两位，请走上前来。', '两位，请走上前来。', '两位，请走上前来。']
100008272	[100008272, 200008272, 300008272, 400008272]	['请伸出手，一同按在此处。', '请伸出手，一同按在此处。', '请伸出手，一同按在此处。', '请伸出手，一同按在此处。']
100008273	[100008273, 200008273, 300008273, 400008273]	['请一同念诵石壁上的祭歌。', '请一同念诵石壁上的祭歌。', '请一同念诵石壁上的祭歌。', '请一同念诵石壁上的祭歌。']
100008274	[100008274, 200008274, 300008274, 400008274]	['在遥远的山崖间，我看见了巴克斯。', '在遥远的山崖间，我看见了巴克斯。', '在遥远的山崖间，我看见了巴克斯。', '在遥远的山崖间，我看见了巴克斯。']
100008275	[100008275, 200008275, 300008275, 400008275]	['水神宁芙与半羊人的萨蒂尔，都竖着耳朵，专注地谛听。', '水神宁芙与半羊人的萨蒂尔，都竖着耳朵，专注地谛听。', '水神宁芙与半羊人的萨蒂尔，都竖着耳朵，专注地谛听。', '水神宁芙与半羊人的萨蒂尔，都竖着耳朵，专注地谛听。']
100008276	[100008276, 200008276, 300008276, 400008276]	['灵魂被巴克斯充斥，狂喜而迷乱——', '灵魂被巴克斯充斥，狂喜而迷乱——', '灵魂被巴克斯充斥，狂喜而迷乱——', '灵魂被巴克斯充斥，狂喜而迷乱——']
100008277	[100008277, 200008277, 300008277, 400008277]	['——俄耳甫斯，我答应你，给你的爱人松绑，让你带他离我的冥府。', '——俄耳甫斯，我答应你，给你的爱人松绑，让你带他离我的冥府。', '——俄耳甫斯，我答应你，给你的爱人松绑，让你带他离我的冥府。', '——俄耳甫斯，我答应你，给你的爱人松绑，让你带他离我的冥府。']
100008278	[100008278, 200008278, 300008278, 400008278]	['但是，我要提出两个条件：在你跟他走出冥府之前，不论发生了什么，你都绝对不能回头，且不能展翅翱翔，否则你的爱人将永远无法重返人间。', '但是，我要提出两个条件：在你跟他走出冥府之前，不论发生了什么，你都绝对不能回头，且不能展翅翱翔，否则你的爱人将永远无法重返人间。', '但是，我要提出两个条件：在你跟他走出冥府之前，不论发生了什么，你都绝对不能回头，且不能展翅翱翔，否则你的爱人将永远无法重返人间。', '但是，我要提出两个条件：在你跟他走出冥府之前，不论发生了什么，你都绝对不能回头，且不能展翅翱翔，否则你的爱人将永远无法重返人间。']
100008279	[100008279, 200008279, 300008279, 400008279]	['而你——欧律狄刻，在离开冥府前，不论发生了什么，你都绝对不能发出声音，否则，你的爱人将会代你承受死亡的代价。', '而你——欧律狄刻，在离开冥府前，不论发生了什么，你都绝对不能发出声音，否则，你的爱人将会代你承受死亡的代价。', '而你——欧律狄刻，在离开冥府前，不论发生了什么，你都绝对不能发出声音，否则，你的爱人将会代你承受死亡的代价。', '而你——欧律狄刻，在离开冥府前，不论发生了什么，你都绝对不能发出声音，否则，你的爱人将会代你承受死亡的代价。']
100008280	[100008280, 200008280, 300008280, 400008280]	['——指挥官，是你吗？', '——指挥官，是你吗？', '——指挥官，是你吗？', '——指挥官，是你吗？']
100008281	[100008281, 200008281, 300008281, 400008281]	['我听到了坠落的声音，你有哪里受伤吗？要是没事的话，请拍两次掌回应我。', '我听到了坠落的声音，你有哪里受伤吗？要是没事的话，请拍两次掌回应我。', '我听到了坠落的声音，你有哪里受伤吗？要是没事的话，请拍两次掌回应我。', '我听到了坠落的声音，你有哪里受伤吗？要是没事的话，请拍两次掌回应我。']
100008282	[100008282, 200008282, 300008282, 400008282]	['指挥官……！请坚持一下，我会尽快带你离开这里。', '指挥官……！请坚持一下，我会尽快带你离开这里。', '指挥官……！请坚持一下，我会尽快带你离开这里。', '指挥官……！请坚持一下，我会尽快带你离开这里。']
100008283	[100008283, 200008283, 300008283, 400008283]	['……你没事就好。', '……你没事就好。', '……你没事就好。', '……你没事就好。']
100008284	[100008284, 200008284, 300008284, 400008284]	['这里的空间太暗了——指挥官，拉住我的手，这样我会更放心一些。', '这里的空间太暗了——指挥官，拉住我的手，这样我会更放心一些。', '这里的空间太暗了——指挥官，拉住我的手，这样我会更放心一些。', '这里的空间太暗了——指挥官，拉住我的手，这样我会更放心一些。']
100008285	[100008285, 200008285, 300008285, 400008285]	['——！', '——！', '——！', '——！']
100008286	[100008286, 200008286, 300008286, 400008286]	['指挥官，抓紧我——', '指挥官，抓紧我——', '指挥官，抓紧我——', '指挥官，抓紧我——']
100008287	[100008287, 200008287, 300008287, 400008287]	['出口就在前面！', '出口就在前面！', '出口就在前面！', '出口就在前面！']
100008288	[100008288, 200008288, 300008288, 400008288]	['——别挡路！', '——别挡路！', '——别挡路！', '——别挡路！']
100008289	[100008289, 200008289, 300008289, 400008289]	['指挥官？！', '指挥官？！', '指挥官？！', '指挥官？！']
100008290	[100008290, 200008290, 300008290, 400008290]	['——哈哈哈，你果然还是违反了规则，俄耳甫斯。', '——哈哈哈，你果然还是违反了规则，俄耳甫斯。', '——哈哈哈，你果然还是违反了规则，俄耳甫斯。', '——哈哈哈，你果然还是违反了规则，俄耳甫斯。']
100008291	[100008291, 200008291, 300008291, 400008291]	['那么依照约定，我要收回你爱人的灵魂！', '那么依照约定，我要收回你爱人的灵魂！', '那么依照约定，我要收回你爱人的灵魂！', '那么依照约定，我要收回你爱人的灵魂！']
100008292	[100008292, 200008292, 300008292, 400008292]	['指挥官！！', '指挥官！！', '指挥官！！', '指挥官！！']
100008293	[100008293, 200008293, 300008293, 400008293]	['——！', '——！', '——！', '——！']
100008294	[100008294, 200008294, 300008294, 400008294]	['把指挥官——还回来！', '把指挥官——还回来！', '把指挥官——还回来！', '把指挥官——还回来！']
100008295	[100008295, 200008295, 300008295, 400008295]	['指挥官——你没事吧？', '指挥官——你没事吧？', '指挥官——你没事吧？', '指挥官——你没事吧？']
100008296	[100008296, 200008296, 300008296, 400008296]	['没事就好……', '没事就好……', '没事就好……', '没事就好……']
100008297	[100008297, 200008297, 300008297, 400008297]	['嚯嚯嚯，看来你们成功取悦了酒神。瞧，祂已经为你们打开了酒窖的大门。', '嚯嚯嚯，看来你们成功取悦了酒神。瞧，祂已经为你们打开了酒窖的大门。', '嚯嚯嚯，看来你们成功取悦了酒神。瞧，祂已经为你们打开了酒窖的大门。', '嚯嚯嚯，看来你们成功取悦了酒神。瞧，祂已经为你们打开了酒窖的大门。']
100008298	[100008298, 200008298, 300008298, 400008298]	['AI演绎系统“巴克斯”，体验如何？', 'AI演绎系统“巴克斯”，体验如何？', 'AI演绎系统“巴克斯”，体验如何？', 'AI演绎系统“巴克斯”，体验如何？']
100008299	[100008299, 200008299, 300008299, 400008299]	['这个系统的通关机制很奇怪，我们违反了规则，最后却通过破坏场地完成了演出。', '这个系统的通关机制很奇怪，我们违反了规则，最后却通过破坏场地完成了演出。', '这个系统的通关机制很奇怪，我们违反了规则，最后却通过破坏场地完成了演出。', '这个系统的通关机制很奇怪，我们违反了规则，最后却通过破坏场地完成了演出。']
100008300	[100008300, 200008300, 300008300, 400008300]	['嚯嚯嚯，没有哪出戏目的节奏会一成不变，人们用了三千年的时间，才演绎出了真正的莎乐美。', '嚯嚯嚯，没有哪出戏目的节奏会一成不变，人们用了三千年的时间，才演绎出了真正的莎乐美。', '嚯嚯嚯，没有哪出戏目的节奏会一成不变，人们用了三千年的时间，才演绎出了真正的莎乐美。', '嚯嚯嚯，没有哪出戏目的节奏会一成不变，人们用了三千年的时间，才演绎出了真正的莎乐美。']
100008301	[100008301, 200008301, 300008301, 400008301]	['可能比起陈词滥调，巴克斯更希望能看到属于你们自己的故事。', '可能比起陈词滥调，巴克斯更希望能看到属于你们自己的故事。', '可能比起陈词滥调，巴克斯更希望能看到属于你们自己的故事。', '可能比起陈词滥调，巴克斯更希望能看到属于你们自己的故事。']
100008302	[100008302, 200008302, 300008302, 400008302]	['快进来快进来，老夫已经好久没闻过这儿的酒香了。', '快进来快进来，老夫已经好久没闻过这儿的酒香了。', '快进来快进来，老夫已经好久没闻过这儿的酒香了。', '快进来快进来，老夫已经好久没闻过这儿的酒香了。']
100008303	[100008303, 200008303, 300008303, 400008303]	['让我找找……啊……你在这呢。', '让我找找……啊……你在这呢。', '让我找找……啊……你在这呢。', '让我找找……啊……你在这呢。']
100008304	[100008304, 200008304, 300008304, 400008304]	['这是上等的“皮埃蒙特”，在过去，可只有纳波黎的王公贵胄们才有福气品尝到它。', '这是上等的“皮埃蒙特”，在过去，可只有纳波黎的王公贵胄们才有福气品尝到它。', '这是上等的“皮埃蒙特”，在过去，可只有纳波黎的王公贵胄们才有福气品尝到它。', '这是上等的“皮埃蒙特”，在过去，可只有纳波黎的王公贵胄们才有福气品尝到它。']
100008305	[100008305, 200008305, 300008305, 400008305]	['如今，铎母阁下让老夫把它交给你们，作为酒神巴克斯对二位婚姻永恒的祝福。', '如今，铎母阁下让老夫把它交给你们，作为酒神巴克斯对二位婚姻永恒的祝福。', '如今，铎母阁下让老夫把它交给你们，作为酒神巴克斯对二位婚姻永恒的祝福。', '如今，铎母阁下让老夫把它交给你们，作为酒神巴克斯对二位婚姻永恒的祝福。']
100008306	[100008306, 200008306, 300008306, 400008306]	['感谢您，院长阁下。', '感谢您，院长阁下。', '感谢您，院长阁下。', '感谢您，院长阁下。']
100008307	[100008307, 200008307, 300008307, 400008307]	['嚯嚯嚯，想当初，这酒还是铎父亲手交给老夫的……结果到最后，他还是没能等到那孩子的婚礼。', '嚯嚯嚯，想当初，这酒还是铎父亲手交给老夫的……结果到最后，他还是没能等到那孩子的婚礼。', '嚯嚯嚯，想当初，这酒还是铎父亲手交给老夫的……结果到最后，他还是没能等到那孩子的婚礼。', '嚯嚯嚯，想当初，这酒还是铎父亲手交给老夫的……结果到最后，他还是没能等到那孩子的婚礼。']
100008308	[100008308, 200008308, 300008308, 400008308]	['二位是打算从陆路折返吗？要是不嫌弃，老夫可以捎二位坐船返回，这也算是卡塔尼亚的一处特色了。', '二位是打算从陆路折返吗？要是不嫌弃，老夫可以捎二位坐船返回，这也算是卡塔尼亚的一处特色了。', '二位是打算从陆路折返吗？要是不嫌弃，老夫可以捎二位坐船返回，这也算是卡塔尼亚的一处特色了。', '二位是打算从陆路折返吗？要是不嫌弃，老夫可以捎二位坐船返回，这也算是卡塔尼亚的一处特色了。']
100008309	[100008309, 200008309, 300008309, 400008309]	['嚯嚯嚯，哪里的话，岛上好久没有举行过婚礼了，能多陪你们二位新人逛一逛，老夫开心还来不及呢。', '嚯嚯嚯，哪里的话，岛上好久没有举行过婚礼了，能多陪你们二位新人逛一逛，老夫开心还来不及呢。', '嚯嚯嚯，哪里的话，岛上好久没有举行过婚礼了，能多陪你们二位新人逛一逛，老夫开心还来不及呢。', '嚯嚯嚯，哪里的话，岛上好久没有举行过婚礼了，能多陪你们二位新人逛一逛，老夫开心还来不及呢。']
100008310	[100008310, 200008310, 300008310, 400008310]	['拜托您了，院长阁下。', '拜托您了，院长阁下。', '拜托您了，院长阁下。', '拜托您了，院长阁下。']
100008311	[100008311, 200008311, 300008311, 400008311]	['看晚星多明亮，闪耀着金光~', '看晚星多明亮，闪耀着金光~', '看晚星多明亮，闪耀着金光~', '看晚星多明亮，闪耀着金光~']
100008312	[100008312, 200008312, 300008312, 400008312]	['海面上微风吹，碧波在荡漾~', '海面上微风吹，碧波在荡漾~', '海面上微风吹，碧波在荡漾~', '海面上微风吹，碧波在荡漾~']
100008313	[100008313, 200008313, 300008313, 400008313]	['指挥官，这里有好多的白天鹅。', '指挥官，这里有好多的白天鹅。', '指挥官，这里有好多的白天鹅。', '指挥官，这里有好多的白天鹅。']
100008314	[100008314, 200008314, 300008314, 400008314]	['感觉……它们完全不怕人呢。', '感觉……它们完全不怕人呢。', '感觉……它们完全不怕人呢。', '感觉……它们完全不怕人呢。']
100008315	[100008315, 200008315, 300008315, 400008315]	['试试微笑吧——还记得这句话吗，指挥官？', '试试微笑吧——还记得这句话吗，指挥官？', '试试微笑吧——还记得这句话吗，指挥官？', '试试微笑吧——还记得这句话吗，指挥官？']
100008316	[100008316, 200008316, 300008316, 400008316]	['呼——老夫年纪大了，嗓子扯不动了！', '呼——老夫年纪大了，嗓子扯不动了！', '呼——老夫年纪大了，嗓子扯不动了！', '呼——老夫年纪大了，嗓子扯不动了！']
100008317	[100008317, 200008317, 300008317, 400008317]	['院长阁下，您方才唱的歌曲旋律很悠扬，听起来像是一首民谣？', '院长阁下，您方才唱的歌曲旋律很悠扬，听起来像是一首民谣？', '院长阁下，您方才唱的歌曲旋律很悠扬，听起来像是一首民谣？', '院长阁下，您方才唱的歌曲旋律很悠扬，听起来像是一首民谣？']
100008318	[100008318, 200008318, 300008318, 400008318]	['嚯嚯嚯，没错没错，这首曲子就是《桑塔露琪亚》！', '嚯嚯嚯，没错没错，这首曲子就是《桑塔露琪亚》！', '嚯嚯嚯，没错没错，这首曲子就是《桑塔露琪亚》！', '嚯嚯嚯，没错没错，这首曲子就是《桑塔露琪亚》！']
100008319	[100008319, 200008319, 300008319, 400008319]	['《桑塔露琪亚》？', '《桑塔露琪亚》？', '《桑塔露琪亚》？', '《桑塔露琪亚》？']
100008320	[100008320, 200008320, 300008320, 400008320]	['这可是每位卡塔尼亚姑娘都会唱的情歌，姑娘，你也来学着唱一唱吧！', '这可是每位卡塔尼亚姑娘都会唱的情歌，姑娘，你也来学着唱一唱吧！', '这可是每位卡塔尼亚姑娘都会唱的情歌，姑娘，你也来学着唱一唱吧！', '这可是每位卡塔尼亚姑娘都会唱的情歌，姑娘，你也来学着唱一唱吧！']
100008321	[100008321, 200008321, 300008321, 400008321]	['唱歌……？我吗？', '唱歌……？我吗？', '唱歌……？我吗？', '唱歌……？我吗？']
100008322	[100008322, 200008322, 300008322, 400008322]	['这、这样吗……', '这、这样吗……', '这、这样吗……', '这、这样吗……']
100008323	[100008323, 200008323, 300008323, 400008323]	['其、其实并不算勉强。', '其、其实并不算勉强。', '其、其实并不算勉强。', '其、其实并不算勉强。']
100008324	[100008324, 200008324, 300008324, 400008324]	['传说，这首歌是圣露琪亚在前往卡塔尼亚的旅途中创作的，唱出它的旋律，也是在祝福自己的爱人平安健康。', '传说，这首歌是圣露琪亚在前往卡塔尼亚的旅途中创作的，唱出它的旋律，也是在祝福自己的爱人平安健康。', '传说，这首歌是圣露琪亚在前往卡塔尼亚的旅途中创作的，唱出它的旋律，也是在祝福自己的爱人平安健康。', '传说，这首歌是圣露琪亚在前往卡塔尼亚的旅途中创作的，唱出它的旋律，也是在祝福自己的爱人平安健康。']
100008325	[100008325, 200008325, 300008325, 400008325]	['……我明白了，院长阁下，可以将歌词教给我吗？', '……我明白了，院长阁下，可以将歌词教给我吗？', '……我明白了，院长阁下，可以将歌词教给我吗？', '……我明白了，院长阁下，可以将歌词教给我吗？']
100008326	[100008326, 200008326, 300008326, 400008326]	['我也想，给【kuroname】送上祝福。', '我也想，给【kuroname】送上祝福。', '我也想，给【kuroname】送上祝福。', '我也想，给【kuroname】送上祝福。']
100008327	[100008327, 200008327, 300008327, 400008327]	['在银河下面，暮色苍茫', '在银河下面，暮色苍茫', '在银河下面，暮色苍茫', '在银河下面，暮色苍茫']
100008328	[100008328, 200008328, 300008328, 400008328]	['甜蜜的歌声，飘荡在远方', '甜蜜的歌声，飘荡在远方', '甜蜜的歌声，飘荡在远方', '甜蜜的歌声，飘荡在远方']
100008329	[100008329, 200008329, 300008329, 400008329]	['在这黑夜之前，请来我小船上', '在这黑夜之前，请来我小船上', '在这黑夜之前，请来我小船上', '在这黑夜之前，请来我小船上']
100008330	[100008330, 200008330, 300008330, 400008330]	['桑塔露琪亚，桑塔露琪亚', '桑塔露琪亚，桑塔露琪亚', '桑塔露琪亚，桑塔露琪亚', '桑塔露琪亚，桑塔露琪亚']
100008331	[100008331, 200008331, 300008331, 400008331]	['呼——', '呼——', '呼——', '呼——']
100008332	[100008332, 200008332, 300008332, 400008332]	['……应该没出错吧。', '……应该没出错吧。', '……应该没出错吧。', '……应该没出错吧。']
100008333	[100008333, 200008333, 300008333, 400008333]	['有、有吗？可能是因为……这是唱给你的歌。', '有、有吗？可能是因为……这是唱给你的歌。', '有、有吗？可能是因为……这是唱给你的歌。', '有、有吗？可能是因为……这是唱给你的歌。']
100008334	[100008334, 200008334, 300008334, 400008334]	['嚯嚯嚯，还好老夫出门戴了帽子！', '嚯嚯嚯，还好老夫出门戴了帽子！', '嚯嚯嚯，还好老夫出门戴了帽子！', '嚯嚯嚯，还好老夫出门戴了帽子！']
100008335	[100008335, 200008335, 300008335, 400008335]	['指挥官，盖住这个吧——', '指挥官，盖住这个吧——', '指挥官，盖住这个吧——', '指挥官，盖住这个吧——']
100008336	[100008336, 200008336, 300008336, 400008336]	['淋湿的话，会有生病的风险。', '淋湿的话，会有生病的风险。', '淋湿的话，会有生病的风险。', '淋湿的话，会有生病的风险。']
100008337	[100008337, 200008337, 300008337, 400008337]	['很像……圣露琪亚和她爱人的故事呢。', '很像……圣露琪亚和她爱人的故事呢。', '很像……圣露琪亚和她爱人的故事呢。', '很像……圣露琪亚和她爱人的故事呢。']
100008338	[100008338, 200008338, 300008338, 400008338]	['嚯嚯，二位看那边，那里就是天之岬。', '嚯嚯，二位看那边，那里就是天之岬。', '嚯嚯，二位看那边，那里就是天之岬。', '嚯嚯，二位看那边，那里就是天之岬。']
100008339	[100008339, 200008339, 300008339, 400008339]	['没错，站在天之岬上，可以沐浴到卡塔尼亚的第一抹晨曦。', '没错，站在天之岬上，可以沐浴到卡塔尼亚的第一抹晨曦。', '没错，站在天之岬上，可以沐浴到卡塔尼亚的第一抹晨曦。', '没错，站在天之岬上，可以沐浴到卡塔尼亚的第一抹晨曦。']
100008340	[100008340, 200008340, 300008340, 400008340]	['有机会的话，你们二位一定要去欣赏日出啊。', '有机会的话，你们二位一定要去欣赏日出啊。', '有机会的话，你们二位一定要去欣赏日出啊。', '有机会的话，你们二位一定要去欣赏日出啊。']
100008341	[100008341, 200008341, 300008341, 400008341]	['嗯，我们会的。', '嗯，我们会的。', '嗯，我们会的。', '嗯，我们会的。']
100008342	[100008342, 200008342, 300008342, 400008342]	['明天，就是和指挥官的婚礼了。', '明天，就是和指挥官的婚礼了。', '明天，就是和指挥官的婚礼了。', '明天，就是和指挥官的婚礼了。']
100008343	[100008343, 200008343, 300008343, 400008343]	['我希望……黎明能早些到来。', '我希望……黎明能早些到来。', '我希望……黎明能早些到来。', '我希望……黎明能早些到来。']
100008344	[100008344, 200008344, 300008344, 400008344]	['流程差不多就是这样。', '流程差不多就是这样。', '流程差不多就是这样。', '流程差不多就是这样。']
100008345	[100008345, 200008345, 300008345, 400008345]	['在婚礼的最后，你们还需要相拥热吻，这种事就不需要什么彩排了吧。', '在婚礼的最后，你们还需要相拥热吻，这种事就不需要什么彩排了吧。', '在婚礼的最后，你们还需要相拥热吻，这种事就不需要什么彩排了吧。', '在婚礼的最后，你们还需要相拥热吻，这种事就不需要什么彩排了吧。']
100008346	[100008346, 200008346, 300008346, 400008346]	['……', '……', '……', '……']
100008347	[100008347, 200008347, 300008347, 400008347]	['明天的这个时候，我会正式宣布解散十三家族。', '明天的这个时候，我会正式宣布解散十三家族。', '明天的这个时候，我会正式宣布解散十三家族。', '明天的这个时候，我会正式宣布解散十三家族。']
100008348	[100008348, 200008348, 300008348, 400008348]	['一切顺利的话，卡塔尼亚会在正午的钟声前获得新生。', '一切顺利的话，卡塔尼亚会在正午的钟声前获得新生。', '一切顺利的话，卡塔尼亚会在正午的钟声前获得新生。', '一切顺利的话，卡塔尼亚会在正午的钟声前获得新生。']
100008349	[100008349, 200008349, 300008349, 400008349]	['祝愿你们的婚礼，能够一切顺遂。', '祝愿你们的婚礼，能够一切顺遂。', '祝愿你们的婚礼，能够一切顺遂。', '祝愿你们的婚礼，能够一切顺遂。']
100008350	[100008350, 200008350, 300008350, 400008350]	['——奉圣父、圣子、圣灵之名。', '——奉圣父、圣子、圣灵之名。', '——奉圣父、圣子、圣灵之名。', '——奉圣父、圣子、圣灵之名。']
100008351	[100008351, 200008351, 300008351, 400008351]	['——【kuroname】，我见证、接受你的誓言。', '——【kuroname】，我见证、接受你的誓言。', '——【kuroname】，我见证、接受你的誓言。', '——【kuroname】，我见证、接受你的誓言。']
100008352	[100008352, 200008352, 300008352, 400008352]	['我愿意戴上这枚戒指，向世界宣示我对你的忠贞与爱恋。', '我愿意戴上这枚戒指，向世界宣示我对你的忠贞与爱恋。', '我愿意戴上这枚戒指，向世界宣示我对你的忠贞与爱恋。', '我愿意戴上这枚戒指，向世界宣示我对你的忠贞与爱恋。']
100008353	[100008353, 200008353, 300008353, 400008353]	['黄金永不褪色，玉钻永葆完满，一如牵系你我的誓言。', '黄金永不褪色，玉钻永葆完满，一如牵系你我的誓言。', '黄金永不褪色，玉钻永葆完满，一如牵系你我的誓言。', '黄金永不褪色，玉钻永葆完满，一如牵系你我的誓言。']
100008354	[100008354, 200008354, 300008354, 400008354]	['奉圣父、圣子、圣灵之名——', '奉圣父、圣子、圣灵之名——', '奉圣父、圣子、圣灵之名——', '奉圣父、圣子、圣灵之名——']
100008355	[100008355, 200008355, 300008355, 400008355]	['奉圣父、圣子、圣灵之名——', '奉圣父、圣子、圣灵之名——', '奉圣父、圣子、圣灵之名——', '奉圣父、圣子、圣灵之名——']
100008356	[100008356, 200008356, 300008356, 400008356]	['我们的爱情今日亦然，及世之世，以至永远。', '我们的爱情今日亦然，及世之世，以至永远。', '我们的爱情今日亦然，及世之世，以至永远。', '我们的爱情今日亦然，及世之世，以至永远。']
