Id	Type	ScreenType	ActivityId	TimeId	ExtraParams	InitQuality	QualityConditions	Qualities	Condition	Name	MainDesc	WorldDesc	Hint	ExpandInfoId	GetDesc	Priority	ShowType	ShowScore	ShowQualityUpTip	IsNotShowGetTip	Medal3D	MedalImg	MedalIcon	ScoreParams	GroupId	GroupLv	ShowMaxLevel	PrefabPath
13019205	999	2				5				喵咪回收者	收藏品	感谢你重新收容了这些跑出去寻找宇宙野生木天蓼的家伙，房间里的喵山喵海正是功绩的证明。因此特别打造这件物品，用以表彰捏住它们命运之颈的英雄。			通过玩法【喵星淘金】获得	10005						Assets/Product/Texture/Image/UiCollection/Iconcollection104.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019206	999	2				2	[990102, 990103, 990104]	[3, 4, 5]		改良型定位器	收藏品	里亲自用更换机体时换下的动力核心改装而成的定位器。无论任何时间，任何地点，任何险恶的战况，都会有人朝着你所在的位置奔赴而来。	['·获得2个【改良型定位器】，品质提升为蓝色', '·获得3个【改良型定位器】，品质提升为紫色', '·获得4个【改良型定位器】，品质提升为橙色']		通过玩法【推演者假说】获得	10001						Assets/Product/Texture/Image/UiCollection/Iconcollection103.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019301	999	2				5				生日蛋糕	收藏品	由大家一起制作的生日蛋糕，寄托了能与指挥官相遇的感谢及祝福。			第二期生日当天获得	3800						Assets/Product/Texture/Image/UiCollection/Iconcollection105.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019302	999	2				4	[990105]	[5]		涂鸦尖兵	收藏品	设定上是调色版战争中三方为了让自己的艺术派系占据主要地位而批量制作的小机器人，会在城市的各处墙壁上涂鸦，以增加己方势力的“占领”面积。	['·获得2个【涂鸦尖兵】，品质提升为橙色']		通过玩法【调色板战争】获得	11001						Assets/Product/Texture/Image/UiCollection/Iconcollection107.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019303	2	2	15			2	[990106, 990107, 990108]	[3, 4, 5]		印象星空纪念章	收藏品	巴别塔计划·印象星空中获得的纪念章，此次徽章并未采用常规的雕刻手法而是大胆使用了特制油画颜料堆叠烘干塑成，用以嘉奖在印象星空战略行动中达成深度战略模拟的指挥官们。	['·完成巴别塔任务【点睛VII】，品质提升为蓝色', '·完成巴别塔任务【点睛VIII】，品质提升为紫色', '·完成巴别塔任务【点睛IX】，品质提升为橙色']		通关一次【巴别塔·印象星空】获得	1411		1				Assets/Product/Texture/Image/UiCollection/Iconcollection106.png	Assets/Product/Texture/Image/UiCollection/Iconcollection106.png					Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019304	999	2				2	[990109, 990110, 990111]	[3, 4, 5]		绘本漫画	收藏品	为了实现某个小小的约定，艾拉创作而出的漫画。参照了黄金时代流行的主题，由身着灵装的少女们打败邪恶势力，拯救世界的王道故事。	['·获得2个【绘本漫画】，品质提升为蓝色', '·获得3个【绘本漫画】，品质提升为紫色', '·获得4个【绘本漫画】，品质提升为橙色']		通过玩法【创造者时代】获得	11002						Assets/Product/Texture/Image/UiCollection/Iconcollection108.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019305	9	2			[1668632400, 1]	6				荣誉纪念章III	收藏品	在这一年的奋战中，人类经历了最绝望的长夜，我们借着曙星的留言，于空晓中重生，沿着异途前行，在螺旋中找到了黎明——如今，所有奋战与挣扎都被创绘者记录在这枚勋章中，她相信，在您回忆的土壤中，它会结出名为未来的果实。		[1, 2, 3, 4]	通过三周年签到获得	302						Assets/Product/Texture/Image/UiCollection/Iconcollection109.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019401	12	2				5				定约之石	收藏品	由作为引导者的少女赠送的宝石。喻示着你们之间已签订下永恒的契约。上面浮现出了你为了达成契约，所成功通关的冒险次数			完成【厄愿潮声】中“溯潮之帐”相关任务获得	12001		1				Assets/Product/Texture/Image/UiCollection/Iconcollection114.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019402	999	2				5				一碗团圆	收藏品	绘制着九龙传统花纹的碗中，盛放着一碗圆滚滚的元宵。不知谁把这些元宵捏成了构造体们的模样，大家挤挤挨挨聚在一起，好不热闹。			通过玩法【禧裹团圆】获得	12002						Assets/Product/Texture/Image/UiCollection/Iconcollection111.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019403	999	2				2	[990112, 990113, 990114]	[3, 4, 5]		莉莉丝数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与莉莉丝的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得6星奖励后，品质提升为蓝色', '·获得9星奖励后，品质提升为紫色', '·获得15星奖励后，品质提升为橙色']		通过玩法【诡笑异术】获得	12003						Assets/Product/Texture/Image/UiCollection/Iconcollection112.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019404	999	2				5				瞬影TR-1200	收藏品	世界通用玩具公司于黄金时代末期推出的最新型号游戏主机，瞬影TR-1200是当时通用玩具设计的集大成之作。但不知道为何在那个网络通讯极其发达的时期，仍执着于使用传统卡带型记忆单元作为游戏载体。但这或许就是被人类称之为“浪漫”的东西吧？			通过玩法【本我回廊-遥星之座】获得	12004						Assets/Product/Texture/Image/UiCollection/Iconcollection115.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019405	999	2				2	[990121, 990122]	[3, 5]		最后通讯	收藏品	在战场的废墟之中发现的唯一还在运作的机械，竟然是一个陈旧无比的军用对讲机。结构简单，结实耐用……正因为这样才并没有被帕弥什所影响运作。上面残留着它的主人在生命的最后时间里发出的一段通讯片段。“请求轰炸增援，目标为此发信地。”	['·获得2个【最后通讯】，品质提升为蓝色', '·获得3个【最后通讯】，品质提升为橙色']		通过玩法【异构战线】获得	12005						Assets/Product/Texture/Image/UiCollection/Iconcollection110.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019406	999	2				2	[990118, 990119, 990120]	[3, 4, 5]		厨神像	收藏品	“空花东厨司命太乙定福奏善蒲牢天尊”	['·获得2个【厨神像】，品质提升为蓝色', '·获得3个【厨神像】，品质提升为紫色', '·获得4个【厨神像】，品质提升为橙色']		通过玩法【露记大排档】获得	12006						Assets/Product/Texture/Image/UiCollection/Iconcollection113.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019407	999	2				2	[990115, 990116, 990117]	[3, 4, 5]		灼痕束缚	收藏品	残留着战斗痕迹的绷带，无声诉说着她与“敌人”相逢、厮杀……并互相吸引的记忆。	['·获得2个【灼痕束缚】，品质提升为蓝色', '·获得3个【灼痕束缚】，品质提升为紫色', '·获得4个【灼痕束缚】，品质提升为橙色']		通过玩法【沉渊者斩缚】获得	12007						Assets/Product/Texture/Image/UiCollection/Iconcollection116.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019501	999	2				2	[990123, 990124, 990125]	[3, 4, 5]		茯神数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与茯神的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【茯神数据样本】，品质提升为蓝色', '·获得3个【茯神数据样本】，品质提升为紫色', '·获得5个【茯神数据样本】，品质提升为橙色']		通过玩法【系统震荡】获得	12008						Assets/Product/Texture/Image/UiCollection/Iconcollection117.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019502	999	2				2	[990126, 990127, 990128]	[3, 4, 5]		损毁的枷锁	收藏品	过去年代里，夜航船强制性地为所有乘客带上的“枷”，取下它的原因和结果相同——死，或是自由。	['·获得2个【损毁的枷锁】，品质提升为蓝色', '·获得3个【损毁的枷锁】，品质提升为紫色', '·获得4个【损毁的枷锁】，品质提升为橙色']		通过玩法【远归者沉梦】获得	12009						Assets/Product/Texture/Image/UiCollection/Iconcollection118.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019503	999	2				2	[990129, 990130, 990131]	[3, 4, 5]		携影共舞	收藏品	月下无人，疏影横斜。如梦如幻，对影共舞。	['·获得2个【携影共舞】，品质提升为蓝色', '·获得3个【携影共舞】，品质提升为紫色', '·获得4个【携影共舞】，品质提升为橙色']		通过玩法【觅迹寻踪】获得	12010						Assets/Product/Texture/Image/UiCollection/Iconcollection119.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019504	999	2				2	[990132, 990133, 990134]	[3, 4, 5]		梦影婆娑	收藏品	浅纹如絮，宛若梦境的余韵，落入掌心。缥缈的愿景，此刻已然褪去色彩，却留有一丝痕迹，向着未来延续。离开吧，无需留恋过往的残像，将所有的迷惘掩埋于此，晨风拂面，正是启程之时。	['·获得2个【梦影婆娑】，品质提升为蓝色', '·获得3个【梦影婆娑】，品质提升为紫色', '·获得4个【梦影婆娑】，品质提升为橙色']		通过玩法【拾叶载梦】获得	12011						Assets/Product/Texture/Image/UiCollection/Iconcollection120.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019601	999	2				2	[990135, 990136, 990137]	[3, 4, 5]		芬里尔数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与异合聚兽·芬里尔的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【芬里尔数据样本】，品质提升为蓝色', '·获得3个【芬里尔数据样本】，品质提升为紫色', '·获得5个【芬里尔数据样本】，品质提升为橙色']		通过玩法【密林盛宴】获得	12012						Assets/Product/Texture/Image/UiCollection/Iconcollection121.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019602	2	2	17			2	[990138, 990139, 990140]	[3, 4, 5]		幽界林海纪念章	收藏品	巴别塔计划·幽界林海中获得的纪念章，用以嘉奖在幽界林海战略行动中达成深度战略模拟的指挥官们。纪念章以特殊材质的实木雕刻而成，寓意战士们的功绩永不腐朽。	['·完成巴别塔任务【绽放VII】，品质提升为蓝色', '·完成巴别塔任务【绽放VIII】，品质提升为紫色', '·完成巴别塔任务【绽放IX】，品质提升为橙色']		通关一次【巴别塔·幽界林海】获得	1412		1				Assets/Product/Texture/Image/UiCollection/Iconcollection124.png	Assets/Product/Texture/Image/UiCollection/Iconcollection124.png					Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019603	999	2				2	[990141, 990142, 990143]	[3, 4, 5]		故事的结局	收藏品	最后，小白狼拥有了属于自己的整个星球。很少有人能真正读懂21号撰写的童话，但这是属于她的故事。她的故事不需要任何拘束。	['·获得2个【故事的结局】，品质提升为蓝色', '·获得3个【故事的结局】，品质提升为紫色', '·获得4个【故事的结局】，品质提升为橙色']		通过玩法【行星环游记】获得	12014						Assets/Product/Texture/Image/UiCollection/Iconcollection122.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019604	999	2				2	[990144, 990145, 990146]	[3, 4, 5]		“呼噜”	收藏品	“姐姐我只能做到这个地步了，你能接受吗？”“嗯。”她像个经历过换牙的孩子一般，小心翼翼地珍藏起了这一切。	['·获得2个【“呼噜”】，品质提升为蓝色', '·获得3个【“呼噜”】，品质提升为紫色', '·获得4个【“呼噜”】，品质提升为橙色']		通过玩法【自抑者释我】获得	12015						Assets/Product/Texture/Image/UiCollection/Iconcollection125.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019605	999	2				5				幽邃色彩	收藏品	调查队从重灾区带回的奇特结晶，经过处理后成为了科学理事会附加在报告上的样品。虽然它们都被归纳为同一类目，但这些色彩斑斓的个体，就像是拥有各自的意志一般，弥散着独属于自身的微芒。			通过玩法【链合回路·幽林竞狩】获得	12016						Assets/Product/Texture/Image/UiCollection/Iconcollection123.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019606	999	2				5				古典六分仪	收藏品	卡农博士赠送给其学生的毕业礼物。航海用的六分仪利用天体测定船舶所在的经纬度坐标，它提示着所有为未来奋斗的科研工作者，铭记自己与他人之间的联系。			通过玩法【本我回廊-卡列尼娜】获得	12017						Assets/Product/Texture/Image/UiCollection/Iconcollection126.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019607	999	2				2	[990147, 990148, 990149]	[3, 4, 5]		奈捷尔数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与“灰蝎”奈捷尔的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【奈捷尔数据样本】，品质提升为蓝色', '·获得3个【奈捷尔数据样本】，品质提升为紫色', '·获得5个【奈捷尔数据样本】，品质提升为橙色']		通过玩法【灰蝎暗袭】获得	12018						Assets/Product/Texture/Image/UiCollection/Iconcollection131.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019608	999	2				2	[990150, 990151, 990152]	[3, 4, 5]		地狱三头犬公仔	收藏品	诺克提的三头犬公仔，在出战前，诺克提会将它拿出来摆到舱门旁，和队友一起逐一与它碰拳，祝愿行动顺利。它见证过诺克提的所有战斗，包括没有被记录入档的部分，尽管每次都是因为运输机驾驶员它才能回到诺克提身边。	['·获得2个【地狱三头犬公仔】，品质提升为蓝色', '·获得3个【地狱三头犬公仔】，品质提升为紫色', '·获得4个【地狱三头犬公仔】，品质提升为橙色']		通过玩法【逐暗者怒号】获得	12019						Assets/Product/Texture/Image/UiCollection/Iconcollection127.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019609	999	2				3	[990153, 990154]	[4, 5]		生锈的挂钟	收藏品	钟表的数字不再走动，时间的牢笼已然破碎。	['·获得3个【生锈的挂钟】，品质提升为紫色', '·获得6个【生锈的挂钟】，品质提升为橙色']		通过玩法【噬潮逃生:时隙之潮】获得	12020						Assets/Product/Texture/Image/UiCollection/Iconcollection128.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019610	999	2				5				“飞溅一号”	收藏品	世界通用玩具公司出品——“飞溅一号”特制水火箭。原本只是作为观赏用的益智玩具，但在追加购买特殊瓶体与手持发射器后，即可发射超高溅射范围的水弹，是您胜出亲友间水枪大战的不二之选！			通过玩法【沙滩大作战】获得	12021						Assets/Product/Texture/Image/UiCollection/Iconcollection129.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019611	999	2				2	[990158, 990159, 990160]	[3, 4, 5]		无名的诗集	收藏品	回音从未给任何人看过的笔记本，记录着她自己的诗，憧憬，决意与誓言。	['·获得2个【无名的诗集】，品质提升为蓝色', '·获得3个【无名的诗集】，品质提升为紫色', '·获得4个【无名的诗集】，品质提升为橙色']		通过玩法【审判者正言】获得	12022						Assets/Product/Texture/Image/UiCollection/Iconcollection132.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019612	999	2				5				我全都要！	收藏品	闪亮的矿石，还有清澈的水晶……没错，对猫猫来说，当然是越多越好！			通过玩法【喵星淘金】获得	12023						Assets/Product/Texture/Image/UiCollection/Iconcollection133.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019613	2	2	19			2	[990161, 990162, 990163]	[3, 4, 5]		无隙星泊纪念章	收藏品	巴别塔计划·无隙星泊中获得的纪念章，用以嘉奖在无隙星泊战略行动中达成深度战略模拟的指挥官们。纪念章以特殊材质制作而成，寓意战士们的功绩如群星般闪耀。	['·完成巴别塔任务【黑域VII】，品质提升为蓝色', '·完成巴别塔任务【黑域VIII】，品质提升为紫色', '·完成巴别塔任务【黑域IX】，品质提升为橙色']		通关一次【巴别塔·无隙星泊】获得	1413		1				Assets/Product/Texture/Image/UiCollection/Iconcollection138.png	Assets/Product/Texture/Image/UiCollection/Iconcollection138.png					Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019614	999	2				5				诺安自制帮忙券	收藏品	为了对那次鲁莽行动表达歉意，诺安自制了一张万能帮忙券，可以用它来让诺安做一件事，什么都行。虽说是为了道歉，可他递过来的时候，却像派发优惠券的商人一样笑得很克制。“期待你的光临。”			通过玩法【本我回廊-逆旅】获得	12024						Assets/Product/Texture/Image/UiCollection/Iconcollection137.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019615	999	2				2	[990164, 990165, 990166]	[3, 4, 5]		给未来的我	收藏品	埋藏了很久的时间胶囊——想要看看外面的世界；想要未来的自己变得受欢迎；想要脑袋变聪明，得到大人的夸奖——封存在其中的手写信，寄放了许多至今也无法实现的愿望。	['·获得2个【给未来的我】，品质提升为蓝色', '·获得3个【给未来的我】，品质提升为紫色', '·获得4个【给未来的我】，品质提升为橙色']		通过玩法【追溯者洄游】获得	12025						Assets/Product/Texture/Image/UiCollection/Iconcollection134.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019616	999	2				2	[990167, 990168, 990169]	[3, 4, 5]		克希拉数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与克希拉的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【克希拉数据样本】，品质提升为蓝色', '·获得3个【克希拉数据样本】，品质提升为紫色', '·获得5个【克希拉数据样本】，品质提升为橙色']		通过玩法【旧日遥歌】获得	12026						Assets/Product/Texture/Image/UiCollection/Iconcollection135.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019617	999	2				5				深夏留忆	收藏品	一盒特别定制的拼图，拼合起来之后，承载了整个深夏的美好回忆。			通过玩法【盛夏洄影纪】获得	12027						Assets/Product/Texture/Image/UiCollection/Iconcollection136.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019618	999	2				2	[990170, 990171, 990172]	[3, 4, 5]		“王后”	收藏品	在某场游戏中被使用，代表着“王后”的棋子。	['·获得2个【“王后”】，品质提升为蓝色', '·获得3个【“王后”】，品质提升为紫色', '·获得4个【“王后”】，品质提升为橙色']		通过玩法【异访者焰起】获得	12028						Assets/Product/Texture/Image/UiCollection/Iconcollection140.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019619	999	2				2	[990173, 990174, 990175]	[3, 4, 5]		DEAD MASTER数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与DEAD MASTER的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【DEAD MASTER数据样本】，品质提升为蓝色', '·获得3个【DEAD MASTER数据样本】，品质提升为紫色', '·获得5个【DEAD MASTER数据样本】，品质提升为橙色']		通过玩法【末世一见】获得	12029						Assets/Product/Texture/Image/UiCollection/Iconcollection139.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019620	999	2				5				热舞纪运动毛巾	收藏品	主办方委托露西亚为本次活动设计的运动毛巾，作为赠予活跃参与者的谢礼。毛巾采用了颇具动感的配色，除此之外，身为设计者的露西亚还小小地滥用了权力，自作主张将自己的照片摆到了毛巾的显眼位置……希望不会有人感到困扰吧。			通过玩法【舞动绮音】获得	12030						Assets/Product/Texture/Image/UiCollection/Iconcollection141.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019621	13	2	2			2	[861902, 861903, 861904]	[3, 4, 5]	861901	时序·迭代	收藏品	发现于映像的最深点，为了逼近现实，不断进行迭代的数据单元。	['·完成映像潜渊任务【映像潜渊-时序Ⅰ】，品质提升为蓝色', '·完成映像潜渊任务【映像潜渊-时序Ⅲ】，品质提升为紫色', '·完成映像潜渊任务【映像潜渊-时序Ⅵ】，品质提升为橙色']		通过玩法【映像潜渊-深点迭代】获得	12031		1				Assets/Product/Texture/Image/UiCollection/Iconcollection145.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019622	999	2				2	[990176, 990177, 990178]	[3, 4, 5]		老旧战术指南针	收藏品	有着斑驳锈迹的老旧指南针，曾是绿洲小队标准装备里的配给，指针直至今日还能准确无误地指出方向。	['·获得2个【老旧战术指南针】，品质提升为蓝色', '·获得3个【老旧战术指南针】，品质提升为紫色', '·获得4个【老旧战术指南针】，品质提升为橙色']		通过玩法【遗忘者棘途】获得	12032						Assets/Product/Texture/Image/UiCollection/Iconcollection142.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019623	999	2				2	[990179, 990180, 990181]	[3, 4, 5]		巴拉德数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与巴拉德的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【巴拉德数据样本】，品质提升为蓝色', '·获得3个【巴拉德数据样本】，品质提升为紫色', '·获得5个【巴拉德数据样本】，品质提升为橙色']		通过玩法【铸火焚风】获得	12033						Assets/Product/Texture/Image/UiCollection/Iconcollection144.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019624	999	2				5				染枫镖	收藏品	小巧的回旋镖，是一种便于携带的暗器。由锋利的合金刀片链合而成，能在指尖极速转动，出手即刻就能斩断秋风与落叶。			通过玩法【链合回路·移风破斗】获得	12034						Assets/Product/Texture/Image/UiCollection/Iconcollection143.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019625	999	2				2	[990182, 990183, 990184]	[3, 4, 5]		九龙薰炉	收藏品	九龙工艺的香薰炉，雕刻成孔雀立于波浪山海之间，沉香木的香气化为飘烟萦绕而出，使人心静神宁。	['·获得2个【九龙薰炉】，品质提升为蓝色', '·获得3个【九龙薰炉】，品质提升为紫色', '·获得4个【九龙薰炉】，品质提升为橙色']		通过玩法【撰铭者濯世】获得	12035						Assets/Product/Texture/Image/UiCollection/Iconcollection147.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019626	999	2				2	[990185, 990186, 990187]	[3, 4, 5]		国王数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与国王的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【国王数据样本】，品质提升为蓝色', '·获得3个【国王数据样本】，品质提升为紫色', '·获得5个【国王数据样本】，品质提升为橙色']		通过玩法【蚀芒浊辉】获得	12036						Assets/Product/Texture/Image/UiCollection/Iconcollection146.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019627	999	2				3	[990188, 990189]	[4, 5]		“魔士方儿”	收藏品	鲨士碧儿的联名款的果冻方块摆件，尽管看上去可口，但要注意，这可不能吃哦。	['·获得2个【“魔士方儿”】，品质提升为紫色', '·获得3个【“魔士方儿”】，品质提升为橙色']		通过玩法【魔方弹跳乐】获得	12037						Assets/Product/Texture/Image/UiCollection/Iconcollection149.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019628	999	2				6				荣誉纪念章Ⅳ	收藏品	我们于冰雪凛冽的渊狱中斩断桎梏，在蓊郁无尽的森林中寻找前路，高举不灭的爝火照亮正义，走过只属于死者的游行寻求新生，将历史的遗焰铸成碑碣，沿着北极星的指引一路前行。 我们又走过了一年，我们将永远走在通往未来的旅途上。			通过活动【光影印迹】获得	303						Assets/Product/Texture/Image/UiCollection/Iconcollection150.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019629	999	2				2	[990190, 990191, 990192]	[3, 4, 5]		旧日遗存	收藏品	一台黄金时代就已经损坏的服务器，被布偶熊拆解之后变成了她的个人收藏之一。	['·获得2个【旧日遗存】，品质提升为蓝色', '·获得3个【旧日遗存】，品质提升为紫色', '·获得4个【旧日遗存】，品质提升为橙色']		通过玩法【继承者追索】获得	12039						Assets/Product/Texture/Image/UiCollection/Iconcollection152.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019630	999	2				2	[990193, 990194, 990195]	[3, 4, 5]		柯蕾多尔数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与柯蕾多尔的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【柯蕾多尔数据样本】，品质提升为蓝色', '·获得3个【柯蕾多尔数据样本】，品质提升为紫色', '·获得5个【柯蕾多尔数据样本】，品质提升为橙色']		通过玩法【绽罔织潮】获得	12040						Assets/Product/Texture/Image/UiCollection/Iconcollection153.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019631	999	2				5				星跃节拍	收藏品	为【熊熊破坏王】获胜者定制的奖品，这台音箱在保留了便携性的同时有着出色的音响效果，中心处刻着独一无二的WINNER字样。			通过玩法【熊熊破坏王】获得	12041						Assets/Product/Texture/Image/UiCollection/Iconcollection154.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019632	999	2				5				喵星幻映	收藏品	见鬼，这台全息仪器里全是猫咪的样子，下次得放在小东西们够不到的地方……好吧，还挺可爱的。			通过玩法【喵星淘金】获得	12042						Assets/Product/Texture/Image/UiCollection/Iconcollection151.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019633	999	2				5				生日花束	收藏品	由每个人挑选一朵鲜花，一起制作而成的生日花束。每朵花里面都寄托了他们对指挥官独一无二的谢意和回忆。			生日当天获得	12038						Assets/Product/Texture/Image/UiCollection/Iconcollection148.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019634	999	2				2	[990196, 990197, 990198]	[3, 4, 5]		镜雪残声	收藏品	连铃声都已变得虚弱的古老电话，指引困囿之人归家的旅途。	['·获得2个【镜雪残声】，品质提升为蓝色', '·获得3个【镜雪残声】，品质提升为紫色', '·获得4个【镜雪残声】，品质提升为橙色']		通过玩法【破界者归赎】获得	12043						Assets/Product/Texture/Image/UiCollection/Iconcollection155.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019635	999	2				2	[990199, 990200, 990201]	[3, 4, 5]		塞勒涅数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与塞勒涅的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得2个【塞勒涅数据样本】，品质提升为蓝色', '·获得3个【塞勒涅数据样本】，品质提升为紫色', '·获得5个【塞勒涅数据样本】，品质提升为橙色']		通过玩法【孽忆罪冕】获得	12044						Assets/Product/Texture/Image/UiCollection/Iconcollection158.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019636	999	2				5				镜像星尘	收藏品	星尘永绪，辉煌凝时，绘制着时间与月相的徽章，见证着此刻的抉择与荣耀。			通过主线【镜像星尘】获得	12045						Assets/Product/Texture/Image/UiCollection/Iconcollection157.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019637	999	2				5				熙熙余星	收藏品	放走的花灯终会远去，但鲨士碧儿的香薰蜡烛会代替它继续为你照亮黑夜哦。			通过玩法【新岁游园】获得	12046						Assets/Product/Texture/Image/UiCollection/Iconcollection160.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
