Id	Name	BuffName	DistributeTypes	Desc	Region	BuffIds	BuffDesc	StageId	MarkId	IsAbandoned
216	熵钟异数	['晦色渊隙', '蚀刃峰岭']	[11, 8]	斗众之势：每一波固定刷新3或6只普通怪物		[4175, 4115]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080227, 30080207]	3	
217	熵钟异数	['晦色渊隙', '蚀刃峰岭']	[11, 8]	祸不单行：每一波固定刷新2只精英怪物		[4175, 4115]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080225, 30080205]	4	
218	熵钟异数	['晦色渊隙', '蚀刃峰岭']	[11, 8]	困兽犹斗：每一波次固定只刷新1只怪物		[4175, 4115]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080224, 30080204]	5	
219	熵钟异数	['晦色渊隙', '蚀刃峰岭']	[11, 8]	合军聚众：刷新多只普通怪物与精英怪物		[4175, 4115]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080223, 30080203]	3	
220	熵钟异数	['机械工厂', '衍射空洞']	[1, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4001, 4088]	['物理伤害大幅提升，真意斩伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
221	熵钟异数	['机械工厂', '衍射空洞']	[1, 12]	祸不单行：每一波固定刷新2只精英怪物		[4001, 4088]	['物理伤害大幅提升，真意斩伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
222	熵钟异数	['机械工厂', '衍射空洞']	[1, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4001, 4088]	['物理伤害大幅提升，真意斩伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
223	熵钟异数	['机械工厂', '衍射空洞']	[1, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4001, 4088]	['物理伤害大幅提升，真意斩伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
224	熵钟异数	['猩红冰原', '衍射空洞']	[2, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4002, 4088]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
225	熵钟异数	['猩红冰原', '衍射空洞']	[2, 12]	祸不单行：每一波固定刷新2只精英怪物		[4002, 4088]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
226	熵钟异数	['猩红冰原', '衍射空洞']	[2, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4002, 4088]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
227	熵钟异数	['猩红冰原', '衍射空洞']	[2, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4002, 4088]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
228	熵钟异数	['火焰轮回', '衍射空洞']	[3, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4003, 4088]	['火属性伤害大幅提升，焚烧伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
229	熵钟异数	['火焰轮回', '衍射空洞']	[3, 12]	祸不单行：每一波固定刷新2只精英怪物		[4003, 4088]	['火属性伤害大幅提升，焚烧伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
230	熵钟异数	['火焰轮回', '衍射空洞']	[3, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4003, 4088]	['火属性伤害大幅提升，焚烧伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
231	熵钟异数	['火焰轮回', '衍射空洞']	[3, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4003, 4088]	['火属性伤害大幅提升，焚烧伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
232	熵钟异数	['镭射合金', '衍射空洞']	[4, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4004, 4088]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
233	熵钟异数	['镭射合金', '衍射空洞']	[4, 12]	祸不单行：每一波固定刷新2只精英怪物		[4004, 4088]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
234	熵钟异数	['镭射合金', '衍射空洞']	[4, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4004, 4088]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
235	熵钟异数	['镭射合金', '衍射空洞']	[4, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4004, 4088]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
236	熵钟异数	['暗影深林', '衍射空洞']	[5, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4005, 4088]	['暗属性伤害大幅提升，黯衍伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
237	熵钟异数	['暗影深林', '衍射空洞']	[5, 12]	祸不单行：每一波固定刷新2只精英怪物		[4005, 4088]	['暗属性伤害大幅提升，黯衍伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
238	熵钟异数	['暗影深林', '衍射空洞']	[5, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4005, 4088]	['暗属性伤害大幅提升，黯衍伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
239	熵钟异数	['暗影深林', '衍射空洞']	[5, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4005, 4088]	['暗属性伤害大幅提升，黯衍伤害小幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
240	熵钟异数	['涡流围壁', '衍射空洞']	[7, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4114, 4088]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
241	熵钟异数	['涡流围壁', '衍射空洞']	[7, 12]	祸不单行：每一波固定刷新2只精英怪物		[4114, 4088]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
242	熵钟异数	['涡流围壁', '衍射空洞']	[7, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4114, 4088]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
243	熵钟异数	['涡流围壁', '衍射空洞']	[7, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4114, 4088]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
244	熵钟异数	['蚀刃峰岭', '衍射空洞']	[8, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4115, 4088]	['物理伤害小幅提升，真意斩伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
245	熵钟异数	['蚀刃峰岭', '衍射空洞']	[8, 12]	祸不单行：每一波固定刷新2只精英怪物		[4115, 4088]	['物理伤害小幅提升，真意斩伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
246	熵钟异数	['蚀刃峰岭', '衍射空洞']	[8, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4115, 4088]	['物理伤害小幅提升，真意斩伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
247	熵钟异数	['蚀刃峰岭', '衍射空洞']	[8, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4115, 4088]	['物理伤害小幅提升，真意斩伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
248	熵钟异数	['袭凛危塔', '衍射空洞']	[9, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4143, 4088]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
249	熵钟异数	['袭凛危塔', '衍射空洞']	[9, 12]	祸不单行：每一波固定刷新2只精英怪物		[4143, 4088]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
250	熵钟异数	['袭凛危塔', '衍射空洞']	[9, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4143, 4088]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
251	熵钟异数	['袭凛危塔', '衍射空洞']	[9, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4143, 4088]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
252	熵钟异数	['岩流深壑', '衍射空洞']	[10, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4161, 4088]	['火属性伤害小幅提升，焚烧伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
253	熵钟异数	['岩流深壑', '衍射空洞']	[10, 12]	祸不单行：每一波固定刷新2只精英怪物		[4161, 4088]	['火属性伤害小幅提升，焚烧伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
254	熵钟异数	['岩流深壑', '衍射空洞']	[10, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4161, 4088]	['火属性伤害小幅提升，焚烧伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
255	熵钟异数	['岩流深壑', '衍射空洞']	[10, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4161, 4088]	['火属性伤害小幅提升，焚烧伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
256	熵钟异数	['晦色渊隙', '衍射空洞']	[11, 12]	困兽犹斗：每一波次固定只刷新1只怪物		[4175, 4088]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080623, 30080603]	5	
257	熵钟异数	['晦色渊隙', '衍射空洞']	[11, 12]	祸不单行：每一波固定刷新2只精英怪物		[4175, 4088]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080624, 30080604]	4	
258	熵钟异数	['晦色渊隙', '衍射空洞']	[11, 12]	斗众之势：每一波固定刷新3或6只普通怪物		[4175, 4088]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080625, 30080605]	3	
259	熵钟异数	['晦色渊隙', '衍射空洞']	[11, 12]	合军聚众：刷新多只普通怪物与精英怪物		[4175, 4088]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '每隔3波怪物会获得稳态力场']	[30080626, 30080606]	3	
