Id	Cvs	CvContent
100008908	[100008908, 200008908, 300008908, 100008908]	['I want to give myself a new name.', 'I want to give myself a new name.', 'I want to give myself a new name.', 'I want to give myself a new name.']
100008909	[100008909, 200008909, 300008909, 100008909]	['Do you have any suggestions, 【kuroname】?', 'Do you have any suggestions, 【kuroname】?', 'Do you have any suggestions, 【kuroname】?', 'Do you have any suggestions, 【kuroname】?']
100008910	[100008910, 200008910, 300008910, 100008910]	['Great music is silent. Great forms are formless...', 'Great music is silent. Great forms are formless...', 'Great music is silent. Great forms are formless...', 'Great music is silent. Great forms are formless...']
100008911	[100008911, 200008911, 300008911, 100008911]	"[""You've read Kowloong's works too? I came across that line once."", ""You've read Kowloong's works too? I came across that line once."", ""You've read Kowloong's works too? I came across that line once."", ""You've read Kowloong's works too? I came across that line once.""]"
100008912	[100008912, 200008912, 300008912, 100008912]	"[""The most beautiful music is often the softest—pianissimo, barely more than a whisper. True art doesn't shout; it silently becomes one with the world around it."", ""The most beautiful music is often the softest—pianissimo, barely more than a whisper. True art doesn't shout; it silently becomes one with the world around it."", ""The most beautiful music is often the softest—pianissimo, barely more than a whisper. True art doesn't shout; it silently becomes one with the world around it."", ""The most beautiful music is often the softest—pianissimo, barely more than a whisper. True art doesn't shout; it silently becomes one with the world around it.""]"
100008913	[100008913, 200008913, 300008913, 100008913]	['Pianissimo...', 'Pianissimo...', 'Pianissimo...', 'Pianissimo...']
100008914	[100008914, 200008914, 300008914, 100008914]	['What do you think of that as a name for this frame?', 'What do you think of that as a name for this frame?', 'What do you think of that as a name for this frame?', 'What do you think of that as a name for this frame?']
100008915	[100008915, 200008915, 300008915, 100008915]	"['You mean... ""Peace in me""?', 'You mean... ""Peace in me""?', 'You mean... ""Peace in me""?', 'You mean... ""Peace in me""?']"
100008916	[100008916, 200008916, 300008916, 100008916]	"[""Well, I don't mind the pun."", ""Well, I don't mind the pun."", ""Well, I don't mind the pun."", ""Well, I don't mind the pun.""]"
100008917	[100008917, 200008917, 300008917, 100008917]	['Only the experience of hell can exercise the power to create heaven, only through the blood of the fingers can the world pop into existence. Remember that letter I wrote you?', 'Only the experience of hell can exercise the power to create heaven, only through the blood of the fingers can the world pop into existence. Remember that letter I wrote you?', 'Only the experience of hell can exercise the power to create heaven, only through the blood of the fingers can the world pop into existence. Remember that letter I wrote you?', 'Only the experience of hell can exercise the power to create heaven, only through the blood of the fingers can the world pop into existence. Remember that letter I wrote you?']
100008918	[100008918, 200008918, 300008918, 100008918]	['I never once regretted becoming a Construct, or walking into that station.', 'I never once regretted becoming a Construct, or walking into that station.', 'I never once regretted becoming a Construct, or walking into that station.', 'I never once regretted becoming a Construct, or walking into that station.']
100008919	[100008919, 200008919, 300008919, 100008919]	"[""That's why this name means so much more to me now."", ""That's why this name means so much more to me now."", ""That's why this name means so much more to me now."", ""That's why this name means so much more to me now.""]"
100008920	[100008920, 200008920, 300008920, 100008920]	['Someone once gave their life to protect me, so...', 'Someone once gave their life to protect me, so...', 'Someone once gave their life to protect me, so...', 'Someone once gave their life to protect me, so...']
100008921	[100008921, 200008921, 300008921, 100008921]	"[""If the day ever comes when the world needs me to do the same... I won't hesitate."", ""If the day ever comes when the world needs me to do the same... I won't hesitate."", ""If the day ever comes when the world needs me to do the same... I won't hesitate."", ""If the day ever comes when the world needs me to do the same... I won't hesitate.""]"
100008922	[100008922, 200008922, 300008922, 100008922]	['Because I believe the seeds of our civilization will one day bloom brighter than ever...', 'Because I believe the seeds of our civilization will one day bloom brighter than ever...', 'Because I believe the seeds of our civilization will one day bloom brighter than ever...', 'Because I believe the seeds of our civilization will one day bloom brighter than ever...']
100008923	[100008923, 200008923, 300008923, 100008923]	"[""But that's just a hypothetical..."", ""But that's just a hypothetical..."", ""But that's just a hypothetical..."", ""But that's just a hypothetical...""]"
100008924	[100008924, 200008924, 300008924, 100008924]	['So yes, I really do like this name.', 'So yes, I really do like this name.', 'So yes, I really do like this name.', 'So yes, I really do like this name.']
100008925	[100008925, 200008925, 300008925, 100008925]	['【kuroname】, over here!', '【kuroname】, over here!', '【kuroname】, over here!', '【kuroname】, over here!']
100008926	[100008926, 200008926, 300008926, 100008926]	"[""It's been so long. This place brings back memories..."", ""It's been so long. This place brings back memories..."", ""It's been so long. This place brings back memories..."", ""It's been so long. This place brings back memories...""]"
100008927	[100008927, 200008927, 300008927, 100008927]	['Kind of.', 'Kind of.', 'Kind of.', 'Kind of.']
100008928	[100008928, 200008928, 300008928, 100008928]	"[""Sounds fun, but that's not why I asked you here today."", ""Sounds fun, but that's not why I asked you here today."", ""Sounds fun, but that's not why I asked you here today."", ""Sounds fun, but that's not why I asked you here today.""]"
100008929	[100008929, 200008929, 300008929, 100008929]	"['These are stories I recorded while I was ""wandering.""', 'These are stories I recorded while I was ""wandering.""', 'These are stories I recorded while I was ""wandering.""', 'These are stories I recorded while I was ""wandering.""']"
100008930	[100008930, 200008930, 300008930, 100008930]	"[""Oh... I'm sorry."", ""Oh... I'm sorry."", ""Oh... I'm sorry."", ""Oh... I'm sorry.""]"
100008931	[100008931, 200008931, 300008931, 100008931]	['I wandered across the surface, my M.I.N.D. in shambles, my memories lost.', 'I wandered across the surface, my M.I.N.D. in shambles, my memories lost.', 'I wandered across the surface, my M.I.N.D. in shambles, my memories lost.', 'I wandered across the surface, my M.I.N.D. in shambles, my memories lost.']
100008932	[100008932, 200008932, 300008932, 100008932]	"['I searched day and night... An ""agent"" who once helped me said that only I could find my own story.', 'I searched day and night... An ""agent"" who once helped me said that only I could find my own story.', 'I searched day and night... An ""agent"" who once helped me said that only I could find my own story.', 'I searched day and night... An ""agent"" who once helped me said that only I could find my own story.']"
100008933	[100008933, 200008933, 300008933, 100008933]	['Now and then, words surfaced from my fragmented M.I.N.D... I copied them down when I was lucid.', 'Now and then, words surfaced from my fragmented M.I.N.D... I copied them down when I was lucid.', 'Now and then, words surfaced from my fragmented M.I.N.D... I copied them down when I was lucid.', 'Now and then, words surfaced from my fragmented M.I.N.D... I copied them down when I was lucid.']
100008934	[100008934, 200008934, 300008934, 100008934]	['Whenever my M.I.N.D. burned with pain, reading those words brought some relief...', 'Whenever my M.I.N.D. burned with pain, reading those words brought some relief...', 'Whenever my M.I.N.D. burned with pain, reading those words brought some relief...', 'Whenever my M.I.N.D. burned with pain, reading those words brought some relief...']
100008935	[100008935, 200008935, 300008935, 100008935]	"[""But... this isn't what I wanted to show you this time."", ""But... this isn't what I wanted to show you this time."", ""But... this isn't what I wanted to show you this time."", ""But... this isn't what I wanted to show you this time.""]"
100008936	[100008936, 200008936, 300008936, 100008936]	"[""It's these... stories I've recorded myself."", ""It's these... stories I've recorded myself."", ""It's these... stories I've recorded myself."", ""It's these... stories I've recorded myself.""]"
100008937	[100008937, 200008937, 300008937, 100008937]	"[""With the power of the Transcendant and the Red Tide, I've read so many stories... ones that have vanished from the world."", ""With the power of the Transcendant and the Red Tide, I've read so many stories... ones that have vanished from the world."", ""With the power of the Transcendant and the Red Tide, I've read so many stories... ones that have vanished from the world."", ""With the power of the Transcendant and the Red Tide, I've read so many stories... ones that have vanished from the world.""]"
100008938	[100008938, 200008938, 300008938, 100008938]	"[""Lately, I've been compiling and preserving every story I could find."", ""Lately, I've been compiling and preserving every story I could find."", ""Lately, I've been compiling and preserving every story I could find."", ""Lately, I've been compiling and preserving every story I could find.""]"
100008939	[100008939, 200008939, 300008939, 100008939]	"[""If no one else remembers them, then I will. I'll be the one to carry them forward."", ""If no one else remembers them, then I will. I'll be the one to carry them forward."", ""If no one else remembers them, then I will. I'll be the one to carry them forward."", ""If no one else remembers them, then I will. I'll be the one to carry them forward.""]"
100008940	[100008940, 200008940, 300008940, 100008940]	['...This is the last one, City 82.', '...This is the last one, City 82.', '...This is the last one, City 82.', '...This is the last one, City 82.']
100008941	[100008941, 200008941, 300008941, 100008941]	['They waited for the evacuation for so long, and made impossible choices just to survive. But in the end... all that came for them was the Red Tide.', 'They waited for the evacuation for so long, and made impossible choices just to survive. But in the end... all that came for them was the Red Tide.', 'They waited for the evacuation for so long, and made impossible choices just to survive. But in the end... all that came for them was the Red Tide.', 'They waited for the evacuation for so long, and made impossible choices just to survive. But in the end... all that came for them was the Red Tide.']
100008942	[100008942, 200008942, 300008942, 100008942]	"['I used to praise war casually, along with the brilliance of humanity in my mind, attempting to ""depict the real world"" ""through the trial of hell"" in an arrogant way.', 'I used to praise war casually, along with the brilliance of humanity in my mind, attempting to ""depict the real world"" ""through the trial of hell"" in an arrogant way.', 'I used to praise war casually, along with the brilliance of humanity in my mind, attempting to ""depict the real world"" ""through the trial of hell"" in an arrogant way.', 'I used to praise war casually, along with the brilliance of humanity in my mind, attempting to ""depict the real world"" ""through the trial of hell"" in an arrogant way.']"
100008943	[100008943, 200008943, 300008943, 100008943]	['But the real world was never meant to be depicted—it keeps composing its own song, moment by moment.', 'But the real world was never meant to be depicted—it keeps composing its own song, moment by moment.', 'But the real world was never meant to be depicted—it keeps composing its own song, moment by moment.', 'But the real world was never meant to be depicted—it keeps composing its own song, moment by moment.']
100008944	[100008944, 200008944, 300008944, 100008944]	['I want to... be someone who listens, someone who writes those songs down.', 'I want to... be someone who listens, someone who writes those songs down.', 'I want to... be someone who listens, someone who writes those songs down.', 'I want to... be someone who listens, someone who writes those songs down.']
100008945	[100008945, 200008945, 300008945, 100008945]	"[""They lived on this Earth. I'll make sure it remembers their voices."", ""They lived on this Earth. I'll make sure it remembers their voices."", ""They lived on this Earth. I'll make sure it remembers their voices."", ""They lived on this Earth. I'll make sure it remembers their voices.""]"
100008946	[100008946, 200008946, 300008946, 100008946]	['So please, listen. This song is for them.', 'So please, listen. This song is for them.', 'So please, listen. This song is for them.', 'So please, listen. This song is for them.']
100008947	[100008947, 200008947, 300008947, 100008947]	"['It\'s called ""Requiem for the Nameless"".', 'It\'s called ""Requiem for the Nameless"".', 'It\'s called ""Requiem for the Nameless"".', 'It\'s called ""Requiem for the Nameless"".']"
100008948	[100008948, 200008948, 300008948, 100008948]	['Then... goodbye, Conductor.', 'Then... goodbye, Conductor.', 'Then... goodbye, Conductor.', 'Then... goodbye, Conductor.']
100008949	[100008949, 200008949, 300008949, 100008949]	['Wait—', 'Wait—', 'Wait—', 'Wait—']
100008950	[100008950, 200008950, 300008950, 100008950]	['Just one more thing, I truly am grateful that you followed my voice here...', 'Just one more thing, I truly am grateful that you followed my voice here...', 'Just one more thing, I truly am grateful that you followed my voice here...', 'Just one more thing, I truly am grateful that you followed my voice here...']
100008951	[100008951, 200008951, 300008951, 100008951]	"[""Without you, I might've stayed lost in that half-empty shell of a memory, never seen again..."", ""Without you, I might've stayed lost in that half-empty shell of a memory, never seen again..."", ""Without you, I might've stayed lost in that half-empty shell of a memory, never seen again..."", ""Without you, I might've stayed lost in that half-empty shell of a memory, never seen again...""]"
100008952	[100008952, 200008952, 300008952, 100008952]	['...Conductor, could you stay a little longer?', '...Conductor, could you stay a little longer?', '...Conductor, could you stay a little longer?', '...Conductor, could you stay a little longer?']
100008953	[100008953, 200008953, 300008953, 100008953]	['Just like how you stood close to me just now... I want to be close to you too.', 'Just like how you stood close to me just now... I want to be close to you too.', 'Just like how you stood close to me just now... I want to be close to you too.', 'Just like how you stood close to me just now... I want to be close to you too.']
100008954	[100008954, 200008954, 300008954, 100008954]	"[""Promise me, tomorrow, the day after, or in some distant future, you'll stay by my side, just like today."", ""Promise me, tomorrow, the day after, or in some distant future, you'll stay by my side, just like today."", ""Promise me, tomorrow, the day after, or in some distant future, you'll stay by my side, just like today."", ""Promise me, tomorrow, the day after, or in some distant future, you'll stay by my side, just like today.""]"
100008955	[100008955, 200008955, 300008955, 100008955]	"[""We've already lost so much time... From now on, I want to hold onto every second with you."", ""We've already lost so much time... From now on, I want to hold onto every second with you."", ""We've already lost so much time... From now on, I want to hold onto every second with you."", ""We've already lost so much time... From now on, I want to hold onto every second with you.""]"
100008956	[100008956, 200008956, 300008956, 100008956]	['Hmm...', 'Hmm...', 'Hmm...', 'Hmm...']
100008957	[100008957, 200008957, 300008957, 100008957]	"[""I hope you'll take this... iris."", ""I hope you'll take this... iris."", ""I hope you'll take this... iris."", ""I hope you'll take this... iris.""]"
100008958	[100008958, 200008958, 300008958, 100008958]	"[""It's not much of a reward, but... I still want you to have it."", ""It's not much of a reward, but... I still want you to have it."", ""It's not much of a reward, but... I still want you to have it."", ""It's not much of a reward, but... I still want you to have it.""]"
100008959	[100008959, 200008959, 300008959, 100008959]	['I just hope... this can be my way of staying by your side.', 'I just hope... this can be my way of staying by your side.', 'I just hope... this can be my way of staying by your side.', 'I just hope... this can be my way of staying by your side.']
100008960	[100008960, 200008960, 300008960, 100008960]	['...!', '...!', '...!', '...!']
100008961	[100008961, 200008961, 300008961, 100008961]	['...I do trust you.', '...I do trust you.', '...I do trust you.', '...I do trust you.']
100008962	[100008962, 200008962, 300008962, 100008962]	"[""No matter how far apart we are, I'll carry these words with me, always."", ""No matter how far apart we are, I'll carry these words with me, always."", ""No matter how far apart we are, I'll carry these words with me, always."", ""No matter how far apart we are, I'll carry these words with me, always.""]"
100008963	[100008963, 200008963, 300008963, 100008963]	"[""As long as I have your promise, I won't be lost in the dark again."", ""As long as I have your promise, I won't be lost in the dark again."", ""As long as I have your promise, I won't be lost in the dark again."", ""As long as I have your promise, I won't be lost in the dark again.""]"
100008964	[100008964, 200008964, 300008964, 100008964]	"[""This is where it all began, wasn't it?"", ""This is where it all began, wasn't it?"", ""This is where it all began, wasn't it?"", ""This is where it all began, wasn't it?""]"
100008965	[100008965, 200008965, 300008965, 100008965]	['Fine...', 'Fine...', 'Fine...', 'Fine...']
100008966	[100008966, 200008966, 300008966, 100008966]	"[""Then let's end it here, too."", ""Then let's end it here, too."", ""Then let's end it here, too."", ""Then let's end it here, too.""]"
100008967	[100008967, 200008967, 300008967, 100008967]	['Time...', 'Time...', 'Time...', 'Time...']
100008968	[100008968, 200008968, 300008968, 100008968]	['Conductor...', 'Conductor...', 'Conductor...', 'Conductor...']
100008969	[100008969, 200008969, 300008969, 100008969]	['That prelude just now... Pretty sure Conductor has noticed that a few notes were missing.', 'That prelude just now... Pretty sure Conductor has noticed that a few notes were missing.', 'That prelude just now... Pretty sure Conductor has noticed that a few notes were missing.', 'That prelude just now... Pretty sure Conductor has noticed that a few notes were missing.']
100008970	[100008970, 200008970, 300008970, 100008970]	"[""I had a look at the piano. Three of the hammer mechanisms are missing from the inside, and there's a slip of note next to it."", ""I had a look at the piano. Three of the hammer mechanisms are missing from the inside, and there's a slip of note next to it."", ""I had a look at the piano. Three of the hammer mechanisms are missing from the inside, and there's a slip of note next to it."", ""I had a look at the piano. Three of the hammer mechanisms are missing from the inside, and there's a slip of note next to it.""]"
100008971	[100008971, 200008971, 300008971, 100008971]	"[""Come and find me. The treasure is in the oath of the loyal knight, on the bright spring's flower field, and among the talking and laughing when we enjoy the wine."", ""Come and find me. The treasure is in the oath of the loyal knight, on the bright spring's flower field, and among the talking and laughing when we enjoy the wine."", ""Come and find me. The treasure is in the oath of the loyal knight, on the bright spring's flower field, and among the talking and laughing when we enjoy the wine."", ""Come and find me. The treasure is in the oath of the loyal knight, on the bright spring's flower field, and among the talking and laughing when we enjoy the wine.""]"
100008972	[100008972, 200008972, 300008972, 100008972]	"['Must be an ""Easter egg"" by the WGAA... They always incorporate clever little games like this in their holographic simulations.', 'Must be an ""Easter egg"" by the WGAA... They always incorporate clever little games like this in their holographic simulations.', 'Must be an ""Easter egg"" by the WGAA... They always incorporate clever little games like this in their holographic simulations.', 'Must be an ""Easter egg"" by the WGAA... They always incorporate clever little games like this in their holographic simulations.']"
100008973	[100008973, 200008973, 300008973, 100008973]	"[""Since it's a game... Conductor, let's do this together."", ""Since it's a game... Conductor, let's do this together."", ""Since it's a game... Conductor, let's do this together."", ""Since it's a game... Conductor, let's do this together.""]"
100008974	[100008974, 200008974, 300008974, 100008974]	"[""I never thought I'd see this again in Babylonia... Conductor, could you help me preserve this moment forever?"", ""I never thought I'd see this again in Babylonia... Conductor, could you help me preserve this moment forever?"", ""I never thought I'd see this again in Babylonia... Conductor, could you help me preserve this moment forever?"", ""I never thought I'd see this again in Babylonia... Conductor, could you help me preserve this moment forever?""]"
100008975	[100008975, 200008975, 300008975, 100008975]	"[""Ah! It's the stage costume I used for my performances... The holographic simulation seems capable of making simple adjustments to fit my current frame. Should we... try it on?"", ""Ah! It's the stage costume I used for my performances... The holographic simulation seems capable of making simple adjustments to fit my current frame. Should we... try it on?"", ""Ah! It's the stage costume I used for my performances... The holographic simulation seems capable of making simple adjustments to fit my current frame. Should we... try it on?"", ""Ah! It's the stage costume I used for my performances... The holographic simulation seems capable of making simple adjustments to fit my current frame. Should we... try it on?""]"
100008976	[100008976, 200008976, 300008976, 100008976]	['Sigh... Wearing this costume again after so many years gives me such a familiar but strange feeling.', 'Sigh... Wearing this costume again after so many years gives me such a familiar but strange feeling.', 'Sigh... Wearing this costume again after so many years gives me such a familiar but strange feeling.', 'Sigh... Wearing this costume again after so many years gives me such a familiar but strange feeling.']
100008977	[100008977, 200008977, 300008977, 100008977]	['The Tempest, Turandot, The Gadfly... All the scripts here are from classic stage productions.', 'The Tempest, Turandot, The Gadfly... All the scripts here are from classic stage productions.', 'The Tempest, Turandot, The Gadfly... All the scripts here are from classic stage productions.', 'The Tempest, Turandot, The Gadfly... All the scripts here are from classic stage productions.']
100008978	[100008978, 200008978, 300008978, 100008978]	"[""I'd love to perform these plays for you sometime, Conductor."", ""I'd love to perform these plays for you sometime, Conductor."", ""I'd love to perform these plays for you sometime, Conductor."", ""I'd love to perform these plays for you sometime, Conductor.""]"
100008979	[100008979, 200008979, 300008979, 100008979]	"[""We haven't found all the hammer mechanisms yet. Let's follow the hints on the note and search around nearby."", ""We haven't found all the hammer mechanisms yet. Let's follow the hints on the note and search around nearby."", ""We haven't found all the hammer mechanisms yet. Let's follow the hints on the note and search around nearby."", ""We haven't found all the hammer mechanisms yet. Let's follow the hints on the note and search around nearby.""]"
100008980	[100008980, 200008980, 300008980, 100008980]	['In the oath of the loyal knight... So they replaced the sword with a hammer mechanism, huh?', 'In the oath of the loyal knight... So they replaced the sword with a hammer mechanism, huh?', 'In the oath of the loyal knight... So they replaced the sword with a hammer mechanism, huh?', 'In the oath of the loyal knight... So they replaced the sword with a hammer mechanism, huh?']
100008981	[100008981, 200008981, 300008981, 100008981]	"[""I don't think there's anything else to dig up here, Conductor. Let's head down to the main hall and see what we can find there."", ""I don't think there's anything else to dig up here, Conductor. Let's head down to the main hall and see what we can find there."", ""I don't think there's anything else to dig up here, Conductor. Let's head down to the main hall and see what we can find there."", ""I don't think there's anything else to dig up here, Conductor. Let's head down to the main hall and see what we can find there.""]"
100008982	[100008982, 200008982, 300008982, 100008982]	['Conductor, may I lead you to the dance floor once more?', 'Conductor, may I lead you to the dance floor once more?', 'Conductor, may I lead you to the dance floor once more?', 'Conductor, may I lead you to the dance floor once more?']
100008983	[100008983, 200008983, 300008983, 100008983]	"[""Just wanted to be sure... Great, this isn't a dream."", ""Just wanted to be sure... Great, this isn't a dream."", ""Just wanted to be sure... Great, this isn't a dream."", ""Just wanted to be sure... Great, this isn't a dream.""]"
100008984	[100008984, 200008984, 300008984, 100008984]	['That hint of purple is...', 'That hint of purple is...', 'That hint of purple is...', 'That hint of purple is...']
100008985	[100008985, 200008985, 300008985, 100008985]	['Thank you for discovering it flourishing in that corner, Conductor.', 'Thank you for discovering it flourishing in that corner, Conductor.', 'Thank you for discovering it flourishing in that corner, Conductor.', 'Thank you for discovering it flourishing in that corner, Conductor.']
100008986	[100008986, 200008986, 300008986, 100008986]	"[""On the bright spring's flower field... Whoever wrote this is pretty imaginative. Pretty sure they could turn a dish of flowers into spring itself."", ""On the bright spring's flower field... Whoever wrote this is pretty imaginative. Pretty sure they could turn a dish of flowers into spring itself."", ""On the bright spring's flower field... Whoever wrote this is pretty imaginative. Pretty sure they could turn a dish of flowers into spring itself."", ""On the bright spring's flower field... Whoever wrote this is pretty imaginative. Pretty sure they could turn a dish of flowers into spring itself.""]"
100008987	[100008987, 200008987, 300008987, 100008987]	"[""The bar should be the only place we haven't looked into."", ""The bar should be the only place we haven't looked into."", ""The bar should be the only place we haven't looked into."", ""The bar should be the only place we haven't looked into.""]"
100008988	[100008988, 200008988, 300008988, 100008988]	"[""You must be tired from all this running around, Conductor. Why don't we sit down and rest for a bit?"", ""You must be tired from all this running around, Conductor. Why don't we sit down and rest for a bit?"", ""You must be tired from all this running around, Conductor. Why don't we sit down and rest for a bit?"", ""You must be tired from all this running around, Conductor. Why don't we sit down and rest for a bit?""]"
100008989	[100008989, 200008989, 300008989, 100008989]	"[""Such a peaceful moment... I'm happy to share this space and my feelings with you."", ""Such a peaceful moment... I'm happy to share this space and my feelings with you."", ""Such a peaceful moment... I'm happy to share this space and my feelings with you."", ""Such a peaceful moment... I'm happy to share this space and my feelings with you.""]"
100008990	[100008990, 200008990, 300008990, 100008990]	"[""Let's sit a little longer. I'd like to know more... about you, Conductor."", ""Let's sit a little longer. I'd like to know more... about you, Conductor."", ""Let's sit a little longer. I'd like to know more... about you, Conductor."", ""Let's sit a little longer. I'd like to know more... about you, Conductor.""]"
100008991	[100008991, 200008991, 300008991, 400008991]	"[""Do you have any memories you'll never forget, Conductor?"", ""Do you have any memories you'll never forget, Conductor?"", ""Do you have any memories you'll never forget, Conductor?"", ""Do you have any memories you'll never forget, Conductor?""]"
100008992	[100008992, 200008992, 300008992, 100008992]	['Pfft...', 'Pfft...', 'Pfft...', 'Pfft...']
100008993	[100008993, 200008993, 300008993, 400008993]	['Is there something you wanted to tell me, Conductor?', 'Is there something you wanted to tell me, Conductor?', 'Is there something you wanted to tell me, Conductor?', 'Is there something you wanted to tell me, Conductor?']
100008994	[100008994, 200008994, 300008994, 100008994]	['Phew—', 'Phew—', 'Phew—', 'Phew—']
100008995	[100008995, 200008995, 300008995, 100008995]	"[""There's no need to regret it, Conductor, because... we've already found much more joy than we had back then."", ""There's no need to regret it, Conductor, because... we've already found much more joy than we had back then."", ""There's no need to regret it, Conductor, because... we've already found much more joy than we had back then."", ""There's no need to regret it, Conductor, because... we've already found much more joy than we had back then.""]"
100008996	[100008996, 200008996, 300008996, 100008996]	"['As the saying goes... ""If a story ends with fulfillment, then the mistakes and regrets along the way become nothing more than scenery worth admiring.""', 'As the saying goes... ""If a story ends with fulfillment, then the mistakes and regrets along the way become nothing more than scenery worth admiring.""', 'As the saying goes... ""If a story ends with fulfillment, then the mistakes and regrets along the way become nothing more than scenery worth admiring.""', 'As the saying goes... ""If a story ends with fulfillment, then the mistakes and regrets along the way become nothing more than scenery worth admiring.""']"
100008997	[100008997, 200008997, 300008997, 100008997]	['I feel the same way... Conductor, these feelings of mine are as intense as fine wine, as radiant as the stars.', 'I feel the same way... Conductor, these feelings of mine are as intense as fine wine, as radiant as the stars.', 'I feel the same way... Conductor, these feelings of mine are as intense as fine wine, as radiant as the stars.', 'I feel the same way... Conductor, these feelings of mine are as intense as fine wine, as radiant as the stars.']
100008998	[100008998, 200008998, 300008998, 100008998]	"[""Just being by your side like this, together with you... I've already found a joy that nothing else in this world can compare to."", ""Just being by your side like this, together with you... I've already found a joy that nothing else in this world can compare to."", ""Just being by your side like this, together with you... I've already found a joy that nothing else in this world can compare to."", ""Just being by your side like this, together with you... I've already found a joy that nothing else in this world can compare to.""]"
100008999	[100008999, 200008999, 300008999, 100008999]	"[""It's amazing how even the aroma of food can be recreated with perfect precision in this holographic virtual space."", ""It's amazing how even the aroma of food can be recreated with perfect precision in this holographic virtual space."", ""It's amazing how even the aroma of food can be recreated with perfect precision in this holographic virtual space."", ""It's amazing how even the aroma of food can be recreated with perfect precision in this holographic virtual space.""]"
100009000	[100009000, 200009000, 300009000, 100009000]	"['Found the last piece to the puzzle... ""Among the talking and laughing when we enjoy the wine.""', 'Found the last piece to the puzzle... ""Among the talking and laughing when we enjoy the wine.""', 'Found the last piece to the puzzle... ""Among the talking and laughing when we enjoy the wine.""', 'Found the last piece to the puzzle... ""Among the talking and laughing when we enjoy the wine.""']"
100009001	[100009001, 200009001, 300009001, 100009001]	['Conductor, we can return to the concert hall to fix the piano now.', 'Conductor, we can return to the concert hall to fix the piano now.', 'Conductor, we can return to the concert hall to fix the piano now.', 'Conductor, we can return to the concert hall to fix the piano now.']
100009002	[100009002, 200009002, 300009002, 100009002]	"[""We've found all the hammers and the keys have been completely repaired. Would you like to hear a complete performance again, Conductor?"", ""We've found all the hammers and the keys have been completely repaired. Would you like to hear a complete performance again, Conductor?"", ""We've found all the hammers and the keys have been completely repaired. Would you like to hear a complete performance again, Conductor?"", ""We've found all the hammers and the keys have been completely repaired. Would you like to hear a complete performance again, Conductor?""]"
100009003	[100009003, 200009003, 300009003, 100009003]	"[""Well then... this time, I'd like to do it with you, Conductor."", ""Well then... this time, I'd like to do it with you, Conductor."", ""Well then... this time, I'd like to do it with you, Conductor."", ""Well then... this time, I'd like to do it with you, Conductor.""]"
100009004	[100009004, 200009004, 300009004, 100009004]	"[""Don't worry, I'll get you up to speed with some practice first. Just place your hands on the keys and trust me."", ""Don't worry, I'll get you up to speed with some practice first. Just place your hands on the keys and trust me."", ""Don't worry, I'll get you up to speed with some practice first. Just place your hands on the keys and trust me."", ""Don't worry, I'll get you up to speed with some practice first. Just place your hands on the keys and trust me.""]"
100009005	[100009005, 200009005, 300009005, 100009005]	"[""Well... Didn't think it'd be the practice piece I thought I had lost long ago."", ""Well... Didn't think it'd be the practice piece I thought I had lost long ago."", ""Well... Didn't think it'd be the practice piece I thought I had lost long ago."", ""Well... Didn't think it'd be the practice piece I thought I had lost long ago.""]"
100009006	[100009006, 200009006, 300009006, 100009006]	"[""It's amazing how things I thought I had completely forgotten could just pop up out of the blue one day, just like this."", ""It's amazing how things I thought I had completely forgotten could just pop up out of the blue one day, just like this."", ""It's amazing how things I thought I had completely forgotten could just pop up out of the blue one day, just like this."", ""It's amazing how things I thought I had completely forgotten could just pop up out of the blue one day, just like this.""]"
100009007	[100009007, 200009007, 300009007, 400009007]	"[""I've rehearsed this scene countless times in my heart, yet as I step into this hall and hear the bells chime, my heart still flutters uncontrollably. I believe it's because you're standing right here before me. Through our days together, a myriad of indescribable emotions have gradually blossomed in my heart. Trust, admiration, reliance... They're sincere and fervent, yet insufficient to express all that I feel for you. If you'd allow me to be a bit more selfish—(takes out the ring) I want to give you this ring, as a testament to my vow: Whatever the future holds, until the end of time or life itself, I will never part from you. (Interaction 2: Puts on the ring) Commandant, I am Lucia, born for you, and I'll forever be by your side on the path ahead."", 'until the end of time or life itself, I will never part from you.', 'until the end of time or life itself, I will never part from you.', 'until the end of time or life itself, I will never part from you.']"
100009008	[100009008, 200009008, 300009008, 400009008]	"[""What's this? A hidden room..."", ""What's this? A hidden room..."", ""What's this? A hidden room..."", ""What's this? A hidden room...""]"
100009009	[100009009, 200009009, 300009009, 400009009]	['The device is working properly. Looks like this is the place.', 'The device is working properly. Looks like this is the place.', 'The device is working properly. Looks like this is the place.', 'The device is working properly. Looks like this is the place.']
100009010	[100009010, 200009010, 300009010, 400009010]	['Should be all set now. I should head back to where I started.', 'Should be all set now. I should head back to where I started.', 'Should be all set now. I should head back to where I started.', 'Should be all set now. I should head back to where I started.']
100009011	[100009011, 200009011, 300009011, 400009011]	"[""It's working properly now."", ""It's working properly now."", ""It's working properly now."", ""It's working properly now.""]"
100009012	[100009012, 200009012, 300009012, 400009012]	['I would have appreciated a more ceremonious opening.', 'I would have appreciated a more ceremonious opening.', 'I would have appreciated a more ceremonious opening.', 'I would have appreciated a more ceremonious opening.']
