Id	Name	Model	ScriptId	InteractEffectNames	DeathEffectNames	UseDistanceDither	DefaultActionId	DyingTime	StreamingLoadRange	AnimationControllerName	PrefabName
10001	躲猫猫4花盆	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Huapen.prefab				True					
10002	躲猫猫4花瓶	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Huaping02.prefab				True					
10003	躲猫猫4大屏风可做门	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Pingfeng.prefab				True					
10004	躲猫猫4货箱可做门	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Huoxiang02.prefab				True					
10005	躲猫猫4大假山	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Jiashan.prefab				True					
10006	躲猫猫4书桌台	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Shufa.prefab				True					
10007	躲猫猫4货摊招牌	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Zhaopai.prefab				True					
10008	躲猫猫4小屏风	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Pingfeng03.prefab				True					
10009	躲猫猫4招财树	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Huaping01.prefab				True					
395	植物介绍1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenholographic01.prefab				True					
396	植物介绍2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenholographic02.prefab				True					
397	植物介绍3	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenHolographic03.prefab				True					
100201	军备区点光源1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Light01.prefab				True					
100202	军备区点光源2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Light02.prefab				True					
100203	军备区点光源3	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Light03.prefab				True					
100204	罗塞塔启动舱-空舱-主线用	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate04.prefab				True					
100205	罗塞塔启动舱-电线管子-主线用	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate05.prefab				True					
398	电梯扫描	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenZoneScan.prefab				True					
399	糖	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Wanshi_Wujian01.prefab				True					
400	鲸鱼发射器	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_BD_Decorate01.prefab				True					
401	电影院椅子	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Cine_JH_Seat01.prefab				True					
402	艺术馆凳子	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Bench01.prefab				True					
403	单面阻挡墙	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Fx_BigWorldAirWall.prefab				True					
404	艺术馆沙发	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Art_JH_Sofa09.prefab				True					
