Id	ConditionId	BornMagic	EnemyBornMagic	PartnerBornMagic	Description
232007		[742607, 742616, 742625, 742634]			全服决战战术增幅7级
232008		[742608, 742617, 742626, 742635]			全服决战战术增幅8级
232009		[742609, 742618, 742627, 742636]			全服决战战术增幅9级
233001		[742637]			全服决战-增幅1级
233002		[742638]			全服决战-增幅2级
233003		[742639]			全服决战-增幅3级
233004		[742640]			全服决战-增幅4级
233005		[742641]			全服决战-增幅5级
233006		[742642]			全服决战-增幅7级
233007		[742643]			全服决战-增幅8级
233008		[742644]			全服决战-增幅6级
233009		[742645]			全服决战-增幅9级
1206101		[120601, 120698]			锤1
1206102		[120601, 120699]			锤2
1206103		[120601, 120600]			锤3
1206104		[120602, 120698]			锤4
1206105		[120602, 120699]			锤5
1206106		[120602, 120600]			锤6
1206107		[120603, 120698]			锤7
1206108		[120603, 120699]			锤8
1206109		[120603, 120600]			锤9
1206201		[120604, 120698]			剑1
1206202		[120604, 120699]			剑2
1206203		[120604, 120600]			剑3
1206204		[120605, 120698]			剑4
1206205		[120605, 120699]			剑5
1206206		[120605, 120600]			剑6
1206207		[120606, 120698]			剑7
1206208		[120606, 120699]			剑8
1206209		[120606, 120600]			剑9
1206301		[120607, 120698]			爆1
1206302		[120607, 120699]			爆2
1206303		[120607, 120600]			爆3
1206304		[120608, 120698]			爆4
1206305		[120608, 120699]			爆5
1206306		[120608, 120600]			爆6
1206307		[120609, 120698]			爆7
1206308		[120609, 120699]			爆8
1206309		[120609, 120600]			爆9
1206401		[120611]			射1
1206402		[120612]			射2
1206403		[120613]			射3
1206404		[120614]			射4
1206405		[120615]			射5
1206406		[120616]			射6
1206407		[120617]			射7
1206408		[120618]			射8
1206409		[120619]			射9
2200100		[470807]			超数核心按钮事件
2200101		[470750, 470751]			爆燃驱动涡轮Ⅰ
2200102		[470750, 470752]			爆燃驱动涡轮Ⅱ
2200103		[470750, 470753]			爆燃驱动涡轮Ⅲ
2200104		[470750, 470754]			爆燃驱动涡轮Ⅳ
2200105		[470750, 470755]			爆燃驱动涡轮Ⅴ
2200201		[470750, 470768]			重力能奇点Ⅰ
2200202		[470750, 470769]			重力能奇点Ⅱ
2200203		[470750, 470770]			重力能奇点Ⅲ
2200204		[470750, 470771]			重力能奇点Ⅳ
2200205		[470750, 470772]			重力能奇点Ⅴ
2200301		[470750, 470785]			质量幻影装置Ⅰ
2200302		[470750, 470786]			质量幻影装置Ⅱ
2200303		[470750, 470787]			质量幻影装置Ⅲ
2200304		[470750, 470788]			质量幻影装置Ⅳ
2200305		[470750, 470789]			质量幻影装置Ⅴ
2200401		[470750, 470791]			反应护盾Ⅰ
2200402		[470750, 470792]			反应护盾Ⅱ
2200403		[470750, 470793]			反应护盾Ⅲ
2200404		[470750, 470794]			反应护盾Ⅳ
2200405		[470750, 470795]			反应护盾Ⅴ
2200501		[470750, 470797]			虚数置换领域Ⅰ
2200502		[470750, 470798]			虚数置换领域Ⅱ
2200503		[470750, 470799]			虚数置换领域Ⅲ
2200504		[470750, 470800]			虚数置换领域Ⅳ
2200505		[470750, 470801]			虚数置换领域Ⅴ
2200506		[776037]			回血
2200507		[776053]			闪避
2200508		[776047]			反震
2200509		[776168]			贝塔
2200601		[776150, 763835, 763864]			超限乱斗辅助型平衡
2200602		[776153, 763835, 763864]			超限乱斗增幅型平衡
2200603		[776156, 763835, 763864]			超限乱斗进攻型平衡
2200604		[776159, 763835, 763864]			超限乱斗装甲型平衡
2200605		[199910]			双人BUFF
2200701			[776107]		超限乱斗环境1
2200702		[776109]	[776110]		超限乱斗环境2
2200703		[776111, 776113]			超限乱斗环境3
2200704		[776114]			超限乱斗环境4
2200705		[776109]			超限乱斗环境5
2201100		[773451]			换人超数核心事件
2201101		[773452, 776140]			超算驱动Ⅰ
2201102		[773453, 776140]			超算驱动Ⅱ
2201103		[773454, 776140]			超算驱动Ⅲ
2201104		[773455, 776140]			超算驱动Ⅳ
2201105		[773467, 776140]			超算驱动Ⅴ
2201201		[773486, 776141, 776144]			弱肉强食Ⅰ
2201202		[773487, 776141, 776144]			弱肉强食Ⅱ
2201203		[774102, 776141, 776144]			弱肉强食Ⅲ
2201204		[774103, 776141, 776144]			弱肉强食Ⅳ
2201205		[774104, 776141, 776144]			弱肉强食Ⅴ
2201301		[774124, 776142, 776145]			力量嗜欲Ⅰ
2201302		[774138, 776142, 776145]			力量嗜欲Ⅱ
2201303		[774139, 776142, 776145]			力量嗜欲Ⅲ
2201304		[774140, 776142, 776145]			力量嗜欲Ⅳ
2201305		[774141, 776142, 776145]			力量嗜欲Ⅴ
2201401		[776121, 776143, 776146]			Trans-AmⅠ
2201402		[776122, 776143, 776146]			Trans-AmⅡ
2201403		[776123, 776143, 776146]			Trans-AmⅢ
2201404		[776124, 776143, 776146]			Trans-AmⅣ
2201405		[776125, 776143, 776146]			Trans-AmⅤ
2201501		[751070, 751085]			队伍等级基础属性加成
2201502		[751071, 751086]			队伍等级基础属性加成
2201503		[751072, 751087]			队伍等级基础属性加成
2201504		[751073, 751088]			队伍等级基础属性加成
2201505		[751074, 751089]			队伍等级基础属性加成
2201506		[751075, 751090]			队伍等级基础属性加成
2201507		[751076, 751091]			队伍等级基础属性加成
2201508		[751077, 751092]			队伍等级基础属性加成
2201509		[751078, 751093]			队伍等级基础属性加成
2201510		[751079, 751094]			队伍等级基础属性加成
2201511		[751080, 751095]			队伍等级基础属性加成
2201512		[751081, 751096]			队伍等级基础属性加成
2201513		[751082, 751097]			队伍等级基础属性加成
2201514		[751083, 751098]			队伍等级基础属性加成
2201515		[751084, 751099]			队伍等级基础属性加成
2201601		[776131]	[776133]		地图环境-换人加速
2201602		[776137, 776138]	[776135]		地图环境-刃甲反伤
2201603			[776139]		地图环境-真伤
2201604		[746181]	[746180]		地图环境-擂台
2201605			[751100]		地图环境-武藏霸体值
2201606		[763840]	[763865]		援助怪物通用
2201607		[763835]	[763865]		援助角色通用
2201608		[763839, 740778, 778863]			援助角色自身
2201609		[763864]			彩蛋角色通用
2210101		[761358]			"""开场获得生命10%护盾,超限乱斗测试环境1"""
2210102		[761359]			"""开场获得生命20%护盾,超限乱斗测试环境2"""
2210103		[761360]			"""开场获得生命30%护盾,超限乱斗测试环境3"""
2220101		[776100]			核心攻击增幅
2220102		[776101]			核心生命增幅
2220103		[199910, 763205, 776372, 715275]			分光进攻技能1
2220104		[199910, 763205, 776373, 715275]			分光进攻技能2
2220105		[199910, 763205, 776375, 715275]			分光装甲技能1
2220106		[199910, 763205, 776376, 715275]			分光装甲技能2
2220107		[199910, 763205, 776382, 715275]			分光辅助技能1
2220108		[199910, 763205, 776383, 715275]			分光辅助技能2
2220109		[199910, 763205, 776372, 715275]			分光先锋技能1
2220110		[199910, 763205, 776373, 715275]			分光先锋技能2
2220111		[199910, 763205, 776382, 715275]			分光控制技能1
2220112		[199910, 763205, 776383, 715275]			分光控制技能2
2220113		[760601]			生成一个缓慢移动的冰球追踪主控角色，下面那个是用于分光装甲技能光环的判定
2220114			[763239]		
2220115			[763239, 763279]		
2220116			[763239, 763280]		
2220117			[763239, 763281]		
2220118			[763239, 763282]		
2220119			[763239, 763283]		
2220120			[763239, 763284]		
2220121			[763239, 763285]		
2220126			[763239, 763286]		
2220122			[763239, 763287]		
2220123			[763239, 763288]		
2220124			[763239, 763289]		
2220125			[763239, 763290]		
2220127			[763239, 763291]		
2220128			[763239, 763292]		
2230000		[779000, 779001, 779002, 779003]			战双射击等级属性
2230001		[501015]			战双射击异火普攻改造
2230002		[501016]			战双射击异火红球改造
2230003		[501020]			战双射击异火黄球改造
2230004		[501019]			战双射击异火蓝球改造
2230005		[501024]			战双射击异火大招改造
2230006		[779004]			战双射击异火复活甲
2230007		[779010]			战双射击异火连击增伤
2230008		[779014]			战双射击异火充能效率提高
2230011		[502042]			战双射击爆裂普攻改造
2230012		[502037]			战双射击爆裂红球改造
2230013		[502026]			战双射击爆裂黄球改造
2230014		[502013]			战双射击爆裂蓝球改造
2230015		[502038]			战双射击爆裂大招改造
2230016		[779052]			战双射击爆裂杀敌加攻
2230017		[779053]			战双射击爆裂人越多越硬
2230018		[779060]			战双射击爆裂闪避加爆发回血
2230020		[761550]			射击2.0爆裂受击迟缓
2230021		[761554]			射击2.0爆裂攻击减速
2230022		[761558]			射击2.0爆裂CD闪避
2230023		[761561]			射击2.0爆裂闪避叠伤
2230024		[761564]			射击2.0爆裂远近伤
2230025		[761567]			射击2.0爆裂闪避必杀
2230026		[761570]			射击2.0凛冽杀敌回能
2230027		[761572]			射击2.0凛冽超算盾
2230028		[761574]			射击2.0凛冽必杀刷新
2230029		[761575]			射击2.0凛冽低血迟缓
2230030		[761579]			射击2.0凛冽普攻加伤
2230031		[761583]			射击2.0凛冽无限闪避
2230032		[500481]			射击2.0凛冽普攻改造
2230033		[500482]			射击2.0凛冽红球改造
2230034		[500484]			射击2.0凛冽黄球改造
2230035		[500483]			射击2.0凛冽蓝球改造
2230036		[500480]			射击2.0凛冽大招改造
2230037		[761590]			射击2.0爆裂攻击
2230038		[761591]			射击2.0爆裂生命
2230039		[761592]			射击2.0爆裂会心
2230040		[761593]			射击2.0爆裂闪避值
2230041		[761594]			射击2.0爆裂暴伤
2230042		[742647]			异构阵线2.0里攻击1
2230043		[742647]			异构阵线技能-里攻击1
2230044		[742648]			异构阵线技能-里生命1
2230045		[742649]			异构阵线技能-里攻击1
2230046		[742650]			异构阵线技能-里闪避1
2230047		[742651]			异构阵线技能-里会心1
2230048		[742652]			异构阵线技能-里攻击2
2230049		[742653]			异构阵线技能-里生命2
2230050		[742654]			异构阵线技能-里攻击2
2230051		[742655]			异构阵线技能-里闪避2
2230052		[742656]			异构阵线技能-里会心2
2230053		[742657]			异构阵线技能-里攻击3
2230054		[742658]			异构阵线技能-里生命3
2230055		[742659]			异构阵线技能-里攻击3
2230056		[742660]			异构阵线技能-里闪避3
2230057		[742661]			异构阵线技能-里会心3
2230058		[742677]			异构阵线技能-里效果2闪避护盾
2230059		[742681]			异构阵线技能-里效果1连击增伤
2230060		[742685]			异构阵线技能-里效果5复活甲
2230061		[742849]			异构阵线技能-里效果3击杀增伤
2230062		[742800]			异构阵线技能-里效果4长按闪避
2230063		[742806]			异构阵线技能-里效果6生命上限
2230064		[742662]			异构阵线技能-丽芙攻击1
2230065		[742663]			异构阵线技能-丽芙生命1
2230066		[742664]			异构阵线技能-丽芙减伤1
2230067		[742665]			异构阵线技能-丽芙闪避1
2230068		[742666]			异构阵线技能-丽芙会心1
2230069		[742667]			异构阵线技能-丽芙攻击2
2230070		[742668]			异构阵线技能-丽芙生命2
2230071		[742669]			异构阵线技能-丽芙减伤2
2230072		[742670]			异构阵线技能-丽芙闪避2
2230073		[742671]			异构阵线技能-丽芙会心2
2230074		[742672]			异构阵线技能-丽芙攻击3
2230075		[742673]			异构阵线技能-丽芙生命3
2230076		[742674]			异构阵线技能-丽芙减伤3
2230077		[742675]			异构阵线技能-丽芙闪避3
2230078		[742676]			异构阵线技能-丽芙会心3
2230079		[742816]			异构阵线技能-丽芙效果1闪避加盾
2230080		[742820]			异构阵线技能-丽芙效果2护盾增伤
2230081		[742809]			异构阵线技能-丽芙效果3普攻增伤
2230082		[742844, 742848]			异构阵线技能-丽芙效果5闪避增伤
2230083		[742859]			异构阵线技能-丽芙效果6必杀恢复
2230084		[742861, 742862, 742863]			异构阵线技能-丽芙效果4概率：30%
2230085		[742824]			异构阵线技能-丽芙效果4概率：50%
2230086		[742825]			异构阵线技能-丽芙效果4概率：70%
2230087		[501056]			异构阵线技能-丽芙普攻改造
2230088		[501057]			异构阵线技能-丽芙红球改造
2230089		[501058]			异构阵线技能-丽芙蓝球改造
2230090		[501059]			异构阵线技能-丽芙黄球改造
2230091		[501055]			异构阵线技能-丽芙大招改造
2230092		[761595]			射击2.0罗塞塔攻击
2230093		[761596]			射击2.0罗塞塔生命
2230094		[761597]			射击2.0罗塞塔会心
2230095		[761598]			射击2.0罗塞塔闪避值
2230096		[761599]			射击2.0罗塞塔暴击率
2230097					异构阵线技能-丽芙效果6
2230098					异构阵线技能-丽芙效果6
2230100		[746563]			改造3.0 归于一
2230101			[746564]		改造3.0 四试炼
2230102		[746565]	[746565]		改造3.0 极速对战
2230103		[746566]			改造3.0 信号干扰·改
2230104			[746567]		改造3.0 生命传递
2230105		[743161]			改造3.0  定制环境标记（飞镖和越界）
2230106		[746594]			改造3.0  动能转换
2230110			[784205, 784331]		改造6.0 第一关环境
2230111		[784208]			改造6.0 词缀-回球
2230112		[784210]	[784209, 784312]		改造6.0 词缀-额外火属性
2230113		[784211]	[784209, 784312]		改造6.0 词缀-额外物理
2230114		[784212]	[784209, 784312]		改造6.0 词缀-额外暗
2230115		[784213]	[784331]	[784324]	改造6.0 第二关环境
2230116		[784214, 784242]	[784217, 784313]		改造6.0 词缀-闪避消buff
2230117		[784218]			改造6.0 词缀-被攻击受伤
2230118			[784221, 784222]		改造6.0 词缀-点燃增伤
2230119		[784223]	[760253]		改造6.0 词缀-暴走3
2230120			[784224]		改造6.0 词缀-血越少越强
2230121		[784233]	[784227, 784234, 784331]		改造6.0 第三关环境
2230122		[784318]	[784230]		改造6.0 额外连击伤害
2230123		[784305]			改造6.0 召唤物暴走
2230124		[784319]	[784236, 784237]		改造6.0 真意斩增伤
2230125		[784239]	[784238]		改造6.0 连击召唤
2230126		[784321]	[784240]		改造6.0 伤害上限
2230127			[784251, 784331]		改造6.0 第四关环境
2230128			[784253]		改造6.0 冲刺增伤
2230129			[784256]		改造6.0 三消限制
2230130			[784252]		改造6.0 同色球
2230131		[784257]	[712002, 784331]		改造6.0 第五关环境1
2230132		[784262]	[784260, 784235]		改造6.0 第五关环境2
2230133			[784263, 760253]		改造6.0 技能扣血
2230134		[784265]			改造6.0 被打消球
2230135		[784266]			改造6.0 闪避叠伤
2230136		[784269]			改造6.0 攻击招怪
2230137			[784274]		改造6.0 怪招怪
2230138		[784279]	[784275, 784331]		改造6.0 第六关环境1
2230139		[784282, 784216]			改造6.0 第六关环境2
2230140			[784283]		改造6.0 攻击削闪
2230141		[784285]			改造6.0 角色减伤害
2230142			[784287]		改造6.0 怪物正背面
2230143			[784293, 760253]		改造6.0 怪物暴走+治疗
2230144			[784294]		改造6.0 护盾被打额外伤害
2230145			[784296]		改造6.0 护盾增伤
2230146		[784297, 784299]			改造6.0 玩家减血
2230147		[781996]	[781992, 781993, 781996]		改造6.0 召唤上限增加
2230148		[784306]			改造6.0 召唤物伤害传导
2230149			[782000]		改造6.0 怪物冲锋频率增加
2230150		[754372]			改造6.0 第四关特殊胜利
2230151		[754373]			改造6.0 第五关特殊胜利
2230200		[716131]	[716131]		大秘境-环境测试1
2230201		[716132]	[716132]		大秘境-环境测试2
2230202		[716133]	[716133]		大秘境-环境测试3
2230203		[716134]	[716134]		大秘境-环境测试4
2230204		[778823]			大秘境·大秘境解锁2S
2230205		[778824]			大秘境·死亡后复活
2230206		[778827]			大秘境·除了自己以外的角色血量提升自己的30%
2230207		[778828]			大秘境·除了自己以外的角色攻击力提升自己的30%
2230208		[778829, 778832]			大秘境·装甲型基础加盾
2230209		[778835]			大秘境·治疗增幅基础
2230210		[778840]			大秘境·长按攻击出球
2230211		[778894]			大秘境·长按闪避加伤
2230212		[778841]			大秘境·分担伤害
2230213		[778845]			大秘境·篮球必杀换碟
2230214		[778846]			大秘境·红球必杀换碟
2230215		[778847]			大秘境·黄球必杀换碟
2230216		[763828]	[778852]		大秘境·死亡炸弹
2230217		[763829]	[778854]		大秘境·杀怪强化
2230218		[778857]			大秘境·力量附加伤害
2230219		[778858]			大秘境·力量暴击率
2230220		[778860]	[778859]		大秘境·生命辐射
2230221		[778861]			大秘境·生命回血
2230222		[778862, 778863]			大秘境·坚韧弹反
2230223		[778865, 778889]			大秘境·坚韧概率无敌
2230224		[778866]			大秘境·能量额外伤害
2230225		[778871, 778892]			大秘境·卡慕核心
2230226		[778874]			大秘境·弧光核心
2230227		[778876]			大秘境·艾拉核心
2230228		[778878, 778879, 778880]			大秘境·常羽核心
2230229		[778881, 778882, 778883, 778884]			大秘境·爆裂核心
2230230		[778886, 778888]			大秘境·流光核心
2230231		[763800]			大秘境·风暴核心
2230232		[763807]			大秘境·21号核心
2230233		[760703]			大秘境·罗兰核心
2230234		[760705]			大秘境·罗兰弥补1
2230235		[760707]			大秘境·罗兰弥补2
2230236		[760710]			大秘境·极昼专属
2230237		[760711]			大秘境·极昼弥补1
2230238		[760713]			大秘境·极昼弥补2
2230239		[760714]			大秘境·蒲牢专属
2230240		[760716]			大秘境·蒲牢弥补1
2230241		[760718]			大秘境·蒲牢弥补2
2230242		[760719]			大秘境·遥星之座专属
2230243		[760720]			大秘境·遥星之座弥补1
2230244		[760721]			大秘境·遥星之座弥补2
2230245		[760724]			大秘境·哈卡玛专属
2230246		[760726]			大秘境·哈卡玛弥补1
2230247		[760728]			大秘境·哈卡玛弥补2
2230248		[776778]			大秘境·辉晓专属
2230249		[760733, 776783]			大秘境·辉晓弥补1
2230250		[760738]			大秘境·辉晓弥补2
2230251		[760743]			大秘境·诺安专属
2230252		[760744]			大秘境·诺安弥补1
2230253		[760746]			大秘境·诺安弥补2
2230254		[760747, 763811]			大秘境·深痕专属
2230255		[760748]			大秘境·深痕弥补1
2230256		[760750]			大秘境·深痕弥补2
2230257		[760752]			大秘境·幻奏专注
2230258		[760754]			大秘境·幻奏弥补1
2230259		[760756]			大秘境·幻奏弥补2
2230260		[763808]			大秘境·进攻型通用
2230261		[763951, 763932]			攻击力B
2230262		[763950, 763931]			攻击力A
2230263		[763949, 763930]			攻击力S
2230264		[763948, 763929]			暴击伤害B
2230265		[763947, 763928]			暴击伤害A
2230266		[763946, 763927]			暴击伤害S
2230267		[763945, 763926]			元素伤害加深率B
2230268		[763944, 763925]			元素伤害加深率A
2230269		[763943, 763924]			元素伤害加深率S
2230270		[763942, 763923]			生命值B
2230271		[763941, 763922]			生命值A
2230272		[763940, 763921]			生命值S
2230273		[763939, 763920]			减伤B
2230274		[763938, 763919]			减伤A
2230275		[763937, 763918]			减伤S
2230276		[763936, 763917]			治疗效率B
2230277		[763935, 763916]			治疗效率A
2230278		[763934, 763915]			治疗效率S
2230279		[760763]			白毛新核心
2230280		[760763]			白毛新核心
2230281		[760763]			白毛新核心
2230282		[760763]			白毛新核心
2230283		[760769, 763819]			白毛新弥补2
2230284		[760769, 763819]			白毛新弥补2
2230285		[760769, 763819]			白毛新弥补2
2230286		[760769, 763819]			白毛新弥补2
2230287		[760770]			A薇拉新核心
2230288		[760770]			A薇拉新核心
2230289		[760770]			A薇拉新核心
2230290		[760770]			A薇拉新核心
2230291		[760774]			A薇拉新弥补2
2230292		[760774]			A薇拉新弥补2
2230293		[760774]			A薇拉新弥补2
2230294		[760774]			A薇拉新弥补2
2230295		[760777]			曲新核心
2230296		[760777]			曲新核心
2230297		[760777]			曲新核心
2230298		[760777]			曲新核心
2230299		[760779]			火神新核心
2230300		[760779]			火神新核心
2230301		[760779]			火神新核心
2230302		[760779]			火神新核心
2230303		[760783]			露娜新核心
2230304		[760783]			露娜新核心
2230305		[760783]			露娜新核心
2230306		[760783]			露娜新核心
2230307		[760790]			绯耀新核心
2230308		[760790]			绯耀新核心
2230309		[760790]			绯耀新核心
2230310		[760790]			绯耀新核心
2230311		[760836, 763821]			鸦羽新核心
2230312		[760836, 763821]			鸦羽新核心
2230313		[760836, 763821]			鸦羽新核心
2230314		[760836, 763821]			鸦羽新核心
2230315		[760797]			鸦羽新弥补1
2230316		[760797]			鸦羽新弥补1
2230317		[760797]			鸦羽新弥补1
2230318		[760797]			鸦羽新弥补1
2230319		[760794]			鸦羽新弥补2
2230320		[760794]			鸦羽新弥补2
2230321		[760794]			鸦羽新弥补2
2230322		[760794]			鸦羽新弥补2
2230323		[760837]			岚音新核心
2230324		[760837]			岚音新核心
2230325		[760837]			岚音新核心
2230326		[760837]			岚音新核心
2230327		[760810]			罗塞塔新核心
2230328		[760810]			罗塞塔新核心
2230329		[760810]			罗塞塔新核心
2230330		[760810]			罗塞塔新核心
2230331		[760804]			荣光新核心
2230332		[760804]			荣光新核心
2230333		[760804]			荣光新核心
2230334		[760804]			荣光新核心
2230335		[760805]			荣光新弥补1
2230336		[760805]			荣光新弥补1
2230337		[760805]			荣光新弥补1
2230338		[760805]			荣光新弥补1
2230339		[760806]			荣光新弥补2
2230340		[760806]			荣光新弥补2
2230341		[760806]			荣光新弥补2
2230342		[760806]			荣光新弥补2
2230343		[760813]			暗能新核心
2230344		[760813]			暗能新核心
2230345		[760813]			暗能新核心
2230346		[760813]			暗能新核心
2230347		[760816]			暗能新弥补1
2230348		[760816]			暗能新弥补1
2230349		[760816]			暗能新弥补1
2230350		[760816]			暗能新弥补1
2230351		[760818, 763815]			烬燃新核心
2230352		[760818, 763815]			烬燃新核心
2230353		[760818, 763815]			烬燃新核心
2230354		[760818, 763815]			烬燃新核心
2230355		[760822, 760824]			真理新核心
2230356		[760822, 760824]			真理新核心
2230357		[760822, 760824]			真理新核心
2230358		[760822, 760824]			真理新核心
2230359		[760825]			真理新弥补1
2230360		[760825]			真理新弥补1
2230361		[760825]			真理新弥补1
2230362		[760825]			真理新弥补1
2230363		[760826]			乱数新核心
2230364		[760826]			乱数新核心
2230365		[760826]			乱数新核心
2230366		[760826]			乱数新核心
2230367		[760830]			仰光新核心
2230368		[760830]			仰光新核心
2230369		[760830]			仰光新核心
2230370		[760830]			仰光新核心
2230371		[760838]			夙星新核心
2230372		[760838]			夙星新核心
2230373		[760838]			夙星新核心
2230374		[760838]			夙星新核心
2230375		[763914, 763911]			额外伤害
2230376		[763913, 763910]			额外伤害
2230377		[763912, 763909]			额外伤害
2230378		[763826]			开局能量
2230379		[760842]			邦比娜塔核心
2230380		[760844]			邦比娜塔弥补1
2230381		[760845]			邦比娜塔弥补2
2230382		[760852]			火神核心
2230383		[760849]			火神弥补1
2230384		[760851]			火神弥补2
2230500			[761500]		大秘境·全局血量加成
2230501		[762299]			大秘境力量
2230502		[762298]			大秘境体力
2230503		[762297]	[762288]		大秘境坚韧
2230504		[762296]			大秘境专注
2230505		[740961]			大秘境buff配置
2230506			[761501]		大秘境·全局攻击加成
2230507		[716131]	[716131]		大秘境-灼热环境
2230508		[716132]	[716132]		大秘境-极寒环境
2230509		[716133]	[716133]		大秘境-雷虫环境
2230510		[716134]	[716134]		大秘境-腐蚀环境
2230511			[716135]		大秘境-巧变环境
2230512			[716136]		大秘境-波动环境
2230513			[716137]		大秘境-充能环境
2230514			[716138]		大秘境-夜盲环境
2230515		[761547, 764182]	[764189]		大秘境-角色大招免疫减速
2230516		[764403]			入场时获得X点必杀能量
2230517		[764400]			入场以及随后每隔X秒获得一个蓝球
2230518		[764402]			入场以及随后每隔X秒获得一个黄球
2230519		[764401]			入场以及随后每隔X秒获得一个红球
2230520		[764404]			插件1：血量高于X%时造成伤害增加Y%，血量低于X%时治疗量
2230521		[764410]			插件2：每次受到攻击会获得自身生命值X%的护盾，持续Y秒，可叠加Z层
2230522		[764406]			插件3：每次受到治疗时，不超过上限的治疗值将会对全场所有怪物造成治疗值*X%的伤害
2230523		[764411]			插件1：角色第一次登场时造成伤害提升X%，每场战斗只生效一次
2230524		[764413]			"""插件2：必杀技伤害提升1000%,必杀造成伤害后X秒后角色死亡"""
2230525		[764416]			"""插件3：除必杀之外的伤害提升1000%,造成伤害X秒后角色死亡"""
2230526		[764476]			插件1：杀死怪物时会在角色附近创建黑洞吸怪，冷却X秒
2230527		[764477]			插件2：杀死怪物会在原地留下能量球触碰后拾取会增加角色伤害，可叠加Y层
2230528		[764478]			塔：每次释放必杀会在周围召唤一个光棱塔，自动对周围敌人攻击，光棱塔最大数量为3，持续存在X秒（塔防的塔）
2230529		[764479]			插件1：每次杀怪会增加当前角色必杀造成的伤害，可叠加X层。释放必杀后清空
2230530		[764423]			插件3：角色在场时伤害逐渐增加，最高X%，受到怪物攻击时清空
2230531		[764430]			释放必杀激活QTE，在必杀期间使用了对应QTE会导致对应角色死亡同时本次必杀伤害提升X%
2230532		[764436]			队伍中角色越少角色伤害越高
2230533		[764446]			红球蓝球黄球会发出不同的声音，连续2次消除会根据球色组合成不同效果 同色：伤害敌人，异色：治疗自己
2230534		[764438]			角色的攻击消球必杀键禁用，距离角色5米内的敌人每秒受到X点伤害，5米外的受到Y点
2230535		[764441]			装备角色伤害降低99%，但每次造成伤害有0.5%概率直接消灭怪物
2230536		[764384]			角色免疫投技
2230537		[764500]			血量发生变化后伤害提升X%，可叠加Y层，持续Z秒
2230538		[764502]			血量高于X%时每秒受到Y点伤害，血量低于X%时每秒获得Z点治疗
2230539		[764505]			角色出场伤害提升X%，可叠加Y层，持续Z秒
2230540		[764507]			角色出场冷却缩减X秒
2230541		[764508]			QTE提升当前在场角色伤害，持续X秒，可叠加Y层
2230542		[764510]			QTE冷却时间缩减X秒
2230543		[764511]			使用闪避后的X秒内造成伤害与受到伤害均大幅度提升
2230544		[764514]			闪避值上限降低X%，每次闪避后获得Y秒无敌时间
2230545		[764518]			怪物每次受到伤害会提升在场角色3秒内造成的伤害，可叠加X层，重复触发不会刷新
2230546		[764521]			对怪物造成伤害将点燃怪物，使其在接下来X秒内每秒受到Y伤害，可叠加Z层
2230547		[764474]			对无霸体条的怪物造成伤害提升X%
2230548		[764472]			对怪物造成伤害时对霸体条额外转化率*X%
2230549		[764454]			造成物理伤害时有X%概率使其进入持续受伤状态，每秒受到角色攻击力X%的物理伤害，持续N秒，无法叠加，持续N秒，每受到一次非物理伤害会提升X%效果
2230550		[764455]			造成火属性伤害时有X%概率使其进入持续受伤状态，每秒受到角色攻击力X%的火属性伤害，持续N秒，无法叠加，持续N秒，每受到一次非火属性伤害会提升X%效果
2230551		[764456]			造成冰属性伤害时有X%概率使其进入持续受伤状态，每秒受到角色攻击力X%的冰属性伤害，持续N秒，无法叠加，持续N秒，每受到一次非冰属性伤害会提升X%效果
2230552		[764457]			造成暗属性伤害时有X%概率使其进入持续受伤状态，每秒受到角色攻击力X%的暗属性伤害，持续N秒，无法叠加，持续N秒，每有一次非暗属性伤害提升X%
2230553		[764458]			造成物理伤害时有X%概率使其进入持续受伤状态，每秒受到角色攻击力X%的物理伤害，持续N秒，无法叠加，持续N秒，每有一次额外的植入伤害提升X%
2230554		[764452]			角色常驻霸体
2230555		[764453]			角色减伤固定为X点
2230556		[764451]			生命值上限提升X%
2230557		[776800]			万华·核心
2230558		[776800, 776805]			万华·核心超限
2230559		[776807]			万华·超频一
2230560		[776808]			万华·超频二
2230561		[776809]			万华·差异核心Ⅳ
2230562		[776810, 776809]			万华·差异核心超限
2230563		[776812]			万华·差异超频一Ⅳ
2230564		[776813]			万华·差异超频二Ⅳ
2230565		[776816]			森息·核心
2230566		[776816, 776817]			森息·核心超限
2230567		[776818]			森息·超频一
2230568		[776819]			森息·超频二
2230569		[776820]			森息·差异核心Ⅳ
2230570		[776820, 776821]			森息·差异核心超限
2230571		[776822]			森息·差异超频一Ⅳ
2230572		[776823]			森息·差异超频二Ⅳ
2230573		[776882]			回音·核心
2230574		[776882, 776884]			回音·核心超限
2230575		[776887]			回音·超频一
2230576		[776888]			回音·超频二
2230577		[776892]			回音·差异核心Ⅳ
2230578		[776892, 776897]			回音·差异核心超限
2230579		[762555]			回音·差异超频一Ⅳ
2230580		[762558]			回音·差异超频二Ⅳ
2230581		[776860]			深痕·核心
2230582		[776862, 776860]			深痕·核心超限
2230583		[776863]			深痕·超频一
2230584		[776865]			深痕·超频二
2230585		[776866]			深痕·差异核心Ⅳ
2230586		[776872, 776866]			深痕·差异核心超限
2230587		[776874]			深痕·差异超频一Ⅳ
2230588		[776876]			深痕·差异超频二Ⅳ
2230589		[776834]			含英·核心
