Id	BankId	HelperId	Type	Chat	ChatReply	PreChatId	Weight	Question	RightAnswer	Answers	RightReply	WrongReply	HelperIcon	HelperName
21016201	10162	1016	2				3000	如果要共同作战的话，你觉得我会更喜欢和谁一起出任务？	2	{1: '露西亚', 2: '比安卡', 3: '阿尔法'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>比安卡</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016202	10162	1016	2				3000	哼，你还记得我喜欢什么样的物件吗？	3	{1: '阿呆蛙周边', 2: '百合胸针', 3: '巨大的逆元装置'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>巨大的逆元装置</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016203	10162	1016	2				3000	我的爆裂机体有一招可以牵引别人，你知道那招的名字叫什么吗？	1	{1: '释放蓝球', 2: '进入爆发状态', 3: '释放黄球'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>释放蓝球</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016301	10163	1016	2				3000	那时候和我在映画晨星的废弃酒吧里，你喝到的那杯饮料是什么味道的？	2	{1: '甜辣', 2: '酸苦', 3: '酒味'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>酸苦</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016302	10163	1016	2				3000	在国际空间站的时候，我操作的那个武器叫什么？	1	{1: '棱镜', 2: '棱晶', 3: '究极波动炮'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>棱镜</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016303	10163	1016	2				3000	我协助开发了随行支援单位的哪个模块？	3	{1: '没有协助', 2: '火力方面', 3: '动力方面'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>动力方面</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
31016101		1016	3	不过……看在你主动找我的份上，我就勉为其难地帮帮你好了。	感谢								Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
41016101		1016	4	哼，你是来耍我的吗？	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
11017101		1017	1	哼，我才没有期待你的通讯呢。									Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
11017102		1017	1	想要我帮忙的话，就先回答我几个问题。		11017101							Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017101	10171	1017	2				1000	你这家伙真的还知道我隶属于哪个部队吗？	2	{1: '清理部队', 2: '工程部队', 3: '灰鸦小队'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>工程部队</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017102	10171	1017	2				2000	喂，你该不会忘了怎么触发烬燃机体的核心被动吧？	1	{1: '热能达50%进入强化状态', 2: '顺次快速按下QWER', 3: '积攒热能进入强化状态'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>热能达50%进入强化状态</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017103	10171	1017	2				3000	喂，猜猜下面哪件涂装不是我的？	2	{1: '雪豹之契', 2: '逐声迷蝶', 3: '薄纱紫荆'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>逐声迷蝶</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017201	10172	1017	2				1000	如果要共同作战的话，你觉得我会更喜欢和谁一起出任务？	2	{1: '露西亚', 2: '比安卡', 3: '阿尔法'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>比安卡</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017202	10172	1017	2				3000	哼，你知道烬燃机体隐藏的攻击模式是什么吗？	1	{1: '炮口可持续发出高热光波', 2: '召唤巨型小黄鸭', 3: '对地炮击升空'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>炮口可持续发出高热光波</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017203	10172	1017	2				2000	我的烬燃机体有一个技能会释放过程中霸体，你知道那个技能的名字叫什么吗？	1	{1: '红球光刃交击', 2: '黄球掩护炮击', 3: '蓝球僚机召唤'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>红球光刃交击</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017301	10173	1017	2				3000	喂，你的基地前有32个坑洞，你猜是谁的杰作？	1	{1: '你', 2: '七实', 3: '21号'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>我</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017302	10173	1017	2				3000	我的新机体是通过谁的权限申请获得的？	1	{1: '我', 2: '尼科拉', 3: '赛利卡'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>你</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
21017303	10173	1017	2				3000	我协助开发了随行支援单位的哪个模块？	3	{1: '没有协助', 2: '火力方面', 3: '动力方面'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>动力方面</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
31017101		1017	3	不过……看在你主动找我的份上，我就勉为其难地帮帮你好了。	感谢								Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
41017101		1017	4	哼，你是来耍我的吗？	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	卡列尼娜
11018101		1018	1	虽说你我之间本不用如此见外。									Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
11018102		1018	1	但碍于身份关系，你还是得先回答我几个问题，不然我也没法向遗忘者同伴们交代。		11018101							Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018101	10181	1018	2				3000	你知道我原来隶属于哪个组织吗？	3	{1: '九龙', 2: '北极航线联合', 3: '空中花园'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>空中花园</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018102	10181	1018	2				3000	我比较喜欢的礼物是什么？	2	{1: '鸢尾花', 2: 'MRE军粮', 3: '简约抱枕'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>MRE军粮</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018103	10181	1018	2				3000	我的夜刃机体核心被动效果是什么？	1	{1: '释放能量分身攻击', 2: '驾驶航天机', 3: '瞬移敌人背后暗杀'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>释放能量分身攻击</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018201	10182	1018	2				3000	你了解我比较喜欢什么动物吗？	1	{1: '猫', 2: '狗', 3: '猫和狗'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>猫</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018202	10182	1018	2				3000	你知道下面哪件事我不怎么擅长吗？	1	{1: '制造精密机械', 2: '驾驶战机', 3: '回收生活资源'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>制造精密机械</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018203	10182	1018	2				3000	你知道我的异色瞳是怎么来的吗？	3	{1: '个人爱好', 2: '追随潮流', 3: '生产失误'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>生产失误</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018301	10183	1018	2				3000	我们这边荒漠地区的特产是什么？	2	{1: '仙人掌', 2: '无名野生薄荷', 3: '军火'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>无名野生薄荷</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018302	10183	1018	2				3000	我为什么会建立遗忘者组织？	1	{1: '为了保护被遗留在地球上的人类和构造体', 2: '为了统领地球', 3: '为了对抗空中花园'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>为了保护被遗留在地球上的人类和构造体</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
21018303	10183	1018	2				3000	你知道我擅长的乐器是什么吗？	3	{1: '架子鼓', 2: '口琴', 3: '吉他'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>吉他</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
31018101		1018	3	你的决心我知道了。出发吧，要我去帮什么。	感谢								Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
41018101		1018	4	抱歉，只有这种程度的了解果然还是无法说服遗忘者们。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadDubian3Q.png	渡边
11019101		1019	1	虽说你我之间本不用如此见外。									Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
11019102		1019	1	但碍于身份关系，你还是得先回答我几个问题，不然我也没法向遗忘者同伴们交代。		11019101							Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019101	10191	1019	2				3000	我比较喜欢的礼物是什么？	2	{1: '鸢尾花', 2: 'MRE军粮', 3: '简约抱枕'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>MRE军粮</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019102	10191	1019	2				3000	你知道夙星机体有什么特殊功能模块吗？	1	{1: '视觉动态隐身功能', 2: '视距扩增功能', 3: '高速飞行功能'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>视觉动态隐身功能</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019103	10191	1019	2				3000	我的夙星机体核心被动如何触发？	1	{1: '任意3消+红球', 2: '呼叫航天机', 3: '攻击敌人后背'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>任意3消+红球</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019201	10192	1019	2				3000	你知道夙星机体是为什么目的设计的吗？	1	{1: '驾驶航天机', 2: '潜入作战', 3: '护送车队'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>驾驶航天机</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019202	10192	1019	2				3000	能说出一条关于我的秘闻吗	1	{1: '擅长杀价', 2: '擅长应对比安卡', 3: '擅长应对七实'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>擅长杀价</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019203	10192	1019	2				3000	在我看来空中花园只有一个值得交流的人，你知道是谁吗？	3	{1: '赛利卡', 2: '尼科拉', 3: '我？'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>你</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019301	10193	1019	2				3000	我们这边荒漠地区的特产是什么？	2	{1: '仙人掌', 2: '无名野生薄荷', 3: '军火'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>无名野生薄荷</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019302	10193	1019	2				3000	遗忘者这边的粽子，是什么口味的？你吃过的，应该不会忘吧。	1	{1: '甜的', 2: '咸的', 3: '遗忘者从不吃粽子'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>甜的</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
21019303	10193	1019	2				3000	你知道我擅长的乐器是什么吗？	3	{1: '架子鼓', 2: '口琴', 3: '吉他'}	没错，你没有遗忘正确的回答。	你是明知道正确答案是<color=#3291DB>吉他</color>还故意答错的吗？	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
31019101		1019	3	你的决心我知道了。出发吧，要我去帮什么。	感谢								Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
41019101		1019	4	抱歉，只有这种程度的了解果然还是无法说服遗忘者们。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png	渡边
11020101		1020	1	咦？现在就要去帮忙了吗。									Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
11020102		1020	1	可是我还想趁着难得的机会，让你做我的写生模特呢，这可怎么办。		11020101							Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
11020103		1020	1	这样吧，我们用问题来解决问题。你答对的话我就先去帮你的忙，你答错的话就要先来做我的模特哦。		11020102							Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020101	10201	1020	2				3000	指挥官知道我属于哪个协会吗？	1	{1: '空中花园艺术协会', 2: '科学理事会', 3: '寰宇重工'}	真是美妙的回答呢。	正确答案是<color=#3291DB>空中花园艺术协会</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020102	10201	1020	2				3000	我溢彩机体的核心被动有什么效果呀？	3	{1: '眩晕敌人', 2: '穿梭并牵引敌人', 3: '原地蓄力牵引附近敌人'}	真是美妙的回答呢。	正确答案是<color=#3291DB>原地蓄力牵引附近敌人</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020103	10201	1020	2				3000	指挥官知道我比较喜欢什么吗？	1	{1: '颜料套装', 2: '鸢尾花', 3: '百合胸针'}	真是美妙的回答呢。	正确答案是<color=#3291DB>颜料套装</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020201	10202	1020	2				3000	指挥官知不知道我为什么要用镰刀做武器呀？	2	{1: '认为镰刀代表力量', 2: '认为镰刀代表艺术', 3: '认为镰刀代表帅气'}	真是美妙的回答呢。	正确答案是<color=#3291DB>认为镰刀代表艺术</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020202	10202	1020	2				3000	你知道我要认真起来的时候会佩戴什么外设吗？	2	{1: '面具', 2: '眼镜', 3: '耳机'}	真是美妙的回答呢。	正确答案是<color=#3291DB>眼镜</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020203	10202	1020	2				3000	指挥官你知道我的裙摆上装载了什么特殊系统吗？	3	{1: '导弹系统', 2: '护盾系统', 3: '平衡系统'}	真是美妙的回答呢。	正确答案是<color=#3291DB>平衡系统</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020301	10203	1020	2				3000	我曾准备展出的一种叫‘装置艺术’的东西，你还记得它一开始的外观是什么吗？	2	{1: '带有感叹号的积木块', 2: '带有问号的积木块', 3: '漆黑的金属雕像'}	真是美妙的回答呢。	正确答案是<color=#3291DB>带有问号的积木块</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020302	10203	1020	2				3000	指挥官知道哪张画是我的旧作吗？	1	{1: '初春', 2: '品红波点', 3: '暴风雨'}	真是美妙的回答呢。	正确答案是<color=#3291DB>初春</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
21020303	10203	1020	2				3000	指挥官，你知道我是受谁的影响才选择成为构造体的吗？	3	{1: '艾伦', 2: '我？', 3: '赛琳娜'}	真是美妙的回答呢。	正确答案是<color=#3291DB>赛琳娜</color>，你答错了呦，嘿嘿，别忘了输了后要先做我的模特。	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
31020101		1020	3	不愧是优秀的你呢，这么难的问题都能答对。走吧，帮完你如果还有时间的话，要考虑下做我的模特哦。	感谢								Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
41020101		1020	4	嘿嘿，来吧，让我先画下你为了筹备而奔波的美丽身姿。等做完我的模特，再考虑帮忙的事情啦。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	艾拉
11021101		1021	1	阿迪莱，不做亏本买卖。									Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
11021102		1021	1	根据指挥官的回答，苏菲亚可以减少找苏菲亚帮忙所需要的筹码。		11021101							Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021101	10211	1021	2				3000	知道我来自哪吗？	1	{1: '阿迪莱', 2: '夜航船', 3: '空中花园'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>阿迪莱</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021102	10211	1021	2				3000	你知道银牙机体的核心被动有什么效果吗？	3	{1: '眩晕敌人', 2: '灼烧敌人', 3: '掉落能量球'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>掉落能量球</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021103	10211	1021	2				3000	指挥官，你知道我有什么能力特长吗？	2	{1: '作战指挥', 2: '攀爬跳跃', 3: '写作'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>攀爬跳跃</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021201	10212	1021	2				3000	你知道我比较喜欢什么东西吗？	2	{1: '播放装置', 2: '高能电池', 3: 'R3清洁机械人'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>高能电池</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021202	10212	1021	2				3000	下面哪个人不属于小孩子联盟？	2	{1: '七实', 2: '蒲牢', 3: '常羽'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>蒲牢</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021203	10212	1021	2				3000	我喜欢的游戏活动是什么？	2	{1: '警察抓小偷', 2: '捉迷藏', 3: '打电动'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>捉迷藏</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021301	10213	1021	2				3000	你知道苏菲亚名字的含义是什么吗？	2	{1: '鬣狗', 2: '天赐之物', 3: '虚无'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>天赐之物</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021302	10213	1021	2				3000	银牙机体，搭载的系统叫什么？	1	{1: '金苹果', 2: '银之匙', 3: '丰收'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>金苹果</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
21021303	10213	1021	2				3000	奥赛兰姆号从空中花园定期运输的物资是什么？	3	{1: '人力', 2: '军火', 3: '氦3'}	答对了，那么可以减少……的筹码，好了，苏菲亚算完了。	正确答案是<color=#3291DB>氦3</color>，告知答案的费用，已计入指挥官的账单。	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
31021101		1021	3	嗯，看来帮助你会是一项合理的投资。	感谢								Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
41021101		1021	4	这种回答没法减少要付的筹码呢，帮助费用总计9999999999黑卡，请选择你的支付方式。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	苏菲亚
11022101		1022	1	通过通讯能感受到你的焦虑，果然是遇到了很棘手的问题。									Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
11022102		1022	1	嗯，虽然情况紧急，但出发前指挥官还是先回答我几个问题吧。		11022101							Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
11022103		1022	1	毕竟增进了解，知己知彼更能将我方的效率最大化。		11022102							Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022101	10221	1022	2				3000	指挥官，你知道我在突击鹰的身份吗？	3	{1: '普通队员', 2: '临时编制', 3: '队长'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>队长</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022102	10221	1022	2				3000	你知道我精通什么武器吗？	1	{1: '武器全精通', 2: '只有镰刀', 3: '只有电锯'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>武器全精通</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022103	10221	1022	2				3000	指挥官，你知道突击鹰是什么定位的小队吗？	2	{1: '攻坚小队', 2: '斥候小队', 3: '后勤小队'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>斥候小队</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022201	10222	1022	2				3000	你知道我和突击鹰小队一同出任务时为什么会首要考虑携带镰刀吗？	1	{1: '便于钩回队友', 2: '便于收割敌人', 3: '便于清理战场'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>便于钩回队友</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022202	10222	1022	2				3000	指挥官觉得最符合我的描述是什么？	2	{1: '代行者', 2: '无瑕者', 3: '执行者'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>无暇者</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022203	10222	1022	2				3000	你知道我的特化逆元装置有什么作用吗？	3	{1: '帅气的装饰物', 2: '最大限度受指挥官管辖', 3: '最大限度脱离任何指挥官管辖'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>最大限度脱离任何指挥官管辖</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022301	10223	1022	2				3000	我的意识来源于？	1	{1: '兰斯顿', 2: '史密斯', 3: '约翰'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>兰斯顿</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022302	10223	1022	2				3000	在成为构造体以前，我是以什么样的成绩考入法奥斯学院的？	1	{1: '第一名', 2: '第二名', 3: '吊车尾'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>第一名</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
21022303	10223	1022	2				3000	九龙环城中，我使用什么武器打伤了升格者拉弥亚的？	3	{1: '破坏死光', 2: '镰刀', 3: '狙击枪'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>狙击枪</color>的。	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
31022101		1022	3	指挥官果然很了解身边的同伴。嗯，我很乐意为你效劳。	感谢								Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
41022101		1022	4	以这样的状态贸然采取行动可能会有风险。以防万一，请容我先去拟定几份行动方案。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png	库洛姆
11023101		1023	1	通过通讯能感受到你的焦虑，果然是遇到了很棘手的问题。									Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
11023102		1023	1	嗯，虽然情况紧急，但出发前指挥官还是先回答我几个问题吧。		11023101							Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
11023103		1023	1	毕竟增进了解，知己知彼更能将我方的效率最大化。		11023102							Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023101	10231	1023	2				1000	指挥官，你知道我在突击鹰的身份吗？	3	{1: '普通队员', 2: '临时编制', 3: '队长'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>队长</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023102	10231	1023	2				2000	你知道荣光机体的逆元装置是受谁的建议制作的吗？	2	{1: '我？', 2: '约翰·史密斯', 3: '哈桑'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>约翰·史密斯</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023103	10231	1023	2				3000	指挥官知道荣光这个机体的核心被动如何触发吗？	3	{1: '顺次按下QWER', 2: '任意三消+蓝球', 3: '长按普攻'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>长按普攻</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023201	10232	1023	2				3000	除了国际象棋，指挥官你还知道我喜欢在闲暇时干些什么吗？	1	{1: '阅读书籍', 2: '画画', 3: '跑步'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>阅读书籍</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
