Id	Name	Subtitle	Desc	DescNum	SimpleDesc	SimpleDescNum	TypeDesc	Icon	Cd	BaseDamageLimit	Rate	AttribType	Tags	EntryName	EntryDesc	VideoConfigId	SecondSkill
403	裁决辉迹I		<b>【裁决辉迹I】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼挥动权杖释放能量，控制两架战术随行单位持续发射超强力激光，对敌人造成多段伤害\n——总计造成{0}%伤害\n——获得{1}点必杀能量\n——释放时丽芙获得{2}%伤害减免\n<b>【裁决辉迹II】</b>-<color=#0d70bc>【极昼形态】+ 释放【裁决辉迹I】+长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人\n——最多造成总计{3}%伤害\n——获得{4}点必杀能量\n——释放时丽芙获得{5}%伤害减免	250|30|20|380|30|20	<b>【裁决辉迹I】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼挥动权杖释放能量，控制两架战术随行单位持续发射超强力激光，对敌人造成多段伤害\n<b>【裁决辉迹II】</b>-<color=#0d70bc>【极昼形态】+ 释放【裁决辉迹I】+长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人		核心一技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		10500	25000	1	['核心伤害', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33209	
404	裁决辉迹II		<b>【裁决辉迹II】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人\n——造成总计{0}%伤害\n——获得{1}点必杀能量\n——释放时丽芙获得{2}%伤害减免	300|30|20	<b>【裁决辉迹I】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人		核心二技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		12600	30000	1	['核心伤害', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33209	
405	悠远祝赞		<b>【悠远祝赞】</b>-<color=#0d70bc>点击普攻</color>\n丽芙·极昼使用权杖与战术随行单位造成光束攻击\n——造成总计{0}%伤害\n——普攻最后一段获得{1}层【颂奏层数】\n——每段攻击获得{2}点必杀能量	360.49|1|1	<b>【悠远祝赞】</b>-<color=#0d70bc>点击普攻</color>\n丽芙·极昼使用权杖与战术随行单位造成光束攻击		普攻	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu11.png		12936	30800	1	['普攻伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33201	
406	光羽弥撒		<b>【光羽弥撒】</b>-<color=#0d70bc>点击一技能</color>\n丽芙·极昼驱动羽翼，向摇杆前进方向冲刺，期间带有闪避判定，并释放{0}枚光羽对敌人进行攻击\n——造成总计{1}%伤害\n——获得{2}层【颂奏层数】\n——获得{3}点必杀能量	10|150|2|10	<b>【光羽弥撒】</b>-<color=#0d70bc>点击一技能</color>\n丽芙·极昼驱动羽翼，向摇杆前进方向冲刺，期间带有闪避判定，并释放{0}枚光羽对敌人进行攻击	10	一技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu21.png	6	6300	15000	1	['技能伤害', '闪避判定']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33202	
407	纷乱宣誓		<b>【纷乱宣誓】</b>-<color=#0d70bc>连续点击一技能</color>\n丽芙·极昼释放纷乱宣誓，创造出黑洞牵引极大范围的敌人并造成伤害\n——总计{0}%伤害\n——获得{1}层【颂奏层数】\n——获得{2}点必杀能量	100|2|10	<b>【纷乱宣誓】</b>-<color=#0d70bc>连续点击一技能</color>\n丽芙·极昼释放纷乱宣誓，创造出黑洞牵引极大范围的敌人并造成伤害		强化一技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu21.png	6	5040	12000	1	['技能伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33212	
408	黄道恩典		<b>【黄道恩典】</b>-<color=#0d70bc>点击二技能</color>\n丽芙·极昼释放能量光束，对敌人进行攻击\n——造成大范围总计{0}%伤害\n——获得{1}层【颂奏层数】\n——获得{2}点必杀能量\n——连续点击可触发【纯挚宣誓】\n<b>【纯挚宣誓】</b>-<color=#0d70bc>连续点击二技能</color>\n丽芙·极昼从地面释放出超大型能量光束，对敌人进行攻击\n——造成超大范围总计{3}%伤害\n——获得{4}层【颂奏层数】\n——获得{5}点必杀能量	262.88|1|20|311.2|1|20	<b>【黄道恩典】</b>-<color=#0d70bc>点击二技能</color>\n丽芙·极昼释放能量光束，对敌人进行攻击\n——连续点击可触发【纯挚宣誓】\n<b>【纯挚宣誓】</b>-<color=#0d70bc>连续点击二技能</color>\n丽芙·极昼从地面释放出超大型能量光束，对敌人进行攻击		二技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu31.png	18	9660	23000	1	['技能伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33203	
409	纯挚宣誓		<b>【纯挚宣誓】</b>-<color=#0d70bc>连续点击二技能</color>\n丽芙·极昼从地面释放出超大型能量光束，对敌人进行攻击\n——造成超大范围总计{0}%伤害\n——获得{1}层【颂奏层数】\n——获得{2}点必杀能量	280|1|20	<b>【纯挚宣誓】</b>-<color=#0d70bc>连续点击二技能</color>\n丽芙·极昼从地面释放出超大型能量光束，对敌人进行攻击		强化二技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu31.png	18	11760	28000	1	['技能伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33213	
410	长夜祈光		<b>【长夜祈光】</b>-<color=#0d70bc>点击三技能</color>\n丽芙·极昼祷告从空中召唤治疗法阵同时治疗自己，随后落下光束为全场友方单位进行治疗\n——为全场友方单位恢复丽芙最大生命值{0}%的生命值\n——获得{1}点必杀能量\n——进入【极昼形态】后切换为【苍色穹壁】\n——释放时丽芙获得{2}%伤害减免\n<b>【苍色穹壁】</b>-<color=#0d70bc>极昼形态+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位\n——为全场友方单位恢复丽芙最大生命值{3}%的生命值\n——【苍色穹壁】：位于其中的友方单位获得{4}%伤害减免\n——获得{5}点必杀能量\n——释放时丽芙获得{6}%伤害减免	25|20|20|25|90|20|20	<b>【长夜祈光】</b>-<color=#0d70bc>点击三技能</color>\n丽芙·极昼祷告从空中召唤治疗法阵同时治疗自己，随后落下光束为全场友方单位进行治疗\n——进入【极昼形态】后切换为【苍色穹壁】\n<b>【苍色穹壁】</b>-<color=#0d70bc>极昼形态+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位		三技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	16			1	['群体治疗', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33204	
411	苍色穹壁		<b>【苍色穹壁】</b>-<color=#0d70bc>【极昼形态】+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位\n——为全场友方单位恢复丽芙最大生命值{0}%的生命值\n——【苍色穹壁】：位于其中的友方单位获得{1}%伤害减免\n——获得{2}点必杀能量\n——释放时丽芙获得{3}%伤害减免	25|90|20|20	<b>【苍色穹壁】</b>-<color=#0d70bc>【极昼形态】+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位		强化三技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	40			1	['群体治疗', '伤害减免', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33205	
412	赤染棘冠		<b>【赤染棘冠】</b>-<color=#0d70bc>点击四技能</color>\n丽芙·极昼决意超越极限，启动机体中的Ω模块，为全场友方单位施加“净化”\n——为全体友方单位提供{0}%伤害增幅效果，持续{1}s\n——获得{2}点必杀能量\n——释放时丽芙获得{3}%伤害减免	50|10|30|20	<b>【赤染棘冠】</b>-<color=#0d70bc>点击四技能</color>\n丽芙·极昼决意超越极限，启动机体中的Ω模块，为全场友方单位施加“净化”		四技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu43.png	60			1	['伤害增益', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33206	
413	极昼宣誓		<b>【极昼宣誓】</b>-<color=#0d70bc>{0}必杀能量+点击必杀</color>\n丽芙·极昼进入祷告，并释放超大范围的伤害光束，对敌人进行攻击\n——造成总计{1}%伤害\n——获得{2}点极限技值	1000|2000|50	<b>【极昼宣誓】</b>-<color=#0d70bc>{0}必杀能量+点击必杀</color>\n丽芙·极昼进入祷告，并释放超大范围的伤害光束，对敌人进行攻击	1000	必杀	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu51.png		84000	200000	1	['必杀伤害', '伤害免疫', '超链合击']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33207	
414	恩典圣言		<b>【恩典圣言】</b>-<color=#0d70bc>丽芙·极昼治疗全场友方单位恢复至最大生命值，且同时复活处于濒死的友方单位		<b>【恩典圣言】</b>-<color=#0d70bc>丽芙·极昼治疗全场友方单位恢复至最大生命值，且同时复活处于濒死的友方单位		极限技	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4LifuEX.png				1	['群体治疗', '伤害免疫']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33210	
415	阑珊福音		<b>【阑珊福音】</b>-<color=#0d70bc>前闪-左摇杆输入，丽芙·极昼向指定方向进行闪避；后闪-无摇杆输入，丽芙·极昼向身后进行闪避</color>\n——闪避成功后获得{0}s无敌状态\n此时输入普攻可派生闪避反击-【阑珊福音】\n——【阑珊福音】：丽芙·极昼释放能量矩阵，对目标附近矩形范围造成伤害\n——造成总计{1}%伤害	1.5|70	<b>【阑珊福音】</b>-<color=#0d70bc>前闪-左摇杆输入，丽芙·极昼向指定方向进行闪避；后闪-无摇杆输入，丽芙·极昼向身后进行闪避</color>\n——闪避成功后获得{0}s无敌状态\n此时输入普攻可派生闪避反击-【阑珊福音】\n——【阑珊福音】：丽芙·极昼释放能量矩阵，对目标附近矩形范围造成伤害	1.5	闪避	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		2940	7000	1	['闪避判定']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33214	
416	裁决辉迹I		<b>【裁决辉迹I】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼挥动权杖释放能量，控制两架战术随行单位持续发射超强力激光，对敌人造成多段伤害\n——总计造成{0}%伤害\n——获得{1}点必杀能量\n——释放时丽芙获得{2}%伤害减免\n<b>【裁决辉迹II】</b>-<color=#0d70bc>【极昼形态】+  释放【裁决辉迹I】+长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人\n——最多造成总计{3}%伤害\n——获得{4}点必杀能量\n——释放时丽芙获得{5}%伤害减免	360|30|20|594|30|20	<b>【裁决辉迹I】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼挥动权杖释放能量，控制两架战术随行单位持续发射超强力激光，对敌人造成多段伤害\n<b>【裁决辉迹II】</b>-<color=#0d70bc>【极昼形态】+  释放【裁决辉迹I】+长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人		核心一技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		15120	36000	1	['核心伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33209	
417	裁决辉迹II		<b>【裁决辉迹II】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人\n——造成总计{0}%伤害\n——获得{1}点必杀能量\n——释放时丽芙获得{2}%伤害减免	459|30|20	<b>【裁决辉迹I】</b>-<color=#0d70bc>【极昼形态】+ 长按普攻</color>\n丽芙·极昼指挥战术随行单位飞向敌人位置，对敌人当前头顶落下数段激光，最后腾空蓄力召回所有战术随行单位，发射两道超强力激光扫过面前直线方向上的所有敌人		核心二技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu12.png		24948	59400	1	['核心伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33209	
418	光羽弥撒		<b>【光羽弥撒】</b>-<color=#0d70bc>点击一技能</color>\n丽芙·极昼驱动羽翼，向摇杆前进方向冲刺，期间带有闪避判定，并释放{0}枚光羽对敌人进行攻击\n——造成总计{1}%伤害\n——获得{2}层【颂奏层数】\n——获得{3}点必杀能量\n——连续点击可触发【纷乱宣誓】\n<b>【纷乱宣誓】</b>-<color=#0d70bc>连续点击一技能</color>\n丽芙·极昼释放纷乱宣誓，创造出黑洞牵引极大范围的敌人并造成伤害\n——总计{4}%伤害\n——获得{5}层【颂奏层数】\n——获得{6}点必杀能量	10|100|2|10|100|2|10	<b>【光羽弥撒】</b>-<color=#0d70bc>点击一技能</color>\n丽芙·极昼驱动羽翼，向摇杆前进方向冲刺，期间带有闪避判定，并释放{0}枚光羽对敌人进行攻击\n——连续点击可触发【纷乱宣誓】\n<b>【纷乱宣誓】</b>-<color=#0d70bc>连续点击一技能</color>\n丽芙·极昼释放纷乱宣誓，创造出黑洞牵引极大范围的敌人并造成伤害	10	一技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu61.png	6	4200	10000	1	['技能伤害', '闪避判定']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33202	
419	圣雨倾泻		<b>【圣雨倾泻】</b>-<color=#0d70bc>敌人处于失衡状态+点击QTE</color>\n丽芙·极昼快速起飞至空中，发射出多枚强化光弹攻击敌人，全部命中后产生一次额外的爆炸\n——造成总计{0}%伤害\n——获得{1}点必杀能量\n——获得{2}点极限技值	800|20|35	<b>【圣雨倾泻】</b>-<color=#0d70bc>敌人处于失衡状态+点击QTE</color>\n丽芙·极昼快速起飞至空中，发射出多枚强化光弹攻击敌人，全部命中后产生一次额外的爆炸		追击技	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkPr.png		33600	80000	1	['追击伤害', '伤害免疫']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33211	
420	长夜祈光		<b>【长夜祈光】</b>-<color=#0d70bc>{0}层【颂奏层数】+点击三技能</color>\n丽芙·极昼祷告从空中召唤治疗法阵同时治疗自己，随后落下光束为全场友方单位进行治疗\n——为全场友方单位恢复丽芙最大生命值{1}%的生命值\n——获得{2}点必杀能量\n——释放时丽芙获得{3}%伤害减免\n<b>【苍色穹壁】</b>-<color=#0d70bc>【极昼形态】+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位\n——为全场友方单位恢复丽芙最大生命值{4}%的生命值\n——【苍色穹壁】：位于其中的友方单位获得{5}%伤害减免\n——获得{6}点必杀能量\n——释放时丽芙获得{7}%减伤	4|30|20|20|30|90|20|20	<b>【长夜祈光】</b>-<color=#0d70bc>点击三技能</color>\n丽芙·极昼祷告从空中召唤治疗法阵同时治疗自己，随后落下光束为全场友方单位进行治疗\n——进入【极昼形态】后切换为【苍色穹壁】\n<b>【苍色穹壁】</b>-<color=#0d70bc>极昼形态+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位		三技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	20			1	['群体治疗', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33204	
421	赤染棘冠		<b>【赤染棘冠】</b>-<color=#0d70bc>{0}层【颂奏层数】+点击四技能</color>\n丽芙·极昼决意超越极限，启动机体中的Ω模块，为全场友方单位施加“净化”\n——为全体友方单位提供{1}%伤害增幅效果，持续{2}s\n——获得{3}点必杀能量\n——释放时丽芙获得{4}%伤害减免	4|60|10|30|20	<b>【赤染棘冠】</b>-<color=#0d70bc>{0}层【颂奏层数】+点击四技能</color>\n丽芙·极昼决意超越极限，启动机体中的Ω模块，为全场友方单位施加“净化”	4	四技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu43.png	70			1	['伤害增益', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33206	
422	苍色穹壁		<b>【苍色穹壁】</b>-<color=#0d70bc>【极昼形态】+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位\n——为全场友方单位恢复丽芙最大生命值{0}%的生命值\n——【苍色穹壁】：位于其中的友方单位获得{1}%伤害减免\n——获得{2}点必杀能量\n——释放时丽芙获得{3}%伤害减免	30|90|20|20	<b>【苍色穹壁】</b>-<color=#0d70bc>【极昼形态】+点击三技能</color>\n丽芙·极昼展开【苍色穹壁】并治疗全场友方单位		强化三技能	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4Lifu41.png	50			1	['群体治疗', '伤害减免', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33205	
