MapId	HintTitle	StartRowAndCol	StartGridPercent	NextRowAndCol	NextGridPercent
4307	赛利卡（省流版）：右、下、左、上、下、左、右、下、上、左、下、右、上、左、上、左	4|2	0|0.5	['4|3', '2|3', '2|2', '6|2', '1|1', '7|7', '6|7', '6|6', '6|6', '6|9', '5|9', '1|1', '2|5', '4|5', '4|4', '2|4', '2|5', '5|5', '1|1', '5|9', '5|9', '1|1', '7|2', '8|2', '8|1']	['0.5|0.5', '0.5|0.5', '0.66|0.5', '0.66|0.5', '0|0', '0.5|1', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0|0', '0.33|0', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.66|0.5', '0.66|0.5', '0|0', '0.66|0.33', '0.33|0.33', '0|0', '0.5|0', '0.5|0.5', '0.5|0.5']
4308	赛利卡（省流版）：下、左、下、右、上、左、下、左、下、上	5|8	0.5|1	['5|8', '5|5', '1|5', '1|7', '9|7', '9|6', '7|6', '7|2', '7|2', '7|2', '8|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.66', '0.66|0.66', '0.66|0.33', '0.33|0.33', '0.33|0.5']
4309	赛利卡（省流版）：右、左、下、左、右、上、下、左、上、左、左、上、下	7|4	0.33|0.66	['7|4', '9|9', '7|4', '7|4', '3|4', '3|1', '9|9', '4|4', '4|9', '5|9', '1|1', '5|9', '2|9', '2|7', '8|7', '8|2', '5|2']	['0.66|0.66', '0|0', '0.66|0.33', '0.33|0.33', '0.33|0.5', '0.5|0.5', '0|0', '0|0.5', '0.33|0.5', '0.33|0.5', '0|0', '0.66|0.5', '0.66|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0']
4310	赛利卡（省流版）：右、下、上、左、下、右、下、左、左、上、左	5|5	0|0.33	['5|5', '1|5', '1|5', '6|5', '1|1', '9|8', '9|6', '1|1', '6|2', '5|2', '5|9', '1|9', '1|4', '9|4', '9|2']	['0.33|0.33', '0.33|0.66', '0.66|0.66', '0.66|0.5', '0|0', '0|0.5', '0.5|0.5', '0|0', '0.5|0', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.5', '0.5|0.5']
4401	赛利卡（省流版）：右、下、左	4|1	0.5|0.5	['4|7', '4|7', '1|7', '1|7', '1|3', '3|1', '3|1']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.8|0.5', '0.2|0.5']
4402	赛利卡（省流版）：上、右、下、左、上	7|2	0.2|0.2	['7|2', '7|2', '1|2', '9|9', '2|6', '2|2', '6|2']	['0.2|0.8', '0.8|0.8', '0.8|0.5', '0|0', '0.5|0.5', '0.33|0.5', '0.33|0.5']
4403	赛利卡（省流版）：下、右、上、右	6|2	0.5|0.5	['1|2', '1|2', '1|3', '1|3', '4|3', '4|3', '4|7']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4404	赛利卡（省流版）：右、上、左、右	1|1	0.5|0.5	['1|5', '8|8', '6|5', '8|5', '8|4', '1|8', '4|1', '4|4']	['0.5|0.5', '0|0', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0|0', '0.5|0.5', '0.5|0.5']
4405	赛利卡（省流版）：左、下、右、上、左、上	2|2	0.8|0.5	['2|2', '2|2', '1|2', '1|2', '1|6', '1|6', '4|6', '4|6', '4|5', '4|5', '5|5']	['0.2|0.5', '0.2|0.5', '0.2|0.5', '0.2|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4406	赛利卡（省流版）：下、右、上、左、下、右、上、右、上、上、左	2|2	0.25|0.8	['2|2', '2|2', '2|7', '8|7', '8|7', '8|2', '8|2', '2|2', '2|2', '2|4', '2|4', '4|4', '4|4', '4|5', '4|5', '6|5', '6|5', '7|5', '7|5', '7|2']	['0.25|0.25', '0.25|0.25', '0.5|0.25', '0.5|0.5', '0.5|0.5', '0.75|0.5', '0.75|0.5', '0.75|0.6', '0.75|0.6', '0.5|0.6', '0.5|0.6', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.8|0.5']
4407	赛利卡（省流版）：左、上、左、右、下、左、左、下、右、上	1|8	0.5|0.5	['1|3', '1|3', '7|3', '7|3', '7|3', '2|6', '7|3', '7|5', '7|5', '5|5', '4|8', '4|2', '4|2', '2|2', '2|2', '2|4', '2|4', '5|4']	['0.75|0.5', '0.75|0.5', '0.75|0.25', '0.75|0.25', '0.25|0.25', '0.25|0.75', '0.25|0.75', '0.5|0.75', '0.5|0.75', '0.5|0.75', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4408	赛利卡（省流版）：上、右、下、下、上、左	1|1	0.5|0.5	['4|1', '8|8', '7|7', '7|7', '3|7', '1|4', '8|4', '8|4', '8|1']	['0.5|0.5', '0|0', '0.25|0.5', '0.75|0.5', '0.75|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4409	赛利卡（省流版）：左、下、左、上、右、下、左、下	7|7	0.5|0.5	['7|3', '7|3', '5|3', '1|1', '1|1', '1|1', '5|1', '5|1', '5|9', '5|9', '1|9', '4|7', '4|4', '4|4', '1|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.75|0.5', '0.25|0.5', '0.25|0.5', '0.25|0.5', '0.25|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4410	赛利卡（省流版）：左、下、左、下、右、上、右	2|7	0.5|0.5	['2|2', '2|2', '1|2', '1|2', '1|1', '4|3', '3|3', '3|3', '3|4', '3|4', '7|4', '7|4', '7|9']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4501	赛利卡（省流版）：下、右、上、左、下、左	6|3	0.5|1	['4|3', '4|8', '7|8', '7|7', '3|7', '3|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4502	赛利卡（省流版）：下、右、下、左、下、右、下、左、下	8|4	0.5|1	['8|4', '8|7', '6|7', '6|3', '4|3', '4|8', '1|1', '4|5', '2|5', '2|4', '1|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0|0', '0.5|1', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4503	赛利卡（省流版）：左、上、右、下、右、上	5|2	1|0.5	['5|2', '8|2', '8|4', '3|4', '3|7', '6|7']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.66|0.5', '0.5|0.5', '0.5|0.5']
4504	赛利卡（省流版）：下、右、上、下、右、上、上	8|3	0.5|1	['6|3', '6|9', '7|9', '7|9', '3|9', '3|9', '7|9', '1|1', '3|8', '6|8']	['0.5|0.66', '0.25|0.66', '0.25|0.5', '0.5|0.5', '0.5|0.5', '0.75|0.5', '0.75|0.5', '0|0', '0.5|0', '0.5|0.33']
4505	赛利卡（省流版）：右、上、下、左、上、右、下	4|6	0|0.5	['4|8', '8|8', '8|8', '6|8', '6|2', '7|2', '7|3', '3|3']	['0.66|0.5', '0.66|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4506	赛利卡（省流版）：右、上、上、左、下、左、右、右	1|5	0.5|0.5	['1|6', '2|6', '3|6', '3|5', '1|1', '8|3', '7|3', '7|1', '9|9', '7|1', '7|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0|0', '0.5|0.5', '0.5|0.66', '0.5|0.66', '0|0', '0.5|0.33', '0.5|0.33']
4507	赛利卡（省流版）：下、右、右、上、左、上、左、下、左	7|6	0.33|0	['6|6', '6|6', '6|6', '6|6', '6|6', '7|6', '7|6', '3|6', '3|5']	['0.33|0.5', '0.5|0.5', '0.66|0.5', '0.66|0.8', '0.5|0.8', '0.5|0.5', '0.44|0.5', '0.44|0.5', '0.5|0.5']
4508	赛利卡（省流版）：上、右、上、左、下、右、上、左、下	1|1	0.33|0.5	['8|1', '8|1', '9|1', '9|1', '5|1', '5|7', '6|7', '6|6', '4|6']	['0.33|0.5', '0.8|0.5', '0.8|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4509	赛利卡（省流版）：下、左、上、右、左、上、左、下、左	9|8	0.66|0.5	['6|8', '6|4', '6|4', '6|8', '1|1', '4|6', '4|2', '5|2', '5|2', '1|2', '1|1']	['0.66|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0|0', '0.5|0.5', '0.66|0.5', '0.66|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5']
4510	赛利卡（省流版）：下、右、下、上、左、右、下	5|3	0.3|1	['5|3', '5|5', '3|5', '8|8', '3|5', '5|5', '5|3', '8|8', '5|3', '5|5', '4|5']	['0.3|0.3', '0.3|0.3', '0.3|0.5', '0|0', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0|0', '0.5|0.8', '0.8|0.8', '0.8|0.8']
5101	赛利卡（省流版）：下、下、左、下、右、右、右、上	7|3	0.5|0.5	['6|3', '3|3', '3|2', '2|2', '2|4', '2|6', '7|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5102	赛利卡（省流版）：左、下、下、下、右、右、右、下	7|5	0.5|0.5	['7|2', '4|2', '4|3', '4|6', '4|7', '2|7']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5103	赛利卡（省流版）：上、右、右、上、右、下、左、下、右、右、右、上	4|2	0.5|0.5	['6|2', '6|3', '7|3', '7|4', '7|4', '7|3', '4|3', '4|6', '7|6']	['0.5|0.5', '0.3|0.5', '0.3|0.7', '0.7|0.7', '0.7|0.3', '0.7|0.3', '0.7|0.5', '0.5|0.5', '0.5|0.5']
5104	赛利卡（省流版）：下、右、下、左、上、上、上、左	7|2	0.5|0.5	['3|2', '3|7', '1|7', '1|6', '3|6', '6|6', '6|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5105	赛利卡（省流版）：上、右、右、下、右、右、上、上、上、右	2|2	0.5|0.5	['4|2', '4|3', '4|5', '2|5', '2|6', '3|6', '7|6', '7|7']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5106	赛利卡（省流版）：上、上、右、下、左、上、上、上、左	1|4	0.5|0.5	['2|4', '6|4', '6|6', '2|6', '2|3', '5|3', '5|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5201	赛利卡（省流版）：上、右、右、下、右	2|2	0.5|0.5	['5|2', '5|3', '5|6', '3|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5202	赛利卡（省流版）：下、下、下、右、右、上、上	7|3	0.5|0.5	['5|3', '4|3', '2|3', '2|5', '2|6', '6|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5203	赛利卡（省流版）：右、右、右、下、右、下、左、左、左、左、上	6|2	0.5|0.5	['6|3', '6|4', '6|6', '4|6', '4|7', '2|7', '2|6', '2|3', '5|3']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5204	赛利卡（省流版）：下、右、右、上、右、下、下、下、下、左、上、上、左	4|1	0.5|0.5	['2|1', '2|2', '7|2', '7|7', '5|7', '3|7', '1|7', '1|6', '7|6', '7|2']	['0.5|0.5', '0.5|0.5', '0.5|0.7', '0.5|0.7', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.3', '0.5|0.3']
5205	赛利卡（省流版）：下、下、下、左、上、右、右、右、下、下、下、左	5|4	0.5|0.5	['4|4', '2|4', '2|1', '6|1', '6|2', '6|5', '6|8', '5|8', '2|8', '2|7']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5206	赛利卡（省流版）：右、右、右、上、上、上、左、上、右、右	1|2	0.5|0.5	['1|4', '1|5', '3|5', '4|5', '5|5', '5|2', '7|2', '7|4', '7|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5301	赛利卡（省流版）：右、上、上、上、右、上、下、下	1|2	0.5|0.5	['1|3', '5|3', '5|6', '5|6', '4|6', '2|6']	['0.5|0.5', '0.5|0.5', '0.5|0.3', '0.5|0.7', '0.5|0.5', '0.5|0.5']
5302	赛利卡（省流版）：上、上、右、右、右、下、上、上	2|2|	0.5|0.5	['4|2', '4|3', '4|6', '3|6', '4|6', '6|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5303	赛利卡（省流版）：右、上、上、上、上、右、右、下、下、左	2|1	0.5|0.5	['2|2', '4|2', '7|2', '7|4', '7|8', '5|8', '2|8', '2|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5304	赛利卡（省流版）：下、下、左、左、上、上、上、左、上	8|8	0.5|0.5	['5|8', '2|8', '2|5', '4|5', '4|4', '7|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5305	赛利卡（省流版）：右、上、上、右、右、上、下、上、左、左、上	1|1	0.5|0.5	['1|3', '2|3', '2|3', '2|4', '2|6', '4|6', '2|6', '5|6', '5|4', '5|2', '7|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5306	赛利卡（省流版）：上、右、上、左、上、右、右、下、左、上、左、上	1|3	0.5|0.5	['2|3', '2|5', '5|5', '5|2', '8|2', '8|8', '4|8', '4|6', '6|6', '6|4', '7|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5401	赛利卡（省流版）：下、下、右、上	7|5	0.3|0.5	['6|5', '4|5', '4|5', '6|5']	['0.3|0.5', '0.3|0.5', '0.7|0.5', '0.7|0.5']
5402	赛利卡（省流版）：右、上、上、左、右、上、左	2|2	0.3|0.5	['2|2', '3|2', '3|1', '3|7', '7|7', '7|3']	['0.7|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5403	赛利卡（省流版）：下、右、右、上、左	2|2	0.5|0.7	['2|2', '2|5', '2|7', '6|7', '6|6']	['0.5|0.3', '0.5|0.3', '0.5|0.3', '0.5|0.5', '0.5|0.5']
5404	赛利卡（省流版）：右、上、上、左、上、上、右、左、下	2|7	0.5|0.5	['2|8', '2|8', '8|8', '8|2', '8|2', '8|8', '8|7', '7|7']	['0.5|0.5', '0.5|0.5', '0.5|0.3', '0.5|0.3', '0.5|0.7', '0.5|0.7', '0.5|0.7', '0.5|0.5']
5405	赛利卡（省流版）：下、右、右、上、左、左、左	7|7	0.5|0.7	['7|7', '7|7', '2|8', '4|8', '4|7', '4|4']	['0.5|0.3', '1|1', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
5406	赛利卡（省流版）：右、上、左、左、左、右、左、上、右	1|2	0.5|0.5	['1|6', '3|6', '8|7', '8|6', '8|7', '3|8', '3|1', '7|1', '7|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
