Group	Text	Duration	CvId	WordsIndex
1502040313	凡妮莎：邦比娜塔，用终端确认一下。	[2.0, 2.0, 2.0, 2.0]		1
1502040314	邦比娜塔：是，主人。	[2.0, 2.0, 2.0, 2.0]		1
1502040315	邦比娜塔：……是损坏的实验型构造体，目前已经停用这种型号了。	[3.0, 3.0, 3.0, 3.0]		1
1502040316	凡妮莎：这里像是……他们的坟场。	[2.0, 2.0, 2.0, 2.0]		1
1502040317	凡妮莎：别放松注意力。还有没清理完的敌人。	[2.0, 2.0, 2.0, 2.0]		1
1502040318	邦比娜塔：……同步读取动能模块参数。。	[2.0, 2.0, 2.0, 2.0]		1
1502040319	邦比娜塔：同步重拟特攻招式。	[2.0, 2.0, 2.0, 2.0]		1
1502040801	薇拉：嗯？这种程度的“夹道欢迎”……	[2.0, 2.0, 2.0, 2.0]		1
1502040802	薇拉：是想拖延时间吗？	[2.0, 2.0, 2.0, 2.0]		1
1502040803	薇拉：方块建造的这么狭窄怕不是专门用这游戏来戏弄他们的	[2.0, 2.0, 2.0, 2.0]		1
1502040804	薇拉：只能尝试放慢速度走了	[2.0, 2.0, 2.0, 2.0]		1
1502040805	薇拉：有脚步声……	[3.0, 3.0, 3.0, 3.0]		1
1502040806	薇拉：看来你已经准备好迎接你的下场了。	[3.0, 3.0, 3.0, 3.0]		1
1502040807	薇拉：有脚步声，我不是来陪你玩这种无趣游戏的。	[2.0, 2.0, 2.0, 2.0]		1
1502041101	？？？：……	[2.0, 2.0, 2.0, 2.0]		1
1502041101	？？？：啊……妈妈，请再给我一次机会……	[3.0, 3.0, 3.0, 3.0]		2
1502041101	我一定会说服妹妹好好听话！	[3.0, 3.0, 3.0, 3.0]		3
1502041110	醒醒——	[1.0, 1.0, 1.0, 1.0]		1
1502041111	邦比娜塔……	[1.0, 1.0, 1.0, 1.0]		1
1502041112	邦……娜塔……	[1.0, 1.0, 1.0, 1.0]		1
1502041113	邦……娜……	[1.0, 1.0, 1.0, 1.0]		1
1502041114	快——	[1.0, 1.0, 1.0, 1.0]		1
1502041115	“多蒂”：桃乐丝妹妹，妈妈快要生气了。	[2.0, 2.0, 2.0, 2.0]		1
1502041116	不可以再任性了。	[4.0, 4.0, 4.0, 4.0]		1
1502041117	不可以让妈妈对我们失望。	[4.0, 4.0, 4.0, 4.0]		1
1502041118	你必须立刻学会	[3.0, 3.0, 3.0, 3.0]		1
1502041119	当个好孩子！	[4.0, 4.0, 4.0, 4.0]		1
1502041120	桃乐丝，听话。	[2.0, 2.0, 2.0, 2.0]		1
1502041121	家人，多蒂姐姐，家人，妈妈	[2.0, 2.0, 2.0, 2.0]		1
1502041122	妈妈，妈妈，妈妈，妈妈	[2.0, 2.0, 2.0, 2.0]		1
1502041123	家人，家人，家人，家人	[2.0, 2.0, 2.0, 2.0]		1
1502041124	桃乐丝，听话，好孩子，听话。	[2.0, 2.0, 2.0, 2.0]		1
1502041125	好孩子，听话。	[2.0, 2.0, 2.0, 2.0]		1
1502041126	听话，听话，听话，听话	[2.0, 2.0, 2.0, 2.0]		1
1502041127	……是的，听从命令，一件很轻松的事情。	[8.0, 8.0, 8.0, 8.0]	100000908	1
1502041128	不可以……有人很讨厌邦比娜塔这一点。	[6.5, 6.5, 6.5, 6.5]	100000909	1
1502041129	当个乖孩子，研究员叔叔也说过……	[5.5, 5.5, 5.5, 5.5]	100000910	1
1502041130	可是，邦比娜塔也有想要说出口的话语……可以吗？	[8.5, 8.5, 8.5, 8.5]	100000911	1
1502041131	即使想要，也不可以做错误的事情哦。	[6.0, 6.0, 6.0, 6.0]	100000912	1
1502041132	……是吗。错误，怎么衡量对与错？	[8.0, 8.0, 8.0, 8.0]	100000913	1
1502041133	如果沉默是最差劲的答案，那什么才是正确的回答？	[6.0, 6.0, 6.0, 6.0]	100000914	1
1502041134	回答什么？	[3.0, 3.0, 3.0, 3.0]	100000915	1
1502041135	回答……她的期待——	[4.0, 4.0, 4.0, 4.0]	100000916	1
1502041136	刚刚为什么不说你喜欢跳芭蕾？	[5.0, 5.0, 5.0, 5.0]	100000925	1
1502041137	邦比娜塔……你会支持我吗？	[5.0, 5.0, 5.0, 5.0]	100000926	1
1502041138	总有一天，我会让所有人都不能违抗我！	[7.0, 7.0, 7.0, 7.0]	100000927	1
1502041139	必须把<//想要>说的话传达给凡妮莎姐姐……传达给主人！	[8.0, 8.0, 8.0, 8.0]	100000917	1
1502041140	就算是要违抗爸爸妈妈的指令吗？	[5.0, 5.0, 5.0, 5.0]	100000918	1
1502041141	是的。这是邦比娜塔想要去完成的事情。	[7.0, 7.0, 7.0, 7.0]	100000919	1
1502041142	嗯，知道了。	[4.0, 4.0, 4.0, 4.0]	100000920	1
1502041143	那么，要快点回到凡妮莎姐姐（主人）的身边去。	[7.0, 7.0, 7.0, 7.0]	100000921	1
1502041144	“多蒂”：不可以！	[3.0, 3.0, 3.0, 3.0]		1
1502041145	“多蒂”：咯咯——妈妈，不会，饶过你……	[3.0, 3.0, 3.0, 3.0]		1
1502041146	邦比娜塔：主人，邦比娜塔马上就会回到您身边。	[3.0, 3.0, 3.0, 3.0]		1
1502041147	“妈妈”：……	[4.0, 4.0, 4.0, 4.0]		1
1502041148	黑色的……蝴蝶？	[5.0, 5.0, 5.0, 5.0]		1
1502041149	飞走了……是要跟上它吗？	[5.0, 5.0, 5.0, 5.0]		1
1502041150	妈妈对你的爱，你没有感受到吗？	[4.0, 4.0, 4.0, 4.0]		1
1502041151	邦比娜塔：……是谁？	[3.0, 3.0, 3.0, 3.0]		1
1502041152	邦比娜塔：首先，要马上脱出这里。	[4.0, 4.0, 4.0, 4.0]		1
1502041153	“妈妈”：……	[3.0, 3.0, 3.0, 3.0]		1
1021011800	不断上升的平台，就像是无尽长河中的一叶孤舟。	[3.0, 3.0, 3.0, 3.0]		1
1021011800	诡谲的景象正在蚕食着意识的边缘。	[6.0, 6.0, 6.0, 6.0]		2
1021011800	必须要想办法解决这里的一切。	[6.0, 6.0, 6.0, 6.0]		3
1021011801	（诡异的嘶吼）	[3.0, 3.0, 3.0, 3.0]		1
1021011802	里？：我无法告诉你太多，因为我们来自不同的地方。	[3.0, 3.0, 3.0, 3.0]		1
1021011802	里？：我无法保证我认知中的一切都适用于你的情况。	[3.0, 3.0, 3.0, 3.0]		2
1021011803	里？：过多的信息也许会导致更多的错误。	[3.0, 3.0, 3.0, 3.0]		1
1021011803	里？：擅自“修正”会导致更多的麻烦，我想你明白这一点。	[3.0, 3.0, 3.0, 3.0]		2
1021011804	里？：你必须要找到属于你的答案，最为关键的部分。	[3.0, 3.0, 3.0, 3.0]		1
1021011804	里？：它的线索可能存在于任何地方。	[4.0, 4.0, 4.0, 4.0]		2
1021011805	里？：……我无法做到的事情，就交给你了。	[5.0, 5.0, 5.0, 5.0]		1
1021021800	又回到了这个地方……	[6.0, 6.0, 6.0, 6.0]		1
1021021800	然而无尽回廊的答案已经解出。	[6.0, 6.0, 6.0, 6.0]		2
1021021800	剩下的事情，就是通往塔顶了。	[6.0, 6.0, 6.0, 6.0]		3
1021012000	伴随迷雾的散去，成功抵达了无尽长河的终点——	[6.0, 6.0, 6.0, 6.0]		1
1021012001	林立的结晶尖刺环绕四周，猩红色的数据在其上缓缓流动。	[6.0, 6.0, 6.0, 6.0]		1
1021012002	平台就这么突兀地闯入到了这片诡异的空间之中。	[6.0, 6.0, 6.0, 6.0]		1
1021022000	熟悉的地点，陌生的壁障。	[3.0, 3.0, 3.0, 3.0]		1
1021022001	经历无数困难之后，再一次站到了这里……	[5.0, 5.0, 5.0, 5.0]		1
1021022002	来自其它时空的可能性注入到了超刻体内……	[5.0, 5.0, 5.0, 5.0]		1
1021022003	“塔”的守卫受到核心的吸引，从时空裂缝中出现	[3.0, 3.0, 3.0, 3.0]		1
1021022004	来自其它时空的可能性收束到了超刻本身	[5.0, 5.0, 5.0, 5.0]		1
1021022005	又回到了这个地方……只是这一次……能够直面核心了吗？	[6.0, 6.0, 6.0, 6.0]		1
1021011900	成功救出丽芙的数个小时之后……	[6.0, 6.0, 6.0, 6.0]		1
1021011901	虽说是出来闲逛，但还是忍不住会去想其他的事情……	[6.0, 6.0, 6.0, 6.0]		1
1021011902	嗯？下雨了吗？	[4.0, 4.0, 4.0, 4.0]		1
1021011903	哥哥……哥哥……	[3.0, 3.0, 3.0, 3.0]		1
1021011904	哥哥在哪里……	[3.0, 3.0, 3.0, 3.0]		1
1021011905	警报！警报！非战斗人员请立即前往避难！	[5.0, 5.0, 5.0, 5.0]		1
1021011906	悄无声息的振动，令交汇的命运丝弦出现了些许变化……	[5.0, 5.0, 5.0, 5.0]		1
1021012201	这一次……我的子弹一定会触及到你们所在的地方。	[3.0, 3.0, 3.0, 3.0]		1
1021012201	击穿你们可笑的模仿！	[3.0, 3.0, 3.0, 3.0]		2
1021012202	哼，你们的模仿能力也在我的计算之中。	[2.0, 2.0, 2.0, 2.0]		1
1021012203		[0.75, 0.75, 0.75, 0.75]	100000929	1
1021012203	你们一直在学习、理解，并且模仿我们。	[5.0, 5.0, 5.0, 5.0]		2
1021012203	我们对此的回应，便是继续前进，不断地继续前进，前进到你们所触及不到的地方。	[10.0, 10.0, 10.0, 10.0]		3
1021012100	被风暴席卷的意识海……	[6.0, 6.0, 6.0, 6.0]		1
1021012101	有一片区域在狂澜之中沉默着	[6.0, 6.0, 6.0, 6.0]		1
1021012102	没能看到其他“里”的身影……	[6.0, 6.0, 6.0, 6.0]		1
1021012103	记忆与“漩涡”引发了共鸣，意识海深处的记忆开始动荡——	[6.0, 6.0, 6.0, 6.0]		1
1021012104	——指针开始向后倒转。	[5.0, 5.0, 5.0, 5.0]		1
1021012105	——指针开始向前疾驰。	[5.0, 5.0, 5.0, 5.0]		1
1021012106	？？？：答案不在这里，你失败了，我们失败了……	[5.0, 5.0, 5.0, 5.0]		1
1021012107	第231次尝试……我看到了……翅膀被折断……羽翼落进雪和污泥之中……	[5.0, 5.0, 5.0, 5.0]		1
1021012108	……在等待……以人类之死……触及未开之门的瞬间……	[5.0, 5.0, 5.0, 5.0]		1
1021012109	……告诉我，你们的答案。	[5.0, 5.0, 5.0, 5.0]		1
1021012110	尘封的记忆再次引发共鸣。	[3.0, 3.0, 3.0, 3.0]		1
1021012111	决意的起点，渴求的未来，一切再次交汇在了一起。	[6.0, 6.0, 6.0, 6.0]		1
1021012112	但我们也只能前进了，不是吗……	[5.0, 5.0, 5.0, 5.0]		1
1021012113	那边的我，拥有着全新机体<//可能性>的我。	[4.0, 4.0, 4.0, 4.0]		1
1021012114	紧握住它，继续向前吧……	[4.0, 4.0, 4.0, 4.0]		1
1021012115	未来……就交给你了……	[6.0, 6.0, 6.0, 6.0]		1
300613041	系统：机体能源过低，结束飞行姿态，进入低功耗模式	[3.5, 3.5, 3.5, 3.5]		1
300613042	光辉行进者：远距离飞行还是太勉强了	[2.0, 2.0, 2.0, 2.0]		1
300613043	光辉行进者：看到只能从地面前面目标地点了	[2.0, 2.0, 2.0, 2.0]		1
300613044	光辉行进者：行动前还是先确认机体情况	[2.0, 2.0, 2.0, 2.0]		1
300613045	系统：逻辑模块协议生效，逻辑回路运行正常	[2.0, 2.0, 2.0, 2.0]		1
300613046	系统：武装模块协议未启用	[2.0, 2.0, 2.0, 2.0]		1
300613047	系统：能源过低，战斗模式关闭中	[2.0, 2.0, 2.0, 2.0]		1
300613048	系统：地面运动系统启用中，滑行功能正常	[2.0, 2.0, 2.0, 2.0]		1
300613049	系统：检测到附近存在适配机体能源，位置已标记在“战术模式”系统中	[2.0, 2.0, 2.0, 2.0]		1
300613040	系统：退出低功耗模式，重启战斗模式	[2.0, 2.0, 2.0, 2.0]		1
300613050	光辉行进者：机体基本恢复了，可以前往目标地点了	[2.0, 2.0, 2.0, 2.0]		1
300613051	巡逻机器：检测到未知对象，执行消灭指令	[3.0, 3.0, 3.0, 3.0]		1
300613052	光辉行进者：那就是目标了	[2.0, 2.0, 2.0, 2.0]		1
300613053	光辉行进者：进行最后的回收工作	[2.0, 2.0, 2.0, 2.0]		1
300613060	光辉行进者：那个就是这次的目标了。	[2.0, 2.0, 2.0, 2.0]		1
300613061	光辉行进者：看来是原型机体的数据发射设备	[2.0, 2.0, 2.0, 2.0]		1
300613062	光辉行进者：修改命令数据再让它接收的话，就可以诱导它的行为了	[2.0, 2.0, 2.0, 2.0]		1
300613071	光辉行进者：是被附近的设备锁上的，资料已备份进入“战术模式”数据库中	[3.0, 3.0, 3.0, 3.0]		1
300613111	光辉行进者：看来很快就会在东部码头登陆了。	[2.0, 2.0, 2.0, 2.0]		1
300613112	光辉行进者：我也该动身出发了。	[2.0, 2.0, 2.0, 2.0]		1
300613113	光辉行进者：真是“黄雀在后”。	[2.0, 2.0, 2.0, 2.0]		1
300613114	光辉行进者：至少还留下了一部分	[2.0, 2.0, 2.0, 2.0]		1
300613141	光辉行进者：果然触发了锁定警报。	[2.0, 2.0, 2.0, 2.0]		1
300613142	光辉行进者：操作设备已经激活，资料已备份进入“战术模式”数据库。	[2.0, 2.0, 2.0, 2.0]		1
300613143	系统：检测到未授权操作！执行警告协议！	[2.0, 2.0, 2.0, 2.0]		1
300613144	系统：检测到未授权解锁操作！执行清除协议！	[2.0, 2.0, 2.0, 2.0]		1
300613145	光辉行进者：看来这个不是关闭设备！	[2.0, 2.0, 2.0, 2.0]		1
300613146	光辉行进者：不是这个操作设备。	[2.0, 2.0, 2.0, 2.0]		1
1022011301	倘若演员能全然置身于戏剧之中，那么舞台的边界便不会囿于眼界。	[3.0, 3.0, 3.0, 3.0]		1
1022011302	当演员真正地成为角色，便可以从其他事物身上生动地看到世界的样子，作为角色本身去总结出需要的经验。	[4.0, 4.0, 4.0, 4.0]		1
1022011303	可一旦鸣钟敲响，戏剧收场，角色换下戏装，他们便又回到普通且一样的演员。	[3.0, 3.0, 3.0, 3.0]		1
1022011304	若是你，你会如果左右这场戏剧的开场与终结？	[2.0, 2.0, 2.0, 2.0]		1
1022011307	啊，这就是骑士眼中“巨人的翅翼”吧。咦？转动是不是变快了？	[2.0, 2.0, 2.0, 2.0]		1
1022011308	艾拉：面具？穿过去了……	[2.0, 2.0, 2.0, 2.0]		1
1022011310	堂吉诃德：真正的勇士从来不会向对手屈服	[2.0, 2.0, 2.0, 2.0]		1
1022011311	堂吉诃德：我一定可以战胜你们	[2.0, 2.0, 2.0, 2.0]		1
1022021301	堂吉诃德：骑士大人，您真的打败了那个堂吉诃德吗？我不能相信！	[3.0, 3.0, 3.0, 3.0]		1
1022021302	镜子骑士：很快您就会明白了！	[2.0, 2.0, 2.0, 2.0]		1
1022021303	堂吉诃德：您提到的那个唐吉诃德是我在这个世界上的最好的朋友，可以说，我就好像是他一样。	[4.0, 4.0, 4.0, 4.0]		1
1022021310	镜子骑士：咳……既然我能打败他，那么我也能打败您！	[2.0, 2.0, 2.0, 2.0]		1
1022021311	镜子骑士：接下来该让你们感受绝望了	[2.0, 2.0, 2.0, 2.0]		1
1022031301	堂吉诃德：白月骑士，我从未听过您的功绩，但我决定接受您的挑战。	[2.0, 2.0, 2.0, 2.0]		1
1022031302	堂吉诃德：但我不惜要您的功名，我有我自己的。	[2.0, 2.0, 2.0, 2.0]		1
1022031303	白月骑士：既然如此，那便开始这场挑战吧。	[2.0, 2.0, 2.0, 2.0]		1
1022031305	白月骑士：……	[2.0, 2.0, 2.0, 2.0]		1
1022031306	白月骑士：不愧是受到举世称赞的伟大骑士，接下来就由我亲自折断你的剑锋吧。	[2.0, 2.0, 2.0, 2.0]		1
1022031307	堂吉诃德：……这、这就是魔法师的影响吗？	[2.0, 2.0, 2.0, 2.0]		1
1022031310	白月骑士：我们的决意已经无法调和。	[2.0, 2.0, 2.0, 2.0]		1
1022031311	白月骑士：我们的所见也非一个世界。	[2.0, 2.0, 2.0, 2.0]		1
1022031312	堂吉诃德：不，我只是遵循了我所见的真实。	[2.0, 2.0, 2.0, 2.0]		1
1022031315	白月骑士：真实？哪一个才是真实？	[2.0, 2.0, 2.0, 2.0]		1
1022031316	白月骑士：这样的您，会在幻想中坠落深渊。	[2.0, 2.0, 2.0, 2.0]		1
1022010901	特洛伊：艾拉，注意周围，不知道前面的展馆里会有什么“设计”。	[2.0, 2.0, 2.0, 2.0]		1
1022010902	艾拉：“设计”吗……这么一想，我们也正是这份作品里的一环呢。	[2.0, 2.0, 2.0, 2.0]		1
1022010903	特洛伊：……果然！小心，这可不是什么单纯的“展示”。	[2.0, 2.0, 2.0, 2.0]		1
1022010905	特洛伊：暂时没有危险了，我先收起武器了！	[2.0, 2.0, 2.0, 2.0]		1
1022010906	智能投影人：正在扫描您的特征并使用九龙古语对您进行描述，请勿移动。	[4.0, 4.0, 4.0, 4.0]		1
1022010907	智能投影人：访客行为异常，启动防卫程序。	[3.0, 3.0, 3.0, 3.0]		1
1022010908	艾拉：等等，我不是那个意思啦！	[2.0, 2.0, 2.0, 2.0]		1
1022010909	特洛伊：我继续假设炮塔	[2.0, 2.0, 2.0, 2.0]		1
1022020901	艾拉：这里应该要说两句话！	[2.0, 2.0, 2.0, 2.0]		1
1022020902	艾拉：因为艾拉好像参与过这个场景！	[2.0, 2.0, 2.0, 2.0]		1
1022020905	希卡：……诶？等等！艾拉小姐，特洛伊小姐，能听见吗？	[2.0, 2.0, 2.0, 2.0]		1
1022020906	希卡：我们刚刚确实重伤了“华胥”，但、但他又恢复了战斗状态？	[2.0, 2.0, 2.0, 2.0]		1
1022020907	希卡&艾拉：……就是现在！	[2.0, 2.0, 2.0, 2.0]		1
1022020910	希卡：没关系！我们已经了解它们的招式了，只需要耐心地配合好……	[3.0, 3.0, 3.0, 3.0]		1
1022020915	希卡：成功了！	[3.0, 3.0, 3.0, 3.0]		1
1022020601	希卡：远处的那个人……	[3.0, 3.0, 3.0, 3.0]		1
1022020602	艾拉：说到北极航线联合，那自然是……	[4.0, 4.0, 4.0, 4.0]		1
1022020603	艾拉：好了！开始头目讨伐战吧！	[2.0, 2.0, 2.0, 2.0]		1
1022010601	向导：请客人们跟着我。	[3.0, 3.0, 3.0, 3.0]		1
1022010602	希卡：仿照了北极航线联合风貌的展厅……面积比预想的还要大好多。	[4.0, 4.0, 4.0, 4.0]		1
1022010603	特洛伊：别忘了保持警惕。	[4.0, 4.0, 4.0, 4.0]		1
1022010604	艾拉：先跟着它看看吧。	[4.0, 4.0, 4.0, 4.0]		1
1022010605	向导：欢迎来到极地展厅，在参观之前，还请各位配合完成一个小小的测试。	[6.0, 6.0, 6.0, 6.0]		1
1022010606	向导：北极圈，地球的极点，残酷的极寒之处；人类却从未放弃对它的征服与探寻。	[6.0, 6.0, 6.0, 6.0]		1
1022010607	向导：黄金时代的北极航线联合彻底征服了北极圈，我想观察……人类的坚持与奋斗，重现在此处。和曾经的人们一样，战胜困难，存活下去。	[6.0, 6.0, 6.0, 6.0]		1
1022010608	希卡：……是要测试我们的战斗能力吗？大家保持好阵型。	[6.0, 6.0, 6.0, 6.0]		1
1022010609	艾拉：有意思，大家打起精神来哦！	[6.0, 6.0, 6.0, 6.0]		1
1022010610	乌贼机器人：极地展厅清洁小队CL-07……工作是、展厅清洁。	[3.0, 3.0, 3.0, 3.0]		1
1022010611	艾拉：会喷东西的乌贼……说不定能跟那孩子成为好朋友。	[3.0, 3.0, 3.0, 3.0]		1
1022010612	希卡：机械体的型号是海5-灯乌贼，只是在原本型号的基础上加上了清洁模块，应该不是很难对付。	[2.0, 2.0, 2.0, 2.0]		1
1022010613	向导：了解，希望客人开心。	[3.0, 3.0, 3.0, 3.0]		1
1022010614	向导：了解，还请客人做好准备。	[3.0, 3.0, 3.0, 3.0]		1
1022010615	熊大：果然比起当展品，俺还是更喜欢动起来。	[3.0, 3.0, 3.0, 3.0]		1
1022011501	艾拉：这种艺术形式，艾拉还是第一次见呢。	[3.0, 3.0, 3.0, 3.0]		1
1022011502	哈卡玛：……建议先与前方人形机械交谈，进行情报收集。	[3.0, 3.0, 3.0, 3.0]		1
1022011503	哈卡玛：投影装置被设置为加密状态，正在进行骇入……	[3.0, 3.0, 3.0, 3.0]		1
1022011504	艾拉：Stop！Stop！我们是抱着友好目的来的，不能这么做啦！	[3.0, 3.0, 3.0, 3.0]		1
1022011505	哈卡玛：投影装置被设置为加密状态，正在进行骇入……	[3.0, 3.0, 3.0, 3.0]		1
1022011506	艾拉：Stop！Stop！我们是抱着友好目的来的，不能这么做啦！	[3.0, 3.0, 3.0, 3.0]		1
1022011507	哈卡玛：投影装置被设置为加密状态，正在进行骇入……	[3.0, 3.0, 3.0, 3.0]		1
1022011508	艾拉：Stop！Stop！我们是抱着友好目的来的，不能这么做啦！	[3.0, 3.0, 3.0, 3.0]		1
1022011509	哈卡玛：投影装置被设置为加密状态，正在进行骇入……	[3.0, 3.0, 3.0, 3.0]		1
1022011510	艾拉：Stop！Stop！我们是抱着友好目的来的，不能这么做啦！	[3.0, 3.0, 3.0, 3.0]		1
1022011511	艾拉：艾拉一句话都还没说呢！	[3.0, 3.0, 3.0, 3.0]		1
1022011511		[0.5, 0.5, 0.5, 0.5]		2
1022011511	哈卡玛：对方已经失去了最基本的理性，建议进行武力镇压。	[3.0, 3.0, 3.0, 3.0]		3
1022011512	艾拉：这样的行为艺术有点太超前了，不过艾拉接受这个挑战！	[3.0, 3.0, 3.0, 3.0]		1
1022011512		[0.5, 0.5, 0.5, 0.5]		2
1022011512	哈卡玛：艾拉小姐请小心，我检测到了高能反应。	[3.0, 3.0, 3.0, 3.0]		3
1022021501	哈卡玛：光辉行进者？	[3.0, 3.0, 3.0, 3.0]		1
1022021501		[0.5, 0.5, 0.5, 0.5]		2
1022021501	艾拉：好酷的名字，会是什么样的呢？	[3.0, 3.0, 3.0, 3.0]		3
1022021502	哈卡玛：艾拉小姐，请做好战斗准备。	[2.0, 2.0, 2.0, 2.0]		1
1022021502		[0.5, 0.5, 0.5, 0.5]		2
1022021502	哈卡玛：高功率作战回路，激活。	[2.0, 2.0, 2.0, 2.0]		3
1022021502		[0.5, 0.5, 0.5, 0.5]		4
1022021502	艾拉：哈卡玛，你是不是生气了？	[3.0, 3.0, 3.0, 3.0]		5
1022021503	艾拉：呼……真是强大的敌人，艾拉之后漫画的主角有灵感啦！	[3.0, 3.0, 3.0, 3.0]		1
1022021503		[0.5, 0.5, 0.5, 0.5]		2
1022021503	哈卡玛：……	[2.0, 2.0, 2.0, 2.0]		3
1022021503		[0.5, 0.5, 0.5, 0.5]		4
1022021503	哈卡玛：有人会因此高兴的。	[3.0, 3.0, 3.0, 3.0]		5
1022010500	艾拉：这里就是……城市中央的艺术馆吗？	[3.0, 3.0, 3.0, 3.0]		1
1022010501	艾拉：芝麻开门！	[3.0, 3.0, 3.0, 3.0]		1
1022010502	艾拉：机械体造的艺术馆……从装饰到布局都有种让人……说不出来的感觉！	[2.0, 2.0, 2.0, 2.0]		1
1022010502		[0.5, 0.5, 0.5, 0.5]		2
1022010502	希卡：大厅……会出现什么呢？	[2.0, 2.0, 2.0, 2.0]		3
1022010503	希卡：刚才那是……立体投影？	[2.0, 2.0, 2.0, 2.0]		1
1022010503		[0.5, 0.5, 0.5, 0.5]		2
1022010503	艾拉：嗷……这很‘机械’嘛！会出现什么呢？	[2.0, 2.0, 2.0, 2.0]		3
1022010504	希卡：极地航线联合……	[2.0, 2.0, 2.0, 2.0]		1
1022010504		[0.5, 0.5, 0.5, 0.5]		2
1022010504	特洛伊：真怀念那里产出的烈性拟酒精电解液……以前每次出完任务都会来上一杯。	[3.0, 3.0, 3.0, 3.0]		3
1022010504		[0.5, 0.5, 0.5, 0.5]		4
1022010504	艾拉：我在考古任务的时候遇到过几次守林人，她们烤的松饼很好吃！	[3.0, 3.0, 3.0, 3.0]		5
1022010504		[0.5, 0.5, 0.5, 0.5]		6
1022010504	莱娜：……	[2.0, 2.0, 2.0, 2.0]		7
1022010505	艾拉：九龙啊……夜航船靠岸之后，我也去过那里几次……	[3.0, 3.0, 3.0, 3.0]		1
1022010505		[0.5, 0.5, 0.5, 0.5]		2
1022010505	艾拉：真好奇黄金时代的时候，九龙会是怎样一副盛景……	[3.0, 3.0, 3.0, 3.0]		3
1022010506	希卡：这里是……	[2.0, 2.0, 2.0, 2.0]		1
1022010506		[0.5, 0.5, 0.5, 0.5]		2
1022010506	特洛伊：你认出这里是哪儿了吗？看起来似乎不是很标志性。	[3.0, 3.0, 3.0, 3.0]		3
1022010506		[0.5, 0.5, 0.5, 0.5]		4
1022010506	希卡：不，没什么……	[2.0, 2.0, 2.0, 2.0]		5
1022010507	艾拉：资料……已加密？	[3.0, 3.0, 3.0, 3.0]		1
1022010507		[0.5, 0.5, 0.5, 0.5]		2
1022010507	希卡：是系统出错了吗？	[3.0, 3.0, 3.0, 3.0]		3
1022010507		[0.5, 0.5, 0.5, 0.5]		4
1022010507	特洛伊：那个石膏像看起来就不像是很聪明的样子……	[3.0, 3.0, 3.0, 3.0]		5
1022010508	艾拉：这个艺术馆对路线居然这么严格吗！？	[2.0, 2.0, 2.0, 2.0]		1
1022010508		[0.5, 0.5, 0.5, 0.5]		2
1022010508	特洛伊：不……好像不是我们的问题……	[2.0, 2.0, 2.0, 2.0]		3
1022010509	希卡：怎么回事！？是我们触发了什么吗？	[2.0, 2.0, 2.0, 2.0]		1
1022010509		[0.5, 0.5, 0.5, 0.5]		2
1022010509	特洛伊：不……似乎不是这样……	[2.0, 2.0, 2.0, 2.0]		3
1022010510	希卡：没办法了……大家，做好应敌准备！	[3.0, 3.0, 3.0, 3.0]		1
1022010510		[0.5, 0.5, 0.5, 0.5]		2
1022010510	艾拉：那么，就让我来打头阵吧！	[3.0, 3.0, 3.0, 3.0]		3
1022011701	艾拉：必须要快点赶到希卡那里去……哈卡玛、斯布纳，拜托了！	[3.0, 3.0, 3.0, 3.0]		1
1022011701		[0.5, 0.5, 0.5, 0.5]		2
1022011701	哈卡玛：正在优化战斗流程，争取在最短时间内突破！	[3.0, 3.0, 3.0, 3.0]		3
1022011701		[0.5, 0.5, 0.5, 0.5]		4
1022011701	斯布纳：没办法……！把这烂摊子打扫干净吧！	[3.0, 3.0, 3.0, 3.0]		5
1022011702	艾拉：这样下去有点没完没了……！	[3.0, 3.0, 3.0, 3.0]		1
1022011702		[0.5, 0.5, 0.5, 0.5]		2
1022011702	哈卡玛：嗯……这里似乎不只有这些……	[3.0, 3.0, 3.0, 3.0]		3
1022011703	艾拉：这是……！？	[2.0, 2.0, 2.0, 2.0]		1
1022011703		[0.5, 0.5, 0.5, 0.5]		2
1022011703	哈卡玛：某种怪物的复制体么……	[2.0, 2.0, 2.0, 2.0]		3
1022011703		[0.5, 0.5, 0.5, 0.5]		4
1022011703	哈卡玛：监测到高威胁性单位，请各位提高警惕……！	[3.0, 3.0, 3.0, 3.0]		5
1022011901	那么，请允许我这位‘旁观者’，也加入这次的演出。	[8.0, 8.0, 8.0, 8.0]	100001142	1
1022011901	属于你们的故事，还没有结束。	[5.0, 5.0, 5.0, 5.0]	100001143	2
1022011902	属于你们的故事，还没有结束。	[5.0, 5.0, 5.0, 5.0]	100001143	1
1022011903	塞万提斯：……是什么让你站到了这里？	[3.0, 3.0, 3.0, 3.0]	100001159	1
1022011903	塞万提斯：因为你相信她能成功，所以想要助她一臂之力？	[5.0, 5.0, 5.0, 5.0]	100001160	2
1022011904	塞万提斯：因为你相信她能成功，所以想要助她一臂之力？	[5.0, 5.0, 5.0, 5.0]	100001160	1
1022011905	塞万提斯：还是说……即使她注定迈向失败……	[4.0, 4.0, 4.0, 4.0]	100001161	1
1022011905	塞万提斯：你也要声援她毫无意义的努力？	[3.0, 3.0, 3.0, 3.0]	100001162	2
1022011906	塞万提斯：你也要声援她毫无意义的努力？	[3.0, 3.0, 3.0, 3.0]	100001162	1
