Id	Priority	Ignore	Desc	GuideType	ConditionId	CompleteId	ActiveUi	CheckNodeActive	RewardId	GroupId
63127	63127	1	v2.16 引导逛街玩法 切换角色	1	[862112, 772270, 862710]	63127	UiTemple2PopupChapterDetail			63127
63128	63128	1	v2.16 引导逛街玩法 选人章节	1	[862112, 772270, 862712]	63128	UiTemple2PopupChapterDetail			63128
63200	63200	1	v2.17 引导七实大秘境 首次入关	1	[862112, 84601800]	63200	UiRiftMain			63200
63201	63201	1	v2.17 引导七实大秘境 插件教学	1	[862112, 84601800, 862713]	63201	UiRiftFightLayerSelect			63201
63202	63202	1	v2.17 引导七实大秘境 驾驶舱	1	[862112, 84601800, 862714]	63202	UiRiftFightLayerSelect			63202
63203	63203	1	v2.17 引导七实大秘境 图鉴加成	1	[862112, 84601800, 862715, 862728]	63203	UiRiftFightLayerSelect			63203
63204	63204	1	v2.17 引导七实大秘境 推演强化	1	[862112, 84601800]	63204	UiRiftAttribute			63204
63205	63205	1	v2.17 引导七实大秘境 图鉴组件	1	[862112, 84601800]	63205	UiRiftPluginBag	PanelAiffx		63205
63206	63206	1	v2.17 引导七实大秘境 首次入关拆分2	1	[862112, 84601800, 862727]	63206	UiRiftFightLayerSelect			63206
63210	63210	1	v2.17 引导七实2048 首次入关	1	[862112, 772270]	63210	UiGame2048Main			63210
63211	63211	1	v2.17 引导七实2048 第1关	1	[862112, 772270, 862716]	63211	UiGame2048Game			63211
63212	63212	1	v2.17 引导七实2048 第2关	1	[862112, 772270, 862717]	63212	UiGame2048Game			63212
63213	63213	1	v2.17 引导七实2048 第4关	1	[862112, 772270, 862718]	63213	UiGame2048Game			63213
63214	63214	1	v2.17 引导七实2048 第6关	1	[862112, 772270, 862719]	63214	UiGame2048Game			63214
63215	63215	1	v2.17 引导七实2048 第7关	1	[862112, 772270, 862720]	63215	UiGame2048Game			63215
63216	63216	1	v2.17 引导七实2048 第10关	1	[862112, 772270, 862721]	63216	UiGame2048Game			63216
63217	63217	1	v2.17 引导七实2048 第13关	1	[862112, 772270, 862722]	63217	UiGame2048Game			63217
63218	63218	1	v2.17 引导七实2048 第5关无尽关	1	[862112, 772270, 862726]	63218	UiGame2048Game			63218
63220	63220	1	v2.17 引导雷白毛跃升	1	[862112, 862724, 862725]	63220	UiSkillDetailsParentV2P6	BtnSwitch		63220
63301	50803	1	v3.0 引导S任选礼包打开	1	[862730]	63301	UiWelfare|UiMain			63301
63311	63311	1	v3.0 引导九龙二商-欢迎	1	[862112, 774800, 862746]	63311	UiRogueSimMain			63311
63312	63312	1	v3.0 引导九龙二商-教学关1主城升级	1	[862112, 1045712, 862731]	63312	UiRogueSimBattle			63312
63313	63313	1	v3.0 引导九龙二商-教学关2探索区域	1	[862112, 1045712, 862732, 862733]	63313	UiRogueSimBattle			63313
63314	63314	1	v3.0 引导九龙二商-教学关3季度规划	1	[862112, 1045712, 862734]	63314	UiRogueSimPopupRoundEnd			63314
63315	63315	1	v3.0 引导九龙二商-教学关4购买城邦	1	[862112, 1045712, 862735]	63315	UiRogueSimBattle	GridAreaBuy		63315
63316	63316	1	v3.0 引导九龙二商-教学关5主城升级2	1	[862112, 1045712, 862737, 862738]	63316	UiRogueSimBattle			63316
63317	63317	1	v3.0 引导九龙二商-普通关1建造建筑	1	[862112, 862739, 862733]	63317	UiRogueSimBattle	GridBuild		63317
63318	63318	1	v3.0 引导九龙二商-普通关椰椰坊	1	[862112, 862739, 862736]	63318	UiRogueSimBattle	GridReward(Clone)		63318
63319	63319	1	v3.0 引导九龙二商-普通关货物评分	1	[862112, 862739, 862736]	63319	UiRogueSimPopupRoundEnd			63319
63320	63320	1	v3.0 引导九龙二商-普通关主城升级	1	[862112, 862739, 862745]	63320	UiRogueSimPopupRoundEnd			63320
63321	63321	1	v3.0 引导九龙二商-普通关销售暴击	1	[862112, 862739, 1045710]	63321	UiRogueSimPopupRoundStart			63321
63322	63322	1	v3.0 引导九龙二商-教学关宝箱三选一	1	[862112, 1045712, 862745, 862747]	63322	UiRogueSimChoose	PanelPropOption		63322
63330	63330	1	v3.0 引导首席FPS-欢迎	1	[862112, 774800]	63330	UiFpsGameMain			63330
63331	63331	1	v3.0 引导首席FPS-自瞄教学	1	[862112, 774800, 1030005]	63331	UiFpsGameChooseWeapon	BtnSet		63331
63332	63332	1	v3.0 引导首席FPS-灵敏度设置	1	[862112, 774800, 862740]	63332	UiSet			63332
63333	63333	1	v3.0 引导首席FPS-开始行动	1	[862112, 774800]	63333	UiFpsGameChapter			63333
63340	63340	1	v3.0 引导布局设置	1	[850000]	63340	UiFightCustom			63340
63350	63350	1	v3.0 引导疾雷手册转移入口	1	[770307]	63350	UiMain			63350
63401	63401	1	v3.1 引导孤胆枪手-欢迎	1	[862112, 774800]	63401	UiMaverick3Main			63401
63402	63402	1	v3.1 引导孤胆枪手-每日奖励	1	[862112, 774800]	63402	UiMaverick3Main			63402
63403	63403	1	v3.1 引导孤胆枪手-战备主界面	1	[862112, 774800, 1050000, 862760]	63403	UiMaverick3Main			63403
63404	63404	1	v3.1 引导孤胆枪手-战备简略版	1	[862112, 774800, 862759]	63404	UiMaverick3Handbook			63404
63411	63411	1	v3.1 引导星罗棋布欢迎	1	[862112, 774800]	63411	UiLuckyTenantMain			63411
63412	63412	1	v3.1 引导星罗棋布101回合1	1	[862112, 774800, 862748]	63412	UiLuckyTenantGame			63412
63413	63413	1	v3.1 引导星罗棋布101回合1补棋界面	1	[862112, 774800, 862748]	63413	UiLuckyTenantChess			63413
63414	63414	1	v3.1 引导星罗棋布102回合1补棋界面	1	[862112, 774800, 862749]	63414	UiLuckyTenantChess			63414
63415	63415	1	v3.1 引导星罗棋布103回合1补棋界面	1	[862112, 774800, 862750]	63415	UiLuckyTenantChess			63415
63416	63416	1	v3.1 引导星罗棋布104回合1	1	[862112, 774800, 862751]	63416	UiLuckyTenantGame			63416
63417	63417	1	v3.1 引导星罗棋布104回合6补棋界面	1	[862112, 774800, 862752]	63417	UiLuckyTenantChess			63417
63418	63418	1	v3.1 引导星罗棋布105回合1	1	[862112, 774800, 862753]	63418	UiLuckyTenantGame			63418
63419	63419	1	v3.1 引导星罗棋布107回合3补棋界面	1	[862112, 774800, 862754]	63419	UiLuckyTenantChess			63419
63420	63420	1	v3.1 引导星罗棋布107回合6补棋界面	1	[862112, 774800, 862755]	63420	UiLuckyTenantChess			63420
63421	63421	1	v3.1 引导星罗棋布109回合1	1	[862112, 774800, 862756]	63421	UiLuckyTenantGame			63421
63422	63422	1	v3.1 引导星罗棋布110回合1	1	[862112, 774800, 862757]	63422	UiLuckyTenantGame			63422
63423	63423	1	v3.1 引导星罗棋布110回合6补棋界面	1	[862112, 774800, 862758]	63423	UiLuckyTenantChess			63423
63424	63424	1	v3.1 引导星罗棋布101回合3补棋界面	1	[862112, 774800, 862761]	63424	UiLuckyTenantChess			63424
63441	63441	1	v3.1 引导莉莉丝卡池限时研发(已屏蔽)	1	[1050104]	63441	UiGachaCanLiverMain			63441
63501	63501	1	v3.2 引导情人节打牌-欢迎	1	[862112, 774800, 862782]	63501	UiPokerGuessing2Main			63501
63502	63502	1	v3.2 引导情人节打牌-关卡1回合1	1	[862112, 774800]	63502	UiPokerGuessing2Game			63502
63503	63503	1	v3.2 引导情人节打牌-关卡1回合2	1	[862112, 774800, 862766]	63503	UiPokerGuessing2ToastRound			63503
63504	63504	1	v3.2 引导情人节打牌-关卡2回合1	1	[862112, 774800, 862788]	63504	UiPokerGuessing2Game			63504
63511	63511	1	v3.2 引导战斗评分2.0 首次入关	1	[862112, 774800]	63511	UiBossInshotMain			63511
63512	63512	1	v3.2 引导战斗评分2.0 角色界面	1	[862112, 774800]	63512	UiBattleRoomRoleDetail	PanelBossInshotCharacterDetail(Clone)		63512
63521	63521	1	v3.2 引导公会战7.0-介绍龙怒值	1	[862112, 774800, 862769, 862783]	63521	UiGuildWarStageMain			63521
63522	63522	1	v3.2 引导公会战7.0-介绍残垣断壁	1	[862112, 774800, 862770]	63522	UiGuildWarStageDetail			63522
63523	63523	1	v3.2 引导公会战7.0-介绍领主BOSS	1	[862112, 774800]	63523	UiGuildWarBoss7Panel			63523
63524	63524	1	v3.2 引导公会战7.0-介绍多周目	1	[862112, 774800, 862768, 862783]	63524	UiGuildWarStageMain			63524
63531	63531	1	v3.2 引导躲猫猫2.0 首次进入	1	[862112, 774800]	63531	UiDlcMultiPlayerRoomCute			63531
63532	63532	1	v3.2 引导躲猫猫2.0 引导匹配	1	[862112, 774800]	63532	UiDlcMultiPlayerRoomCute			63532
63533	63533	1	v3.2 引导躲猫猫2.0 引导技能切换	1	[862112, 774800, 1050094, 862779]	63533	UiDlcMultiPlayerRoomCute			63533
63541	63541	1	v3.2 引导战双牌 首次进入	1	[862112, 774800]	63541	UiPcgMain			63541
63542	63542	1	v3.2 引导战双牌 关卡1	1	[862112, 774800, 862771]	63542	UiPcgGame			63542
63543	63543	1	v3.2 引导战双牌 关卡2	1	[862112, 774800, 862772]	63543	UiPcgGame			63543
63544	63544	1	v3.2 引导战双牌 关卡3	1	[862112, 774800, 862773]	63544	UiPcgGame			63544
63545	63545	1	v3.2 引导战双牌 关卡4	1	[862112, 774800, 862774]	63545	UiPcgGame			63545
63546	63546	1	v3.2 引导战双牌 关卡5	1	[862112, 774800, 862775]	63546	UiPcgGame			63546
63547	63547	1	v3.2 引导战双牌 关卡5第二回合	1	[862112, 774800, 862775]	63547	UiPcgToastRound			63547
63548	63548	1	v3.2 引导战双牌 关卡7	1	[862112, 774800, 862776]	63548	UiPcgGame			63548
63549	63549	1	v3.2 引导战双牌 关卡10详情界面	1	[862112, 774800, 862777]	63549	UiPcgStageDetail			63549
63550	63550	1	v3.2 引导战双牌 通关14关后进入教学关以外的详情	1	[862112, 774800, 862784, 862787]	63550	UiPcgStageDetail			63550
63551	63551	1	v3.2 引导战双牌 关卡14详情界面	1	[862112, 774800, 862778]	63551	UiPcgStageDetail			63551
63601	63601	1	v3.3 引导新矿区 首次进入	1	[862112, 774800]	63601	UiScoreTowerMain			63601
63602	63602	1	v3.3 引导新矿区 教学章节第一层	1	[862112, 774800, 1048850]	63602	UiScoreTowerStoreyDetail			63602
63603	63603	1	v3.3 引导新矿区 教学章节第二层	1	[862112, 774800, 1048851]	63603	UiScoreTowerStoreyDetail			63603
63604	63604	1	v3.3 引导新矿区 教学章节第二层  BOSS详情界面	1	[862112, 774800, 1048851]	63604	UiScoreTowerPopupStageDetail	PanelStageBoss		63604
63605	63605	1	v3.3 引导新矿区 教学章节第三层	1	[862112, 774800, 1048852]	63605	UiScoreTowerStoreyDetail			63605
63606	63606	1	v3.3 引导新矿区 正式章节1 组队界面	1	[862112, 774800, 1048853]	63606	UiScoreTowerChapterDetail			63606
63607	63607	1	v3.3 引导新矿区 正式章节1任一塔第一层的BOSS详情	1	[862112, 774800, 1048856]	63607	UiScoreTowerPopupStageDetail	PanelStageBoss		63607
63608	63608	1	v3.3 引导新矿区 正式章节1核心塔第三层	1	[862112, 774800, 1048863]	63608	UiScoreTowerStoreyDetail			63608
63609	63609	1	v3.3 引导新矿区 正式章节3任一塔最高层的BOSS详情	1	[862112, 774800, 1048862]	63609	UiScoreTowerPopupStageDetail	PanelStageBoss		63609
63610	63610	1	v3.3 引导新矿区 天赋系统	1	[862112, 774800, 1048810]	63610	UiScoreTowerMain			63610
63611	63611	1	v3.3 引导新矿区 天赋系统2	1	[862112, 774800, 1048801]	63611	UiScoreTowerChapterDetail			63611
63620	63620	1	v3.3 引导背包玩法2.0 首次入关	1	[862112, 774800]	63620	UiBagOrganizeMain			63620
63621	63621	1	v3.3 引导背包玩法2.0 关卡2101	1	[862112, 774800, 862789]	63621	UiBagOrganizeGame			63621
63622	63622	1	v3.3 引导背包玩法2.0 关卡2201	1	[862112, 774800, 862790]	63622	UiBagOrganizeGame			63622
63623	63623	1	v3.3 引导背包玩法2.0 关卡2202	1	[862112, 774800, 862791]	63623	UiBagOrganizeGame			63623
63624	63624	1	v3.3 引导背包玩法2.0 关卡2301	1	[862112, 774800, 862792]	63624	UiBagOrganizeGame			63624
63700	63700	1	v3.4 引导薇拉2048 2.0 首次入关	1	[862112, 772270]	63700	UiGame2048Main			63700
63701	63701	1	v3.4 引导薇拉2048 2.0 第1关	1	[862112, 772270, 863000]	63701	UiGame2048Game			63701
63702	63702	1	v3.4 引导薇拉2048 2.0 第3关	1	[862112, 772270, 863001]	63702	UiGame2048Game			63702
63703	63703	1	v3.4 引导薇拉2048 2.0 第6关	1	[862112, 772270, 863002]	63703	UiGame2048Game			63703
63704	63704	1	v3.4 引导薇拉2048 2.0 第8关	1	[862112, 772270, 863003]	63704	UiGame2048Game			63704
63705	63705	1	v3.4 引导薇拉2048 2.0 第11关	1	[862112, 772270, 863004]	63705	UiGame2048Game			63705
63706	63706	1	v3.4 引导薇拉2048 2.0 第12关	1	[862112, 772270, 863005]	63706	UiGame2048Game			63706
63707	63707	1	v3.4 引导薇拉2048 2.0 第15关	1	[862112, 772270, 863011]	63707	UiGame2048Game			63707
63708	63708	1	v3.4 引导薇拉2048 2.0 第5关	1	[862112, 772270, 863012]	63708	UiGame2048Game			63708
63709	63709	1	v3.4 引导薇拉2048 2.0 第10关	1	[862112, 772270, 863013]	63709	UiGame2048Game			63709
63710	63710	1	v3.4 引导薇拉2048 2.0 第11关  累计数字	1	[862112, 772270, 863004]	63710	UiGame2048ToastLvUp			63710
63720	63720	1	v3.4 引导战棋 3.0 首次入关	1	[862112, 774800]	63720	UiBlackRockChessMain			63720
63721	63721	1	v3.4 引导战棋 3.0 简单1-1反复触发	1	[862112, 774800, 863014, 863008]	63721	UiBlackRockChessBattle			63721
63722	63722	1	v3.4 引导战棋 3.0 简单1-2反复触发	1	[862112, 774800, 863015, 863009]	63722	UiBlackRockChessBattle			63722
63723	63723	1	v3.4 引导战棋 3.0 简单1-3	1	[862112, 774800, 863016]	63723	UiBlackRockChessBattle			63723
63724	63724	1	v3.4 引导战棋 3.0 简单2-5	1	[862112, 774800, 863017]	63724	UiBlackRockChessBattle			63724
63725	63725	1	v3.4 引导战棋 3.0 简单2-5  扳手有力量	1	[862112, 774800, 863017, 863019]	63725	UiBlackRockChessBattle			63725
63726	63726	1	v3.4 引导战棋 3.0 通关序章 教学困难模式	1	[862112, 774800, 863018]	63726	UiBlackRockChessChapter			63726
63730	63730	1	v3.4 引导高难玩法2.0 首次入关	1	[862112, 772280]	63730	UiSucceedBossMain			63730
63731	63731	1	v3.4 引导高难玩法2.0 驻守界面	1	[862112, 772280]	63731	UiSucceedBossPopupChooseGarrison			63731
63732	63732	1	v3.4 引导高难玩法2.0 第三章	1	[862112, 772280, 863010]	63732	UiSucceedBossChapter			63732
63733	63733	1	v3.4 引导高难玩法2.0 扫荡教学	1	[862112, 772280, 862711]	63733	UiBattleRoleRoom			63733
63741	63741	1	v3.4 引导薇拉连线 首次入关	1	[862112, 774800]	63741	UiConnectingLineGame			63741
63800	63800	1	v3.5 引导界限构解6.0 首次进关	1	[862112, 775600]	63800	UiReform2			63800
63801	63801	1	v3.5 引导界限构解6.0 第二关	1	[862112, 775600, 863021]	63801	UiReformList			63801
63802	63802	1	v3.5 引导界限构解6.0 困难模式	1	[862112, 775600, 863022]	63802	UiReform2			63802
63810	63810	1	v3.5 引导吃豆人 首次入关	1	[862112, 774800]	63810	UiPacMan2Main			63810
63820	63820	1	v3.5 引导鬼泣试玩关	1	[862112, 770402]	63820	UiCharacterFileMainRoot	UiCharacterFileR3VergilMainV305(Clone)		63820
63900	63900	1	v3.6 引导肉鸽5 首次进入PVE	1	[862112, 774800, 863034]	63900	UiTheatre5ChooseCharacter			63900
63910	63910	1	v3.6 引导肉鸽5 PVE事件选择	1	[862112, 774800, 863034]	63910	UiTheatre5PVEGame			63910
63911	63911	1	v3.6 引导肉鸽5 PVE进入技能商店	1	[862112, 774800, 863034, 863103]	63911	UiTheatre5BattleShop	PanelSkillShop		63911
63912	63912	1	v3.6 引导肉鸽5 PVE进入符文商店	1	[862112, 774800, 863034]	63912	UiTheatre5BattleShop	PanelGemShop		63912
63913	63913	1	v3.6 引导肉鸽5 首次结算流程	1	[862112, 774800]	63913	UiTheatre5Settlement	PanelReward		63913
63914	63914	1	v3.6 引导肉鸽5 PVE首次结算完毕	1	[862112, 774800, 863034, 1020867]	63914	UiTheatre5ChooseCharacter			63914
63915	63915	1	v3.6 引导肉鸽5 PVE完成序章剧情102	1	[862112, 774800, 863034, 1020868]	63915	UiTheatre5ChooseCharacter			63915
63916	63916	1	v3.6 引导肉鸽5 主界面再次介绍	1	[862112, 774800, 863036]	63916	UiTheatre5Main			63916
63917	63917	1	v3.6 引导肉鸽5 引导点击渡边	1	[862112, 774800, 863034, 863037]	63917	UiTheatre5ChooseCharacter			63917
63918	63918	1	v3.6 引导肉鸽5 渡边介绍	1	[862112, 774800, 863034, 863038]	63918	UiTheatre5ChooseCharacter	BtnStart		63918
63919	63919	1	v3.6 引导肉鸽5 推演流程	1	[862112, 774800, 863034, 1020869]	63919	UiTheatre5ChooseCharacter			63919
63920	63920	1	v3.6 引导肉鸽5 首次PVP选人	1	[862112, 774800, 863035]	63920	UiTheatre5ChooseCharacter			63920
63921	63921	1	v3.6 引导肉鸽5 首次进入PVP技能商店	1	[862112, 774800, 863035]	63921	UiTheatre5BattleShop			63921
63922	63922	1	v4.1 引导肉鸽5 引导新共通线 屏蔽	1	[862112, 774800, 863034, 1050238]	63922	UiTheatre5ChooseCharacter			63922
63923	63923	1	v4.0 引导肉鸽5 饰品选择	1	[862112, 774800]	63923	UiTheatre5PVEPopupChooseReward	BtnRefresh		63923
63924	63924	1	v4.0 引导肉鸽5 角色升级	1	[862112, 774800, 863101]	63924	UiTheatre5BattleShop			63924
63925	63925	1	v4.0 引导肉鸽5 商店购买角色升级	1	[862112, 774800, 863102, 863103]	63925	UiTheatre5BattleShop			63925
63926	63926	1	v4.1 引导肉鸽5 活动主界面进肉鸽（版本限定）	1	[862112, 774800, 1020918]	63926	UiActivityBriefBase			63926
63927	63927	1	v4.1 引导肉鸽5PVE剩余路线	1	[862112, 774800, 863034, 1020916]	63927	UiTheatre5ChooseCharacter			63927
63928	63928	1	v4.2 引导肉鸽5 任务选择	1	[862112, 774800]	63928	UiTheatre5ChooseTask			63928
63929	63929	1	v4.2 引导肉鸽5 商店内委托	1	[862112, 774800, 863133]	63929	UiTheatre5BattleShop	BtnUpgrade		63929
63930	63930	1	v4.4 引导肉鸽5 pvp额外对局	1	[862112, 774800]	63930	UiTheatre5RoundSettlement	BtnOvertime		63930
63931	63931	1	v4.5 引导肉鸽5 pve完成单条剧情节点衔接	1	[862112, 774800, 863154, 863155]	63931	UiTheatre5ChooseCharacter			63931
63940	63940	1	v3.6 引导鲨鲨破坏王 首次入关	1	[862112, 774800]	63940	UiFangKuaiMain			63940
63941	63941	1	v3.6 引导鲨鲨破坏王 3011进入战斗	1	[862112, 774800, 863027]	63941	UiFangKuaiFight			63941
63942	63942	1	v3.6 引导鲨鲨破坏王 3011退出狂热	1	[862112, 774800, 863027, 863029]	63942	UiFangKuaiFight			63942
63943	63943	1	v3.6 引导鲨鲨破坏王 3012详情界面	1	[862112, 774800, 863030]	63943	UiFangKuaiChapterDetail			63943
63944	63944	1	v3.6 引导鲨鲨破坏王 3012进入战斗	1	[862112, 774800, 863031]	63944	UiFangKuaiFight			63944
63945	63945	1	v3.6 引导鲨鲨破坏王 3013进入战斗	1	[862112, 774800, 863032]	63945	UiFangKuaiFight			63945
63946	63946	1	v3.6 引导鲨鲨破坏王 3021详情界面	1	[862112, 774800, 863033]	63946	UiFangKuaiChapterDetail			63946
64000	64000	1	v3.7 引导比安卡晖暮形态切换	1	[863040]	64000	UiBattleRoleRoom	BattleRoleRoomChangeMode		64000
64010	64010	1	v3.7 引导协奏大连线-首次入关	1	[862112, 774800]	64010	UiLineArithmetic2Main			64010
64011	64011	1	v3.7 引导协奏大连线-当前位于1011	1	[862112, 774800, 863041]	64011	UiLineArithmetic2Game			64011
64012	64012	1	v3.7 引导协奏大连线-当前位于1012	1	[862112, 774800, 863042]	64012	UiLineArithmetic2Game			64012
64013	64013	1	v3.7 引导协奏大连线-当前位于1021	1	[862112, 774800, 863043]	64013	UiLineArithmetic2Game			64013
64014	64014	1	v3.7 引导协奏大连线-当前位于1031	1	[862112, 774800, 863044]	64014	UiLineArithmetic2Game			64014
64015	64015	1	v3.7 引导协奏大连线-当前位于1041	1	[862112, 774800, 863045]	64015	UiLineArithmetic2Game			64015
64016	64016	1	v3.7 引导协奏大连线-当前位于1014	1	[862112, 774800, 863048]	64016	UiLineArithmetic2Game			64016
64017	64017	1	v3.7 引导协奏大连线-当前位于1015	1	[862112, 774800, 863049]	64017	UiLineArithmetic2Game			64017
64018	64018	1	v3.7 引导协奏大连线-当前位于1022	1	[862112, 774800, 863050]	64018	UiLineArithmetic2Game			64018
64020	64020	1	v3.7 引导七夕打牌-欢迎	1	[862112, 774800, 862782]	64020	UiPokerGuessing2Main			64020
64021	64021	1	v3.7 引导七夕打牌-关卡11回合1	1	[862112, 774800, 863046]	64021	UiPokerGuessing2Game			64021
64022	64022	1	v3.7 引导七夕打牌-关卡11回合2	1	[862112, 774800, 863047]	64022	UiPokerGuessing2ToastRound			64022
64030	64030	1	v3.7 引导mini改造-首次进入	1	[862112, 774800]	64030	UiSoloReformMain			64030
64101	64101	1	v3.8 引导维罗妮卡推箱子 首次入关	1	[862112, 774800]	64101	UiRpgMakerGameMain			64101
64102	64102	1	v3.8 引导维罗妮卡推箱子 5101	1	[862112, 774800, 863053]	64102	UiRpgMakerGamePlayMain			64102
64103	64103	1	v3.8 引导维罗妮卡推箱子 5301	1	[862112, 774800, 863054]	64103	UiRpgMakerGameChoice			64103
64104	64104	1	v3.8 引导维罗妮卡推箱子 5401	1	[862112, 774800, 863055]	64104	UiRpgMakerGamePlayMain			64104
64111	64111	1	v3.8 引导维罗妮卡大秘境 首次入关	1	[862112, 84601800]	64111	UiRiftChooseChapter			64111
64112	64112	1	v3.8 引导维罗妮卡大秘境 插件教学	1	[862112, 84601800, 863051]	64112	UiRiftFightLayerSelect			64112
64113	64113	1	v3.8 引导维罗妮卡大秘境 充能宝箱	1	[862112, 84601800]	64113	UiRiftChooseChapter			64113
64114	64114	1	v3.8 引导维罗妮卡大秘境 图鉴加成	1	[862112, 84601800, 863052]	64114	UiRiftFightLayerSelect			64114
64115	64115	1	v3.8 引导维罗妮卡大秘境 推演强化	1	[862112, 84601800]	64115	UiRiftAttribute			64115
64116	64116	1	v3.8 引导维罗妮卡大秘境 图鉴组件	1	[862112, 84601800]	64116	UiRiftPluginBag	PanelAiffx		64116
64121	64121	1	v3.8 引导黄金矿工6.0-首次进入	1	[862112, 774800]	64121	UiGoldenMinerMain			64121
64122	64122	1	v3.8 引导黄金矿工6.0-通用改造	1	[862112, 774800]	64122	UiGoldenMinerHexSelect	TxtNameCommon		64122
64123	64123	1	v3.8 引导黄金矿工6.0-再次升级	1	[862112, 774800, 863056]	64123	UiGoldenMinerHexSelect	TxtNameHex		64123
64200	64200	1	v4.0 引导丽芙2048 3.0 主界面	1	[862112, 774800]	64200	UiGame2048Main			64200
64201	64201	1	v4.0 引导丽芙2048 3.0 第1关	1	[862112, 774800, 863097]	64201	UiGame2048Game			64201
64202	64202	1	v4.0 引导丽芙2048 3.0 第3关	1	[862112, 774800, 863098]	64202	UiGame2048Game			64202
64203	64203	1	v4.0 引导丽芙2048 3.0 第5关	1	[862112, 774800, 863108]	64203	UiGame2048Game			64203
64204	64204	1	v4.0 引导丽芙2048 3.0 第6关	1	[862112, 774800, 863099]	64204	UiGame2048Game			64204
64205	64205	1	v4.0 引导丽芙2048 3.0 第10关	1	[862112, 774800, 863109]	64205	UiGame2048Game			64205
64206	64206	1	v4.0 引导丽芙2048 3.0 第11关	1	[862112, 774800, 863100]	64206	UiGame2048Game			64206
64207	64207	1	v4.0 引导丽芙2048 3.0 第15关	1	[862112, 774800, 863110]	64207	UiGame2048Game			64207
64211	64211	1	v4.0 引导跑马-赛程内	1	[862112, 774800, 863112, 863113]	64211	UiRaceMain			64211
64212	64212	1	v4.0 引导跑马-赛程结束	1	[862112, 774800, 863115, 863114]	64212	UiRaceMain			64212
64301	64301	1	v4.1 引导吃豆人2.0	1	[862112, 774800]	64301	UiPacMan2Main			64301
64311	64311	1	v4.1 引导全服决战4期首次进入	1	[862112, 84601200]	64311	UiAreaWarMain			64311
64312	64312	1	v4.1 引导全服决战4期战斗关卡详情	1	[862112, 84601200]	64312	UiAreaWarStageDetail	PanelDispatch		64312
64313	64313	1	v4.1 引导全服决战4期特派任务	1	[862112, 84601200]	64313	UiAreaWarStageDetail	PanelAutoConsume		64313
64314	64314	1	v4.1 引导全服决战4期援助任务	1	[862112, 84601200]	64314	UiAreaWarStageDetail	PanelHelp		64314
64315	64315	1	v4.1 引导全服决战4期接受帮助	1	[862112, 84601200]	64315	UiAreaWarStageDetail	BtnLike		64315
64316	64316	1	v4.1 引导全服决战4期特遣角色界面	1	[862112, 84601200]	64316	UiAreaWarSpecialRole			64316
64317	64317	1	v4.1 引导全服决战4期阶段战果	1	[862112, 84601200]	64317	UiAreaWarHangUp			64317
64318	64318	1	v4.1 引导全服决战4期重复演练	1	[862112, 84601200]	64318	UiAreaWarStageDetail	PanelRepeat		64318
64319	64319	1	v4.1 引导全服决战4期藏品室	1	[862112, 84601200, 863120]	64319	UiAreaWarMain	BtnCollection		64319
64320	64320	1	v4.1 引导全服决战4期珍稀藏品	1	[862112, 84601200]	64320	UiAreaWarRare			64320
64321	64321	1	v4.1 引导全服决战4期拍卖行	1	[862112, 84601200]	64321	UiAreaWarAuction	BtnCurQuality		64321
64322	64322	1	v4.1 引导全服决战4期拍卖行上架	1	[862112, 84601200, 863121]	64322	UiAreaWarAuction			64322
64331	64331	1	v4.1 疾速追缉	1	[862112, 774800]	64331	UiBountyChallengeMain			64331
64341	64341	1	v4.1 空花调频	1	[862112, 774800]	64341	UiRadioSignMain			64341
64400	64400	1	v4.2 引导主干进入空花	1	[862112, 774800, 863127]	64400	UiMain			64400
64411	64411	1	v4.2 引导relink主界面	1	[862112, 774800]	64411	UiDlcRelinkMain			64411
64412	64412	1	v4.2 引导relink试玩关	1	[862112, 774800, 863140]	64412	UiDlcRelinkRoom			64412
64413	64413	1	v4.2 引导relink房间界面	1	[862112, 774800, 863139, 863140]	64413	UiDlcRelinkRoom	GridAdd		64413
64414	64414	1	v4.2 引导relink角色选择	1	[862112, 774800]	64414	UiDlcRelinkCharacter			64414
64415	64415	1	v4.2 引导relink装备选择	1	[862112, 774800]	64415	UiDlcRelinkEquipBag			64415
64416	64416	1	v4.2 引导relink创建房间	1	[862112, 774800, 863140]	64416	UiDlcRelinkRoom	BtnOpen		64416
64417	64417	1	v4.2 引导relink装备选择左右槽	1	[862112, 774800, 863138]	64417	UiDlcRelinkEquipBag			64417
64421	64421	1	v4.2 引导罗塞塔主线简介	1	[862112]	64421	UiMainLineLuosaitaMain	Pos10101		64421
64422	64422	1	v4.2 引导罗塞塔主线介绍机制	1	[862112, 863142]	64422	UiMainLineLuosaitaMain			64422
64423	64423	1	v4.2 引导罗塞塔主线操作	1	[862112, 863142]	64423	UiMainLineLuosaitaMain			64423
64424	64424	1	v4.2 引导罗塞塔主线获得文件	1	[862112, 863142]	64424	UiMainLineLuosaitaPopupFileDetail			64424
64425	64425	1	v4.2 引导罗塞塔主线文件后续	1	[862112, 863137, 863142]	64425	UiMainLineLuosaitaMain			64425
64426	64426	1	v4.2 引导罗塞塔主线获得增益	1	[862112, 1007204, 863142]	64426	UiMainLineLuosaitaPopupFileDetail			64426
