Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams	SubTypeParams
2964	濯月坩埚图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为【濯月坩埚】。	Assets/Product/Texture/Image/IconTools/IconBlueLanyuesusheJar001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueLanyuesusheJar001Sp.png	16388	4	10	99999	999						1	10				84			[211301001]
2965	夜往辉标图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为【夜往辉标】。	Assets/Product/Texture/Image/IconTools/IconBlueLanyuesusheTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueLanyuesusheTable001Sp.png	16388	4	10	99999	999						1	10				84			[211301001]
2966	沐月陈藏图纸	类型：柜子。	在家具改装时使用，可以将其他家具改装为【沐月陈藏】。	Assets/Product/Texture/Image/IconTools/IconBlueLanyuesusheCloset001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueLanyuesusheCloset001Sp.png	16388	4	10	99999	999						1	10				84			[211301001]
2967	向阳而升图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为【向阳而升】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheTaiyangneng001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheTaiyangneng001Sp.png	16388	4	10	99999	999						1	10				18			[211301001]
2968	木星表层图纸	类型：地板。	在家具改装时使用，可以将其他家具改装为【木星表层】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheFlooring001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheFlooring001Sp.png	16388	4	10	99999	999						1	10				85			[211301001]
2969	向日葵垂灯图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为【向日葵垂灯】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheSunflower001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheSunflower001Sp.png	16388	4	10	99999	999						1	10				85			[211301001]
2970	星系休泊处图纸	类型：沙发。	在家具改装时使用，可以将其他家具改装为【星系休泊处】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheSofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheSofa001Sp.png	16388	4	10	99999	999						1	10				85			[211301001]
2971	小鹰二号图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为【小鹰二号】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheAircraft001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheAircraft001Sp.png	16388	4	10	99999	999						1	10				85			[211301001]
2972	勘察记录桌图纸	类型：桌子。	在家具改装时使用，可以将其他家具改装为【勘察记录桌】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheTable001Sp.png	16388	4	10	99999	999						1	10				85			[211301001]
2973	橙火营光图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为【橙火营光】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheLight001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheLight001Sp.png	16388	4	10	99999	999						1	10				85			[211301001]
2974	红角喵图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为【红角喵】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheTaiyangneng001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheTaiyangneng001Sp.png	16388	4	10	99999	999						1	10				18			[211301001]
2975	星轨巡航图纸	类型：地板。	在家具改装时使用，可以将其他家具改装为【星轨巡航】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheFlooring001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheFlooring001Sp.png	16388	4	10	99999	999						1	10				86			[211301001]
2976	眺望之眼图纸	类型：挂饰。	在家具改装时使用，可以将其他家具改装为【眺望之眼】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheSunflower001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheSunflower001Sp.png	16388	4	10	99999	999						1	10				86			[211301001]
2977	双角星座图纸	类型：沙发。	在家具改装时使用，可以将其他家具改装为【双角星座】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheSofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheSofa001Sp.png	16388	4	10	99999	999						1	10				86			[211301001]
2978	信标指挥桌图纸	类型：桌子。	在家具改装时使用，可以将其他家具改装为【信标指挥桌】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheAircraft001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheAircraft001Sp.png	16388	4	10	99999	999						1	10				86			[211301001]
2979	赤瞳星痕图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为【赤瞳星痕】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheTable001Sp.png	16388	4	10	99999	999						1	10				86			[211301001]
2980	先锋信号塔图纸	类型：物件。	在家具改装时使用，可以将其他家具改装为【先锋信号塔】。	Assets/Product/Texture/Image/IconTools/IconBlueXinjisusheLight001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueXinjisusheLight001Sp.png	16388	4	10	99999	999						1	10				86			[211301001]
3001	5星武器共鸣材料	可以替代其他5星武器在共鸣时作为消耗使用	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化武器。	Assets/Product/Texture/Image/IconTools/ItWeaponResonate01.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponResonate01Sp.png	8196	5	86900	99999	999														
3002	6星武器共鸣材料	可以替代其他6星武器在共鸣时作为消耗使用	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化武器。	Assets/Product/Texture/Image/IconTools/ItWeaponResonate02.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponResonate02Sp.png	8196	6	86900	99999	999													[15005]	
3003	5星意识共鸣材料	可以替代其他5星意识在共鸣时作为消耗使用	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化意识。	Assets/Product/Texture/Image/IconTools/ItWaferResonate01.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferResonate01Sp.png	8196	5	86900	99999	999														
3004	6星意识共鸣材料	可以替代其他6星意识在共鸣时作为消耗使用	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化意识。	Assets/Product/Texture/Image/IconTools/ItWaferResonate02.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferResonate02Sp.png	8196	6	86900	99999	999														
3005	6星意识自选共鸣材料	可以在6星意识共鸣时指定共鸣技能，消耗使用	内含不同的数据词条，被严格加密，不同的数据词条相互接触后，词条相互之间开始编译组合，最后形成完整的技能词条来强化意识。	Assets/Product/Texture/Image/IconTools/ItWaferResonate03.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferResonate03Sp.png	8196	6	86900	99999	999													[89005, 10038]	
4001	鸦羽	露西亚的启动日来信附件	夹在仅献给一个人的手账之中，无名之鸦抖落的一片尾羽。 为今天的记录写下最后一笔的少女抬起头，向那翱翔于天际的身姿不自觉地伸出手。 她渴望着有一天，能像一只真正的灰鸦一般，与重要的人飞过地球的每一个角落。	Assets/Product/Texture/Image/IconTools/ItCharBirthday01.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday01Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4002	机车备用钥匙	α的启动日来信附件	一个被妥善保存，看起来有些年代的机车备用钥匙，能看出原主人对它的珍爱。这是仿佛一个无声的邀请，她会尊重你的意愿，等待你一同踏上旅程。	Assets/Product/Texture/Image/IconTools/ItCharBirthday02.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday02Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4003	转轮手枪	里的启动日来信附件	精巧至极的转轮手枪，来自里的回礼。 用机体维护时换下的核心零件改装而成，拥有着和小巧的外观不甚相符的高爆发力与射程——似乎是一早就准备好的礼物，现在终于找到了合理的机会送了出去。 温热的钢铁之心，将在你的掌心继续转动。	Assets/Product/Texture/Image/IconTools/ItCharBirthday03.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday03Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4004	邀请函与钥匙	库洛姆的启动日来信附件	家庭晚宴的邀请函与史密斯旧居的钥匙串，其中包括了三种不同的钥匙卡。 规整的长条形钥匙卡可以打开居住区庭院的近路侧门； 改装为小队标识挂件的钥匙卡可以打开史密斯家前厅的正门， 而那枚战车棋子中包裹钥匙卡芯片，则可以打开库洛姆的卧室门。 留在哪里都可以，使用哪把钥匙都可以，无需任何顾虑，这是他最完整的信任。	Assets/Product/Texture/Image/IconTools/ItCharBirthday04.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday04Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4005	心景星空	诺安的启动日来信附件	以前送给诺安的笔记本，像是为了证明某种决心一般，填满了各种黑白素描。 除了他曾提起过的向日葵，还有图书馆空置的角落，凝结着水珠的杯子和各种琐碎的日常记录。 那片曾被他丢弃的星空，如今已拥有了色彩，静静地留在笔记本的最后一页。	Assets/Product/Texture/Image/IconTools/ItCharBirthday05.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday05Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4006	通讯附件照片_0810	丽芙的启动日来信附件	家政机器人所拍摄的丽芙休息室的照片， 桌角上摆放着尚未绽放，朴素且健康的昙花，最醒目的地方还挂着便签纸卡。 上面写满了要补充的物资，今天想制作点心，指挥官爱吃的东西，需要的衣物和日常用品等等……其中唯独没有自己需要的物品。 看上去，是在做这些准备的途中不小心把备忘用的照片发了过来。	Assets/Product/Texture/Image/IconTools/ItCharBirthday06.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday06Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4007	蒲牢糖糖	蒲牢的启动日来信附件	蒲牢根据失传手艺制作的糖人，据说用来制作糖人的糖浆中还添加了各种有益健康的中药材和其他神秘材料，咬一咬醒脑提神，舔一舔元气万分。蒲牢原本打算将这个作为商品出售，但是可能因为用料太足，这个糖人无论舔多久都不会融化……但也正因为这样，它也能一直陪伴在指挥官的身边不是吗。	Assets/Product/Texture/Image/IconTools/ItCharBirthday07.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday07Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4008	千万年的盛放	赛琳娜的启动日来信附件	在没有尽头的旅途中，少女拾起了一颗宝石。花朵封存在幽蓝色的琥珀之中，跨越了千万年的光阴，在凝固的时间里，迎来了永远不会凋零的绽放。	Assets/Product/Texture/Image/IconTools/ItCharBirthday08.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday08Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4009	“沙沙哒哒”	苏菲亚的启动日来信附件	苏菲亚送来的阿迪莱特产乐器，晃起来会有非常悦耳的沙沙声，配合打在一起的脆响非常适合用来给音乐和舞蹈打节奏。 她曾经没有想过自己会有在舞池中翩翩起舞的一天，摆动身体对她来说并没有摆弄机械那样轻松。但在不知不觉间，她已经乐在其中。 那时，她记忆中最深的，就是同伴用这对沙锤打出的节奏声。 近期她已经没有再起舞的机会，她希望把这美妙的乐器暂存在你这里。她期待着这对沙锤能有一日再次与舞蹈相伴。	Assets/Product/Texture/Image/IconTools/ItCharBirthday09.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday09Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4010	剑与勇士	神威的启动日来信附件	黄金时代盛行的RPG游戏中勇者最常用那一把的武器，但这款周边模型在很久之前就停产了，大约是神威自己珍藏的东西。 剑身雕刻着一行文字：All in war with time。 他把自己的热爱，勇气和信仰同这把剑一起，毫无保留的交付到了你的手心。	Assets/Product/Texture/Image/IconTools/ItCharBirthday10.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday10Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4011	饭盒	卡穆的启动日来信附件	空中花园统一发放的饭盒，经过卡穆的二次创作，独特而具有标志性。隔热合金材质起到优秀的保温作用，饭盒第一层挤着几个奶酪烧饼，第二层装满了卡穆最喜欢吃的金黄鸡蛋地狱饭，看上去确实像是卡穆为自己打包的晚饭。 但如果真的是卡穆准备自己吃的，为什么没有加他每次都要的双倍变态辣呢？	Assets/Product/Texture/Image/IconTools/ItCharBirthday11.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday11Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4012	月海长石	露娜的启动日来信附件	掌心大小的一块未经打磨的石头，根据露娜的信件，这颗石头来自月球表面。由于夹杂在返回空中花园的包裹之中，送达时经过了重重检测，没有发现任何帕弥什存在的迹象。 据说，有些长石能够显示出仿佛月亮的光辉，那样的石头在过去被称之为月光石。而这块石头只是隐约地透着些许光芒，却比清冷的月光更加温润。 从月亮到月亮，这是她自我的证明。	Assets/Product/Texture/Image/IconTools/ItCharBirthday12.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday12Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4013	《乔万尼先生》歌剧票	薇拉的启动日来信附件	艺术协会发售的歌剧票，标注着场次和剧目。 虽然经过艺术协会的重新排演，但《乔万尼先生》的上座率还是很低，更何况是傍晚五点半的场次，观众更是寥寥无几。 但无论如何，直到帷幕落下，薇拉都会在那个预定好了的无人的角落安静地等待。	Assets/Product/Texture/Image/IconTools/ItCharBirthday13.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday13Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4014	照相机	比安卡的启动日来信附件	比安卡在商店街买到的古董相机。 虽然现在的技术已经能够用微型相机记录更加清晰的图像，但从相机取景框看出去的时候，仍然能够发现一个完全不同的世界。	Assets/Product/Texture/Image/IconTools/ItCharBirthday14.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday14Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4015	不惧忘却的容器	邦比娜塔的启动日来信附件	容量不算大的收纳箱，上面的装饰物是邦比娜塔参照凡妮莎为她定制的收纳箱来进行手工制作的。里面还有一本崭新的记事本，同样可以用来书写值得纪念的心情。 邦比娜塔曾经有一次提到过她的“宝物箱”，里面珍藏着在不同时间段中对她而言重要的东西。即使邦比娜塔再次看见它们时已经忘记了由来，但只要是出现在那个收纳箱里的东西，邦比娜塔就绝不会怀疑它们的重要性。 无论载体如何，记忆的确具有或长或短的时效性。邦比娜塔将她对抗忘却的容器赠与你，希望你能尽可能地留住更多重要的回忆。	Assets/Product/Texture/Image/IconTools/ItCharBirthday15.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday15Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4016	《杰作》	艾拉的启动日来信附件	空中花园极富盛名的新锐艺术家艾拉的展览上，展出的最后一幅画作。 ——一个漂亮精致的画框，但里面却只有一张空白的画布，随信寄来的还有一束芍药花，这幅作品需要你们二人共同完成。 她早已想好了这副画的内容——她的灵感缪斯。 这将是她心中的最高杰作。	Assets/Product/Texture/Image/IconTools/ItCharBirthday16.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday16Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4017	《万壑松风》	曲的启动日来信附件	随曲的回信一同寄来的九龙古画，根据卷头的落款判断，这幅画距今已有千年。 苔露洗晴，画藏论身，清泉石上，万壑松风。任是谁见了此中景象，想必都要流连忘返。 那是仅存于九龙历史上的岁月，也是曲永远无法企及的清平。	Assets/Product/Texture/Image/IconTools/ItCharBirthday17.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday17Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4018	喧嚣派对刻录·初回版	21号的启动日来信附件	光是封面就能让人再次感受到夏日盛情的CD，偃息在记忆中的鼓点与音浪也会在看见它的时候被同步唤起。据说初回版CD是喧嚣派对活动专为参与者制作的，除此之外开放销售的数量非常稀少。手上这一盘明显被播放过很多次，看来是21号多次回味过的美好回忆。等等……包装盒背面一角有一排不起眼的擦痕，应该不会是牙印……吧？	Assets/Product/Texture/Image/IconTools/ItCharBirthday18.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday18Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4019	海钓丰收	罗塞塔的启动日来信附件	伴随着海浪与星夜的低语，与罗塞塔两人一起出海垂钓。 当破晓的阳光洒满船舷，船内也堆满了大海的馈赠。 她究竟是什么时候拥有了这样娴熟的钓鱼技巧呢？ 在岸边挥手欢迎她归来的居民，无声地诉说着答案。	Assets/Product/Texture/Image/IconTools/ItCharBirthday19.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday19Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4020	“愚者”	七实的来信附件	由AI绘制的塔罗牌，结合了七实与“愚者”的形象。 为了让脚下的道路必定通向完整的“世界”，少女即将踏上漫长的旅途。	Assets/Product/Texture/Image/IconTools/ItCharBirthday20.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday20Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
4021	《教会访谈》	哈卡玛的来信附件	可以播放一首名为《教会访谈》的歌曲MV。 由哈卡玛的声音合成，在说唱、摇滚、民歌、流行乐等不同的曲风中介绍了机械教会，观看后令人半小时回不过神来。	Assets/Product/Texture/Image/IconTools/ItCharBirthday21.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday21Sp.png	4194308	5	10	99999	999	1	2020/12/24 10:00	1											
10000	超越武器掉落	打开后有可能获得一件超越级装备（武器或意识）。		Assets/Product/Texture/Image/IconTools/ItCaseI070010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI070010Sp.png	1	5	50	999	999						1	10							
10001	特制武器掉落	打开后有可能获得一件特制级装备（武器或意识）。		Assets/Product/Texture/Image/IconTools/ItCaseI030030.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI030030Sp.png	1	4	50	999	999						1	10							
10002	觉醒黑盒	随机获得装备觉醒材料。	黑盒中藏有各类不明的数据，通过分析打开后或许能得知其中奥秘。	Assets/Product/Texture/Image/IconTools/ItCaseI030020.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI030020Sp.png	1	2	50	999	999						1	10							
10003	突破黑盒	随机获得装备突破材料。	黑盒中藏有各类不明的数据，通过分析打开后或许能得知其中奥秘。	Assets/Product/Texture/Image/IconTools/ItCaseI030010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI030010Sp.png	1	2	50	999	999						1	10							
10004	5星武器掉落	可能掉落5星武器一件。		Assets/Product/Texture/Image/IconTools/ItWeaponPreview05.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponPreview05Sp.png	262148	5	1	999	999						1	10							
10005	4星武器掉落	可能掉落4星武器一件。		Assets/Product/Texture/Image/IconTools/ItWeaponPreview04.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponPreview04Sp.png	262148	4	1	999	999						1	10							
10006	3星武器掉落	可能掉落3星武器一件。		Assets/Product/Texture/Image/IconTools/ItWeaponPreview03.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponPreview03Sp.png	262148	3	1	999	999						1	10							
10007	2星武器掉落	可能掉落2星武器一件。		Assets/Product/Texture/Image/IconTools/ItWeaponPreview02.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponPreview02Sp.png	262148	2	1	999	999						1	10							
10008	1星装备掉落	可能掉落1星装备一件。		Assets/Product/Texture/Image/IconTools/ItWeaponPreview01.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponPreview01Sp.png	262148	1	1	999	999						1	10							
10009	5星意识掉落	可能掉落5星意识一件。		Assets/Product/Texture/Image/IconTools/ItWaferPreview05.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferPreview05Sp.png	262148	5	1	999	999						1	10							
10010	4星意识掉落	可能掉落4星意识一件。		Assets/Product/Texture/Image/IconTools/ItWaferPreview04.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferPreview04Sp.png	262148	4	1	999	999						1	10							
10011	3星意识掉落	可能掉落3星意识一件。		Assets/Product/Texture/Image/IconTools/ItWaferPreview03.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferPreview03Sp.png	262148	3	1	999	999						1	10							
10012	2星意识掉落	可能掉落2星意识一件。		Assets/Product/Texture/Image/IconTools/ItWaferPreview02.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferPreview02Sp.png	262148	2	1	999	999						1	10							
10013	5星装备掉落	可能掉落5星装备一件。		Assets/Product/Texture/Image/IconTools/ItEquipPreview05.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview05Sp.png	262148	5	1	999	999						1	10							
10014	4星装备掉落	可能掉落4星装备一件。		Assets/Product/Texture/Image/IconTools/ItEquipPreview04.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview04Sp.png	262148	4	1	999	999						1	10							
10015	3星装备掉落	可能掉落3星装备一件。		Assets/Product/Texture/Image/IconTools/ItEquipPreview03.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview03Sp.png	262148	3	1	999	999						1	10							
10016	2星装备掉落	可能掉落2星装备一件		Assets/Product/Texture/Image/IconTools/ItEquipPreview02.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview02Sp.png	262148	2	1	999	999						1	10							
10017	1星装备掉落	可能掉落1星装备一件。		Assets/Product/Texture/Image/IconTools/ItEquipPreview01.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview01Sp.png	262148	1	1	999	999						1	10							
10018	2-4星装备掉落	可能掉落2-4星装备。		Assets/Product/Texture/Image/IconTools/ItEquipPreview03.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview03Sp.png	262148	3	1	999	999						1	10							
10034	高级突破材料	可能掉落高级突破材料。	特别的机体素材，一般情况下相当难入手。	Assets/Product/Texture/Image/IconTools/ItCaseBreach002.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseBreach002Sp.png	262148	5	1	999	999						1	10							
10035	低级突破材料	可能掉落低级突破材料。	特别的机体素材，一般情况下相当难入手。	Assets/Product/Texture/Image/IconTools/ItCaseBreach001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseBreach001Sp.png	262148	4	1	999	999						1	10							
10036	橙色基地装备	可能掉落对应品质基地装备。	灰鸦基地大都使用地表资源再加工建成，但这些资源往往也需要长时间搜寻。	Assets/Product/Texture/Image/IconTools/ItCaseI020010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI020010Sp.png	262148	5	1	999	999						1	40							
10037	紫色基地装备	可能掉落对应品质基地装备。	灰鸦基地大都使用地表资源再加工建成，但这些资源往往也需要长时间搜寻。	Assets/Product/Texture/Image/IconTools/ItCaseI020010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI020010Sp.png	262148	4	1	999	999						1	20							
10038	蓝色基地装备	可能掉落对应品质基地装备。	灰鸦基地大都使用地表资源再加工建成，但这些资源往往也需要长时间搜寻。	Assets/Product/Texture/Image/IconTools/ItCaseI020010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI020010Sp.png	262148	3	1	999	999						1	10							
10039	3-6星装备掉落	可能掉落3-6星装备一件。	在战场上偶尔能获得的一些无主的装备。	Assets/Product/Texture/Image/IconTools/ItEquipPreview06.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview06Sp.png	262148	5	1	999	999						1	10							
10040	3-5星装备掉落	可能掉落3-5星装备一件。	在战场上偶尔能获得的一些无主的装备。	Assets/Product/Texture/Image/IconTools/ItEquipPreview05.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview05Sp.png	262148	5	1	999	999						1	10							
10041	伏尔泰套装掉落	任意伏尔泰意识一件。	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。	Assets/Product/Texture/Image/IconTools/EFuertaiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI01001Sp.png	262148	5	1	999	999						1	10							
10042	歌罗达套装掉落	任意歌罗达意识一件。	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。	Assets/Product/Texture/Image/IconTools/EGeluodaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI01001Sp.png	262148	5	1	999	999						1	10							
10043	黎塞留套装掉落	任意黎塞留意识一件。	某位曾经存在的伟人的意识芯片，组合后能使构造体进行治疗时为目标带来物理增益。	Assets/Product/Texture/Image/IconTools/ELisailiuI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI01001Sp.png	262148	5	1	999	999						1	10							
10044	萨曼达套装掉落	任意萨曼达意识一件。	某位曾经存在的伟人的意识芯片，组合后能让构造体通过使用属性攻击来扰乱战场。	Assets/Product/Texture/Image/IconTools/ESamandaI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI01001Sp.png	262148	5	1	999	999						1	10							
10045	艾克套装掉落	任意艾克意识一件。	某位曾经存在的伟人的意识芯片，组合后能强化构造体本身的属性攻击。	Assets/Product/Texture/Image/IconTools/EAikeI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI01001Sp.png	262148	5	1	999	999						1	10							
10046	莫扎特套装掉落	任意莫扎特意识一件。	某位曾经存在的伟人的意识芯片，组合后能使构造体更自由的使用超算空间。	Assets/Product/Texture/Image/IconTools/EMozateI01001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI01001Sp.png	262148	5	1	999	999						1	10							
10047	嘉莉埃妮套装掉落	任意嘉莉埃妮意识一件。	某位曾经存在的伟人的意识芯片，组合后能够强化构造体的物理攻击。	Assets/Product/Texture/Image/IconTools/ELongmeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI01001Sp.png	262148	5	1	999	999						1	10							
10048	爱芙套装掉落	任意爱芙意识一件。	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。	Assets/Product/Texture/Image/IconTools/EAifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI01001Sp.png	262148	5	1	999	999						1	10							
10049	6星装备掉落	可能掉落6星装备一件。		Assets/Product/Texture/Image/IconTools/ItEquipPreview06.png	Assets/Product/Texture/Image/IconToolsSp/ItEquipPreview06Sp.png	262148	6	1	999	999						1	10							
10050	6星武器掉落	可能掉落6星武器一件。		Assets/Product/Texture/Image/IconTools/ItWeaponPreview06.png	Assets/Product/Texture/Image/IconToolsSp/ItWeaponPreview06Sp.png	262148	6	1	999	999						1	10							
10051	6星意识掉落	可能掉落6星意识一件。		Assets/Product/Texture/Image/IconTools/ItWaferPreview06.png	Assets/Product/Texture/Image/IconToolsSp/ItWaferPreview06Sp.png	262148	6	1	999	999						1	10							
10052	意识强化素材	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。	科学理事会将意识芯片补强的数据保存下来，用来提升其他意识芯片的强度。	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	262148	1	1	999	999						1	10							
