Id	Key	Text
20143006	SameColorGameMapNotOpen	活动还没开放
20143007	SameColorGameServiceUnavailable	三消链接不可用
20143008	SameColorGameBossNotExist	BOSS不存在
20143009	SameColorGameBossNotUnlock	BOSS还没解锁
20143010	SameColorGameBossNotUnlockCondition	BOSS还没达到解锁条件
20143011	SameColorGameRoleNotExist	角色不存在
20143012	SameColorGameRoleNotUnlock	角色未购买
20143013	SameColorGameSkillNotUnlock	技能未解锁
20143014	SameColorGameMaxRound	步数用尽
20143015	SameColorGameSkillNotExist	技能不存在
20143016	SameColorGameSkillCd	技能还在冷却
20143017	SameColorGameSkillParamError	技能参数错误
20143018	SameColorGameBossIdError	bossId错误
20143019	SameColorGameSkillEnergyNotEnoughError	技能能量不足
20143020	SameColorGameSkillCannotCancelError	技能不支持取消
20143021	SameColorGameEnergyFullError	能量已满
20143022	SameColorGameBuffIdNotMatchError	没有找到对应的BUFFID
20143023	SameColorGameNoSkillCdError	没有在冷却中的技能
20143024	SameColorGameNoSwitchItemCountError	达到最大交换次数
20143025	SameColorGameCountDownError	倒数中
20143026	SameColorGameNotLimitTimeStageError	不是限时关卡
20143027	SameColorGamePauseError	暂停中
20143028	SameColorGameMaxTime	已达到时间上限
20143029	SameColorGameSkillConfigError	技能配置错误
20143030	SameColorGameEnterMapRepeatError	进入地图太频繁
20143031	SameColorGameNotCountDownError	不在倒数中
20143032	SameColorGameSkillOver	技能已经结束
20143033	SameColorGameSkillMakeError	技能生效错误
20143034	SameColorGameMapWeakCannotSwap	20143034破绽不可交换
20144001	SimulateTrainBossNotUnlock	20144001拟真训练怪物未解锁
20144002	SimulateTrainBossNotOpen	20144002拟真训练怪物未开启
20144003	SimulateTrainNotConfig	20144003拟真训练未找到配置
20144004	SimulateTrainParamsError	20144004拟真训练参数错误
20144005	SimulateTrainActivityNotOpen	20144005活动未开启
20144006	SimulateTrainFunctionNotOpen	20144006系统未开启
20145001	RunGameActivityNotExist	20145001活动不存在
20145002	RunGameChallengeTargetCfgNotExist	20145002挑战目标配置不存在
20145003	RunGameRewardHadToken	20145003奖励已被领取过了
20145004	RunGameTargetNotComplete	20145004挑战目标未达成
20145005	RunGameSelectRobotInvalid	20145005选取角色不合法
20146001	PickFlipActivityInvalidId	无效的活动
20146002	PickFlipActivityInvalidGroupId	无效的奖励组
20146003	PickFlipActivityInvalidRewardId	无效的奖励
20146004	PickFlipActivityNotOpen	指定活动未开启
20146005	PickFlipActivityPickRewardFixedReward	奖励已选定
20146006	PickFlipActivityPickRewardCountNotMatch	选定奖励数量不一致
20146007	PickFlipActivityPickRewardNotInCurrentGroup	奖励ID不属于当前奖励组
20146008	PickFlipActivityPickRewardTypeIsNotPick	所选奖励不是自选类型
20146009	PickFlipActivityPickRewardDumplicatedRewardId	奖励ID重复
20146010	PickFlipActivityPickRewardRandomConfigError	随机奖励配置错误
20146011	PickFlipActivityFlipRewardRewardNotFixed	奖励未选定
20146012	PickFlipActivityFlipRewardIndexOverflow	奖励索引超出有效范围
20146013	PickFlipActivityFlipRewardRewardFliped	已翻开的奖励
20146014	PickFlipActivityFinishGroupRewardRemained	有剩余奖励未翻开
20146015	PickFlipActivityFinishGroupNoMoreReward	奖励已领取且无后续奖励组
20146016	PickFlipActivityFlipAddExchangeTimeInvalidTimes	累加兑换次数无效的次数
20147001	Regression2NotInRegression	当前玩家不在回归状态
20147002	Regression2ActivityInvaliId	无效的战线复归活动ID
20147003	Regression2ActivityNotCurrentId	当前战线复归活动已结束
20147004	Regression2SignInInvaliId	无效的牵绊签到活动
20147005	Regression2SignInIdNotInActivity	签到ID不属于当前活动
20147006	Regression2SignInRewardAlreadyGot	签到奖励已领取
20147007	Regression2SignInUnsatisfied	签到领奖条件不满足
20147008	Regression2GachaInvalidId	无效的奖励ID
20147009	Regression2GachaInvalidGroupId	无效的奖池ID
20147010	Regression2GachaInvalidTimes	无效的补给次数
20147011	Regression2GachaIdGroupIdNotMatch	回归补给奖池中不存在的奖励
20147012	Regression2GachaIdPrevGroupIdCoreUnfinished	尚未解锁的回归补给奖池
20147013	Regression2GachaNotInActivity	不满足回归补给参与条件
20147014	Regression2GachaActivityExpired	回归补给活动已结束
20147015	Regression2GachaRegressionStateNotMatch	不满足回归补给抽取条件
20147016	Regression2GachaGroupNoMoreReward	已达到回归补给奖励上限
20147017	Regression2InviteActivityNotOpen	并肩作战活动未开放
20147018	Regression2InviteNotInActivity	邀请不符合参加条件
20147019	Regression2InviteNotInvitee	对方之回归不满足邀请条件
20147020	Regression2InviteInvalidId	并肩作战活动已结束
20147021	Regression2InviteAlreadyBinded	已与其他指挥官建立羁绊关系
20147022	Regression2InviteInvalidInviteCode	无效的邀请码
20147023	Regression2InviteInviteCodeNotInActivity	邀请码已过期
20147024	Regression2InviteOutOfInviteCount	对方邀请数量已满
20147025	Regression2InviteRewardInvalidId	无效的羁绊奖励ID
20147026	Regression2InviteRewardIdNotInActivity	邀请奖励ID不属于当前活动
20147027	Regression2InviteRewardInviteStateNotMatch	邀请不处于奖励所需邀请状态
20147028	Regression2InviteRewardAlreadyGot	邀请奖励已领取
20147029	Regression2InviteRewardUnsatisfied	不满足领取奖励所需羁绊积分
20148001	AreaWarActivityNotOpen	活动尚未开放
20148002	AreaWarHoleNotUnlock	增益槽位尚未解锁
20148003	AreaWarBuffIdAlreadyUnlock	增益已解锁
20148004	AreaWarHoleNotMount	增益孔位尚未挂载
20148005	AreaWarHoleNotDemount	增益孔位尚未卸下
20148006	AreaWarBuffIdNotUnlock	增益尚未解锁
20148007	AreaWarSpecialRoleRewardNotUnlock	增幅角色奖励尚未解锁
20148008	AreaWarSpecialRoleRewardAlreadyReceived	增幅角色奖励已经领取
20148009	AreaWarRankBlockIdError	排行榜ID错误
20148010	AreaWarInnerError	全服作战服务没开放
20148011	AreaWarBlockIdError	全服作战区块ID不存在
20148012	AreaWarDetachConditionError	派遣条件配置错误
20148013	AreaWarDetachConditionNotInit	派遣条件没初始化
20148014	AreaWarBlockNotOpen	区块尚未开启
20148015	AreaWarBlockCannotClean	该区块不能被攻破
20148016	AreaWarNoHangUpReward	没有可以领取的挂机收益
20148017	AreaWarBlockAlreadyClean	该区块已经被攻破，无法获得奖励，浮点算力已返还
20148018	AreaWarPurificationZero	攻破进度小于0
20148019	AreaWarRobotNotUnlock	试玩角色尚未解锁
20148020	AreaWarFightStageNotMatch	全服作战关卡不匹配
20148021	AreaWarFightUploading	正在上传
20148022	AreaWarRobotIdError	试玩角色ID错误
20148023	ConditionManagerAreaWarCleanCountNotFinish	攻破区块数不符合
20148024	ConditionManagerAreaWarCleanBlockIdNotFinish	攻破区块数不符合
20148025	AreaWarDetachCountError	至少上阵3名队员进行派遣
20148026	AreaWarRankBlockTypeError	区块类型错误
20148027	AreaWarBlockCountError	没有区块本地数据
20148028	AreaWarArticleNotFound	文章ID错误
20148029	AreaWarArticleRepeatLike	文章重复点赞错误
20148030	AreaWarArticleNotUnlock	文章还没解锁
20148031	AreaWarRewardEmpty	没有可领取的奖励
20148032	AreaWarStageTypeError	关卡类型错误
20148033	AreaWarFightMultipleLimit	超出挑战倍数限制
20148034	AreaWarChapterNotExist	区域配置不存在
20148035	AreaWarQuestNotExist	任务不存在
20148036	AreaWarQuestFightResultError	战斗结果错误
20148037	AreaWarQuestTypeNotMatch	任务类型不匹配
20148038	AreaWarQuestAlreadyFinish	任务已完成
20148039	AreaWarQuestAlreadyLike	不可重复点赞
20148040	AreaWarNoRefreshRescueInfo	没有可刷新的救援信号
20148041	AreaWarQuestTypeError	错误的任务类型
20148042	AreaWarRescueQuestRefreshLimit	救援任务刷新次数已达上限
20148043	AreaWarCoinRecordNotEnough	20148043货币获取记录未达标
20148500	AreaWar4BlockDropTemplateNotFound	20148500特遣4关卡随机配置不存在
20148501	AreaWar4RandomGroupCacheNotFound	20148501特遣4随机组缓存不存在
20148502	AreaWar4RandomGroupIsNull	20148502特遣4随机组随机不到东西
20148503	AreaWar4ItemCountLimit	20148503特遣4道具数量不足
20148504	AreaWar4ItemRoomLevelLimit	20148504特遣4藏品室等级限制
20148505	AreaWar4ItemRoomLvUpCostLimit	20148505特遣4藏品室升级消耗限制
20148506	AreaWar4RaceItemSubmitTimesLimit	20148506特遣4珍稀藏品提交次数限制
20148507	AreaWar4RaceItemSubmitNumLimit	20148507特遣4珍稀藏品提交藏品不存在
20148508	AreaWar4RoomItemTemplateNotFound	20148508特遣4藏品配置不存在
20148509	AreaWar4RoomItemNotRace	20148509特遣4藏品不是珍稀品质
20148510	AreaWar4ItemRoomNumLimit	20148510特遣4藏品室背包数量限制
20148511	AreaWar4ItemRoomLevelCfgError	20148511特遣4藏品室等级配置不存在
20148512	AreaWar4ItemRoomNoEffectError	20148512特遣4藏品室藏品没有效果
20148600	AreaWar4AuctionItemError	20148600特遣4拍卖行货物不存在
20148601	AreaWar4AuctionTemplateNotFound	20148601特遣4拍拍卖行表配置不存在
20148602	AreaWar4AuctionSellTemplateNotFound	20148602特遣4拍卖行出售表配置不存在
20148603	AreaWar4AuctionSellTimeError	20148603特遣4拍卖行出售时间错误
20148604	AreaWar4AuctionCreateOrderError	20148604特遣4拍卖行创建订单错误
20148605	AreaWar4AuctionOrderError	20148605特遣4拍卖行订单错误
20148606	AreaWar4AuctionOrderNumLimit	当前上架道具超过1000，请下架道具或等待道具出售成功后再试。
20148607	AreaWar4AuctionBuyParamError	20148607特遣4拍卖行购买参数错误
20148608	AreaWar4AuctionBuyPartitionNoExit	20148608特遣4拍卖行购买区间不存在
20148609	AreaWar4AuctionIntMaxError	20148609特遣4拍卖行价格计算溢出
20148610	AreaWar4AuctionBuyAddError	20148610特遣4拍卖行购买时添加道具失败
20148611	AreaWar4AuctionReturnItemError	20148611特遣4拍卖行返还道具失败
20148612	AreaWar4AuctionSellPartitionError	20148612特遣4拍卖行出售区间配置错误
20148613	AreaWar4AuctionSellTimeLimit	20148613特遣4拍卖行未到出售时间
20148614	AreaWar4AuctionPutOffOver	20148614特遣4拍卖行订单超时不能下架
20148615	AreaWar4AuctionPutOnParamError	20148615特遣4拍卖行上传参数错误
20148616	AreaWar4AuctionBuyLevelLimit	20148616特遣4拍卖行购买等级限制
20148617	AreaWar4RedisSyncError	20148617特遣4拍卖行同步redis错误
20148618	AreaWar4RedisCircuitBreaker	"""20148618特遣4拍卖行繁忙,请5秒后重试"""
20148619	AreaWar4LevelUpClearBlockLimit	20148619特遣4升级需要先净化谋区块限制
20149001	SuperSmashBrosActivityModeNotExist	赛区不存在
20149002	SuperSmashBrosActivityCfgNotExist	活动配置不存在
20149003	SuperSmashBrosActivityNotOpen	活动尚未开放
20149004	SuperSmashBrosActivityModeNotOpen	所属赛区暂未开放
20149005	SuperSmashBrosActivitySelectRoleCountOutOfLimit	选择角色数量超出范围
20149006	SuperSmashBrosActivitySelectMonsterLess	选择怪物数量不能少于指定值
20149007	SuperSmashBrosActivityCaptainPosOutOfRange	队长位置超出范围
20149008	SuperSmashBrosActivityFirstFightPosOutOfRange	首战位置超出范围
20149009	SuperSmashBrosActivityCharacterIsZero	角色id存在0
20149010	SuperSmashBrosActivityCharacterPosNotMatch	角色位置不匹配
20149011	SuperSmashBrosActivityCharacterPosRepeat	角色位置重复
20149012	SuperSmashBrosActivitySelectRoleLess	选择的角色数量低于指定值
20149013	SuperSmashBrosActivityCoreCfgLose	超数核心配置丢失
20149014	SuperSmashBrosActivityCoreLevelNotExist	超数核心等级配置不存在
20149015	SuperSmashBrosActivityStrongAttackOutOfRange	强化攻击超出范围
20149016	SuperSmashBrosActivityStrongAttackOverMax	强化攻击超出最大
20149017	SuperSmashBrosActivityStrongHpOutOfRange	强化HP超出范围
20149018	SuperSmashBrosActivityStrongHpOverMax	强化HP超出最大
20149019	SuperSmashBrosActivityEnergyNotEnough	能量不足
20149020	SuperSmashBrosActivityNextStageIsNull	下一个关卡是空的
20149021	SuperSmashBrosActivityNextStageIdNotMatch	下一个关卡不匹配
20149022	SuperSmashBrosActivityCharacterRepeatUse	角色重复使用
20149023	SuperSmashBrosActivityModeDataLose	模式数据丢失
20149024	SuperSmashBrosActivityCharacterKillAll	角色全部死亡
20149025	SuperSmashBrosActivityCaptainPosError	队长位置错误
20149026	SuperSmashBrosActivityFirstPosError	首战位置错误
20149027	SuperSmashBrosActivityCharacterIdRepeat	角色id重复
20149028	SuperSmashBrosActivityBattleDataErrorAllCharacterDeath	战斗数据所有角色死亡
20149029	SuperSmashBrosActivityMonsterGroupConfigLose	怪物组配置丢失
20149030	SuperSmashBrosActivityStageIdLimitMonsterCannotUsed	关卡id限制不能使用怪物
20149031	SuperSmashBrosActivityModeCfgDataLose	模式配置丢失
20149032	SuperSmashBrosActivitySettingDataIsNull	设置数据为空
20149033	SuperSmashBrosActivityEnvLibraryLose	环境库丢失
20149034	SuperSmashBrosActivityEnvCanotUsed	环境不能被使用
20149035	SuperSmashBrosActivityEnvCfgNotExist	环境配饰丢失
20149036	SuperSmashBrosActivityMonsterGroupNotExist	怪物组配置丢失
20149037	SuperSmashBrosActivityMonsterGroupNotOpen	怪物组未开放
20149038	SuperSmashBrosActivityMonsterLibraryLose	怪物库丢失
20149039	SuperSmashBrosActivityMapLibraryLose	地图库丢失
20149040	SuperSmashBrosActivityMapCfgNotExist	地图配置丢失
20149041	SuperSmashBrosActivityMapCanotUsed	地图不能被使用
20149042	SuperSmashBrosActivityMapFinish	地图已经完成
20149043	SuperSmashBrosActivityMapIsNotNextStage	当前地图不是一下地图
20149044	SuperSmashBrosActivityMosterKillAll	所有怪物已经被击杀
20149045	SuperSmashBrosActivityRewardConfigNotExist	奖励配置不存在
20149046	SuperSmashBrosActivityRewardAlreadyTaked	奖励已经被领取
20149047	SuperSmashBrosActivityRewardConfigScoreNoEnough	奖励所需分数不足
20149048	SuperSmashBrosActivityGetRankFailed	20149048大乱斗:获取排行榜失败
20149049	SuperSmashBrosActivitySystemRobotDoNotExist	20149049大乱斗:不存在的试玩角色
20149050	SuperSmashBrosActivityEggException	20149050大乱斗:彩蛋异常
20149051	SuperSmashBrosActivityDailyRewardGot	20149051大乱斗:每日奖励已领取
20149052	SuperSmashBrosActivityDailyRewardCfgNotExist	20149052大乱斗:每日奖励配置未找到
20149053	SuperSmashBrosActivityStageInfoNotFound	20149053大乱斗:未找到关卡数据
20149054	SuperSmashBrosActivityStageRollBackForbidden	20149054大乱斗:该模式不支持回滚关卡
20149055	SuperSmashBrosActivityStageRollBackDataError	20149055大乱斗:回滚关卡数据条件不满足
20149056	SuperSmashBrosActivityAssistanceCfgNotFound	20149056大乱斗:找不到援助配置
20149057	SuperSmashBrosActivityChangeStageInvalid	20149057大乱斗:关卡未满足更换条件
20150001	MemorySaveChapterNotFind	20150001意识营救战:章节id未找到
20150002	MemorySavePerNotFinish	20150002意识营救战:前置关卡未完成
20150003	MemorySaveChapterAwardIsGet	20150003意识营救战:章节奖励已经领取
20150004	MemorySaveChapterNotFinished	20150004意识营救战:章节未完成全部关卡
20150005	MemorySaveChapterNotOpen	20150005意识营救战:章节未开启
20150006	MemorySaveStageIdNotFind	20150006意识营救战:关卡id未找到
20150007	MemorySaveStageTemplateNotFind	20150007意识营救战:关卡模板未找到
20150008	MemorySaveStageAwardNotFind	20150008意识营救战:奖励id未找到
20151001	ReviewActivityDataNotExist	需在2025年12月5日前创建角色
20151002	ShareReviewRewardHadToken	回顾活动奖励已经领取过了
20151003	ShareReviewRewardNotExist	回顾活动奖励不存在
20151004	ReviewActivityNotOpen	回顾活动未开启
20152001	MaverickActivityConfigNotExist	20152001活动配置不存在
20152002	MaverickPatternConfigNotExist	20152002模式配置不存在
20152003	MaverickStageConfigNotExist	20152003关卡配置不存在
20152004	MaverickLevelUpConfigNotExist	20152004升级配置不存在
20152005	MaverickMemberConfigNotExist	20152005成员配置不存在
20152006	MaverickTalentConfigNotExist	20152006天赋配置不存在
20152007	MaverickMemberDataNotExist	20152007成员数据不存在
20152008	MaverickMaxLevelNotExist	20152008成员最大等级不存在
20152009	MaverickHadMaxLevel	20152009成员已经升到最大等级
20152010	MaverickTalentHadActive	20152010天赋已经激活过了
20152011	MaverickTalentHadNotActive	20152011天赋未经激活过了
20152012	MaverickTalentNotUnlock	20152012天赋未解锁
20152013	MaverickLevelUpTotalConsumeFail	20152015获取成员异构等级总消耗信息失败
20152014	MaverickLevelCanNotReset	20152016成员异构等级无法重置
20152015	MaverickPatternNotOpenTime	20152017未到模式开放时间
20152016	MaverickCanNotFindFightCharacterId	20152018找不到玩家出战的机器人对应的角色
20152017	MaverickHaveNotFightRobot	20152019出战成员不能为空
20152018	MaverickAddCharacterLose	20152020添加出战角色失败
20152019	MaverickFightOnlyOne	20152021只能出战一个人
20152020	MaverickActivityNotOpen	20152022活动未开放
20153001	DiceGameRewardAlreadyGet	奖励已领取
20153002	DiceGameRewardScoreNotEnough	积分不足，无法领取奖励
20153003	DiceGameCanNotFoundReward	奖励已领取
20153004	DiceGameIsNotOpen	活动暂未开放
20153005	DiceGameIsNotFound	活动已结束
20153006	DiceGameSelectResultParamError	选项参数错误
20153007	DiceGameNextDice	20153007请进行下一次投掷
20154001	BirthdayPlotDoNotReset	20154001生日通讯:无法再次设置生日
20154002	BirthdayPlotCgNotLock	20154002生日通讯:生日剧情未解锁
20154003	BirthdaySingleStoryCfgNotExist	20154003单人剧情配置不存在
20155001	TheatreDifficultyConditionError	困难模式不符合条件
20155002	TheatreDifficultyAlreadySet	已经设置过困难模式
20155003	TheatreKeepsakeNotUnlock	作品还没解锁
20155004	TheatreAdventureAlreadyStart	已经开始冒险
20155005	TheatreAdventureNotInit	还没开始冒险模式
20155006	TheatreRecruitRefreshCountError	没有刷新次数
20155007	TheatreRecruitCountError	没有招募次数
20155008	TheatreRecruitRoleIdError	招募角色ID错误
20155009	TheatreRecruitRoleRepeatError	重复招募角色
20155010	TheatreChapterCannotRecruitRoleError	该章节不能招募角色
20155011	TheatreDecorationIdError	装修项ID错误
20155012	TheatreDecorationConditionError	装修项条件不符合
20155013	TheatreDecorationMaxLevelError	装修项没有下一级
20155014	TheatrePowerFavorNotUnlock	流派排演尚未解锁
20155015	TheatrePowerFavorMaxLevelError	该流派已满级
20155016	TheatrePowerFavorGetRewardError	重复领取势力好感度奖励
20155017	TheatreCurNodeNotExit	当前节点不存在
20155018	TheatreCurNodeIdError	当前节点ID错误
20155019	TheatreSelectOtherNodeError	已经选择了其他节点
20155020	TheatreSlotNotExitError	slot不存在
20155021	TheatreSlotStageIdError	slot的stageId错误
20155022	TheatreChapterNotExitError	当前章节不存在
20155023	TheatreChapterSkillNotExitError	当前不存在可以选择的技能
20155024	TheatreAdventureAlreadyStartError	演出已开始，需结算后才可进行此操作
20155025	TheatreCurrentSlotTypeError	当前节点类型错误
20155026	TheatreShopNoItemError	商店没有可购买的项目
20155027	TheatreShopItemCannotBuyRepeatError	商店的项目不可重复购买
20155028	TheatreEventNodeCurStepIdError	事件的当前步骤错误
20155029	TheatreEventNodeConfigError	事件的配置错误
20155030	TheatreEventNodeOptionIdError	事件的选项ID错误
20155031	TheatreEventNodeOptionNotUnlockError	事件的选项还没被解锁
20155032	TheatreRobotNotUnlockError	机器人还没解锁
20155033	TheatreCharacterNotUnlockError	自己的角色对应的机器人还没招募
20155034	TheatreCharacterFaNotEnoughError	还没达到使用自己角色的战斗力
20155035	TheatreTeamCaptainPosError	队长位置错误
20155036	TheatreCurrentSlotNotMultiTeamError	当前节点不是多队伍
20155037	TheatreTeamIndexError	当前队伍编号错误
20155038	TheatreMultiTeamNotSaveError	多队伍还没保存
20155039	TheatreMultiTeamCardRepeatError	多队伍不能有重复的角色
20155040	TheatreTeamNotSameError	队伍不一致
20155041	TheatreReopenCountNotEnoughError	没有重开次数
20155042	ConditionManagerTheatreChapterIdNotFinish	该章节还没完成
20155043	ConditionManagerTheatreEventStepIdNotFinish	该事件步骤还没完成
20155044	TheatreMultiTeamIndexError	多队伍索引错误
20155045	ConditionManagerTheatreDecorationLevelNotFinish	该事件步骤还没完成
20155046	ConditionManagerTheatreEndingNotFinish	该结局还没完成
20156001	ShieldRequestProtocolCanNotUse	20156001当前功能维护中，暂时无法使用
20157001	ShortStoryInvalidStageId	20156002无效的关卡ID
20157002	ShortStoryChapterIsNotExist	20156003章节不存在
20157003	ShortStoryActivityChapterNotOpen	20156004活动章节未开启
20157004	ShortStoryStageNotPass	20156005关卡未通过
20157005	ShortStoryStageRewardAlready	20156006关卡奖励已领取
20157006	ShortStoryStarRateNotEnough	20156007故事集副本收集率不足
20158001	EscapeIsNotOpen	ERROR：活动暂未开放
20158101	EscapeStageInvalidId	ERROR：无效的关卡ID
20158102	EscapeStageInvalidChapterId	ERROR：无效的章节ID
20158103	EscapeStageActivityIdDoNotMatch	ERROR：活动信息出错
20158104	EscapeStageChapterIdDoNotMatch	ERROR：章节信息不一致
20158105	EscapeStageLayerIdDoNotMatch	ERROR：层信息不一致
20158106	EscapeStageStageIsPassed	ERROR：关卡已通关
20158107	EscapeStageNoCardAndRobot	ERROR：无有效角色
20158108	EscapeStageInvalidRobotId	ERROR：无效的机器人ID
20158201	EscapeResetStageStageNotPassed	ERROR：重置关卡关卡未通关
20158202	EscapeResetStageInvalidLayer	ERROR：重置关卡关卡非当前层
20158301	EscapeChapterNotPassed	ERROR：章节未通关
20158401	EscapeTacticsInvalidLayerId	ERROR：无效的层级
20158402	EscapeTacticsLayerIdDoNotMatch	ERROR：层不一致
20158403	EscapeTacticsNotTacticsLayer	ERROR：非策略层
20158404	EscapeTacticsNodeIdNotInLayer	ERROR：战术节点不属于当前层
20158405	EscapeTacticsTacticsNodeRepeated	ERROR：战术节点重复
20158406	EscapeTacticsGetRandomTacticsIdFailed	ERROR：获取随机战术失败
20158407	EscapeTacticsNodeDataNotExist	ERROR：战术节点数据不存在
20158408	EscapeTacticsNodeIsSelected	ERROR：战术节点已选择过策略
20158409	EscapeTacticsInvalidTacticsId	ERROR：选择无效的策略Id
20159001	NewYearLuckAward	已领取奖券奖励
20159002	NewYearLuckNotAwardTime	尚未开奖，请耐心等待
20159003	NewYearLuckPassUnlockTime	错过时间，无法再购买奖券
20159004	NewYearLuckUnlockIsMax	已购买所有奖券
20159005	NewYearLuckNotOpen	活动尚未开启
20159006	NewYearLuckConfigNotFind	奖券不存在
20159007	NewYearLuckUnLuck	奖券尚未解锁
20159008	NewYearLuckActivityNotFind	未找到活动配置
20159009	NewYearLuckCoinNotFind	未找到活动代币配置
20160001	HitMouseActivityNotOpen	20158213打地鼠小游戏:活动暂未开放
20160002	HitMouseScoreError	20158214打地鼠小游戏:发送的数据异常
20160003	HitMouseConfigNotFind	20158215打地鼠小游戏:当前活动配置不存在
20160004	HitMouseStageNotUnlock	20158216打地鼠小游戏:当前关卡未解锁
20160005	HitMousePreStageNotUnlock	20158217打地鼠小游戏:前置关卡未解锁
20160006	HitMousePreStageNotFinish	20158218打地鼠小游戏:当前关卡未通关
20160007	HitMouseNotRewardGet	20158219打地鼠小游戏:无奖励可以领取
20160008	HitMouseUnlockStage	20158220打地鼠小游戏:已解锁当前关卡
20161001	PivotCombatActivityNotOpen	20161001活动未开启
20161002	PivotCombatActivityCfgNotExist	20161002活动配置信息不存在
20161003	PivotCombatRegionCfgNotExist	20161003区域配置信息不存在
20161004	PivotCombatStageLibCfgNotExist	20161004关卡库配置信息不存在
20161005	PivotCombatEffectLibCfgNotExist	20161005供能效果库配置信息不存在
20161006	PivotCombatCanFindCorrespondingRegionId	20161006找不到关卡对应的区域
20161007	PivotCombatDifficultyInvalid	20161007非法难度
20161008	PivotCombatFightMemberCountLimit	20161008非法参战人数
20161009	PivotCombatRobotInvalid	20161009非法机器人
20161010	PivotCombatTimeCtrlCfgNotExist	20161010找不到时间控制配置信息
20161011	PivotCombatRegionDataNotExist	20161011区域数据不存在
20161012	PivotCombatStageDataNotExist	20161012关卡数据不存在
20161013	PivotCombatCancelLockCharOpNotAllowed	20161013不允许取消锁定角色操作
20161014	PivotCombatRegionNotOpen	20161014未到区域开放时间
20161015	PivotCombatCharacterHadBeenUsed	参战角色已经被其他关卡锁定
20161016	PivotCombatSupplyEnergyLevelNotEnough	20161016供能等级不足
20161017	PivotCombatAddCharacterLose	20161017添加出战角色失败
20161018	PivotCombatDifficultyHadSelected	20161018已选择难度
20162001	AccumulatedConsumeDrawCanNotFoundReward	20162001没有找到对应奖励
20162002	AccumulatedConsumeDrawIsNotOpen	20162002活动暂未开放
20162003	AccumulatedConsumeDrawIsNotFound	20162003活动已下线
20162004	AccumulatedConsumeDrawMaxDrawLimit	20162004超过单次抽奖次数限制
20163001	DoubleTowerTeamSettingUnableToUsed	20163001队伍设定不可用
20163002	DoubleTowerActivityNotOpen	20163002活动未开放
20163003	DoubleTowerStageCfgNotExist	20163003关卡配置不存在
20163004	DoubleTowerStageGroupNotExist	20163004关卡组配置不存在
20163005	DoubleTowerStageGroupNotOpen	开启时间未到，请等待守备点开启
20163006	DoubleTowerPreStageOnLock	20163006前置关卡未完成
20163007	DoubleTowerStageOnLock	20163007关卡在锁
20163008	DoubleTowerPreStageNotFinish	20163008前置关卡未完成
20163009	DoubleTowerGroupIdNotExist	20163009关卡组id不存在
20163010	DoubleTowerCurRoleCfgIsNull	20163010当前角色配置不存在
20163011	DoubleTowerRoleNotExist	20163011角色不存在
20163012	DoubleTowerRolePluginNotOnType	20163012角色插件类型不匹配
20163013	DoubleTowerRolePluginLevelCfgNotExist	20163013角色插件等级配置不存在
20163014	DoubleTowerRolePluginLevelCfgLevelNotZero	20163014角色拆机等级配置不能0
20163015	DoubleTowerRolePluginCfgNotExist	20163015角色插件配置不存在
20163016	DoubleTowerRolePluginOutOfRange	20163016角色插件超出范围
20163017	DoubleTowerRolePluginNotOnGroup	20163017角色插件不在指定组
20163018	DoubleTowerRolePluginMustHaveOne	20163018角色插件必须指定一个
20163019	DoubleTowerGuardCfgNotExist	20163019守卫配置不存在
20163020	DoubleTowerGuardPluginRepeatUse	20163020守卫插件重复使用
20163021	DoubleTowerCurGuardPluginOutOfRange	20163021守卫插件超出范围
20163022	DoubleTowerPluginCfgNotExist	20163022插件配置不存在
20163023	DoubleTowerPluginLevelCfgNotExist	20163023关卡等级配配置不存在
20163024	DoubleTowerPluginOnLock	20163024关卡在锁
20163025	DoubleTowerPluginUpgradeItemNotEnough	道具数量不足，无法升级
20163026	DoubleTowerCacheCoinIsEmpty	20163026缓存货币为空
20163027	DoubleTowerGetRankFailed	20163027中心服获取排行失败
20163028	DoubleTowerOnlyGroupOfLastStageCantRepeatFight	20163028不是最后的关卡，不能副刷
20164001	GuildWarActivityNotOpen	活动没开放
20164002	GuildWarDataIsNull	没有活动数据
20164003	GuildWarNoAuth	没有权限
20164004	GuildWarServiceUnavailable	众志行征服务不可用
20164005	GuildWarActivityRoundNotOpen	轮次未开放
20164006	GuildWarRoundDataNotExist	轮次数据不存在
20164007	GuildWarDifficultyConfigNotExist	难度数据不存在
20164008	GuildWarDifficultyUnlockError	该难度还没解锁
20164009	GuildWarDifficultySelectError	重复选择难度
20164010	GuildWarCannotJoinCurRound	不能参加该轮次
20164011	GuildWarVersionNotMatch	版本号不匹配
20164012	GuildWarInternalError	内部错误
20164013	GuildWarNotSelectDifficultyError	还没选择难度
20164014	GuildWarNodeIdError	节点ID错误
20164015	GuildWarNodeIsDead	节点已经被破坏
20164016	GuildWarNodeMaxRebuildTime	前哨已达最大重建时间
20164017	GuildWarMonsterUidError	怪物ID错误
20164018	GuildWarFightStageNotMatch	众志行征关卡不匹配
20164019	GuildWarFightUploading	正在上传
20164020	GuildWarMonsterIdError	怪物ID错误
20164021	GuildWarFightTypeError	战斗类型错误
20164022	GuildWarNodeStateError	节点状态已经改变
