Id	EventId	NeedDecoration	StepId	NextStepId	Type	StageId	StepRewardItemId	StepRewardItemCount	StoryId	OptionDesc	OptionDownDesc	OptionIcon	OptionType	OptionItemId	OptionItemCount	OptionNextStepId	OptionNeedDecoration	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
215	311		31109		2					['表示自己正在寻找恶龙', '表示自己并不是勇者']			[3, 3]			[31111, 31110]		妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	您真的是勇者吗？	等到妇人收拾好了情绪，她直起了身，双手按着孩子的肩膀，两人一起向你深深地鞠了一躬。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
216	311		31110		1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人		表示自己并不是勇者	离开	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
217	311		31111	31112	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	请千万不要再往前去了！	你与妇人交谈了起来。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
218	311		31112	31113	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	王都前几日派了军队去了龙的巢穴，有去无回。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
219	311		31113		2					['表示自己心意已决。', '表示会先探听好情况再行动。']			[3, 3]			[31114, 31117]		妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	听说王国的公主早早就失踪了，我想要不是被龙抓去了，就是已经死在邪恶的吹笛人手下了！		下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
220	311		31114	31115	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	屠龙可不是说笑的。	妇人沉默了一阵，不再阻挠于你，只是表示希望你先随她回到村子里。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
221	311		31115	31116	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	没有武器防身，你打算赤手空拳过去么？		交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
222	311		31116		4		96112	1										妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	随我来吧。		下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
223	311		31117	31118	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	那就好，年轻人！	你在妇人的带领下进入了村庄里。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
224	311		31118		1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	可不要犯傻去找什么恶龙！		下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
225	312		31201		2					['点头承认', '表示自己只是帮了点微不足道的忙']	['需要道具%s']		[2, 3]	[96112]	[1]	[31202, 31204]		铁匠		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	铁匠	你是救了米伊那小子的外村人吧？	这次再没有村民冲你叫骂，根据妇人的指引，你来到了一家铁匠店，简陋的环境，到处散落着各种各样的农具。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
226	312		31202	31203	4		96105	1										铁匠		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	铁匠	听说你是一个勇者。	铁匠似乎笑了一下，不知道在哪摸索出了一把破旧的铁剑，他将铁剑递给了你。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
227	312		31203		1													铁匠		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	铁匠	勇者没有剑怎么行。	铁匠似乎笑了一下，不知道在哪摸索出了一把破旧的铁剑，他将铁剑递给了你。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
228	312		31204		1													铁匠		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	铁匠		铁匠无所谓地点了点头，旋即专注于自己手头的活计去了。	离开	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
229	313		31301		2					['协助军队，加入战局', '专心于追踪恶龙的踪迹']			[3, 3]			[31302, 31303]		城门					恶龙奄奄一息地飞走了，你一路追踪着恶龙的踪迹，来到城门之下。城门已被攻破，人们四散奔逃，军队以血肉之躯护卫着城门以及背后的人民，抵抗魔物的入侵。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
230	313		31302		4		96107	1										城门					获得道具	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
231	313		31303		1													城门					专心于追踪恶龙的踪迹	离开	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
232	315		31501	31502	1													露台					火光与硝烟充斥了整座城都，恶龙展开看不见的死亡之翼，向城堡的方向飞去，人们四散奔逃着，哭喊着，一切与起初并无不同，哀嚎灌满了耳朵，你往人们逃跑的反方向奔去——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
233	315		31502		2					['上前搭救', '径直往露台方向去']			[3, 3]			[31503, 31504]		露台					你抬头仰望，是梦中少女伫立的露台，恶龙盘踞在其之上，你闯入宫殿之内，宫殿空空荡荡，魔物横行，你听见有人惊声尖叫着！	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
234	315		31503		5	30061889												露台					上前搭救	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
235	315		31504		1													露台					径直往露台方向去	离开	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
236	401		40101		2					['前往一探究竟', '快速离开这里']			[3, 3]			[40102, 40103]		密林深处	似乎会有神秘事件发生				前方有一片黑森林，无论白日的光线如何变幻，枝叶的颜色丝毫不会受到影响，往前一点看，树木长得也奇形怪状。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
237	401		40102		2					['一瞬不瞬盯着看', '走上前去打招呼', '快步离开']			[3, 3, 3]			[40104, 40105, 40106]		密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			穿过林叶的阴影，你看到女巫以年轻貌美的少女形象出现，在魔法维持下热烈绽放的高高花丛中唱着奇怪的歌谣，声音被枝叶的阴影吞没，一点都透不出去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
238	401		40103		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			快速离开这里	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
239	401		40104		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			女巫显露出苍老的面貌，大声呼喊并恫吓于你。你并没有转移视线，女巫停下了行动，只留下深深一瞥，随即身影连带花丛，尽皆消失不见了。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
240	401		40105		4		96109	1										密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			女巫显露出苍老的面貌，你毫不惊慌，不卑不亢的态度赢得了女巫的尊重，她恢复了原本年轻的面容，深深地看了你一眼，随即身影连同花丛一起消失不见，原地只留下一枚银铃。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
241	401		40106		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			快步离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
242	402		40201		2					['让花朵开放的魔法', '杀死恶龙的办法', '能杀死任何生灵的魔法']	['需要道具%s', '需要道具%s']		[1, 2, 3]	[96109, 96105]	[1, 1]	[40202, 40203, 40209]		魔法					你留在女巫出现的地界，真心请求女巫的帮助，你想要的向女巫求教的魔法是——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
243	402		40202		6				ZX02417BD									魔法							Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
244	402		40203	40204	1													魔法		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	女巫	你已经拥有了一把剑。	女巫从森林的另一端缓缓显露出身形与轮廓，如同一阵晨雾一般，她似乎听见了你的请求与召唤，她注视着你，像是正透过你的躯体注视你的灵魂。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
245	402		40204	40205	1													魔法		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	女巫	它已经具备了勇士之剑的轮廓。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
246	402		40205	40206	1													魔法		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	女巫	我将为它施法，赋予它斩断螺旋，杀死恶龙，拯救世界的力量。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
247	402		40206	40207	1													魔法		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	女巫	我会用鸢尾花的祝福、不断轮回的少女的骨灰的结晶、歌声和回忆淬炼它。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
248	402		40207	40208	1													魔法		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	女巫	现在还缺少“歌声”，去把歌声带回来吧。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
249	402		40208		1													魔法		Assets/Product/Texture/Image/RoleStory/AilaNormal02.png	女巫	我会为你锻造真正的勇者之剑。		下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
250	402		40209		1													魔法					你的恳求被森林的风声吞没，直至夜幕降临，女巫都未曾给予你任何回应。	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
251	403		40301		2					['根据花苞的指引', '跟随日出的方向', '根据羽毛的指引']			[3, 3, 3]			[40304, 40303, 40302]		花与羽毛					你在森林里游荡，你学会倾听风的声音，你在日升时行走，在日落时分歇息，用甘甜的溪水漱口，以林间树果裹腹。你逐渐掌握了在森林中生存的技巧，却也逐渐迷失了方向。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
252	403		40302		1													花与羽毛					你拾捡起某种灰色鸟类落下的羽毛，用以卜算前进的方向，你跟随羽毛的指引，来到了水源处，沿着溪流的方向，你一路前行。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
253	403		40303		1													花与羽毛					一些粗浅的知识浮现在你的脑海之中，你决定先选定一个方向前进，跟随着日出的方位，你慢慢向前。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
254	403		40304	40305	1													花与羽毛					你注意到地面草丛间有一些剑状的长叶子拥着细小的花苞，它们脆弱又美丽，仿佛某种启示，却一路往前延展，仿佛在行走，你跟着同类植株生长指向的方向前进。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
255	403		40305		6				ZX02404BD									花与羽毛							
256	404		40401		2					['将宝石交付出去', '表示可以在船上充当帮工', '坦诚相告，希望得到帮助']	['需要道具%s']		[2, 3, 3]	[96110]	[1]	[40402, 40406, 40407]		登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	这可不是什么玩具船开往快乐岛。	经过一番交谈之后，你表示希望一同搭乘船只前往遥远的王国，记忆里的那不勒斯与水手描述中的城都相对应了起来，但摸遍浑身上下，你发现自己身无分文。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
257	404		40402	40403	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你……	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
258	404		40403	40404	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	这是哪里来的？	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
259	404		40404	40405	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你认识一个紫色眼睛的旅行者吗？	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
260	404		40405		1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	不……没什么。	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
261	404		40406		1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		水手看了你一眼，似乎笑了一下，却最终什么也没说。他应允了你上船的请求，却一句未提帮工的内容。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
262	404		40407	40408	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		水手看向你，似乎想起久远以前的记忆，他最终什么也没说，但应允了你上船的请求。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
263	404		40408	40409	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你见过龙吗？	水手看向你，似乎想起久远以前的记忆，他最终应允了你上船的请求。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
264	404		40409	40410	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	我们已经很久没见过龙了。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
265	404		40410	40411	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	‘龙随着笛声而来’。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
266	404		40411	40412	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	但在最开始的时候，恶龙的出现是毫无征兆的。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
267	404		40412	40413	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	惟一可循的规律是，恶龙往往会搜寻人群。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
268	404		40413		1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	会像海上飓风一样掘起陆地上的人群，将他们从空中摔落。它袭击村庄和人群，毁坏目之所及任何可以毁坏的事物。		下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
269	406		40601		2					['聊过恶龙', '聊过水手的故事', '表示自己对故事没有兴趣']			[3, 3, 3]			[40602, 40602, 40604]		讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	上次我讲到哪了？	海面上风平浪静，你几乎每夜都会碰巧遇见那个讲故事的水手，他讲不同今时的过去的故事，讲归乡的船歌，讲龙所带来的灾厄。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
270	406		40602		2					['表示想继续听']			[3]			[40605]		讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		大概是年岁大了，开始兜着绕着，絮絮叨叨讲一些无关紧要的过去的往事。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
271	406		40604		1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		你向水手道了声安，微醺的海风让你有了一丝睡意，你返回了舱室，和衣而眠，做了一个长长的梦。	离开	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
272	406		40605	40607	6				ZX02411BD									讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手				
273	406		40607		2					['表示想知道更多关于旅行者的信息', '表示想先返回舱室休息']	['需要道具%s']		[2, 3]	[96110]	[1]	[40608, 40609]		讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	今晚的故事就讲到这里了？		下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
274	406		40608	40610	6				ZX02412BD									讲故事							
275	406		40609		1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		你向水手道了声安，微醺的海风让你有了一丝睡意，你返回了舱室，和衣而眠，做了一个长长的梦。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
276	406		40610		2					['询问水手是否记得“塞壬之歌”的曲调旋律', '询问水手是否能够教自己唱原来的“塞壬之歌”']			[3, 3]			[40611, 40614]		讲故事	出现了新的选择	Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手			下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
277	406		40611	40612	1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你对那首海上的歌谣感兴趣？	询问水手是否记得“塞壬之歌”的曲调旋律	交谈	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
278	406		40612	40613	1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你所听到的夜晚水手唱起的归乡之歌，便是塞壬之歌的变调。		交谈	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
279	406		40613		1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	歌声流传了下来，将人心连在了一起。		下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
280	406		40614	40615	1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	哈哈，当然可以。	询问水手是否能够教自己唱原来的“塞壬之歌”	交谈	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
281	406		40615		4		96113	1										讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你所听到的夜晚水手唱起的归乡之歌，便是塞壬之歌的变调。		下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
282	407		40701		2					['这是哪里？']			[3]			[40702]		流落孤岛					睁开眼是一片澄澈的天空，空气中夹杂着海腥味，你恍惚记得你被高高的浪潮带起，你极力呼喊着，视野里最后是龙高昂的头颅和巨大的双爪，你避让开了，并牢牢掌控着身下窄小的浮舟，这使你不至于在漂流中下沉。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
283	407		40702		2					['四处走走']			[3]			[40703]		流落孤岛					身下是细软的沙粒，你缓慢直起了上半身，入目是海平面，浪潮不再凶猛，潮水一触即离地搔挠你的双脚。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
284	407		40703		2					['躺在沙滩上晒太阳', '寻找活物的踪迹', '沿海岸走去']			[3, 3, 3]			[40704, 40705, 40706]		流落孤岛					你往四周查探了一圈，虽然没有完全摸清状况，但你确定自己身处在一个岛屿之上。这会是一个无人岛吗？	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
285	407		40704		1													流落孤岛					阳光正好，在半梦半醒之中，你身上的衣物干透了。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
286	407		40705		5	30061932												流落孤岛					你看见有什么活动的身影，你连忙追了上去，是凯列班还是星期五？你决定一探究竟。	开始战斗	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
287	407		40706		6				ZX02413BD									流落孤岛							
288	408		40801		2					['进行自我介绍', '说明来历情况', '表示自己只会短暂停留，很快离开']			[3, 3, 3]			[40802, 40803, 40807]		村庄					巨龙的出现在村庄里引起了骚动，村民纷纷拿起了农具和武器，而全副武装赶到后，只余你从顶棚上慢慢爬下，与村民们大眼瞪小眼。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
289	408		40802		1													村庄		Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	农夫	我们这里不欢迎外来人	一番介绍说明之后，村民们脸上的神情并未松动，他们如同铁壁般挡在你的面前。	离开这里	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
290	408		40803	40804	1													村庄		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	青年A	你跟那个吹笛子是不是一伙的？	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
291	408		40804	40805	1													村庄		Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal02.png	青年B	你说你是龙带来的？	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
292	408		40805	40806	1													村庄		Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	中年A	灾厄！灾厄！灾厄要来到我们村庄了！	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
293	408		40806		5	30061887												村庄		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	中年B	滚出去！滚出去！	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
294	408		40807		1													村庄					表示自己只会短暂停留，很快离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
295	410		41001		2					['上前看看', '绕路而行']			[3, 3]			[41002, 41013]		迷失之人					你行走于荒地之上，传言中龙的巢穴便在此处，许多人有来无回，这个延伸到世界边缘的荒冢，地平线一片黢黑，脚下的石块参差不齐。你听到前方有声响——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
296	410		41002		2					['阻止他', '解救他', '先行离开']			[3, 3, 3]			[41003, 41007, 41014]		迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我才不怕你！	你看见一个小男孩正与魔物对峙，他拿起石块，正要朝魔物掷去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
297	410		41003	41004	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你、你是勇者吗？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
298	410		41004	41005	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你也是来讨伐恶龙的吗？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
299	410		41005	41006	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
300	410		41006		1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我也是一个勇者哦！	你阻止了小男孩，并带着他往安全的地方跑去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
301	410		41007	41008	5	30061888												迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我才不怕你！	解救他	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
302	410		41008	41009	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你好厉害啊！	战斗成功后	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
303	410		41009	41010	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你是真正的勇者吗？		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
304	410		41010	41011	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	妈妈说吹笛人是坏人。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
305	410		41011	41012	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我想证明给妈妈看，才不是这样的。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
306	410		41012		1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	能吹出这么好听曲子的人怎么可能是坏人呢！		下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
307	410		41013		1													迷失之人					绕路而行	离开	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
308	410		41014		1													迷失之人					先行离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
309	413		41301		2					['协助军队，加入战局', '专心于追踪恶龙的踪迹']			[3, 3]			[41302, 41303]		城门					恶龙奄奄一息地飞走了，你一路追踪着恶龙的踪迹，来到城门之下。城门已被攻破，人们四散奔逃，军队以血肉之躯护卫着城门以及背后的人民，抵抗魔物的入侵。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
310	413		41302		4		96107	1										城门					获得道具	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
311	413		41303		1													城门					专心于追踪恶龙的踪迹	离开	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
312	415		41501	41502	1													露台					火光与硝烟充斥了整座城都，恶龙展开看不见的死亡之翼，向城堡的方向飞去，人们四散奔逃着，哭喊着，一切与起初并无不同，哀嚎灌满了耳朵，你往人们逃跑的反方向奔去——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
313	415		41502		2					['吸引魔物注意', '上前搭救', '径直往露台方向去']	['需要道具%s']		[2, 3, 3]	[96107]	[1]	[41505, 41503, 41504]		露台	出现了新的选择				你抬头仰望，是梦中少女伫立的露台，恶龙盘踞在其之上，你闯入宫殿之内，宫殿空空荡荡，魔物横行，你听见有人惊声尖叫着！	下一步	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
314	415		41503		5	30061889												露台					上前搭救	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
315	415		41504		1													露台					径直往露台方向去	离开	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
316	415		41505		6				ZX02418BD																
317	501		50101		2					['前往一探究竟', '快速离开这里']			[3, 3]			[50102, 50103]		密林深处	似乎会有神秘事件发生				前方有一片黑森林，无论白日的光线如何变幻，枝叶的颜色丝毫不会受到影响，往前一点看，树木长得也奇形怪状。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
318	501		50102		2					['一瞬不瞬盯着看', '走上前去打招呼', '快步离开']			[3, 3, 3]			[50104, 50105, 50106]		密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			穿过林叶的阴影，你看到女巫以年轻貌美的少女形象出现，在魔法维持下热烈绽放的高高花丛中唱着奇怪的歌谣，声音被枝叶的阴影吞没，一点都透不出去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
319	501		50103		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			快速离开这里	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
320	501		50104		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			女巫显露出苍老的面貌，大声呼喊并恫吓于你。你并没有转移视线，女巫停下了行动，只留下深深一瞥，随即身影连带花丛，尽皆消失不见了。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
321	501		50105		4		96109	1										密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			女巫显露出苍老的面貌，你毫不惊慌，不卑不亢的态度赢得了女巫的尊重，她恢复了原本年轻的面容，深深地看了你一眼，随即身影连同花丛一起消失不见，原地只留下一枚银铃。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
322	501		50106		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			快步离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
323	502		50201		2					['让花朵开放的魔法', '杀死恶龙的办法', '能杀死任何生灵的魔法']	['需要道具%s', '需要道具%s']		[1, 2, 3]	[96109, 96105]	[1, 1]	[50202, 50203, 50209]		魔法					你留在女巫出现的地界，真心请求女巫的帮助，你想要的向女巫求教的魔法是——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
