Id	Desc	IsQualityColor
746	章节中将会掉落“脉冲 ”核心，超频一，超频二插件	
747	章节中将会掉落“深红之渊 ”核心，超频一，超频二插件	
748	章节中将会掉落“夙星 ”核心，超频一，超频二插件	
749	章节中将会掉落“溢彩 ”核心，超频一，超频二插件	
750	章节中将会掉落“真理 ”核心，超频一，超频二插件	
751	章节中将会掉落“银牙 ”核心，超频一，超频二插件	
752	章节中将会掉落“弧光 ”核心，超频一，超频二插件	
753	章节中将会掉落“鸦羽 ”核心，超频一，超频二插件	
754	章节中将会掉落“瑰丽 ”核心，超频一，超频二插件	
755	章节中将会掉落“狂犬 ”核心，超频一，超频二插件	
756	章节中将会掉落“凛冽 ”核心，超频一，超频二插件	
757	章节中将会掉落“雀翎 ”核心，超频一，超频二插件	
758	章节中将会掉落“游麟 ”核心，超频一，超频二插件	
759	章节中将会掉落“银冕 ”核心，超频一，超频二插件	
760	章节中将会掉落“明觉 ”核心，超频一，超频二插件	
761	章节中将会掉落“岚音 ”核心，超频一，超频二插件	
762	章节中将会掉落“荣光 ”核心，超频一，超频二插件	
763	章节中将会掉落“XXI ”核心，超频一，超频二插件	
764	章节中将会掉落“绯耀 ”核心，超频一，超频二插件	
765	章节中将会掉落“琉璃 ”核心，超频一，超频二插件	
766	章节中将会掉落“超刻 ”核心，超频一，超频二插件	
767	章节中将会掉落“万华 ”核心，超频一，超频二插件	
768	章节中将会掉落“万华改 ”核心，超频一，超频二插件	
769	章节中将会掉落“森息 ”核心，超频一，超频二插件	
770	章节中将会掉落“森息改 ”核心，超频一，超频二插件	
771	章节中将会掉落“回音 ”核心，超频一，超频二插件	
772	章节中将会掉落“回音改 ”核心，超频一，超频二插件	
773	章节中将会掉落“深痕改 ”核心，超频一，超频二插件	
774	章节中将会掉落“幻奏改 ”核心，超频一，超频二插件	
775	章节中将会掉落“清商 ”核心，超频一，超频二插件	
776	章节中将会掉落“擎驱 ”核心，超频一，超频二插件	
777	章节中将会掉落“辉晓改 ”核心，超频一，超频二插件	
778	章节中将会掉落“深红囚影 ”核心，超频一，超频二插件	
779	章节中将会掉落“深红囚影改 ”核心，超频一，超频二插件	
780	章节中将会掉落“遥星之座改 ”核心，超频一，超频二插件	
781	章节中将会掉落“极昼改 ”核心，超频一，超频二插件	
782	章节中将会掉落“超刻改 ”核心，超频一，超频二插件	
783	章节中将会掉落“深谣 ”核心，超频一，超频二插件	
784	章节中将会掉落“深谣改 ”核心，超频一，超频二插件	
785	章节中将会掉落“尘铭 ”核心，超频一，超频二插件	
786	章节中将会掉落“尘铭改 ”核心，超频一，超频二插件	
787	章节中将会掉落“檀心 ”核心，超频一，超频二插件	
788	章节中将会掉落“檀心改 ”核心，超频一，超频二插件	
789	章节中将会掉落“终焉 ”核心，超频一，超频二插件	
790	章节中将会掉落“终焉改 ”核心，超频一，超频二插件	
791	章节中将会掉落“启明 ”核心，超频一，超频二插件	
792	章节中将会掉落“启明改 ”核心，超频一，超频二插件	
793	章节中将会掉落“誓焰 ”核心，超频一，超频二插件	
794	章节中将会掉落“誓焰改 ”核心，超频一，超频二插件	
795	章节中将会掉落“耀炎 ”核心，超频一，超频二插件	
796	章节中将会掉落“觅语 ”核心，超频一，超频二插件	
797	章节中将会掉落“明晰梦 ”核心，超频一，超频二插件	
798	章节中将会掉落“明晰梦改 ”核心，超频一，超频二插件	
799	章节中将会掉落“芒星之迹 ”核心，超频一，超频二插件	
800	章节中将会掉落“芒星之迹改 ”核心，超频一，超频二插件	
801	章节中将会掉落“徊闪 ”核心，超频一，超频二插件	
802	盾斧形态释放普攻将直接充满超量值释放坠星崩殛将充满必杀能量，在剑盾形态释放武器展开时若星芒值超过{0}点时角色获得{1}伤害加成，持续12秒，并附带大范围聚怪效果。	
803	每消除一个红球返还{0}个蓝球，每消除一个蓝球返还{0}个红球。	
804	烈轮焚冲伤害增加{0}%；烈轮焚冲期间，在星芒值不足时自动消耗信号球补充50点星芒值，期间每次消球获得{1}%的额外伤害提升效果，并使下一次决胜轰解技能加深率提升{2}%，可叠加6层。	
805	在剑盾形态下释放必杀后切换到盾斧形态时，盾斧形态普攻与必杀伤害提升500%持续12秒。在盾斧形态释放必杀后，剑盾形态消球与必杀伤害提升500%，持续12秒。	
806	剑盾形态每次消球增加角色100%必杀伤害，可叠加4层，持续12秒，七实消除信号球技能变为无敌状态。	
807	在释放盾斧形态的必杀后，充满一次必杀能量。	
808	盾斧形态释放普攻将直接充满超量值释放坠星崩殛将充满必杀能量，切斧时若有一定星芒值则会获得伤害加成。	
809	每消除一个红球返还蓝球，每消除一个蓝球返还红球。	
810	烈轮焚冲伤害增加，可被长按黄色信号球自动消耗信号球持续释放并获得增伤，下一次决胜轰解伤害提升。	
811	在剑盾形态下释放必杀后切斧，盾斧形态普攻与必杀伤害提升。在盾斧形态释放必杀后，剑盾形态消球与必杀伤害提升。	
812	剑盾形态每次消球增加角色必杀伤害，七实消除信号球技能变为无敌状态。	
813	在释放盾斧形态的必杀后，充满一次必杀能量。	
814	释放必杀-黑夜刀锋后触发超算空间，并获得{0}枚黄色信号球	
815	释放任意三消时，额外恢复{0}点必杀能量。	
816	释放任意三消时，额外恢复{0}点必杀能量。	
817	彼界浮象释放后获得{0}点坍缩值，并提高至多5层降维坍坠{1}的伤害加深率。	
818	彼界浮象释放后获得{0}点坍缩值，并提高至多5层降维坍坠{1}的伤害加深率。	
819	彼界浮象释放后获得{0}点坍缩值，并提高至多5层降维坍坠{1}的伤害加深率。	
820	彼界浮象释放后获得{0}点坍缩值，并提高至多5层降维坍坠{1}的伤害加深率。	
821	获得坍缩刻印时，增加{0}坍缩值；坍缩值达到上限时，直接获得坍缩刻印。	
822	获得坍缩刻印时，增加{0}坍缩值；坍缩值达到上限时，直接获得坍缩刻印。	
823	获得坍缩刻印时，增加{0}坍缩值；坍缩值达到上限时，直接获得坍缩刻印。	
824	获得坍缩刻印时，增加{0}坍缩值；坍缩值达到上限时，直接获得坍缩刻印。	
825	使用降维坍坠后，{0}概率刷新彼界浮象，没有刷新则叠加概率，获得两组红色信号球。	
826	使用降维坍坠后，{0}概率刷新彼界浮象，没有刷新则叠加概率，获得两组红色信号球。	
827	使用降维坍坠后，{0}概率刷新彼界浮象，没有刷新则叠加概率，获得两组红色信号球。	
828	使用降维坍坠后，{0}概率刷新彼界浮象，没有刷新则叠加概率，获得两组红色信号球。	
829	使用寂灭绝罚会消耗所有坍缩值，每点坍缩值加深{0}寂灭绝罚的伤害，提高0.5点坍缩值上限；坍缩值上限达到1000时，使用寂灭绝罚获得满额坍缩值。	
830	获得满额浮影值时，将直接消耗并获得满层坍缩值。	
831	使用寂灭绝罚后减少彼界浮象{0}秒的冷却时间，彼界浮象使用后获得90点必杀能量。	
832	满蓄力的猎影战栗造成伤害后，追加点按普攻会消耗一个蓝球追加释放一次满蓄力的猎影战栗，猎影战栗的技能加深率提高{0}%。	
833	满蓄力的猎影战栗造成伤害后，追加点按普攻会消耗一个蓝球追加释放一次满蓄力的猎影战栗，猎影战栗的技能加深率提高{0}%。	
834	满蓄力的猎影战栗造成伤害后，追加点按普攻会消耗一个蓝球追加释放一次满蓄力的猎影战栗，猎影战栗的技能加深率提高{0}%。	
835	满蓄力的猎影战栗造成伤害后，追加点按普攻会消耗一个蓝球追加释放一次满蓄力的猎影战栗，猎影战栗的技能加深率提高{0}%。	
836	使用聚焰淬夜后获得120点必杀能量（冷却时间：15秒）；永夜恒火存在时，信号球获得效率提升，猎影战栗的技能加深率提高{0}%。	
837	使用聚焰淬夜后获得120点必杀能量（冷却时间：15秒）；永夜恒火存在时，信号球获得效率提升，猎影战栗的技能加深率提高{0}%。	
838	使用聚焰淬夜后获得120点必杀能量（冷却时间：15秒）；永夜恒火存在时，信号球获得效率提升，猎影战栗的技能加深率提高{0}%。	
839	使用聚焰淬夜后获得120点必杀能量（冷却时间：15秒）；永夜恒火存在时，信号球获得效率提升，猎影战栗的技能加深率提高{0}%。	
840	猎影战栗可以长按普攻蓄力，期间自动获得蓝色信号球并吸附敌人；在16个蓝色信号球的状态下松开蓄力后，这次猎影战栗命中时消耗一组蓝球造成6次倍率为{0}%的额外伤害。	
841	猎影战栗可以长按普攻蓄力，期间自动获得蓝色信号球并吸附敌人；在16个蓝色信号球的状态下松开蓄力后，这次猎影战栗命中时消耗一组蓝球造成6次倍率为{0}%的额外伤害。	
842	猎影战栗可以长按普攻蓄力，期间自动获得蓝色信号球并吸附敌人；在16个蓝色信号球的状态下松开蓄力后，这次猎影战栗命中时消耗一组蓝球造成6次倍率为{0}%的额外伤害。	
843	猎影战栗可以长按普攻蓄力，期间自动获得蓝色信号球并吸附敌人；在16个蓝色信号球的状态下松开蓄力后，这次猎影战栗命中时消耗一组蓝球造成6次倍率为{0}%的额外伤害。	
844	处于终烈时，长按普攻在重燃湮火不足时自动消耗一组红球补充30点重燃湮火；处于燃火熔魂、刃旋瞬步和斩反残掠期间时获得随时间可叠加8层，每层{0}的伤害加成效果，不处于以上状态时增益效果在2秒后消失。	
845	释放聚焰淬夜后回复满红色信号球，终烈期间绝焰效果不会消失，燃火熔魂、刃旋瞬步和斩反残掠的技能加深率提高{0}%。	
846	燃火熔魂、刃旋瞬步和斩反残掠造成伤害时，获得一个红色信号球并触发一次追加伤害，触发间隔2秒。	
847	普攻第五段攻击时，额外获得一组信号球和一个音符，转位分奏的技能加深率提高{0}%。	
848	普攻第五段攻击时，额外获得一组信号球和一个音符，转位分奏的技能加深率提高{0}%。	
849	普攻第五段攻击时，额外获得一组信号球和一个音符，转位分奏的技能加深率提高{0}%。	
850	普攻第五段攻击时，额外获得一组信号球和一个音符，转位分奏的技能加深率提高{0}%。	
851	转位分奏可以消耗一组信号球释放，并回复一个音符值，每消耗一个音符值，获得15S的{0}%全伤害加成，最高叠加12层。	
852	转位分奏可以消耗一组信号球释放，并回复一个音符值，每消耗一个音符值，获得15S的{0}%全伤害加成，最高叠加12层。	
853	转位分奏可以消耗一组信号球释放，并回复一个音符值，每消耗一个音符值，获得15S的{0}%全伤害加成，最高叠加12层。	
854	转位分奏可以消耗一组信号球释放，并回复一个音符值，每消耗一个音符值，获得15S的{0}%全伤害加成，最高叠加12层。	
855	音符值为满时，音刃延鸣根据消耗的音符值数量，追加一次额外音刃延鸣攻击，音刃延鸣技能加深率提高{0}%。	
856	音符值为满时，音刃延鸣根据消耗的音符值数量，追加一次额外音刃延鸣攻击，音刃延鸣技能加深率提高{0}%。	
857	音符值为满时，音刃延鸣根据消耗的音符值数量，追加一次额外音刃延鸣攻击，音刃延鸣技能加深率提高{0}%。	
858	音符值为满时，音刃延鸣根据消耗的音符值数量，追加一次额外音刃延鸣攻击，音刃延鸣技能加深率提高{0}%。	
859	徒花的终止符获得额外的1层新的杂噪，技能加深率提高{0}%，释放后回复4组信号球。	
860	拥有杂噪时不进入终曲前幕,使用律调怒放时消除杂噪，获得一层伤害加深效果buff，可叠加3层，分别对应{0}|{1}|{2}%伤害加深效果。	
861	使用协奏球增加额外的律点，协奏球和律调怒放的技能加深率提高{0}%。	
862	解锁SSS被动：星辰烁响Lv2，将音符值上限提升至5个。	
863	三消一组黄色信号球后，获得谜灯谲影-裁神，红色信号球技能加深率提高{0}%。	
864	三消一组黄色信号球后，获得谜灯谲影-裁神，红色信号球技能加深率提高{0}%。	
865	三消一组黄色信号球后，获得谜灯谲影-裁神，红色信号球技能加深率提高{0}%。	
866	三消一组黄色信号球后，获得谜灯谲影-裁神，红色信号球技能加深率提高{0}%。	
867	揭幕于梦深释放后获得55点能量，邂逅于夜色释放后获得{0}个信号球。	
868	揭幕于梦深释放后获得55点能量，邂逅于夜色释放后获得{0}个信号球。	
869	揭幕于梦深释放后获得55点能量，邂逅于夜色释放后获得{0}个信号球。	
870	揭幕于梦深释放后获得55点能量，邂逅于夜色释放后获得{0}个信号球。	
871	消除红色信号球时，额外获得一个大于等于这个连段的红色信号球，获得的信号球不会反复触发本效果；消除谜灯谲影-离心和摄心时，获得谜灯谲影-裁神的概率分别为{0}%|{1}%。	
872	消除红色信号球时，额外获得一个大于等于这个连段的红色信号球，获得的信号球不会反复触发本效果；消除谜灯谲影-离心和摄心时，获得谜灯谲影-裁神的概率分别为{0}%|{1}%。	
873	消除红色信号球时，额外获得一个大于等于这个连段的红色信号球，获得的信号球不会反复触发本效果；消除谜灯谲影-离心和摄心时，获得谜灯谲影-裁神的概率分别为{0}%|{1}%。	
874	消除红色信号球时，额外获得一个大于等于这个连段的红色信号球，获得的信号球不会反复触发本效果；消除谜灯谲影-离心和摄心时，获得谜灯谲影-裁神的概率分别为{0}%|{1}%。	
875	普攻第四段攻击时，产生额外的追踪龙卷风，龙卷风数量上限2个，等级上限3级，每级龙卷风伤害倍率依次为{0}|{1}|{2}。	
876	谜灯谲影-裁神追加一次带聚怪效果的范围伤害，这个效果受到龙卷风数量加成，最低为{0}，最高为{1}；龙卷风数量上限+1。	
877	邂逅于夜色释放后，产生额外一个龙卷风并提升所有龙卷风等级。	
878	蓄载时消耗所有的红色信号球，每组额外增加{0}%伤害；结算5组时额外加成{1}%伤害。	
879	蓄载时消耗所有的红色信号球，每组额外增加{0}%伤害；结算5组时额外加成{1}%伤害。	
880	蓄载时消耗所有的红色信号球，每组额外增加{0}%伤害；结算5组时额外加成{1}%伤害。	
881	蓄载时消耗所有的红色信号球，每组额外增加{0}%伤害；结算5组时额外加成{1}%伤害。	
882	錾芯处于长按蓄力姿态时，射速逐渐加快，期间每10次连击获得{0}个信号球。	
883	錾芯处于长按蓄力姿态时，射速逐渐加快，期间每10次连击获得{0}个信号球。	
884	錾芯处于长按蓄力姿态时，射速逐渐加快，期间每10次连击获得{0}个信号球。	
885	錾芯处于长按蓄力姿态时，射速逐渐加快，期间每10次连击获得{0}个信号球。	
886	錾芯处于长按蓄力姿态时，可以消耗信号球自动闪避，每次自动闪避是下一次蓄载获得{0}%额外伤害加成，最多可叠加4层。	
887	錾芯处于长按蓄力姿态时，可以消耗信号球自动闪避，每次自动闪避是下一次蓄载获得{0}%额外伤害加成，最多可叠加4层。	
888	錾芯处于长按蓄力姿态时，可以消耗信号球自动闪避，每次自动闪避是下一次蓄载获得{0}%额外伤害加成，最多可叠加4层。	
889	錾芯处于长按蓄力姿态时，可以消耗信号球自动闪避，每次自动闪避是下一次蓄载获得{0}%额外伤害加成，最多可叠加4层。	
890	晖形态时，剑舞减少戒律值消耗，碎穹依据剑舞时间每秒获得{0}%伤害加成，最高8秒。	
891	晖形态时，剑舞减少戒律值消耗，碎穹依据剑舞时间每秒获得{0}%伤害加成，最高8秒。	
892	晖形态时，剑舞减少戒律值消耗，碎穹依据剑舞时间每秒获得{0}%伤害加成，最高8秒。	
893	晖形态时，剑舞减少戒律值消耗，碎穹依据剑舞时间每秒获得{0}%伤害加成，最高8秒。	
894	晖形态时，剑舞与碎穹释放后下一次逆守·旋刃的伤害倍率提高{0}%，逆守·旋刃释放后下一次剑舞与碎穹的伤害倍率提高{1}%。	
895	晖形态时，剑舞与碎穹释放后下一次逆守·旋刃的伤害倍率提高{0}%，逆守·旋刃释放后下一次剑舞与碎穹的伤害倍率提高{1}%。	
896	晖形态时，剑舞与碎穹释放后下一次逆守·旋刃的伤害倍率提高{0}%，逆守·旋刃释放后下一次剑舞与碎穹的伤害倍率提高{1}%。	
897	晖形态时，剑舞与碎穹释放后下一次逆守·旋刃的伤害倍率提高{0}%，逆守·旋刃释放后下一次剑舞与碎穹的伤害倍率提高{1}%。	
898	晖形态时，逆守·旋刃击中后，下一次剑舞减少戒律值消耗，逆守·旋刃伤害倍率提升{0}%。	
899	晖形态时，逆守·旋刃击中后，下一次剑舞减少戒律值消耗，逆守·旋刃伤害倍率提升{0}%。	
900	晖形态时，逆守·旋刃击中后，下一次剑舞减少戒律值消耗，逆守·旋刃伤害倍率提升{0}%。	
901	晖形态时，逆守·旋刃击中后，下一次剑舞减少戒律值消耗，逆守·旋刃伤害倍率提升{0}%。	
902	暮形态下，释放噬穹的前2S内，如果使用过红色信号球技能，获得一层永久的{0}%鞭舞和噬穹的伤害加成，可叠加6层。	
903	暮形态下，鞭舞快速消耗戒律值，噬穹使用后获得12个红色信号球；鞭舞和噬穹的伤害倍率提高{0}%。	
904	暮形态下，影绞释放后获得一次覆海球，使用后，使用红球的洄棘技能概率获得满额戒律值，可叠加3层,每层概率依次为{0}|{1}|{2}。	
905	普攻第五段攻击时，触发一次满蓄力的狱铰，狱铰回复{0}组信号球。	
906	普攻第五段攻击时，触发一次满蓄力的狱铰，狱铰回复{0}组信号球。	
907	普攻第五段攻击时，触发一次满蓄力的狱铰，狱铰回复{0}组信号球。	
908	普攻第五段攻击时，触发一次满蓄力的狱铰，狱铰回复{0}组信号球。	
909	获得的所有黄色信号球转换为篮色信号球，丝流缠束伤害倍率提升{0}%。	
910	获得的所有黄色信号球转换为篮色信号球，丝流缠束伤害倍率提升{0}%。	
911	获得的所有黄色信号球转换为篮色信号球，丝流缠束伤害倍率提升{0}%。	
912	获得的所有黄色信号球转换为篮色信号球，丝流缠束伤害倍率提升{0}%。	
913	衔接在丝流缠束之后的普攻第五段攻击时，获得增加狱铰倍率和范围的效果，每层提高技能加深率{0}%，范围12.5%，最高叠加3层。	
914	衔接在丝流缠束之后的普攻第五段攻击时，获得增加狱铰倍率和范围的效果，每层提高技能加深率{0}%，范围12.5%，最高叠加3层。	
915	衔接在丝流缠束之后的普攻第五段攻击时，获得增加狱铰倍率和范围的效果，每层提高技能加深率{0}%，范围12.5%，最高叠加3层。	
916	衔接在丝流缠束之后的普攻第五段攻击时，获得增加狱铰倍率和范围的效果，每层提高技能加深率{0}%，范围12.5%，最高叠加3层。	
917	章节中将会掉落“幻日 ”核心，超频一，超频二插件	
918	章节中将会掉落“幻日改 ”核心，超频一，超频二插件	
919	章节中将会掉落“灼惘 ”核心，超频一，超频二插件	
920	章节中将会掉落“灼惘改 ”核心，超频一，超频二插件	
921	章节中将会掉落“希声 ”核心，超频一，超频二插件	
922	章节中将会掉落“希声改 ”核心，超频一，超频二插件	
923	章节中将会掉落“谬影 ”核心，超频一，超频二插件	
924	章节中将会掉落“谬影改 ”核心，超频一，超频二插件	
925	章节中将会掉落“晖暮 ”核心，超频一，超频二插件	
926	章节中将会掉落“晖暮改 ”核心，超频一，超频二插件	
927	章节中将会掉落“破晓 ”核心，超频一，超频二插件	
928	章节中将会掉落“裁律 ”核心，超频一，超频二插件	
929	彼界浮象释放后获得坍缩值，提高降维坍坠的伤害。	
930	获得坍缩刻印时获得坍缩值，坍缩值达到上限时获得坍缩刻印。	
931	使用降维坍坠后概率刷新彼界浮象，没有刷新就叠加概率并获得红色信号球。	
932	寂灭绝罚会消耗坍缩值增伤并相应提高坍缩值上限；上限达到1000时，使用寂灭绝罚获得满额坍缩值。	
933	消耗获得的满额浮影值变为满层坍缩值。	
934	寂灭绝罚后减少彼界浮象冷却，彼界浮象回复能量。	
935	满蓄力的猎影战栗，可以追加点按普攻，消耗蓝球再放一次；猎影战栗伤害提升。	
936	聚焰淬夜获得能量（冷却时间：15秒），永夜恒火存在时，猎影战栗伤害增加，自动获得信号球更快。	
937	猎影战栗可以长按蓄力自动获得信号球并吸附敌人，满信号球时让这次猎影战栗命中时消耗蓝球造成额外伤害。	
938	终烈状态的长按普攻自动消耗红球释放，按长按普攻持续时间获得增伤。	
939	聚焰淬夜后回复满红色信号球，绝焰效果不再消失；终烈时长按普攻伤害提高。	
940	终烈时长按普攻追加攻击并回复红色信号球。	
941	普攻第五段攻击获得信号球与音符，转位分奏的伤害提升。	
942	转位分奏可以消耗信号球释放，并回复音符值，消耗音符值获得对应数量的限时增伤效果。	
943	满音符值时，音刃延鸣追加额外的攻击；音刃延鸣的伤害提升。	
944	徒花的终止符伤害提升，获得额外1层杂噪和信号球。	
945	杂噪时不进入终曲前幕,律调怒放时消除杂噪获得伤害提升效果。	
946	使用协奏球增加额外的律点，协奏球和律调怒放伤害提升。	
947	解锁SSS被动：星辰烁响Lv2，将音符值上限提升至5个。	
948	三消黄色信号球后，获得谜灯谲影-裁神；红色信号球技能加深率提高	
949	揭幕于梦深释放后获得能量，邂逅于夜色释放后获得信号球。	
950	消除红色信号球时，获得一个大于等于这个连段阶级的红色信号球。	
951	普攻第四段攻击时，产生额外的追踪龙卷风。	
952	谜灯谲影-裁神追加一次带聚怪效果的范围伤害，伤害受到龙卷风数量加成，龙卷风数量上限+1。	
953	邂逅于夜色释放后，产生额外一个龙卷风并提升所有龙卷风等级。	
954	蓄载消耗所有的红色信号球提升伤害，结算5组时伤害额外提升。	
955	錾芯处于长按蓄力姿态时，射速逐渐加快，并获得额外信号球。	
956	錾芯处于长按蓄力姿态时，消耗信号球自动闪避，自动闪避增加下一次蓄载伤害。	
957	晖形态时，剑舞减少戒律值消耗，碎穹依据剑舞时间增伤。	
958	晖形态时，剑舞与碎穹释放后下一次逆守·旋刃的伤害提升，逆守·旋刃释放后下一次剑舞与碎穹的伤害提升。	
959	晖形态时，逆守·旋刃击中后，下一次剑舞减少戒律值消耗，逆守·旋刃伤害提升。	
960	暮形态下，释放噬穹的前2S内，如果使用过红色信号球技能，获得鞭舞和噬穹的伤害加成。	
961	暮形态下，鞭舞快速消耗戒律值，噬穹获得信号球；鞭舞和噬穹的伤害提升。	
962	暮形态下，释放影绞获得覆海球，使用它后，叠加红球的洄棘技能获得满额戒律值的概率。	
963	普攻第五段触发一次满蓄力的狱铰，并回复信号球。	
964	获得的黄色信号球变为篮色信号球，丝流缠束伤害提升。	
965	使用衔接在丝流缠束之后的普攻第五段时，狱铰伤害倍率和范围增加。	
966	燎星伤害倍率提升{0}%，处于正刑空中状态时，每2S获得全伤害加成{1}%的效果，最高叠加5层，离开空中状态后消失。	
967	正刑空中状态期间，每次使用普通攻击和红色信号球时提升燎星伤害倍率{0}%并回复200闪避值，伤害倍率可叠加{1}层，使用后不会退出正刑空中状态。	
968	使用过一次普通攻击和红色信号球后，燎星在8秒内每秒回复{0}闪避值；连续释放燎星伤害倍率增加{1}%，可叠加30层，结束后重置。	
969	正刑期间，进行空中地面切换时获得满额肃恶值；每次进入正刑空中状态获得三组红色信号球和轰流、重锋、贯诛的技能倍率提升{0}%效果，可叠加5层。	
970	轰流消耗肃恶值速度提升，消耗重锋获得的罪迹时获得满额肃恶值，轰流、重锋、贯诛的技能倍率提升{0}%。	
971	满肃恶值完整释放轰流后，获得罪迹和满额肃恶值，下一次贯诛技能倍率额外提升{0}%。	
972	燎星伤害提升，处于正刑空中状态时持续增加所有伤害。	
973	正刑空中状态期间，使用普通攻击和红色信号球提升燎星伤害，回复闪避值，不会退出空中状态。	
974	使用普通攻击和红色信号球后短时间内自动回复闪避值，连续释放燎星伤害增加。	
975	进行空中地面切换时获得满额肃恶值，进入空中状态时获得红色信号球和黄色信号球技能倍率提升效果。	
976	轰流消耗肃恶值速度提升，消耗重锋获得的罪迹时获得满额肃恶值，黄色信号球技能基础倍率提升。	
977	满肃恶值完整释放轰流后，获得罪迹和肃恶值，下一次贯诛增加伤害。	
978	章节中将会掉落“铮骨”核心，超频一，超频二插件	
979	章节中将会掉落“铮骨改 ”核心，超频一，超频二插件	
