Id	Group	Name	Describe	IconType	Icon	Icon2	IconCustom	TimeOut	OnlyTrue	IsMySelf	AndOr	ForbidMoveType	MoveType	EffectType	EffectButton	SkillId	MissileId
3209	111762	消球连段	卡列跃升-红球连段	1	99			2000	True					[1]	[1]	[102774, 102775, 102776]	
3210	111762	消球连段	卡列跃升-红球连段	1	99			2000	True					[1]	[1]	[102777, 102778, 102779]	
3211	111763	消除红球	卡列跃升-红球连段	3	101			-1	True					[1]	[1]	[102705, 102706, 102707]	
3212	111763	消球连段	卡列跃升-红球连段	1	99			2000	True					[1]	[1]	[102771, 102772, 102773]	
3213	111763	消球连段	卡列跃升-红球连段	1	99			2000	True					[1]	[1]	[102774, 102775, 102776]	
3214	111763	长按普攻	卡列跃升-终结技	4	1			2000	True					[2]	[15]	[102770]	
3215	111764	必杀技	卡列跃升-雷盾大招	1	3			-1						[1]	[17]	[102764, 102716]	
3216	111765	黄球	含英-黄球	1	103			8000	True							[112415, 112425, 112455, 112458]	
3217	111765	红球连段	含英-强化红球连段	1	101			2000	True							[112449, 112408]	
3218	111765	红球连段	含英-强化红球连段	1	101			2000	True							[112450, 112409, 112451, 112410, 112452, 112411]	
3219	111765	红球连段	含英-强化红球连段	1	101			2000	True							[112450, 112409, 112451, 112410, 112452, 112411]	
3220	111765	红球连段	含英-强化红球连段	1	101			2000	True							[112450, 112409, 112451, 112410, 112452, 112411]	
3221	111766	必杀技	含英-一段大	1	3			-1	True					[1]	[17]	[112426]	
3222	111767	消除蓝球	含英-消蓝球	1	102			-1	True					[1]	[1]	[112420, 112421, 112422]	
3223	111767	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462]	
3224	111768	消除蓝球	含英-消蓝球	1	102			-1	True					[1]	[1]	[112420, 112421, 112422]	
3225	111768	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462]	
3226	111768	消除蓝球	含英-消蓝球	1	102			2000	True					[1]	[1]	[112420, 112421, 112422]	
3227	111768	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462]	
3228	111768	消除蓝球	含英-消蓝球	1	102			2000	True					[1]	[1]	[112420, 112421, 112422]	
3229	111768	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462]	
3230	111768	普攻	含英-普攻回球	1	1			2000	True					[1]	[15]	[112437, 112438, 112439]	
3231	111769	三消黄球	含英-黄三消	1	103			-1	True							[112415, 112425, 112455, 112458]	
3232	111769	三消黄球	含英-黄三消	1	103			-1	True							[112415, 112425, 112455, 112458]	
3233	111769	步月	含英-辅助机技能教学	1	8			-1						[1]	[23]	[422202, 422203, 422204, 422205, 422206]	
3234	111770	三消黄球	含英-黄三消	1	103			-1	True							[112415, 112425, 112455, 112458]	
3235	111770	三消黄球	含英-黄三消	1	103			-1	True							[112415, 112425, 112455, 112458]	
3236	111770	孤鸾	含英-辅助机技能教学	1	8			-1						[1]	[23]	[422207, 422208, 422209, 422210, 422211]	
3237	111771	三消黄球	含英-黄三消	1	103			-1	True							[112415, 112425, 112455, 112458]	
3238	111771	三消黄球	含英-黄三消	1	103			2000	True							[112415, 112425, 112455, 112458]	
3239	111772	泛音球	含英-强化红球连段	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Hanying42.png	-1	True							[112436]	
3240	111773	必杀技	含英-一段大	1	3			-1	True					[1]	[17]	[112426]	
3241	111774	点击必杀	含英-次元斩	1	3			-1	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462]	
3242	111775	必杀技	含英-一段大	4	3			-1	True					[2]	[17]	[112427]	
3243	111776	三消黄球	超露娜-黄三消	1	103			-1	True	True				[1]	[1]	[111812, 111826]	
3244	111777	一段必杀	超露娜-一段必杀	1	3			-1						[1]	[17]	[111816, 111859]	
3245	111778	任意三消	超露娜-蓝三消	1	99			8000	True	True				[1]	[1]	[111851, 111864]	
3246	111778	任意三消	超露娜-红三消	1	99			3000	True	True				[1]	[1]	[111864, 111851]	
3247	111778	长按普攻	超露娜-长按普攻	4	1			5000						[1]	[15]	[111884, 111887, 111888]	
3248	111779	二段必杀	超露娜-二段必杀	1	3			-1						[1]	[17]	[111836]	
3249	111780	任意三消	布偶熊-黄三消	1	99			-1	True	True				[1]	[1]	[104133, 104136, 104139, 104123, 104126, 104129]	
3250	111780	任意三消	布偶熊-红三消	1	99			-1	True	True				[1]	[1]	[104133, 104136, 104139, 104123, 104126, 104129]	
3251	111780	任意三消	布偶熊-红三消	1	99			-1	True	True				[1]	[1]	[104133, 104136, 104139, 104123, 104126, 104129]	
3252	111781	长按普攻	布偶熊-长按普攻	4	1			-1						[1]	[15]	[104105, 104107, 104141, 104106, 104108, 104142]	
3253	111782	普攻	含英-普攻	1	1			-1						[1]	[15]	[112401]	
3254	111782	普攻	含英-普攻	1	1			2000						[1]	[15]	[112402]	
3255	111782	普攻	含英-普攻	1	1			2000						[1]	[15]	[112403]	
3256	111782	普攻	含英-普攻	1	1			2000						[1]	[15]	[112404]	
3257	111783	点击黄球	含英-黄三消	1	103			-1	True							[112415, 112425, 112455, 112458]	
3258	111784	点击红球	含英-强化红球连段	1	101			-1	True							[112449, 112408]	
3259	111785	必杀技	含英-一段大	1	3			-1	True					[1]	[17]	[112426]	
3260	111786	三消蓝球	含英-蓝三消	1	102			-1	True							[112420, 112421, 112422]	
3261	111787	点击必杀	含英-次元斩	1	3			-1	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3262	111787	点击必杀	含英-次元斩	1	3			1000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3263	111787	点击必杀	含英-次元斩	1	3			1000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3264	111787	点击必杀	含英-次元斩	1	3			1000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3265	111788	必杀技	含英-二段大	4	3			-1	True					[2]	[17]	[112427]	
3266	111789	点击黄球	含英-黄三消	1	103			8000	True							[112415, 112425, 112455, 112458]	
3267	111789	点击黄球	含英-黄三消	1	103			2000	True							[112415, 112425, 112455, 112458]	
3268	111790	泛音球	含英-领域球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Hanying42.png	-1	True							[112436]	
3269	111791	必杀技	含英-一段大	1	3			-1	True					[1]	[17]	[112426]	
3270	111792	点击必杀	含英-次元斩	1	3			-1	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3271	111792	点击必杀	含英-次元斩	1	3			1000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3272	111792	点击必杀	含英-次元斩	1	3			1000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3273	111792	点击必杀	含英-次元斩	1	3			1000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3274	111793	长按必杀	含英-二段大	4	3			-1	True					[2]	[17]	[112427]	
3275	111794	点击红球	含英-强化红球连段	1	101			8000	True							[112449, 112450, 112451, 112452]	
3276	111794	点击红球	含英-强化红球连段	1	101			2000	True							[112449, 112450, 112451, 112452]	
3277	111794	点击红球	含英-强化红球连段	1	101			2000	True							[112449, 112450, 112451, 112452]	
3278	111794	点击红球	含英-强化红球连段	1	101			2000	True							[112449, 112450, 112451, 112452]	
3279	111794	点击红球	含英-强化红球连段	1	101			2000	True							[112449, 112450, 112451, 112452]	
3280	111794	点击红球	含英-强化红球连段	1	101			2000	True							[112449, 112450, 112451, 112452]	
3281	111794	泛音球	含英-领域球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Hanying42.png	2000	True							[112436]	
3282	111794	必杀技	含英-一段大	1	3			2000	True					[1]	[17]	[112426]	
3283	111795	三消蓝球	含英-蓝三消	1	102			-1	True							[112420, 112421, 112422]	
3284	111797	三消蓝球	含英-蓝三消	1	102			8000	True							[112420, 112421, 112422]	
3285	111797	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3286	111797	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3287	111797	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3288	111797	点击必杀	含英-次元斩	1	3			2000	True					[1]	[17]	[112440, 112441, 112442, 112443, 112461, 112462, 112447]	
3289	111797	长按必杀	含英-二段大	4	3			2000	True					[2]	[17]	[112427]	
3290	111799	长按普攻	卡列跃升-终结技	4	1			10000	True					[2]	[15]	[102728]	
3291	111800	长按普攻	卡列跃升-终结技	4	1			5000	True					[2]	[15]	[102770]	
3292	111800	任意三消	卡列跃升-三消	1	99			2000						[2]	[15]		[10277024]
3293	111801	必杀技	卡列跃升-雷盾大招	1	3			-1						[1]	[17]	[102764, 102716]	
3294	111802	红球起手	卡列跃升-红球连段	3	101			-1	True					[1]	[1]	[102705, 102706, 102707]	
3295	111802	消球连段	卡列跃升-消球连段	1	99			2000	True					[1]	[1]	[102771, 102772, 102773]	
3296	111802	消球连段	卡列跃升-消球连段	1	99			2000	True					[1]	[1]	[102774, 102775, 102776]	
3297	111802	消球连段	卡列跃升-消球连段	1	99			2000	True					[1]	[1]	[102777, 102778, 102779]	
3298	111803	长按普攻	卡列跃升-终结技	4	1			2000	True					[2]	[15]	[102770]	
3299	111803	任意三消	卡列跃升-三消	1	99			2000						[2]	[15]		[10277024]
3300	111804	必杀技	卡列跃升-雷盾大招	1	3			-1						[1]	[17]	[102764, 102716]	
3301	111805	<color=#ffda58>长按</color>普攻	回音-蓄力普攻	1	99			-1						[2]	[15]	[102830, 102805]	
3302	111805	消除<color=#ffda58>密语球</color>	回音-密语红	1	99			2000						[1]	[1]	[102981]	
3303	111806	三消红球	回音-红三消	1	101			-1	True	True				[1]	[1]	[102813, 102810, 102816]	
3304	111806	三消蓝球	回音-蓝三消	1	102			2000	True	True				[1]	[1]	[102823, 102820, 102835]	
3305	111806	三消黄球	回音-黄三消	1	103			2000	True	True				[1]	[1]	[102827]	
3306	111807	三消红球	回音-红三消	1	101			-1	True	True				[1]	[1]	[102813, 102810, 102816]	
3307	111807	三消蓝球	回音-蓝三消	1	102			2000	True	True				[1]	[1]	[102823, 102820, 102835]	
3308	111807	三消黄球	回音-黄三消	1	103			2000	True	True				[1]	[1]	[102827]	
3309	111808	三消红球	回音-红三消	1	101			-1	True	True				[1]	[1]	[102813, 102810, 102816]	
3310	111808	三消蓝球	回音-蓝三消	1	102			2000	True	True				[1]	[1]	[102823, 102820, 102835]	
3311	111808	三消黄球	回音-黄三消	1	103			2000	True	True				[1]	[1]	[102827]	
3312	111809	黄球	含英-黄球	1	103			8000	True							[112415, 112425, 112455, 112458]	
3313	111809	红球	含英-强化红球连段	1	101			2000	True							[112449, 112408]	
3314	111809	红球	含英-强化红球连段	1	101			2000	True							[112450, 112409, 112451, 112410, 112452, 112411]	
3315	111809	红球	含英-强化红球连段	1	101			2000	True							[112450, 112409, 112451, 112410, 112452, 112411]	
3316	111810	三消蓝球	万事-蓝三消	1	102			8000	True	True				[1]	[2]	[111910, 111936]	
3317	111810	三消黄球	万事-黄三消	1	103			2000	True	True				[1]	[2]	[111913, 111918, 111923, 111914, 111915]	
3318	111811	长按闪避	万事-长闪进核心	4	2			8000		True				[2]	[16]	[111940]	
3319	111811	松开闪避	万事-长闪进核心	1	2			2000		True				[1]	[16]		[11194110]
3320	111811	红球连击	万事-红球拔枪	1	101			2000	True	True				[1]	[1]	[111942]	
3321	111811	红球连击	万事-红球拔枪	1	101			2000	True	True				[1]	[1]	[111942]	
3322	111811	红球连击	万事-红球拔枪	1	101			2000	True	True				[1]	[1]	[111942]	
3323	111811	红球连击	万事-红球拔枪	1	101			2000	True	True				[1]	[1]	[111942]	
3324	111811	红球连击	万事-红球拔枪	1	101			2000	True	True				[1]	[1]	[111942]	
3325	111811	红球连击	万事-红球拔枪	1	101			2000	True	True				[1]	[1]	[111942]	
3326	111811	点击红球	万事-点击红球	1	101			2000	True	True				[1]	[1]	[111946, 111947, 111948]	
3327	111812	必杀技	万事-长按大招	1	3			-1						[1]	[17]	[111926, 111927]	
3328	111813	三消红球	曲-红三消	1	101			8000	True	True				[1]	[1]	[112619]	
3329	111813	三消蓝球	曲-蓝三消	1	102			2000	True	True				[1]	[1]	[112622, 112628, 112629, 112630]	
3330	111813	三消黄球	曲-黄三消	1	103			2000	True	True				[1]	[1]	[112625]	
3331	111814	三消黄球	万事-黄三消	1	103			-1	True							[111913, 111923, 111914, 111915]	
3332	111814	三消黄球	万事-黄三消	1	103			-1	True							[111913, 111923, 111914, 111915]	
3333	111814	行霜踏雪	万事-辅助机技能教学	1	8			-1						[1]	[23]	[422301, 422302, 422303, 422304, 422305, 422306]	
3334	111815	三消黄球	万事-黄三消	1	103			-1	True							[111913, 111923, 111914, 111915]	
3335	111815	三消黄球	万事-黄三消	1	103			-1	True							[111913, 111923, 111914, 111915]	
3336	111815	乱琼碎玉	万事-辅助机技能教学	1	8			-1						[1]	[23]	[422307, 422308, 422309, 422310, 422311, 422312]	
3337	111816	三消黄球	万事-黄三消	1	103			-1	True							[111913, 111923, 111914, 111915]	
3338	111816	三消黄球	万事-黄三消	1	103			2000	True							[111913, 111923, 111914, 111915]	
3339	111817	长按红球	万事-长按红球	4	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	-1	True							[111940]	
3340	111817	松开红球	万事-松开红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	3000		True				[1]	[1]		[11194110]
3341	111818	普攻	万事-普攻	1	1			-1						[1]	[15]	[111901]	
3342	111818	普攻	万事-普攻	1	1			2000						[1]	[15]	[111902]	
3343	111818	普攻	万事-普攻	1	1			2000						[1]	[15]	[111903]	
3344	111818	普攻	万事-普攻	1	1			2000						[1]	[15]	[111904]	
3345	111818	普攻	万事-普攻	1	1			2000						[1]	[15]	[111905]	
3346	111819	三消蓝球	万事-蓝三消	1	102			-1	True	True				[1]	[2]	[111910, 111936]	
3347	111820	三消蓝球	万事-蓝三消	1	102			-1	True	True				[1]	[2]	[111910, 111936]	
3348	111820	蓝球连段	万事-蓝三消	1	102			2000	True	True				[1]	[2]	[111936]	
3349	111821	三消黄球	万事-黄三消	1	103			-1	True	True				[1]	[2]	[111913, 111923, 111914, 111915]	
3350	111822	三消黄球	万事-黄三消	1	103			-1		True				[1]	[2]	[111913, 111923, 111914, 111915]	
3351	111822	黄球连段	万事-黄三消	1	103			2000		True				[1]	[2]	[111923]	
3352	111823	三消蓝球	万事-蓝三消	1	102			-1	True	True				[1]	[2]	[111910, 111936]	
3353	111823	点击红球	万事-红球连段	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi11.png	2000	True							[111969]	
3354	111824	三消黄球	万事-黄三消	1	103			-1	True	True				[1]	[2]	[111913, 111923, 111914, 111915]	
3355	111824	点击红球	万事-红球连段	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi11.png	2000	True							[111918]	
3356	111825	必杀技	万事-单枪必杀	1	3			-1						[1]	[17]	[111926]	
3357	111826	长按红球	万事-长按红球	4	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	8000	True							[111940]	
3358	111826	松开红球	万事-松开红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	-1		True				[1]	[1]		[11194110]
3359	111827	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	5000		True				[1]	[1]	[111942]	
3360	111827	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3361	111827	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3362	111828	闪避/红球换枪	万事-闪避/红球换枪	1	2			5000								[111951, 111949]	
3363	111829	必杀技	万事-单枪必杀	1	3			-1						[1]	[17]	[111926]	
3364	111830	长按红球	万事-长按红球	4	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	8000	True							[111940]	
3365	111830	松开红球	万事-松开红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	-1		True				[1]	[1]		[11194110]
3366	111831	长按普攻	万事-长按普攻	1	1			5000						[1]	[15]	[111945]	
3367	111832	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111948]	
3368	111832	闪避/红球换枪	万事-闪避/红球换枪	1	2			1000								[111951, 111949]	
3369	111833	必杀技	万事-双枪必杀	1	3			2000						[1]	[17]	[111927]	
3370	111834	长按红球	万事-长按红球	4	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	8000	True							[111940]	
3371	111834	松开红球	万事-松开红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	-1		True				[1]	[1]		[11194110]
3372	111834	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000		True				[1]	[1]	[111942]	
3373	111834	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3374	111834	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3375	111834	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3376	111834	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3377	111834	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3378	111834	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111946, 111947, 111948]	
3379	111834	闪避/红球换枪	万事-闪避/红球换枪	1	2			3000								[111951, 111949]	
3380	111835	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	5000		True				[1]	[1]	[111942]	
3381	111835	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3382	111835	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3383	111835	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3384	111835	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3385	111835	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3386	111835	必杀技	万事-单枪必杀	1	3			2000						[1]	[17]	[111926]	
3387	111836	长按红球	万事-长按红球	4	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	8000	True							[111940]	
3388	111836	松开红球	万事-松开红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi13.png	-1		True				[1]	[1]		[11194110]
3389	111836	长按普攻	万事-长按普攻	1	1			5000						[1]	[15]	[111945]	
3390	111836	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111946]	
3391	111836	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111948]	
3392	111836	闪避/红球换枪	万事-闪避/红球换枪	1	2			1000								[111951, 111949]	
3393	111837	长按普攻	万事-长按普攻	1	1			5000						[1]	[15]	[111945]	
3394	111837	必杀技	万事-双枪必杀	1	3		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi52.png	2000						[1]	[17]	[111927]	
3395	111838	长按闪避	万事-长闪进核心	4	2			8000		True				[2]	[16]	[111940]	
3396	111838	松开闪避	万事-长闪进核心	1	2			-1		True				[1]	[16]		[11194110]
3397	111838	长按普攻	万事-长普冰结核心	4	1			2000		True				[2]	[15]	[111944, 111945, 111946, 111903, 111928]	
3398	111838	保持长按	万事-长普冰结核心	1	1			2000		True				[1]	[15]	[111944, 111945]	
3399	111838	点击红球	万事-接枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000		True				[1]	[1]	[111946]	
3400	111839	三消蓝球	万事-蓝三消	1	102			8000	True	True				[1]	[2]	[111910, 111936]	
3401	111839	三消黄球	万事-黄三消	1	103			2000	True	True				[1]	[2]	[111913, 111918, 111923, 111914, 111915]	
3402	111840	长按闪避	万事-长闪进核心	4	2			8000		True				[2]	[16]	[111940]	
3403	111840	松开闪避	万事-长闪进核心	1	2			-1		True				[1]	[16]		[11194110]
3404	111840	长按普攻	万事-长普冰结核心	4	1			2000		True				[2]	[15]	[111944, 111945, 111946, 111903, 111928]	
3405	111840	保持长按	万事-长普冰结核心	1	1			2000	True	True				[1]	[15]	[111944, 111945, 111946]	
3406	111841	必杀技	万事-长按大招	1	3			-1						[1]	[17]	[111926, 111927]	
3407	111842	长按闪避	万事-长闪进核心	4	2			8000		True				[2]	[16]	[111940]	
3408	111842	松开闪避	万事-长闪进核心	1	2			-1		True				[1]	[16]		[11194110]
3409	111842	长按普攻	万事-长普冰结核心	4	1			2000		True				[2]	[15]	[111944, 111945, 111946, 111903, 111928]	
3410	111842	保持长按	万事-长普冰结核心	1	1			2000	True	True				[1]	[15]	[111944, 111945, 111946]	
3411	111843	红球开枪	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	5000		True				[1]	[1]	[111942]	
3412	111843	红球开枪	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3413	111843	红球开枪	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3414	111843	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111946, 111947, 111948]	
3415	111844	长按普攻	万事-长按普攻	1	1			5000						[1]	[15]	[111945]	
3416	111844	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	3000	True	True				[1]	[1]	[111946]	
3417	111845	闪避	万事-闪避/红球换枪	1	2			-1		True				[1]	[16]	[111920, 111919]	
3418	111845	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi11.png	2000		True				[1]	[1]	[111961]	
3419	111846	长按闪避	万事-长闪进核心	4	2			8000		True				[2]	[16]	[111940]	
3420	111846	松开闪避	万事-长闪进核心	1	2			-1		True				[1]	[16]		[11194110]
3421	111846	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000		True				[1]	[1]	[111942]	
3422	111846	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3423	111846	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3424	111846	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3425	111846	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3426	111846	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3427	111846	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111946, 111947, 111948]	
3428	111846	闪避/红球换枪	万事-闪避/红球换枪	1	2			3000								[111951, 111949]	
3429	111847	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	5000		True				[1]	[1]	[111942]	
3430	111847	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3431	111847	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3432	111847	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3433	111847	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3434	111847	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3435	111847	必杀技	万事-单枪必杀	1	3			2000						[1]	[17]	[111926]	
3436	111848	长按闪避	万事-长闪进核心	4	2			8000		True				[2]	[16]	[111940]	
3437	111848	松开闪避	万事-长闪进核心	1	2			-1		True				[1]	[16]		[11194110]
3438	111848	长按普攻	万事-长按普攻	1	1			5000						[1]	[15]	[111945]	
3439	111848	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111946]	
3440	111848	点击红球	万事-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111948]	
3441	111848	闪避/红球换枪	万事-闪避/红球换枪	1	2			1000								[111951, 111949]	
3442	111849	长按普攻	万事-长按普攻	1	1			5000						[1]	[15]	[111945]	
3443	111849	必杀技	万事-双枪必杀	1	3		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi52.png	2000						[1]	[17]	[111927]	
3444	111850	长按闪避	万事-长闪进核心	4	2			8000		True				[2]	[16]	[111940]	
3445	111850	松开闪避	万事-长闪进核心	1	2			-1		True				[1]	[16]		[11194110]
3446	111850	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000		True				[1]	[1]	[111942]	
3447	111850	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
3448	111850	红球连击	万事-红球拔枪	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Wanshi12.png	2000	True	True				[1]	[1]	[111942]	
