Id	Content	BehaviorId	OptionShowTime	EmptySkipId	RepeatId	Options	SkipIds
52303	一片片从天上落下来，然后落到邦比娜塔身上，凉凉的。		800		52304	['关于下雪', '再见']	[52302, 52308]
52304	邦比娜塔不觉得冷，因为指挥官身边很温暖。指挥官……愿意陪邦比娜塔再多待一会吗？		800			['关于礼物', '再见']	[52305, 52308]
52305	谢谢指挥官送给我新年礼物，邦比娜塔会好好收起来的……		800		52306	['关于礼物', '再见']	[52305, 52308]
52306	不，红包，主人说过不可以收……		800		52307	['关于礼物', '再见']	[52305, 52308]
52307	邦比娜塔知道，这个节日一年只有一次，很珍贵，邦比娜塔回去后，会好好保存这份新年的记忆。		800			['关于下雪', '再见']	[52302, 52308]
52308	非常感谢您，指挥官。	2024SpringNpc_Bangbinata_Endtalk					
52401	指挥官阁下，您来了。	Talk_Idle	800			['关于水池', '关于毛毯', '再见']	[52402, 52405, 52408]
52402	……指挥官？我没有在发呆。这里很安静，景色适宜，所以我在这里小坐片刻。		800		52403	['关于水池', '再见']	[52402, 52408]
52403	九龙的文化我也略知一二，这样的节日总会让人开心……我吗？我当然也很开心，能在这里见到您，更是意料之外的惊喜。		800		52404	['关于水池', '再见']	[52402, 52408]
52404	去那边看看吗？那边的景致别有一番创意，我似乎曾经在哪部九龙电影中看到过这样的景色……		800			['关于毛毯', '再见']	[52405, 52408]
52405	指挥官阁下，外面下雪了，去连廊那边会暖和一点……		800		52406	['关于毛毯', '再见']	[52405, 52408]
52406	啊，这是之前送您的毛毯吗？没想到能在这里见到它……看样子，您很喜欢这个礼物。		800		52407	['关于毛毯', '再见']	[52405, 52408]
52407	……能坐过来一些吗，指挥官？嗯，这样就好。这样，我们就能共同分享这份温暖了。		800			['关于水池', '再见']	[52402, 52408]
52408	期待下次与您相见，指挥官阁下。	2024SpringNpc_Bianka_Endtalk					
52501	指挥官喜欢这种花灯吗？	Talk_Idle	800			['关于花灯', '关于冰淇淋', '再见']	[52502, 52505, 52508]
52502	这种水里的花灯好精巧……我之前在北极的时候，河面经常被冰封，没有机会制作这种漂亮的河灯。		800		52503	['关于花灯', '再见']	[52502, 52508]
52503	但我们偶尔会做冰雕，你见过冰雕吗？有些手巧的姐妹做出来的也很精致，还可以在里面点上烛火。		800		52504	['关于花灯', '再见']	[52502, 52508]
52504	嗯……如果指挥官感兴趣的话，我给指挥官制作一个冰雕怎么样？你喜欢什么形状的？我看看，这个位置应该就可以……		800			['关于冰淇淋', '再见']	[52505, 52508]
52505	哎，怎么他们都在看我……难道这里的人不会在这个季节吃冰淇淋吗？		800		52506	['关于冰淇淋', '再见']	[52505, 52508]
52506	不会感觉到很冷的，这样的天气吃冰淇淋才不会融化的那么快……		800		52507	['关于冰淇淋', '再见']	[52505, 52508]
52507	指挥官，你要一起试试看吗？		800			['关于花灯', '再见']	[52502, 52508]
52508	要再来一个冰淇淋吗？	2024SpringNpc_Luosaita_Endtalk					
52601	没想到能在这里见到你。	Talk_Idle	800			['关于饮茶', '关于值班', '再见']	[52602, 52605, 52608]
52602	今天？我当然不会在这种节日安排别的工作，或者说，我今天的工作安排，就是和你一起坐在这里喝茶。		800		52603	['关于饮茶', '再见']	[52602, 52608]
52603	呼……不需要应付奇怪的家伙和笨蛋，只需要和你一起在这里享受这份点心……		800		52604	['关于饮茶', '再见']	[52602, 52608]
52604	真是愉快的一天。		800			['关于值班', '再见']	[52605, 52608]
52605	工程部队的值班安排乱的就像一团毛线，多看两眼就会影响心情。		800		52606	['关于值班', '再见']	[52605, 52608]
52606	不过没关系，我已经帮他们整理完所有的表格了，新的排班表就像我写的代码一样优美，顺带把莫名其妙给自己排了连续五天班的家伙也丢出了工程部队。		800		52607	['关于值班', '再见']	[52605, 52608]
52607	这样的时间，就应该好好享受，好好休息……呼~要再来一杯吗？		800			['关于饮茶', '再见']	[52602, 52608]
52608	待会记得回来哦，你的茶都还没有喝完。	2024SpringNpc_Buouxiong_Endtalk					
52701	是不是饵料还不够？	Talk_Idle	800			['关于钓鱼', '关于工程部队', '再见']	[52702, 52705, 52709]
52702	别问我钓竿和饵料是从哪来的，我来的时候就在这里了。		800		52703	['关于钓鱼', '再见']	[52702, 52709]
52703	钓鱼这种活动还是太考验耐心了，但我暂时不能放弃，不、能、放、弃！		800		52704	['关于钓鱼', '再见']	[52702, 52709]
52704	我一定能钓上来……看！上钩了！		800			['关于工程部队', '再见']	[52705, 52709]
52705	那个拐角处的栏杆做的是九十度直角，要是有人撞上去肯定不好受……		800		52706	['关于工程部队', '再见']	[52705, 52709]
52706	但现在它已经不是了，因为我刚刚把那块直角敲掉了，工程部队值班的同伴一会儿就来改建。		800		52707	['关于工程部队', '再见']	[52705, 52709]
52707	当然要有人值班啦，即使是节假日，也要有人负责维护机械……原本我给自己排了好几天的工作，但不知道谁改了我精心整理的值班表……		800		52708	['关于工程部队', '再见']	[52705, 52709]
52708	算了，就这样休息一下也还不错……快看！鱼咬钩了！		800			['关于钓鱼', '再见']	[52702, 52709]
52709	看！又上钩了一条鱼！哼哼。	2024SpringNpc_Kalienina_Endtalk					
52801	这里的建筑很适合做漫画的背景参考……	Talk_Idle	800			['关于绘画', '关于作品', '再见']	[52802, 52805, 52809]
52802	虽然把这里的风景都都画进去了，但总感觉缺了点什么……		800		52803	['关于绘画', '再见']	[52802, 52809]
52803	啊，指挥官！太好了！对，你就站在那边，不会挡住风景的——		800		52804	['关于绘画', '再见']	[52802, 52809]
52804	画面完整多了……果然，这才是我想要的感觉！嘿嘿，接下来，把我自己也加进去……		800			['关于作品', '再见']	[52805, 52809]
52805	这幅画吗？放心，这会成为我的私人收藏，不会轻易给外人看到。		800		52806	['关于作品', '再见']	[52805, 52809]
52806	你作为模特的报酬嘛……不如，我把我最得意的作品赠送给你怎么样？		800		52807	['关于作品', '再见']	[52805, 52809]
52807	放心啦，我可不会做亏本的生意。如果觉得这个交换我吃亏的话……不如，下次也送我一份你的作品吧？		800		52808	['关于作品', '再见']	[52805, 52809]
52808	画什么都可以哦，指挥官~		800			['关于绘画', '再见']	[52802, 52809]
52809	再见，指挥官，我也要继续“工作模式”啦！	2024SpringNpc_Aila_Endtalk					
52901	您好，指挥。	Talk_Idle	800			['关于赏花', '关于灯笼', '再见']	[52902, 52905, 52908]
52902	我短暂停留过许多地方，也见过许多这样盛开的花朵。		800		52903	['关于赏花', '再见']	[52902, 52908]
52903	但没有一处，像它们这般清雅。		800		52904	['关于赏花', '再见']	[52902, 52908]
52904	能与我一同演奏吗？指挥，我想用音乐奏出我们一同赏花的光景。		800			['关于灯笼', '再见']	[52905, 52908]
52905	灯笼与影壁都可供游人书写留念吗？		800		52906	['关于灯笼', '再见']	[52905, 52908]
52906	那么，指挥执笔，我来谱出方才那段乐曲，怎么样？		800		52907	['关于灯笼', '再见']	[52905, 52908]
52907	留下的墨痕，是我与你一同到来的见证，无论多久之后，它们都会摇晃在这里的风中，絮絮我们之间的故事。		800			['关于赏花', '再见']	[52902, 52908]
52908	长久停留吧，留在这份令我不舍的恬静时光之中……	2024SpringNpc_Sailinna_Endtalk					
53001	有很多要忙的事……	Talk_Idle	800			['关于物质', '关于闲谈', '再见']	[53002, 53005, 53008]
53002	今年绿洲的物资还算充足，遗忘者中有不少人重视这个节日，所以，我们准备了很多“年货”。		800		53003	['关于物质', '再见']	[53002, 53008]
53003	虽然不能照顾到每个人的口味，但仍然希望大家都能在这个节日中留下美好的回忆。		800		53004	['关于物质', '再见']	[53002, 53008]
53004	想和我们一起度过这个节日吗？等这边事情结束，我就带你一起回绿洲。		800			['关于闲谈', '再见']	[53005, 53008]
53005	现在确实是闲谈的好时机，你有什么烦恼吗？可以和我聊聊，有什么开心的事情，也可以和我一同分享。		800		53006	['关于闲谈', '再见']	[53005, 53008]
53006	想听我说说我的故事？嗯……也未尝不可。但我来时走过的路太远，也许一时半刻讲不完。		800		53007	['关于闲谈', '再见']	[53005, 53008]
53007	你愿意慢慢听我讲吗？		800			['关于物质', '再见']	[53002, 53008]
53008	嗯，不急，我会在这里等你，继续我们的闲谈。	2024SpringNpc_Dubian_Endtalk					
53101	新年快乐，指挥官。	Talk_Idle	800			['关于花灯', '关于冬雪', '再见']	[53102, 53105, 53107]
53102	听说在花灯上写下新年的愿望，它就有可能会实现……		800		53103	['关于花灯', '再见']	[53102, 53107]
53103	嗯？好奇我写了什么？		800		53104	['关于花灯', '再见']	[53102, 53107]
53104	如果你也愿意告诉我，我就说……怎么样？		800			['关于冬雪', '再见']	[53105, 53107]
53105	这里的雪一直很平静，它只和雪人或新年有关。		800		53106	['关于冬雪', '再见']	[53105, 53107]
53106	如果你在意那时问过我的事，就留在这里和我一起散散步吧。		800			['关于花灯', '再见']	[53102, 53107]
53107	稍等，指挥官……雪落在头发上了。	2024SpringNpc_Nuoan_Endtalk					
